ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Households-Total,Households-General,Households-Institutional,Households-Others,Population-Both,Population-Male,Population-Female,Sex Ratio,check_var
94,51,XX,XXX,XX,XX,Haripur Upazila Total,32607,32584,9,14,147947,74213,73734.0,101.0,01111
94,82,XX,XXX,XX,XX,Pirganj Upazila Total,58299,58174,22,103,243535,122553,120982.0,101.0,01111
94,86,XX,XXX,XX,XX,Ranisankail Upazila Total,51051,50950,21,80,222284,112195,110089.0,102.0,01111
94,94,XX,XXX,XX,XX,Thakurgaon Sadar Upazila Total,133320,132776,87,457,581227,293551,287676.0,102.0,01111
27,10,XX,XXX,XX,XX,Birampur Upazila Total,42140,41988,33,119,170806,86393,84413.0,102.0,01111
27,12,XX,XXX,XX,XX,Birganj Upazila Total,73895,73723,39,133,317253,159612,157641.0,101.0,01111
27,17,XX,XXX,XX,XX,Biral Upazila Total,61414,61337,24,53,257925,130160,127765.0,102.0,01111
27,21,XX,XXX,XX,XX,Bochaganj Upazila Total,39246,39159,9,78,160049,80428,79621.0,101.0,01111
27,30,XX,XXX,XX,XX,Chirirbandar Upazila Total,68415,68316,30,69,292500,146619,145881.0,101.0,01111
27,38,XX,XXX,XX,XX,Fulbari Upazila Total,43137,43002,34,101,176023,88984,87039.0,102.0,01111
27,43,XX,XXX,XX,XX,Ghoraghat Upazila Total,30077,30020,20,37,117740,59001,58739.0,100.0,01111
27,47,XX,XXX,XX,XX,Hakimpur Upazila Total,22895,22844,15,36,92599,47162,45437.0,104.0,01111
27,56,XX,XXX,XX,XX,Kaharole Upazila Total,36759,36720,5,34,154432,77253,77179.0,100.0,01111
27,60,XX,XXX,XX,XX,Khansama Upazila Total,39440,39392,16,32,171764,86731,85033.0,102.0,01111
27,64,XX,XXX,XX,XX,Dinajpur Sadar Upazila Total,111779,110483,123,1173,484597,247792,236805.0,105.0,01111
27,69,XX,XXX,XX,XX,Nawabganj Upazila Total,57851,57753,24,74,229337,114763,114574.0,100.0,01111
27,77,XX,XXX,XX,XX,Parbatipur Upazila Total,88725,88518,57,150,365103,183772,181331.0,101.0,01111
10,06,XX,XXX,XX,XX,Adamdighi Upazila Total,49600,49490,26,84,195186,97368,97818.0,100.0,01111
10,20,XX,XXX,XX,XX,Bogra Sadar Upazila Total,131862,129597,180,2085,555014,288084,266930.0,108.0,01111
10,27,XX,XXX,XX,XX,Dhunat Upazila Total,74897,74835,15,47,292404,143091,149313.0,96.0,01111
10,33,XX,XXX,XX,XX,Dhupchanchia Upazila Total,45390,45278,27,85,176678,87073,89605.0,97.0,01111
10,40,XX,XXX,XX,XX,Gabtali Upazila Total,83411,83326,28,57,319588,159186,160402.0,99.0,01111
10,54,XX,XXX,XX,XX,Kahaloo Upazila Total,58261,58199,15,47,222376,110663,111713.0,99.0,01111
10,67,XX,XXX,XX,XX,Nandigram Upazila Total,45853,45778,33,42,180802,90408,90394.0,100.0,01111
10,81,XX,XXX,XX,XX,Sariakandi Upazila Total,75614,75510,7,97,270719,135266,135453.0,100.0,01111
10,85,XX,XXX,XX,XX,Shajahanpur Upazila Total,72685,72323,109,253,289804,149458,140346.0,106.0,01111
10,88,XX,XXX,XX,XX,Sherpur Upazila Total,81753,81639,21,93,332825,165527,167298.0,99.0,01111
10,94,XX,XXX,XX,XX,Shibganj Upazila Total,99242,99124,32,86,378700,190376,188324.0,101.0,01111
10,95,XX,XXX,XX,XX,Sonatola Upazila Total,48569,48501,12,56,186778,92306,94472.0,98.0,01111
88,11,XX,XXX,XX,XX,Belkuchi Upazila Total,74450,74196,30,224,352835,179738,173097.0,104.0,01111
88,27,XX,XXX,XX,XX,Chauhali Upazila Total,39832,39769,5,58,160063,80252,79811.0,101.0,01111
88,44,XX,XXX,XX,XX,Kamarkhanda Upazila Total,31961,31920,10,31,138645,68411,70234.0,97.0,01111
88,50,XX,XXX,XX,XX,Kazipur Upazila Total,69664,69565,11,88,274679,134992,139687.0,97.0,01111
88,61,XX,XXX,XX,XX,Royganj Upazila Total,77198,77104,37,57,317666,158604,159062.0,100.0,01111
88,67,XX,XXX,XX,XX,Shahjadpur Upazila Total,123576,123181,43,352,561076,283330,277746.0,102.0,01111
88,78,XX,XXX,XX,XX,Sirajganj Sadar Upazila Total,125485,124852,98,535,555155,279113,276042.0,101.0,01111
88,89,XX,XXX,XX,XX,Tarash Upazila Total,48941,48847,21,73,197214,97447,99767.0,98.0,01111
88,94,XX,XXX,XX,XX,Ullah Para Upazila Total,123864,123630,35,199,540156,269481,270675.0,100.0,01111
81,10,XX,XXX,XX,XX,Bagha Upazila Total,46711,46690,6,15,184183,92010,92173.0,100.0,01111
81,12,XX,XXX,XX,XX,Baghmara Upazila Total,94050,93964,15,71,354664,177157,177507.0,100.0,01111
81,25,XX,XXX,XX,XX,Charghat Upazila Total,51783,51720,36,27,206788,104138,102650.0,101.0,01111
81,31,XX,XXX,XX,XX,Durgapur Upazila Total,48530,48470,3,57,185845,93551,92294.0,101.0,01111
81,34,XX,XXX,XX,XX,Godagari Upazila Total,72186,72116,25,45,330924,166260,164664.0,101.0,01111
81,53,XX,XXX,XX,XX,Mohanpur Upazila Total,43984,43852,9,123,170021,85236,84785.0,101.0,01111
81,72,XX,XXX,XX,XX,Paba Upazila Total,76622,76384,41,197,314196,159452,154744.0,103.0,01111
81,82,XX,XXX,XX,XX,Puthia Upazila Total,52922,52861,11,50,207490,105071,102419.0,103.0,01111
81,94,XX,XXX,XX,XX,Tanore Upazila Total,47425,47357,18,50,191330,94041,97289.0,97.0,01111
64,03,XX,XXX,XX,XX,Atrai Upazila Total,45465,45422,8,35,193256,96129,97127.0,99.0,01111
64,06,XX,XXX,XX,XX,Badalgachhi Upazila Total,54001,53967,8,26,201342,100566,100776.0,100.0,01111
64,28,XX,XXX,XX,XX,Dhamoirhat Upazila Total,49046,48998,17,31,184778,93563,91215.0,103.0,01111
64,47,XX,XXX,XX,XX,Manda Upazila Total,97219,97145,11,63,363858,180023,183835.0,98.0,01111
64,50,XX,XXX,XX,XX,Mahadebpur Upazila Total,76089,75839,49,201,292859,146905,145954.0,101.0,01111
64,60,XX,XXX,XX,XX,Naogaon Sadar Upazila Total,100867,100344,47,476,405148,204505,200643.0,102.0,01111
64,69,XX,XXX,XX,XX,Niamatpur Upazila Total,61811,61664,13,134,248351,122578,125773.0,97.0,01111
64,75,XX,XXX,XX,XX,Patnitala Upazila Total,58661,58509,19,133,231900,116724,115176.0,101.0,01111
64,79,XX,XXX,XX,XX,Porsha Upazila Total,30773,30709,24,40,132095,66299,65796.0,101.0,01111
64,85,XX,XXX,XX,XX,Raninagar Upazila Total,45637,45581,21,35,184778,91631,93147.0,98.0,01111
64,86,XX,XXX,XX,XX,Sapahar Upazila Total,36232,36097,33,102,161792,81304,80488.0,101.0,01111
76,05,XX,XXX,XX,XX,Atgharia Upazila Total,38435,38411,7,17,157254,78237,79017.0,99.0,01111
76,16,XX,XXX,XX,XX,Bera Upazila Total,57436,57350,14,72,256793,128397,128396.0,100.0,01111
76,19,XX,XXX,XX,XX,Bhangura Upazila Total,28853,28774,19,60,124433,61900,62533.0,99.0,01111
76,22,XX,XXX,XX,XX,Chatmohar Upazila Total,70260,70115,18,127,291121,144820,146301.0,99.0,01111
76,33,XX,XXX,XX,XX,Faridpur Upazila Total,30845,30802,7,36,130335,65029,65306.0,100.0,01111
76,39,XX,XXX,XX,XX,Ishwardi Upazila Total,73373,73089,36,248,313932,157897,156035.0,101.0,01111
76,55,XX,XXX,XX,XX,Pabna Sadar Upazila Total,138839,137768,110,961,590914,296870,294044.0,101.0,01111
76,72,XX,XXX,XX,XX,Santhia Upazila Total,89032,88964,10,58,380301,191225,189076.0,101.0,01111
76,83,XX,XXX,XX,XX,Sujanagar Upazila Total,63676,63618,17,41,278096,138559,139537.0,99.0,01111
70,18,XX,XXX,XX,XX,Bholahat Upazila Total,24475,24453,6,16,103301,51035,52266.0,98.0,01111
70,37,XX,XXX,XX,XX,Gomastapur Upazila Total,62938,62839,24,75,275823,136321,139502.0,98.0,01111
70,56,XX,XXX,XX,XX,Nachole Upazila Total,32922,32887,3,32,146627,72895,73732.0,99.0,01111
70,66,XX,XXX,XX,XX,Chapai Nawabganj Sadar Upazila Total,112748,112251,57,440,530592,254629,275963.0,92.0,01111
70,88,XX,XXX,XX,XX,Shibganj Upazila Total,124899,124816,36,47,591178,295338,295840.0,100.0,01111
69,09,XX,XXX,XX,XX,Bagatipara Upazila Total,33383,33308,12,63,131004,65054,65950.0,99.0,01111
69,15,XX,XXX,XX,XX,Baraigram Upazila Total,70104,70009,22,73,279672,138746,140926.0,98.0,01111
69,41,XX,XXX,XX,XX,Gurudaspur Upazila Total,54977,54847,27,103,214788,107520,107268.0,100.0,01111
69,44,XX,XXX,XX,XX,Lalpur Upazila Total,66417,66353,11,53,274405,138457,135948.0,102.0,01111
69,63,XX,XXX,XX,XX,Natore Sadar Upazila Total,110203,109767,76,360,442422,221820,220602.0,101.0,01111
69,91,XX,XXX,XX,XX,Singra Upazila Total,88791,88637,40,114,364382,182586,181796.0,100.0,01111
38,13,XX,XXX,XX,XX,Akkelpur Upazila Total,36638,36600,11,27,137619,68333,69286.0,99.0,01111
38,47,XX,XXX,XX,XX,Joypurhat Sadar Upazila Total,76385,76030,50,305,289058,147096,141962.0,104.0,01111
38,58,XX,XXX,XX,XX,Kalai Upazila Total,38745,38720,6,19,143197,70860,72337.0,98.0,01111
38,61,XX,XXX,XX,XX,Khetlal Upazila Total,29805,29761,13,31,108326,54214,54112.0,100.0,01111
38,74,XX,XXX,XX,XX,Panchbibi Upazila Total,60983,60883,35,65,235568,118781,116787.0,102.0,01111
13,22,XX,XXX,XX,XX,Chandpur Sadar Upazila Total,98109,97383,142,584,465919,226959,238960.0,95.0,01111
13,45,XX,XXX,XX,XX,Faridganj Upazila Total,85678,85545,50,83,396683,182360,214323.0,85.0,01111
13,47,XX,XXX,XX,XX,Haim Char Upazila Total,24903,24565,6,332,109575,53651,55924.0,96.0,01111
13,49,XX,XXX,XX,XX,Hajiganj Upazila Total,65697,65607,45,45,330477,156944,173533.0,90.0,01111
13,58,XX,XXX,XX,XX,Kachua Upazila Total,76642,76446,35,161,382139,180736,201403.0,90.0,01111
13,76,XX,XXX,XX,XX,Matlab Upazila Total,45569,45303,25,241,210050,97728,112322.0,87.0,01111
13,79,XX,XXX,XX,XX,Matlab Uttar Upazila Total,63784,62978,18,788,292057,140753,151304.0,93.0,01111
13,95,XX,XXX,XX,XX,Shahrasti Upazila Total,46139,46024,17,98,229118,106700,122418.0,87.0,01111
3,04,XX,XXX,XX,XX,Alikadam Upazila Total,9422,9371,35,16,49317,25650,23667.0,108.0,01111
3,14,XX,XXX,XX,XX,Bandarban Sadar Upazila Total,18934,18399,85,450,88282,47687,40595.0,117.0,01111
3,51,XX,XXX,XX,XX,Lama Upazila Total,22447,22070,47,330,108995,56610,52385.0,108.0,01111
3,73,XX,XXX,XX,XX,Naikhongchhari Upazila Total,12218,12081,24,113,61788,31347,30441.0,103.0,01111
3,89,XX,XXX,XX,XX,Rowangchhari Upazila Total,6292,6183,16,93,27264,14243,13021.0,109.0,01111
3,91,XX,XXX,XX,XX,Ruma Upazila Total,5917,5836,18,63,29098,15469,13629.0,114.0,01111
3,95,XX,XXX,XX,XX,Thanchi Upazila Total,4872,4774,14,84,23591,12344,11247.0,110.0,01111
19,09,XX,XXX,XX,XX,Barura Upazila Total,82588,82440,49,99,405118,190309,214809.0,89.0,01111
19,15,XX,XXX,XX,XX,Brahmanpara Upazila Total,38068,37995,40,33,204691,97434,107257.0,91.0,01111
19,18,XX,XXX,XX,XX,Burichang Upazila Total,58402,58194,75,133,301825,145982,155843.0,94.0,01111
19,27,XX,XXX,XX,XX,Chandina Upazila Total,69736,69588,45,103,350273,165874,184399.0,90.0,01111
19,31,XX,XXX,XX,XX,Chauddagram Upazila Total,87475,87127,98,250,443648,208148,235500.0,88.0,01111
19,33,XX,XXX,XX,XX,Comilla Sadar Dakshin Upazila Total,85090,84376,117,597,427391,207967,219424.0,95.0,01111
19,36,XX,XXX,XX,XX,Daudkandi Upazila Total,69014,68701,69,244,349910,169109,180801.0,94.0,01111
19,40,XX,XXX,XX,XX,Debidwar Upazila Total,82695,82453,80,162,431352,204207,227145.0,90.0,01111
19,54,XX,XXX,XX,XX,Homna Upazila Total,40370,40325,17,28,206386,100245,106141.0,94.0,01111
19,67,XX,XXX,XX,XX,Comilla Adarsha Sadar Upazila Total,105783,104353,296,1134,532419,270169,262250.0,103.0,01111
19,72,XX,XXX,XX,XX,Laksam Upazila Total,57119,56910,55,154,294719,140641,154078.0,91.0,01111
19,74,XX,XXX,XX,XX,Manoharganj Upazila Total,44847,44753,16,78,244943,112339,132604.0,85.0,01111
19,75,XX,XXX,XX,XX,Meghna Upazila Total,21617,21596,4,17,112453,56453,56000.0,101.0,01111
19,81,XX,XXX,XX,XX,Muradnagar Upazila Total,101809,101556,103,150,523556,247591,275965.0,90.0,01111
19,87,XX,XXX,XX,XX,Nangalkot Upazila Total,72891,72718,37,136,373987,171450,202537.0,85.0,01111
19,94,XX,XXX,XX,XX,Titas Upazila Total,36068,35899,19,150,184617,87100,97517.0,89.0,01111
12,02,XX,XXX,XX,XX,Akhaura Upazila Total,27831,27772,14,45,145215,70110,75105.0,93.0,01111
12,04,XX,XXX,XX,XX,Banchharampur Upazila Total,59699,59596,17,86,298430,139118,159312.0,87.0,01111
12,07,XX,XXX,XX,XX,Bijoynagar Upazila Total,48617,48493,15,109,257247,125595,131652.0,95.0,01111
12,13,XX,XXX,XX,XX,Brahmanbaria Sadar Upazila Total,95802,95353,92,357,521994,258503,263491.0,98.0,01111
12,33,XX,XXX,XX,XX,Ashuganj Upazila Total,33552,33304,21,227,180654,88340,92314.0,96.0,01111
12,63,XX,XXX,XX,XX,Kasba Upazila Total,60919,60832,34,53,319221,151852,167369.0,91.0,01111
12,85,XX,XXX,XX,XX,Nabinagar Upazila Total,94871,94726,37,108,493518,230227,263291.0,87.0,01111
12,90,XX,XXX,XX,XX,Nasirnagar Upazila Total,59024,58961,12,51,309011,150577,158434.0,95.0,01111
12,94,XX,XXX,XX,XX,Sarail Upazila Total,58622,58523,19,80,315208,152389,162819.0,94.0,01111
51,33,XX,XXX,XX,XX,Kamalnagar Upazila Total,46092,45989,4,99,222915,111245,111670.0,100.0,01111
51,43,XX,XXX,XX,XX,Lakshmipur Sadar Upazila Total,144228,143631,128,469,684425,325234,359191.0,91.0,01111
51,58,XX,XXX,XX,XX,Roypur Upazila Total,60090,59995,38,57,275160,132284,142876.0,93.0,01111
51,65,XX,XXX,XX,XX,Ramganj Upazila Total,59285,59142,26,117,285686,130568,155118.0,84.0,01111
51,73,XX,XXX,XX,XX,Ramgati Upazila Total,55644,55498,29,117,261002,128449,132553.0,97.0,01111
46,43,XX,XXX,XX,XX,Dighinala Upazila Total,22464,22351,37,76,103392,53054,50338.0,105.0,01111
46,49,XX,XXX,XX,XX,Khagrachhari Sadar Upazila Total,24316,23954,89,273,111833,58366,53467.0,109.0,01111
46,61,XX,XXX,XX,XX,Lakshmichhari Upazila Total,6084,5974,6,104,25994,13384,12610.0,106.0,01111
46,65,XX,XXX,XX,XX,Mahalchhari Upazila Total,11282,11172,19,91,50757,26359,24398.0,108.0,01111
46,67,XX,XXX,XX,XX,Manikchhari Upazila Total,13335,13159,9,167,61589,30939,30650.0,101.0,01111
46,70,XX,XXX,XX,XX,Matiranga Upazila Total,27251,27036,33,182,126477,63695,62782.0,101.0,01111
46,77,XX,XXX,XX,XX,Panchhari Upazila Total,14154,14105,22,27,62198,31352,30846.0,102.0,01111
46,80,XX,XXX,XX,XX,Ramgarh Upazila Total,14906,14752,28,126,71677,36644,35033.0,105.0,01111
22,16,XX,XXX,XX,XX,Chakoria Upazila Total,88391,88047,56,288,474465,239198,235267.0,102.0,01111
22,24,XX,XXX,XX,XX,Cox's Bazar Sadar Upazila Total,82683,81523,85,1075,459082,241637,217445.0,111.0,01111
22,45,XX,XXX,XX,XX,Kutubdia Upazila Total,22587,22540,14,33,125279,64093,61186.0,105.0,01111
22,49,XX,XXX,XX,XX,Maheshkhali Upazila Total,58177,58100,16,61,321218,165693,155525.0,107.0,01111
22,56,XX,XXX,XX,XX,Pekua Upazila Total,31944,31730,21,193,171538,86310,85228.0,101.0,01111
22,66,XX,XXX,XX,XX,Ramu Upazila Total,47904,47691,38,175,266640,135000,131640.0,103.0,01111
22,90,XX,XXX,XX,XX,Teknaf Upazila Total,46328,46005,35,288,264389,133106,131283.0,101.0,01111
22,94,XX,XXX,XX,XX,Ukhia Upazila Total,37940,37766,56,118,207379,104567,102812.0,102.0,01111
15,04,XX,XXX,XX,XX,Anowara Upazila Total,49966,49727,100,139,259022,126709,132313.0,96.0,01111
15,08,XX,XXX,XX,XX,Banshkhali Upazila Total,84216,84087,30,99,431162,212011,219151.0,97.0,01111
15,12,XX,XXX,XX,XX,Boalkhali Upazila Total,44108,43944,25,139,223125,109273,113852.0,96.0,01111
15,18,XX,XXX,XX,XX,Chandanaish  Upazila Total,44438,44023,36,379,233017,117418,115599.0,102.0,01111
15,33,XX,XXX,XX,XX,Fatikchhari Upazila Total,100009,99515,162,332,526003,259730,266273.0,98.0,01111
15,37,XX,XXX,XX,XX,Hathazari Upazila Total,81292,80277,523,492,431748,215201,216547.0,99.0,01111
15,47,XX,XXX,XX,XX,Lohagara Upazila Total,52873,52412,106,355,279913,135717,144196.0,94.0,01111
15,53,XX,XXX,XX,XX,Mirsharai Upazila Total,79545,79222,103,220,398716,187323,211393.0,89.0,01111
15,61,XX,XXX,XX,XX,Patiya Upazila Total,101599,100996,160,443,528120,266153,261967.0,102.0,01111
15,70,XX,XXX,XX,XX,Rangunia Upazila Total,67792,67174,58,560,339004,168412,170592.0,99.0,01111
15,74,XX,XXX,XX,XX,Raozan Upazila Total,63375,62970,160,245,322840,156255,166585.0,94.0,01111
15,78,XX,XXX,XX,XX,Sandwip Upazila Total,56617,56473,20,124,278605,128656,149949.0,86.0,01111
15,82,XX,XXX,XX,XX,Satkania Upazila Total,70808,70512,113,183,384806,186007,198799.0,94.0,01111
15,86,XX,XXX,XX,XX,Sitakunda Upazila Total,77279,75991,209,1079,387832,202137,185695.0,109.0,01111
84,07,XX,XXX,XX,XX,Baghaichhari Upazila Total,20171,20032,30,109,96899,50595,46304.0,109.0,01111
84,21,XX,XXX,XX,XX,Barkal Upazila Total,9396,9222,25,149,47523,25614,21909.0,117.0,01111
84,25,XX,XXX,XX,XX,Kawkhali Upazila Total,12865,12738,37,90,59578,30516,29062.0,105.0,01111
84,29,XX,XXX,XX,XX,Belai Chhari Upazila Total,6063,5866,16,181,28525,15174,13351.0,114.0,01111
84,36,XX,XXX,XX,XX,Kaptai  Upazila Total,13515,13266,52,197,59693,31798,27895.0,114.0,01111
84,47,XX,XXX,XX,XX,Jurai Chhari Upazila Total,6136,6058,24,54,27786,14839,12947.0,115.0,01111
84,58,XX,XXX,XX,XX,Langadu  Upazila Total,17983,17804,33,146,81548,42226,39322.0,107.0,01111
84,75,XX,XXX,XX,XX,Naniarchar  Upazila Total,9481,9407,14,60,43616,22507,21109.0,107.0,01111
84,78,XX,XXX,XX,XX,Rajasthali  Upazila Total,6014,5833,78,103,26083,13595,12488.0,109.0,01111
84,87,XX,XXX,XX,XX,Rangamati Sadar Upazila Total,26872,26188,92,592,124728,66212,58516.0,113.0,01111
30,14,XX,XXX,XX,XX,Chhagalnaiya Upazila Total,36744,36535,69,140,187156,89494,97662.0,92.0,01111
30,25,XX,XXX,XX,XX,Daganbhuiyan Upazila Total,49038,48620,50,368,254402,118752,135650.0,88.0,01111
30,29,XX,XXX,XX,XX,Feni Sadar Upazila Total,97869,96598,218,1053,512646,254751,257895.0,99.0,01111
30,41,XX,XXX,XX,XX,Fulgazi Upazila Total,23494,23334,20,140,119558,59497,60061.0,99.0,01111
30,51,XX,XXX,XX,XX,Parshuram Upazila Total,20353,20275,34,44,101062,47981,53081.0,90.0,01111
30,94,XX,XXX,XX,XX,Sonagazi Upazila Total,50167,50099,28,40,262547,123653,138894.0,89.0,01111
75,07,XX,XXX,XX,XX,Begumganj Upazila Total,101689,100867,100,722,549308,261210,288098.0,91.0,01111
75,10,XX,XXX,XX,XX,Chatkhil Upazila Total,46044,45838,32,174,233253,108021,125232.0,86.0,01111
75,21,XX,XXX,XX,XX,Companiganj Upazila Total,49015,48809,48,158,250579,120088,130491.0,92.0,01111
75,36,XX,XXX,XX,XX,Hatiya Upazila Total,91013,90723,7,283,452463,223853,228610.0,98.0,01111
75,47,XX,XXX,XX,XX,Kabirhat Upazila Total,36054,35977,14,63,196944,92601,104343.0,89.0,01111
75,80,XX,XXX,XX,XX,Senbagh Upazila Total,53943,53657,91,195,282894,133341,149553.0,89.0,01111
75,83,XX,XXX,XX,XX,Sonaimuri Upazila Total,60542,60339,66,137,327194,149751,177443.0,84.0,01111
75,85,XX,XXX,XX,XX,Subarnachar Upazila Total,55399,55093,17,289,289514,143532,145982.0,98.0,01111
75,87,XX,XXX,XX,XX,Noakhali Sadar Upazila Total,100219,99505,84,630,525934,252772,273162.0,93.0,01111
29,03,XX,XXX,XX,XX,Alfadanga Upazila Total,24293,24217,17,59,108302,51603,56699.0,91.0,01111
29,10,XX,XXX,XX,XX,Bhanga Upazila Total,57164,57051,47,66,259032,125324,133708.0,94.0,01111
29,18,XX,XXX,XX,XX,Boalmari Upazila Total,56262,56166,29,67,256658,126428,130230.0,97.0,01111
29,21,XX,XXX,XX,XX,Char Bhadrasan Upazila Total,14277,14231,8,38,63477,30357,33120.0,92.0,01111
29,47,XX,XXX,XX,XX,Faridpur Sadar Upazila Total,103535,102529,184,822,469410,235762,233648.0,101.0,01111
29,56,XX,XXX,XX,XX,Madhukhali Upazila Total,45939,45850,14,75,204492,101719,102773.0,99.0,01111
29,62,XX,XXX,XX,XX,Nagarkanda Upazila Total,42904,42845,14,45,197898,98290,99608.0,99.0,01111
29,84,XX,XXX,XX,XX,Sadarpur Upazila Total,40219,40118,42,59,186254,89664,96590.0,93.0,01111
29,90,XX,XXX,XX,XX,Saltha Upazila Total,35581,35547,17,17,167446,83098,84348.0,99.0,01111
72,04,XX,XXX,XX,XX,Atpara Upazila Total,31437,31390,11,36,144624,72117,72507.0,99.0,01111
72,09,XX,XXX,XX,XX,Barhatta Upazila Total,37854,37815,4,35,180449,90576,89873.0,101.0,01111
72,18,XX,XXX,XX,XX,Durgapur Upazila Total,50596,50376,55,165,224873,111691,113182.0,99.0,01111
72,38,XX,XXX,XX,XX,Khaliajuri Upazila Total,18903,18839,11,53,97450,49795,47655.0,104.0,01111
72,40,XX,XXX,XX,XX,Kalmakanda Upazila Total,58069,57952,19,98,271912,134896,137016.0,98.0,01111
72,47,XX,XXX,XX,XX,Kendua Upazila Total,66133,66050,10,73,304729,150057,154672.0,97.0,01111
72,56,XX,XXX,XX,XX,Madan Upazila Total,31751,31660,11,80,154479,77763,76716.0,101.0,01111
72,63,XX,XXX,XX,XX,Mohanganj Upazila Total,34885,34836,8,41,167507,84223,83284.0,101.0,01111
72,74,XX,XXX,XX,XX,Netrokona Sadar Upazila Total,81435,81010,56,369,372785,187026,185759.0,101.0,01111
72,83,XX,XXX,XX,XX,Purbadhala Upazila Total,68083,67999,12,72,310834,153162,157672.0,97.0,01111
39,07,XX,XXX,XX,XX,Bakshiganj Upazila Total,52222,52144,14,64,218930,107718,111212.0,97.0,01111
39,15,XX,XXX,XX,XX,Dewanganj Upazila Total,60716,60643,9,64,258133,126623,131510.0,96.0,01111
39,29,XX,XXX,XX,XX,Islampur Upazila Total,74963,74833,12,118,298429,148439,149990.0,99.0,01111
39,36,XX,XXX,XX,XX,Jamalpur Sadar Upazila Total,152174,151687,65,422,615072,301912,313160.0,96.0,01111
39,58,XX,XXX,XX,XX,Madarganj Upazila Total,63704,63585,6,113,263608,130339,133269.0,98.0,01111
39,61,XX,XXX,XX,XX,Melandaha Upazila Total,79390,79255,39,96,313182,154110,159072.0,97.0,01111
39,85,XX,XXX,XX,XX,Sarishabari Upazila Total,80198,80033,21,144,325320,159583,165737.0,96.0,01111
59,24,XX,XXX,XX,XX,Gazaria Upazila Total,34994,34760,31,203,157988,78744,79244.0,99.0,01111
59,44,XX,XXX,XX,XX,Lohajang Upazila Total,36554,35978,36,540,159242,79247,79995.0,99.0,01111
59,56,XX,XXX,XX,XX,Munshiganj Sadar Upazila Total,82060,81146,103,811,383263,194508,188755.0,103.0,01111
59,74,XX,XXX,XX,XX,Serajdikhan Upazila Total,59873,59470,41,362,288107,143559,144548.0,99.0,01111
59,84,XX,XXX,XX,XX,Sreenagar Upazila Total,57344,57111,57,176,259887,127374,132513.0,96.0,01111
59,94,XX,XXX,XX,XX,Tongibari Upazila Total,42433,42199,52,182,197173,98120,99053.0,99.0,01111
35,32,XX,XXX,XX,XX,Gopalganj Sadar Upazila Total,73126,72428,108,590,344008,172991,171017.0,101.0,01111
35,43,XX,XXX,XX,XX,Kashiani Upazila Total,46335,46230,30,75,207615,99912,107703.0,93.0,01111
35,51,XX,XXX,XX,XX,Kotalipara Upazila Total,48029,47853,30,146,230493,113492,117001.0,97.0,01111
35,58,XX,XXX,XX,XX,Muksudpur Upazila Total,61807,61704,37,66,289406,140956,148450.0,95.0,01111
35,91,XX,XXX,XX,XX,Tungipara Upazila Total,20575,20520,20,35,100893,50517,50376.0,100.0,01111
82,07,XX,XXX,XX,XX,Baliakandi Upazila Total,46262,46178,24,60,207086,103675,103411.0,100.0,01111
82,29,XX,XXX,XX,XX,Goalanda Upazila Total,24613,24354,4,255,112732,54913,57819.0,95.0,01111
82,47,XX,XXX,XX,XX,Kalukhali Upazila Total,35032,34990,8,34,155044,77205,77839.0,99.0,01111
82,73,XX,XXX,XX,XX,Pangsha Upazila Total,56336,56245,24,67,243285,121723,121562.0,100.0,01111
82,76,XX,XXX,XX,XX,Rajbari Sadar Upazila Total,75910,75585,54,271,331631,162483,169148.0,96.0,01111
61,13,XX,XXX,XX,XX,Bhaluka Upazila Total,106935,105442,72,1421,430320,217134,213186.0,102.0,01111
61,16,XX,XXX,XX,XX,Dhobaura Upazila Total,44007,43922,20,65,196284,96448,99836.0,97.0,01111
61,20,XX,XXX,XX,XX,Fulbaria Upazila Total,101189,101050,26,113,448467,222901,225566.0,99.0,01111
61,22,XX,XXX,XX,XX,Gaffargaon Upazila Total,99093,98863,39,191,430746,210624,220122.0,96.0,01111
61,23,XX,XXX,XX,XX,Gauripur Upazila Total,72047,71956,21,70,323057,159722,163335.0,98.0,01111
61,24,XX,XXX,XX,XX,Haluaghat Upazila Total,69725,69595,26,104,290043,142632,147411.0,97.0,01111
61,31,XX,XXX,XX,XX,Ishwarganj Upazila Total,81070,80981,24,65,376348,187217,189131.0,99.0,01111
61,52,XX,XXX,XX,XX,Mymensingh Sadar Upazila Total,167472,165696,249,1527,775733,391187,384546.0,102.0,01111
61,65,XX,XXX,XX,XX,Muktagachha Upazila Total,96657,96444,36,177,415473,206647,208826.0,99.0,01111
61,72,XX,XXX,XX,XX,Nandail Upazila Total,87523,87417,20,86,402727,198201,204526.0,97.0,01111
61,81,XX,XXX,XX,XX,Phulpur Upazila Total,135832,135706,23,103,601766,297749,304017.0,98.0,01111
61,94,XX,XXX,XX,XX,Trishal Upazila Total,93886,93502,55,329,419308,208662,210646.0,99.0,01111
67,02,XX,XXX,XX,XX,Araihazar Upazila Total,77462,77155,75,232,376550,188324,188226.0,100.0,01111
67,04,XX,XXX,XX,XX,Sonargaon Upazila Total,89565,88820,148,597,400358,204438,195920.0,104.0,01111
