ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
6.0,36.0,13.0,XXX,XX,01,  Bara Jalia Union,6485,42.6,56.5,0.8,0.0,6625,30.2,62.3,7.4,0.2,00110
6.0,51.0,XX.0,XXX,XX,01,  Barisal Sadar Upazila,71052,40.0,58.9,1.0,0.1,74936,26.1,65.4,8.1,0.4,00110
6.0,51.0,34.0,XXX,XX,01,  Char Baria Union,7809,40.8,57.9,1.1,0.2,7803,27.5,61.6,10.2,0.8,00110
6.0,51.0,43.0,XXX,XX,01,  Char Kowa Union,8821,39.2,59.7,1.0,0.1,9002,25.5,65.9,8.2,0.3,00110
6.0,62.0,XX.0,XXX,XX,01,  Mehendiganj Upazila,94283,38.9,60.1,0.9,0.1,101055,28.1,65.0,6.6,0.3,00110
6.0,62.0,87.0,XXX,XX,01,  Mehendiganj Union,3964,40.7,58.7,0.6,0.1,4401,30.9,62.6,6.2,0.3,00110
6.0,69.0,XX.0,XXX,XX,01,  Muladi Upazila,51788,39.3,59.7,0.9,0.1,61621,28.6,64.1,7.0,0.3,00110
6.0,94.0,XX.0,XXX,XX,01,  Wazirpur Upazila,82873,40.0,59.0,0.9,0.1,91324,25.5,64.4,9.8,0.3,00110
6.0,94.0,31.0,XXX,XX,01,  Guthia Union,8150,39.7,59.1,1.1,0.1,9580,25.8,64.1,9.7,0.3,00110
6.0,94.0,84.0,XXX,XX,01,  Shikarpur Union,7671,38.7,60.2,1.0,0.1,8027,25.2,64.4,10.0,0.4,00110
79.0,XX.0,XX.0,XXX,XX,01, Pirojpur Zila,351904,37.2,61.4,1.2,0.1,371942,23.6,66.1,9.7,0.6,00110
79.0,14.0,XX.0,XXX,XX,01,  Bhandaria Upazila,45027,38.0,60.6,1.2,0.2,48889,24.2,65.8,9.5,0.5,00110
79.0,14.0,11.0,XXX,XX,01,  Bhandaria Union,1989,40.5,57.9,1.3,0.3,2015,24.6,63.7,11.0,0.8,00110
79.0,14.0,71.0,XXX,XX,01,  Nudmulla Union,6423,38.3,60.0,1.5,0.2,6968,25.0,65.0,9.5,0.5,00110
79.0,47.0,XX.0,XXX,XX,01,  Kawkhali Upazila,23700,39.7,59.0,1.1,0.2,24176,24.6,64.1,10.5,0.8,00110
79.0,47.0,15.0,XXX,XX,01,  Amrajuri Union,2209,37.9,61.4,0.7,0.0,2199,22.2,64.5,12.8,0.5,00110
79.0,47.0,47.0,XXX,XX,01,  Kawkhali Union,7328,37.9,60.8,0.9,0.3,7795,23.5,65.1,10.3,1.0,00110
79.0,58.0,XX.0,XXX,XX,01,  Mathbaria Upazila,88209,34.4,64.3,1.1,0.2,93639,20.6,69.9,8.8,0.7,00110
79.0,58.0,60.0,XXX,XX,01,  Mathbaria Union,4194,34.8,63.5,1.5,0.3,4702,20.6,69.3,9.5,0.6,00110
79.0,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,67317,38.2,60.6,1.1,0.1,68881,24.9,64.7,9.8,0.6,00110
79.0,76.0,52.0,XXX,XX,01,  Nazirpur Union,5410,36.9,61.5,1.5,0.1,5585,23.8,64.0,11.6,0.6,00110
79.0,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,38871,38.1,60.2,1.5,0.2,41354,24.0,63.8,11.3,0.9,00110
79.0,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,62704,37.8,60.8,1.3,0.1,67368,25.0,63.8,10.6,0.6,00110
79.0,87.0,76.0,XXX,XX,01,  Sohagdal Union,6878,41.6,57.0,1.3,0.1,7414,27.2,62.0,10.2,0.6,00110
79.0,87.0,85.0,XXX,XX,01,  Sutiakati Union,5939,38.6,60.7,0.6,0.1,6323,25.2,64.9,9.4,0.5,00110
79.0,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,3878,37.8,60.9,1.2,0.1,4426,24.0,64.7,10.4,0.9,00110
79.0,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,26076,37.9,61.2,0.8,0.1,27635,23.9,67.9,7.8,0.5,00110
79.0,90.0,51.0,XXX,XX,01,  Pattashi Union,8103,37.0,62.1,0.8,0.1,8776,24.3,68.7,6.6,0.4,00110
9.0,XX.0,XX.0,XXX,XX,01, Bhola Zila,543344,38.3,61.0,0.7,0.1,561882,26.1,68.2,5.5,0.3,00110
9.0,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,121476,39.5,59.7,0.7,0.1,125584,27.0,67.0,5.7,0.2,00110
9.0,18.0,12.0,XXX,XX,01,  Alinagar Union,6014,42.5,56.6,0.8,0.1,6092,28.6,64.7,6.3,0.4,00110
9.0,18.0,14.0,XXX,XX,01,  Bapta Union,1977,35.8,63.4,0.7,0.2,2109,24.9,68.8,6.1,0.3,00110
9.0,18.0,36.0,XXX,XX,01,  Dhania Union,8988,41.5,57.9,0.6,0.0,9067,27.4,66.9,5.6,0.2,00110
9.0,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,69142,39.5,59.7,0.8,0.0,74087,27.0,67.0,5.7,0.2,00110
9.0,21.0,16.0,XXX,XX,01,  Bara Manika Union,9398,40.3,58.6,1.0,0.1,10202,26.6,67.6,5.4,0.5,00110
9.0,21.0,57.0,XXX,XX,01,  Kutba Union,2405,38.2,61.1,0.7,0.1,2735,28.3,63.8,7.8,0.1,00110
9.0,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,146726,38.5,60.9,0.5,0.1,148265,26.0,68.2,5.4,0.3,00110
9.0,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,53673,40.4,58.7,0.8,0.1,56709,27.8,66.7,5.3,0.2,00110
9.0,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,85603,35.9,63.3,0.7,0.1,92534,24.2,70.0,5.6,0.3,00110
9.0,65.0,XX.0,XXX,XX,01,  Manpura Upazila,27107,36.5,62.9,0.5,0.0,26621,24.7,69.0,5.8,0.5,00110
9.0,65.0,23.0,XXX,XX,01,  Hajirhat Union,9084,38.7,60.9,0.3,0.1,8634,26.0,68.1,5.4,0.5,00110
9.0,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,39617,35.3,64.1,0.6,0.0,38082,24.0,71.4,4.4,0.2,00110
9.0,91.0,57.0,XXX,XX,01,  Chandpur Union,8562,38.0,61.4,0.6,0.0,8107,25.1,68.8,5.8,0.3,00110
4.0,XX.0,XX.0,XXX,XX,01, Barguna Zila,294904,32.4,66.5,1.0,0.1,316200,19.8,70.7,8.8,0.7,00110
4.0,9.0,XX.0,XXX,XX,01,  Amtali Upazila,91320,31.6,67.5,0.8,0.1,98619,19.7,71.4,8.2,0.6,00110
4.0,9.0,13.0,XXX,XX,01,  Amtali Union,7427,30.0,69.2,0.7,0.1,7778,18.6,73.8,7.1,0.4,00110
4.0,19.0,XX.0,XXX,XX,01,  Bamna Upazila,27562,33.9,64.8,1.2,0.1,28280,20.0,69.5,9.7,0.8,00110
4.0,19.0,23.0,XXX,XX,01,  Bamna Union,4632,33.5,64.9,1.5,0.2,4904,19.4,69.1,10.5,0.9,00110
4.0,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,86324,32.3,66.6,1.0,0.1,92206,19.1,71.3,8.9,0.7,00110
4.0,47.0,XX.0,XXX,XX,01,  Betagi Upazila,38241,35.1,63.6,1.2,0.1,42718,21.8,67.8,9.9,0.4,00110
4.0,47.0,11.0,XXX,XX,01,  Betagi Union,4752,37.0,61.6,1.4,0.0,5504,23.1,65.9,10.7,0.4,00110
4.0,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,51457,31.3,67.7,0.9,0.2,54377,19.2,71.3,8.6,0.9,00110
4.0,85.0,23.0,XXX,XX,01,  Kakchira Union,6476,30.6,68.1,1.1,0.3,6718,17.9,71.7,9.4,1.0,00110
4.0,85.0,35.0,XXX,XX,01,  Kalmegha Union,6884,30.0,69.0,0.9,0.1,7575,19.0,71.9,8.3,0.7,00110
4.0,85.0,71.0,XXX,XX,01,  Patharghata Union,10948,31.5,67.6,0.7,0.1,10986,18.9,72.8,7.5,0.8,00110
52.0,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,418971,35.0,64.3,0.6,0.1,425890,22.2,67.4,9.6,0.8,00110
52.0,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,76659,34.7,64.5,0.6,0.1,78210,22.0,67.3,9.8,0.9,00110
52.0,2.0,10.0,XXX,XX,01,  Bhadai Union,2474,35.4,64.2,0.4,0.0,2592,23.7,66.6,9.3,0.4,00110
52.0,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,86429,37.0,62.3,0.6,0.1,87940,24.2,65.8,9.2,0.8,00110
52.0,33.0,76.0,XXX,XX,01,  Shingimari Union,8622,36.6,62.8,0.5,0.1,8549,24.2,66.5,8.8,0.5,00110
52.0,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,84974,35.6,63.7,0.6,0.1,87724,23.0,66.7,9.6,0.7,00110
52.0,39.0,95.0,XXX,XX,01,  Tushbhandar Union,11109,37.1,62.4,0.5,0.1,11135,23.6,66.4,9.3,0.7,00110
52.0,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,102140,33.8,65.5,0.6,0.1,104268,20.3,68.8,10.1,0.7,00110
52.0,70.0,XX.0,XXX,XX,01,  Patgram Upazila,68769,34.2,65.1,0.5,0.2,67748,21.7,68.5,8.9,0.9,00110
77.0,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,337255,35.9,63.3,0.7,0.1,337708,23.7,66.5,9.2,0.7,00110
77.0,4.0,XX.0,XXX,XX,01,  Atwari Upazila,46641,35.5,63.5,0.9,0.1,47327,23.2,66.0,10.2,0.5,00110
77.0,4.0,67.0,XXX,XX,01,  Radhanagar Union,5062,35.1,64.0,0.9,0.0,5087,22.4,65.5,11.8,0.2,00110
77.0,4.0,81.0,XXX,XX,01,  Taria Union,7886,35.5,63.4,1.0,0.1,8154,23.9,65.3,10.3,0.5,00110
77.0,25.0,XX.0,XXX,XX,01,  Boda Upazila,82039,35.5,63.8,0.6,0.1,82203,23.4,66.6,9.4,0.6,00110
77.0,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,8174,36.3,63.2,0.5,0.1,8049,23.8,65.9,9.5,0.7,00110
77.0,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,78585,34.6,64.5,0.7,0.2,79061,22.7,67.3,9.3,0.8,00110
77.0,34.0,47.0,XXX,XX,01,  Debiganj Union,5065,35.4,64.0,0.5,0.1,5013,22.5,68.1,9.0,0.5,00110
77.0,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,84531,37.8,61.5,0.6,0.1,84395,25.5,65.1,8.8,0.7,00110
77.0,73.0,36.0,XXX,XX,01,  Dhakkamara Union,9588,38.5,60.6,0.8,0.2,9625,27.6,62.5,9.1,0.8,00110
77.0,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,45459,36.0,63.3,0.5,0.2,44722,22.9,67.9,8.3,0.8,00110
77.0,90.0,81.0,XXX,XX,01,  Tentulia Union,5620,34.9,64.4,0.5,0.2,5734,22.8,67.2,9.0,1.0,00110
85.0,XX.0,XX.0,XXX,XX,01, Rangpur Zila,928331,33.7,65.5,0.7,0.2,947514,20.7,68.5,9.9,0.9,00110
85.0,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,99055,32.9,66.3,0.7,0.1,100159,20.1,68.9,10.1,0.8,00110
85.0,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,107194,34.9,64.3,0.7,0.1,107183,21.4,68.2,9.7,0.7,00110
85.0,27.0,31.0,XXX,XX,01,  Gangachara Union,10453,35.7,63.7,0.5,0.1,10474,23.2,66.5,9.5,0.9,00110
85.0,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,63194,35.2,64.2,0.5,0.1,65185,22.2,67.0,9.8,1.0,00110
85.0,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,162402,36.5,62.7,0.7,0.2,160524,22.7,67.0,9.4,0.8,00110
85.0,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,192605,32.0,67.1,0.7,0.2,198975,19.3,69.6,10.1,1.0,00110
85.0,58.0,49.0,XXX,XX,01,  Durgapur Union,17272,34.2,65.0,0.7,0.1,17124,20.8,69.1,9.4,0.7,00110
85.0,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,113312,33.0,66.4,0.5,0.2,120846,19.8,68.6,10.4,1.1,00110
85.0,73.0,76.0,XXX,XX,01,  Pirgachha Union,12451,35.1,64.4,0.4,0.1,12776,20.1,68.5,10.3,1.1,00110
85.0,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,139971,31.8,67.4,0.6,0.2,144274,19.5,70.0,9.6,0.9,00110
85.0,76.0,69.0,XXX,XX,01,  Pirganj Union,8449,32.7,66.4,0.7,0.2,8823,19.4,69.3,10.2,1.0,00110
85.0,76.0,75.0,XXX,XX,01,  Roypur Union,7972,33.1,65.7,0.9,0.2,7951,20.0,69.2,9.8,1.0,00110
85.0,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,50598,35.1,63.9,1.0,0.1,50368,22.0,66.9,10.2,0.8,00110
85.0,92.0,71.0,XXX,XX,01,  Kursha Union,8533,36.3,62.9,0.8,0.1,8344,23.2,66.2,9.7,0.8,00110
49.0,XX.0,XX.0,XXX,XX,01, Kurigram Zila,626248,33.3,66.1,0.5,0.1,681471,19.3,69.0,10.5,1.3,00110
49.0,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,74056,31.0,68.3,0.6,0.2,79552,18.1,70.1,10.4,1.3,00110
49.0,6.0,19.0,XXX,XX,01,  Bhurungamari Union,6900,34.2,64.7,0.9,0.2,6834,19.9,68.8,9.9,1.4,00110
49.0,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,19486,34.6,64.9,0.4,0.1,22230,20.4,68.5,9.5,1.6,00110
49.0,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,6902,35.4,64.1,0.4,0.2,7548,20.1,68.7,9.1,2.1,00110
49.0,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,26666,32.9,66.6,0.4,0.1,29667,19.3,69.3,10.3,1.1,00110
49.0,9.0,83.0,XXX,XX,01,  Thanahat Union,8021,34.2,65.1,0.5,0.2,8723,21.1,67.5,10.4,1.0,00110
49.0,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,54549,32.7,66.5,0.6,0.2,58441,18.5,68.5,11.5,1.6,00110
49.0,18.0,40.0,XXX,XX,01,  Phulbari Union,7154,33.1,66.1,0.6,0.2,7813,19.5,66.5,12.1,1.9,00110
49.0,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,83320,35.1,64.4,0.4,0.1,89403,19.9,68.2,10.6,1.3,00110
49.0,52.0,17.0,XXX,XX,01,  Belgachha Union,8695,34.9,64.3,0.6,0.1,9063,21.6,66.8,10.5,1.0,00110
49.0,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,116731,33.0,66.5,0.4,0.1,125686,18.5,70.1,10.1,1.3,00110
49.0,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,65154,33.5,65.8,0.6,0.2,71036,20.2,67.8,10.9,1.1,00110
49.0,77.0,21.0,XXX,XX,01,  Chakirpashar Union,8837,33.3,65.9,0.6,0.1,9511,20.6,67.4,11.0,1.1,00110
49.0,77.0,73.0,XXX,XX,01,  Rajarhat Union,11085,34.4,64.8,0.6,0.2,12022,20.6,67.6,11.0,0.9,00110
49.0,79.0,XX.0,XXX,XX,01,  Raumari Upazila,61070,36.1,63.5,0.3,0.1,66348,21.4,68.5,8.8,1.3,00110
49.0,79.0,71.0,XXX,XX,01,  Raumari Union,7180,37.3,62.2,0.4,0.1,8230,21.2,69.1,8.4,1.3,00110
49.0,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,125216,32.6,66.7,0.5,0.1,139108,18.8,68.8,11.2,1.2,00110
32.0,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,788464,32.2,67.1,0.5,0.1,843123,19.3,69.7,10.2,0.9,00110
32.0,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,56117,33.2,66.3,0.4,0.1,57783,19.5,70.7,9.0,0.8,00110
32.0,21.0,47.0,XXX,XX,01,  Gazaria Union,4625,33.4,66.2,0.4,0.1,4655,19.3,71.9,8.2,0.6,00110
32.0,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,122524,33.1,66.2,0.5,0.1,134098,20.5,68.4,10.4,0.7,00110
32.0,24.0,14.0,XXX,XX,01,  Ballamjhar Union,14892,31.5,67.8,0.5,0.1,15660,20.5,68.2,10.6,0.7,00110
32.0,24.0,21.0,XXX,XX,01,  Boali Union,12514,34.3,65.2,0.5,0.0,13475,21.7,67.8,10.0,0.5,00110
32.0,24.0,58.0,XXX,XX,01,  Kholahati Union,9554,34.5,65.0,0.4,0.1,10093,20.2,67.7,11.4,0.7,00110
32.0,24.0,85.0,XXX,XX,01,  Mollar Char Union,2109,33.0,66.6,0.4,0.0,2439,22.8,67.8,8.6,0.8,00110
32.0,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,178979,31.0,68.3,0.6,0.1,185657,18.1,70.8,10.1,1.0,00110
32.0,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,80462,31.4,67.7,0.7,0.2,86815,19.1,69.3,10.5,1.0,00110
32.0,67.0,85.0,XXX,XX,01,  Palashbari Union,5023,35.0,64.3,0.6,0.2,5173,21.3,67.2,10.0,1.5,00110
32.0,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,101342,31.7,67.5,0.6,0.1,108865,19.4,69.4,10.3,0.9,00110
32.0,82.0,13.0,XXX,XX,01,  Banagram Union,6797,31.2,67.6,0.9,0.3,7654,20.7,67.6,10.6,1.1,00110
32.0,82.0,60.0,XXX,XX,01,  Jamalpur Union,10328,31.4,67.7,0.7,0.2,10931,18.8,70.3,9.9,1.0,00110
32.0,88.0,XX.0,XXX,XX,01,  Saghata Upazila,90557,32.9,66.4,0.6,0.1,98206,19.1,70.0,10.0,1.0,00110
32.0,88.0,19.0,XXX,XX,01,  Bonar Para Union,8346,34.2,65.1,0.6,0.1,8858,20.8,68.5,10.0,0.7,00110
32.0,88.0,85.0,XXX,XX,01,  Saghata Union,6054,33.0,66.6,0.4,0.1,6555,18.9,69.0,11.2,0.9,00110
32.0,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,158483,32.7,66.8,0.5,0.1,171699,19.7,69.3,10.2,0.7,00110
32.0,91.0,31.0,XXX,XX,01,  Dahabanda Union,7443,31.1,68.3,0.5,0.1,7843,19.0,69.7,10.2,1.1,00110
73.0,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,570019,34.6,64.5,0.8,0.1,574701,22.5,67.9,9.0,0.6,00110
73.0,12.0,XX.0,XXX,XX,01,  Dimla Upazila,96475,35.7,63.4,0.7,0.1,97465,23.9,66.6,8.9,0.6,00110
73.0,12.0,19.0,XXX,XX,01,  Dimla Union,9585,36.5,62.6,1.0,0.0,9833,24.6,65.8,9.2,0.4,00110
73.0,15.0,XX.0,XXX,XX,01,  Domar Upazila,77229,34.5,64.7,0.7,0.1,77589,21.9,68.4,9.0,0.6,00110
73.0,15.0,19.0,XXX,XX,01,  Bhogdabari Union,9927,34.6,64.8,0.6,0.1,10359,23.6,67.8,8.2,0.4,00110
73.0,15.0,28.0,XXX,XX,01,  Boragari Union,8165,33.7,65.6,0.5,0.1,8035,19.9,69.7,10.0,0.4,00110
73.0,15.0,38.0,XXX,XX,01,  Domar Union,4165,36.7,62.7,0.6,0.1,4117,23.8,66.5,9.1,0.6,00110
73.0,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,107514,34.3,64.7,0.9,0.1,107926,22.0,68.4,9.0,0.6,00110
73.0,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,94374,33.1,65.9,0.9,0.1,95089,21.0,69.0,9.4,0.6,00110
73.0,45.0,51.0,XXX,XX,01,  Kishoreganj Union,10150,33.7,65.3,0.9,0.1,10572,21.2,68.4,9.7,0.7,00110
73.0,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,144721,34.6,64.5,0.8,0.1,145912,22.7,67.9,8.8,0.6,00110
73.0,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,49706,36.0,63.4,0.6,0.1,50720,24.3,66.6,8.6,0.5,00110
73.0,85.0,23.0,XXX,XX,01,  Bangalipur Union,6297,36.0,63.7,0.3,0.0,6673,24.7,67.3,7.5,0.6,00110
94.0,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,467875,35.3,63.9,0.7,0.1,467225,23.3,67.0,9.1,0.7,00110
94.0,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,67977,35.0,64.1,0.8,0.1,67377,22.4,67.6,9.3,0.7,00110
94.0,8.0,21.0,XXX,XX,01,  Barabari Union,6271,34.8,64.1,0.9,0.2,6267,21.6,67.9,9.9,0.6,00110
94.0,8.0,73.0,XXX,XX,01,  Duosuo Union,7714,35.7,63.5,0.7,0.2,7602,24.0,66.3,9.0,0.7,00110
94.0,51.0,XX.0,XXX,XX,01,  Haripur Upazila,51885,37.3,61.9,0.7,0.1,52230,25.3,65.5,8.2,1.0,00110
94.0,51.0,81.0,XXX,XX,01,  Haripur Union,6417,36.7,62.5,0.6,0.2,6386,25.7,66.1,7.4,0.8,00110
94.0,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,82842,33.9,65.2,0.7,0.1,83375,22.0,67.9,9.3,0.8,00110
94.0,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,77316,35.9,63.3,0.7,0.1,76892,23.9,66.8,8.5,0.8,00110
94.0,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,187855,35.3,64.0,0.7,0.1,187351,23.3,66.8,9.3,0.6,00110
94.0,94.0,52.0,XXX,XX,01,  Jamalpur Union,7405,33.6,65.1,1.3,0.1,7567,22.8,66.7,10.0,0.4,00110
94.0,94.0,58.0,XXX,XX,01,  Mohammadpur Union,6815,35.1,64.2,0.6,0.1,6754,23.7,67.6,8.3,0.4,00110
94.0,94.0,68.0,XXX,XX,01,  Rahimanpur Union,11274,36.6,62.6,0.8,0.1,11197,25.1,66.9,7.5,0.5,00110
27.0,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,989048,33.9,65.1,0.8,0.2,984451,20.7,68.5,9.8,0.9,00110
27.0,10.0,XX.0,XXX,XX,01,  Birampur Upazila,49358,32.9,66.0,0.9,0.2,48913,19.0,70.1,9.8,1.1,00110
27.0,10.0,71.0,XXX,XX,01,  Khanpur Union,6943,37.1,61.6,1.1,0.2,6865,23.6,65.8,9.7,0.8,00110
27.0,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,3076,31.8,67.3,0.6,0.3,3100,18.8,72.0,8.2,1.1,00110
27.0,12.0,XX.0,XXX,XX,01,  Birganj Upazila,114959,34.7,64.5,0.7,0.2,113949,21.3,67.9,9.8,0.9,00110
27.0,17.0,XX.0,XXX,XX,01,  Biral Upazila,96359,33.9,65.2,0.8,0.1,95325,20.3,68.7,10.2,0.9,00110
27.0,17.0,28.0,XXX,XX,01,  Biral Union,9975,34.7,64.3,0.8,0.2,9794,21.0,68.2,9.9,0.9,00110
27.0,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,51561,32.4,66.7,0.8,0.1,51847,20.5,68.6,10.1,0.7,00110
27.0,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,109724,34.6,64.4,0.9,0.1,110932,21.9,67.4,10.1,0.6,00110
27.0,30.0,13.0,XXX,XX,01,  Abdulpur Union,11882,35.2,63.8,0.9,0.1,11906,21.5,68.9,9.0,0.5,00110
27.0,38.0,XX.0,XXX,XX,01,  Fulbari Upazila,56059,32.7,66.1,0.9,0.2,55324,19.4,69.7,9.9,0.9,00110
27.0,43.0,XX.0,XXX,XX,01,  Ghoraghat Upazila,36876,32.3,66.6,0.7,0.3,37151,19.4,70.1,9.0,1.5,00110
27.0,43.0,38.0,XXX,XX,01,  Ghoraghat Union,4063,32.0,66.8,1.0,0.1,4093,19.1,71.9,8.4,0.5,00110
27.0,47.0,XX.0,XXX,XX,01,  Hakimpur Upazila,25141,32.7,66.2,0.8,0.3,25332,18.2,70.0,10.3,1.4,00110
27.0,56.0,XX.0,XXX,XX,01,  Kaharole Upazila,56877,33.4,65.8,0.7,0.1,57557,20.5,68.1,10.5,0.9,00110
27.0,56.0,31.0,XXX,XX,01,  Mukundapur Union,9057,35.1,64.2,0.5,0.2,8922,21.0,68.3,9.7,1.0,00110
27.0,60.0,XX.0,XXX,XX,01,  Khansama Upazila,62787,35.8,63.4,0.7,0.1,62165,23.1,66.8,9.4,0.7,00110
27.0,60.0,15.0,XXX,XX,01,  Alokjhari Union,9485,34.7,64.7,0.6,0.1,9434,21.5,68.8,9.2,0.5,00110
27.0,64.0,XX.0,XXX,XX,01,  Dinajpur Sadar Upazila,117517,34.9,64.1,0.8,0.2,113862,21.2,68.8,9.3,0.7,00110
27.0,64.0,69.0,XXX,XX,01,  Shashara Union,9727,35.0,63.8,1.0,0.2,9515,21.4,67.9,10.0,0.8,00110
27.0,64.0,77.0,XXX,XX,01,  Sekhpura Union,12300,34.8,64.1,1.0,0.1,11996,21.6,68.1,9.6,0.7,00110
27.0,69.0,XX.0,XXX,XX,01,  Nawabganj Upazila,86026,32.6,66.4,0.8,0.2,86557,19.1,69.9,9.7,1.3,00110
27.0,69.0,17.0,XXX,XX,01,  Binodnagar Union,11513,32.5,66.4,0.8,0.3,11446,18.8,70.0,9.9,1.3,00110
27.0,69.0,43.0,XXX,XX,01,  Golapganj Union,10462,33.3,65.7,0.7,0.2,10495,20.3,70.7,8.0,1.1,00110
27.0,77.0,XX.0,XXX,XX,01,  Parbatipur Upazila,125804,34.4,64.6,0.8,0.2,125537,21.4,68.0,9.9,0.7,00110
27.0,77.0,86.0,XXX,XX,01,  Rampur Union,10037,36.1,62.6,1.0,0.3,10381,22.7,66.0,10.5,0.7,00110
10.0,XX.0,XX.0,XXX,XX,01, Bogra Zila,1066625,31.6,67.4,0.8,0.2,1092961,18.0,70.7,9.9,1.3,00110
10.0,6.0,XX.0,XXX,XX,01,  Adamdighi Upazila,61937,31.7,67.0,1.0,0.3,64224,17.8,70.4,10.2,1.5,00110
10.0,6.0,13.0,XXX,XX,01,  Adam Dighi Union,8956,32.0,66.8,1.0,0.2,8979,18.1,71.2,9.4,1.3,00110
10.0,20.0,XX.0,XXX,XX,01,  Bogra Sadar Upazila,83611,34.9,64.0,0.8,0.3,81025,19.7,69.2,9.7,1.3,00110
10.0,27.0,XX.0,XXX,XX,01,  Dhunat Upazila,99722,29.9,69.1,0.8,0.2,107173,17.7,70.1,11.0,1.3,00110
10.0,27.0,38.0,XXX,XX,01,  Dhunat Union,7435,28.9,70.2,0.6,0.3,7750,17.1,71.0,10.9,0.9,00110
10.0,33.0,XX.0,XXX,XX,01,  Dhupchanchia Upazila,60894,31.0,67.8,0.9,0.3,64516,16.9,72.0,9.6,1.5,00110
10.0,40.0,XX.0,XXX,XX,01,  Gabtali Upazila,116209,33.3,65.7,0.8,0.2,118781,18.5,70.2,10.3,1.0,00110
10.0,54.0,XX.0,XXX,XX,01,  Kahaloo Upazila,82557,30.3,68.5,0.9,0.3,84712,17.1,71.2,10.0,1.8,00110
10.0,67.0,XX.0,XXX,XX,01,  Nandigram Upazila,64906,29.5,69.5,0.9,0.2,65944,16.9,71.8,9.7,1.7,00110
