ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
50,63,71,XXX,XX,03,  Samaspur Union,1184,4587,4587,0,00110
50,79,50,XXX,XX,03,  Battail Union,1360,5435,5434,1,00110
50,94,14,XXX,XX,03,  Amla Union,1110,4296,4296,0,00110
50,94,80,XXX,XX,03,  Poradaha Union,1450,6089,6089,0,00110
57,47,10,XXX,XX,03,  Bamandi Union,599,2507,2507,0,00110
57,47,69,XXX,XX,03,  Roypur Union,564,2232,2232,0,00110
57,60,28,XXX,XX,03,  Bagoan Union,2499,10021,10021,0,00110
87,04,17,XXX,XX,03,  Assasuni Union,2020,8585,8585,0,00110
87,25,15,XXX,XX,03,  Debhata Union,703,2781,2778,3,00110
87,43,31,XXX,XX,03,  Helatala Union,505,2033,2033,0,00110
87,47,13,XXX,XX,03,  Bhara Simla Union,1048,4328,4328,0,00110
87,47,55,XXX,XX,03,  Kushlia Union,1581,7061,7061,0,00110
87,47,63,XXX,XX,03,  Mathureshpur Union,802,3561,3561,0,00110
87,47,94,XXX,XX,03,  Tarali Union,426,1913,1827,86,00110
87,86,94,XXX,XX,03,  Shyamnagar Union,3939,17254,17254,0,00110
87,90,87,XXX,XX,03,  Tala Union,2360,9528,9528,0,00110
42,40,85,XXX,XX,03,  Ponabalia Union,182,875,875,0,00110
42,43,63,XXX,XX,03,  Kanthalia Union,2602,10161,10161,0,00110
42,84,40,XXX,XX,03,  Mathbari Union,712,3163,3163,0,00110
42,84,54,XXX,XX,03,  Rajapur Union,2889,12970,12970,0,00110
78,38,29,XXX,XX,03,  Bauphal Union,257,1142,1142,0,00110
78,38,35,XXX,XX,03,  Daspara Union,910,4339,4339,0,00110
78,52,31,XXX,XX,03,  Banshbaria Union,924,4151,4151,0,00110
78,52,52,XXX,XX,03,  Dashmina Union,3314,15101,15101,0,00110
78,55,93,XXX,XX,03,  Sreerampur Union,2547,12200,12200,0,00110
78,57,50,XXX,XX,03,  Chiknikandi Union,365,1383,1383,0,00110
78,57,67,XXX,XX,03,  Galachipa Union,796,3334,3334,0,00110
78,66,83,XXX,XX,03,  Tiakhali Union,2145,8845,8804,41,00110
78,76,13,XXX,XX,03,  Amragachhia Union,655,2753,2753,0,00110
78,76,27,XXX,XX,03,  Deuli Subidkhali Union,2594,11337,11309,28,00110
78,76,81,XXX,XX,03,  Mirzaganj Union,1802,8316,8316,0,00110
78,95,27,XXX,XX,03,  Jainkati Union,1011,4837,4837,0,00110
6,02,15,XXX,XX,03,  Bakal Union,769,3503,3503,0,00110
6,02,47,XXX,XX,03,  Gaila Union,1636,7354,7354,0,00110
6,03,81,XXX,XX,03,  Rahmatpur Union,2191,9847,9754,93,00110
6,07,12,XXX,XX,03,  Bhar Pasha Union,752,3410,3264,146,00110
6,07,94,XXX,XX,03,  Rangasree Union,149,664,664,0,00110
6,10,42,XXX,XX,03,  Chakhar Union,798,3082,3082,0,00110
6,10,63,XXX,XX,03,  Salia Bakpur Union,737,3434,3434,0,00110
6,36,13,XXX,XX,03,  Bara Jalia Union,3004,14184,14181,3,00110
6,51,34,XXX,XX,03,  Char Baria Union,776,3649,3649,0,00110
6,51,43,XXX,XX,03,  Char Kowa Union,1515,7381,7381,0,00110
6,62,87,XXX,XX,03,  Mehendiganj Union,795,3735,3735,0,00110
6,94,31,XXX,XX,03,  Guthia Union,510,2329,2329,0,00110
6,94,84,XXX,XX,03,  Shikarpur Union,2085,9387,9387,0,00110
79,14,11,XXX,XX,03,  Bhandaria Union,4566,20636,20584,52,00110
79,14,71,XXX,XX,03,  Nudmulla Union,1213,4624,4590,34,00110
79,47,15,XXX,XX,03,  Amrajuri Union,718,3026,3026,0,00110
79,47,47,XXX,XX,03,  Kawkhali Union,1623,6615,6615,0,00110
79,58,60,XXX,XX,03,  Mathbaria Union,2471,10476,10476,0,00110
79,76,52,XXX,XX,03,  Nazirpur Union,980,4730,4730,0,00110
79,87,76,XXX,XX,03,  Sohagdal Union,2433,11192,11192,0,00110
79,87,85,XXX,XX,03,  Sutiakati Union,3050,13846,13846,0,00110
79,87,95,XXX,XX,03,  Nesarabad (Swarupkati) Union,687,2967,2967,0,00110
79,90,51,XXX,XX,03,  Pattashi Union,1389,6069,6052,17,00110
9,18,12,XXX,XX,03,  Alinagar Union,201,1014,1014,0,00110
9,18,14,XXX,XX,03,  Bapta Union,6190,30914,30902,12,00110
9,18,36,XXX,XX,03,  Dhania Union,1589,7838,7838,0,00110
9,21,16,XXX,XX,03,  Bara Manika Union,2125,9878,9878,0,00110
9,21,57,XXX,XX,03,  Kutba Union,3281,15413,15413,0,00110
9,25,66,XXX,XX,03,  Jinnaghar Union,4805,23320,23319,1,00110
9,54,57,XXX,XX,03,  Lalmohan Union,3357,15544,15544,0,00110
9,65,23,XXX,XX,03,  Hajirhat Union,211,1023,1023,0,00110
9,91,57,XXX,XX,03,  Chandpur Union,4550,20941,20941,0,00110
4,09,13,XXX,XX,03,  Amtali Union,1017,4497,4497,0,00110
4,19,23,XXX,XX,03,  Bamna Union,1784,7744,7744,0,00110
4,47,11,XXX,XX,03,  Betagi Union,643,2582,2582,0,00110
4,85,23,XXX,XX,03,  Kakchira Union,966,3735,3735,0,00110
4,85,35,XXX,XX,03,  Kalmegha Union,1877,7245,7245,0,00110
4,85,71,XXX,XX,03,  Patharghata Union,92,364,364,0,00110
52,02,10,XXX,XX,03,  Bhadai Union,4474,19355,19355,0,00110
52,39,95,XXX,XX,03,  Tushbhandar Union,4267,18967,18967,0,00110
77,04,67,XXX,XX,03,  Radhanagar Union,2607,10583,10583,0,00110
77,04,81,XXX,XX,03,  Taria Union,179,691,691,0,00110
77,25,73,XXX,XX,03,  Maidan Dighi Union,517,2243,2243,0,00110
77,34,47,XXX,XX,03,  Debiganj Union,3405,15301,15262,39,00110
77,73,36,XXX,XX,03,  Dhakkamara Union,99,449,449,0,00110
77,90,81,XXX,XX,03,  Tentulia Union,1319,5506,5476,30,00110
85,27,31,XXX,XX,03,  Gangachara Union,3061,12345,12345,0,00110
85,58,49,XXX,XX,03,  Durgapur Union,1744,7062,7059,3,00110
85,73,76,XXX,XX,03,  Pirgachha Union,3519,13037,13035,2,00110
85,76,69,XXX,XX,03,  Pirganj Union,3146,12689,12689,0,00110
85,76,75,XXX,XX,03,  Roypur Union,574,2304,2304,0,00110
85,92,71,XXX,XX,03,  Kursha Union,1864,7906,7906,0,00110
49,06,19,XXX,XX,03,  Bhurungamari Union,6627,29683,29671,12,00110
49,08,19,XXX,XX,03,  Char Rajibpur Union,3606,14697,14681,16,00110
49,09,59,XXX,XX,03,  Ramna Union,7188,28729,28720,9,00110
49,09,83,XXX,XX,03,  Thanahat Union,4030,16486,16484,2,00110
49,18,40,XXX,XX,03,  Phulbari Union,3195,12895,12895,0,00110
49,52,17,XXX,XX,03,  Belgachha Union,856,3558,3558,0,00110
49,77,21,XXX,XX,03,  Chakirpashar Union,1428,5950,5948,2,00110
49,77,73,XXX,XX,03,  Rajarhat Union,821,3342,3342,0,00110
49,79,71,XXX,XX,03,  Raumari Union,6078,25680,25667,13,00110
32,21,47,XXX,XX,03,  Gazaria Union,1640,6401,6401,0,00110
32,24,14,XXX,XX,03,  Ballamjhar Union,1836,7243,7243,0,00110
32,24,21,XXX,XX,03,  Boali Union,99,378,378,0,00110
32,24,58,XXX,XX,03,  Kholahati Union,3880,17155,17146,9,00110
32,24,85,XXX,XX,03,  Mollar Char Union,350,1480,1480,0,00110
32,67,85,XXX,XX,03,  Palashbari Union,5522,22659,22595,64,00110
32,82,13,XXX,XX,03,  Banagram Union,2415,9604,9604,0,00110
32,82,60,XXX,XX,03,  Jamalpur Union,717,2687,2687,0,00110
32,88,19,XXX,XX,03,  Bonar Para Union,2392,10053,10040,13,00110
32,88,85,XXX,XX,03,  Saghata Union,1525,5830,5830,0,00110
32,91,31,XXX,XX,03,  Dahabanda Union,906,3618,3618,0,00110
73,12,19,XXX,XX,03,  Dimla Union,4433,19719,19707,12,00110
73,15,19,XXX,XX,03,  Bhogdabari Union,1984,8884,8849,35,00110
73,15,28,XXX,XX,03,  Boragari Union,1266,5897,5897,0,00110
73,15,38,XXX,XX,03,  Domar Union,1970,8365,8365,0,00110
73,45,51,XXX,XX,03,  Kishoreganj Union,2342,8444,8444,0,00110
73,85,23,XXX,XX,03,  Bangalipur Union,675,2937,2937,0,00110
94,08,21,XXX,XX,03,  Barabari Union,1996,8068,8068,0,00110
94,08,73,XXX,XX,03,  Duosuo Union,1756,7278,7278,0,00110
94,51,81,XXX,XX,03,  Haripur Union,1677,7288,7198,90,00110
94,94,52,XXX,XX,03,  Jamalpur Union,1963,8476,8476,0,00110
94,94,58,XXX,XX,03,  Mohammadpur Union,288,1282,1282,0,00110
94,94,68,XXX,XX,03,  Rahimanpur Union,665,2866,2865,1,00110
27,10,71,XXX,XX,03,  Khanpur Union,191,743,743,0,00110
27,10,83,XXX,XX,03,  Pali Prayagpur Union,370,1462,1462,0,00110
27,17,28,XXX,XX,03,  Biral Union,2169,9059,9029,30,00110
27,30,13,XXX,XX,03,  Abdulpur Union,1907,8683,8666,17,00110
27,43,38,XXX,XX,03,  Ghoraghat Union,209,837,829,8,00110
27,56,31,XXX,XX,03,  Mukundapur Union,1732,7355,7355,0,00110
27,60,15,XXX,XX,03,  Alokjhari Union,2120,8973,8971,2,00110
27,64,69,XXX,XX,03,  Shashara Union,600,2564,2564,0,00110
27,64,77,XXX,XX,03,  Sekhpura Union,505,2038,2038,0,00110
27,69,17,XXX,XX,03,  Binodnagar Union,1102,4514,4477,37,00110
27,69,43,XXX,XX,03,  Golapganj Union,665,2711,2711,0,00110
27,77,86,XXX,XX,03,  Rampur Union,2632,10840,10840,0,00110
10,06,13,XXX,XX,03,  Adam Dighi Union,2271,8909,8909,0,00110
10,27,38,XXX,XX,03,  Dhunat Union,2132,8467,8467,0,00110
10,88,28,XXX,XX,03,  Garidaha Union,2415,10030,10030,0,00110
10,88,57,XXX,XX,03,  Kusumbi Union,420,1744,1744,0,00110
10,88,77,XXX,XX,03,  Shah-Bandegi Union,3960,17156,17140,16,00110
88,27,27,XXX,XX,03,  Khas Kaulia Union,4207,15060,15060,0,00110
88,27,47,XXX,XX,03,  Sadia Chandpur Union,1296,6108,6108,0,00110
88,44,38,XXX,XX,03,  Jamtail Union,2371,9913,9908,5,00110
88,50,25,XXX,XX,03,  Gandail Union,180,562,562,0,00110
88,50,77,XXX,XX,03,  Sonamukhi Union,766,3341,3341,0,00110
88,61,38,XXX,XX,03,  Dhangara Union,448,1572,1572,0,00110
88,67,14,XXX,XX,03,  Gala Union,1637,6860,6860,0,00110
88,78,16,XXX,XX,03,  Baghbati Union,1886,8287,8287,0,00110
88,89,84,XXX,XX,03,  Tarash Union,2096,8442,8433,9,00110
81,12,50,XXX,XX,03,  Ganipur Union,588,2315,2315,0,00110
81,31,11,XXX,XX,03,  Deluabari Union,344,1448,1448,0,00110
81,34,57,XXX,XX,03,  Matikata Union,1104,4841,4841,0,00110
81,53,13,XXX,XX,03,  Bakshimail Union,2457,9266,9266,0,00110
81,53,81,XXX,XX,03,  Royghati Union,223,949,949,0,00110
81,82,13,XXX,XX,03,  Baneshwar Union,702,2854,2828,26,00110
81,82,81,XXX,XX,03,  Silmaria Union,620,2297,2297,0,00110
64,03,10,XXX,XX,03,  Ahsanganj Union,558,2626,2626,0,00110
64,03,21,XXX,XX,03,  Bhopara Union,944,4254,4186,68,00110
64,03,73,XXX,XX,03,  Panchupur Union,1435,6322,6322,0,00110
64,06,21,XXX,XX,03,  Badalgachhi Union,1705,6357,6351,6,00110
64,28,63,XXX,XX,03,  Jahanpur Union,683,2811,2811,0,00110
64,47,54,XXX,XX,03,  Kusumba Union,1816,6860,6860,0,00110
64,47,67,XXX,XX,03,  Manda Union,1122,4381,4381,0,00110
64,47,88,XXX,XX,03,  Prasadpur Union,316,1230,1230,0,00110
64,50,57,XXX,XX,03,  Khajur Union,494,1858,1858,0,00110
64,50,66,XXX,XX,03,  Mahadebpur Union,3376,13768,13768,0,00110
64,69,52,XXX,XX,03,  Niamatpur Union,1535,5953,5953,0,00110
64,79,55,XXX,XX,03,  Nithpur Union,2523,12418,12335,83,00110
64,85,84,XXX,XX,03,  Raninagar Union,1732,6808,6798,10,00110
64,86,71,XXX,XX,03,  Sapahar Union,2700,11796,11796,0,00110
64,86,79,XXX,XX,03,  Shiranti Union,224,900,900,0,00110
70,18,18,XXX,XX,03,  Bholahat Union,3269,13726,13726,0,00110
70,37,42,XXX,XX,03,  Chowdala Union,2710,11480,11480,0,00110
70,37,52,XXX,XX,03,  Gomastapur Union,2675,12203,12203,0,00110
70,88,41,XXX,XX,03,  Kansat Union,1594,7140,7140,0,00110
38,61,47,XXX,XX,03,  Khetlal Union,3150,11711,11711,0,00110
13,22,94,XXX,XX,03,  Tarpur Chandi Union,2491,12044,12044,0,00110
13,47,23,XXX,XX,03,  Dakshin Algi Durgapur Union,2275,8847,8847,0,00110
13,49,35,XXX,XX,03,  Hajiganj Union,1096,5542,5542,0,00110
3,04,31,XXX,XX,03,  Alikadam Union,2831,13762,13762,0,00110
3,73,76,XXX,XX,03,  Naikhongchhari Union,3601,18257,18243,14,00110
3,89,57,XXX,XX,03,  Rowangchhari Union,1203,5052,5052,0,00110
3,95,57,XXX,XX,03,  Thanchi Union,354,1778,1768,10,00110
19,15,18,XXX,XX,03,  Brahman Para Union,1168,6013,6013,0,00110
19,18,31,XXX,XX,03,  Burichang Union,2472,12776,12776,0,00110
19,27,20,XXX,XX,03,  Mahichal Union,327,1648,1648,0,00110
19,33,35,XXX,XX,03,  Bijoypur Union,1674,8181,8181,0,00110
19,67,68,XXX,XX,03,  Kalir Bazar Union,913,4698,4698,0,00110
19,67,90,XXX,XX,03,  Panchthubi Union,192,976,976,0,00110
19,67,94,XXX,XX,03,  Uttar Durgapur Union,11327,54913,54913,0,00110
19,74,13,XXX,XX,03,  Baishgaon Union,239,1189,1189,0,00110
19,75,43,XXX,XX,03,  Gobindapur Union,1258,6159,6159,0,00110
19,81,54,XXX,XX,03,  Muradnagar Union,3224,17118,17108,10,00110
19,81,63,XXX,XX,03,  Paschim Nabipur Union,3059,15526,15519,7,00110
19,94,67,XXX,XX,03,  Karikandi Union,711,3532,3532,0,00110
12,04,94,XXX,XX,03,  Banchharampur Union,3858,18621,18570,51,00110
12,07,32,XXX,XX,03,  Chandura Union,1112,5868,5868,0,00110
12,07,91,XXX,XX,03,  Uttar Ichhapur Union,328,1751,1751,0,00110
12,13,50,XXX,XX,03,  Shuhilpur Union,1804,10287,10287,0,00110
12,13,93,XXX,XX,03,  Uttar Natai Union,2008,11510,11510,0,00110
12,33,12,XXX,XX,03,  Araisidha Union,124,1035,704,331,00110
12,33,14,XXX,XX,03,  Ashugang Union,4794,24403,24226,177,00110
12,33,38,XXX,XX,03,  Durgapur Union,1908,11311,11244,67,00110
12,90,87,XXX,XX,03,  Nasirnagar Union,2965,14928,14928,0,00110
12,94,76,XXX,XX,03,  Sarail Union,8930,46927,46925,2,00110
51,33,47,XXX,XX,03,  Char Falcon Union,2715,12747,12747,0,00110
51,43,90,XXX,XX,03,  Dakshin Hamchadi Union,700,3174,3174,0,00110
51,58,11,XXX,XX,03,  Bamni Union,752,3274,3274,0,00110
51,58,59,XXX,XX,03,  Keroa Union,5500,24855,24855,0,00110
51,58,71,XXX,XX,03,  Roypur Union,110,467,467,0,00110
51,73,13,XXX,XX,03,  Bara Kheri Union,3840,15579,15535,44,00110
51,73,23,XXX,XX,03,  Char Alexandar Union,4192,20242,20242,0,00110
46,43,31,XXX,XX,03,  Boalkhali Union,3272,15610,15562,48,00110
46,49,25,XXX,XX,03,  Golabari Union,2235,10991,10957,34,00110
46,49,75,XXX,XX,03,  Perachhara Union,2432,11165,11164,1,00110
46,61,71,XXX,XX,03,  Lakshmichhari Union,478,2087,2087,0,00110
46,65,31,XXX,XX,03,  Mahalchhari Union,2186,10249,10247,2,00110
46,67,63,XXX,XX,03,  Manikchhari Union,4847,21598,21569,29,00110
46,67,87,XXX,XX,03,  Tintahari Union,2774,13178,13178,0,00110
46,77,76,XXX,XX,03,  Panchhari Union,5172,22706,22702,4,00110
46,80,76,XXX,XX,03,  Ramgarh Union,2443,12179,12171,8,00110
22,24,35,XXX,XX,03,  Idgaon Union,3068,16980,16980,0,00110
22,24,42,XXX,XX,03,  Islamabad Union,3967,22028,22028,0,00110
22,24,45,XXX,XX,03,  Jalalabad Union,3051,17037,17037,0,00110
22,45,27,XXX,XX,03,  Baraghop Union,4688,25488,25488,0,00110
22,56,83,XXX,XX,03,  Pekua Union,5395,29182,29175,7,00110
22,66,15,XXX,XX,03,  Fatekharkul Union,5496,29266,29266,0,00110
22,66,38,XXX,XX,03,  Joarianala Union,2177,12806,12806,0,00110
22,90,63,XXX,XX,03,  Teknaf Union,4663,26384,26379,5,00110
22,94,47,XXX,XX,03,  Raja Palong Union,5193,27317,27317,0,00110
15,04,15,XXX,XX,03,  Anowara Union,1159,5466,5466,0,00110
15,12,38,XXX,XX,03,  Purba Gomdandi Union,5809,28956,28956,0,00110
15,12,76,XXX,XX,03,  Sakpura Union,4462,22201,22201,0,00110
15,33,33,XXX,XX,03,  Dhurung Union,3989,21020,21020,0,00110
15,33,76,XXX,XX,03,  Rangamatia Union,4107,20974,20962,12,00110
15,47,62,XXX,XX,03,  Lohagara Union,5980,30815,30756,59,00110
15,53,59,XXX,XX,03,  Mirsharai Union,724,3386,3386,0,00110
15,70,34,XXX,XX,03,  Mariamnagar Union,522,2755,2755,0,00110
15,70,60,XXX,XX,03,  Pomara Union,4996,24989,24973,16,00110
15,78,40,XXX,XX,03,  Harispur Union,871,3529,3529,0,00110
15,78,85,XXX,XX,03,  Rahmatpur Union,1509,8088,8032,56,00110
15,82,36,XXX,XX,03,  Dhemsa Union,1723,9348,9348,0,00110
84,07,59,XXX,XX,03,  Marishya Union,1079,4774,4772,2,00110
84,07,71,XXX,XX,03,  Rupakari Union,274,1294,1294,0,00110
84,21,47,XXX,XX,03,  Barkal Union,377,1932,1932,0,00110
84,25,19,XXX,XX,03,  Betbunia Union,2154,10330,10330,0,00110
84,29,23,XXX,XX,03,  Belai Chhari Union,534,2458,2244,214,00110
84,36,57,XXX,XX,03,  Kaptai Union,3061,14474,14406,68,00110
84,47,57,XXX,XX,03,  Jurai Chhari Union,1374,5895,5895,0,00110
84,58,67,XXX,XX,03,  Langadu Union,2506,11391,11391,0,00110
84,75,57,XXX,XX,03,  Naniarchar Union,1347,6192,6190,2,00110
84,78,71,XXX,XX,03,  Gainda Union,767,3080,3073,7,00110
30,14,76,XXX,XX,03,  Pathannagar Union,552,3066,3066,0,00110
30,25,12,XXX,XX,03,  Daganbhuiyan Union,29,150,150,0,00110
30,25,38,XXX,XX,03,  Jailashkara Union,252,1344,1344,0,00110
30,41,67,XXX,XX,03,  Fulgazi Union,892,4453,4430,23,00110
30,94,66,XXX,XX,03,  Matiganj Union,149,944,944,0,00110
75,07,49,XXX,XX,03,  Narottampur Union,3182,18273,18273,0,00110
75,07,52,XXX,XX,03,  Hajipur Union,3573,19429,19429,0,00110
75,07,70,XXX,XX,03,  Mir Warishpur Union,2768,15245,15245,0,00110
75,36,47,XXX,XX,03,  Harni Union,7535,36048,36048,0,00110
75,36,76,XXX,XX,03,  Sonadia Union,1078,5664,5664,0,00110
75,80,13,XXX,XX,03,  Arjuntala Union,318,1538,1538,0,00110
75,80,57,XXX,XX,03,  Kadra Union,1189,6204,6204,0,00110
75,85,36,XXX,XX,03,  Char Jubille Union,1217,6651,6651,0,00110
75,87,23,XXX,XX,03,  Ashwadia Union,474,2588,2588,0,00110
75,87,25,XXX,XX,03,  Binodpur Union,506,2476,2476,0,00110
75,87,40,XXX,XX,03,  Char Matua Union,203,1022,1022,0,00110
75,87,60,XXX,XX,03,  Kadir Hanif Union,2564,13526,13526,0,00110
75,87,80,XXX,XX,03,  Noakhali Union,669,3576,3576,0,00110
29,03,10,XXX,XX,03,  Alfadanga Union,1171,4671,4669,2,00110
29,03,31,XXX,XX,03,  Buraich Union,518,2234,2234,0,00110
29,10,13,XXX,XX,03,  Algi Union,1431,6890,6890,0,00110
29,10,25,XXX,XX,03,  Chumordi Union,1233,5439,5417,22,00110
29,21,19,XXX,XX,03,  Char Bhadrasan Union,5245,22882,22841,41,00110
29,47,15,XXX,XX,03,  Ambikapur Union,190,793,793,0,00110
29,56,52,XXX,XX,03,  Madhukhali Union,2294,9188,9149,39,00110
29,56,73,XXX,XX,03,  Noapara Union,1014,4212,4212,0,00110
29,62,55,XXX,XX,03,  Laskardia Union,831,3933,3933,0,00110
29,84,85,XXX,XX,03,  Sadarpur Union,1365,6076,5966,110,00110
29,90,16,XXX,XX,03,  Bhawal Union,1096,5345,5345,0,00110
29,90,78,XXX,XX,03,  Ramkantapur Union,887,4190,4190,0,00110
72,04,11,XXX,XX,03,  Baniajan Union,2104,9687,9687,0,00110
72,09,23,XXX,XX,03,  Barhatta Union,1762,7850,7844,6,00110
72,18,51,XXX,XX,03,  Durgapur Union,524,2328,2328,0,00110
72,38,40,XXX,XX,03,  Khaliajuri Union,1272,6193,6032,161,00110
72,40,35,XXX,XX,03,  Kalmakanda Union,3016,14383,14356,27,00110
72,56,52,XXX,XX,03,  Madan Union,309,1424,1424,0,00110
72,83,71,XXX,XX,03,  Jaria Union,2077,9663,9663,0,00110
72,83,94,XXX,XX,03,  Purbadhala Union,2829,12469,12468,1,00110
39,07,23,XXX,XX,03,  Bakshiganj Union,6720,28890,28880,10,00110
39,15,36,XXX,XX,03,  Chikajani Union,732,2810,2810,0,00110
39,15,43,XXX,XX,03,  Chukaibari Union,1538,5734,5734,0,00110
39,36,59,XXX,XX,03,  Ranagachha Union,1774,7408,7404,4,00110
39,61,85,XXX,XX,03,  Nangla Union,1285,5002,5002,0,00110
39,85,21,XXX,XX,03,  Bhatara Union,519,2015,2015,0,00110
59,24,42,XXX,XX,03,  Gazaria Union,931,4111,4111,0,00110
59,24,73,XXX,XX,03,  Imampur Union,521,2448,2448,0,00110
59,44,13,XXX,XX,03,  Bejgaon Union,292,1204,1204,0,00110
59,44,94,XXX,XX,03,  Lohajang Teotia Union,965,3741,3741,0,00110
59,56,76,XXX,XX,03,  Panchasar Union,3964,20197,20197,0,00110
59,56,85,XXX,XX,03,  Rampal Union,701,3189,3189,0,00110
59,74,88,XXX,XX,03,  Rasunia Union,903,3829,3787,42,00110
59,84,74,XXX,XX,03,  Sreenagar Union,3383,14862,14347,515,00110
59,94,39,XXX,XX,03,  Dhipur Union,893,4466,4442,24,00110
59,94,94,XXX,XX,03,  Sonarang Tongibari Union,2840,13240,13240,0,00110
35,32,21,XXX,XX,03,  Gobra Union,272,1340,1340,0,00110
35,32,38,XXX,XX,03,  Jalalabad Union,267,1092,1092,0,00110
35,43,27,XXX,XX,03,  Kashiani Union,1323,5352,5352,0,00110
35,51,23,XXX,XX,03,  Ghagar Union,1223,6036,6036,0,00110
35,91,66,XXX,XX,03,  Kushli Union,257,1292,1292,0,00110
