0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
70,18,18,XX,XX,01,  Bholahat Union,4,15,6,9,0,15,0,0,00010
70,18,18,XX,XX,03,  Bholahat Union,3,11,8,3,0,11,0,0,00010
70,37,42,XX,XX,01,  Chowdala Union,0,0,0,0,0,0,0,0,00010
70,37,42,XX,XX,03,  Chowdala Union,1,4,2,2,4,0,0,0,00010
70,37,52,XX,XX,01,  Gomastapur Union,25,123,59,64,4,5,0,114,00010
70,37,52,XX,XX,03,  Gomastapur Union,0,0,0,0,0,0,0,0,00010
70,88,41,XX,XX,01,  Kansat Union,6,25,10,15,0,25,0,0,00010
70,88,41,XX,XX,03,  Kansat Union,3,13,7,6,0,3,0,10,00010
