ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
41,23,XX,XXX,XX,03,  Jhikargachha Upazila,28,35,260,254,376,318,119,117,272,309,54,27,01110
41,38,XX,XXX,XX,03,  Keshabpur Upazila,29,21,200,183,422,406,37,47,290,271,47,23,01110
41,47,XX,XXX,XX,03,  Jessore Sadar Upazila,172,172,869,803,1600,1453,359,312,1280,1316,321,178,01110
41,90,XX,XXX,XX,03,  Sharsha Upazila,33,28,129,107,220,211,46,43,191,175,29,19,01110
1,14,XX,XXX,XX,03,  Chitalmari Upazila,12,15,42,24,72,75,7,5,44,45,9,3,01110
1,34,XX,XXX,XX,03,  Fakirhat Upazila,88,63,708,683,1360,1153,319,214,921,948,222,113,01110
1,38,XX,XXX,XX,03,  Kachua Upazila,37,39,250,241,478,477,88,88,333,352,74,44,01110
1,56,XX,XXX,XX,03,  Mollahat Upazila,36,44,422,418,726,679,215,189,593,563,153,98,01110
1,60,XX,XXX,XX,03,  Morrelganj Upazila,24,25,190,172,237,284,72,47,199,203,46,36,01110
1,73,XX,XXX,XX,03,  Rampal Upazila,18,0,32,48,66,72,26,0,62,70,14,7,01110
1,77,XX,XXX,XX,03,  Sarankhola Upazila,75,66,923,880,1553,1428,322,301,1020,1101,231,113,01110
55,66,XX,XXX,XX,03,  Mohammadpur Upazila,43,61,294,282,564,539,137,96,426,432,87,41,01110
55,85,XX,XXX,XX,03,  Shalikha Upazila,17,15,201,208,373,291,73,66,323,257,49,28,01110
55,95,XX,XXX,XX,03,  Sreepur Upazila,5,7,127,140,294,266,26,38,163,180,12,11,01110
50,15,XX,XXX,XX,03,  Bheramara Upazila,22,19,240,233,362,382,110,90,299,319,85,45,01110
50,39,XX,XXX,XX,03,  Daulatpur Upazila,81,70,498,489,784,769,299,285,652,618,193,108,01110
50,63,XX,XXX,XX,03,  Khoksa Upazila,6,4,170,152,189,180,62,61,175,173,34,15,01110
50,79,XX,XXX,XX,03,  Kushtia Sadar Upazila,39,43,115,119,200,229,59,64,159,150,68,31,01110
50,94,XX,XXX,XX,03,  Mirpur Upazila,34,33,224,260,464,412,116,94,328,356,81,37,01110
57,47,XX,XXX,XX,03,  Gangni Upazila,7,7,125,128,251,206,47,33,160,176,25,7,01110
57,60,XX,XXX,XX,03,  Mujib Nagar Upazila,29,36,215,221,400,538,67,62,374,407,49,16,01110
87,04,XX,XXX,XX,03,  Assasuni Upazila,51,27,193,213,470,400,55,66,306,314,56,26,01110
87,25,XX,XXX,XX,03,  Debhata Upazila,6,9,64,68,124,142,15,18,89,92,10,20,01110
87,43,XX,XXX,XX,03,  Kalaroa Upazila,7,9,51,50,103,104,11,13,87,86,13,2,01110
87,47,XX,XXX,XX,03,  Kaliganj Upazila,64,71,495,478,794,726,166,116,580,570,186,64,01110
87,86,XX,XXX,XX,03,  Shyamnagar Upazila,52,56,508,456,747,747,169,142,637,640,107,66,01110
87,90,XX,XXX,XX,03,  Tala Upazila,68,59,197,193,413,391,81,82,384,315,41,21,01110
42,40,XX,XXX,XX,03,  Jhalokati Sadar Upazila,7,0,29,35,37,52,15,6,35,44,15,1,01110
42,43,XX,XXX,XX,03,  Kanthalia Upazila,11,8,323,302,493,460,124,119,397,455,63,51,01110
42,84,XX,XXX,XX,03,  Rajapur Upazila,86,95,453,468,863,843,163,181,691,729,106,71,01110
78,38,XX,XXX,XX,03,  Bauphal Upazila,38,44,176,159,326,348,66,50,229,218,64,28,01110
78,52,XX,XXX,XX,03,  Dashmina Upazila,88,81,671,639,1000,998,291,262,709,765,179,129,01110
78,55,XX,XXX,XX,03,  Dumki Upazila,72,64,351,360,686,651,96,76,528,480,64,48,01110
78,57,XX,XXX,XX,03,  Galachipa Upazila,4,6,174,151,230,202,107,94,183,161,35,24,01110
78,66,XX,XXX,XX,03,  Kala Para Upazila,29,31,303,288,491,464,140,138,306,313,123,84,01110
78,76,XX,XXX,XX,03,  Mirzaganj Upazila,104,124,596,567,1377,1139,233,202,920,909,161,107,01110
78,95,XX,XXX,XX,03,  Patuakhali Sadar Upazila,29,37,128,141,296,266,64,49,176,185,37,28,01110
6,02,XX,XXX,XX,03,  Agailjhara Upazila,140,103,217,220,644,568,66,52,473,454,61,37,01110
6,03,XX,XXX,XX,03,  Babuganj Upazila,42,52,276,261,520,474,107,72,406,442,65,37,01110
6,07,XX,XXX,XX,03,  Bakerganj Upazila,14,21,118,124,211,195,34,30,186,192,27,18,01110
6,10,XX,XXX,XX,03,  Banari Para Upazila,11,20,178,184,389,347,90,66,312,317,42,21,01110
6,36,XX,XXX,XX,03,  Hizla Upazila,62,76,544,491,860,806,241,164,601,648,165,115,01110
6,51,XX,XXX,XX,03,  Barisal Sadar Upazila,42,44,295,306,516,441,159,174,372,408,158,114,01110
6,62,XX,XXX,XX,03,  Mehendiganj Upazila,12,14,101,127,226,244,55,57,154,159,33,32,01110
6,94,XX,XXX,XX,03,  Wazirpur Upazila,67,58,269,265,515,536,97,78,477,488,71,54,01110
79,14,XX,XXX,XX,03,  Bhandaria Upazila,137,124,680,733,1437,1310,178,199,1042,997,204,126,01110
79,47,XX,XXX,XX,03,  Kawkhali Upazila,35,34,216,221,418,400,101,81,355,399,66,39,01110
79,58,XX,XXX,XX,03,  Mathbaria Upazila,35,37,337,306,573,553,107,102,397,369,93,58,01110
79,76,XX,XXX,XX,03,  Nazirpur Upazila,2,2,173,130,226,219,53,67,204,189,53,27,01110
79,87,XX,XXX,XX,03,  Nesarabad Upazila,85,98,688,718,1281,1338,270,261,1064,1191,269,133,01110
79,90,XX,XXX,XX,03,  Zianagar Upazila,21,23,212,207,336,337,64,69,209,256,50,24,01110
9,18,XX,XXX,XX,03,  Bhola Sadar Upazila,194,179,1322,1290,2224,2114,505,445,1719,1803,464,285,01110
9,21,XX,XXX,XX,03,  Burhanuddin Upazila,145,131,889,813,1347,1418,419,325,1026,1062,292,180,01110
9,25,XX,XXX,XX,03,  Char Fasson Upazila,96,96,875,788,1236,1184,528,471,891,972,314,181,01110
9,54,XX,XXX,XX,03,  Lalmohan Upazila,57,65,640,647,879,807,331,268,515,547,199,151,01110
9,65,XX,XXX,XX,03,  Manpura Upazila,0,0,37,38,41,51,25,14,26,40,12,13,01110
9,91,XX,XXX,XX,03,  Tazumuddin Upazila,21,30,807,828,844,861,575,472,743,676,352,234,01110
4,09,XX,XXX,XX,03,  Amtali Upazila,10,21,138,154,238,244,58,44,144,156,48,22,01110
4,19,XX,XXX,XX,03,  Bamna Upazila,55,51,199,212,377,376,48,53,305,300,47,26,01110
4,47,XX,XXX,XX,03,  Betagi Upazila,9,8,77,80,140,123,26,34,122,91,19,16,01110
4,85,XX,XXX,XX,03,  Patharghata Upazila,88,73,287,283,611,560,99,76,401,393,91,44,01110
52,02,XX,XXX,XX,03,  Aditmari Upazila,78,100,680,667,989,929,251,217,689,625,133,83,01110
52,39,XX,XXX,XX,03,  Kaligang Upazila,52,34,714,634,980,960,318,318,687,695,203,99,01110
77,04,XX,XXX,XX,03,  Atwari Upazila,35,31,406,394,573,529,104,129,385,401,57,29,01110
77,25,XX,XXX,XX,03,  Boda Upazila,9,8,69,67,136,115,18,22,64,58,24,8,01110
77,34,XX,XXX,XX,03,  Debiganj Upazila,61,55,529,507,811,792,202,167,541,543,134,142,01110
77,73,XX,XXX,XX,03,  Panchagarh Sadar Upazila,0,0,14,16,26,29,3,8,21,24,1,3,01110
77,90,XX,XXX,XX,03,  Tentulia Upazila,12,12,153,180,264,249,40,44,173,209,35,15,01110
85,27,XX,XXX,XX,03,  Gangachara Upazila,26,26,410,380,585,591,128,117,461,485,102,48,01110
85,58,XX,XXX,XX,03,  Mithapukur Upazila,22,17,196,181,338,308,65,52,279,274,50,35,01110
85,73,XX,XXX,XX,03,  Pirgachha Upazila,23,27,387,374,654,652,175,144,450,455,106,46,01110
85,76,XX,XXX,XX,03,  Pirganj Upazila,44,56,416,424,780,688,231,200,546,458,135,83,01110
85,92,XX,XXX,XX,03,  Taraganj Upazila,30,18,290,229,445,363,123,137,312,269,84,42,01110
49,06,XX,XXX,XX,03,  Bhurungamari Upazila,84,85,910,928,1280,1232,431,387,992,982,297,146,01110
49,08,XX,XXX,XX,03,  Char Rajibpur Upazila,22,29,578,536,841,821,215,221,624,601,101,40,01110
49,09,XX,XXX,XX,03,  Chilmari Upazila,58,55,1780,1667,2547,2351,837,720,1820,1758,316,189,01110
49,18,XX,XXX,XX,03,  Phulbari Sadar Upazila,30,16,441,382,604,546,206,196,471,474,73,42,01110
49,52,XX,XXX,XX,03,  Kurigram Sadar Upazila,6,7,88,83,162,158,45,50,142,162,16,21,01110
49,77,XX,XXX,XX,03,  Rajarhat Upazila,15,12,281,261,477,424,113,103,359,372,51,27,01110
49,79,XX,XXX,XX,03,  Raumari Upazila,41,39,1013,976,1402,1237,541,548,988,949,276,173,01110
32,21,XX,XXX,XX,03,  Fulchhari Upazila,11,18,236,204,336,347,118,81,258,228,74,38,01110
32,24,XX,XXX,XX,03,  Gaibandha Sadar Upazila,56,50,1005,976,1440,1276,533,495,927,919,301,161,01110
32,67,XX,XXX,XX,03,  Palashbari Upazila,107,115,705,692,1247,1216,276,268,875,811,176,119,01110
32,82,XX,XXX,XX,03,  Sadullapur Upazila,30,37,389,375,592,577,232,189,389,383,139,78,01110
32,88,XX,XXX,XX,03,  Saghata Upazila,44,53,527,477,829,767,223,222,602,597,115,63,01110
32,91,XX,XXX,XX,03,  Sundarganj Upazila,22,14,128,108,171,159,66,76,118,111,30,34,01110
73,12,XX,XXX,XX,03,  Dimla Upazila,44,60,729,684,1170,1048,272,218,680,746,199,121,01110
73,15,XX,XXX,XX,03,  Domar Upazila,82,66,920,889,1341,1373,361,286,800,861,264,140,01110
73,45,XX,XXX,XX,03,  Kishoreganj Upazila,32,34,307,302,427,395,157,125,290,295,71,56,01110
73,85,XX,XXX,XX,03,  Saidpur Upazila,4,9,106,79,185,173,30,24,114,101,19,12,01110
94,08,XX,XXX,XX,03,  Baliadangi Upazila,25,31,564,545,785,668,280,243,546,505,87,82,01110
94,51,XX,XXX,XX,03,  Haripur Upazila,13,7,241,240,412,366,99,86,291,293,64,30,01110
94,94,XX,XXX,XX,03,  Thakurgaon Sadar Upazila,62,54,443,382,621,595,151,146,513,512,69,59,01110
27,10,XX,XXX,XX,03,  Birampur Upazila,12,7,61,56,119,104,24,23,47,63,18,7,01110
27,17,XX,XXX,XX,03,  Biral Upazila,43,44,262,247,455,462,90,89,306,323,85,42,01110
27,30,XX,XXX,XX,03,  Chirirbandar Upazila,51,28,205,264,484,412,58,68,570,368,61,31,01110
27,43,XX,XXX,XX,03,  Ghoraghat Upazila,9,6,22,21,71,54,3,6,44,38,6,2,01110
27,56,XX,XXX,XX,03,  Kaharole Upazila,24,31,196,192,364,349,55,52,295,271,61,37,01110
27,60,XX,XXX,XX,03,  Khansama Upazila,41,29,302,282,448,414,118,110,339,328,67,38,01110
27,64,XX,XXX,XX,03,  Dinajpur Sadar Upazila,13,15,151,143,229,210,54,47,178,161,31,26,01110
27,69,XX,XXX,XX,03,  Nawabganj Upazila,20,18,225,207,369,329,63,61,239,270,43,32,01110
27,77,XX,XXX,XX,03,  Parbatipur Upazila,32,18,354,390,591,539,116,115,374,401,98,50,01110
10,06,XX,XXX,XX,03,  Adamdighi Upazila,26,37,241,210,336,356,219,94,254,220,220,57,01110
10,27,XX,XXX,XX,03,  Dhunat Upazila,38,31,248,261,439,389,173,143,280,217,80,51,01110
10,88,XX,XXX,XX,03,  Sherpur Upazila,83,70,954,907,1212,1290,586,460,1070,1050,220,143,01110
88,27,XX,XXX,XX,03,  Chauhali Upazila,77,63,813,739,1121,985,303,313,630,683,153,109,01110
88,44,XX,XXX,XX,03,  Kamarkhanda Upazila,27,19,345,312,426,390,222,197,321,368,99,56,01110
88,50,XX,XXX,XX,03,  Kazipur Upazila,15,14,130,108,168,186,54,55,134,114,31,22,01110
88,61,XX,XXX,XX,03,  Royganj Upazila,0,2,65,59,81,62,4,8,61,51,5,0,01110
88,67,XX,XXX,XX,03,  Shahjadpur Upazila,13,9,336,341,375,337,206,198,177,173,77,68,01110
88,78,XX,XXX,XX,03,  Sirajganj Sadar Upazila,23,27,313,318,476,419,170,131,302,278,128,58,01110
88,89,XX,XXX,XX,03,  Tarash Upazila,21,23,268,271,356,385,131,154,264,316,73,55,01110
81,12,XX,XXX,XX,03,  Baghmara Upazila,4,7,68,58,82,66,17,19,83,77,4,2,01110
81,31,XX,XXX,XX,03,  Durgapur Upazila,7,9,37,25,57,54,27,20,57,36,6,9,01110
81,34,XX,XXX,XX,03,  Godagari Upazila,13,9,152,122,216,236,58,53,194,168,21,20,01110
81,53,XX,XXX,XX,03,  Mohanpur Upazila,51,40,236,224,468,436,70,58,342,360,40,26,01110
81,82,XX,XXX,XX,03,  Puthia Upazila,28,20,98,95,215,208,50,31,163,188,60,37,01110
64,03,XX,XXX,XX,03,  Atrai Upazila,20,23,337,292,527,523,183,160,459,425,102,40,01110
64,06,XX,XXX,XX,03,  Badalgachhi Upazila,20,17,182,181,234,259,77,60,197,225,29,30,01110
64,28,XX,XXX,XX,03,  Dhamoirhat Upazila,2,4,60,73,111,111,51,38,94,88,29,12,01110
64,47,XX,XXX,XX,03,  Manda Upazila,60,49,258,262,594,553,101,77,431,426,65,32,01110
64,50,XX,XXX,XX,03,  Mahadebpur Upazila,66,72,337,340,613,554,152,133,419,387,132,91,01110
64,69,XX,XXX,XX,03,  Niamatpur Upazila,36,34,137,146,263,265,41,49,195,173,38,41,01110
64,79,XX,XXX,XX,03,  Porsha Upazila,26,42,449,427,607,640,268,214,373,557,297,97,01110
64,85,XX,XXX,XX,03,  Raninagar Upazila,10,13,210,194,264,278,98,92,202,235,59,44,01110
64,86,XX,XXX,XX,03,  Sapahar Upazila,25,20,329,332,517,467,160,117,536,429,102,66,01110
70,18,XX,XXX,XX,03,  Bholahat Upazila,41,46,400,422,592,614,238,189,469,526,150,67,01110
70,37,XX,XXX,XX,03,  Gomastapur Upazila,39,49,753,761,1043,1125,415,273,840,1000,302,112,01110
70,88,XX,XXX,XX,03,  Shibganj Upazila,28,34,187,170,345,331,77,49,207,270,85,44,01110
38,61,XX,XXX,XX,03,  Khetlal Upazila,32,34,281,277,477,505,141,97,377,356,63,41,01110
13,22,XX,XXX,XX,03,  Chandpur Sadar Upazila,44,47,386,377,635,613,258,158,430,530,141,87,01110
13,47,XX,XXX,XX,03,  Haim Char Upazila,49,46,283,245,535,501,108,94,329,408,76,53,01110
13,49,XX,XXX,XX,03,  Hajiganj Upazila,40,29,157,152,361,364,33,29,242,230,50,15,01110
3,04,XX,XXX,XX,03,  Alikadam Upazila,166,172,459,440,832,815,246,230,479,499,263,172,01110
3,73,XX,XXX,XX,03,  Naikhongchhari Upazila,132,126,794,836,972,966,411,387,603,533,305,259,01110
3,89,XX,XXX,XX,03,  Rowangchhari Upazila,47,39,141,145,317,248,71,66,177,137,49,39,01110
3,95,XX,XXX,XX,03,  Thanchi Upazila,41,15,47,87,95,72,36,40,40,39,21,22,01110
19,15,XX,XXX,XX,03,  Brahmanpara Upazila,51,54,223,237,400,389,112,92,231,289,66,43,01110
19,18,XX,XXX,XX,03,  Burichang Upazila,63,70,393,409,830,752,153,140,583,541,122,51,01110
19,27,XX,XXX,XX,03,  Chandina Upazila,31,13,51,46,103,100,24,9,56,70,20,19,01110
19,33,XX,XXX,XX,03,  Comilla Sadar Dakshin Upazila,44,44,282,327,466,469,144,141,288,377,138,72,01110
19,67,XX,XXX,XX,03,  Comilla Adarsha Sadar Upazila,386,353,2069,1906,3325,3100,926,749,2072,2279,728,410,01110
19,74,XX,XXX,XX,03,  Manoharganj Upazila,11,5,39,42,80,76,10,6,62,51,8,2,01110
19,75,XX,XXX,XX,03,  Meghna Upazila,37,32,203,178,315,290,147,92,214,202,77,58,01110
19,81,XX,XXX,XX,03,  Muradnagar Upazila,134,103,1318,1289,1678,1740,811,659,1107,1222,452,291,01110
19,94,XX,XXX,XX,03,  Titas Upazila,28,15,104,125,203,225,56,42,110,135,29,15,01110
12,04,XX,XXX,XX,03,  Banchharampur Upazila,40,34,744,687,993,898,440,448,617,702,224,135,01110
12,07,XX,XXX,XX,03,  Bijoynagar Upazila,30,32,379,327,381,358,191,173,255,250,96,75,01110
12,13,XX,XXX,XX,03,  Brahmanbaria Sadar Upazila,80,72,942,832,1206,1209,512,430,723,906,368,184,01110
12,33,XX,XXX,XX,03,  Ashuganj Upazila,163,167,1581,1544,1937,1847,857,745,1201,1364,522,370,01110
12,90,XX,XXX,XX,03,  Nasirnagar Upazila,29,44,645,629,797,794,283,260,405,489,218,160,01110
12,94,XX,XXX,XX,03,  Sarail Upazila,71,56,2268,2042,2730,2616,1245,1028,1386,1737,810,513,01110
51,33,XX,XXX,XX,03,  Kamalnagar Upazila,49,56,566,522,779,695,308,256,419,451,185,137,01110
51,43,XX,XXX,XX,03,  Lakshmipur Sadar Upazila,5,2,114,119,183,191,24,31,133,133,28,8,01110
51,58,XX,XXX,XX,03,  Roypur Upazila,84,98,846,869,1554,1541,335,368,1185,1277,239,152,01110
51,73,XX,XXX,XX,03,  Ramgati Upazila,112,107,1602,1456,2139,1901,888,798,1415,1302,532,341,01110
46,43,XX,XXX,XX,03,  Dighinala Upazila,59,71,497,430,957,788,176,173,650,646,165,121,01110
46,49,XX,XXX,XX,03,  Khagrachhari Sadar Upazila,169,181,747,711,1333,1187,352,314,810,789,247,202,01110
46,61,XX,XXX,XX,03,  Lakshmichhari Upazila,12,3,54,61,114,95,21,16,57,77,22,19,01110
46,65,XX,XXX,XX,03,  Mahalchhari Upazila,48,52,276,285,526,491,150,151,331,353,121,91,01110
46,67,XX,XXX,XX,03,  Manikchhari Upazila,168,177,1387,1342,2321,2195,505,442,1411,1425,437,288,01110
46,77,XX,XXX,XX,03,  Panchhari Upazila,175,199,518,577,1180,1153,235,219,927,888,232,213,01110
46,80,XX,XXX,XX,03,  Ramgarh Upazila,55,39,503,534,837,712,141,140,448,389,169,162,01110
22,24,XX,XXX,XX,03,  Cox's Bazar Sadar Upazila,431,415,2182,2025,3364,3163,1016,918,2103,2465,994,508,01110
22,45,XX,XXX,XX,03,  Kutubdia Upazila,104,110,1028,1008,1498,1373,704,605,852,918,478,333,01110
22,56,XX,XXX,XX,03,  Pekua Upazila,131,110,1429,1318,1785,1715,840,728,1015,1181,529,340,01110
22,66,XX,XXX,XX,03,  Ramu Upazila,176,165,1414,1361,2362,2221,646,539,1460,1690,684,417,01110
22,90,XX,XXX,XX,03,  Teknaf Upazila,154,150,1182,1107,1248,1205,915,838,679,539,604,733,01110
22,94,XX,XXX,XX,03,  Ukhia Upazila,191,157,1063,963,1691,1606,466,358,976,1053,465,321,01110
15,04,XX,XXX,XX,03,  Anowara Upazila,44,26,108,128,272,241,56,40,170,212,24,23,01110
15,12,XX,XXX,XX,03,  Boalkhali Upazila,220,230,1376,1425,2574,2518,477,467,2011,2080,389,230,01110
15,33,XX,XXX,XX,03,  Fatikchhari Upazila,152,179,1268,1272,2075,2107,763,662,1881,1812,401,354,01110
15,47,XX,XXX,XX,03,  Lohagara Upazila,188,201,1044,1012,1816,1665,401,351,1369,1364,267,139,01110
15,53,XX,XXX,XX,03,  Mirsharai Upazila,13,12,149,123,157,139,78,69,115,103,67,36,01110
15,70,XX,XXX,XX,03,  Rangunia Upazila,144,162,835,813,1507,1467,306,290,1271,1219,242,179,01110
15,78,XX,XXX,XX,03,  Sandwip Upazila,48,38,451,396,626,606,179,170,464,457,150,110,01110
15,82,XX,XXX,XX,03,  Satkania Upazila,41,39,312,342,529,535,144,131,378,397,88,33,01110
84,07,XX,XXX,XX,03,  Baghaichhari Upazila,36,27,163,184,299,294,119,89,219,170,68,74,01110
84,21,XX,XXX,XX,03,  Barkal Upazila,7,4,36,39,87,92,11,7,145,92,18,10,01110
84,25,XX,XXX,XX,03,  Kawkhali Upazila,84,89,296,248,536,506,136,96,408,365,95,69,01110
84,29,XX,XXX,XX,03,  Belai Chhari Upazila,21,16,54,47,124,114,26,14,156,89,20,9,01110
84,36,XX,XXX,XX,03,  Kaptai  Upazila,70,83,356,345,750,688,157,142,592,547,148,71,01110
84,47,XX,XXX,XX,03,  Jurai Chhari Upazila,52,33,129,123,330,322,50,65,216,178,59,65,01110
84,58,XX,XXX,XX,03,  Langadu  Upazila,89,98,364,336,650,615,157,141,355,395,161,111,01110
84,75,XX,XXX,XX,03,  Naniarchar  Upazila,28,39,149,159,263,237,75,63,237,234,39,36,01110
84,78,XX,XXX,XX,03,  Rajasthali  Upazila,21,29,74,75,125,152,28,17,97,119,25,21,01110
30,14,XX,XXX,XX,03,  Chhagalnaiya Upazila,11,1,78,97,104,111,59,49,105,94,21,20,01110
30,25,XX,XXX,XX,03,  Daganbhuiyan Upazila,8,12,58,35,71,59,34,22,60,54,27,24,01110
30,41,XX,XXX,XX,03,  Fulgazi Upazila,7,11,180,144,192,225,68,67,150,175,28,30,01110
30,94,XX,XXX,XX,03,  Sonagazi Upazila,3,9,32,29,39,47,10,7,36,30,18,9,01110
75,07,XX,XXX,XX,03,  Begumganj Upazila,178,153,1971,1888,3457,3079,764,613,2187,2414,545,317,01110
75,36,XX,XXX,XX,03,  Hatiya Upazila,164,182,2291,2297,2287,2153,1727,1627,1096,1102,809,725,01110
75,80,XX,XXX,XX,03,  Senbagh Upazila,30,16,284,245,418,407,113,108,304,352,84,39,01110
75,85,XX,XXX,XX,03,  Subarnachar Upazila,12,19,305,280,385,348,161,137,239,258,104,51,01110
75,87,XX,XXX,XX,03,  Noakhali Sadar Upazila,86,80,712,689,1287,1290,290,275,936,1026,263,146,01110
29,03,XX,XXX,XX,03,  Alfadanga Upazila,31,28,217,226,323,308,76,61,238,282,48,23,01110
29,10,XX,XXX,XX,03,  Bhanga Upazila,27,21,442,420,649,631,340,267,388,486,197,105,01110
29,21,XX,XXX,XX,03,  Char Bhadrasan Upazila,51,53,880,752,1205,1148,434,382,677,852,222,174,01110
29,47,XX,XXX,XX,03,  Faridpur Sadar Upazila,4,0,18,26,28,39,15,5,22,35,13,6,01110
29,56,XX,XXX,XX,03,  Madhukhali Upazila,36,44,362,352,618,585,132,116,469,501,125,57,01110
29,62,XX,XXX,XX,03,  Nagarkanda Upazila,8,15,125,139,195,237,77,52,104,168,53,24,01110
29,84,XX,XXX,XX,03,  Sadarpur Upazila,25,21,188,154,366,308,66,54,257,228,72,43,01110
29,90,XX,XXX,XX,03,  Saltha Upazila,24,39,362,377,490,520,289,260,268,369,187,122,01110
72,04,XX,XXX,XX,03,  Atpara Upazila,48,49,400,389,614,517,185,188,301,338,124,93,01110
72,09,XX,XXX,XX,03,  Barhatta Upazila,63,41,220,190,431,348,104,95,305,268,83,71,01110
72,18,XX,XXX,XX,03,  Durgapur Upazila,14,8,93,101,145,137,32,22,84,98,26,16,01110
72,38,XX,XXX,XX,03,  Khaliajuri Upazila,1,5,269,229,215,202,211,163,111,103,146,106,01110
72,40,XX,XXX,XX,03,  Kalmakanda Upazila,44,31,454,477,739,685,265,212,477,486,201,151,01110
72,56,XX,XXX,XX,03,  Madan Upazila,1,4,71,80,58,77,38,33,39,38,25,10,01110
72,83,XX,XXX,XX,03,  Purbadhala Upazila,111,115,773,745,1259,1128,333,318,729,833,338,162,01110
39,07,XX,XXX,XX,03,  Bakshiganj Upazila,86,96,1078,1029,1587,1544,469,434,1042,1020,308,164,01110
39,15,XX,XXX,XX,03,  Dewanganj Upazila,39,44,323,312,439,449,186,164,303,303,79,54,01110
39,36,XX,XXX,XX,03,  Jamalpur Sadar Upazila,36,31,205,215,363,354,83,85,311,271,38,42,01110
39,61,XX,XXX,XX,03,  Melandaha Upazila,6,3,218,184,280,264,89,87,184,144,35,29,01110
39,85,XX,XXX,XX,03,  Sarishabari Upazila,7,3,73,63,122,124,19,16,77,56,10,7,01110
59,24,XX,XXX,XX,03,  Gazaria Upazila,26,37,169,178,345,352,63,42,281,264,31,26,01110
59,44,XX,XXX,XX,03,  Lohajang Upazila,7,5,146,124,182,191,90,89,158,183,44,32,01110
59,56,XX,XXX,XX,03,  Munshiganj Sadar Upazila,111,139,670,677,935,924,358,362,552,556,385,353,01110
59,74,XX,XXX,XX,03,  Serajdikhan Upazila,15,33,100,100,184,197,53,39,85,129,43,20,01110
59,84,XX,XXX,XX,03,  Sreenagar Upazila,81,107,404,354,668,591,176,130,369,452,156,89,01110
59,94,XX,XXX,XX,03,  Tongibari Upazila,67,53,540,463,922,994,190,147,638,1017,146,85,01110
35,32,XX,XXX,XX,03,  Gopalganj Sadar Upazila,10,17,84,85,130,184,27,19,88,131,28,14,01110
35,43,XX,XXX,XX,03,  Kashiani Upazila,28,26,156,147,255,247,57,57,191,214,29,28,01110
35,51,XX,XXX,XX,03,  Kotalipara Upazila,31,15,196,182,378,379,80,53,241,265,69,28,01110
35,91,XX,XXX,XX,03,  Tungipara Upazila,108,99,1029,984,1677,1647,613,467,1295,1520,372,202,01110
82,07,XX,XXX,XX,03,  Baliakandi Upazila,40,34,267,265,466,466,95,62,309,309,71,34,01110
82,29,XX,XXX,XX,03,  Goalanda Upazila,30,35,356,401,610,654,176,176,420,475,89,54,01110
