ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
48,79,XX,XXX,XX,02,  Pakundia Upazila,2538,2418,120,1674,26,210,40,534,54,01110
89,67,XX,XXX,XX,02,  Nakla Upazila,4005,3743,262,2339,52,435,65,969,145,01110
89,70,XX,XXX,XX,02,  Nalitabari Upazila,3231,2730,501,1101,33,368,174,1261,294,01110
89,88,XX,XXX,XX,02,  Sherpur Sadar Upazila,11604,9976,1628,1766,62,1823,198,6387,1368,01110
89,90,XX,XXX,XX,02,  Sreebardi Upazila,3932,3699,233,2869,121,132,22,698,90,01110
68,52,XX,XXX,XX,02,  Manohardi Upazila,1398,1320,78,811,11,95,3,414,64,01110
68,60,XX,XXX,XX,02,  Narsingdi Sadar Upazila,16200,13428,2772,519,37,5607,1180,7302,1555,01110
68,63,XX,XXX,XX,02,  Palash Upazila,6679,5570,1109,885,26,2432,747,2253,336,01110
68,64,XX,XXX,XX,02,  Roypura Upazila,3042,2789,253,901,43,116,31,1772,179,01110
68,76,XX,XXX,XX,02,  Shibpur Upazila,1479,1347,132,510,8,113,31,724,93,01110
33,30,XX,XXX,XX,02,  Gazipur Sadar Upazila,71301,45661,25640,3309,319,17304,16793,25048,8528,01110
33,32,XX,XXX,XX,02,  Kaliakair Upazila,19107,11054,8053,1113,194,7258,7008,2683,851,01110
33,34,XX,XXX,XX,02,  Kaliganj Upazila,4258,3812,446,876,33,1349,110,1587,303,01110
33,86,XX,XXX,XX,02,  Sreepur Upazila,12546,9062,3484,2118,90,3508,2696,3436,698,01110
90,23,XX,XXX,XX,02,  Chhatak Upazila,5029,4289,740,292,13,289,11,3708,716,01110
90,29,XX,XXX,XX,02,  Derai Upazila,2226,2074,152,1001,14,58,3,1015,135,01110
90,47,XX,XXX,XX,02,  Jagannathpur Upazila,4838,4255,583,2469,83,474,42,1312,458,01110
90,89,XX,XXX,XX,02,  Sunamganj Sadar Upazila,5055,4196,859,1216,88,460,49,2520,722,01110
36,02,XX,XXX,XX,02,  Ajmiriganj Upazila,1450,1268,182,232,14,39,3,997,165,01110
36,26,XX,XXX,XX,02,  Chunarughat Upazila,1444,1318,126,604,24,262,21,452,81,01110
36,44,XX,XXX,XX,02,  Habiganj Sadar Upazila,5168,4415,753,1087,39,681,52,2647,662,01110
36,71,XX,XXX,XX,02,  Madhabpur Upazila,1962,1819,143,825,48,288,37,706,58,01110
36,77,XX,XXX,XX,02,  Nabiganj Upazila,2640,2413,227,1204,34,425,25,784,168,01110
91,17,XX,XXX,XX,02,  Beani Bazar Upazila,3432,2784,648,491,43,194,66,2099,539,01110
91,38,XX,XXX,XX,02,  Golapganj Upazila,2454,2160,294,991,54,143,10,1026,230,01110
91,59,XX,XXX,XX,02,  Kanaighat Upazila,1002,928,74,757,16,115,30,56,28,01110
91,62,XX,XXX,XX,02,  Sylhet Sadar Upazila,36231,28781,7450,1640,319,5846,551,21295,6580,01110
91,94,XX,XXX,XX,02,  Zakiganj Upazila,1132,1022,110,299,19,39,7,684,84,01110
58,14,XX,XXX,XX,02,  Barlekha Upazila,1697,1498,199,451,33,59,4,988,162,01110
58,56,XX,XXX,XX,02,  Kamalganj Upazila,1251,1139,112,271,11,12,0,856,101,01110
58,65,XX,XXX,XX,02,  Kulaura Upazila,1839,1684,155,646,32,547,14,491,109,01110
58,74,XX,XXX,XX,02,  Maulvibazar Sadar Upazila,4330,3518,812,179,11,75,10,3264,791,01110
58,83,XX,XXX,XX,02,  Sreemangal Upazila,1564,1186,378,15,2,6,3,1165,373,01110
