ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
10.0,40.0,4.0,XXX,XX,XX,  Ward No-04 Total,1022,31.0,68.0,0.9,0.1,1052,18.6,69.7,10.6,1.1,00111
10.0,40.0,5.0,XXX,XX,XX,  Ward No-05 Total,819,33.0,65.6,1.3,0.1,872,21.4,70.6,7.2,0.7,00111
10.0,40.0,6.0,XXX,XX,XX,  Ward No-06 Total,743,36.2,63.3,0.5,0.0,785,21.9,67.0,10.3,0.8,00111
10.0,40.0,7.0,XXX,XX,XX,  Ward No-07 Total,798,34.7,64.8,0.4,0.1,846,22.1,66.1,11.2,0.6,00111
10.0,40.0,8.0,XXX,XX,XX,  Ward No-08 Total,864,33.7,65.2,0.7,0.5,914,21.6,68.4,9.5,0.5,00111
10.0,40.0,9.0,XXX,XX,XX,  Ward No-09 Total,919,36.2,62.8,0.5,0.4,957,19.7,67.4,11.4,1.5,00111
10.0,40.0,11.0,XXX,XX,XX,  Balia Dighi Union Total,9499,33.8,65.5,0.6,0.2,9611,18.7,69.1,11.3,0.9,00111
10.0,40.0,17.0,XXX,XX,XX,  Dakshinpara Union Total,7415,30.9,68.3,0.7,0.2,7567,17.6,70.6,10.6,1.2,00111
10.0,40.0,27.0,XXX,XX,XX,  Durgahata Union Total,12891,32.5,66.7,0.6,0.2,13786,19.0,70.9,9.2,1.0,00111
10.0,40.0,33.0,XXX,XX,XX,  Gabtali Union Total,6165,34.1,65.2,0.5,0.2,6107,19.7,69.7,9.6,1.0,00111
10.0,40.0,47.0,XXX,XX,XX,  Kagail Union Total,9374,32.2,66.5,1.1,0.3,9066,16.8,71.3,10.9,1.1,00111
10.0,40.0,54.0,XXX,XX,XX,  Mahishaban Union Total,13139,33.3,65.8,0.7,0.2,12975,18.1,70.1,11.0,0.8,00111
10.0,40.0,61.0,XXX,XX,XX,  Naruamala Union Total,9555,34.6,64.2,1.0,0.2,9653,17.7,70.6,10.8,0.9,00111
10.0,40.0,67.0,XXX,XX,XX,  Nasipur Union Total,7839,32.6,66.4,0.7,0.3,8154,19.8,68.5,10.4,1.3,00111
10.0,40.0,74.0,XXX,XX,XX,  Nepaltali Union Total,16110,32.0,66.8,1.0,0.3,17180,18.3,70.4,10.3,1.0,00111
10.0,40.0,81.0,XXX,XX,XX,  Rameshwarpur Union Total,10675,36.7,62.0,1.0,0.3,11045,18.9,70.2,9.7,1.2,00111
10.0,40.0,88.0,XXX,XX,XX,  Sonarai Union Total,13547,34.0,65.2,0.7,0.1,13637,19.2,70.1,9.7,1.0,00111
10.0,54.0,XX.0,XXX,XX,XX,Kahaloo Upazila Total,88115,30.4,68.4,0.9,0.3,90303,17.2,71.1,10.0,1.7,00111
10.0,54.0,1.0,XXX,XX,XX,  Ward No-01 Total,394,31.2,68.3,0.5,0.0,391,13.0,72.9,13.8,0.3,00111
10.0,54.0,2.0,XXX,XX,XX,  Ward No-02 Total,844,33.5,65.3,0.1,1.1,831,19.7,66.9,9.9,3.5,00111
10.0,54.0,3.0,XXX,XX,XX,  Ward No-03 Total,629,34.7,64.7,0.6,0.0,622,17.0,71.2,10.8,1.0,00111
10.0,54.0,4.0,XXX,XX,XX,  Ward No-04 Total,707,36.4,62.9,0.6,0.1,705,23.0,67.9,7.9,1.1,00111
10.0,54.0,5.0,XXX,XX,XX,  Ward No-05 Total,516,32.6,66.3,0.6,0.6,507,15.0,71.2,12.0,1.8,00111
10.0,54.0,6.0,XXX,XX,XX,  Ward No-06 Total,648,27.2,71.5,1.1,0.3,672,15.8,72.8,8.8,2.7,00111
10.0,54.0,7.0,XXX,XX,XX,  Ward No-07 Total,635,31.0,68.7,0.0,0.3,654,19.0,74.8,6.0,0.3,00111
10.0,54.0,8.0,XXX,XX,XX,  Ward No-08 Total,591,32.0,66.2,1.7,0.2,606,22.9,68.3,8.4,0.3,00111
10.0,54.0,9.0,XXX,XX,XX,  Ward No-09 Total,594,34.3,64.6,0.8,0.2,603,19.7,70.3,9.0,1.0,00111
10.0,54.0,13.0,XXX,XX,XX,  Bir Kedar Union Total,9160,29.0,69.7,0.9,0.4,9583,17.0,71.8,9.3,1.9,00111
10.0,54.0,19.0,XXX,XX,XX,  Durgapur Union Total,9949,30.0,68.8,1.0,0.3,10340,17.2,70.9,10.1,1.8,00111
10.0,54.0,28.0,XXX,XX,XX,  Jamgaon Union Total,9356,30.3,68.8,0.6,0.3,9750,18.0,69.8,10.2,2.0,00111
10.0,54.0,38.0,XXX,XX,XX,  Kahaloo Union Total,7076,29.4,69.2,1.1,0.3,7460,16.1,72.1,10.4,1.4,00111
10.0,54.0,47.0,XXX,XX,XX,  Kalai Majh Para Union Total,8298,29.3,69.2,1.2,0.3,8499,15.9,71.9,10.5,1.7,00111
10.0,54.0,57.0,XXX,XX,XX,  Malancha Union Total,11381,30.0,68.7,1.0,0.4,11764,17.0,71.0,10.1,1.8,00111
10.0,54.0,66.0,XXX,XX,XX,  Murail Union Total,9063,32.1,67.1,0.6,0.2,9012,18.6,70.7,9.1,1.5,00111
10.0,54.0,76.0,XXX,XX,XX,  Narahatta Union Total,9002,31.8,67.2,0.8,0.3,8925,16.8,71.4,10.1,1.7,00111
10.0,54.0,85.0,XXX,XX,XX,  Paikar Union Total,9272,30.6,68.4,0.8,0.2,9379,16.7,71.1,10.4,1.8,00111
10.0,67.0,XX.0,XXX,XX,XX,Nandigram Upazila Total,72406,29.8,69.1,0.9,0.2,73240,17.2,71.7,9.6,1.6,00111
10.0,67.0,1.0,XXX,XX,XX,  Ward No-01 Total,961,30.5,68.4,0.6,0.5,947,14.3,74.6,9.7,1.5,00111
10.0,67.0,2.0,XXX,XX,XX,  Ward No-02 Total,922,38.3,60.6,0.9,0.2,822,21.0,70.3,7.1,1.6,00111
10.0,67.0,3.0,XXX,XX,XX,  Ward No-03 Total,904,32.1,66.9,0.9,0.1,887,17.6,70.3,10.8,1.2,00111
10.0,67.0,4.0,XXX,XX,XX,  Ward No-04 Total,813,29.9,69.2,0.6,0.2,830,17.5,75.2,6.4,1.0,00111
10.0,67.0,5.0,XXX,XX,XX,  Ward No-05 Total,427,21.1,77.5,1.2,0.2,469,11.3,74.2,13.0,1.5,00111
10.0,67.0,6.0,XXX,XX,XX,  Ward No-06 Total,852,36.5,63.4,0.1,0.0,834,22.5,67.0,9.1,1.3,00111
10.0,67.0,7.0,XXX,XX,XX,  Ward No-07 Total,976,30.2,69.0,0.5,0.3,972,25.7,69.3,4.1,0.8,00111
10.0,67.0,8.0,XXX,XX,XX,  Ward No-08 Total,1019,37.6,61.1,1.0,0.3,934,20.8,69.2,9.1,1.0,00111
10.0,67.0,9.0,XXX,XX,XX,  Ward No-09 Total,626,34.7,64.1,1.3,0.0,601,24.6,67.7,7.0,0.7,00111
10.0,67.0,10.0,XXX,XX,XX,  Bhatgram Union Total,14723,30.4,68.5,0.8,0.3,14905,17.1,71.5,9.5,1.9,00111
10.0,67.0,21.0,XXX,XX,XX,  Bhatra Union Total,13574,30.2,68.8,0.8,0.1,13619,17.9,70.8,9.8,1.5,00111
10.0,67.0,31.0,XXX,XX,XX,  Burail Union Total,14931,27.7,71.2,0.9,0.3,15322,14.9,72.7,10.6,1.9,00111
10.0,67.0,73.0,XXX,XX,XX,  Nandigram Union Total,8250,30.0,68.8,1.0,0.1,8436,18.3,71.2,8.9,1.6,00111
10.0,67.0,84.0,XXX,XX,XX,  Thalta Majhgram Union Total,13428,29.2,69.7,0.8,0.2,13662,16.9,72.3,9.3,1.4,00111
10.0,81.0,XX.0,XXX,XX,XX,Sariakandi Upazila Total,100435,31.9,67.3,0.7,0.2,103346,19.4,70.1,9.7,0.8,00111
10.0,81.0,1.0,XXX,XX,XX,  Ward No-01 Total,1020,36.2,63.0,0.8,0.0,990,22.2,69.3,7.9,0.6,00111
10.0,81.0,2.0,XXX,XX,XX,  Ward No-02 Total,938,38.4,61.2,0.4,0.0,944,23.2,66.6,9.1,1.1,00111
10.0,81.0,3.0,XXX,XX,XX,  Ward No-03 Total,779,33.6,65.7,0.6,0.0,788,21.3,69.0,8.6,1.0,00111
10.0,81.0,4.0,XXX,XX,XX,  Ward No-04 Total,892,35.7,63.7,0.7,0.0,845,17.8,71.6,9.3,1.3,00111
10.0,81.0,5.0,XXX,XX,XX,  Ward No-05 Total,882,33.4,65.4,1.0,0.1,866,22.2,67.1,10.0,0.7,00111
10.0,81.0,6.0,XXX,XX,XX,  Ward No-06 Total,826,34.3,64.9,0.7,0.1,815,22.3,68.0,9.1,0.6,00111
10.0,81.0,7.0,XXX,XX,XX,  Ward No-07 Total,926,37.0,61.3,1.3,0.3,906,22.8,64.3,10.6,2.2,00111
10.0,81.0,8.0,XXX,XX,XX,  Ward No-08 Total,440,28.9,70.0,1.1,0.0,486,20.2,68.1,10.5,1.2,00111
10.0,81.0,9.0,XXX,XX,XX,  Ward No-09 Total,592,29.1,69.6,0.7,0.7,576,16.0,73.1,10.1,0.9,00111
10.0,81.0,11.0,XXX,XX,XX,  Bhelabari Union Total,6171,30.4,68.9,0.5,0.1,6554,19.1,69.8,10.4,0.7,00111
10.0,81.0,12.0,XXX,XX,XX,  Bohail Union Total,8632,31.8,67.5,0.6,0.0,8184,19.9,72.8,6.4,0.9,00111
10.0,81.0,19.0,XXX,XX,XX,  Chaluabari Union Total,6010,30.5,69.2,0.2,0.1,5759,16.9,74.6,7.7,0.8,00111
10.0,81.0,25.0,XXX,XX,XX,  Chandan Baisha Union Total,3826,31.5,67.3,0.8,0.4,4302,18.8,67.0,12.6,1.7,00111
10.0,81.0,31.0,XXX,XX,XX,  Fulbari Union Total,12566,32.8,66.5,0.5,0.2,13530,19.9,68.6,10.8,0.7,00111
10.0,81.0,37.0,XXX,XX,XX,  Hat Sherpur Union Total,6098,33.3,65.8,0.7,0.2,6414,19.8,68.9,10.8,0.6,00111
10.0,81.0,44.0,XXX,XX,XX,  Kamalpur Union Total,8638,31.6,67.6,0.6,0.2,9331,18.7,68.4,11.8,1.1,00111
10.0,81.0,55.0,XXX,XX,XX,  Kazla Union Total,9432,30.8,68.6,0.6,0.0,8883,18.0,74.1,7.3,0.6,00111
10.0,81.0,56.0,XXX,XX,XX,  Karnibari Union Total,9446,31.6,67.6,0.8,0.1,9044,19.8,71.5,8.1,0.6,00111
10.0,81.0,63.0,XXX,XX,XX,  Kutubpur Union Total,9501,30.7,67.7,1.3,0.3,10418,19.8,68.3,11.2,0.7,00111
10.0,81.0,75.0,XXX,XX,XX,  Narchi Union Total,6929,32.6,66.5,0.8,0.2,7563,19.8,69.4,10.1,0.7,00111
10.0,81.0,88.0,XXX,XX,XX,  Sariakandi Union Total,5891,32.3,66.8,0.8,0.1,6148,19.5,69.6,9.8,1.1,00111
10.0,85.0,XX.0,XXX,XX,XX,Shajahanpur Upazila Total,120437,33.3,65.8,0.7,0.2,113222,20.0,69.9,8.8,1.3,00111
10.0,85.0,13.0,XXX,XX,XX,  Ward No-13 Total,12299,37.5,61.7,0.5,0.2,11013,22.9,68.8,7.2,1.1,00111
10.0,85.0,14.0,XXX,XX,XX,  Ward No-14 (Part) Bogra Psa Total,1392,34.3,65.2,0.4,0.1,1363,22.9,69.0,7.0,1.2,00111
10.0,85.0,16.0,XXX,XX,XX,  Amrool Union Total,9333,30.1,69.0,0.7,0.3,9723,17.7,70.7,10.0,1.6,00111
10.0,85.0,17.0,XXX,XX,XX,  Aria Bazar Union Total,14914,33.0,66.3,0.4,0.2,14941,21.3,70.8,7.1,0.9,00111
10.0,85.0,18.0,XXX,XX,XX,  Asekpur Union Total,11487,33.6,65.4,0.7,0.3,11404,19.7,68.9,9.9,1.5,00111
10.0,85.0,19.0,XXX,XX,XX,  Chopinagar Union Total,8959,32.9,66.0,0.8,0.3,9018,19.1,70.0,9.5,1.4,00111
10.0,85.0,21.0,XXX,XX,XX,  Ward No-21 (Part) Bogra Psa Total,7604,35.8,63.3,0.8,0.2,7354,24.4,65.5,8.9,1.1,00111
10.0,85.0,30.0,XXX,XX,XX,  Gohail Union Total,10276,29.5,69.6,0.7,0.3,10663,16.2,71.5,10.4,1.8,00111
10.0,85.0,38.0,XXX,XX,XX,  Kharna Union Total,11230,31.4,67.3,0.9,0.4,11458,17.5,71.5,9.3,1.8,00111
10.0,85.0,43.0,XXX,XX,XX,  Khotta Para Union Total,9200,32.4,66.5,0.9,0.2,9020,18.9,70.2,9.7,1.2,00111
10.0,85.0,51.0,XXX,XX,XX,  Madla Union Total,7384,34.5,64.6,0.6,0.3,7300,20.4,68.9,9.5,1.2,00111
10.0,85.0,56.0,XXX,XX,XX,  Majhira Union Total,8167,34.1,64.9,0.8,0.2,7966,21.0,70.3,7.5,1.2,00111
10.0,85.0,98.0,XXX,XX,XX,  Bogra Cantonment Total,8192,35.1,64.8,0.1,0.0,1999,26.3,70.0,3.1,0.6,00111
10.0,88.0,XX.0,XXX,XX,XX,Sherpur Upazila Total,130620,30.1,69.0,0.7,0.2,134156,17.5,71.1,10.1,1.3,00111
10.0,88.0,1.0,XXX,XX,XX,  Ward No-01 Total,906,32.2,67.0,0.7,0.1,1005,22.5,69.5,7.6,0.5,00111
10.0,88.0,2.0,XXX,XX,XX,  Ward No-02 Total,902,40.8,58.6,0.6,0.0,913,25.1,64.4,9.9,0.7,00111
10.0,88.0,3.0,XXX,XX,XX,  Ward No-03 Total,1133,36.1,63.3,0.6,0.0,1111,20.6,67.2,12.0,0.2,00111
10.0,88.0,4.0,XXX,XX,XX,  Ward No-04 Total,1293,31.9,67.2,0.7,0.2,1362,19.7,69.2,10.2,0.9,00111
10.0,88.0,5.0,XXX,XX,XX,  Ward No-05 Total,1138,36.4,63.4,0.2,0.0,1141,22.3,66.1,10.8,0.8,00111
10.0,88.0,6.0,XXX,XX,XX,  Ward No-06 Total,1468,38.7,60.6,0.7,0.0,1512,25.0,67.1,7.1,0.8,00111
10.0,88.0,7.0,XXX,XX,XX,  Ward No-07 Total,1460,36.6,62.9,0.5,0.0,1464,23.5,67.7,7.7,1.2,00111
10.0,88.0,8.0,XXX,XX,XX,  Ward No-08 Total,929,38.1,61.1,0.8,0.0,907,23.6,65.5,9.8,1.1,00111
10.0,88.0,9.0,XXX,XX,XX,  Ward No-09 Total,1167,39.5,59.4,0.9,0.3,1102,22.6,67.4,9.1,0.9,00111
10.0,88.0,17.0,XXX,XX,XX,  Bhabanipur Union Total,9979,29.3,69.4,1.0,0.2,10290,17.0,70.7,10.7,1.6,00111
10.0,88.0,19.0,XXX,XX,XX,  Bishalpur Union Total,10959,27.0,71.6,1.1,0.3,11305,14.3,71.9,11.9,1.8,00111
10.0,88.0,28.0,XXX,XX,XX,Garidaha Union Total,18986,30.8,68.2,0.8,0.2,19548,18.2,70.3,10.0,1.5,00111
10.0,88.0,38.0,XXX,XX,XX,  Khamarkandi Union Total,8434,27.6,71.8,0.4,0.3,8555,14.3,73.2,11.0,1.5,00111
10.0,88.0,47.0,XXX,XX,XX,  Khanpur Union Total,12158,29.6,69.7,0.6,0.1,12371,16.4,71.7,10.6,1.3,00111
10.0,88.0,57.0,XXX,XX,XX,Kusumbi Union Total,13624,27.5,71.7,0.6,0.1,14307,16.4,73.0,9.2,1.3,00111
10.0,88.0,66.0,XXX,XX,XX,  Mirzapur Union Total,8192,28.5,70.6,0.7,0.2,8496,16.2,71.7,10.6,1.5,00111
10.0,88.0,77.0,XXX,XX,XX,Shah-Bandegi Union Total,17299,32.8,66.6,0.4,0.2,17387,19.9,70.4,8.6,1.1,00111
10.0,88.0,85.0,XXX,XX,XX,  Shimabari Union Total,10276,30.8,68.4,0.6,0.1,10375,18.0,71.3,9.8,0.8,00111
10.0,88.0,95.0,XXX,XX,XX,  Sughat Union Total,10317,28.4,70.6,0.8,0.2,11005,16.9,71.0,10.5,1.5,00111
10.0,94.0,XX.0,XXX,XX,XX,Shibganj Upazila Total,152181,31.2,67.7,0.8,0.2,151778,17.5,72.0,9.2,1.3,00111
10.0,94.0,1.0,XXX,XX,XX,  Ward No-01 Total,1531,33.1,66.0,0.7,0.2,1485,17.6,72.9,8.8,0.7,00111
10.0,94.0,2.0,XXX,XX,XX,  Ward No-02 Total,858,31.7,67.6,0.6,0.1,846,19.3,71.3,8.2,1.3,00111
10.0,94.0,3.0,XXX,XX,XX,  Ward No-03 Total,590,30.0,69.3,0.3,0.3,598,15.9,76.1,6.7,1.3,00111
10.0,94.0,4.0,XXX,XX,XX,  Ward No-04 Total,1028,31.4,67.7,0.7,0.2,990,17.6,73.5,8.6,0.3,00111
10.0,94.0,5.0,XXX,XX,XX,  Ward No-05 Total,685,29.6,69.6,0.7,0.0,622,14.6,79.4,5.5,0.5,00111
10.0,94.0,6.0,XXX,XX,XX,  Ward No-06 Total,772,28.2,70.3,1.4,0.0,796,16.7,73.7,8.9,0.6,00111
10.0,94.0,7.0,XXX,XX,XX,  Ward No-07 Total,1437,30.2,68.8,0.8,0.3,1508,22.9,67.7,8.4,1.1,00111
10.0,94.0,8.0,XXX,XX,XX,  Ward No-08 Total,895,30.1,68.4,0.9,0.7,877,14.8,75.9,8.8,0.5,00111
10.0,94.0,9.0,XXX,XX,XX,  Ward No-09 Total,914,30.1,69.4,0.4,0.1,890,18.1,76.2,5.1,0.7,00111
10.0,94.0,11.0,XXX,XX,XX,  Atmul Union Total,12736,30.4,68.8,0.7,0.2,12569,17.1,73.8,8.0,1.1,00111
10.0,94.0,15.0,XXX,XX,XX,  Bihar Union Total,8179,30.8,68.3,0.7,0.2,8003,16.6,74.5,7.9,0.9,00111
10.0,94.0,23.0,XXX,XX,XX,  Buriganj Union Total,9494,31.2,67.5,0.9,0.3,9279,17.3,72.6,8.8,1.4,00111
10.0,94.0,31.0,XXX,XX,XX,  Deuli Union Total,11880,30.6,68.1,1.1,0.2,12206,18.8,69.5,10.7,1.0,00111
10.0,94.0,39.0,XXX,XX,XX,  Kichak Union Total,13402,30.4,68.5,0.9,0.2,13426,16.9,72.6,9.0,1.4,00111
10.0,94.0,47.0,XXX,XX,XX,  Maidanhata Union Total,12701,30.7,68.3,0.8,0.3,13550,17.5,72.3,9.0,1.2,00111
10.0,94.0,55.0,XXX,XX,XX,  Majhihatta Union Total,9946,32.1,66.9,0.8,0.2,9648,17.3,72.3,9.1,1.2,00111
10.0,94.0,63.0,XXX,XX,XX,  Mokamtala Union Total,14263,32.5,66.3,0.8,0.3,13672,18.1,70.2,9.9,1.9,00111
10.0,94.0,71.0,XXX,XX,XX,  Pirab Union Total,10038,28.6,70.4,0.9,0.1,9982,15.5,74.0,8.9,1.6,00111
10.0,94.0,79.0,XXX,XX,XX,  Roynagar Union Total,12735,33.1,65.6,0.9,0.4,12279,18.3,70.7,9.2,1.7,00111
10.0,94.0,87.0,XXX,XX,XX,  Saidpur Union Total,12798,32.2,66.7,0.8,0.2,13161,17.8,70.3,11.0,0.9,00111
10.0,94.0,94.0,XXX,XX,XX,  Shibganj Union Total,15299,31.9,67.4,0.6,0.2,15391,17.9,71.7,9.3,1.2,00111
10.0,95.0,XX.0,XXX,XX,XX,Sonatola Upazila Total,69523,34.1,65.2,0.6,0.2,73333,19.4,69.4,10.2,1.0,00111
10.0,95.0,1.0,XXX,XX,XX,  Ward No-01 Total,723,36.5,62.7,0.8,0.0,725,23.7,65.8,9.5,1.0,00111
10.0,95.0,2.0,XXX,XX,XX,  Ward No-02 Total,1089,36.4,62.9,0.7,0.0,1109,20.8,66.5,11.5,1.2,00111
10.0,95.0,3.0,XXX,XX,XX,  Ward No-03 Total,1026,40.9,58.4,0.5,0.2,1071,24.4,67.6,6.9,1.1,00111
10.0,95.0,4.0,XXX,XX,XX,  Ward No-04 Total,1114,30.6,68.2,1.0,0.2,1212,16.6,69.4,11.4,2.6,00111
10.0,95.0,5.0,XXX,XX,XX,  Ward No-05 Total,1090,33.3,65.7,0.8,0.2,1086,15.5,70.7,13.2,0.6,00111
10.0,95.0,6.0,XXX,XX,XX,  Ward No-06 Total,1158,30.1,68.9,0.9,0.0,1320,19.8,71.2,8.6,0.4,00111
10.0,95.0,7.0,XXX,XX,XX,  Ward No-07 Total,1077,30.8,68.1,0.6,0.5,1148,22.1,68.0,9.2,0.6,00111
10.0,95.0,8.0,XXX,XX,XX,  Ward No-08 Total,1134,30.1,69.8,0.2,0.0,1188,16.9,74.2,7.5,1.3,00111
10.0,95.0,9.0,XXX,XX,XX,  Ward No-09 Total,921,29.9,69.1,0.9,0.2,935,19.5,71.0,9.3,0.2,00111
10.0,95.0,10.0,XXX,XX,XX,  Balua Union Total,9538,33.0,66.2,0.6,0.2,10004,18.1,69.8,10.8,1.4,00111
10.0,95.0,31.0,XXX,XX,XX,  Digdair Union Total,11056,34.4,64.7,0.8,0.2,11441,19.7,68.9,10.3,1.1,00111
10.0,95.0,42.0,XXX,XX,XX,  Jorgachha Union Total,12798,34.7,64.7,0.5,0.2,13794,21.0,68.0,10.2,0.8,00111
10.0,95.0,52.0,XXX,XX,XX,  Madhupur Union Total,7183,33.7,65.6,0.6,0.1,7751,18.1,71.5,9.7,0.7,00111
10.0,95.0,73.0,XXX,XX,XX,  Sonatala Union Total,5572,34.3,64.8,0.6,0.3,5978,18.1,69.1,11.6,1.2,00111
10.0,95.0,81.0,XXX,XX,XX,  Pakulla Union Total,9197,35.1,64.1,0.7,0.1,9660,19.8,69.0,10.0,1.2,00111
10.0,95.0,84.0,XXX,XX,XX,  Tekani Chukaina Union Total,4847,34.1,65.3,0.5,0.1,4911,18.6,71.5,8.9,1.0,00111
88.0,XX.0,XX.0,XXX,XX,XX,Sirajganj Zila Total,1161274,34.8,64.6,0.6,0.1,1172500,22.0,68.7,8.5,0.7,00111
88.0,11.0,XX.0,XXX,XX,XX,Belkuchi Upazila Total,133425,38.3,61.1,0.6,0.1,128502,25.7,66.2,7.5,0.7,00111
88.0,11.0,1.0,XXX,XX,XX,  Ward No-01 Total,3121,38.5,60.4,0.8,0.2,3084,25.0,66.9,7.6,0.6,00111
88.0,11.0,2.0,XXX,XX,XX,  Ward No-02 Total,5786,36.6,62.9,0.5,0.0,5671,24.6,66.3,8.2,0.9,00111
88.0,11.0,3.0,XXX,XX,XX,  Ward No-03 Total,4911,39.9,59.6,0.5,0.1,4382,26.9,64.9,7.7,0.5,00111
88.0,11.0,4.0,XXX,XX,XX,  Ward No-04 Total,3117,35.4,63.8,0.7,0.0,2687,23.1,69.7,6.7,0.4,00111
88.0,11.0,5.0,XXX,XX,XX,  Ward No-05 Total,2517,40.7,58.8,0.4,0.0,2371,25.5,67.2,6.9,0.4,00111
88.0,11.0,6.0,XXX,XX,XX,  Ward No-06 Total,2693,36.9,62.2,0.8,0.1,2514,24.1,66.5,8.6,0.9,00111
88.0,11.0,7.0,XXX,XX,XX,  Ward No-07 Total,3001,37.4,61.8,0.8,0.1,2483,27.9,63.4,8.0,0.7,00111
88.0,11.0,8.0,XXX,XX,XX,  Ward No-08 Total,1784,41.4,58.5,0.2,0.0,1727,29.2,62.8,7.5,0.5,00111
88.0,11.0,9.0,XXX,XX,XX,  Ward No-09 Total,3041,39.9,59.7,0.4,0.1,2594,26.8,67.2,5.8,0.3,00111
88.0,11.0,13.0,XXX,XX,XX,  Bara Dhul Union Total,6782,32.3,67.0,0.6,0.1,6765,23.2,70.1,5.9,0.8,00111
88.0,11.0,27.0,XXX,XX,XX,  Belkuchi Union Total,3474,33.2,66.4,0.4,0.0,3414,22.4,69.7,7.1,0.8,00111
88.0,11.0,40.0,XXX,XX,XX,  Bhangabari Union Total,20330,38.6,60.6,0.7,0.1,20084,26.3,65.9,7.4,0.4,00111
88.0,11.0,54.0,XXX,XX,XX,  Daulatpur Union Total,33662,40.2,59.2,0.6,0.1,31815,26.6,65.0,7.5,0.8,00111
88.0,11.0,67.0,XXX,XX,XX,  Dhukaria Bera Union Total,21302,38.0,61.3,0.7,0.1,21071,26.1,65.9,7.5,0.4,00111
88.0,11.0,81.0,XXX,XX,XX,  Rajapur Union Total,17904,37.9,61.5,0.5,0.1,17840,24.2,66.7,8.3,0.8,00111
88.0,27.0,XX.0,XXX,XX,XX,Chauhali Upazila Total,56268,33.9,65.6,0.5,0.1,57375,21.4,70.9,7.0,0.6,00111
88.0,27.0,21.0,XXX,XX,XX,  Bagutia Union Total,8709,34.6,64.8,0.6,0.0,9211,21.6,69.3,8.5,0.6,00111
88.0,27.0,23.0,XXX,XX,XX,  Gharjan Union Total,6651,32.0,67.1,0.8,0.1,6637,20.0,72.3,6.6,1.1,00111
88.0,27.0,27.0,XXX,XX,XX,Khas Kaulia Union Total,6822,30.1,69.3,0.6,0.0,7013,19.8,71.6,8.0,0.6,00111
88.0,27.0,31.0,XXX,XX,XX,  Khas Pukuria Union Total,5710,35.0,64.5,0.5,0.0,6121,21.6,68.1,9.4,0.9,00111
88.0,27.0,37.0,XXX,XX,XX,  Omarpur Union Total,11059,30.9,68.5,0.5,0.1,12125,18.3,75.4,6.0,0.4,00111
88.0,27.0,47.0,XXX,XX,XX,Sadia Chandpur Union Total,10905,38.3,61.3,0.3,0.1,10372,25.6,67.2,6.6,0.5,00111
88.0,27.0,71.0,XXX,XX,XX,  Sthal Union Total,6412,35.3,64.5,0.2,0.0,5896,23.1,71.7,4.6,0.6,00111
88.0,44.0,XX.0,XXX,XX,XX,Kamarkhanda Upazila Total,51049,36.7,62.6,0.6,0.1,53827,23.3,67.1,8.8,0.8,00111
88.0,44.0,19.0,XXX,XX,XX,  Bhadraghat Union Total,11102,34.9,64.4,0.5,0.1,11510,22.3,68.5,8.2,0.9,00111
88.0,44.0,38.0,XXX,XX,XX,Jamtail Union Total,14533,37.6,61.6,0.6,0.2,15441,23.9,66.4,8.8,0.9,00111
88.0,44.0,57.0,XXX,XX,XX,  Jhawail Union Total,13610,36.4,62.9,0.6,0.1,13936,22.8,67.5,9.1,0.6,00111
88.0,44.0,76.0,XXX,XX,XX,  Roy Daulatpur Union Total,11804,37.4,61.9,0.5,0.2,12940,23.9,66.2,9.0,0.9,00111
88.0,50.0,XX.0,XXX,XX,XX,Kazipur Upazila Total,100562,30.2,69.0,0.6,0.1,106454,18.9,70.3,9.9,0.9,00111
88.0,50.0,1.0,XXX,XX,XX,  Ward No-01 Total,763,27.9,71.4,0.7,0.0,851,17.6,69.3,12.3,0.7,00111
88.0,50.0,2.0,XXX,XX,XX,  Ward No-02 Total,371,29.9,69.3,0.5,0.3,400,17.3,69.5,12.0,1.3,00111
88.0,50.0,3.0,XXX,XX,XX,  Ward No-03 Total,268,30.2,69.4,0.0,0.4,325,20.9,64.3,13.8,0.9,00111
88.0,50.0,4.0,XXX,XX,XX,  Ward No-04 Total,901,34.9,64.5,0.7,0.0,994,24.9,62.8,11.8,0.5,00111
88.0,50.0,5.0,XXX,XX,XX,  Ward No-05 Total,433,31.9,67.9,0.2,0.0,514,19.5,66.0,14.2,0.4,00111
88.0,50.0,6.0,XXX,XX,XX,  Ward No-06 Total,383,34.7,63.7,1.6,0.0,422,20.4,61.1,17.8,0.7,00111
88.0,50.0,7.0,XXX,XX,XX,  Ward No-07 Total,312,34.0,66.0,0.0,0.0,368,20.7,63.9,14.1,1.4,00111
88.0,50.0,8.0,XXX,XX,XX,  Ward No-08 Total,552,37.1,61.8,0.9,0.2,716,23.2,58.8,16.8,1.3,00111
88.0,50.0,9.0,XXX,XX,XX,  Ward No-09 Total,602,31.9,67.3,0.5,0.3,667,19.8,67.5,12.3,0.4,00111
88.0,50.0,15.0,XXX,XX,XX,  Char Girish Union Total,7754,28.2,71.3,0.5,0.1,7841,18.5,73.6,7.1,0.8,00111
