ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
47,12,XX,XXX,XX,01,  Batiaghata Upazila,12354,11362,992,8398,397,774,186,2190,409,01110
47,17,XX,XXX,XX,01,  Dacope Upazila,9784,8671,1113,6787,332,283,40,1601,741,01110
47,30,XX,XXX,XX,01,  Dumuria Upazila,27452,25016,2436,20566,1461,1393,399,3057,576,01110
47,40,XX,XXX,XX,01,  Dighalia Upazila,9890,8970,920,3877,196,3088,430,2005,294,01110
47,53,XX,XXX,XX,01,  Koyra Upazila,15021,13800,1221,12550,927,297,50,953,244,01110
47,64,XX,XXX,XX,01,  Paikgachha Upazila,20528,18580,1948,14961,1314,598,101,3021,533,01110
47,69,XX,XXX,XX,01,  Phultala Upazila,4507,3991,516,2332,107,402,177,1257,232,01110
47,75,XX,XXX,XX,01,  Rupsa Upazila,14341,11747,2594,4138,269,1976,792,5633,1533,01110
47,94,XX,XXX,XX,01,  Terokhada Upazila,12172,11517,655,9599,221,884,262,1034,172,01110
18,07,XX,XXX,XX,01,  Alamdanga Upazila,43746,42531,1215,38840,583,838,157,2853,475,01110
18,23,XX,XXX,XX,01,  Chuadanga Sadar Upazila,29078,28009,1069,24125,400,718,100,3166,569,01110
18,31,XX,XXX,XX,01,  Damurhuda Upazila,32453,31404,1049,26586,434,862,178,3956,437,01110
18,55,XX,XXX,XX,01,  Jiban Nagar Upazila,18738,17950,788,15191,351,429,71,2330,366,01110
65,28,XX,XXX,XX,01,  Kalia Upazila,19213,18394,819,15967,371,554,80,1873,368,01110
65,52,XX,XXX,XX,01,  Lohagara Upazila,20132,19374,758,16087,232,943,132,2344,394,01110
