ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
68,64.0,94.0,XXX,XX,XX,Uttar Bakharnagar Union Total,4758,3.6,9.7,15.6,22.4,19.2,14.6,7.3,7.7,4.6,00111
68,76.0,XX.0,XXX,XX,XX,Shibpur Upazila Total,64913,3.1,9.7,16.7,22.4,19.8,12.9,7.3,8.1,4.6,00111
68,76.0,1.0,XXX,XX,XX,Ward No-01 Total,538,3.9,12.3,19.1,22.5,16.7,10.8,4.8,9.9,4.5,00111
68,76.0,2.0,XXX,XX,XX,Ward No-02 Total,544,4.6,8.8,16.2,22.2,18.9,14.0,6.4,8.8,4.6,00111
68,76.0,3.0,XXX,XX,XX,Ward No-03 Total,332,1.5,3.9,10.5,18.4,18.4,17.5,13.0,16.9,5.6,00111
68,76.0,4.0,XXX,XX,XX,Ward No-04 Total,822,3.6,10.2,18.9,23.6,18.5,12.4,5.6,7.2,4.5,00111
68,76.0,5.0,XXX,XX,XX,Ward No-05 Total,511,3.5,8.0,19.6,23.7,18.8,10.4,9.4,6.7,4.5,00111
68,76.0,6.0,XXX,XX,XX,Ward No-06 Total,454,3.1,9.5,17.8,23.3,20.3,10.8,6.2,9.0,4.6,00111
68,76.0,7.0,XXX,XX,XX,Ward No-07 Total,297,4.0,8.8,15.2,18.9,20.2,14.8,8.8,9.4,4.8,00111
68,76.0,8.0,XXX,XX,XX,Ward No-08 Total,376,5.1,9.8,14.1,20.2,21.5,15.2,6.4,7.7,4.6,00111
68,76.0,9.0,XXX,XX,XX,Ward No-09 Total,384,2.9,12.0,13.5,21.1,21.9,13.0,8.1,7.6,4.7,00111
68,76.0,10.0,XXX,XX,XX,Ayubpur Union Total,6335,2.5,8.5,16.2,21.9,20.4,13.3,8.5,8.7,4.8,00111
68,76.0,21.0,XXX,XX,XX,Baghaba Union Total,6051,2.7,8.7,15.7,22.3,19.9,13.3,8.2,9.2,4.8,00111
68,76.0,31.0,XXX,XX,XX,Chak Radha Union Total,5271,3.0,9.4,17.3,22.5,19.4,13.1,7.3,8.0,4.6,00111
68,76.0,42.0,XXX,XX,XX,Dulalpur Union Total,7256,2.3,10.1,18.0,23.8,19.9,13.0,6.1,6.9,4.5,00111
68,76.0,52.0,XXX,XX,XX,Josar Union Total,6482,2.3,9.6,16.2,23.8,20.2,13.1,7.2,7.7,4.7,00111
68,76.0,63.0,XXX,XX,XX,Joynagar Union Total,6881,3.1,11.2,18.7,23.2,19.7,12.0,5.7,6.4,4.4,00111
68,76.0,73.0,XXX,XX,XX,Masimpur Union Total,5975,3.6,9.3,16.7,21.8,19.9,12.5,7.6,8.5,4.7,00111
68,76.0,84.0,XXX,XX,XX,Putia Union Total,11956,4.6,11.5,17.4,21.4,18.4,12.3,6.8,7.6,4.5,00111
68,76.0,94.0,XXX,XX,XX,Sadhar Char Union Total,4448,1.2,5.9,12.2,21.5,22.8,14.8,9.8,11.8,5.1,00111
33,XX.0,XX.0,XXX,XX,XX,Gazipur Zila Total,809761,3.5,17.3,22.2,23.6,15.3,8.2,4.1,5.8,4.1,00111
33,30.0,XX.0,XXX,XX,XX,Gazipur Sadar Upazila Total,436377,3.7,19.5,22.6,22.8,14.2,7.5,3.9,5.9,4.0,00111
33,30.0,1.0,XXX,XX,XX,Ward No-01 Total,3493,4.1,13.6,23.2,24.8,16.3,8.4,4.3,5.4,4.1,00111
33,30.0,2.0,XXX,XX,XX,Ward No-02 Total,1366,2.4,12.2,20.3,27.8,17.6,10.2,4.8,4.7,4.3,00111
33,30.0,3.0,XXX,XX,XX,Ward No-03 Total,10129,3.8,18.6,23.1,24.6,15.0,7.7,3.6,3.6,3.9,00111
33,30.0,4.0,XXX,XX,XX,Ward No-04 Total,8369,2.8,13.1,23.2,27.9,17.2,7.7,3.8,4.3,4.1,00111
33,30.0,5.0,XXX,XX,XX,Ward No-05 Total,3473,2.6,15.0,23.8,24.6,16.2,8.8,3.6,5.4,4.1,00111
33,30.0,6.0,XXX,XX,XX,Ward No-06 Total,1984,3.0,13.1,23.0,28.0,17.9,7.5,3.5,4.0,4.1,00111
33,30.0,7.0,XXX,XX,XX,Ward No-07 Total,8268,5.6,26.3,23.0,19.8,11.9,5.5,3.1,4.8,3.6,00111
33,30.0,8.0,XXX,XX,XX,Ward No-08 Total,2742,2.6,14.0,24.9,25.1,16.2,8.8,3.7,4.7,4.1,00111
33,30.0,9.0,XXX,XX,XX,Ward No-09 Total,3257,3.3,9.5,20.3,28.2,17.3,9.8,5.3,6.3,4.4,00111
33,30.0,11.0,XXX,XX,XX,Ward No-01 Total,3772,3.4,18.1,21.1,22.1,16.5,8.9,4.1,5.8,4.1,00111
33,30.0,12.0,XXX,XX,XX,Ward No-02 Total,6173,2.4,19.4,22.6,22.0,14.9,8.1,4.4,6.1,4.1,00111
33,30.0,13.0,XXX,XX,XX,Ward No-03 Total,15691,2.9,18.5,21.2,24.3,16.0,8.7,4.2,4.3,4.0,00111
33,30.0,14.0,XXX,XX,XX,Ward No-04 Total,4323,6.7,23.2,24.6,21.0,12.9,6.3,2.8,2.5,3.6,00111
33,30.0,15.0,XXX,XX,XX,Ward No-05 Total,5475,5.2,15.3,20.4,23.1,15.9,9.0,4.7,6.3,4.2,00111
33,30.0,16.0,XXX,XX,XX,Ward No-06 Total,8353,3.0,14.3,20.7,25.2,17.4,8.8,5.3,5.4,4.2,00111
33,30.0,17.0,XXX,XX,XX,Ward No-07 Total,13475,4.8,20.5,23.3,21.6,14.5,7.7,3.8,3.7,3.8,00111
33,30.0,18.0,XXX,XX,XX,Ward No-08 Total,21008,4.7,23.2,25.2,22.4,13.1,6.0,2.8,2.6,3.6,00111
33,30.0,19.0,XXX,XX,XX,Ward No-09 Total,8099,3.9,18.3,24.3,23.1,14.4,9.1,3.6,3.3,3.9,00111
33,30.0,20.0,XXX,XX,XX,Ward No-10 Total,2957,6.6,17.9,23.1,23.3,14.5,8.0,3.4,3.2,3.8,00111
33,30.0,21.0,XXX,XX,XX,Ward No-11 Total,18962,2.6,17.6,23.4,24.6,15.4,8.0,3.9,4.5,4.0,00111
33,30.0,22.0,XXX,XX,XX,Ward No-12 Total,8099,5.4,14.4,21.3,23.0,16.1,9.2,5.0,5.5,4.1,00111
33,30.0,23.0,XXX,XX,XX,Basan Union Total,30866,1.7,14.4,19.8,21.4,14.6,8.9,5.8,13.5,4.7,00111
33,30.0,25.0,XXX,XX,XX,Baria Union Total,8197,2.9,13.4,22.6,27.3,17.2,8.7,3.8,4.0,4.1,00111
33,30.0,31.0,XXX,XX,XX,Gachha Union Total,67461,4.1,27.6,24.3,20.5,11.6,5.9,2.8,3.1,3.6,00111
33,30.0,47.0,XXX,XX,XX,Kashimpur Union Total,31322,3.0,19.8,22.5,21.5,13.3,7.6,4.3,8.1,4.1,00111
33,30.0,54.0,XXX,XX,XX,Kayaltia Union Total,27821,4.1,16.6,22.1,23.8,15.1,7.8,4.2,6.2,4.1,00111
33,30.0,60.0,XXX,XX,XX,Konabari Union Total,43287,2.1,19.8,21.4,20.4,12.2,7.0,4.5,12.5,4.4,00111
33,30.0,67.0,XXX,XX,XX,Mirzapur Union Total,41858,5.8,22.2,23.8,22.9,12.9,6.3,2.8,3.3,3.7,00111
33,30.0,81.0,XXX,XX,XX,Pubail Union Total,18266,2.8,10.6,19.8,26.9,18.8,9.8,4.9,6.3,4.4,00111
33,30.0,98.0,XXX,XX,XX,Gazipur Cant. Total,7831,3.1,12.6,21.3,28.5,17.3,8.5,4.4,4.3,4.1,00111
33,32.0,XX.0,XXX,XX,XX,Kaliakair Upazila Total,114877,3.6,18.3,22.0,23.4,14.3,7.5,3.9,7.0,4.1,00111
33,32.0,1.0,XXX,XX,XX,Ward No-01 Total,1970,1.9,14.3,25.1,26.1,13.6,7.4,4.9,6.8,4.2,00111
33,32.0,2.0,XXX,XX,XX,Ward No-02 Total,1269,2.4,13.1,22.0,27.5,15.6,8.1,4.1,7.2,4.3,00111
33,32.0,3.0,XXX,XX,XX,Ward No-03 Total,1629,2.9,15.5,23.3,25.4,15.4,7.4,3.7,6.6,4.2,00111
33,32.0,4.0,XXX,XX,XX,Ward No-04 Total,373,3.2,9.4,22.5,25.5,15.0,10.5,5.6,8.3,4.4,00111
33,32.0,5.0,XXX,XX,XX,Ward No-05 Total,1910,3.8,16.5,15.2,16.0,13.3,8.7,6.5,20.0,5.1,00111
33,32.0,6.0,XXX,XX,XX,Ward No-06 Total,1127,4.3,14.7,18.1,20.2,14.4,8.6,4.8,14.8,4.9,00111
33,32.0,7.0,XXX,XX,XX,Ward No-07 Total,16996,5.8,35.3,23.6,17.2,8.5,4.3,2.0,3.3,3.3,00111
33,32.0,8.0,XXX,XX,XX,Ward No-08 Total,7906,5.1,34.0,23.2,16.7,8.4,4.3,2.6,5.7,3.5,00111
33,32.0,9.0,XXX,XX,XX,Ward No-09 Total,7721,6.1,27.1,24.1,19.9,10.1,4.8,2.8,5.1,3.6,00111
33,32.0,13.0,XXX,XX,XX,Atabaha Union Total,7741,3.7,15.7,22.5,24.3,15.0,7.7,4.3,6.7,4.1,00111
33,32.0,19.0,XXX,XX,XX,Boali Union Total,5921,3.8,11.3,21.7,28.0,18.4,8.7,3.4,4.7,4.1,00111
33,32.0,28.0,XXX,XX,XX,Chapair Union Total,6162,2.3,10.6,21.4,27.6,18.5,8.9,4.5,6.1,4.3,00111
33,32.0,38.0,XXX,XX,XX,Dhaljora Union Total,4937,2.6,10.5,21.7,27.0,17.5,9.4,4.6,6.7,4.4,00111
33,32.0,47.0,XXX,XX,XX,Fulbaria Union Total,9742,3.2,13.0,23.5,27.8,17.3,8.3,3.7,3.3,4.0,00111
33,32.0,57.0,XXX,XX,XX,Madhyapara Union Total,7258,2.0,9.8,20.8,29.8,19.4,9.0,4.2,5.0,4.3,00111
33,32.0,66.0,XXX,XX,XX,Mouchak Union Total,22247,2.9,14.0,20.9,22.4,14.3,8.9,5.0,11.6,4.5,00111
33,32.0,76.0,XXX,XX,XX,Sreefaltali Union Total,4576,1.7,8.2,19.2,27.3,18.2,9.9,5.9,9.5,4.7,00111
33,32.0,85.0,XXX,XX,XX,Sutrapur Union Total,5392,1.8,10.2,20.3,27.7,17.7,8.9,5.0,8.3,4.5,00111
33,34.0,XX.0,XXX,XX,XX,Kaliganj Upazila Total,57541,2.5,9.5,18.9,25.0,19.5,11.7,5.8,7.0,4.5,00111
33,34.0,1.0,XXX,XX,XX,Ward No-01 Total,848,2.5,9.1,16.0,26.4,19.6,12.9,6.4,7.2,4.6,00111
33,34.0,2.0,XXX,XX,XX,Ward No-02 Total,520,2.5,9.0,22.7,24.2,18.7,12.5,4.8,5.6,4.4,00111
33,34.0,3.0,XXX,XX,XX,Ward No-03 Total,952,7.9,11.9,18.1,25.7,18.9,8.9,4.2,4.4,4.1,00111
33,34.0,4.0,XXX,XX,XX,Ward No-04 Total,1244,5.1,10.5,20.3,27.1,18.0,8.7,4.7,5.6,4.2,00111
33,34.0,5.0,XXX,XX,XX,Ward No-05 Total,1434,2.0,9.4,22.2,28.0,16.8,11.0,4.9,5.7,4.4,00111
33,34.0,6.0,XXX,XX,XX,Ward No-06 Total,1095,2.0,8.6,18.0,26.9,21.9,10.3,5.6,6.7,4.5,00111
33,34.0,7.0,XXX,XX,XX,Ward No-07 Total,1202,1.2,10.5,19.7,26.7,19.7,10.1,5.5,6.5,4.4,00111
33,34.0,8.0,XXX,XX,XX,Ward No-08 Total,1186,5.8,10.5,20.3,25.3,18.5,9.7,4.3,5.6,4.2,00111
33,34.0,9.0,XXX,XX,XX,Ward No-09 Total,1102,0.7,5.4,16.7,24.1,21.8,14.3,6.0,11.0,5.0,00111
33,34.0,15.0,XXX,XX,XX,Bahadursadi Union Total,4818,1.2,8.3,18.2,25.7,20.9,12.3,6.5,7.0,4.6,00111
33,34.0,17.0,XXX,XX,XX,Baktarpur Union Total,6657,2.1,8.8,17.3,23.2,19.0,12.8,6.8,10.1,4.8,00111
33,34.0,60.0,XXX,XX,XX,Jamalpur Union Total,7312,1.7,9.9,19.8,24.9,19.6,12.8,5.5,5.8,4.5,00111
33,34.0,69.0,XXX,XX,XX,Jangalia Union Total,6107,1.8,8.4,17.8,23.3,19.4,12.9,7.3,9.2,4.8,00111
33,34.0,94.0,XXX,XX,XX,Moktarpur Union Total,8670,2.9,10.6,19.3,23.8,19.7,11.9,5.9,6.0,4.4,00111
33,34.0,96.0,XXX,XX,XX,Nagari Union Total,7642,3.0,10.0,19.9,27.1,18.7,9.8,5.2,6.4,4.4,00111
33,34.0,97.0,XXX,XX,XX,Tumulia Union Total,6752,2.8,9.5,18.7,25.6,20.3,11.6,5.1,6.3,4.5,00111
33,36.0,XX.0,XXX,XX,XX,Kapasia Upazila Total,79615,3.3,12.0,20.5,25.1,18.8,10.4,4.9,5.0,4.2,00111
33,36.0,13.0,XXX,XX,XX,Barishaba Union Total,9239,3.0,12.2,21.8,25.2,18.3,10.2,5.0,4.4,4.2,00111
33,36.0,17.0,XXX,XX,XX,Chandpur Union Total,6030,2.6,12.2,20.8,24.0,18.4,11.0,5.1,5.8,4.3,00111
33,36.0,25.0,XXX,XX,XX,Durgapur Union Total,7706,2.8,9.9,19.7,25.1,19.1,10.9,5.9,6.7,4.5,00111
33,36.0,34.0,XXX,XX,XX,Ghagotia Union Total,5670,2.8,9.8,17.3,24.4,20.5,12.9,6.1,6.3,4.5,00111
33,36.0,43.0,XXX,XX,XX,Kapasia Union Total,10023,3.3,11.5,22.2,26.8,17.3,9.1,4.3,5.5,4.2,00111
33,36.0,51.0,XXX,XX,XX,Karihata Union Total,5256,3.2,11.3,20.6,25.6,18.8,10.8,5.2,4.5,4.3,00111
33,36.0,60.0,XXX,XX,XX,Rayed Union Total,5961,3.1,13.0,20.9,25.5,19.1,10.0,4.2,4.2,4.2,00111
33,36.0,69.0,XXX,XX,XX,Sanmania Union Total,7046,4.2,12.3,19.4,25.2,19.2,10.3,4.9,4.4,4.2,00111
33,36.0,77.0,XXX,XX,XX,Singasree Union Total,5888,3.5,15.9,22.8,25.1,18.0,8.7,3.4,2.7,3.9,00111
33,36.0,86.0,XXX,XX,XX,Targaon Union Total,7178,3.5,11.9,20.2,25.6,19.2,10.0,4.3,5.3,4.3,00111
33,36.0,94.0,XXX,XX,XX,Toke Union Total,9618,4.3,12.2,19.2,23.7,19.4,11.3,5.3,4.6,4.2,00111
33,86.0,XX.0,XXX,XX,XX,Sreepur Upazila Total,121351,3.5,15.7,23.7,25.2,16.0,8.2,3.8,3.9,4.0,00111
33,86.0,1.0,XXX,XX,XX,Ward No-01 Total,2127,4.6,12.4,23.8,26.8,16.4,9.0,3.5,3.7,4.0,00111
33,86.0,2.0,XXX,XX,XX,Ward No-02 Total,1991,5.2,16.5,22.9,25.4,15.2,7.0,3.6,4.2,3.9,00111
33,86.0,3.0,XXX,XX,XX,Ward No-03 Total,1472,1.8,11.7,21.0,29.5,17.9,10.3,4.8,3.0,4.2,00111
33,86.0,4.0,XXX,XX,XX,Ward No-04 Total,2707,4.6,19.0,22.7,23.0,13.4,7.9,4.1,5.2,4.0,00111
33,86.0,5.0,XXX,XX,XX,Ward No-05 Total,5350,3.1,29.7,27.2,20.0,10.4,4.6,2.4,2.6,3.4,00111
33,86.0,6.0,XXX,XX,XX,Ward No-06 Total,2968,3.2,12.8,21.4,25.6,17.9,9.2,4.0,5.8,4.2,00111
33,86.0,7.0,XXX,XX,XX,Ward No-07 Total,7927,2.6,19.4,24.6,22.1,12.5,7.8,4.4,6.6,4.0,00111
33,86.0,8.0,XXX,XX,XX,Ward No-08 Total,4570,2.8,15.7,25.8,24.3,15.2,7.0,4.0,5.2,4.0,00111
33,86.0,9.0,XXX,XX,XX,Ward No-09 Total,1401,1.5,11.6,18.3,24.6,19.0,9.9,5.8,9.4,4.6,00111
33,86.0,21.0,XXX,XX,XX,Barmi Union Total,16142,2.6,13.9,23.6,26.2,18.3,9.0,3.7,2.8,4.0,00111
33,86.0,25.0,XXX,XX,XX,Gazipur Union Total,14201,5.4,19.3,25.7,25.3,14.0,5.8,2.3,2.1,3.6,00111
33,86.0,28.0,XXX,XX,XX,Gosinga Union Total,7905,3.4,13.0,21.8,25.8,18.1,9.5,4.3,4.3,4.1,00111
33,86.0,38.0,XXX,XX,XX,Kaoraid Union Total,12297,4.0,13.5,22.6,25.1,18.1,9.5,3.8,3.4,4.0,00111
33,86.0,47.0,XXX,XX,XX,Maona Union Total,12720,4.0,14.2,23.9,27.0,15.8,8.1,3.8,3.2,4.0,00111
33,86.0,57.0,XXX,XX,XX,Prahladpur Union Total,6144,3.3,13.1,23.8,24.8,16.9,8.7,4.2,5.3,4.2,00111
33,86.0,66.0,XXX,XX,XX,Rajabari Union Total,10104,2.6,12.3,21.6,25.7,17.2,9.6,5.0,6.1,4.3,00111
33,86.0,85.0,XXX,XX,XX,Telihati Union Total,11325,3.5,16.8,24.2,25.2,15.3,8.1,3.7,3.2,3.9,00111
90,XX.0,XX.0,XXX,XX,XX,Sunamganj Zila Total,438752,2.2,6.6,11.5,15.8,17.5,15.6,11.8,19.1,5.6,00111
90,18.0,XX.0,XXX,XX,XX,Bishwambarpur Upazila Total,29288,2.4,7.2,12.4,16.6,18.2,15.7,11.6,15.8,5.3,00111
90,18.0,17.0,XXX,XX,XX,Dakshin Badaghat Union Total,4494,2.0,6.5,11.3,15.0,17.2,16.6,12.3,19.0,5.6,00111
90,18.0,20.0,XXX,XX,XX,Dhonpur Union Total,7582,3.3,8.9,14.3,17.9,19.2,15.3,10.0,11.1,4.9,00111
90,18.0,34.0,XXX,XX,XX,Fatehpur Union Total,4895,1.9,5.7,10.7,15.8,18.3,16.2,12.4,19.0,5.7,00111
90,18.0,77.0,XXX,XX,XX,Palash Union Total,5529,2.6,7.8,13.8,17.7,18.5,14.2,10.7,14.6,5.2,00111
90,18.0,80.0,XXX,XX,XX,Sholukabad Union Total,6788,1.9,6.5,11.1,16.0,17.5,16.4,13.0,17.6,5.5,00111
90,23.0,XX.0,XXX,XX,XX,Chhatak Upazila Total,66363,1.9,5.8,10.2,14.2,16.3,15.4,12.4,23.8,5.9,00111
90,23.0,1.0,XXX,XX,XX,Ward No-01 Total,324,7.4,5.2,8.6,18.2,16.4,14.5,6.8,22.8,5.9,00111
90,23.0,2.0,XXX,XX,XX,Ward No-02 Total,751,5.9,6.4,13.3,20.5,21.3,15.2,7.9,9.6,4.8,00111
90,23.0,3.0,XXX,XX,XX,Ward No-03 Total,772,0.5,4.7,9.2,15.3,16.7,15.8,12.4,25.4,6.1,00111
90,23.0,4.0,XXX,XX,XX,Ward No-04 Total,1180,3.7,11.3,15.5,16.6,13.6,14.7,9.7,14.9,5.0,00111
90,23.0,5.0,XXX,XX,XX,Ward No-05 Total,586,2.7,9.6,17.7,22.2,17.1,11.6,6.5,12.6,4.8,00111
90,23.0,6.0,XXX,XX,XX,Ward No-06 Total,1187,2.7,6.5,13.1,18.6,17.9,14.1,9.1,18.1,5.5,00111
90,23.0,7.0,XXX,XX,XX,Ward No-07 Total,1445,3.3,7.4,12.4,19.2,19.2,12.8,8.8,16.9,5.3,00111
90,23.0,8.0,XXX,XX,XX,Ward No-08 Total,659,0.9,8.6,10.2,15.2,18.7,14.4,9.3,22.8,5.8,00111
90,23.0,9.0,XXX,XX,XX,Ward No-09 Total,797,1.6,4.3,9.2,15.3,15.9,17.7,12.2,23.8,6.1,00111
90,23.0,11.0,XXX,XX,XX,Bhatgaon Union Total,4619,2.1,5.0,8.8,11.4,15.3,15.7,13.5,28.2,6.3,00111
90,23.0,13.0,XXX,XX,XX,Chhatak Union Total,1916,2.5,5.3,10.1,15.8,17.3,16.3,13.1,19.6,5.8,00111
90,23.0,14.0,XXX,XX,XX,Charmohalla Union Total,4182,2.3,6.6,11.0,15.4,16.9,15.1,12.8,19.9,5.6,00111
90,23.0,38.0,XXX,XX,XX,Dular Bazar Union Total,5288,1.9,5.6,8.6,12.9,16.2,14.1,12.9,27.8,6.2,00111
90,23.0,42.0,XXX,XX,XX,Dakshin Khurma Union Total,3879,1.5,5.2,8.9,12.9,16.8,17.0,13.2,24.5,6.1,00111
90,23.0,47.0,XXX,XX,XX,Dakshin Islampur Union Total,5144,1.2,5.1,9.7,13.3,15.4,16.4,13.3,25.6,6.1,00111
90,23.0,52.0,XXX,XX,XX,Jawar Bazar Union Total,5447,2.3,5.1,9.7,13.3,15.2,15.0,12.1,27.2,6.2,00111
90,23.0,57.0,XXX,XX,XX,Kalaruka Union Total,5330,1.2,4.7,9.5,13.2,16.2,15.0,13.1,27.1,6.2,00111
90,23.0,76.0,XXX,XX,XX,Noarai Union Total,6550,1.1,6.3,11.1,15.2,16.5,16.2,11.9,21.8,5.8,00111
90,23.0,85.0,XXX,XX,XX,Saidergaon Union Total,4537,2.0,6.1,11.5,14.9,15.6,15.9,12.4,21.5,5.7,00111
90,23.0,90.0,XXX,XX,XX,Saila Afzalabad Union Total,5122,1.7,6.2,11.5,14.4,17.6,15.1,12.8,20.7,5.7,00111
90,23.0,92.0,XXX,XX,XX,Sing Chapair Union Total,3733,2.3,5.6,8.5,12.2,15.5,14.9,13.5,27.5,6.2,00111
90,23.0,94.0,XXX,XX,XX,Uttar Surma Union Total,2915,1.7,5.8,9.5,13.8,16.6,15.2,12.4,24.9,6.0,00111
90,27.0,XX.0,XXX,XX,XX,Dakshin Sunamganj Upazila Total,31951,2.2,6.2,10.8,14.7,16.6,15.6,12.5,21.3,5.7,00111
90,27.0,11.0,XXX,XX,XX,Durgapasha Union Total,4121,2.8,6.0,11.1,14.8,16.3,14.9,12.4,21.8,5.8,00111
90,27.0,33.0,XXX,XX,XX,Joykalas Union Total,6399,2.2,6.8,11.1,14.9,16.2,15.1,12.0,21.6,5.7,00111
90,27.0,61.0,XXX,XX,XX,Patharia Union Total,4071,2.5,6.5,10.7,14.0,15.9,15.8,12.5,22.2,5.8,00111
90,27.0,78.0,XXX,XX,XX,Shimulbak Union Total,5171,2.0,6.5,10.4,15.0,17.2,16.0,13.1,19.8,5.6,00111
