ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
79.0,87.0,XX.0,XXX,XX,03,  Nesarabad Upazila,10911,40.0,59.3,0.7,0.1,11610,26.7,64.3,8.6,0.5,00110
79.0,87.0,76.0,XXX,XX,03,  Sohagdal Union,4291,39.1,60.4,0.5,0.0,4678,26.3,65.6,7.5,0.7,00110
79.0,87.0,85.0,XXX,XX,03,  Sutiakati Union,5514,40.7,58.6,0.6,0.1,5702,27.1,63.7,9.0,0.3,00110
79.0,87.0,95.0,XXX,XX,03,  Nesarabad (Swarupkati) Union,1106,39.5,58.9,1.4,0.2,1230,26.3,61.9,11.0,0.9,00110
79.0,90.0,XX.0,XXX,XX,03,  Zianagar Upazila,2293,35.5,63.9,0.5,0.0,2366,26.5,67.1,6.0,0.3,00110
79.0,90.0,51.0,XXX,XX,03,  Pattashi Union,2293,35.5,63.9,0.5,0.0,2366,26.5,67.1,6.0,0.3,00110
9.0,XX.0,XX.0,XXX,XX,03, Bhola Zila,46591,39.0,60.2,0.8,0.1,48215,25.8,67.0,6.8,0.4,00110
9.0,18.0,XX.0,XXX,XX,03,  Bhola Sadar Upazila,14624,40.4,58.9,0.7,0.0,15484,26.9,65.6,7.2,0.3,00110
9.0,18.0,12.0,XXX,XX,03,  Alinagar Union,392,45.7,52.6,1.8,0.0,418,30.9,57.9,11.0,0.2,00110
9.0,18.0,14.0,XXX,XX,03,  Bapta Union,11327,40.2,59.2,0.6,0.0,12121,27.1,65.7,6.9,0.3,00110
9.0,18.0,36.0,XXX,XX,03,  Dhania Union,2905,40.4,58.8,0.8,0.0,2945,25.2,66.6,7.8,0.4,00110
9.0,21.0,XX.0,XXX,XX,03,  Burhanuddin Upazila,9156,39.0,60.0,0.8,0.1,9928,26.2,66.0,7.4,0.4,00110
9.0,21.0,16.0,XXX,XX,03,  Bara Manika Union,3503,39.7,59.2,0.9,0.1,3951,26.7,66.2,6.4,0.7,00110
9.0,21.0,57.0,XXX,XX,03,  Kutba Union,5653,38.6,60.6,0.8,0.1,5977,25.9,65.8,8.0,0.3,00110
9.0,25.0,XX.0,XXX,XX,03,  Char Fasson Upazila,8693,39.0,60.2,0.7,0.1,8737,25.9,68.1,5.6,0.4,00110
9.0,25.0,66.0,XXX,XX,03,  Jinnaghar Union,8693,39.0,60.2,0.7,0.1,8737,25.9,68.1,5.6,0.4,00110
9.0,54.0,XX.0,XXX,XX,03,  Lalmohan Upazila,5421,36.0,62.7,1.3,0.1,6008,23.2,70.1,6.3,0.4,00110
9.0,54.0,57.0,XXX,XX,03,  Lalmohan Union,5421,36.0,62.7,1.3,0.1,6008,23.2,70.1,6.3,0.4,00110
9.0,65.0,XX.0,XXX,XX,03,  Manpura Upazila,395,37.5,62.0,0.5,0.0,393,28.0,66.9,5.1,0.0,00110
9.0,65.0,23.0,XXX,XX,03,  Hajirhat Union,395,37.5,62.0,0.5,0.0,393,28.0,66.9,5.1,0.0,00110
9.0,91.0,XX.0,XXX,XX,03,  Tazumuddin Upazila,8302,38.5,60.7,0.8,0.0,7665,25.2,67.5,7.1,0.2,00110
9.0,91.0,57.0,XXX,XX,03,  Chandpur Union,8302,38.5,60.7,0.8,0.0,7665,25.2,67.5,7.1,0.2,00110
4.0,XX.0,XX.0,XXX,XX,03, Barguna Zila,10165,33.0,65.7,1.1,0.2,10519,20.5,69.8,8.9,0.8,00110
4.0,9.0,XX.0,XXX,XX,03,  Amtali Upazila,1727,32.3,66.7,1.0,0.1,1781,19.4,70.9,9.2,0.6,00110
4.0,9.0,13.0,XXX,XX,03,  Amtali Union,1727,32.3,66.7,1.0,0.1,1781,19.4,70.9,9.2,0.6,00110
4.0,19.0,XX.0,XXX,XX,03,  Bamna Upazila,3065,36.0,63.1,0.8,0.1,3128,22.0,68.4,8.3,1.3,00110
4.0,19.0,23.0,XXX,XX,03,  Bamna Union,3065,36.0,63.1,0.8,0.1,3128,22.0,68.4,8.3,1.3,00110
4.0,47.0,XX.0,XXX,XX,03,  Betagi Upazila,1027,37.1,61.8,1.0,0.1,1035,25.6,67.9,6.5,0.0,00110
4.0,47.0,11.0,XXX,XX,03,  Betagi Union,1027,37.1,61.8,1.0,0.1,1035,25.6,67.9,6.5,0.0,00110
4.0,85.0,XX.0,XXX,XX,03,  Patharghata Upazila,4346,30.3,68.1,1.4,0.2,4575,18.7,70.8,9.8,0.6,00110
4.0,85.0,23.0,XXX,XX,03,  Kakchira Union,1419,32.1,66.3,1.2,0.4,1565,19.1,68.6,11.6,0.7,00110
4.0,85.0,35.0,XXX,XX,03,  Kalmegha Union,2777,29.5,68.8,1.5,0.2,2857,18.4,72.0,9.0,0.6,00110
4.0,85.0,71.0,XXX,XX,03,  Patharghata Union,150,28.7,71.3,0.0,0.0,153,21.6,71.9,6.5,0.0,00110
52.0,XX.0,XX.0,XXX,XX,03, Lalmonirhat Zila,14872,37.0,62.2,0.8,0.0,14799,24.3,65.7,9.5,0.5,00110
52.0,2.0,XX.0,XXX,XX,03,  Aditmari Upazila,7525,35.4,63.5,1.0,0.1,7490,22.7,67.1,9.5,0.6,00110
52.0,2.0,10.0,XXX,XX,03,  Bhadai Union,7525,35.4,63.5,1.0,0.1,7490,22.7,67.1,9.5,0.6,00110
52.0,39.0,XX.0,XXX,XX,03,  Kaligang Upazila,7347,38.5,60.9,0.5,0.0,7309,25.8,64.3,9.4,0.5,00110
52.0,39.0,95.0,XXX,XX,03,  Tushbhandar Union,7347,38.5,60.9,0.5,0.0,7309,25.8,64.3,9.4,0.5,00110
77.0,XX.0,XX.0,XXX,XX,03, Panchagarh Zila,13545,36.2,63.1,0.6,0.1,13421,24.4,65.4,9.2,1.0,00110
77.0,4.0,XX.0,XXX,XX,03,  Atwari Upazila,4338,33.1,65.5,1.2,0.1,4311,22.1,67.0,10.2,0.7,00110
77.0,4.0,67.0,XXX,XX,03,  Radhanagar Union,4078,33.0,65.7,1.2,0.1,4035,21.8,67.4,10.0,0.7,00110
77.0,4.0,81.0,XXX,XX,03,  Taria Union,260,36.2,62.3,1.5,0.0,276,25.7,60.9,12.3,1.1,00110
77.0,25.0,XX.0,XXX,XX,03,  Boda Upazila,891,36.5,62.9,0.4,0.2,847,22.4,68.5,8.6,0.5,00110
77.0,25.0,73.0,XXX,XX,03,  Maidan Dighi Union,891,36.5,62.9,0.4,0.2,847,22.4,68.5,8.6,0.5,00110
77.0,34.0,XX.0,XXX,XX,03,  Debiganj Upazila,5942,38.0,61.7,0.3,0.1,5886,26.0,64.7,8.1,1.1,00110
77.0,34.0,47.0,XXX,XX,03,  Debiganj Union,5942,38.0,61.7,0.3,0.1,5886,26.0,64.7,8.1,1.1,00110
77.0,73.0,XX.0,XXX,XX,03,  Panchagarh Sadar Upazila,158,40.5,58.9,0.0,0.6,189,33.3,52.9,13.2,0.5,00110
77.0,73.0,36.0,XXX,XX,03,  Dhakkamara Union,158,40.5,58.9,0.0,0.6,189,33.3,52.9,13.2,0.5,00110
77.0,90.0,XX.0,XXX,XX,03,  Tentulia Upazila,2216,36.9,62.5,0.5,0.0,2188,24.6,64.1,10.1,1.2,00110
77.0,90.0,81.0,XXX,XX,03,  Tentulia Union,2216,36.9,62.5,0.5,0.0,2188,24.6,64.1,10.1,1.2,00110
85.0,XX.0,XX.0,XXX,XX,03, Rangpur Zila,21999,37.6,61.7,0.6,0.1,21768,24.0,65.5,9.5,1.0,00110
85.0,27.0,XX.0,XXX,XX,03,  Gangachara Upazila,4997,38.4,60.8,0.6,0.2,4804,23.6,64.8,10.6,1.0,00110
85.0,27.0,31.0,XXX,XX,03,  Gangachara Union,4997,38.4,60.8,0.6,0.2,4804,23.6,64.8,10.6,1.0,00110
85.0,58.0,XX.0,XXX,XX,03,  Mithapukur Upazila,2934,40.4,58.9,0.6,0.1,2822,27.9,62.9,8.3,1.0,00110
85.0,58.0,49.0,XXX,XX,03,  Durgapur Union,2934,40.4,58.9,0.6,0.1,2822,27.9,62.9,8.3,1.0,00110
85.0,73.0,XX.0,XXX,XX,03,  Pirgachha Upazila,4941,33.2,66.0,0.8,0.1,5302,21.2,66.5,11.2,1.1,00110
85.0,73.0,76.0,XXX,XX,03,  Pirgachha Union,4941,33.2,66.0,0.8,0.1,5302,21.2,66.5,11.2,1.1,00110
85.0,76.0,XX.0,XXX,XX,03,  Pirganj Upazila,6046,37.5,61.9,0.5,0.1,5852,24.0,67.5,7.4,1.1,00110
85.0,76.0,69.0,XXX,XX,03,  Pirganj Union,5142,37.8,61.5,0.5,0.1,4921,24.2,67.3,7.2,1.2,00110
85.0,76.0,75.0,XXX,XX,03,  Roypur Union,904,35.4,64.2,0.2,0.2,931,23.3,68.2,8.4,0.1,00110
85.0,92.0,XX.0,XXX,XX,03,  Taraganj Upazila,3081,41.1,58.3,0.4,0.2,2988,25.8,63.6,10.0,0.6,00110
85.0,92.0,71.0,XXX,XX,03,  Kursha Union,3081,41.1,58.3,0.4,0.2,2988,25.8,63.6,10.0,0.6,00110
49.0,XX.0,XX.0,XXX,XX,03, Kurigram Zila,52772,36.9,62.4,0.5,0.1,55836,22.1,66.3,10.3,1.3,00110
49.0,6.0,XX.0,XXX,XX,03,  Bhurungamari Upazila,11825,37.7,61.7,0.5,0.1,11745,21.8,66.1,10.4,1.7,00110
49.0,6.0,19.0,XXX,XX,03,  Bhurungamari Union,11825,37.7,61.7,0.5,0.1,11745,21.8,66.1,10.4,1.7,00110
49.0,8.0,XX.0,XXX,XX,03,  Char Rajibpur Upazila,5424,35.7,63.7,0.5,0.1,5777,22.2,67.0,9.1,1.8,00110
49.0,8.0,19.0,XXX,XX,03,  Char Rajibpur Union,5424,35.7,63.7,0.5,0.1,5777,22.2,67.0,9.1,1.8,00110
49.0,9.0,XX.0,XXX,XX,03,  Chilmari Upazila,16052,36.5,62.7,0.6,0.2,17923,21.4,65.6,12.0,0.9,00110
49.0,9.0,59.0,XXX,XX,03,  Ramna Union,9739,35.3,63.9,0.6,0.2,11358,20.1,65.5,13.4,1.0,00110
49.0,9.0,83.0,XXX,XX,03,  Thanahat Union,6313,38.5,60.8,0.5,0.2,6565,23.6,65.9,9.7,0.8,00110
49.0,18.0,XX.0,XXX,XX,03,  Phulbari Sadar Upazila,4992,34.4,64.6,0.7,0.2,5233,20.2,66.6,11.5,1.7,00110
49.0,18.0,40.0,XXX,XX,03,  Phulbari Union,4992,34.4,64.6,0.7,0.2,5233,20.2,66.6,11.5,1.7,00110
49.0,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,1488,37.7,61.2,1.1,0.1,1456,29.2,62.2,7.6,1.0,00110
49.0,52.0,17.0,XXX,XX,03,  Belgachha Union,1488,37.7,61.2,1.1,0.1,1456,29.2,62.2,7.6,1.0,00110
49.0,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,3619,35.3,64.1,0.5,0.2,3787,22.6,66.6,9.4,1.4,00110
49.0,77.0,21.0,XXX,XX,03,  Chakirpashar Union,2321,36.0,63.2,0.6,0.2,2438,23.0,66.1,9.4,1.5,00110
49.0,77.0,73.0,XXX,XX,03,  Rajarhat Union,1298,33.9,65.5,0.5,0.2,1349,21.9,67.6,9.3,1.2,00110
49.0,79.0,XX.0,XXX,XX,03,  Raumari Upazila,9372,39.3,60.4,0.3,0.1,9915,23.3,67.4,8.0,1.3,00110
49.0,79.0,71.0,XXX,XX,03,  Raumari Union,9372,39.3,60.4,0.3,0.1,9915,23.3,67.4,8.0,1.3,00110
32.0,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,33051,36.5,62.8,0.6,0.1,34045,22.3,66.4,10.3,1.0,00110
32.0,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,2461,40.4,58.8,0.7,0.1,2461,21.5,64.0,13.3,1.2,00110
32.0,21.0,47.0,XXX,XX,03,  Gazaria Union,2461,40.4,58.8,0.7,0.1,2461,21.5,64.0,13.3,1.2,00110
32.0,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,9801,38.0,61.4,0.6,0.1,9950,22.4,66.8,10.1,0.7,00110
32.0,24.0,14.0,XXX,XX,03,  Ballamjhar Union,2717,35.6,63.6,0.7,0.0,2756,22.4,68.0,9.0,0.7,00110
32.0,24.0,21.0,XXX,XX,03,  Boali Union,137,31.4,67.9,0.7,0.0,155,22.6,65.8,11.6,0.0,00110
32.0,24.0,58.0,XXX,XX,03,  Kholahati Union,6467,39.7,59.6,0.6,0.1,6530,22.7,65.7,10.8,0.7,00110
32.0,24.0,85.0,XXX,XX,03,  Mollar Char Union,480,29.6,70.2,0.2,0.0,509,18.5,73.9,7.3,0.4,00110
32.0,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,8733,37.0,62.2,0.7,0.2,8904,23.1,65.9,9.8,1.2,00110
32.0,67.0,85.0,XXX,XX,03,  Palashbari Union,8733,37.0,62.2,0.7,0.2,8904,23.1,65.9,9.8,1.2,00110
32.0,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,4650,33.4,65.5,0.8,0.3,4938,22.0,66.1,10.9,1.0,00110
32.0,82.0,13.0,XXX,XX,03,  Banagram Union,3655,34.9,64.1,0.7,0.3,3883,23.1,65.2,10.8,0.9,00110
32.0,82.0,60.0,XXX,XX,03,  Jamalpur Union,995,28.0,70.8,0.8,0.4,1055,18.0,69.2,11.5,1.3,00110
32.0,88.0,XX.0,XXX,XX,03,  Saghata Upazila,6050,34.7,64.6,0.5,0.2,6357,22.1,67.6,9.3,1.0,00110
32.0,88.0,19.0,XXX,XX,03,  Bonar Para Union,3878,34.7,64.6,0.6,0.2,4034,24.1,66.0,9.0,0.8,00110
32.0,88.0,85.0,XXX,XX,03,  Saghata Union,2172,34.8,64.6,0.3,0.2,2323,18.5,70.3,9.8,1.3,00110
32.0,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,1356,32.7,66.7,0.5,0.1,1435,20.0,67.3,11.7,1.0,00110
32.0,91.0,31.0,XXX,XX,03,  Dahabanda Union,1356,32.7,66.7,0.5,0.1,1435,20.0,67.3,11.7,1.0,00110
73.0,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,20481,36.6,62.6,0.7,0.1,20516,24.3,66.5,8.7,0.4,00110
73.0,12.0,XX.0,XXX,XX,03,  Dimla Upazila,7564,37.5,61.8,0.7,0.1,7470,25.7,64.7,9.1,0.5,00110
73.0,12.0,19.0,XXX,XX,03,  Dimla Union,7564,37.5,61.8,0.7,0.1,7470,25.7,64.7,9.1,0.5,00110
73.0,15.0,XX.0,XXX,XX,03,  Domar Upazila,8569,36.6,62.7,0.6,0.1,8663,24.0,66.9,8.8,0.3,00110
73.0,15.0,19.0,XXX,XX,03,  Bhogdabari Union,3208,37.3,61.9,0.7,0.1,3380,26.1,65.5,8.0,0.4,00110
73.0,15.0,28.0,XXX,XX,03,  Boragari Union,2205,37.8,61.6,0.5,0.2,2199,25.8,66.4,7.5,0.3,00110
73.0,15.0,38.0,XXX,XX,03,  Domar Union,3156,34.9,64.3,0.7,0.0,3084,20.6,68.9,10.4,0.1,00110
73.0,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,3211,34.0,65.0,1.0,0.0,3240,22.1,68.1,9.4,0.5,00110
73.0,45.0,51.0,XXX,XX,03,  Kishoreganj Union,3211,34.0,65.0,1.0,0.0,3240,22.1,68.1,9.4,0.5,00110
73.0,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,1137,38.9,60.9,0.2,0.0,1143,23.6,71.6,4.6,0.2,00110
73.0,85.0,23.0,XXX,XX,03,  Bangalipur Union,1137,38.9,60.9,0.2,0.0,1143,23.6,71.6,4.6,0.2,00110
94.0,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,13761,37.6,61.8,0.5,0.0,13471,24.5,67.3,7.4,0.8,00110
94.0,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,6072,37.8,61.8,0.4,0.0,5705,23.9,67.7,7.7,0.6,00110
94.0,8.0,21.0,XXX,XX,03,  Barabari Union,3211,37.2,62.4,0.3,0.0,2996,23.9,69.1,6.6,0.4,00110
94.0,8.0,73.0,XXX,XX,03,  Duosuo Union,2861,38.4,61.1,0.5,0.0,2709,24.0,66.3,9.0,0.8,00110
94.0,51.0,XX.0,XXX,XX,03,  Haripur Upazila,2818,39.1,59.9,0.9,0.1,2806,25.3,64.7,8.7,1.3,00110
94.0,51.0,81.0,XXX,XX,03,  Haripur Union,2818,39.1,59.9,0.9,0.1,2806,25.3,64.7,8.7,1.3,00110
94.0,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,4871,36.6,62.9,0.5,0.0,4960,24.6,68.3,6.4,0.7,00110
94.0,94.0,52.0,XXX,XX,03,  Jamalpur Union,3285,37.9,61.7,0.3,0.1,3317,25.4,68.9,5.1,0.5,00110
94.0,94.0,58.0,XXX,XX,03,  Mohammadpur Union,471,32.5,66.5,1.1,0.0,516,24.4,64.7,9.9,1.0,00110
94.0,94.0,68.0,XXX,XX,03,  Rahimanpur Union,1115,34.3,65.1,0.6,0.0,1127,22.4,68.1,8.7,0.9,00110
27.0,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,23948,37.6,61.5,0.7,0.2,23308,24.1,66.2,8.7,1.0,00110
27.0,10.0,XX.0,XXX,XX,03,  Birampur Upazila,886,31.6,67.3,0.9,0.2,866,18.2,73.0,7.5,1.3,00110
27.0,10.0,71.0,XXX,XX,03,  Khanpur Union,311,31.2,67.5,1.0,0.3,286,14.7,77.3,5.9,2.1,00110
27.0,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,575,31.8,67.1,0.9,0.2,580,20.0,70.9,8.3,0.9,00110
27.0,17.0,XX.0,XXX,XX,03,  Biral Upazila,3598,37.0,62.0,0.8,0.3,3457,22.9,66.2,9.6,1.3,00110
27.0,17.0,28.0,XXX,XX,03,  Biral Union,3598,37.0,62.0,0.8,0.3,3457,22.9,66.2,9.6,1.3,00110
27.0,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,3701,43.1,56.0,0.6,0.2,3313,26.0,64.2,8.9,0.9,00110
27.0,30.0,13.0,XXX,XX,03,  Abdulpur Union,3701,43.1,56.0,0.6,0.2,3313,26.0,64.2,8.9,0.9,00110
27.0,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,328,39.9,58.5,0.0,1.5,319,26.0,61.1,9.1,3.8,00110
27.0,43.0,38.0,XXX,XX,03,  Ghoraghat Union,328,39.9,58.5,0.0,1.5,319,26.0,61.1,9.1,3.8,00110
27.0,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,2987,38.4,61.0,0.4,0.2,2928,24.9,66.2,7.8,1.1,00110
27.0,56.0,31.0,XXX,XX,03,  Mukundapur Union,2987,38.4,61.0,0.4,0.2,2928,24.9,66.2,7.8,1.1,00110
27.0,60.0,XX.0,XXX,XX,03,  Khansama Upazila,3531,36.0,63.3,0.6,0.1,3510,23.2,66.6,9.1,1.1,00110
27.0,60.0,15.0,XXX,XX,03,  Alokjhari Union,3531,36.0,63.3,0.6,0.1,3510,23.2,66.6,9.1,1.1,00110
27.0,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,1826,37.4,61.6,0.9,0.1,1797,23.8,66.0,9.7,0.5,00110
27.0,64.0,69.0,XXX,XX,03,  Shashara Union,1002,35.0,63.2,1.6,0.2,992,22.4,67.2,9.9,0.5,00110
27.0,64.0,77.0,XXX,XX,03,  Sekhpura Union,824,40.3,59.7,0.0,0.0,805,25.5,64.5,9.6,0.5,00110
27.0,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,2837,34.7,64.2,0.8,0.3,2938,25.4,65.7,7.7,1.3,00110
27.0,69.0,17.0,XXX,XX,03,  Binodnagar Union,1815,35.8,62.8,1.0,0.4,1781,22.9,67.7,8.3,1.1,00110
27.0,69.0,43.0,XXX,XX,03,  Golapganj Union,1022,32.7,66.8,0.3,0.2,1157,29.2,62.5,6.7,1.6,00110
27.0,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,4254,37.0,61.8,1.0,0.2,4180,24.1,66.8,8.5,0.6,00110
27.0,77.0,86.0,XXX,XX,03,  Rampur Union,4254,37.0,61.8,1.0,0.2,4180,24.1,66.8,8.5,0.6,00110
10.0,XX.0,XX.0,XXX,XX,03, Bogra Zila,18263,34.2,65.2,0.5,0.1,18130,19.8,69.8,9.2,1.2,00110
10.0,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,3829,38.8,60.4,0.7,0.2,3463,19.9,69.5,9.5,1.2,00110
10.0,6.0,13.0,XXX,XX,03,  Adam Dighi Union,3829,38.8,60.4,0.7,0.2,3463,19.9,69.5,9.5,1.2,00110
10.0,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,3247,31.8,67.4,0.7,0.0,3286,16.5,70.9,11.5,1.2,00110
10.0,27.0,38.0,XXX,XX,03,  Dhunat Union,3247,31.8,67.4,0.7,0.0,3286,16.5,70.9,11.5,1.2,00110
10.0,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,11187,33.3,66.2,0.5,0.1,11381,20.8,69.5,8.5,1.2,00110
10.0,88.0,28.0,XXX,XX,03,  Garidaha Union,3817,31.6,67.8,0.5,0.1,3954,19.9,69.5,9.0,1.6,00110
10.0,88.0,57.0,XXX,XX,03,  Kusumbi Union,683,31.9,67.6,0.4,0.0,719,23.6,72.2,4.0,0.1,00110
10.0,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,6687,34.4,65.1,0.4,0.2,6708,21.0,69.3,8.7,1.1,00110
88.0,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,22647,34.8,64.5,0.6,0.1,23330,22.2,68.6,8.5,0.8,00110
88.0,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,7980,33.1,66.3,0.5,0.0,8270,22.9,68.5,8.0,0.6,00110
88.0,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,5572,30.0,69.5,0.5,0.0,5719,19.7,71.2,8.5,0.6,00110
88.0,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,2408,40.4,59.1,0.4,0.0,2551,30.1,62.5,6.9,0.4,00110
88.0,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,3804,36.5,62.5,0.7,0.3,3917,23.5,66.7,8.5,1.4,00110
88.0,44.0,38.0,XXX,XX,03,  Jamtail Union,3804,36.5,62.5,0.7,0.3,3917,23.5,66.7,8.5,1.4,00110
88.0,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,1512,33.7,65.2,1.0,0.1,1564,19.3,68.2,11.3,1.2,00110
88.0,50.0,25.0,XXX,XX,03,  Gandail Union,187,29.9,69.0,1.1,0.0,245,19.6,67.3,11.4,1.6,00110
88.0,50.0,77.0,XXX,XX,03,  Sonamukhi Union,1325,34.3,64.7,1.0,0.1,1319,19.3,68.3,11.3,1.1,00110
88.0,61.0,XX.0,XXX,XX,03,  Royganj Upazila,618,34.1,65.2,0.5,0.2,635,18.7,73.2,7.6,0.5,00110
88.0,61.0,38.0,XXX,XX,03,  Dhangara Union,618,34.1,65.2,0.5,0.2,635,18.7,73.2,7.6,0.5,00110
88.0,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,2190,37.0,62.6,0.4,0.0,2596,20.3,71.3,8.1,0.3,00110
88.0,67.0,14.0,XXX,XX,03,  Gala Union,2190,37.0,62.6,0.4,0.0,2596,20.3,71.3,8.1,0.3,00110
88.0,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,3138,36.1,62.7,1.0,0.3,3015,20.7,68.4,10.0,0.9,00110
88.0,78.0,16.0,XXX,XX,03,  Baghbati Union,3138,36.1,62.7,1.0,0.3,3015,20.7,68.4,10.0,0.9,00110
88.0,89.0,XX.0,XXX,XX,03,  Tarash Upazila,3405,34.7,64.9,0.3,0.1,3333,23.5,68.3,7.4,0.8,00110
88.0,89.0,84.0,XXX,XX,03,  Tarash Union,3405,34.7,64.9,0.3,0.1,3333,23.5,68.3,7.4,0.8,00110
81.0,XX.0,XX.0,XXX,XX,03, Rajshahi Zila,9919,33.7,65.5,0.6,0.2,9767,21.0,68.3,9.4,1.3,00110
81.0,12.0,XX.0,XXX,XX,03,  Baghmara Upazila,989,30.5,68.7,0.6,0.2,950,17.5,69.6,11.6,1.4,00110
81.0,12.0,50.0,XXX,XX,03,  Ganipur Union,989,30.5,68.7,0.6,0.2,950,17.5,69.6,11.6,1.4,00110
81.0,31.0,XX.0,XXX,XX,03,  Durgapur Upazila,606,33.3,66.3,0.2,0.2,577,18.4,73.0,8.0,0.7,00110
81.0,31.0,11.0,XXX,XX,03,  Deluabari Union,606,33.3,66.3,0.2,0.2,577,18.4,73.0,8.0,0.7,00110
81.0,34.0,XX.0,XXX,XX,03,  Godagari Upazila,1931,35.5,63.2,0.9,0.4,1928,24.2,64.5,9.3,1.9,00110
81.0,34.0,57.0,XXX,XX,03,  Matikata Union,1931,35.5,63.2,0.9,0.4,1928,24.2,64.5,9.3,1.9,00110
81.0,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,4219,33.4,66.1,0.3,0.2,4200,20.0,68.5,10.3,1.1,00110
81.0,53.0,13.0,XXX,XX,03,  Bakshimail Union,3849,33.8,65.8,0.1,0.2,3800,20.0,68.5,10.4,1.1,00110
81.0,53.0,81.0,XXX,XX,03,  Royghati Union,370,28.9,69.2,1.9,0.0,400,20.3,68.8,9.0,2.0,00110
81.0,82.0,XX.0,XXX,XX,03,  Puthia Upazila,2174,34.2,64.8,0.9,0.1,2112,22.1,69.4,7.2,1.2,00110
81.0,82.0,13.0,XXX,XX,03,  Baneshwar Union,1275,35.9,62.9,0.9,0.2,1175,24.1,69.2,5.5,1.2,00110
81.0,82.0,81.0,XXX,XX,03,  Silmaria Union,899,31.8,67.4,0.8,0.0,937,19.6,69.7,9.4,1.3,00110
64.0,XX.0,XX.0,XXX,XX,03, Naogaon Zila,36352,35.4,63.8,0.6,0.2,35643,22.3,67.2,8.9,1.6,00110
64.0,3.0,XX.0,XXX,XX,03,  Atrai Upazila,5531,35.6,63.7,0.4,0.2,5283,19.2,70.4,9.4,1.0,00110
64.0,3.0,10.0,XXX,XX,03,  Ahsanganj Union,1095,37.2,62.6,0.2,0.1,1072,21.2,67.8,10.2,0.8,00110
64.0,3.0,21.0,XXX,XX,03,  Bhopara Union,1823,33.8,65.6,0.5,0.1,1688,18.1,70.6,9.8,1.5,00110
64.0,3.0,73.0,XXX,XX,03,  Panchupur Union,2613,36.2,63.0,0.5,0.3,2523,19.1,71.4,8.8,0.8,00110
64.0,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,2574,31.2,67.6,1.2,0.0,2633,20.5,68.7,9.2,1.6,00110
64.0,6.0,21.0,XXX,XX,03,  Badalgachhi Union,2574,31.2,67.6,1.2,0.0,2633,20.5,68.7,9.2,1.6,00110
64.0,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,1192,32.0,65.9,1.4,0.7,1133,18.8,69.7,9.4,2.0,00110
64.0,28.0,63.0,XXX,XX,03,  Jahanpur Union,1192,32.0,65.9,1.4,0.7,1133,18.8,69.7,9.4,2.0,00110
64.0,47.0,XX.0,XXX,XX,03,  Manda Upazila,5074,33.9,65.5,0.4,0.2,5304,21.3,67.4,9.8,1.5,00110
64.0,47.0,54.0,XXX,XX,03,  Kusumba Union,2782,32.0,67.5,0.2,0.3,2861,18.6,69.9,9.9,1.6,00110
64.0,47.0,67.0,XXX,XX,03,  Manda Union,1787,36.7,62.8,0.4,0.1,1927,25.7,63.1,9.5,1.8,00110
