ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism,check_var
4.0,XX.0,XX.0,XXX,XX,03, Barguna Zila,26167,2.5,0.2,0.5,0.2,1.2,0.2,0.2,00110
4.0,9.0,XX.0,XXX,XX,03,  Amtali Upazila,4497,1.9,0.2,0.2,0.2,1.0,0.2,0.2,00110
4.0,9.0,13.0,XXX,XX,03,  Amtali Union,4497,1.9,0.2,0.2,0.2,1.0,0.2,0.2,00110
4.0,19.0,XX.0,XXX,XX,03,  Bamna Upazila,7744,3.4,0.2,0.7,0.2,1.9,0.3,0.1,00110
4.0,19.0,23.0,XXX,XX,03,  Bamna Union,7744,3.4,0.2,0.7,0.2,1.9,0.3,0.1,00110
4.0,47.0,XX.0,XXX,XX,03,  Betagi Upazila,2582,1.1,0.1,0.1,0.0,0.4,0.1,0.3,00110
4.0,47.0,11.0,XXX,XX,03,  Betagi Union,2582,1.1,0.1,0.1,0.0,0.4,0.1,0.3,00110
4.0,85.0,XX.0,XXX,XX,03,  Patharghata Upazila,11344,2.4,0.2,0.6,0.2,1.0,0.2,0.1,00110
4.0,85.0,23.0,XXX,XX,03,  Kakchira Union,3735,1.6,0.1,0.3,0.2,0.6,0.3,0.1,00110
4.0,85.0,35.0,XXX,XX,03,  Kalmegha Union,7245,2.9,0.2,0.7,0.3,1.2,0.2,0.2,00110
4.0,85.0,71.0,XXX,XX,03,  Patharghata Union,364,1.4,0.5,0.3,0.3,0.3,0.0,0.0,00110
52.0,XX.0,XX.0,XXX,XX,03, Lalmonirhat Zila,38322,1.2,0.2,0.3,0.1,0.4,0.1,0.1,00110
52.0,2.0,XX.0,XXX,XX,03,  Aditmari Upazila,19355,0.8,0.1,0.2,0.0,0.3,0.1,0.1,00110
52.0,2.0,10.0,XXX,XX,03,  Bhadai Union,19355,0.8,0.1,0.2,0.0,0.3,0.1,0.1,00110
52.0,39.0,XX.0,XXX,XX,03,  Kaligang Upazila,18967,1.7,0.3,0.4,0.2,0.6,0.2,0.1,00110
52.0,39.0,95.0,XXX,XX,03,  Tushbhandar Union,18967,1.7,0.3,0.4,0.2,0.6,0.2,0.1,00110
77.0,XX.0,XX.0,XXX,XX,03, Panchagarh Zila,34773,1.5,0.3,0.3,0.2,0.4,0.2,0.1,00110
77.0,4.0,XX.0,XXX,XX,03,  Atwari Upazila,11274,1.4,0.2,0.2,0.2,0.4,0.3,0.1,00110
77.0,4.0,67.0,XXX,XX,03,  Radhanagar Union,10583,1.4,0.2,0.2,0.2,0.4,0.3,0.1,00110
77.0,4.0,81.0,XXX,XX,03,  Taria Union,691,0.7,0.1,0.1,0.0,0.3,0.1,0.0,00110
77.0,25.0,XX.0,XXX,XX,03,  Boda Upazila,2243,1.0,0.2,0.1,0.2,0.2,0.1,0.1,00110
77.0,25.0,73.0,XXX,XX,03,  Maidan Dighi Union,2243,1.0,0.2,0.1,0.2,0.2,0.1,0.1,00110
77.0,34.0,XX.0,XXX,XX,03,  Debiganj Upazila,15301,1.5,0.3,0.3,0.2,0.4,0.2,0.1,00110
77.0,34.0,47.0,XXX,XX,03,  Debiganj Union,15301,1.5,0.3,0.3,0.2,0.4,0.2,0.1,00110
77.0,73.0,XX.0,XXX,XX,03,  Panchagarh Sadar Upazila,449,2.4,0.0,1.6,0.0,0.7,0.2,0.0,00110
77.0,73.0,36.0,XXX,XX,03,  Dhakkamara Union,449,2.4,0.0,1.6,0.0,0.7,0.2,0.0,00110
77.0,90.0,XX.0,XXX,XX,03,  Tentulia Upazila,5506,2.1,0.2,0.6,0.3,0.6,0.4,0.1,00110
77.0,90.0,81.0,XXX,XX,03,  Tentulia Union,5506,2.1,0.2,0.6,0.3,0.6,0.4,0.1,00110
85.0,XX.0,XX.0,XXX,XX,03, Rangpur Zila,55343,1.3,0.2,0.2,0.2,0.5,0.2,0.1,00110
85.0,27.0,XX.0,XXX,XX,03,  Gangachara Upazila,12345,1.5,0.3,0.2,0.2,0.5,0.2,0.2,00110
85.0,27.0,31.0,XXX,XX,03,  Gangachara Union,12345,1.5,0.3,0.2,0.2,0.5,0.2,0.2,00110
85.0,58.0,XX.0,XXX,XX,03,  Mithapukur Upazila,7062,1.6,0.2,0.1,0.3,0.5,0.4,0.1,00110
85.0,58.0,49.0,XXX,XX,03,  Durgapur Union,7062,1.6,0.2,0.1,0.3,0.5,0.4,0.1,00110
85.0,73.0,XX.0,XXX,XX,03,  Pirgachha Upazila,13037,1.4,0.2,0.3,0.2,0.5,0.3,0.0,00110
85.0,73.0,76.0,XXX,XX,03,  Pirgachha Union,13037,1.4,0.2,0.3,0.2,0.5,0.3,0.0,00110
85.0,76.0,XX.0,XXX,XX,03,  Pirganj Upazila,14993,0.9,0.1,0.1,0.1,0.4,0.1,0.1,00110
85.0,76.0,69.0,XXX,XX,03,  Pirganj Union,12689,0.9,0.2,0.1,0.1,0.4,0.1,0.0,00110
85.0,76.0,75.0,XXX,XX,03,  Roypur Union,2304,1.0,0.0,0.1,0.0,0.5,0.2,0.1,00110
85.0,92.0,XX.0,XXX,XX,03,  Taraganj Upazila,7906,1.2,0.2,0.1,0.2,0.5,0.2,0.0,00110
85.0,92.0,71.0,XXX,XX,03,  Kursha Union,7906,1.2,0.2,0.1,0.2,0.5,0.2,0.0,00110
49.0,XX.0,XX.0,XXX,XX,03, Kurigram Zila,141020,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
49.0,6.0,XX.0,XXX,XX,03,  Bhurungamari Upazila,29683,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
49.0,6.0,19.0,XXX,XX,03,  Bhurungamari Union,29683,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
49.0,8.0,XX.0,XXX,XX,03,  Char Rajibpur Upazila,14697,1.0,0.2,0.2,0.1,0.4,0.1,0.0,00110
49.0,8.0,19.0,XXX,XX,03,  Char Rajibpur Union,14697,1.0,0.2,0.2,0.1,0.4,0.1,0.0,00110
49.0,9.0,XX.0,XXX,XX,03,  Chilmari Upazila,45215,1.0,0.2,0.1,0.1,0.4,0.2,0.1,00110
49.0,9.0,59.0,XXX,XX,03,  Ramna Union,28729,1.1,0.2,0.1,0.1,0.3,0.2,0.1,00110
49.0,9.0,83.0,XXX,XX,03,  Thanahat Union,16486,1.0,0.1,0.1,0.1,0.4,0.2,0.0,00110
49.0,18.0,XX.0,XXX,XX,03,  Phulbari Sadar Upazila,12895,1.4,0.2,0.3,0.2,0.6,0.1,0.1,00110
49.0,18.0,40.0,XXX,XX,03,  Phulbari Union,12895,1.4,0.2,0.3,0.2,0.6,0.1,0.1,00110
49.0,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,3558,1.2,0.2,0.1,0.1,0.5,0.3,0.0,00110
49.0,52.0,17.0,XXX,XX,03,  Belgachha Union,3558,1.2,0.2,0.1,0.1,0.5,0.3,0.0,00110
49.0,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,9292,1.1,0.2,0.2,0.1,0.4,0.2,0.0,00110
49.0,77.0,21.0,XXX,XX,03,  Chakirpashar Union,5950,1.3,0.1,0.3,0.2,0.4,0.3,0.0,00110
49.0,77.0,73.0,XXX,XX,03,  Rajarhat Union,3342,0.9,0.2,0.1,0.0,0.4,0.1,0.1,00110
49.0,79.0,XX.0,XXX,XX,03,  Raumari Upazila,25680,1.3,0.3,0.2,0.1,0.5,0.1,0.1,00110
49.0,79.0,71.0,XXX,XX,03,  Raumari Union,25680,1.3,0.3,0.2,0.1,0.5,0.1,0.1,00110
32.0,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,87108,2.1,0.3,0.5,0.3,0.6,0.2,0.2,00110
32.0,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,6401,1.5,0.2,0.2,0.1,0.8,0.1,0.0,00110
32.0,21.0,47.0,XXX,XX,03,  Gazaria Union,6401,1.5,0.2,0.2,0.1,0.8,0.1,0.0,00110
32.0,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,26256,2.4,0.3,0.9,0.4,0.6,0.2,0.1,00110
32.0,24.0,14.0,XXX,XX,03,  Ballamjhar Union,7243,1.5,0.3,0.4,0.2,0.4,0.2,0.0,00110
32.0,24.0,21.0,XXX,XX,03,  Boali Union,378,9.0,0.0,3.2,1.6,4.0,0.3,0.0,00110
32.0,24.0,58.0,XXX,XX,03,  Kholahati Union,17155,2.7,0.3,1.1,0.4,0.6,0.2,0.1,00110
32.0,24.0,85.0,XXX,XX,03,  Mollar Char Union,1480,1.4,0.3,0.1,0.1,0.4,0.0,0.5,00110
32.0,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,22659,1.7,0.2,0.3,0.3,0.6,0.3,0.0,00110
32.0,67.0,85.0,XXX,XX,03,  Palashbari Union,22659,1.7,0.2,0.3,0.3,0.6,0.3,0.0,00110
32.0,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,12291,1.2,0.2,0.3,0.1,0.5,0.1,0.0,00110
32.0,82.0,13.0,XXX,XX,03,  Banagram Union,9604,1.4,0.3,0.3,0.1,0.5,0.1,0.0,00110
32.0,82.0,60.0,XXX,XX,03,  Jamalpur Union,2687,0.6,0.0,0.1,0.0,0.3,0.1,0.0,00110
32.0,88.0,XX.0,XXX,XX,03,  Saghata Upazila,15883,3.2,0.3,0.5,0.5,0.7,0.2,0.9,00110
32.0,88.0,19.0,XXX,XX,03,  Bonar Para Union,10053,1.5,0.3,0.3,0.1,0.6,0.2,0.1,00110
32.0,88.0,85.0,XXX,XX,03,  Saghata Union,5830,6.1,0.4,0.9,1.2,1.1,0.1,2.4,00110
32.0,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,3618,1.1,0.1,0.2,0.0,0.4,0.2,0.1,00110
32.0,91.0,31.0,XXX,XX,03,  Dahabanda Union,3618,1.1,0.1,0.2,0.0,0.4,0.2,0.1,00110
73.0,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,54246,1.3,0.2,0.2,0.1,0.5,0.1,0.1,00110
73.0,12.0,XX.0,XXX,XX,03,  Dimla Upazila,19719,1.2,0.2,0.2,0.2,0.5,0.1,0.0,00110
73.0,12.0,19.0,XXX,XX,03,  Dimla Union,19719,1.2,0.2,0.2,0.2,0.5,0.1,0.0,00110
73.0,15.0,XX.0,XXX,XX,03,  Domar Upazila,23146,1.4,0.3,0.3,0.1,0.5,0.1,0.1,00110
73.0,15.0,19.0,XXX,XX,03,  Bhogdabari Union,8884,1.8,0.3,0.5,0.1,0.7,0.1,0.0,00110
73.0,15.0,28.0,XXX,XX,03,  Boragari Union,5897,0.8,0.3,0.1,0.1,0.2,0.1,0.1,00110
73.0,15.0,38.0,XXX,XX,03,  Domar Union,8365,1.4,0.2,0.2,0.2,0.5,0.2,0.0,00110
73.0,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,8444,1.3,0.2,0.2,0.0,0.5,0.1,0.2,00110
73.0,45.0,51.0,XXX,XX,03,  Kishoreganj Union,8444,1.3,0.2,0.2,0.0,0.5,0.1,0.2,00110
73.0,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,2937,1.4,0.2,0.0,0.1,0.8,0.1,0.0,00110
73.0,85.0,23.0,XXX,XX,03,  Bangalipur Union,2937,1.4,0.2,0.0,0.1,0.8,0.1,0.0,00110
94.0,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,35258,2.0,0.2,0.4,0.2,0.9,0.2,0.1,00110
94.0,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,15346,0.8,0.2,0.1,0.0,0.3,0.1,0.1,00110
94.0,8.0,21.0,XXX,XX,03,  Barabari Union,8068,0.8,0.3,0.1,0.0,0.2,0.1,0.1,00110
94.0,8.0,73.0,XXX,XX,03,  Duosuo Union,7278,0.7,0.2,0.1,0.0,0.3,0.1,0.1,00110
94.0,51.0,XX.0,XXX,XX,03,  Haripur Upazila,7288,1.4,0.2,0.2,0.2,0.5,0.3,0.0,00110
94.0,51.0,81.0,XXX,XX,03,  Haripur Union,7288,1.4,0.2,0.2,0.2,0.5,0.3,0.0,00110
94.0,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,12624,3.7,0.1,0.9,0.5,1.9,0.2,0.0,00110
94.0,94.0,52.0,XXX,XX,03,  Jamalpur Union,8476,3.6,0.1,0.7,0.5,2.0,0.2,0.0,00110
94.0,94.0,58.0,XXX,XX,03,  Mohammadpur Union,1282,3.9,0.0,1.9,0.9,0.8,0.2,0.2,00110
94.0,94.0,68.0,XXX,XX,03,  Rahimanpur Union,2866,4.1,0.2,1.1,0.5,1.9,0.4,0.1,00110
27.0,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,59779,1.2,0.2,0.2,0.1,0.5,0.2,0.1,00110
27.0,10.0,XX.0,XXX,XX,03,  Birampur Upazila,2205,2.1,0.2,0.6,0.2,0.9,0.2,0.0,00110
27.0,10.0,71.0,XXX,XX,03,  Khanpur Union,743,0.4,0.3,0.0,0.0,0.1,0.0,0.0,00110
27.0,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,1462,3.0,0.2,0.9,0.3,1.2,0.3,0.1,00110
27.0,17.0,XX.0,XXX,XX,03,  Biral Upazila,9059,1.4,0.1,0.2,0.1,0.8,0.2,0.1,00110
27.0,17.0,28.0,XXX,XX,03,  Biral Union,9059,1.4,0.1,0.2,0.1,0.8,0.2,0.1,00110
27.0,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,8683,0.9,0.1,0.2,0.1,0.4,0.1,0.0,00110
27.0,30.0,13.0,XXX,XX,03,  Abdulpur Union,8683,0.9,0.1,0.2,0.1,0.4,0.1,0.0,00110
27.0,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,837,1.2,0.4,0.2,0.0,0.2,0.2,0.1,00110
27.0,43.0,38.0,XXX,XX,03,  Ghoraghat Union,837,1.2,0.4,0.2,0.0,0.2,0.2,0.1,00110
27.0,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,7355,1.3,0.2,0.3,0.1,0.4,0.2,0.1,00110
27.0,56.0,31.0,XXX,XX,03,  Mukundapur Union,7355,1.3,0.2,0.3,0.1,0.4,0.2,0.1,00110
27.0,60.0,XX.0,XXX,XX,03,  Khansama Upazila,8973,1.0,0.3,0.1,0.0,0.4,0.1,0.0,00110
27.0,60.0,15.0,XXX,XX,03,  Alokjhari Union,8973,1.0,0.3,0.1,0.0,0.4,0.1,0.0,00110
27.0,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,4602,0.6,0.2,0.0,0.0,0.2,0.2,0.0,00110
27.0,64.0,69.0,XXX,XX,03,  Shashara Union,2564,0.7,0.1,0.0,0.0,0.2,0.4,0.0,00110
27.0,64.0,77.0,XXX,XX,03,  Sekhpura Union,2038,0.6,0.3,0.1,0.0,0.0,0.0,0.0,00110
27.0,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,7225,1.6,0.1,0.2,0.1,0.9,0.2,0.1,00110
27.0,69.0,17.0,XXX,XX,03,  Binodnagar Union,4514,2.4,0.1,0.3,0.2,1.4,0.3,0.1,00110
27.0,69.0,43.0,XXX,XX,03,  Golapganj Union,2711,0.4,0.1,0.0,0.0,0.1,0.1,0.1,00110
27.0,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,10840,1.1,0.1,0.2,0.1,0.4,0.2,0.1,00110
27.0,77.0,86.0,XXX,XX,03,  Rampur Union,10840,1.1,0.1,0.2,0.1,0.4,0.2,0.1,00110
10.0,XX.0,XX.0,XXX,XX,03, Bogra Zila,46306,1.0,0.2,0.1,0.1,0.4,0.2,0.1,00110
10.0,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,8909,0.9,0.1,0.1,0.0,0.3,0.1,0.2,00110
10.0,6.0,13.0,XXX,XX,03,  Adam Dighi Union,8909,0.9,0.1,0.1,0.0,0.3,0.1,0.2,00110
10.0,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,8467,1.7,0.4,0.2,0.1,0.8,0.2,0.1,00110
10.0,27.0,38.0,XXX,XX,03,  Dhunat Union,8467,1.7,0.4,0.2,0.1,0.8,0.2,0.1,00110
10.0,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,28930,0.9,0.1,0.1,0.1,0.3,0.1,0.0,00110
10.0,88.0,28.0,XXX,XX,03,  Garidaha Union,10030,0.9,0.2,0.2,0.0,0.3,0.1,0.0,00110
10.0,88.0,57.0,XXX,XX,03,  Kusumbi Union,1744,0.5,0.3,0.0,0.2,0.0,0.0,0.0,00110
10.0,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,17156,0.9,0.1,0.1,0.1,0.4,0.2,0.1,00110
88.0,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,60145,1.7,0.2,0.2,0.1,1.0,0.2,0.0,00110
88.0,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,21168,2.5,0.1,0.3,0.1,1.8,0.1,0.0,00110
88.0,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,15060,1.2,0.1,0.2,0.1,0.7,0.1,0.0,00110
88.0,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,6108,5.8,0.2,0.5,0.1,4.7,0.2,0.0,00110
88.0,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,9913,1.9,0.1,0.3,0.2,0.7,0.5,0.1,00110
88.0,44.0,38.0,XXX,XX,03,  Jamtail Union,9913,1.9,0.1,0.3,0.2,0.7,0.5,0.1,00110
88.0,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,3903,1.3,0.4,0.2,0.2,0.4,0.2,0.0,00110
88.0,50.0,25.0,XXX,XX,03,  Gandail Union,562,0.9,0.2,0.2,0.0,0.5,0.0,0.0,00110
88.0,50.0,77.0,XXX,XX,03,  Sonamukhi Union,3341,1.4,0.4,0.2,0.2,0.4,0.2,0.0,00110
88.0,61.0,XX.0,XXX,XX,03,  Royganj Upazila,1572,1.3,0.1,0.3,0.2,0.6,0.1,0.0,00110
88.0,61.0,38.0,XXX,XX,03,  Dhangara Union,1572,1.3,0.1,0.3,0.2,0.6,0.1,0.0,00110
88.0,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,6860,0.9,0.4,0.2,0.0,0.2,0.1,0.0,00110
88.0,67.0,14.0,XXX,XX,03,  Gala Union,6860,0.9,0.4,0.2,0.0,0.2,0.1,0.0,00110
88.0,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,8287,1.0,0.1,0.2,0.0,0.5,0.1,0.0,00110
88.0,78.0,16.0,XXX,XX,03,  Baghbati Union,8287,1.0,0.1,0.2,0.0,0.5,0.1,0.0,00110
88.0,89.0,XX.0,XXX,XX,03,  Tarash Upazila,8442,0.9,0.2,0.1,0.0,0.5,0.2,0.0,00110
88.0,89.0,84.0,XXX,XX,03,  Tarash Union,8442,0.9,0.2,0.1,0.0,0.5,0.2,0.0,00110
81.0,XX.0,XX.0,XXX,XX,03, Rajshahi Zila,23970,1.5,0.2,0.3,0.2,0.7,0.2,0.1,00110
81.0,12.0,XX.0,XXX,XX,03,  Baghmara Upazila,2315,1.5,0.4,0.1,0.1,0.9,0.0,0.0,00110
81.0,12.0,50.0,XXX,XX,03,  Ganipur Union,2315,1.5,0.4,0.1,0.1,0.9,0.0,0.0,00110
81.0,31.0,XX.0,XXX,XX,03,  Durgapur Upazila,1448,1.0,0.1,0.1,0.3,0.3,0.1,0.0,00110
81.0,31.0,11.0,XXX,XX,03,  Deluabari Union,1448,1.0,0.1,0.1,0.3,0.3,0.1,0.0,00110
81.0,34.0,XX.0,XXX,XX,03,  Godagari Upazila,4841,1.8,0.3,0.3,0.1,0.6,0.4,0.1,00110
81.0,34.0,57.0,XXX,XX,03,  Matikata Union,4841,1.8,0.3,0.3,0.1,0.6,0.4,0.1,00110
81.0,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,10215,1.7,0.1,0.3,0.2,0.8,0.2,0.0,00110
81.0,53.0,13.0,XXX,XX,03,  Bakshimail Union,9266,1.5,0.1,0.3,0.2,0.6,0.2,0.1,00110
81.0,53.0,81.0,XXX,XX,03,  Royghati Union,949,3.4,0.1,0.4,0.6,2.0,0.2,0.0,00110
81.0,82.0,XX.0,XXX,XX,03,  Puthia Upazila,5151,1.2,0.1,0.3,0.2,0.5,0.1,0.0,00110
81.0,82.0,13.0,XXX,XX,03,  Baneshwar Union,2854,1.3,0.1,0.4,0.2,0.5,0.1,0.1,00110
81.0,82.0,81.0,XXX,XX,03,  Silmaria Union,2297,1.1,0.1,0.3,0.0,0.6,0.2,0.0,00110
64.0,XX.0,XX.0,XXX,XX,03, Naogaon Zila,88342,1.1,0.2,0.2,0.1,0.4,0.2,0.1,00110
64.0,3.0,XX.0,XXX,XX,03,  Atrai Upazila,13202,1.0,0.1,0.2,0.1,0.4,0.2,0.1,00110
64.0,3.0,10.0,XXX,XX,03,  Ahsanganj Union,2626,1.3,0.2,0.6,0.1,0.3,0.1,0.1,00110
64.0,3.0,21.0,XXX,XX,03,  Bhopara Union,4254,1.5,0.1,0.2,0.2,0.5,0.3,0.2,00110
64.0,3.0,73.0,XXX,XX,03,  Panchupur Union,6322,0.6,0.1,0.0,0.0,0.3,0.1,0.0,00110
64.0,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,6357,1.6,0.2,0.3,0.1,0.7,0.3,0.0,00110
64.0,6.0,21.0,XXX,XX,03,  Badalgachhi Union,6357,1.6,0.2,0.3,0.1,0.7,0.3,0.0,00110
64.0,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,2811,1.0,0.1,0.1,0.1,0.4,0.3,0.0,00110
64.0,28.0,63.0,XXX,XX,03,  Jahanpur Union,2811,1.0,0.1,0.1,0.1,0.4,0.3,0.0,00110
64.0,47.0,XX.0,XXX,XX,03,  Manda Upazila,12471,1.1,0.1,0.1,0.1,0.4,0.3,0.0,00110
64.0,47.0,54.0,XXX,XX,03,  Kusumba Union,6860,1.0,0.1,0.1,0.1,0.3,0.2,0.1,00110
64.0,47.0,67.0,XXX,XX,03,  Manda Union,4381,1.1,0.2,0.1,0.1,0.4,0.2,0.0,00110
64.0,47.0,88.0,XXX,XX,03,  Prasadpur Union,1230,2.0,0.2,0.2,0.4,0.5,0.7,0.0,00110
64.0,50.0,XX.0,XXX,XX,03,  Mahadebpur Upazila,15626,1.1,0.2,0.2,0.1,0.4,0.2,0.1,00110
64.0,50.0,57.0,XXX,XX,03,  Khajur Union,1858,0.8,0.2,0.1,0.2,0.3,0.1,0.0,00110
64.0,50.0,66.0,XXX,XX,03,  Mahadebpur Union,13768,1.1,0.2,0.2,0.0,0.4,0.2,0.1,00110
64.0,69.0,XX.0,XXX,XX,03,  Niamatpur Upazila,5953,1.4,0.1,0.3,0.1,0.6,0.3,0.1,00110
64.0,69.0,52.0,XXX,XX,03,  Niamatpur Union,5953,1.4,0.1,0.3,0.1,0.6,0.3,0.1,00110
64.0,79.0,XX.0,XXX,XX,03,  Porsha Upazila,12418,0.8,0.2,0.1,0.0,0.4,0.1,0.0,00110
64.0,79.0,55.0,XXX,XX,03,  Nithpur Union,12418,0.8,0.2,0.1,0.0,0.4,0.1,0.0,00110
64.0,85.0,XX.0,XXX,XX,03,  Raninagar Upazila,6808,0.9,0.2,0.1,0.0,0.4,0.1,0.0,00110
64.0,85.0,84.0,XXX,XX,03,  Raninagar Union,6808,0.9,0.2,0.1,0.0,0.4,0.1,0.0,00110
64.0,86.0,XX.0,XXX,XX,03,  Sapahar Upazila,12696,1.0,0.2,0.2,0.1,0.3,0.2,0.0,00110
64.0,86.0,71.0,XXX,XX,03,  Sapahar Union,11796,0.9,0.2,0.1,0.1,0.3,0.1,0.0,00110
64.0,86.0,79.0,XXX,XX,03,  Shiranti Union,900,2.3,0.2,0.7,0.3,0.4,0.7,0.0,00110
70.0,XX.0,XX.0,XXX,XX,03, Chapai Nawabganj Zila,44549,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
70.0,18.0,XX.0,XXX,XX,03,  Bholahat Upazila,13726,1.4,0.2,0.1,0.1,0.6,0.2,0.2,00110
70.0,18.0,18.0,XXX,XX,03,  Bholahat Union,13726,1.4,0.2,0.1,0.1,0.6,0.2,0.2,00110
70.0,37.0,XX.0,XXX,XX,03,  Gomastapur Upazila,23683,1.4,0.2,0.2,0.1,0.6,0.2,0.0,00110
70.0,37.0,42.0,XXX,XX,03,  Chowdala Union,11480,1.8,0.3,0.3,0.1,0.8,0.2,0.0,00110
70.0,37.0,52.0,XXX,XX,03,  Gomastapur Union,12203,1.1,0.2,0.1,0.1,0.5,0.2,0.0,00110
70.0,88.0,XX.0,XXX,XX,03,  Shibganj Upazila,7140,1.3,0.2,0.2,0.2,0.4,0.3,0.0,00110
70.0,88.0,41.0,XXX,XX,03,  Kansat Union,7140,1.3,0.2,0.2,0.2,0.4,0.3,0.0,00110
38.0,XX.0,XX.0,XXX,XX,03, Joypurhat Zila,11711,1.3,0.2,0.3,0.1,0.4,0.2,0.1,00110
38.0,61.0,XX.0,XXX,XX,03,  Khetlal Upazila,11711,1.3,0.2,0.3,0.1,0.4,0.2,0.1,00110
38.0,61.0,47.0,XXX,XX,03,  Khetlal Union,11711,1.3,0.2,0.3,0.1,0.4,0.2,0.1,00110
13.0,XX.0,XX.0,XXX,XX,03, Chandpur Zila,26433,0.7,0.1,0.1,0.0,0.3,0.1,0.0,00110
13.0,22.0,XX.0,XXX,XX,03,  Chandpur Sadar Upazila,12044,0.9,0.1,0.1,0.0,0.4,0.2,0.0,00110
13.0,22.0,94.0,XXX,XX,03,  Tarpur Chandi Union,12044,0.9,0.1,0.1,0.0,0.4,0.2,0.0,00110
13.0,47.0,XX.0,XXX,XX,03,  Haim Char Upazila,8847,0.5,0.1,0.1,0.0,0.2,0.0,0.0,00110
13.0,47.0,23.0,XXX,XX,03,  Dakshin Algi Durgapur Union,8847,0.5,0.1,0.1,0.0,0.2,0.0,0.0,00110
13.0,49.0,XX.0,XXX,XX,03,  Hajiganj Upazila,5542,0.5,0.0,0.1,0.0,0.2,0.1,0.0,00110
13.0,49.0,35.0,XXX,XX,03,  Hajiganj Union,5542,0.5,0.0,0.1,0.0,0.2,0.1,0.0,00110
3.0,XX.0,XX.0,XXX,XX,03, Bandarban Zila,38849,1.4,0.2,0.3,0.2,0.5,0.1,0.1,00110
3.0,4.0,XX.0,XXX,XX,03,  Alikadam Upazila,13762,1.4,0.2,0.3,0.1,0.6,0.2,0.0,00110
3.0,4.0,31.0,XXX,XX,03,  Alikadam Union,13762,1.4,0.2,0.3,0.1,0.6,0.2,0.0,00110
3.0,73.0,XX.0,XXX,XX,03,  Naikhongchhari Upazila,18257,1.6,0.2,0.4,0.3,0.5,0.1,0.1,00110
3.0,73.0,76.0,XXX,XX,03,  Naikhongchhari Union,18257,1.6,0.2,0.4,0.3,0.5,0.1,0.1,00110
3.0,89.0,XX.0,XXX,XX,03,  Rowangchhari Upazila,5052,0.9,0.1,0.2,0.0,0.4,0.1,0.0,00110
3.0,89.0,57.0,XXX,XX,03,  Rowangchhari Union,5052,0.9,0.1,0.2,0.0,0.4,0.1,0.0,00110
3.0,95.0,XX.0,XXX,XX,03,  Thanchi Upazila,1778,0.6,0.1,0.1,0.1,0.1,0.1,0.1,00110
3.0,95.0,57.0,XXX,XX,03,  Thanchi Union,1778,0.6,0.1,0.1,0.1,0.1,0.1,0.1,00110
19.0,XX.0,XX.0,XXX,XX,03, Comilla Zila,132729,1.1,0.2,0.2,0.1,0.5,0.1,0.1,00110
