ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
47,12,11,XXX,XX,XX,  Amirpur Union Total,29,30,505,474,655,696,246,212,695,634,210,95,00111
47,12,23,XXX,XX,XX,  Baliadanga Union Total,28,45,457,469,708,628,300,276,681,693,271,124,00111
47,12,35,XXX,XX,XX,Batiaghata Union Total,27,23,383,442,620,597,135,176,594,572,84,45,00111
47,12,47,XXX,XX,XX,  Bhanderkote Union Total,36,49,406,401,531,539,326,277,629,574,216,135,00111
47,12,59,XXX,XX,XX,  Gangarampur Union Total,47,58,420,385,706,658,140,125,530,474,93,60,00111
47,12,71,XXX,XX,XX,  Jalma Union Total,169,165,1668,1507,2592,2394,854,739,2212,2040,518,297,00111
47,12,83,XXX,XX,XX,  Surkhali Union Total,86,63,734,691,1137,1207,303,252,799,779,187,140,00111
47,17,01,XXX,XX,XX,  Ward No-01 Total,1,0,19,22,28,39,13,10,16,27,8,2,00111
47,17,02,XXX,XX,XX,  Ward No-02 Total,8,11,25,25,63,59,6,2,39,45,8,9,00111
47,17,03,XXX,XX,XX,  Ward No-03 Total,4,6,17,21,50,44,3,3,61,48,8,5,00111
47,17,04,XXX,XX,XX,  Ward No-04 Total,12,16,23,37,58,74,3,2,65,61,16,2,00111
47,17,05,XXX,XX,XX,  Ward No-05 Total,6,3,30,37,43,55,14,10,23,34,18,6,00111
47,17,06,XXX,XX,XX,  Ward No-06 Total,10,4,21,14,36,38,9,3,31,39,3,1,00111
47,17,07,XXX,XX,XX,  Ward No-07 Total,3,19,32,37,64,72,6,8,66,72,12,2,00111
47,17,08,XXX,XX,XX,  Ward No-08 Total,15,13,43,49,112,109,11,21,88,98,16,12,00111
47,17,09,XXX,XX,XX,  Ward No-09 Total,29,21,41,40,77,112,25,6,91,76,17,5,00111
47,17,10,XXX,XX,XX,  Bajua Union Total,108,98,290,287,662,613,97,77,538,531,90,36,00111
47,17,13,XXX,XX,XX,  Banishanta Union Total,38,26,354,362,586,565,213,200,532,539,113,103,00111
47,17,21,XXX,XX,XX,  Laudubi Union Total,44,54,204,181,362,379,79,74,316,324,47,35,00111
47,17,42,XXX,XX,XX,  Dacope Union Total,20,12,152,128,300,238,38,45,253,242,16,12,00111
47,17,52,XXX,XX,XX,  Kailasganj Union Total,83,99,267,259,569,579,48,48,591,512,53,31,00111
47,17,63,XXX,XX,XX,  Kamarkhola Union Total,34,36,376,308,619,606,142,101,537,512,89,68,00111
47,17,69,XXX,XX,XX,  Pankhali Union Total,48,45,417,424,633,699,148,135,516,494,150,83,00111
47,17,73,XXX,XX,XX,  Sutarkhali Union Total,57,78,841,792,1476,1416,372,339,1196,1227,362,210,00111
47,17,84,XXX,XX,XX,  Tildanga Union Total,59,75,404,370,756,687,141,144,609,561,99,83,00111
47,17,97,XXX,XX,XX,  Khulna Range Union Total,0,0,0,0,2,0,0,0,0,1,3,0,00111
47,21,01,XXX,XX,XX,  Ward No-01 Total,111,92,418,428,933,791,178,163,733,729,132,84,00111
47,21,02,XXX,XX,XX,  Ward No-02 (Part) Total,29,34,200,188,373,313,91,94,315,325,68,33,00111
47,21,03,XXX,XX,XX,  Ward No-03 Total,91,121,519,498,998,982,243,196,735,786,184,93,00111
47,21,04,XXX,XX,XX,  Ward No-04 Total,84,63,365,313,723,630,143,119,604,525,124,57,00111
47,21,05,XXX,XX,XX,  Ward No-05 Total,66,60,276,214,510,480,146,86,415,430,142,78,00111
47,21,06,XXX,XX,XX,  Ward No-06 Total,91,86,392,376,809,668,177,154,621,584,120,93,00111
47,21,10,XXX,XX,XX,  Aranghata Union Total,68,61,295,269,584,505,105,74,454,442,56,28,00111
47,30,11,XXX,XX,XX,  Atlia Union Total,141,148,822,804,1439,1336,372,368,1053,981,220,140,00111
47,30,13,XXX,XX,XX,  Bhandar Para Union Total,44,45,436,404,719,688,162,165,564,505,75,62,00111
47,30,20,XXX,XX,XX,  Dhamalia Union Total,111,99,586,573,1099,1080,227,183,879,850,115,73,00111
47,30,27,XXX,XX,XX,Dumuria Union Total,94,78,852,846,1357,1230,335,286,1094,1063,242,123,00111
47,30,33,XXX,XX,XX,  Gutudia Union Total,136,108,648,625,1168,1068,281,222,856,839,180,103,00111
47,30,40,XXX,XX,XX,  Kharnia Union Total,67,68,589,557,957,935,211,164,711,753,152,91,00111
47,30,47,XXX,XX,XX,  Magurkhali Union Total,37,54,310,323,527,547,96,100,416,394,44,36,00111
47,30,54,XXX,XX,XX,  Maguraghona Union Total,112,116,599,608,1165,1048,253,243,838,812,153,85,00111
47,30,61,XXX,XX,XX,  Raghunathpur Union Total,113,145,625,581,1124,1115,168,177,962,910,120,60,00111
47,30,67,XXX,XX,XX,  Rangpur Union Total,49,43,384,383,741,628,117,130,633,604,79,47,00111
47,30,74,XXX,XX,XX,  Rudaghara Union Total,81,88,604,574,1196,1062,243,206,835,872,106,53,00111
47,30,81,XXX,XX,XX,  Sahas Union Total,58,42,571,574,869,855,227,206,638,605,139,74,00111
47,30,88,XXX,XX,XX,  Sarappur Union Total,66,56,418,426,686,665,217,203,499,541,132,81,00111
47,30,94,XXX,XX,XX,  Sovna Union Total,79,74,453,464,821,826,199,167,677,670,139,82,00111
47,40,17,XXX,XX,XX,  Barakpur Union Total,104,88,719,672,1253,1236,247,209,936,980,231,106,00111
47,40,57,XXX,XX,XX,  Dighalia Union Total,99,96,733,787,1359,1400,316,280,1111,1168,237,124,00111
47,40,66,XXX,XX,XX,  Gazir Hat Union Total,37,28,624,632,999,936,291,251,691,749,225,101,00111
47,40,85,XXX,XX,XX,  Senhati Union Total,176,185,1143,948,2101,1967,421,370,1752,1712,359,216,00111
47,45,07,XXX,XX,XX,  Ward No-07 Total,59,75,239,212,421,478,98,66,361,364,110,52,00111
47,45,08,XXX,XX,XX,  Ward No-08 Total,41,26,188,173,398,387,76,36,375,325,45,25,00111
47,45,09,XXX,XX,XX,  Ward No-09 Total,262,223,628,636,1778,1446,252,208,1580,1262,190,124,00111
47,45,10,XXX,XX,XX,  Ward No-10 Total,148,149,528,504,1245,1119,198,185,1110,1011,198,134,00111
47,45,11,XXX,XX,XX,  Ward No-11 Total,68,66,210,223,570,518,60,54,526,459,41,16,00111
47,45,12,XXX,XX,XX,  Ward No-12 Total,145,131,396,409,913,865,160,138,761,707,130,116,00111
47,45,13,XXX,XX,XX,  Ward No-13 Total,42,46,229,199,387,403,66,62,346,333,70,36,00111
47,45,14,XXX,XX,XX,  Ward No-14 Total,132,125,583,509,1040,867,205,190,993,794,133,117,00111
47,45,15,XXX,XX,XX, Ward No-15 Total,74,88,307,310,650,580,118,98,531,506,101,97,00111
47,48,02,XXX,XX,XX,  Ward No-02 (Part) Total,17,15,73,78,160,116,26,22,168,135,26,21,00111
47,48,19,XXX,XX,XX,  Atra Gilatala Union Total,231,232,1213,1127,2250,2098,410,358,1877,1789,306,165,00111
47,48,75,XXX,XX,XX,  Jugipole Union Total,151,111,618,535,1139,1200,195,153,1006,990,147,80,00111
47,51,21,XXX,XX,XX,  Ward No-21 Total,82,81,461,426,747,750,289,207,529,539,266,169,00111
47,51,22,XXX,XX,XX,  Ward No-22 Total,113,107,368,341,789,805,117,117,653,668,158,113,00111
47,51,23,XXX,XX,XX,  Ward No-23 Total,77,103,194,226,516,502,79,78,436,473,66,76,00111
47,51,24,XXX,XX,XX,  Ward No-24 Total,227,205,823,744,1575,1510,261,244,1244,1189,201,226,00111
47,51,27,XXX,XX,XX,  Ward No-27 Total,175,211,527,550,1222,1114,238,210,1031,981,208,126,00111
47,51,28,XXX,XX,XX,  Ward No-28 Total,117,90,383,360,796,764,207,169,630,726,158,109,00111
47,51,29,XXX,XX,XX,  Ward No-29 Total,134,107,260,300,823,650,82,94,699,681,86,98,00111
47,51,30,XXX,XX,XX,  Ward No-30 Total,233,238,702,686,1469,1439,238,218,1181,1199,225,143,00111
47,51,31,XXX,XX,XX,  Ward No-31 Total,220,239,851,793,1657,1564,342,255,1198,1191,329,198,00111
47,53,10,XXX,XX,XX,  Amadi Union Total,66,77,1085,1032,1551,1385,395,366,1350,1362,273,151,00111
