0,1,2,3,4,5,6,7,8,9,10,11,12,13,check_var
44,14,31,XX,XX,01,  Daulatpur Union,0,0,0,0,0,0,0,00010
44,14,31,XX,XX,03,  Daulatpur Union,0,0,0,0,0,0,0,00010
44,19,73,XX,XX,01,  Paglakanai Union,0,0,0,0,0,0,0,00010
44,19,73,XX,XX,03,  Paglakanai Union,0,0,0,0,0,0,0,00010
