ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 15-19 years-Attending school-Male,Population aged 15-19 years-Attending school-Female,Population aged 15-19 years-Not attending school-Male,Population aged 15-19 years-Not attending school-Female,Population aged 20-24 years-Attending school-Male,Population aged 20-24 years-Attending school-Female,Population aged 20-24 years-Not attending school-Male,Population aged 20-24 years-Not attending school-Female,Population aged 25-29 years-Attending school-Male,Population aged 25-29 years-Attending school-Female,Population aged 25-29 years-Not attending school-Male,Population aged 25-29 years-Not attending school-Female,check_var
79,87,XX,XXX,XX,02,  Nesarabad Upazila,1009,483,418,359,598,110,502,813,36,14,649,881,01110
9,18,XX,XXX,XX,02,  Bhola Sadar Upazila,1423,1416,818,901,797,415,1257,1977,110,48,1901,2203,01110
9,21,XX,XXX,XX,02,  Burhanuddin Upazila,432,305,296,324,119,48,370,557,12,4,563,634,01110
9,25,XX,XXX,XX,02,  Char Fasson Upazila,610,530,402,413,148,88,560,877,33,10,821,1007,01110
9,29,XX,XXX,XX,02,  Daulat Khan Upazila,300,312,537,566,67,35,639,815,11,6,704,743,01110
9,54,XX,XXX,XX,02,  Lalmohan Upazila,481,502,496,498,128,79,537,897,31,7,764,1032,01110
4,09,XX,XXX,XX,02,  Amtali Upazila,483,440,250,290,127,113,411,737,50,27,690,1038,01110
4,28,XX,XXX,XX,02,  Barguna Sadar Upazila,1087,914,506,539,336,245,869,1313,76,35,1488,1722,01110
4,47,XX,XXX,XX,02,  Betagi Upazila,298,298,184,146,65,45,227,379,11,8,387,549,01110
4,85,XX,XXX,XX,02,  Patharghata Upazila,405,384,312,316,85,72,451,826,19,17,747,1028,01110
52,55,XX,XXX,XX,02,  Lalmonirhat Sadar Upazila,1596,1653,1211,1302,619,533,1866,2617,159,89,2698,3146,01110
52,70,XX,XXX,XX,02,  Patgram Upazila,601,621,827,704,146,130,973,1393,36,13,1316,1503,01110
77,25,XX,XXX,XX,02,  Boda Upazila,361,385,316,271,112,68,424,706,26,9,649,795,01110
77,73,XX,XXX,XX,02,  Panchagarh Sadar Upazila,1311,1674,1164,887,579,457,1508,2140,134,81,2095,2145,01110
85,03,XX,XXX,XX,02,  Badarganj Upazila,661,542,568,551,195,173,717,1094,48,23,1040,1303,01110
85,42,XX,XXX,XX,02,  Kaunia Upazila,1128,1223,1707,1724,379,304,1905,2795,111,54,2317,3013,01110
85,49,XX,XXX,XX,02,  Rangpur Sadar Upazila,12088,9506,5761,6335,9298,6444,9105,11714,1909,834,12503,14451,01110
49,52,XX,XXX,XX,02,  Kurigram Sadar Upazila,2538,2225,1738,1939,1493,782,2385,3654,280,83,3325,3907,01110
49,61,XX,XXX,XX,02,  Nageshwari Upazila,1492,1150,1464,1726,339,171,1945,3121,74,17,2661,3106,01110
49,94,XX,XXX,XX,02,  Ulipur Upazila,1092,840,647,778,295,173,1085,2087,47,20,1632,2355,01110
32,24,XX,XXX,XX,02,  Gaibandha Sadar Upazila,2288,2046,1069,1283,1617,934,1705,2689,357,136,2484,3329,01110
32,30,XX,XXX,XX,02,  Gobindaganj Upazila,813,652,669,778,231,173,1019,1815,81,27,1696,2139,01110
32,91,XX,XXX,XX,02,  Sundarganj Upazila,370,349,344,338,140,69,437,803,45,14,735,908,01110
73,15,XX,XXX,XX,02,  Domar Upazila,378,410,347,353,130,120,531,740,29,17,657,856,01110
73,36,XX,XXX,XX,02,  Jaldhaka Upazila,1237,916,1195,1148,276,179,1311,2170,65,24,1805,2267,01110
73,64,XX,XXX,XX,02,  Nilphamari Sadar Upazila,1547,1436,1002,996,844,479,1313,1954,184,49,1879,2213,01110
73,85,XX,XXX,XX,02,  Saidpur Upazila,3572,3604,4318,3767,1078,991,4778,5677,205,141,5213,5855,01110
94,82,XX,XXX,XX,02,  Pirganj Upazila,946,812,559,474,296,172,741,1184,57,18,1071,1377,01110
94,86,XX,XXX,XX,02,  Ranisankail Upazila,678,554,365,359,127,95,532,733,33,12,682,851,01110
94,94,XX,XXX,XX,02,  Thakurgaon Sadar Upazila,2975,2737,1491,1468,1765,1038,2250,3353,356,115,3297,4136,01110
27,10,XX,XXX,XX,02,  Birampur Upazila,1326,1043,1003,954,355,224,1333,2020,104,33,1918,2320,01110
27,12,XX,XXX,XX,02,  Birganj Upazila,680,528,481,435,159,129,554,789,48,23,754,994,01110
27,21,XX,XXX,XX,02,  Bochaganj Upazila,676,665,584,637,189,143,815,1231,58,15,1193,1429,01110
27,38,XX,XXX,XX,02,  Fulbari Upazila,1107,882,845,735,305,205,975,1471,69,38,1500,1849,01110
27,43,XX,XXX,XX,02,  Ghoraghat Upazila,454,442,455,509,124,71,665,1105,31,6,926,1149,01110
27,47,XX,XXX,XX,02,  Hakimpur Upazila,732,445,720,702,158,81,974,1323,45,14,1374,1474,01110
27,64,XX,XXX,XX,02,  Dinajpur Sadar Upazila,7724,6147,3317,3600,6232,4051,4832,7433,1325,546,7498,8857,01110
27,77,XX,XXX,XX,02,  Parbatipur Upazila,806,814,517,680,273,214,779,1340,65,30,1151,1452,01110
10,06,XX,XXX,XX,02,  Adamdighi Upazila,777,682,779,787,221,190,1039,1507,53,34,1370,1655,01110
10,20,XX,XXX,XX,02,  Bogra Sadar Upazila,14340,9432,6577,7223,10401,5338,10091,14598,2469,753,15253,17632,01110
10,27,XX,XXX,XX,02,  Dhunat Upazila,296,249,261,319,89,65,377,569,28,17,533,744,01110
10,33,XX,XXX,XX,02,  Dhupchanchia Upazila,540,447,443,505,134,81,722,1165,35,11,1061,1318,01110
10,40,XX,XXX,XX,02,  Gabtali Upazila,512,476,436,434,158,105,703,959,45,30,918,1099,01110
10,54,XX,XXX,XX,02,  Kahaloo Upazila,317,284,292,319,121,75,489,710,32,15,691,825,01110
10,67,XX,XXX,XX,02,  Nandigram Upazila,346,339,447,544,132,68,647,1041,35,8,886,1064,01110
10,81,XX,XXX,XX,02,  Sariakandi Upazila,447,356,337,401,126,73,543,883,24,5,784,973,01110
10,85,XX,XXX,XX,02,  Shajahanpur Upazila,2061,1335,1245,1141,806,429,3473,2725,172,82,4105,3176,01110
10,88,XX,XXX,XX,02,  Sherpur Upazila,873,708,328,528,324,231,632,1031,112,29,1063,1367,01110
10,94,XX,XXX,XX,02,  Shibganj Upazila,446,368,461,555,110,71,792,1171,24,4,1034,1125,01110
10,95,XX,XXX,XX,02,  Sonatola Upazila,640,401,421,563,124,73,694,1186,26,9,1052,1348,01110
88,11,XX,XXX,XX,02,  Belkuchi Upazila,1242,1260,2453,2143,304,178,3188,3794,67,25,3764,3628,01110
88,50,XX,XXX,XX,02,  Kazipur Upazila,334,271,116,165,103,68,173,495,29,7,328,549,01110
88,61,XX,XXX,XX,02,  Royganj Upazila,405,332,328,426,105,61,525,878,23,14,701,883,01110
88,67,XX,XXX,XX,02,  Shahjadpur Upazila,1394,1321,1793,1826,348,273,2507,3444,74,36,3054,3251,01110
88,78,XX,XXX,XX,02,  Sirajganj Sadar Upazila,4665,4064,3510,3842,3061,1619,5074,7415,638,240,6615,7864,01110
88,94,XX,XXX,XX,02,  Ullah Para Upazila,1891,1377,836,1050,378,224,1493,2294,74,42,1984,2312,01110
81,10,XX,XXX,XX,02,  Bagha Upazila,1268,1092,870,794,382,242,1433,1991,91,40,1901,2335,01110
81,12,XX,XXX,XX,02,  Baghmara Upazila,1071,703,612,706,288,112,1112,1814,57,23,1744,2023,01110
81,25,XX,XXX,XX,02,  Charghat Upazila,1321,1101,989,767,455,338,1154,1635,106,47,2343,1888,01110
81,25,XX,XXX,XX,02,  Charghat Upazila,1321,1101,989,767,455,338,1154,1635,106,47,2343,1888,01110
81,31,XX,XXX,XX,02,  Durgapur Upazila,894,647,385,423,383,145,639,1133,108,31,1206,1508,01110
81,34,XX,XXX,XX,02,  Godagari Upazila,1537,1203,1406,1495,423,245,2043,2540,91,28,2167,2569,01110
81,53,XX,XXX,XX,02,  Mohanpur Upazila,547,369,383,407,151,56,724,987,12,5,946,1124,01110
81,72,XX,XXX,XX,02,  Paba Upazila,2370,1834,1980,1922,949,419,2897,4313,182,55,4182,4718,01110
81,82,XX,XXX,XX,02,  Puthia Upazila,562,482,377,373,175,126,597,1023,50,16,971,1067,01110
81,94,XX,XXX,XX,02,  Tanore Upazila,1390,1171,1130,1340,349,235,1795,2799,65,21,2435,2823,01110
64,28,XX,XXX,XX,02,  Dhamoirhat Upazila,338,278,345,343,91,60,473,623,21,9,626,767,01110
64,60,XX,XXX,XX,02,  Naogaon Sadar Upazila,4631,3702,2925,3412,2700,1236,4539,6887,546,169,6648,8140,01110
64,75,XX,XXX,XX,02,  Patnitala Upazila,683,540,377,473,197,118,658,962,56,26,1023,1219,01110
76,05,XX,XXX,XX,02,  Atgharia Upazila,344,285,223,227,101,84,436,701,20,13,640,767,01110
76,16,XX,XXX,XX,02,  Bera Upazila,980,843,1320,1441,213,162,1794,2479,50,27,2068,2449,01110
76,19,XX,XXX,XX,02,  Bhangura Upazila,573,475,340,557,168,100,686,987,52,23,829,1041,01110
76,22,XX,XXX,XX,02,  Chatmohar Upazila,626,453,175,197,148,131,338,586,35,23,556,742,01110
76,33,XX,XXX,XX,02,  Faridpur Upazila,288,305,334,277,54,62,433,670,18,3,544,740,01110
76,39,XX,XXX,XX,02,  Ishwardi Upazila,1617,1674,1571,1707,720,585,2340,3253,164,122,2878,3371,01110
76,55,XX,XXX,XX,02,  Pabna Sadar Upazila,5397,4277,2136,2416,3507,2408,3807,5986,811,385,6095,7691,01110
76,72,XX,XXX,XX,02,  Santhia Upazila,856,698,833,891,258,135,1190,1863,56,23,1730,2011,01110
76,83,XX,XXX,XX,02,  Sujanagar Upazila,442,401,618,521,103,91,790,1276,20,9,1099,1249,01110
70,37,XX,XXX,XX,02,  Gomastapur Upazila,926,928,847,994,239,174,1227,1656,43,16,1444,1704,01110
70,56,XX,XXX,XX,02,  Nachole Upazila,354,453,398,485,104,65,586,939,24,7,706,804,01110
70,66,XX,XXX,XX,02,  Chapai Nawabganj Sadar Upazila,4641,4335,4869,5753,1601,1087,5608,8921,327,171,5978,8814,01110
70,88,XX,XXX,XX,02,  Shibganj Upazila,900,926,1111,1258,278,172,1477,2047,60,34,1784,2137,01110
69,09,XX,XXX,XX,02,  Bagatipara Upazila,276,260,130,201,82,79,227,465,15,6,422,560,01110
69,15,XX,XXX,XX,02,  Baraigram Upazila,1089,954,697,835,369,257,1103,1857,73,46,1668,2239,01110
69,41,XX,XXX,XX,02,  Gurudaspur Upazila,896,726,676,724,203,158,948,1558,54,35,1505,1757,01110
69,44,XX,XXX,XX,02,  Lalpur Upazila,493,492,354,427,151,143,646,931,49,26,980,1131,01110
69,63,XX,XXX,XX,02,  Natore Sadar Upazila,2631,2466,1658,1857,1572,1032,2811,4110,367,183,4037,4749,01110
69,91,XX,XXX,XX,02,  Singra Upazila,1190,747,623,774,303,181,1045,1544,82,27,1369,1793,01110
38,13,XX,XXX,XX,02,  Akkelpur Upazila,567,465,447,547,137,75,728,1159,28,17,953,1284,01110
38,47,XX,XXX,XX,02,  Joypurhat Sadar Upazila,2312,2271,968,1246,1803,782,1780,2955,301,84,2936,3646,01110
38,58,XX,XXX,XX,02,  Kalai Upazila,344,333,239,367,97,74,461,835,36,9,858,1040,01110
38,74,XX,XXX,XX,02,  Panchbibi Upazila,496,515,456,415,234,125,622,984,42,19,920,1209,01110
13,22,XX,XXX,XX,02,  Chandpur Sadar Upazila,3876,4264,3807,4301,1803,1243,4992,7523,414,132,6235,7963,01110
13,45,XX,XXX,XX,02,  Faridganj Upazila,746,827,1011,1112,157,75,1085,1795,23,4,1154,1691,01110
13,49,XX,XXX,XX,02,  Hajiganj Upazila,1908,1648,1785,1846,552,266,2122,3218,73,25,2584,3313,01110
13,58,XX,XXX,XX,02,  Kachua Upazila,784,598,731,719,157,54,950,1448,23,10,939,1255,01110
13,76,XX,XXX,XX,02,  Matlab Upazila,1387,1477,1049,1419,367,261,1511,2818,66,34,1764,2908,01110
13,79,XX,XXX,XX,02,  Matlab Uttar Upazila,910,933,827,806,248,105,1228,1724,55,14,1297,1713,01110
13,95,XX,XXX,XX,02,  Shahrasti Upazila,646,808,660,789,145,110,980,1465,19,24,1041,1459,01110
3,04,XX,XXX,XX,02,  Alikadam Upazila,0,1,21,3,0,1,175,14,0,0,145,11,01110
3,14,XX,XXX,XX,02,  Bandarban Sadar Upazila,1277,1183,1073,863,411,282,1993,1895,91,44,2281,1900,01110
3,51,XX,XXX,XX,02,  Lama Upazila,369,420,549,512,60,36,758,968,15,1,889,836,01110
3,91,XX,XXX,XX,02,  Ruma Upazila,0,0,9,0,0,0,73,2,0,0,60,4,01110
19,09,XX,XXX,XX,02,  Barura Upazila,1053,1011,1562,1414,240,83,1681,2546,48,20,1819,2426,01110
19,27,XX,XXX,XX,02,  Chandina Upazila,1012,1041,1246,1324,241,145,1480,2575,42,24,1958,2510,01110
19,31,XX,XXX,XX,02,  Chauddagram Upazila,809,900,1120,1120,207,100,1328,2029,39,20,1442,1949,01110
19,33,XX,XXX,XX,02,  Comilla Sadar Dakshin Upazila,4260,2389,2712,2746,1366,587,3890,5482,159,71,4740,5406,01110
19,36,XX,XXX,XX,02,  Daudkandi Upazila,851,893,1217,1362,238,118,1604,2443,39,18,1923,2516,01110
19,40,XX,XXX,XX,02,  Debidwar Upazila,1476,1629,1441,1667,406,321,1787,2917,73,38,1967,3044,01110
19,54,XX,XXX,XX,02,  Homna Upazila,540,594,836,776,139,76,978,1431,26,15,1008,1386,01110
19,67,XX,XXX,XX,02,  Comilla Adarsha Sadar Upazila,7079,6751,5328,5372,4049,2718,8698,10032,940,382,11371,11588,01110
19,72,XX,XXX,XX,02,  Laksam Upazila,1549,1501,2130,2363,442,199,2324,3781,87,27,2794,3495,01110
19,87,XX,XXX,XX,02,  Nangalkot Upazila,501,635,788,766,119,54,807,1408,15,6,1019,1345,01110
12,02,XX,XXX,XX,02,  Akhaura Upazila,793,868,971,943,212,165,1152,1825,20,12,1303,1727,01110
12,13,XX,XXX,XX,02,  Brahmanbaria Sadar Upazila,4063,4554,4174,4209,1869,1460,5298,8131,426,172,6320,8585,01110
12,63,XX,XXX,XX,02,  Kasba Upazila,916,888,1096,1136,200,135,1185,1964,44,12,1368,2022,01110
12,85,XX,XXX,XX,02,  Nabinagar Upazila,951,1115,1493,1509,213,164,1616,2543,35,28,1704,2659,01110
51,43,XX,XXX,XX,02,  Lakshmipur Sadar Upazila,2364,2116,2329,2328,794,383,2774,4019,146,54,3431,4096,01110
51,58,XX,XXX,XX,02,  Roypur Upazila,656,712,871,1032,172,113,1025,1567,34,3,1176,1541,01110
51,65,XX,XXX,XX,02,  Ramganj Upazila,1043,1173,1188,1358,229,118,1382,2130,33,10,1608,2099,01110
51,73,XX,XXX,XX,02,  Ramgati Upazila,495,481,599,667,118,79,683,1115,22,5,963,1049,01110
46,49,XX,XXX,XX,02,  Khagrachhari Sadar Upazila,1363,1407,1143,1114,392,283,1901,1927,87,43,2446,2188,01110
46,70,XX,XXX,XX,02,  Matiranga Upazila,557,524,647,622,113,71,830,1169,28,4,1024,1139,01110
46,80,XX,XXX,XX,02,  Ramgarh Upazila,572,498,778,725,167,81,944,1118,31,10,1174,1087,01110
22,16,XX,XXX,XX,02,  Chakoria Upazila,1434,1880,2615,2052,319,197,2847,3546,55,16,2949,3239,01110
22,24,XX,XXX,XX,02,  Cox's Bazar Sadar Upazila,3587,3562,6014,4960,1874,1042,8935,8512,476,138,11253,7984,01110
22,49,XX,XXX,XX,02,  Maheshkhali Upazila,490,580,1039,934,144,61,1254,1253,26,7,1246,1301,01110
22,90,XX,XXX,XX,02,  Teknaf Upazila,319,198,1099,1060,56,20,1300,1560,16,1,1477,1307,01110
15,08,XX,XXX,XX,02,  Banshkhali Upazila,715,780,954,954,166,90,1075,1699,21,8,1265,1770,01110
15,18,XX,XXX,XX,02,  Chandanaish  Upazila,967,1218,924,954,270,149,1079,1769,28,13,1096,1709,01110
15,37,XX,XXX,XX,02,  Hathazari Upazila,0,0,0,0,0,0,20,0,0,0,12,0,01110
15,53,XX,XXX,XX,02,  Mirsharai Upazila,653,656,829,927,217,79,1082,1423,22,11,1088,1366,01110
15,61,XX,XXX,XX,02,  Patiya Upazila,2036,1548,1717,1512,1161,313,2170,2717,153,28,2382,2670,01110
15,70,XX,XXX,XX,02,  Rangunia Upazila,862,844,954,959,178,89,1198,1576,21,9,1188,1592,01110
15,74,XX,XXX,XX,02,  Raozan Upazila,1634,1742,1712,1661,465,216,2433,2957,64,19,2542,2917,01110
15,78,XX,XXX,XX,02,  Sandwip Upazila,821,976,1178,1343,167,76,1299,2160,24,11,1231,2016,01110
15,82,XX,XXX,XX,02,  Satkania Upazila,1114,1498,902,1355,213,170,1193,2300,37,19,1343,2079,01110
15,86,XX,XXX,XX,02,  Sitakunda Upazila,1107,1284,1528,1195,348,220,1737,2186,69,25,1952,2191,01110
84,07,XX,XXX,XX,02,  Baghaichhari Upazila,377,329,318,286,52,42,519,632,12,3,745,656,01110
84,87,XX,XXX,XX,02,  Rangamati Sadar Upazila,2627,2684,2134,1737,942,866,3364,3541,191,117,4433,4234,01110
30,14,XX,XXX,XX,02,  Chhagalnaiya Upazila,1303,1165,1173,1315,364,117,1500,2205,47,12,1668,2313,01110
30,25,XX,XXX,XX,02,  Daganbhuiyan Upazila,937,838,878,964,230,121,1129,1526,40,9,1220,1617,01110
30,29,XX,XXX,XX,02,  Feni Sadar Upazila,5075,4216,3983,4017,2134,971,5619,7474,361,105,7314,8121,01110
30,51,XX,XXX,XX,02,  Parshuram Upazila,679,679,821,858,204,100,964,1468,25,7,1034,1458,01110
30,94,XX,XXX,XX,02,  Sonagazi Upazila,556,445,499,613,101,62,689,1052,8,8,734,1007,01110
75,07,XX,XXX,XX,02,  Begumganj Upazila,2035,1908,2584,2283,959,368,3196,3713,137,40,3438,3601,01110
75,10,XX,XXX,XX,02,  Chatkhil Upazila,792,804,883,1025,166,83,1115,1560,24,7,1120,1550,01110
75,21,XX,XXX,XX,02,  Companiganj Upazila,859,769,704,882,222,90,943,1425,48,9,1135,1526,01110
75,36,XX,XXX,XX,02,  Hatiya Upazila,956,970,1015,1305,208,102,1196,2052,45,21,1389,2129,01110
75,47,XX,XXX,XX,02,  Kabirhat Upazila,406,452,478,547,105,59,490,835,19,5,529,789,01110
75,80,XX,XXX,XX,02,  Senbagh Upazila,527,668,465,508,113,68,580,977,23,9,681,917,01110
75,83,XX,XXX,XX,02,  Sonaimuri Upazila,760,807,1019,1135,134,47,1219,1794,22,5,1198,1636,01110
75,87,XX,XXX,XX,02,  Noakhali Sadar Upazila,3943,3858,3100,2528,2620,1673,3205,4741,496,162,4178,5003,01110
29,10,XX,XXX,XX,02,  Bhanga Upazila,637,678,937,926,167,107,1117,1657,38,18,1446,1726,01110
29,18,XX,XXX,XX,02,  Boalmari Upazila,630,632,585,643,140,117,837,1241,35,13,1021,1378,01110
29,47,XX,XXX,XX,02,  Faridpur Sadar Upazila,4553,3973,1814,2305,3786,2389,3148,5102,790,309,4795,6063,01110
29,62,XX,XXX,XX,02,  Nagarkanda Upazila,330,273,406,301,85,26,394,567,12,4,499,569,01110
72,18,XX,XXX,XX,02,  Durgapur Upazila,537,704,676,519,123,121,721,1041,35,18,922,1104,01110
72,47,XX,XXX,XX,02,  Kendua Upazila,471,439,458,442,113,85,522,840,30,6,850,1017,01110
72,56,XX,XXX,XX,02,  Madan Upazila,289,298,448,384,45,42,497,663,11,7,635,830,01110
72,63,XX,XXX,XX,02,  Mohanganj Upazila,587,718,527,497,160,137,738,1081,38,22,1007,1338,01110
72,74,XX,XXX,XX,02,  Netrokona Sadar Upazila,3335,2929,1820,1843,1577,985,2381,3509,355,167,3428,4450,01110
39,15,XX,XXX,XX,02,  Dewanganj Upazila,733,609,789,762,188,144,986,1865,46,30,1497,1927,01110
39,29,XX,XXX,XX,02,  Islampur Upazila,854,747,730,725,169,129,1045,1852,39,14,1581,1959,01110
39,36,XX,XXX,XX,02,  Jamalpur Sadar Upazila,3708,3536,2479,2896,1853,1449,3934,6224,413,249,5932,7124,01110
39,58,XX,XXX,XX,02,  Madarganj Upazila,668,555,656,763,117,106,851,1424,30,21,1196,1719,01110
39,61,XX,XXX,XX,02,  Melandaha Upazila,759,581,759,749,191,112,953,1416,48,13,1251,1558,01110
39,85,XX,XXX,XX,02,  Sarishabari Upazila,1260,1124,932,1078,290,241,1477,2338,70,39,1941,2635,01110
59,56,XX,XXX,XX,02,  Munshiganj Sadar Upazila,2491,2500,2945,3010,924,619,4129,5855,255,109,5111,5987,01110
35,32,XX,XXX,XX,02,  Gopalganj Sadar Upazila,2096,1681,856,946,1116,614,1297,2078,290,91,1971,2631,01110
35,51,XX,XXX,XX,02,  Kotalipara Upazila,113,140,156,113,45,28,169,303,6,6,245,292,01110
35,58,XX,XXX,XX,02,  Muksudpur Upazila,514,433,467,431,95,78,600,915,15,5,730,995,01110
35,91,XX,XXX,XX,02,  Tungipara Upazila,182,192,186,163,38,27,273,348,24,11,351,436,01110
82,29,XX,XXX,XX,02,  Goalanda Upazila,403,505,441,388,139,115,600,862,29,20,800,925,01110
82,73,XX,XXX,XX,02,  Pangsha Upazila,865,840,556,608,302,237,886,1325,88,51,1163,1447,01110
