ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
67.0,6.0,XX.0,XXX,XX,02,  Bandar Upazila,38931,21.0,44.6,33.8,0.7,31.3,50.3,17.9,0.5,00110
67.0,58.0,XX.0,XXX,XX,02,  Narayanganj Sadar Upazila,123836,39.7,37.6,21.1,1.6,43.0,47.1,9.5,0.5,00110
67.0,68.0,XX.0,XXX,XX,02,  Rupganj Upazila,47633,8.7,45.9,44.5,0.9,4.0,79.6,15.1,1.2,00110
33.0,XX.0,XX.0,XXX,XX,02, Gazipur Zila,248296,21.3,53.4,23.7,1.5,36.9,52.8,9.9,0.4,00110
33.0,30.0,XX.0,XXX,XX,02,  Gazipur Sadar Upazila,167299,26.1,52.9,19.5,1.5,41.6,50.8,7.4,0.3,00110
33.0,32.0,XX.0,XXX,XX,02,  Kaliakair Upazila,40901,10.4,64.8,24.5,0.2,35.9,54.5,9.1,0.5,00110
33.0,34.0,XX.0,XXX,XX,02,  Kaliganj Upazila,9583,18.1,30.3,48.3,3.3,11.6,50.4,36.5,1.5,00110
33.0,86.0,XX.0,XXX,XX,02,  Sreepur Upazila,30513,10.9,48.1,38.3,2.7,20.3,62.3,16.3,1.1,00110
56.0,XX.0,XX.0,XXX,XX,02, Manikganj Zila,22148,20.0,26.2,51.0,2.7,32.1,56.0,11.1,0.7,00110
56.0,46.0,XX.0,XXX,XX,02,  Manikganj Sadar Upazila,16069,25.1,31.9,41.9,1.1,34.0,55.9,9.7,0.5,00110
56.0,82.0,XX.0,XXX,XX,02,  Singair Upazila,6079,6.5,11.0,75.4,7.1,27.2,56.4,15.0,1.4,00110
26.0,XX.0,XX.0,XXX,XX,02, Dhaka Zila,1569197,59.1,30.1,8.4,2.5,59.2,35.6,5.0,0.3,00110
26.0,2.0,XX.0,XXX,XX,02,  Adabor Thana,47642,53.5,32.3,13.0,1.3,48.3,44.9,6.7,0.2,00110
26.0,4.0,XX.0,XXX,XX,02,  Badda Thana,41792,47.0,44.8,6.5,1.7,73.5,24.3,2.2,0.0,00110
26.0,5.0,XX.0,XXX,XX,02,  Bangshal Thana,29711,89.5,9.9,0.2,0.4,56.6,42.9,0.4,0.1,00110
26.0,6.0,XX.0,XXX,XX,02,  Biman Bandar Thana,896,80.8,1.5,3.5,14.3,81.0,1.5,5.4,12.2,00110
26.0,8.0,XX.0,XXX,XX,02,  Cantonment Thana,25198,71.1,23.5,4.7,0.7,79.7,19.0,1.3,0.1,00110
26.0,9.0,XX.0,XXX,XX,02,  Chak Bazar Thana,25401,76.7,17.1,4.9,1.2,45.9,52.1,1.9,0.1,00110
26.0,11.0,XX.0,XXX,XX,02,  Darus Salam Thana,37264,39.2,46.2,11.3,3.2,31.4,59.5,9.0,0.1,00110
26.0,14.0,XX.0,XXX,XX,02,  Dhamrai Upazila,14171,33.4,47.7,18.3,0.6,42.9,47.3,9.5,0.3,00110
26.0,16.0,XX.0,XXX,XX,02,  Dhanmondi Thana,29448,86.2,11.5,1.7,0.6,87.3,11.8,1.0,0.0,00110
26.0,18.0,XX.0,XXX,XX,02,  Dohar Upazila,7896,9.7,52.2,37.8,0.4,22.2,67.7,9.7,0.4,00110
26.0,24.0,XX.0,XXX,XX,02,  Gendaria Thana,27887,73.6,21.3,4.1,1.0,78.0,20.6,1.4,0.0,00110
26.0,26.0,XX.0,XXX,XX,02,  Gulshan Thana,54215,47.7,25.1,24.5,2.8,56.9,36.0,7.1,0.0,00110
26.0,28.0,XX.0,XXX,XX,02,  Hazaribagh Thana,41681,58.4,26.3,9.4,5.9,60.6,33.5,5.8,0.1,00110
26.0,29.0,XX.0,XXX,XX,02,  Jatrabari Thana,37914,59.9,31.3,7.6,1.1,53.3,42.5,4.2,0.1,00110
26.0,30.0,XX.0,XXX,XX,02,  Kafrul Thana,91248,47.9,41.0,10.2,0.9,44.3,48.2,7.4,0.1,00110
26.0,32.0,XX.0,XXX,XX,02,  Kadamtali Thana,23897,55.2,41.6,2.3,0.8,56.4,42.4,1.2,0.0,00110
26.0,33.0,XX.0,XXX,XX,02,  Kalabagan Thana,20672,85.0,13.1,1.2,0.8,84.6,13.8,1.6,0.1,00110
26.0,36.0,XX.0,XXX,XX,02,  Khilgaon Thana,61820,59.0,29.6,10.4,0.9,57.6,36.8,5.4,0.1,00110
26.0,37.0,XX.0,XXX,XX,02,  Khilkhet Thana,22634,42.2,47.8,7.3,2.7,35.2,59.4,4.9,0.5,00110
26.0,40.0,XX.0,XXX,XX,02,  Kotwali Thana,9704,93.1,6.6,0.1,0.2,44.9,53.6,1.3,0.1,00110
26.0,42.0,XX.0,XXX,XX,02,  Lalbagh Thana,79372,52.3,33.6,12.5,1.5,54.3,41.5,4.0,0.1,00110
26.0,48.0,XX.0,XXX,XX,02,  Mirpur Thana,111906,60.7,32.8,4.6,1.9,66.1,32.1,1.7,0.0,00110
26.0,50.0,XX.0,XXX,XX,02,  Mohammadpur Thana,75546,67.6,20.5,7.6,4.2,65.4,28.5,5.7,0.4,00110
26.0,54.0,XX.0,XXX,XX,02,  Motijheel Thana,41954,79.0,16.1,3.4,1.6,61.3,33.9,4.1,0.6,00110
26.0,63.0,XX.0,XXX,XX,02,  New Market Thana,6192,94.0,5.4,0.1,0.5,93.3,6.6,0.1,0.0,00110
26.0,64.0,XX.0,XXX,XX,02,  Pallabi Thana,138403,47.2,39.7,7.7,5.5,58.6,32.4,8.0,1.0,00110
26.0,65.0,XX.0,XXX,XX,02,  Paltan Thana,9068,96.5,3.0,0.3,0.1,98.1,1.7,0.2,0.0,00110
26.0,66.0,XX.0,XXX,XX,02,  Ramna Thana,38650,72.4,19.4,7.5,0.7,59.9,35.9,4.1,0.1,00110
26.0,67.0,XX.0,XXX,XX,02,  Rampura Thana,47627,68.4,22.5,7.7,1.4,59.6,34.8,5.5,0.1,00110
26.0,68.0,XX.0,XXX,XX,02,  Sabujbagh Thana,62677,66.6,25.2,6.6,1.5,56.9,39.9,3.1,0.1,00110
26.0,72.0,XX.0,XXX,XX,02,  Savar Upazila,73465,31.0,57.2,11.4,0.5,63.4,33.1,3.4,0.1,00110
26.0,74.0,XX.0,XXX,XX,02,  Shah Ali Thana,27001,43.1,39.6,11.2,6.2,41.9,48.7,9.2,0.3,00110
26.0,75.0,XX.0,XXX,XX,02,  Shahbagh Thana,7546,75.4,20.3,1.9,2.4,79.8,18.4,1.3,0.4,00110
26.0,76.0,XX.0,XXX,XX,02,  Shyampur Thana,40978,53.9,35.9,6.6,3.5,57.8,39.4,2.7,0.1,00110
26.0,80.0,XX.0,XXX,XX,02,  Sher-E-Bangla Nagar Thana,27142,61.0,23.3,9.3,6.4,58.4,28.6,12.7,0.3,00110
26.0,88.0,XX.0,XXX,XX,02,  Sutrapur Thana,38029,88.2,10.7,0.8,0.3,82.9,16.3,0.7,0.0,00110
26.0,90.0,XX.0,XXX,XX,02,  Tejgaon Thana,26348,66.2,25.1,4.7,3.9,56.3,39.7,2.9,1.1,00110
26.0,92.0,XX.0,XXX,XX,02,  Tejgaon Ind. Area Thana,29733,45.0,25.1,22.4,7.5,31.1,47.7,19.9,1.3,00110
26.0,95.0,XX.0,XXX,XX,02,  Uttara Thana,36469,80.5,8.0,4.4,7.1,78.4,14.4,6.4,0.8,00110
86.0,XX.0,XX.0,XXX,XX,02, Shariatpur Zila,25098,9.9,24.7,64.3,1.1,33.6,53.4,12.0,1.1,00110
86.0,14.0,XX.0,XXX,XX,02,  Bhedarganj Upazila,1772,9.8,15.6,74.3,0.3,60.0,35.2,4.5,0.2,00110
86.0,25.0,XX.0,XXX,XX,02,  Damudya Upazila,3250,9.6,12.1,75.4,2.9,51.7,41.1,6.8,0.4,00110
86.0,65.0,XX.0,XXX,XX,02,  Naria Upazila,4891,9.8,16.3,72.7,1.1,17.6,66.8,14.6,1.0,00110
86.0,69.0,XX.0,XXX,XX,02,  Shariatpur Sadar Upazila,10778,12.0,37.0,50.0,1.0,40.2,46.3,12.4,1.1,00110
86.0,94.0,XX.0,XXX,XX,02,  Zanjira Upazila,4407,5.2,17.0,77.5,0.3,11.0,72.0,14.9,2.1,00110
54.0,XX.0,XX.0,XXX,XX,02, Madaripur Zila,28244,16.7,30.8,50.8,1.8,26.8,48.7,24.0,0.5,00110
54.0,40.0,XX.0,XXX,XX,02,  Kalkini Upazila,8785,6.1,12.3,78.4,3.2,6.0,49.5,44.3,0.2,00110
54.0,54.0,XX.0,XXX,XX,02,  Madaripur Sadar Upazila,13952,22.6,38.2,38.4,0.9,31.6,50.6,17.1,0.7,00110
54.0,87.0,XX.0,XXX,XX,02,  Shib Char Upazila,5507,18.4,41.5,38.4,1.7,47.7,42.4,9.2,0.7,00110
93.0,XX.0,XX.0,XXX,XX,02, Tangail Zila,108248,14.0,18.3,66.2,1.4,34.1,38.6,23.9,3.4,00110
93.0,19.0,XX.0,XXX,XX,02,  Bhuapur Upazila,6711,8.3,12.0,79.0,0.7,26.4,42.1,30.2,1.3,00110
93.0,19.0,XX.0,XXX,XX,02,Bhuapur Paurashava,6711,8.3,12.0,79.0,0.7,26.4,42.1,30.2,1.3,00110
93.0,25.0,XX.0,XXX,XX,02,  Dhanbari Upazila,9107,2.6,12.9,80.9,3.5,16.7,27.8,45.6,9.9,00110
93.0,25.0,XX.0,XXX,XX,02,Dhanbari  Paurashava,9107,2.6,12.9,80.9,3.5,16.7,27.8,45.6,9.9,00110
93.0,28.0,XX.0,XXX,XX,02,  Ghatail Upazila,7610,19.7,39.0,40.4,0.9,51.8,41.6,6.0,0.6,00110
93.0,28.0,XX.0,XXX,XX,02,Ghatail Paurashava,7610,19.7,39.0,40.4,0.9,51.8,41.6,6.0,0.6,00110
93.0,38.0,XX.0,XXX,XX,02,  Gopalpur Upazila,12516,4.1,13.2,81.4,1.3,10.0,26.8,57.9,5.3,00110
93.0,38.0,XX.0,XXX,XX,02,Gopalpur Paurashava,12516,4.1,13.2,81.4,1.3,10.0,26.8,57.9,5.3,00110
93.0,47.0,XX.0,XXX,XX,02,  Kalihati Upazila,8620,4.2,9.6,85.3,0.9,23.6,46.5,25.5,4.4,00110
93.0,47.0,XX.0,XXX,XX,02,Kalihati Paurashava,8620,4.2,9.6,85.3,0.9,23.6,46.5,25.5,4.4,00110
93.0,57.0,XX.0,XXX,XX,02,  Madhupur Upazila,13563,4.4,18.5,75.6,1.5,35.5,41.2,17.1,6.1,00110
93.0,57.0,XX.0,XXX,XX,02,Madhupur Paurashava,13563,4.4,18.5,75.6,1.5,35.5,41.2,17.1,6.1,00110
93.0,66.0,XX.0,XXX,XX,02,  Mirzapur Upazila,6035,22.9,26.2,49.6,1.3,57.0,31.6,9.0,2.4,00110
93.0,66.0,XX.0,XXX,XX,02,Mirzapur Paurashava,6035,22.9,26.2,49.6,1.3,57.0,31.6,9.0,2.4,00110
93.0,85.0,XX.0,XXX,XX,02,  Sakhipur Upazila,7387,5.3,7.3,85.7,1.7,41.6,31.7,22.9,3.7,00110
93.0,85.0,XX.0,XXX,XX,02,Sakhipur Paurashava,7387,5.3,7.3,85.7,1.7,41.6,31.7,22.9,3.7,00110
93.0,95.0,XX.0,XXX,XX,02,  Tangail Sadar Upazila,36699,26.3,21.2,51.3,1.1,41.0,43.8,14.1,1.1,00110
93.0,95.0,XX.0,XXX,XX,02,Tangail Paurashava,36699,26.3,21.2,51.3,1.1,41.0,43.8,14.1,1.1,00110
48.0,XX.0,XX.0,XXX,XX,02, Kishoreganj Zila,84997,13.4,30.9,54.7,1.1,33.8,34.9,26.1,5.2,00110
48.0,6.0,XX.0,XXX,XX,02,  Bajitpur Upazila,7307,9.3,26.5,63.7,0.6,26.3,40.1,31.3,2.4,00110
48.0,6.0,XX.0,XXX,XX,02,  Bajitpur Paurshava,7307,9.3,26.5,63.7,0.6,26.3,40.1,31.3,2.4,00110
48.0,11.0,XX.0,XXX,XX,02,  Bhairab Upazila,23637,20.2,30.1,49.3,0.3,38.7,37.9,19.7,3.8,00110
48.0,11.0,XX.0,XXX,XX,02,  Bhairab Paurashava,23637,20.2,30.1,49.3,0.3,38.7,37.9,19.7,3.8,00110
48.0,27.0,XX.0,XXX,XX,02,  Hossainpur Upazila,5176,4.1,19.9,74.1,1.9,14.6,30.0,43.1,12.3,00110
48.0,27.0,XX.0,XXX,XX,02,  Hossainpur Paurashava,5176,4.1,19.9,74.1,1.9,14.6,30.0,43.1,12.3,00110
48.0,42.0,XX.0,XXX,XX,02,  Karimganj Upazila,5884,3.2,14.3,79.9,2.6,39.5,36.1,19.9,4.6,00110
48.0,42.0,XX.0,XXX,XX,02,  Karimganj Paurashava,5884,3.2,14.3,79.9,2.6,39.5,36.1,19.9,4.6,00110
48.0,45.0,XX.0,XXX,XX,02,  Katiadi Upazila,9040,5.4,30.0,63.2,1.4,16.5,28.2,46.5,8.8,00110
48.0,45.0,XX.0,XXX,XX,02,  Katiadi Paurashava,9040,5.4,30.0,63.2,1.4,16.5,28.2,46.5,8.8,00110
48.0,49.0,XX.0,XXX,XX,02,  Kishoreganj Sadar Upazila,21019,21.0,47.0,31.4,0.6,51.2,29.3,17.7,1.8,00110
48.0,49.0,XX.0,XXX,XX,02,  Kishoreganj Paurashava,21019,21.0,47.0,31.4,0.6,51.2,29.3,17.7,1.8,00110
48.0,54.0,XX.0,XXX,XX,02,  Kuliar Char Upazila,6549,4.4,15.9,77.2,2.5,10.5,47.0,31.9,10.6,00110
48.0,54.0,XX.0,XXX,XX,02,  Kuliar Char Paurashava,6549,4.4,15.9,77.2,2.5,10.5,47.0,31.9,10.6,00110
48.0,79.0,XX.0,XXX,XX,02,  Pakundia Upazila,6385,5.2,26.1,66.5,2.3,25.7,36.1,29.0,9.2,00110
48.0,79.0,XX.0,XXX,XX,02,  Pakundia Paurashava,6385,5.2,26.1,66.5,2.3,25.7,36.1,29.0,9.2,00110
89.0,XX.0,XX.0,XXX,XX,02, Sherpur Zila,42754,6.3,24.9,64.7,4.1,17.1,42.9,34.5,5.6,00110
89.0,67.0,XX.0,XXX,XX,02,  Nakla Upazila,8042,4.3,15.0,78.0,2.7,17.4,48.2,27.1,7.4,00110
89.0,67.0,XX.0,XXX,XX,02,Nakla Paurashava,8042,4.3,15.0,78.0,2.7,17.4,48.2,27.1,7.4,00110
89.0,70.0,XX.0,XXX,XX,02,  Nalitabari Upazila,6475,3.7,20.0,67.6,8.7,20.6,44.5,29.5,5.4,00110
89.0,70.0,XX.0,XXX,XX,02,Nalitabari Paurashava,6475,3.7,20.0,67.6,8.7,20.6,44.5,29.5,5.4,00110
89.0,88.0,XX.0,XXX,XX,02,  Sherpur Sadar Upazila,22462,8.7,32.6,55.9,2.8,17.3,41.4,36.9,4.4,00110
89.0,88.0,XX.0,XXX,XX,02,Sherpur Paurashava,22462,8.7,32.6,55.9,2.8,17.3,41.4,36.9,4.4,00110
89.0,90.0,XX.0,XXX,XX,02,  Sreebardi Upazila,5775,2.5,14.4,77.4,5.8,11.8,39.5,40.8,7.9,00110
89.0,90.0,XX.0,XXX,XX,02,Sreebardi Paurashava,5775,2.5,14.4,77.4,5.8,11.8,39.5,40.8,7.9,00110
68.0,XX.0,XX.0,XXX,XX,02, Narsingdi Zila,75892,23.1,38.6,37.7,0.6,33.1,51.0,14.7,1.2,00110
68.0,52.0,XX.0,XXX,XX,02,  Manohardi Upazila,4125,8.7,37.8,53.2,0.2,45.2,36.4,15.8,2.6,00110
68.0,60.0,XX.0,XXX,XX,02,  Narsingdi Sadar Upazila,41687,26.9,49.1,23.7,0.3,33.2,55.3,11.1,0.5,00110
68.0,63.0,XX.0,XXX,XX,02,  Palash Upazila,18590,25.8,26.2,46.5,1.5,34.5,47.6,17.0,0.9,00110
68.0,64.0,XX.0,XXX,XX,02,  Roypura Upazila,7232,6.4,16.0,77.3,0.4,29.4,45.5,20.5,4.6,00110
68.0,76.0,XX.0,XXX,XX,02,  Shibpur Upazila,4258,16.3,28.7,54.4,0.5,21.1,47.4,29.6,1.9,00110
33.0,XX.0,XX.0,XXX,XX,02, Gazipur Zila,248296,21.3,53.4,23.7,1.5,36.9,52.8,9.9,0.4,00110
33.0,30.0,XX.0,XXX,XX,02,  Gazipur Sadar Upazila,167299,26.1,52.9,19.5,1.5,41.6,50.8,7.4,0.3,00110
33.0,32.0,XX.0,XXX,XX,02,  Kaliakair Upazila,40901,10.4,64.8,24.5,0.2,35.9,54.5,9.1,0.5,00110
33.0,34.0,XX.0,XXX,XX,02,  Kaliganj Upazila,9583,18.1,30.3,48.3,3.3,11.6,50.4,36.5,1.5,00110
33.0,86.0,XX.0,XXX,XX,02,  Sreepur Upazila,30513,10.9,48.1,38.3,2.7,20.3,62.3,16.3,1.1,00110
90.0,XX.0,XX.0,XXX,XX,02, Sunamganj Zila,31317,24.3,28.8,45.4,1.5,26.9,47.9,23.5,1.8,00110
90.0,23.0,XX.0,XXX,XX,02,  Chhatak Upazila,7701,34.1,27.2,37.9,0.8,39.0,41.0,19.2,0.9,00110
90.0,29.0,XX.0,XXX,XX,02,  Derai Upazila,5024,15.4,27.1,55.8,1.8,30.4,51.2,17.0,1.5,00110
90.0,47.0,XX.0,XXX,XX,02,  Jagannathpur Upazila,6837,23.1,18.0,56.0,2.9,22.5,45.8,28.7,2.9,00110
90.0,89.0,XX.0,XXX,XX,02,  Sunamganj Sadar Upazila,11755,22.4,36.9,39.7,1.0,20.0,52.3,26.0,1.8,00110
36.0,XX.0,XX.0,XXX,XX,02, Habiganj Zila,32335,23.1,33.4,41.3,2.1,34.4,46.6,17.4,1.6,00110
36.0,2.0,XX.0,XXX,XX,02,  Ajmiriganj Upazila,2654,9.3,12.0,72.1,6.6,28.1,31.6,29.8,10.5,00110
36.0,26.0,XX.0,XXX,XX,02,  Chunarughat Upazila,3813,24.2,33.4,40.4,2.0,26.1,54.2,18.8,0.9,00110
36.0,44.0,XX.0,XXX,XX,02,  Habiganj Sadar Upazila,17552,25.8,41.0,31.7,1.5,40.2,47.4,11.8,0.6,00110
36.0,71.0,XX.0,XXX,XX,02,  Madhabpur Upazila,4010,17.2,24.7,54.6,3.5,22.4,46.5,30.1,1.1,00110
36.0,77.0,XX.0,XXX,XX,02,  Nabiganj Upazila,4306,25.1,24.1,50.1,0.7,33.1,45.9,19.8,1.2,00110
91.0,XX.0,XX.0,XXX,XX,02, Sylhet Zila,114290,43.0,37.9,17.1,2.0,45.1,39.6,14.9,0.4,00110
91.0,17.0,XX.0,XXX,XX,02,  Beani Bazar Upazila,7513,22.9,53.0,23.8,0.4,35.9,43.5,20.5,0.1,00110
91.0,38.0,XX.0,XXX,XX,02,  Golapganj Upazila,5595,30.4,37.1,31.8,0.7,17.9,44.7,35.9,1.6,00110
91.0,59.0,XX.0,XXX,XX,02,  Kanaighat Upazila,4631,19.3,27.5,52.5,0.7,8.0,36.6,52.8,2.6,00110
91.0,62.0,XX.0,XXX,XX,02,  Sylhet Sadar Upazila,93747,47.6,36.8,13.3,2.3,50.0,38.7,11.1,0.2,00110
91.0,94.0,XX.0,XXX,XX,02,  Zakiganj Upazila,2804,8.3,52.9,38.3,0.4,20.0,50.4,25.8,3.8,00110
58.0,XX.0,XX.0,XXX,XX,02, Maulvibazar Zila,27603,37.4,33.6,25.6,3.4,44.6,32.0,22.2,1.3,00110
58.0,14.0,XX.0,XXX,XX,02,  Barlekha Upazila,4083,16.5,55.4,25.8,2.3,32.4,35.8,29.6,2.2,00110
58.0,56.0,XX.0,XXX,XX,02,  Kamalganj Upazila,3321,10.4,37.2,44.4,8.0,13.8,34.6,45.9,5.8,00110
58.0,65.0,XX.0,XXX,XX,02,  Kulaura Upazila,4954,40.7,23.3,30.1,5.9,42.3,32.2,25.3,0.3,00110
58.0,74.0,XX.0,XXX,XX,02,  Maulvibazar Sadar Upazila,10479,54.7,26.3,16.3,2.6,61.1,27.6,10.9,0.4,00110
58.0,83.0,XX.0,XXX,XX,02,  Sreemangal Upazila,4766,32.5,39.0,28.1,0.3,42.6,36.4,20.8,0.1,00110
