ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
76.0,16.0,XX.0,XXX,XX,02,Bera  Paurashava,10987,5.2,12.4,81.8,0.7,9.4,53.0,35.5,2.1,00110
76.0,19.0,XX.0,XXX,XX,02,  Bhangura Upazila,4664,9.2,27.1,62.3,1.4,52.9,35.8,9.9,1.4,00110
76.0,19.0,XX.0,XXX,XX,02,Bhangura  Paurashava,4664,9.2,27.1,62.3,1.4,52.9,35.8,9.9,1.4,00110
76.0,22.0,XX.0,XXX,XX,02,  Chatmohar Upazila,3284,26.1,40.6,31.6,1.7,58.8,28.4,12.1,0.7,00110
76.0,22.0,XX.0,XXX,XX,02,Chatmohar  Paurashava,3284,26.1,40.6,31.6,1.7,58.8,28.4,12.1,0.7,00110
76.0,33.0,XX.0,XXX,XX,02,  Faridpur Upazila,3175,9.3,25.3,64.0,1.3,35.2,54.2,10.1,0.5,00110
76.0,33.0,XX.0,XXX,XX,02,Faridpur  Paurashava,3175,9.3,25.3,64.0,1.3,35.2,54.2,10.1,0.5,00110
76.0,39.0,XX.0,XXX,XX,02,  Ishwardi Upazila,15235,29.8,30.7,36.7,2.8,27.1,40.5,30.7,1.7,00110
76.0,39.0,XX.0,XXX,XX,02,Ishwardi  Paurashava,15235,29.8,30.7,36.7,2.8,27.1,40.5,30.7,1.7,00110
76.0,55.0,XX.0,XXX,XX,02,  Pabna Sadar Upazila,32359,41.3,31.8,26.4,0.4,57.5,31.5,10.6,0.5,00110
76.0,55.0,XX.0,XXX,XX,02,Pabna  Paurashava,32359,41.3,31.8,26.4,0.4,57.5,31.5,10.6,0.5,00110
76.0,72.0,XX.0,XXX,XX,02,  Santhia Upazila,9315,6.3,29.4,63.4,0.9,16.0,55.3,27.5,1.2,00110
76.0,72.0,XX.0,XXX,XX,02,Santhia  Paurashava,9315,6.3,29.4,63.4,0.9,16.0,55.3,27.5,1.2,00110
76.0,83.0,XX.0,XXX,XX,02,  Sujanagar Upazila,5811,7.2,14.2,75.9,2.7,15.4,52.8,26.1,5.7,00110
76.0,83.0,XX.0,XXX,XX,02,Sujanagar  Paurashava,5811,7.2,14.2,75.9,2.7,15.4,52.8,26.1,5.7,00110
70.0,XX.0,XX.0,XXX,XX,02, Chapai Nawabganj Zila,59443,31.0,51.8,13.3,3.8,27.4,35.5,31.6,5.5,00110
70.0,37.0,XX.0,XXX,XX,02,  Gomastapur Upazila,7557,22.3,39.6,33.7,4.4,33.2,19.5,39.6,7.6,00110
70.0,37.0,XX.0,XXX,XX,02,Rahanpur Paurashava,7557,22.3,39.6,33.7,4.4,33.2,19.5,39.6,7.6,00110
70.0,56.0,XX.0,XXX,XX,02,  Nachole Upazila,3758,13.6,15.7,68.8,1.8,7.4,33.9,51.4,7.3,00110
70.0,56.0,XX.0,XXX,XX,02,Nachole Paurashava,3758,13.6,15.7,68.8,1.8,7.4,33.9,51.4,7.3,00110
70.0,66.0,XX.0,XXX,XX,02,  Chapai Nawabganj Sadar Upazila,39123,35.5,56.1,5.9,2.5,28.9,40.2,26.9,4.0,00110
70.0,66.0,XX.0,XXX,XX,02,Chapai Nababganj Paurashava,39123,35.5,56.1,5.9,2.5,28.9,40.2,26.9,4.0,00110
70.0,88.0,XX.0,XXX,XX,02,  Shibganj Upazila,9005,26.5,58.2,5.5,9.9,24.2,29.4,36.9,9.6,00110
70.0,88.0,XX.0,XXX,XX,02,Shibganj Paurashava,9005,26.5,58.2,5.5,9.9,24.2,29.4,36.9,9.6,00110
69.0,XX.0,XX.0,XXX,XX,02, Natore Zila,55108,19.0,41.8,37.7,1.5,41.5,41.6,14.3,2.6,00110
69.0,9.0,XX.0,XXX,XX,02,  Bagatipara Upazila,2540,4.9,53.0,42.1,0.0,23.6,50.7,20.8,4.9,00110
69.0,9.0,XX.0,XXX,XX,02,Bagatipara  Paurashava,2540,4.9,53.0,42.1,0.0,23.6,50.7,20.8,4.9,00110
69.0,15.0,XX.0,XXX,XX,02,  Baraigram Upazila,10003,4.8,42.9,51.5,0.9,25.0,54.4,15.9,4.6,00110
69.0,41.0,XX.0,XXX,XX,02,  Gurudaspur Upazila,8210,5.9,45.9,47.0,1.2,31.8,53.2,14.1,0.9,00110
69.0,41.0,XX.0,XXX,XX,02,Gurudaspur  Paurashava,8210,5.9,45.9,47.0,1.2,31.8,53.2,14.1,0.9,00110
69.0,44.0,XX.0,XXX,XX,02,  Lalpur Upazila,5280,15.2,40.6,43.5,0.6,47.9,36.7,13.6,1.8,00110
69.0,44.0,XX.0,XXX,XX,02,Gopalpur (Lalpur)  Paurashava,5280,15.2,40.6,43.5,0.6,47.9,36.7,13.6,1.8,00110
69.0,63.0,XX.0,XXX,XX,02,  Natore Sadar Upazila,21181,27.7,47.6,22.6,2.2,54.9,31.8,11.6,1.7,00110
69.0,91.0,XX.0,XXX,XX,02,  Singra Upazila,7894,34.3,17.8,46.0,2.0,37.9,40.0,17.8,4.2,00110
69.0,91.0,XX.0,XXX,XX,02,Singra  Paurashava,7894,34.3,17.8,46.0,2.0,37.9,40.0,17.8,4.2,00110
38.0,XX.0,XX.0,XXX,XX,02, Joypurhat Zila,32696,23.3,40.8,29.4,6.5,49.2,19.8,20.4,10.6,00110
38.0,13.0,XX.0,XXX,XX,02,  Akkelpur Upazila,6270,12.7,36.2,42.5,8.7,25.1,21.6,39.9,13.5,00110
38.0,13.0,XX.0,XXX,XX,02,Akkelpur  Paurashava,6270,12.7,36.2,42.5,8.7,25.1,21.6,39.9,13.5,00110
38.0,47.0,XX.0,XXX,XX,02,  Joypurhat Sadar Upazila,16555,31.8,46.4,18.1,3.7,60.4,19.4,11.9,8.3,00110
38.0,47.0,XX.0,XXX,XX,02,Joypurhat  Paurashava,16555,31.8,46.4,18.1,3.7,60.4,19.4,11.9,8.3,00110
38.0,58.0,XX.0,XXX,XX,02,  Kalai Upazila,4398,11.9,19.1,67.7,1.3,40.0,25.2,21.6,13.3,00110
38.0,58.0,XX.0,XXX,XX,02,Kalai  Paurashava,4398,11.9,19.1,67.7,1.3,40.0,25.2,21.6,13.3,00110
38.0,74.0,XX.0,XXX,XX,02,  Panchbibi Upazila,5473,18.7,46.6,18.1,16.6,50.3,14.7,23.0,12.0,00110
38.0,74.0,XX.0,XXX,XX,02,Panchbibi  Paurashava,5473,18.7,46.6,18.1,16.6,50.3,14.7,23.0,12.0,00110
13.0,XX.0,XX.0,XXX,XX,02, Chandpur Zila,84959,18.2,17.2,63.9,0.7,26.0,53.7,18.7,1.6,00110
13.0,22.0,XX.0,XXX,XX,02,  Chandpur Sadar Upazila,32815,25.2,24.5,49.2,1.1,36.8,38.7,23.0,1.5,00110
13.0,45.0,XX.0,XXX,XX,02,  Faridganj Upazila,7541,17.8,12.4,68.7,1.1,3.2,88.6,7.3,0.9,00110
13.0,49.0,XX.0,XXX,XX,02,  Hajiganj Upazila,12617,21.5,19.9,58.3,0.3,23.4,66.0,8.7,1.9,00110
13.0,58.0,XX.0,XXX,XX,02,  Kachua Upazila,5024,10.9,9.5,79.4,0.3,17.0,68.4,12.1,2.6,00110
13.0,76.0,XX.0,XXX,XX,02,  Matlab Upazila,13472,9.0,11.0,79.4,0.5,41.6,38.5,17.8,2.2,00110
13.0,79.0,XX.0,XXX,XX,02,  Matlab Uttar Upazila,7742,7.3,6.4,86.0,0.2,2.5,89.0,7.0,1.5,00110
13.0,95.0,XX.0,XXX,XX,02,  Shahrasti Upazila,5748,13.6,12.1,73.7,0.6,3.0,42.5,54.1,0.4,00110
3.0,XX.0,XX.0,XXX,XX,02, Bandarban Zila,12251,14.1,14.5,69.5,1.8,29.1,35.7,29.9,5.2,00110
3.0,4.0,XX.0,XXX,XX,02,  Alikadam Upazila,35,2.9,97.1,0.0,0.0,20.0,80.0,0.0,0.0,00110
3.0,4.0,31.0,XXX,XX,02,  Alikadam Union,35,2.9,97.1,0.0,0.0,20.0,80.0,0.0,0.0,00110
3.0,14.0,XX.0,XXX,XX,02,  Bandarban Sadar Upazila,8326,17.1,16.0,65.1,1.8,38.3,36.3,21.9,3.5,00110
3.0,51.0,XX.0,XXX,XX,02,  Lama Upazila,3877,7.7,10.7,79.7,2.0,9.1,34.2,47.6,9.1,00110
3.0,91.0,XX.0,XXX,XX,02,  Ruma Upazila,13,46.2,23.1,30.8,0.0,100.0,0.0,0.0,0.0,00110
3.0,91.0,76.0,XXX,XX,02,  Ruma Union,13,46.2,23.1,30.8,0.0,100.0,0.0,0.0,0.0,00110
19.0,XX.0,XX.0,XXX,XX,02, Comilla Zila,138065,28.0,24.5,45.4,2.1,39.5,43.9,15.1,1.5,00110
19.0,9.0,XX.0,XXX,XX,02,  Barura Upazila,9748,10.0,16.3,73.3,0.4,26.1,55.1,16.2,2.7,00110
19.0,27.0,XX.0,XXX,XX,02,  Chandina Upazila,9261,21.8,22.9,54.1,1.3,38.9,43.3,15.6,2.2,00110
19.0,31.0,XX.0,XXX,XX,02,  Chauddagram Upazila,7514,19.4,19.0,59.4,2.1,27.1,44.4,26.7,1.8,00110
19.0,33.0,XX.0,XXX,XX,02,  Comilla Sadar Dakshin Upazila,19628,24.9,36.7,35.3,3.1,34.0,46.5,18.3,1.2,00110
19.0,36.0,XX.0,XXX,XX,02,  Daudkandi Upazila,9293,14.1,13.1,72.6,0.2,38.6,44.7,16.2,0.6,00110
19.0,40.0,XX.0,XXX,XX,02,  Debidwar Upazila,11811,15.8,20.6,63.0,0.6,45.0,43.8,8.9,2.3,00110
19.0,54.0,XX.0,XXX,XX,02,  Homna Upazila,5881,7.5,15.1,77.2,0.2,22.2,47.2,24.9,5.7,00110
19.0,67.0,XX.0,XXX,XX,02,  Comilla Adarsha Sadar Upazila,45818,49.5,28.8,18.2,3.5,56.6,35.1,8.2,0.1,00110
19.0,72.0,XX.0,XXX,XX,02,  Laksam Upazila,13955,18.1,22.9,58.0,1.0,20.6,51.5,25.4,2.5,00110
19.0,87.0,XX.0,XXX,XX,02,  Nangalkot Upazila,5156,9.2,10.7,78.3,1.7,11.4,66.6,17.8,4.2,00110
12.0,XX.0,XX.0,XXX,XX,02, Brahmanbaria Zila,58809,28.5,28.6,42.5,0.4,37.8,49.1,12.5,0.6,00110
12.0,2.0,XX.0,XXX,XX,02,  Akhaura Upazila,7424,23.2,22.5,53.9,0.4,32.0,48.4,19.2,0.4,00110
12.0,13.0,XX.0,XXX,XX,02,  Brahmanbaria Sadar Upazila,33157,37.5,34.1,28.1,0.3,46.3,43.9,9.4,0.4,00110
12.0,63.0,XX.0,XXX,XX,02,  Kasba Upazila,7736,15.7,27.1,56.2,1.0,21.0,62.6,15.5,1.0,00110
12.0,85.0,XX.0,XXX,XX,02,  Nabinagar Upazila,10492,13.2,16.6,69.9,0.3,27.3,56.2,15.3,1.3,00110
51.0,XX.0,XX.0,XXX,XX,02, Lakshmipur Zila,36984,20.6,16.2,62.1,1.1,36.4,50.2,11.8,1.7,00110
51.0,43.0,XX.0,XXX,XX,02,  Lakshmipur Sadar Upazila,16682,22.8,20.1,56.2,1.0,38.3,48.7,12.0,1.0,00110
51.0,58.0,XX.0,XXX,XX,02,  Roypur Upazila,6573,27.6,17.3,54.7,0.4,49.4,38.1,11.7,0.8,00110
51.0,65.0,XX.0,XXX,XX,02,  Ramganj Upazila,9024,20.1,11.7,67.3,0.9,36.1,52.9,8.5,2.4,00110
51.0,73.0,XX.0,XXX,XX,02,  Ramgati Upazila,4705,3.7,9.8,83.5,2.9,11.6,67.0,17.6,3.8,00110
46.0,XX.0,XX.0,XXX,XX,02, Khagrachhari Zila,20020,9.3,23.8,65.8,1.1,31.1,42.3,24.8,1.8,00110
46.0,49.0,XX.0,XXX,XX,02,  Khagrachhari Sadar Upazila,9969,14.3,34.0,51.1,0.6,37.1,40.3,22.0,0.7,00110
46.0,70.0,XX.0,XXX,XX,02,  Matiranga Upazila,4960,2.9,14.4,81.8,1.0,18.9,46.1,31.9,3.1,00110
46.0,80.0,XX.0,XXX,XX,02,  Ramgarh Upazila,5091,5.6,13.1,79.0,2.3,31.4,42.6,23.4,2.7,00110
22.0,XX.0,XX.0,XXX,XX,02, Cox's Bazar Zila,53047,18.3,24.2,44.3,13.2,24.2,43.2,29.3,3.3,00110
22.0,16.0,XX.0,XXX,XX,02,  Chakoria Upazila,13065,16.8,21.9,52.3,9.0,24.7,49.6,23.2,2.5,00110
22.0,24.0,XX.0,XXX,XX,02,  Cox's Bazar Sadar Upazila,30374,20.4,26.6,39.6,13.3,25.8,41.1,30.0,3.0,00110
22.0,49.0,XX.0,XXX,XX,02,  Maheshkhali Upazila,5057,8.6,17.4,59.1,14.9,20.8,46.6,29.0,3.6,00110
22.0,90.0,XX.0,XXX,XX,02,  Teknaf Upazila,4551,19.6,22.2,35.7,22.5,15.2,35.5,42.1,7.2,00110
15.0,XX.0,XX.0,XXX,XX,02, Chittagong Zila,616259,41.6,31.0,23.5,3.9,46.9,40.3,12.3,0.5,00110
15.0,6.0,XX.0,XXX,XX,02,  Bayejid Bostami Thana,45905,30.5,41.6,24.5,3.5,41.4,46.7,11.6,0.3,00110
15.0,8.0,XX.0,XXX,XX,02,  Banshkhali Upazila,7345,11.5,9.7,68.7,10.1,26.9,42.0,27.7,3.4,00110
15.0,10.0,XX.0,XXX,XX,02,  Bakalia Thana,54859,35.5,36.8,22.1,5.7,38.0,45.6,15.9,0.5,00110
15.0,18.0,XX.0,XXX,XX,02,  Chandanaish  Upazila,6809,16.2,16.6,63.0,4.2,21.7,55.2,22.1,0.9,00110
15.0,19.0,XX.0,XXX,XX,02,  Chandgaon Thana,53745,42.7,33.6,20.0,3.7,48.6,41.3,9.6,0.4,00110
15.0,20.0,XX.0,XXX,XX,02,  Chittagong Port Thana,46592,56.8,30.8,11.3,1.1,59.7,34.5,5.6,0.2,00110
15.0,28.0,XX.0,XXX,XX,02,  Double Mooring Thana,74481,50.5,33.9,11.9,3.7,51.6,39.4,8.8,0.2,00110
15.0,35.0,XX.0,XXX,XX,02,  Halishahar Thana,30900,49.6,31.0,16.5,2.9,55.2,33.0,11.7,0.1,00110
15.0,37.0,XX.0,XXX,XX,02,  Hathazari Upazila,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00110
15.0,41.0,XX.0,XXX,XX,02,  Kotwali Thana,62465,66.3,21.3,9.4,3.0,67.5,25.7,6.1,0.7,00110
15.0,43.0,XX.0,XXX,XX,02,  Khulshi Thana,58934,37.0,30.6,25.8,6.5,41.6,42.1,16.1,0.2,00110
15.0,53.0,XX.0,XXX,XX,02,  Mirsharai Upazila,5822,22.4,12.3,63.8,1.5,35.3,48.5,15.4,0.7,00110
15.0,55.0,XX.0,XXX,XX,02,  Pahartali Thana,41188,31.7,39.4,25.0,3.9,32.1,50.9,16.9,0.2,00110
15.0,57.0,XX.0,XXX,XX,02,  Panchlaish Thana,43781,40.5,35.8,20.5,3.2,57.7,31.3,10.9,0.1,00110
15.0,61.0,XX.0,XXX,XX,02,  Patiya Upazila,10486,27.5,22.3,46.4,3.8,29.5,49.3,20.4,0.7,00110
15.0,65.0,XX.0,XXX,XX,02,  Patenga Thana,29544,42.0,30.1,25.9,1.9,44.3,39.4,15.6,0.6,00110
15.0,70.0,XX.0,XXX,XX,02,  Rangunia Upazila,6488,14.5,14.8,67.9,2.9,19.5,52.7,26.5,1.3,00110
15.0,74.0,XX.0,XXX,XX,02,  Raozan Upazila,11313,24.4,21.6,44.9,9.2,40.4,44.0,14.5,1.2,00110
15.0,78.0,XX.0,XXX,XX,02,  Sandwip Upazila,8226,2.0,10.9,82.7,4.3,1.8,66.1,30.3,1.8,00110
15.0,82.0,XX.0,XXX,XX,02,  Satkania Upazila,8467,28.8,19.8,46.4,4.9,39.3,44.6,14.1,2.0,00110
15.0,86.0,XX.0,XXX,XX,02,  Sitakunda Upazila,8909,22.6,14.5,62.3,0.7,40.2,51.9,7.1,0.9,00110
84.0,XX.0,XX.0,XXX,XX,02, Rangamati Zila,20501,14.6,22.7,61.0,1.6,27.8,53.7,17.4,1.1,00110
84.0,7.0,XX.0,XXX,XX,02,  Baghaichhari Upazila,2754,2.8,5.7,91.2,0.3,13.7,42.2,42.7,1.4,00110
84.0,87.0,XX.0,XXX,XX,02,  Rangamati Sadar Upazila,17747,16.4,25.4,56.3,1.9,30.0,55.5,13.5,1.0,00110
30.0,XX.0,XX.0,XXX,XX,02, Feni Zila,54995,35.0,25.9,38.3,0.9,16.4,68.5,14.6,0.5,00110
30.0,14.0,XX.0,XXX,XX,02,  Chhagalnaiya Upazila,8819,27.7,18.3,52.3,1.8,16.6,62.7,20.4,0.3,00110
30.0,25.0,XX.0,XXX,XX,02,  Daganbhuiyan Upazila,6018,31.5,21.6,46.2,0.7,31.1,58.8,9.0,1.1,00110
30.0,29.0,XX.0,XXX,XX,02,  Feni Sadar Upazila,30491,42.4,31.8,25.1,0.7,18.3,69.5,11.7,0.4,00110
30.0,51.0,XX.0,XXX,XX,02,  Parshuram Upazila,5916,15.9,17.4,65.3,1.4,0.7,66.5,32.0,0.8,00110
30.0,94.0,XX.0,XXX,XX,02,  Sonagazi Upazila,3751,27.2,15.6,57.1,0.0,1.7,92.5,5.4,0.5,00110
75.0,XX.0,XX.0,XXX,XX,02, Noakhali Zila,66964,22.0,19.0,56.6,2.5,29.5,52.4,15.6,2.5,00110
75.0,7.0,XX.0,XXX,XX,02,  Begumganj Upazila,13919,23.5,26.3,49.6,0.7,37.0,44.6,16.8,1.6,00110
75.0,10.0,XX.0,XXX,XX,02,  Chatkhil Upazila,6035,22.8,10.8,65.0,1.4,32.2,54.3,9.8,3.7,00110
75.0,21.0,XX.0,XXX,XX,02,  Companiganj Upazila,5444,29.4,12.5,57.4,0.7,28.6,51.4,18.2,1.9,00110
75.0,36.0,XX.0,XXX,XX,02,  Hatiya Upazila,8986,2.1,10.2,75.4,12.4,19.7,54.0,20.4,5.9,00110
75.0,47.0,XX.0,XXX,XX,02,  Kabirhat Upazila,3232,4.7,7.1,86.4,1.8,7.7,61.2,25.6,5.5,00110
75.0,80.0,XX.0,XXX,XX,02,  Senbagh Upazila,3577,18.3,12.0,69.0,0.7,25.5,47.0,23.6,3.9,00110
75.0,83.0,XX.0,XXX,XX,02,  Sonaimuri Upazila,6128,19.5,10.5,68.3,1.6,11.6,66.1,18.9,3.3,00110
75.0,87.0,XX.0,XXX,XX,02,  Noakhali Sadar Upazila,19643,32.0,28.1,39.2,0.7,37.9,52.0,9.5,0.6,00110
29.0,XX.0,XX.0,XXX,XX,02, Faridpur Zila,42559,22.5,37.2,38.8,1.4,48.8,36.6,13.5,1.1,00110
29.0,10.0,XX.0,XXX,XX,02,  Bhanga Upazila,7435,8.3,19.7,70.6,1.4,19.4,51.2,27.8,1.7,00110
29.0,18.0,XX.0,XXX,XX,02,  Boalmari Upazila,5968,7.8,23.2,64.4,4.7,48.7,33.4,14.7,3.2,00110
29.0,47.0,XX.0,XXX,XX,02,  Faridpur Sadar Upazila,26630,31.2,44.2,24.0,0.7,56.3,33.7,9.5,0.4,00110
29.0,62.0,XX.0,XXX,XX,02,  Nagarkanda Upazila,2526,8.0,49.3,42.0,0.8,55.6,32.3,10.6,1.4,00110
72.0,XX.0,XX.0,XXX,XX,02, Netrakona Zila,39015,8.4,37.9,48.6,5.1,31.0,34.1,31.3,3.6,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Upazila,5529,5.2,27.0,47.8,20.0,34.6,36.1,25.0,4.4,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Paurashava,5529,5.2,27.0,47.8,20.0,34.6,36.1,25.0,4.4,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Upazila,4854,5.1,34.1,57.3,3.5,26.6,38.8,28.0,6.6,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Paurashava,4854,5.1,34.1,57.3,3.5,26.6,38.8,28.0,6.6,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Upazila,3620,2.2,21.8,73.7,2.2,17.6,30.0,49.7,2.7,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Paurashava,3620,2.2,21.8,73.7,2.2,17.6,30.0,49.7,2.7,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Upazila,5750,5.2,41.1,51.5,2.2,23.8,40.8,34.0,1.4,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Paurashava,5750,5.2,41.1,51.5,2.2,23.8,40.8,34.0,1.4,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Sadar Upazila,19262,12.2,44.1,41.0,2.7,35.8,31.2,29.6,3.4,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Paurashava,19262,12.2,44.1,41.0,2.7,35.8,31.2,29.6,3.4,00110
39.0,XX.0,XX.0,XXX,XX,02, Jamalpur Zila,81010,8.2,20.8,69.0,2.0,20.3,39.8,31.0,8.8,00110
39.0,15.0,XX.0,XXX,XX,02,  Dewanganj Upazila,9389,3.9,14.8,74.9,6.4,5.5,35.5,42.8,16.1,00110
39.0,15.0,XX.0,XXX,XX,02,Dewanganj Paurashava,9389,3.9,14.8,74.9,6.4,5.5,35.5,42.8,16.1,00110
39.0,29.0,XX.0,XXX,XX,02,  Islampur Upazila,10144,5.1,18.5,74.1,2.3,12.4,51.0,28.0,8.7,00110
39.0,29.0,XX.0,XXX,XX,02,Islampur Paurashava,10144,5.1,18.5,74.1,2.3,12.4,51.0,28.0,8.7,00110
39.0,36.0,XX.0,XXX,XX,02,  Jamalpur Sadar Upazila,33458,14.4,29.4,55.2,1.0,30.5,34.3,26.8,8.4,00110
39.0,36.0,XX.0,XXX,XX,02,Jamalpur Paurashava,33458,14.4,29.4,55.2,1.0,30.5,34.3,26.8,8.4,00110
39.0,58.0,XX.0,XXX,XX,02,  Madarganj Upazila,7894,1.4,11.6,84.8,2.2,13.5,56.9,22.5,7.2,00110
39.0,58.0,XX.0,XXX,XX,02,Madarganj Paurashava,7894,1.4,11.6,84.8,2.2,13.5,56.9,22.5,7.2,00110
39.0,61.0,XX.0,XXX,XX,02,  Melandaha Upazila,7545,2.0,13.4,83.6,1.0,29.7,24.5,36.6,9.1,00110
39.0,61.0,XX.0,XXX,XX,02,Melandaha Paurashava,7545,2.0,13.4,83.6,1.0,29.7,24.5,36.6,9.1,00110
39.0,85.0,XX.0,XXX,XX,02,  Sarishabari Upazila,12580,5.2,14.6,78.8,1.5,9.3,47.2,37.9,5.6,00110
39.0,85.0,XX.0,XXX,XX,02,Sarishabari Paurashava,12580,5.2,14.6,78.8,1.5,9.3,47.2,37.9,5.6,00110
59.0,XX.0,XX.0,XXX,XX,02, Munshiganj Zila,24888,20.3,20.7,58.2,0.8,36.6,49.5,12.8,1.1,00110
59.0,56.0,XX.0,XXX,XX,02,  Munshiganj Sadar Upazila,24888,20.3,20.7,58.2,0.8,36.6,49.5,12.8,1.1,00110
35.0,XX.0,XX.0,XXX,XX,02, Gopalganj Zila,18395,21.9,37.2,40.3,0.6,58.1,33.7,7.8,0.4,00110
35.0,32.0,XX.0,XXX,XX,02,  Gopalganj Sadar Upazila,11156,29.6,40.3,29.6,0.5,63.7,28.5,7.6,0.2,00110
35.0,51.0,XX.0,XXX,XX,02,  Kotalipara Upazila,1200,10.7,13.9,74.5,0.9,33.0,60.7,5.3,1.0,00110
35.0,58.0,XX.0,XXX,XX,02,  Muksudpur Upazila,4303,7.5,44.4,47.2,0.9,50.9,39.7,8.6,0.8,00110
35.0,91.0,XX.0,XXX,XX,02,  Tungipara Upazila,1736,16.0,15.3,68.3,0.3,57.4,33.9,8.1,0.6,00110
82.0,XX.0,XX.0,XXX,XX,02, Rajbari Zila,23139,14.2,37.1,44.8,4.0,46.0,38.5,14.1,1.4,00110
82.0,29.0,XX.0,XXX,XX,02,  Goalanda Upazila,4141,4.7,19.9,65.7,9.7,33.7,52.5,11.9,1.9,00110
82.0,73.0,XX.0,XXX,XX,02,  Pangsha Upazila,6529,9.9,42.1,44.3,3.7,35.2,38.8,24.6,1.5,00110
82.0,76.0,XX.0,XXX,XX,02,  Rajbari Sadar Upazila,12469,19.5,40.2,38.1,2.2,55.7,33.7,9.4,1.1,00110
61.0,XX.0,XX.0,XXX,XX,02, Mymensingh Zila,118528,22.3,38.3,37.2,2.2,33.8,37.1,25.2,3.8,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Upazila,9542,13.3,47.6,38.3,0.8,42.0,37.4,20.0,0.6,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Paurashava,9542,13.3,47.6,38.3,0.8,42.0,37.4,20.0,0.6,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Upazila,6621,5.0,25.0,65.9,4.1,20.1,22.1,43.1,14.7,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Paurashava,6621,5.0,25.0,65.9,4.1,20.1,22.1,43.1,14.7,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Upazila,6462,14.8,53.6,29.6,2.1,28.3,41.5,25.5,4.8,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Paurashava,6462,14.8,53.6,29.6,2.1,28.3,41.5,25.5,4.8,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Upazila,5541,7.3,37.3,52.9,2.5,42.6,30.7,24.0,2.7,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Paurashava,5541,7.3,37.3,52.9,2.5,42.6,30.7,24.0,2.7,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Upazila,5880,8.2,26.8,63.4,1.6,14.6,35.8,41.3,8.3,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Paurashava,5880,8.2,26.8,63.4,1.6,14.6,35.8,41.3,8.3,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Sadar Upazila,53360,39.1,41.4,17.1,2.4,48.3,39.1,11.7,0.9,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Paurashava,53360,39.1,41.4,17.1,2.4,48.3,39.1,11.7,0.9,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Upazila,11068,7.7,29.4,60.7,2.2,17.0,39.4,40.5,3.1,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Paurashava,11068,7.7,29.4,60.7,2.2,17.0,39.4,40.5,3.1,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Upazila,7293,4.1,21.9,71.8,2.3,12.4,23.5,47.3,16.9,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Paurashava,7293,4.1,21.9,71.8,2.3,12.4,23.5,47.3,16.9,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Upazila,5755,6.7,40.0,50.9,2.4,11.4,52.3,30.9,5.5,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur  Paurashava,5755,6.7,40.0,50.9,2.4,11.4,52.3,30.9,5.5,00110
61.0,94.0,XX.0,XXX,XX,02,  Trishal Upazila,7006,7.7,40.2,50.5,1.7,7.0,36.1,54.0,2.9,00110
61.0,94.0,XX.0,XXX,XX,02,  Trishal Paurashava,7006,7.7,40.2,50.5,1.7,7.0,36.1,54.0,2.9,00110
67.0,XX.0,XX.0,XXX,XX,02, Narayanganj Zila,217618,28.9,40.1,29.7,1.3,31.7,55.1,12.5,0.7,00110
67.0,4.0,XX.0,XXX,XX,02,  Sonargaon Upazila,7218,19.0,21.6,59.2,0.2,24.2,57.0,17.7,1.1,00110
