ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
15,53.0,12.0,XXX,XX,XX,Ward No-02 Total,1684,10.5,13.2,11.8,9.7,7.8,8.9,26.8,6.6,1.6,3.2,00111
15,53.0,13.0,XXX,XX,XX,Ward No-03 Total,3154,10.6,11.5,10.9,11.0,10.3,9.8,21.5,6.6,2.2,5.7,00111
15,53.0,14.0,XXX,XX,XX,Ward No-04 Total,1073,8.9,10.3,10.5,9.5,8.9,9.0,26.6,7.6,3.2,5.4,00111
15,53.0,15.0,XXX,XX,XX,Ward No-05 Total,3591,9.8,12.0,12.5,12.0,10.4,9.1,22.6,5.7,2.5,3.4,00111
15,53.0,16.0,XXX,XX,XX,Ward No-06 Total,2116,9.1,9.9,12.2,12.1,9.6,8.0,22.3,7.3,3.8,5.8,00111
15,53.0,17.0,XXX,XX,XX,Ward No-07 Total,2075,8.7,11.4,12.5,11.4,9.3,7.5,23.3,6.6,3.7,5.5,00111
15,53.0,18.0,XXX,XX,XX,Ward No-08 Total,1219,9.2,11.2,12.6,10.7,9.4,7.3,22.9,7.5,2.1,7.2,00111
15,53.0,19.0,XXX,XX,XX,Ward No-09 Total,835,10.4,11.5,10.2,10.2,10.4,9.1,20.4,9.6,3.2,5.0,00111
15,53.0,22.0,XXX,XX,XX,Dhum Union Total,16770,10.5,12.0,12.4,10.7,9.0,8.4,21.5,6.2,3.1,6.0,00111
15,53.0,24.0,XXX,XX,XX,Durgapur Union Total,21128,9.0,11.1,11.8,10.3,9.9,8.3,23.2,6.9,3.2,6.2,00111
15,53.0,27.0,XXX,XX,XX,Haitkandi Union Total,19051,9.0,11.8,12.6,11.0,8.9,7.7,22.4,7.3,3.5,5.8,00111
15,53.0,28.0,XXX,XX,XX,Hinguli Union Total,29133,9.5,11.8,12.4,11.7,9.4,8.9,21.4,6.2,3.2,5.4,00111
15,53.0,29.0,XXX,XX,XX,Ichhakhali Union Total,27980,10.8,12.9,13.4,10.8,8.7,7.6,20.8,6.3,3.0,5.8,00111
15,53.0,35.0,XXX,XX,XX,Karerhat Union Total,35467,11.0,13.3,12.8,10.3,9.4,8.5,20.7,6.0,2.9,5.2,00111
15,53.0,41.0,XXX,XX,XX,Katachhara Union Total,23596,10.3,12.0,12.6,11.0,8.9,7.8,21.0,6.8,3.5,6.1,00111
15,53.0,47.0,XXX,XX,XX,Khaiyachhara Union Total,23423,9.0,12.2,12.1,11.5,9.0,8.5,22.6,6.7,3.1,5.2,00111
15,53.0,53.0,XXX,XX,XX,Mayani Union Total,18285,10.3,11.5,11.8,10.6,9.4,8.2,21.8,6.8,3.4,6.2,00111
15,53.0,59.0,XXX,XX,XX,Mirsharai Union Total,16828,10.0,12.0,12.0,10.3,9.5,8.5,22.2,6.4,3.1,6.0,00111
15,53.0,65.0,XXX,XX,XX,Mithanala Union Total,23109,10.8,11.4,11.5,10.2,9.6,8.1,21.6,7.0,3.4,6.4,00111
15,53.0,71.0,XXX,XX,XX,Maghadia Union Total,23406,10.4,12.1,11.6,10.4,9.4,8.0,21.9,6.7,3.2,6.4,00111
15,53.0,77.0,XXX,XX,XX,Osmanpur Union Total,14645,10.7,11.5,12.4,11.1,9.6,8.2,20.5,6.4,3.0,6.6,00111
15,53.0,83.0,XXX,XX,XX,Saherkhali Union Total,16912,11.1,12.1,11.9,10.1,9.4,8.2,21.0,6.4,3.3,6.3,00111
15,53.0,89.0,XXX,XX,XX,Wahedpur Union Total,24981,9.5,11.4,12.2,11.0,9.2,8.6,22.7,6.8,3.1,5.5,00111
15,53.0,95.0,XXX,XX,XX,Zorwarganj Union Total,36182,10.4,11.6,12.1,10.6,9.9,9.1,22.2,6.0,3.0,5.1,00111
15,55.0,XX.0,XXX,XX,XX,Pahartali Thana Total,190637,9.3,10.1,10.0,11.1,12.6,12.1,25.4,5.2,1.9,2.4,00111
15,55.0,10.0,XXX,XX,XX,Ward No-10 Total,41685,8.6,9.4,9.9,10.9,12.2,12.0,26.5,5.7,2.1,2.8,00111
15,55.0,11.0,XXX,XX,XX,Ward No-11 (Part) Total,75316,9.3,10.2,9.5,11.2,13.4,12.6,24.9,4.8,1.8,2.3,00111
15,55.0,12.0,XXX,XX,XX,Ward No-12 Total,73636,9.6,10.5,10.5,11.0,12.0,11.6,25.2,5.4,1.9,2.4,00111
15,57.0,XX.0,XXX,XX,XX,Panchlaish Thana Total,219132,8.8,10.0,11.0,12.0,12.7,11.3,24.8,5.3,1.8,2.4,00111
15,57.0,7.0,XXX,XX,XX,Ward No-07 Total,125517,9.4,10.6,11.2,12.0,12.7,11.3,24.0,4.8,1.8,2.1,00111
15,57.0,8.0,XXX,XX,XX,Ward No-08(Part) Total,89471,8.1,9.2,10.7,12.0,12.7,11.3,25.6,5.8,1.9,2.7,00111
15,57.0,16.0,XXX,XX,XX,Ward No-16 (Part) Total,4144,5.3,6.9,10.6,12.5,10.6,10.1,29.6,8.4,2.2,3.9,00111
15,61.0,XX.0,XXX,XX,XX,Patiya Upazila Total,528120,9.9,12.0,12.6,11.1,10.4,9.0,22.3,5.9,2.5,4.2,00111
15,61.0,1.0,XXX,XX,XX,Ward No-01 Total,5727,11.2,12.4,12.8,11.1,10.4,9.4,21.7,4.9,2.3,3.8,00111
15,61.0,2.0,XXX,XX,XX,Ward No-02 Total,5473,9.4,10.3,10.7,9.7,9.9,9.5,28.0,6.3,2.2,4.0,00111
15,61.0,3.0,XXX,XX,XX,Ward No-03 Total,5643,9.3,11.7,12.4,11.5,9.2,9.0,25.1,5.4,2.4,4.0,00111
15,61.0,4.0,XXX,XX,XX,Ward No-04 Total,6645,9.5,10.9,11.6,11.9,11.2,10.2,22.0,6.0,2.2,4.6,00111
15,61.0,5.0,XXX,XX,XX,Ward No-05 Total,5753,9.3,11.7,11.8,12.1,11.3,9.8,23.3,5.5,2.3,3.0,00111
15,61.0,6.0,XXX,XX,XX,Ward No-06 Total,4849,8.5,10.6,11.6,11.7,11.0,9.2,23.1,6.9,2.5,5.0,00111
15,61.0,7.0,XXX,XX,XX,Ward No-07 Total,7357,7.6,8.7,12.6,17.6,18.3,8.6,18.2,4.3,1.6,2.4,00111
15,61.0,8.0,XXX,XX,XX,Ward No-08 Total,7497,11.4,13.0,12.1,10.9,10.4,10.0,23.1,4.3,1.8,3.0,00111
15,61.0,9.0,XXX,XX,XX,Ward No-09 Total,6379,9.3,11.2,12.5,13.2,10.2,9.3,22.7,5.6,2.2,3.7,00111
15,61.0,12.0,XXX,XX,XX,Asia Union Total,13428,9.9,13.4,14.3,10.6,7.9,8.1,21.7,6.6,2.8,4.7,00111
15,61.0,15.0,XXX,XX,XX,Baralia Union Total,15523,9.2,11.5,12.7,11.2,9.7,8.1,22.6,6.7,2.8,5.5,00111
15,61.0,18.0,XXX,XX,XX,Bara Uthan Union Total,36396,9.7,13.0,14.7,11.4,10.3,8.2,21.3,5.4,2.4,3.8,00111
15,61.0,19.0,XXX,XX,XX,Bhatikhain Union Total,7624,9.2,11.4,11.5,10.3,9.3,8.7,23.9,6.9,3.3,5.5,00111
15,61.0,21.0,XXX,XX,XX,Chanhara Union Total,13688,9.9,12.0,13.0,10.5,8.8,7.6,22.1,6.6,2.9,6.6,00111
15,61.0,24.0,XXX,XX,XX,Char Lakshya Union Total,28198,10.1,13.3,14.0,10.6,10.8,9.0,21.4,5.1,2.2,3.4,00111
15,61.0,27.0,XXX,XX,XX,Char Patharghata Union Total,36626,11.1,12.0,12.0,11.1,12.7,11.0,21.6,4.3,1.9,2.3,00111
15,61.0,30.0,XXX,XX,XX,Dhalghat Union Total,17430,8.9,10.4,10.3,10.0,9.0,8.7,25.5,7.6,3.4,6.1,00111
15,61.0,39.0,XXX,XX,XX,Habilas Dwip Union Total,20661,8.7,10.7,11.5,11.3,11.0,9.3,23.3,6.6,2.9,4.8,00111
15,61.0,42.0,XXX,XX,XX,Haidgaon Union Total,23287,10.3,11.7,11.9,10.9,10.0,9.0,22.8,6.1,2.7,4.7,00111
15,61.0,52.0,XXX,XX,XX,Janglukhain Union Total,11717,8.8,10.8,10.7,10.7,10.7,9.7,23.9,6.7,3.2,4.9,00111
15,61.0,55.0,XXX,XX,XX,Juldha Union Total,18416,9.1,12.4,13.8,11.1,11.9,9.4,21.6,5.2,2.2,3.4,00111
15,61.0,58.0,XXX,XX,XX,Kachuai Union Total,24344,10.9,12.3,11.7,10.5,9.9,9.1,23.3,5.9,2.5,4.0,00111
15,61.0,64.0,XXX,XX,XX,Kasiais Union Total,10701,9.3,11.6,10.9,9.3,9.5,8.9,23.6,7.7,3.2,6.0,00111
15,61.0,67.0,XXX,XX,XX,Kelishahar Union Total,16095,9.3,10.8,10.6,10.3,9.0,9.1,24.8,7.1,3.2,5.9,00111
15,61.0,70.0,XXX,XX,XX,Kharana Union Total,15322,11.1,11.8,12.0,10.6,9.6,8.8,22.3,6.0,2.8,5.0,00111
15,61.0,73.0,XXX,XX,XX,Kolagaon Union Total,25757,9.4,11.5,12.4,11.0,11.7,9.8,22.0,6.1,2.4,3.8,00111
15,61.0,76.0,XXX,XX,XX,Kusumpura Union Total,30908,10.6,12.5,13.7,11.8,10.2,8.3,21.1,5.5,2.5,3.9,00111
15,61.0,85.0,XXX,XX,XX,Sikalbaha Union Total,42474,10.1,12.4,13.7,11.6,10.9,9.0,21.4,5.3,2.3,3.3,00111
15,61.0,88.0,XXX,XX,XX,Sobhandandi Union Total,16126,10.8,13.1,12.9,11.5,8.1,7.6,22.2,6.4,2.8,4.7,00111
15,61.0,91.0,XXX,XX,XX,Dakhin D.Bhurshi Union Total,9738,8.5,10.0,10.5,10.0,10.3,9.4,24.9,7.6,3.2,5.7,00111
15,61.0,94.0,XXX,XX,XX,Jiri Union Total,38338,10.3,12.7,13.2,11.3,10.1,8.5,21.3,5.9,2.5,4.1,00111
15,65.0,XX.0,XXX,XX,XX,Patenga Thana Total,132677,9.2,10.2,9.7,11.3,14.1,12.9,24.6,4.6,1.5,2.0,00111
15,65.0,40.0,XXX,XX,XX,Ward No-40 Total,88593,9.1,10.0,9.3,11.0,14.3,13.7,24.8,4.6,1.4,1.8,00111
15,65.0,41.0,XXX,XX,XX,Ward No-41 Total,44084,9.4,10.5,10.6,11.8,13.6,11.3,24.0,4.5,1.8,2.4,00111
15,70.0,XX.0,XXX,XX,XX,Rangunia Upazila Total,339004,10.1,12.6,12.9,10.7,9.4,8.6,22.4,6.0,2.7,4.5,00111
15,70.0,1.0,XXX,XX,XX,Ward No-01 Total,3329,10.2,14.3,15.3,10.8,10.2,7.8,20.4,5.2,2.1,3.7,00111
15,70.0,2.0,XXX,XX,XX,Ward No-02 Total,2497,10.7,13.9,13.5,10.7,9.1,7.8,22.1,5.7,2.6,3.9,00111
15,70.0,3.0,XXX,XX,XX,Ward No-03 Total,5625,10.5,11.8,14.8,11.4,9.7,9.8,22.7,4.6,2.0,2.8,00111
15,70.0,4.0,XXX,XX,XX,Ward No-04 Total,2967,10.0,11.3,12.9,11.7,9.0,8.8,23.1,7.1,2.2,4.0,00111
15,70.0,5.0,XXX,XX,XX,Ward No-05 Total,3019,10.6,12.2,13.4,11.4,9.7,8.0,22.0,6.1,2.7,3.8,00111
15,70.0,6.0,XXX,XX,XX,Ward No-06 Total,3094,8.8,10.1,11.2,10.1,9.3,9.2,24.5,7.3,3.0,6.5,00111
15,70.0,7.0,XXX,XX,XX,Ward No-07 Total,3971,9.1,12.7,13.4,11.2,8.6,8.4,23.5,6.5,2.5,4.1,00111
15,70.0,8.0,XXX,XX,XX,Ward No-08 Total,4968,8.6,11.2,10.8,10.6,9.5,9.2,26.5,6.7,2.5,4.3,00111
15,70.0,9.0,XXX,XX,XX,Ward No-09 Total,3171,9.0,12.3,11.7,12.0,8.3,7.3,21.8,7.7,3.2,6.6,00111
15,70.0,15.0,XXX,XX,XX,Betagi Union Total,20510,10.0,12.2,13.4,10.8,9.0,8.4,22.0,6.4,2.8,4.9,00111
15,70.0,17.0,XXX,XX,XX,Chandraghona Kadamtali Union Total,30221,10.0,12.1,13.4,11.0,10.2,9.0,21.9,5.7,2.5,4.0,00111
15,70.0,21.0,XXX,XX,XX,Rajanagar Union Total,19172,10.8,13.5,12.4,9.8,9.7,9.5,22.8,5.2,2.5,3.7,00111
15,70.0,25.0,XXX,XX,XX,Hosnabad Union Total,14871,10.3,13.1,12.2,10.4,9.0,8.7,23.4,6.0,2.5,4.5,00111
15,70.0,27.0,XXX,XX,XX,Islampur Union Total,19044,8.1,11.6,10.8,10.6,11.4,10.4,26.9,4.7,2.2,3.3,00111
15,70.0,30.0,XXX,XX,XX,Kodala Union Total,18965,10.2,13.0,12.8,10.7,10.3,8.8,22.0,5.8,2.1,4.2,00111
15,70.0,32.0,XXX,XX,XX,Lalanagar Union Total,14545,10.1,12.9,13.2,11.5,9.1,8.0,20.9,6.1,3.0,5.3,00111
15,70.0,34.0,XXX,XX,XX,Mariamnagar Union Total,18658,9.2,11.5,12.6,12.1,10.1,8.9,22.0,6.0,2.6,4.9,00111
15,70.0,43.0,XXX,XX,XX,Padua Union Total,35668,11.5,14.2,13.1,9.3,8.7,8.5,21.8,6.0,2.7,4.1,00111
15,70.0,51.0,XXX,XX,XX,Parua Union Total,14423,9.9,12.7,13.3,10.2,8.6,8.2,22.9,6.7,2.7,4.7,00111
15,70.0,60.0,XXX,XX,XX,Pomara Union Total,25659,10.2,12.4,13.6,11.1,9.2,8.3,22.3,5.7,2.7,4.4,00111
15,70.0,69.0,XXX,XX,XX,Dakshin Rajanagar Union Total,17920,9.5,12.2,12.3,10.9,9.2,8.3,22.5,6.4,3.0,5.7,00111
15,70.0,77.0,XXX,XX,XX,Rangunia Union Total,13354,9.5,11.3,11.9,10.0,9.2,7.9,23.3,7.2,3.3,6.5,00111
15,70.0,86.0,XXX,XX,XX,Sarapbhata Union Total,25344,11.3,13.5,14.5,11.3,8.8,7.9,20.4,5.8,2.5,4.0,00111
15,70.0,94.0,XXX,XX,XX,Silok Union Total,18009,10.5,12.7,12.9,11.2,8.4,8.4,21.8,6.1,3.2,4.9,00111
15,74.0,XX.0,XXX,XX,XX,Raozan Upazila Total,322840,9.4,11.3,12.3,11.3,10.0,8.8,22.5,6.3,2.8,5.1,00111
15,74.0,1.0,XXX,XX,XX,Ward No-01 Total,5324,8.0,10.6,12.1,12.2,10.5,9.2,21.9,7.3,2.6,5.6,00111
15,74.0,2.0,XXX,XX,XX,Ward No-02 Total,5937,10.2,11.4,12.0,12.0,10.8,8.9,21.4,5.9,2.6,4.9,00111
15,74.0,3.0,XXX,XX,XX,Ward No-03 Total,5222,7.9,9.8,11.0,12.8,10.0,9.7,23.1,7.2,3.4,5.2,00111
15,74.0,4.0,XXX,XX,XX,Ward No-04 Total,5048,8.8,10.5,11.6,10.8,9.5,8.5,25.1,6.9,3.2,5.2,00111
15,74.0,5.0,XXX,XX,XX,Ward No-05 Total,5186,7.7,9.6,11.0,10.9,9.2,9.1,26.0,7.1,3.7,5.7,00111
15,74.0,6.0,XXX,XX,XX,Ward No-06 Total,5752,8.1,11.5,11.1,11.2,9.5,9.0,25.1,7.0,2.6,4.9,00111
15,74.0,7.0,XXX,XX,XX,Ward No-07 Total,8221,10.6,12.0,13.6,11.5,9.5,8.7,22.1,5.8,2.5,3.7,00111
15,74.0,8.0,XXX,XX,XX,Ward No-08 Total,9782,9.7,10.9,10.9,10.7,11.1,9.8,24.9,5.7,2.4,4.0,00111
15,74.0,9.0,XXX,XX,XX,Ward No-09 Total,8676,8.8,10.6,11.9,11.2,11.4,10.7,24.3,5.3,2.0,3.7,00111
15,74.0,11.0,XXX,XX,XX,Bagoan Union Total,19648,8.9,11.7,12.7,11.6,9.2,8.5,22.6,6.5,2.9,5.4,00111
15,74.0,12.0,XXX,XX,XX,Binajuri Union Total,9293,8.3,9.6,10.4,10.8,9.1,8.7,25.1,8.2,3.5,6.3,00111
15,74.0,18.0,XXX,XX,XX,Chikdair Union Total,13438,10.2,11.7,11.9,10.5,10.3,8.9,22.3,6.1,3.1,5.0,00111
15,74.0,25.0,XXX,XX,XX,Dabua Union Total,20842,9.9,11.8,12.0,10.6,9.5,8.7,23.4,6.3,2.9,5.0,00111
15,74.0,31.0,XXX,XX,XX,Purba Guzara Union Total,22675,9.3,11.3,12.2,10.9,9.2,8.4,22.8,6.5,3.3,6.2,00111
15,74.0,37.0,XXX,XX,XX,Gahira Union Total,9632,10.1,12.7,13.3,11.9,9.5,8.5,20.1,5.9,2.8,5.3,00111
15,74.0,44.0,XXX,XX,XX,Haladia Union Total,21628,10.6,12.3,12.7,11.4,9.8,8.9,21.2,5.9,2.6,4.7,00111
15,74.0,50.0,XXX,XX,XX,Kadalpur Union Total,18186,9.9,11.3,13.0,11.4,9.9,8.0,21.9,6.1,2.9,5.7,00111
15,74.0,56.0,XXX,XX,XX,Noajispur Union Total,11895,10.0,11.8,13.1,12.1,9.7,8.6,20.6,6.1,3.0,5.0,00111
15,74.0,63.0,XXX,XX,XX,Noa Para Union Total,33243,9.3,11.5,12.6,11.7,10.9,8.7,21.7,6.4,2.7,4.6,00111
15,74.0,69.0,XXX,XX,XX,Pahartali Union Total,21690,8.7,11.8,12.2,10.7,9.8,8.5,24.4,6.4,2.7,4.7,00111
15,74.0,75.0,XXX,XX,XX,Raozan Union Total,21332,9.4,10.9,12.6,11.8,9.9,9.2,21.9,6.4,2.7,5.2,00111
15,74.0,88.0,XXX,XX,XX,Urkirchar Union Total,22632,9.6,11.0,11.5,11.7,10.9,9.3,22.1,6.2,2.6,5.0,00111
15,74.0,94.0,XXX,XX,XX,Paschim Guzara Union Total,17558,9.3,11.0,12.9,11.5,9.9,8.5,21.5,6.6,3.2,5.6,00111
15,78.0,XX.0,XXX,XX,XX,Sandwip Upazila Total,278605,11.6,14.1,13.1,10.1,9.0,8.0,19.9,5.9,3.1,5.3,00111
15,78.0,1.0,XXX,XX,XX,Ward No-01 Total,376,9.6,11.4,16.2,12.0,6.9,5.9,21.8,9.3,2.4,4.5,00111
15,78.0,2.0,XXX,XX,XX,Ward No-02 Total,1647,8.5,11.2,10.9,11.2,10.1,8.8,22.4,6.7,3.6,6.5,00111
15,78.0,3.0,XXX,XX,XX,Ward No-03 Total,4269,10.1,12.1,13.4,9.7,9.2,8.5,22.5,6.0,3.7,4.9,00111
15,78.0,4.0,XXX,XX,XX,Ward No-04 Total,6261,11.9,14.6,13.3,9.9,8.5,8.0,20.4,5.3,3.0,5.1,00111
15,78.0,5.0,XXX,XX,XX,Ward No-05 Total,5023,11.7,13.3,13.4,11.1,8.7,7.1,19.9,5.6,3.3,5.9,00111
15,78.0,6.0,XXX,XX,XX,Ward No-06 Total,5235,11.1,14.2,14.4,9.6,8.8,7.8,19.8,5.7,3.3,5.4,00111
15,78.0,7.0,XXX,XX,XX,Ward No-07 Total,4211,10.9,12.3,12.3,11.4,9.8,7.8,20.4,6.3,3.2,5.5,00111
15,78.0,8.0,XXX,XX,XX,Ward No-08 Total,8087,10.2,13.5,13.3,10.9,8.9,8.1,20.5,6.3,2.9,5.3,00111
15,78.0,9.0,XXX,XX,XX,Ward No-09 Total,6256,10.9,15.7,12.1,10.0,8.9,8.1,20.7,6.3,3.4,3.9,00111
15,78.0,11.0,XXX,XX,XX,Amanullah Union Total,4831,11.6,12.7,13.0,9.8,9.8,8.1,20.6,6.3,3.0,5.1,00111
15,78.0,13.0,XXX,XX,XX,Azimpur Union Total,2329,10.4,16.0,12.4,10.8,8.0,7.0,18.7,6.1,3.9,6.7,00111
15,78.0,20.0,XXX,XX,XX,Bauria Union Total,20848,11.6,14.2,13.2,10.4,9.0,7.8,20.0,5.6,3.0,5.2,00111
15,78.0,25.0,XXX,XX,XX,Digghapar Union Total,1719,13.1,15.8,14.1,9.9,10.2,8.6,17.8,4.9,2.1,3.5,00111
15,78.0,30.0,XXX,XX,XX,Gachhua Union Total,17313,11.2,13.3,13.5,10.7,8.9,7.6,19.7,6.1,3.2,5.6,00111
15,78.0,35.0,XXX,XX,XX,Haramia Union Total,16699,10.8,13.5,12.6,10.3,9.5,8.8,20.3,5.8,3.0,5.4,00111
15,78.0,40.0,XXX,XX,XX,Harispur Union Total,3873,10.8,13.3,14.0,10.4,9.4,7.3,19.8,5.5,3.5,5.9,00111
15,78.0,55.0,XXX,XX,XX,Kalapania Union Total,16563,11.3,13.1,12.8,10.2,9.6,8.2,19.9,6.1,3.0,5.8,00111
15,78.0,65.0,XXX,XX,XX,Magdhara Union Total,37988,12.6,15.5,12.3,9.2,8.9,8.6,19.7,5.5,2.8,4.9,00111
15,78.0,70.0,XXX,XX,XX,Maitbhanga Union Total,20930,11.7,13.6,12.7,10.1,9.0,7.6,19.8,6.1,3.3,6.1,00111
15,78.0,75.0,XXX,XX,XX,Musapur Union Total,38172,11.2,13.5,13.0,9.8,8.9,7.7,20.1,6.5,3.4,5.9,00111
15,78.0,85.0,XXX,XX,XX,Rahmatpur Union Total,8088,11.2,13.1,13.0,9.8,9.9,8.8,20.5,5.6,3.1,5.1,00111
15,78.0,90.0,XXX,XX,XX,Santoshpur Union Total,12425,12.3,13.8,14.3,10.5,8.0,7.8,19.8,5.5,3.0,5.1,00111
15,78.0,92.0,XXX,XX,XX,Sarikait Union Total,24543,11.7,14.9,13.4,9.9,8.6,7.8,19.4,5.7,3.3,5.4,00111
15,78.0,96.0,XXX,XX,XX,Urirchar Union Total,10919,13.9,17.6,14.6,9.8,9.7,7.0,17.1,4.9,2.0,3.3,00111
15,82.0,XX.0,XXX,XX,XX,Satkania Upazila Total,384806,12.0,14.3,14.0,10.4,8.5,7.8,20.3,5.7,2.6,4.3,00111
15,82.0,1.0,XXX,XX,XX,Ward No-01 Total,5391,12.2,12.8,12.6,10.4,8.7,8.2,21.6,6.3,2.9,4.2,00111
15,82.0,2.0,XXX,XX,XX,Ward No-02 Total,6654,13.1,15.5,15.1,9.8,7.4,7.0,19.1,5.5,2.8,4.5,00111
15,82.0,3.0,XXX,XX,XX,Ward No-03 Total,4299,10.5,12.3,12.9,11.2,9.5,8.4,22.5,6.3,2.5,3.9,00111
15,82.0,4.0,XXX,XX,XX,Ward No-04 Total,3897,13.0,12.6,14.1,11.8,8.3,6.4,20.2,6.0,3.0,4.7,00111
15,82.0,5.0,XXX,XX,XX,Ward No-05 Total,3260,11.2,12.5,15.0,10.5,7.6,6.9,21.3,6.5,2.9,5.5,00111
15,82.0,6.0,XXX,XX,XX,Ward No-06 Total,4529,11.3,12.0,13.5,11.0,9.1,8.5,22.7,5.3,2.8,3.7,00111
15,82.0,7.0,XXX,XX,XX,Ward No-07 Total,5789,10.8,12.6,13.4,10.2,9.4,8.6,22.5,6.0,2.3,4.1,00111
15,82.0,8.0,XXX,XX,XX,Ward No-08 Total,4468,8.6,12.1,12.9,12.7,9.1,8.8,21.7,6.6,2.7,4.9,00111
15,82.0,9.0,XXX,XX,XX,Ward No-09 Total,6714,11.8,14.4,15.3,10.6,8.5,6.8,20.3,4.9,2.9,4.3,00111
15,82.0,12.0,XXX,XX,XX,Amilais Union Total,10434,11.5,14.0,14.3,11.1,8.2,7.3,19.8,6.2,2.8,4.7,00111
15,82.0,14.0,XXX,XX,XX,Eochia Union Total,24120,13.1,14.7,12.9,10.1,8.7,8.3,19.3,5.6,2.7,4.5,00111
15,82.0,21.0,XXX,XX,XX,Bazalia Union Total,17799,12.3,14.7,12.4,9.8,8.8,8.1,22.0,5.6,2.5,3.8,00111
15,82.0,29.0,XXX,XX,XX,Charati Union Total,29883,12.9,14.8,14.7,10.6,7.9,7.3,19.6,5.6,2.5,4.2,00111
15,82.0,36.0,XXX,XX,XX,Dhemsa Union Total,16015,11.6,13.6,13.5,10.5,9.0,7.9,22.2,5.5,2.2,3.8,00111
15,82.0,40.0,XXX,XX,XX,Dharmapur Union Total,11191,10.9,12.9,12.2,10.5,8.6,7.9,22.0,6.7,3.0,5.3,00111
15,82.0,47.0,XXX,XX,XX,Kaliais Union Total,20563,10.6,13.1,13.5,11.0,9.6,8.5,21.3,5.9,2.5,4.0,00111
15,82.0,51.0,XXX,XX,XX,Kanchana Union Total,21575,12.3,14.3,14.1,9.6,8.0,7.6,20.1,6.3,2.8,4.9,00111
15,82.0,54.0,XXX,XX,XX,Keochia Union Total,25031,11.7,13.9,12.6,10.6,9.4,8.5,21.6,5.6,2.2,3.8,00111
15,82.0,58.0,XXX,XX,XX,Khagaria Union Total,26831,12.4,15.4,15.1,10.8,8.0,7.4,19.7,5.1,2.3,3.8,00111
15,82.0,65.0,XXX,XX,XX,Madarsa Union Total,12689,13.0,15.1,15.4,10.3,7.5,7.1,18.5,6.1,2.3,4.6,00111
15,82.0,69.0,XXX,XX,XX,Nalua Union Total,17910,12.7,14.6,15.4,10.3,8.1,6.9,19.2,5.9,2.5,4.5,00111
15,82.0,76.0,XXX,XX,XX,Puranagar Union Total,17809,12.0,15.1,13.7,8.6,8.1,8.2,21.5,5.8,2.6,4.3,00111
15,82.0,83.0,XXX,XX,XX,Sadaha Union Total,30896,12.1,14.3,14.1,11.3,8.9,8.4,19.5,5.0,2.4,4.0,00111
15,82.0,87.0,XXX,XX,XX,Satkania Union Total,25438,11.6,14.4,14.3,10.0,8.2,7.7,20.0,6.1,3.0,4.7,00111
15,82.0,91.0,XXX,XX,XX,Sonakania Union Total,23790,12.7,15.4,14.9,10.3,7.6,7.4,18.2,5.6,2.7,5.2,00111
15,82.0,94.0,XXX,XX,XX,Paschim Dhemsa Union Total,7831,11.1,14.2,14.0,10.4,9.0,8.4,20.3,5.6,2.5,4.4,00111
15,86.0,XX.0,XXX,XX,XX,Sitakunda Upazila Total,387832,9.4,10.8,11.4,11.2,11.1,10.1,23.8,5.8,2.5,4.0,00111
15,86.0,1.0,XXX,XX,XX,Ward No-01 Total,4099,9.1,11.4,13.9,11.9,9.7,7.3,21.3,6.9,2.8,5.8,00111
15,86.0,2.0,XXX,XX,XX,Ward No-02 Total,5440,10.2,11.2,11.4,11.1,10.0,9.3,23.8,5.9,2.5,4.6,00111
15,86.0,3.0,XXX,XX,XX,Ward No-03 Total,5561,9.2,11.1,11.9,10.5,10.0,10.0,26.1,5.9,2.2,3.1,00111
15,86.0,4.0,XXX,XX,XX,Ward No-04 Total,5826,8.6,10.5,10.9,10.3,10.2,9.7,24.6,6.8,3.1,5.3,00111
15,86.0,5.0,XXX,XX,XX,Ward No-05 Total,5400,9.9,10.8,12.2,10.1,9.4,8.6,24.6,6.8,2.7,4.8,00111
15,86.0,6.0,XXX,XX,XX,Ward No-06 Total,4033,9.5,10.9,11.7,10.4,10.4,10.3,26.1,5.3,2.0,3.5,00111
15,86.0,7.0,XXX,XX,XX,Ward No-07 Total,6388,9.7,11.8,11.2,10.1,9.9,9.7,24.0,6.4,3.0,4.1,00111
15,86.0,8.0,XXX,XX,XX,Ward No-08 Total,3712,8.6,11.7,11.9,11.4,10.1,9.5,22.2,6.7,2.4,5.5,00111
15,86.0,9.0,XXX,XX,XX,Ward No-09 Total,3096,9.2,11.4,12.2,11.3,10.5,9.1,21.6,6.6,2.7,5.4,00111
15,86.0,16.0,XXX,XX,XX,Banshbaria Union Total,21850,9.3,11.2,12.5,11.3,10.5,9.0,23.2,5.9,2.6,4.3,00111
15,86.0,19.0,XXX,XX,XX,Barabkunda Union Total,33724,9.5,11.1,11.8,11.0,10.7,9.6,23.0,6.1,2.8,4.5,00111
