ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
94,86.0,9.0,XXX,XX,XX,   Ward No-09 Total,1442,11.0,11.9,12.6,9.1,8.8,10.5,24.6,5.8,2.1,3.5,00111
94,86.0,15.0,XXX,XX,XX,   Bachor Union Total,29474,11.8,13.3,11.5,8.3,8.2,9.4,23.8,6.0,2.6,5.1,00111
94,86.0,31.0,XXX,XX,XX,   Dharmagarh Union Total,27397,12.5,14.0,12.3,8.2,8.6,9.2,23.4,5.8,2.3,3.7,00111
94,86.0,47.0,XXX,XX,XX,   Hossain Gaon Union Total,23794,10.8,14.3,12.7,8.7,8.5,9.1,23.8,5.8,2.4,4.0,00111
94,86.0,55.0,XXX,XX,XX,   Kashipur Union Total,23345,11.7,13.8,11.5,7.6,7.4,9.4,25.7,6.5,2.5,3.8,00111
94,86.0,63.0,XXX,XX,XX,   Lehemba Union Total,27422,10.9,12.8,12.2,8.9,8.6,9.4,23.8,6.1,2.9,4.3,00111
94,86.0,71.0,XXX,XX,XX,   Nonduar Union Total,27123,11.0,12.8,11.9,8.9,9.2,9.2,24.1,6.3,2.4,4.2,00111
94,86.0,79.0,XXX,XX,XX,   Nekmarad Union Total,26646,10.6,12.5,11.6,8.9,8.2,9.3,25.2,6.7,2.7,4.3,00111
94,86.0,87.0,XXX,XX,XX,   Rator Union Total,19321,10.7,13.2,11.1,8.2,8.1,9.7,25.3,6.3,2.8,4.5,00111
94,94.0,XX.0,XXX,XX,XX,Thakurgaon Sadar Upazila Total,581227,10.1,12.4,11.3,9.1,8.8,9.6,25.6,6.3,2.5,4.3,00111
94,94.0,XX.0,XXX,XX,XX,  Thakurgaon Paurashava,80589,8.7,10.1,11.2,10.8,10.4,9.8,27.3,6.1,2.2,3.4,00111
94,94.0,1.0,XXX,XX,XX,   Ward No-01 Total,9760,9.6,11.1,11.6,10.4,10.2,10.2,26.6,5.8,1.9,2.6,00111
94,94.0,2.0,XXX,XX,XX,   Ward No-02 Total,9157,8.1,11.0,12.9,10.0,9.9,9.8,28.1,5.5,1.8,2.9,00111
94,94.0,3.0,XXX,XX,XX,   Ward No-03 Total,5477,8.4,9.5,11.2,10.6,10.6,9.7,27.6,6.2,2.4,3.7,00111
94,94.0,4.0,XXX,XX,XX,   Ward No-04 Total,5885,7.8,9.0,10.7,11.0,10.5,9.3,29.5,6.4,2.1,3.6,00111
94,94.0,5.0,XXX,XX,XX,   Ward No-05 Total,7896,7.7,8.7,10.9,12.7,9.0,9.8,27.9,7.5,2.4,3.4,00111
94,94.0,6.0,XXX,XX,XX,   Ward No-06 Total,4375,8.5,9.9,11.4,9.8,8.6,9.3,28.7,7.2,2.7,3.8,00111
94,94.0,7.0,XXX,XX,XX,   Ward No-07 Total,8025,10.4,11.4,11.4,9.6,9.9,10.0,26.1,5.7,2.1,3.4,00111
94,94.0,8.0,XXX,XX,XX,   Ward No-08 Total,6506,7.3,9.1,10.1,9.7,10.9,10.2,29.7,7.0,2.4,3.6,00111
94,94.0,9.0,XXX,XX,XX,   Ward No-09 Total,8393,8.5,10.4,10.5,11.6,15.5,9.3,24.5,5.0,1.8,2.8,00111
94,94.0,10.0,XXX,XX,XX,   Ward No-10 Total,5806,9.4,10.8,11.2,12.9,9.5,10.2,26.2,5.2,1.7,2.9,00111
94,94.0,11.0,XXX,XX,XX,   Ward No-11 Total,4314,8.5,9.5,11.0,10.9,8.8,9.7,26.5,6.3,3.1,5.5,00111
94,94.0,12.0,XXX,XX,XX,   Ward No-12 Total,4995,9.5,9.7,10.9,9.7,9.8,9.7,27.7,6.1,2.5,4.2,00111
94,94.0,13.0,XXX,XX,XX,   Akhanagar Union Total,24558,10.9,13.8,11.3,8.5,8.0,9.4,25.2,6.3,2.6,3.9,00111
94,94.0,14.0,XXX,XX,XX,   Akcha Union Total,24369,10.4,12.6,10.4,8.8,8.4,9.8,26.8,6.1,2.5,4.2,00111
94,94.0,15.0,XXX,XX,XX,   Auliapur Union Total,25475,9.8,11.9,12.1,9.7,8.5,9.4,25.0,6.2,2.3,5.0,00111
94,94.0,17.0,XXX,XX,XX,   Begunbari Union Total,21851,10.0,13.0,11.2,8.0,8.1,9.7,26.7,6.3,2.6,4.4,00111
94,94.0,21.0,XXX,XX,XX,   Balia Union Total,26740,10.5,12.9,12.1,8.3,8.9,9.4,24.2,6.2,2.5,5.0,00111
94,94.0,26.0,XXX,XX,XX,   Baragaon Union Total,22310,9.4,12.2,11.0,9.0,8.9,10.5,25.5,6.8,2.5,4.2,00111
94,94.0,31.0,XXX,XX,XX,   Chilarang Union Total,24034,11.2,13.4,10.9,8.4,8.6,9.2,25.9,6.4,2.4,3.6,00111
94,94.0,36.0,XXX,XX,XX,   Debipur Union Total,25386,10.4,12.7,11.3,8.9,8.7,9.9,25.1,6.3,2.5,4.3,00111
94,94.0,42.0,XXX,XX,XX,   Gareya Union Total,31663,10.0,12.5,11.1,9.5,8.8,9.2,25.1,6.4,2.5,5.1,00111
94,94.0,47.0,XXX,XX,XX,   Jagannathpur Union Total,32643,10.0,13.1,11.7,8.9,8.7,9.7,24.7,6.1,2.4,4.8,00111
94,94.0,52.0,XXX,XX,XX,Jamalpur Union Total,28062,10.6,12.5,11.3,8.6,8.5,9.9,25.1,6.4,2.8,4.3,00111
94,94.0,58.0,XXX,XX,XX,Mohammadpur Union Total,18781,10.3,12.2,10.5,9.3,9.0,9.5,25.1,6.4,2.6,5.0,00111
94,94.0,63.0,XXX,XX,XX,   Nargun Union Total,18972,10.6,12.6,11.0,8.2,8.5,10.0,25.0,6.4,2.7,5.1,00111
94,94.0,68.0,XXX,XX,XX,Rahimanpur Union Total,31890,10.1,12.4,11.2,9.7,9.0,9.3,26.0,6.1,2.4,3.9,00111
94,94.0,73.0,XXX,XX,XX,   Roypur Union Total,26123,10.6,13.7,11.4,7.8,7.8,9.5,26.1,6.4,2.4,4.5,00111
94,94.0,79.0,XXX,XX,XX,   Rajagaon Union Total,23156,11.2,13.5,10.8,8.5,8.2,9.9,25.0,6.3,2.4,4.1,00111
94,94.0,84.0,XXX,XX,XX,   Ruhea Union Total,37410,10.1,12.8,11.4,9.2,8.2,9.6,25.5,6.6,2.5,4.1,00111
94,94.0,89.0,XXX,XX,XX,   Salandar Union Total,32442,10.1,12.4,11.6,9.1,9.3,9.2,24.7,6.4,2.8,4.3,00111
94,94.0,94.0,XXX,XX,XX,   Sukhanpukhari Union Total,24773,10.3,12.7,11.7,8.6,8.3,9.5,24.6,6.9,2.7,4.7,00111
27,XX.0,XX.0,XXX,XX,XX,Dinajpur Zila Total,2990128,9.9,11.7,10.8,8.5,8.7,9.5,26.1,7.0,2.7,4.9,00111
27,10.0,XX.0,XXX,XX,XX,Birampur Upazila Total,170806,8.8,11.3,10.7,8.4,8.5,9.5,27.0,7.4,3.0,5.3,00111
27,10.0,1.0,XXX,XX,XX,   Ward No-01 Total,3571,10.0,10.3,11.1,8.3,8.5,9.8,26.9,6.9,3.0,5.3,00111
27,10.0,2.0,XXX,XX,XX,   Ward No-02 Total,5051,9.3,11.2,10.8,9.4,8.4,9.2,27.7,6.3,2.8,5.0,00111
27,10.0,3.0,XXX,XX,XX,   Ward No-03 Total,7443,8.6,10.5,11.1,9.2,8.3,8.8,29.6,7.0,2.8,4.2,00111
27,10.0,4.0,XXX,XX,XX,   Ward No-04 Total,6686,8.8,10.0,10.6,9.3,8.7,11.0,28.0,7.0,2.7,3.9,00111
27,10.0,5.0,XXX,XX,XX,   Ward No-05 Total,4037,8.4,10.2,10.0,11.2,9.5,9.5,28.0,6.3,2.7,4.3,00111
27,10.0,6.0,XXX,XX,XX,   Ward No-06 Total,5028,9.1,11.3,10.1,8.1,8.6,10.3,27.5,7.4,2.8,4.6,00111
27,10.0,7.0,XXX,XX,XX,   Ward No-07 Total,6196,7.5,11.2,11.2,11.3,8.1,9.6,28.0,7.3,2.1,3.7,00111
27,10.0,8.0,XXX,XX,XX,   Ward No-08 Total,4051,9.5,11.5,10.7,9.2,9.5,9.3,26.3,6.3,2.9,4.7,00111
27,10.0,9.0,XXX,XX,XX,   Ward No-09 Total,3271,9.4,10.6,10.2,9.6,9.4,9.0,25.3,6.9,2.9,6.5,00111
27,10.0,11.0,XXX,XX,XX,   Benail Union Total,19087,8.3,11.0,9.4,7.8,8.5,10.0,27.6,8.5,3.1,5.8,00111
27,10.0,23.0,XXX,XX,XX,   Mukundapur Union Total,14238,8.4,10.7,10.2,8.9,9.3,9.7,26.8,7.1,3.1,5.9,00111
27,10.0,35.0,XXX,XX,XX,   Deor Union Total,22649,9.5,12.1,11.2,7.9,8.4,9.6,25.6,7.4,3.1,5.2,00111
27,10.0,47.0,XXX,XX,XX,   Jotbani Union Total,24440,8.6,10.9,10.1,8.0,8.5,9.7,28.0,7.9,2.9,5.4,00111
27,10.0,59.0,XXX,XX,XX,   Katla Union Total,17506,8.4,12.1,10.4,7.5,8.3,8.7,28.2,7.3,3.5,5.6,00111
27,10.0,71.0,XXX,XX,XX,Khanpur Union Total,18318,9.1,12.2,12.8,8.4,8.0,8.9,24.7,7.2,2.9,5.6,00111
27,10.0,83.0,XXX,XX,XX,Pali Prayagpur Union Total,9234,9.5,11.1,10.2,7.6,8.4,10.0,25.8,7.6,3.5,6.3,00111
27,12.0,XX.0,XXX,XX,XX,Birganj Upazila Total,317253,10.5,12.5,11.2,8.5,8.7,9.5,25.4,6.5,2.6,4.6,00111
27,12.0,1.0,XXX,XX,XX,   Ward No-01 Total,2068,6.9,9.5,11.8,15.7,8.0,9.0,29.0,6.0,1.1,2.9,00111
27,12.0,2.0,XXX,XX,XX,   Ward No-02 Total,1661,10.8,10.9,11.4,11.1,7.6,10.2,24.9,5.5,2.5,5.1,00111
27,12.0,3.0,XXX,XX,XX,   Ward No-03 Total,2057,9.1,10.5,11.9,11.2,8.5,10.5,26.8,6.1,2.0,3.4,00111
27,12.0,4.0,XXX,XX,XX,   Ward No-04 Total,3429,8.7,9.3,13.3,11.1,9.0,8.6,27.3,6.1,2.4,4.3,00111
27,12.0,5.0,XXX,XX,XX,   Ward No-05 Total,1765,8.8,9.9,11.0,10.5,7.4,10.2,28.7,7.4,2.2,3.9,00111
27,12.0,6.0,XXX,XX,XX,   Ward No-06 Total,1948,12.2,12.7,12.1,8.9,8.5,7.6,26.7,5.7,2.1,3.4,00111
27,12.0,7.0,XXX,XX,XX,   Ward No-07 Total,3406,8.9,10.0,12.1,10.1,8.2,9.6,31.0,4.8,1.8,3.6,00111
27,12.0,8.0,XXX,XX,XX,   Ward No-08 Total,1196,10.5,11.2,11.9,10.5,10.0,10.4,24.7,5.9,2.5,2.6,00111
27,12.0,9.0,XXX,XX,XX,   Ward No-09 Total,1937,11.9,13.1,12.2,9.2,8.5,8.8,23.4,5.7,2.3,4.9,00111
27,12.0,13.0,XXX,XX,XX,   Bhognagar Union Total,27501,10.5,12.5,10.7,8.4,8.6,9.4,26.1,6.8,2.5,4.4,00111
27,12.0,17.0,XXX,XX,XX,   Maricha Union Total,27079,10.1,12.4,11.1,8.2,9.1,9.9,25.0,6.9,2.5,4.9,00111
27,12.0,25.0,XXX,XX,XX,   Mohammadpur Union Total,20590,10.2,12.8,10.4,8.2,8.5,8.7,26.6,6.8,2.6,5.1,00111
27,12.0,34.0,XXX,XX,XX,   Mohanpur Union Total,28334,10.2,12.7,11.3,8.4,8.6,9.4,25.2,6.5,2.7,4.9,00111
27,12.0,43.0,XXX,XX,XX,   Nijpara Union Total,30457,10.4,12.1,11.2,8.5,9.0,9.6,25.6,6.5,2.7,4.5,00111
27,12.0,51.0,XXX,XX,XX,   Palashbari Union Total,27584,10.5,12.6,10.6,8.4,8.6,9.8,26.7,6.2,2.6,4.1,00111
27,12.0,60.0,XXX,XX,XX,   Paltapur Union Total,28279,11.1,12.9,11.4,7.8,8.4,9.8,24.7,6.4,2.7,4.7,00111
27,12.0,69.0,XXX,XX,XX,   Shatagram Union Total,29089,10.5,12.5,11.2,8.4,8.5,9.5,25.2,6.7,2.7,4.9,00111
27,12.0,77.0,XXX,XX,XX,   Satair Union Total,27964,10.7,12.8,11.8,8.9,9.0,9.5,24.3,6.0,2.5,4.7,00111
27,12.0,86.0,XXX,XX,XX,   Shibrampur Union Total,27779,11.1,12.9,11.5,8.4,9.0,9.4,23.7,6.3,2.6,5.0,00111
27,12.0,94.0,XXX,XX,XX,   Sujalpur Union Total,23130,10.3,12.6,11.4,8.5,8.4,9.3,25.8,6.6,2.3,4.8,00111
27,17.0,XX.0,XXX,XX,XX,Biral Upazila Total,257925,10.7,12.2,11.0,7.7,8.2,9.5,25.9,6.9,2.8,5.1,00111
27,17.0,13.0,XXX,XX,XX,   Azimpur Union Total,19889,10.7,12.6,11.5,7.3,8.5,9.6,25.2,6.8,2.6,5.2,00111
27,17.0,19.0,XXX,XX,XX,   Bhandara Union Total,23014,10.9,13.0,11.1,7.4,7.9,8.8,26.0,6.8,2.9,5.2,00111
27,17.0,28.0,XXX,XX,XX,Biral Union Total,34736,10.8,12.0,11.5,8.1,7.8,8.9,26.0,6.9,2.6,5.3,00111
27,17.0,38.0,XXX,XX,XX,   Bijora Union Total,34929,11.0,11.7,10.8,7.9,8.6,10.1,25.5,7.0,2.7,4.7,00111
27,17.0,47.0,XXX,XX,XX,   Dhamair Union Total,20643,10.9,12.6,10.4,7.1,7.6,9.2,26.5,7.0,2.9,5.9,00111
27,17.0,57.0,XXX,XX,XX,   Dharmapur Union Total,25261,10.3,12.8,11.3,7.8,8.8,10.2,25.8,6.0,2.4,4.7,00111
27,17.0,66.0,XXX,XX,XX,   Farakkabad Union Total,29330,10.3,11.7,11.3,8.6,8.3,9.5,25.6,6.9,3.0,4.9,00111
27,17.0,76.0,XXX,XX,XX,   Mangalpur Union Total,19498,10.1,11.8,9.8,7.0,8.0,10.0,27.2,7.4,3.3,5.5,00111
27,17.0,85.0,XXX,XX,XX,   Rani Pukur Union Total,25275,10.5,12.3,10.7,7.9,8.0,9.6,25.8,7.2,2.9,5.1,00111
27,17.0,95.0,XXX,XX,XX,   Sahargram Union Total,25350,11.6,12.3,11.6,6.7,7.9,9.2,26.4,6.9,2.6,4.9,00111
27,21.0,XX.0,XXX,XX,XX,Bochaganj Upazila Total,160049,9.9,11.7,10.7,8.0,8.2,9.7,27.3,6.9,2.6,5.0,00111
27,21.0,XX.0,XXX,XX,XX,Setabganj Paurashava,27335,9.2,10.4,10.9,9.4,8.7,9.9,28.2,6.8,2.4,4.2,00111
27,21.0,1.0,XXX,XX,XX,   Ward No-01 Total,2213,9.5,11.0,10.3,9.1,9.2,10.1,27.7,6.1,2.1,4.9,00111
27,21.0,2.0,XXX,XX,XX,   Ward No-02 Total,3221,9.8,11.1,12.5,9.3,8.0,9.8,27.8,5.6,2.3,3.6,00111
27,21.0,3.0,XXX,XX,XX,   Ward No-03 Total,2196,7.2,8.7,9.5,10.1,8.2,10.3,30.7,7.7,2.4,5.1,00111
27,21.0,4.0,XXX,XX,XX,   Ward No-04 Total,2610,8.3,8.4,10.4,10.2,10.1,10.2,28.0,7.1,3.1,4.3,00111
27,21.0,5.0,XXX,XX,XX,   Ward No-05 Total,1877,7.2,8.8,11.4,10.5,9.0,8.7,28.3,9.1,3.2,3.8,00111
27,21.0,6.0,XXX,XX,XX,   Ward No-06 Total,3210,9.8,10.6,11.4,7.3,8.4,10.5,28.5,6.9,2.4,4.1,00111
27,21.0,7.0,XXX,XX,XX,   Ward No-07 Total,5486,9.9,11.6,10.6,8.9,9.0,9.5,27.2,6.4,2.3,4.6,00111
27,21.0,8.0,XXX,XX,XX,   Ward No-08 Total,2688,9.6,10.7,11.1,10.3,8.6,9.7,28.1,7.0,1.7,3.3,00111
27,21.0,9.0,XXX,XX,XX,   Ward No-09 Total,3834,9.2,10.7,10.6,9.9,8.0,9.9,28.6,6.7,2.1,4.2,00111
27,21.0,13.0,XXX,XX,XX,   Atgaon Union Total,24122,10.3,12.2,10.1,7.1,7.9,9.8,27.8,7.0,2.7,5.3,00111
27,21.0,27.0,XXX,XX,XX,   Chhatail Union Total,22348,10.8,12.2,10.9,7.0,8.6,10.1,26.5,6.6,2.3,5.2,00111
27,21.0,40.0,XXX,XX,XX,   Ishania Union Total,24213,9.4,11.8,10.9,8.2,8.0,9.3,27.0,7.0,2.7,5.5,00111
27,21.0,54.0,XXX,XX,XX,   Mushidhat Union Total,17852,10.3,11.6,10.1,8.4,8.2,9.4,27.4,7.1,2.7,4.8,00111
27,21.0,67.0,XXX,XX,XX,   Nafanagar Union Total,22672,9.7,11.6,10.8,8.2,8.3,9.4,27.0,7.0,2.8,5.1,00111
27,21.0,81.0,XXX,XX,XX,   Rangaon Union Total,21507,10.0,12.5,10.9,7.8,8.0,9.8,26.8,6.5,2.6,5.0,00111
27,30.0,XX.0,XXX,XX,XX,Chirirbandar Upazila Total,292500,10.2,11.9,10.9,8.5,8.3,9.1,25.5,7.2,2.9,5.5,00111
27,30.0,13.0,XXX,XX,XX,Abdulpur Union Total,39531,10.3,11.7,11.6,8.8,8.2,9.0,24.9,7.0,2.9,5.5,00111
27,30.0,15.0,XXX,XX,XX,   Alokdihi Union Total,12621,9.6,12.0,11.7,9.2,7.9,8.3,25.2,7.1,3.1,5.9,00111
27,30.0,23.0,XXX,XX,XX,   Amarpur Union Total,25298,10.1,11.2,9.8,8.6,8.7,9.5,25.9,7.5,3.0,5.6,00111
27,30.0,31.0,XXX,XX,XX,   Aulia Pukur Union Total,26260,10.0,10.7,10.3,8.7,8.9,9.3,27.2,7.1,2.7,5.1,00111
27,30.0,39.0,XXX,XX,XX,   Bhiail Union Total,23586,9.5,11.6,10.2,7.5,8.4,9.9,27.5,7.3,2.6,5.6,00111
27,30.0,47.0,XXX,XX,XX,   Fatehjanapur Union Total,28039,10.3,12.9,11.7,8.3,7.6,8.5,24.6,7.4,3.1,5.7,00111
27,30.0,55.0,XXX,XX,XX,   Isabpur Union Total,27613,10.9,12.9,11.5,8.0,7.5,8.4,24.5,7.4,3.1,5.8,00111
27,30.0,63.0,XXX,XX,XX,   Nasratpur Union Total,23093,11.3,12.9,11.0,9.5,8.7,9.0,23.7,6.8,2.7,4.5,00111
27,30.0,71.0,XXX,XX,XX,   Punatti Union Total,27167,10.1,12.0,10.3,7.7,8.6,9.4,26.8,7.2,2.6,5.3,00111
27,30.0,79.0,XXX,XX,XX,   Saintara Union Total,27415,10.2,11.9,10.3,8.4,8.4,9.2,25.4,7.1,3.1,5.9,00111
27,30.0,87.0,XXX,XX,XX,   Satnala Union Total,17633,10.1,11.4,11.4,8.9,8.5,9.2,24.3,7.4,3.0,5.7,00111
27,30.0,94.0,XXX,XX,XX,   Tentulia Union Total,14244,10.1,11.5,10.9,8.7,8.3,9.2,25.4,7.3,2.6,5.8,00111
27,38.0,XX.0,XXX,XX,XX,Fulbari Upazila Total,176023,9.7,11.1,10.1,8.5,8.2,9.9,26.7,7.3,3.0,5.5,00111
27,38.0,XX.0,XXX,XX,XX,  Fulbari  Paurashava,34786,8.7,10.4,9.9,10.3,8.5,9.9,27.5,7.2,2.7,4.9,00111
27,38.0,1.0,XXX,XX,XX,   Ward No-01 Total,3707,7.0,9.3,8.3,16.3,9.3,9.4,28.1,7.0,2.0,3.3,00111
27,38.0,2.0,XXX,XX,XX,   Ward No-02 Total,4874,8.0,10.6,10.2,8.9,8.6,9.6,29.2,7.4,2.6,4.9,00111
27,38.0,3.0,XXX,XX,XX,   Ward No-03 Total,2996,9.5,12.0,10.8,8.7,7.1,9.5,26.2,7.6,3.5,5.1,00111
27,38.0,4.0,XXX,XX,XX,   Ward No-04 Total,4177,9.1,10.4,10.2,10.7,8.9,10.0,27.2,6.3,2.5,4.4,00111
27,38.0,5.0,XXX,XX,XX,   Ward No-05 Total,3695,8.5,10.3,10.4,9.5,8.7,10.5,27.2,7.3,3.2,4.3,00111
27,38.0,6.0,XXX,XX,XX,   Ward No-06 Total,6134,10.0,11.5,10.2,8.3,8.2,10.2,26.3,6.7,2.6,5.9,00111
27,38.0,7.0,XXX,XX,XX,   Ward No-07 Total,3329,8.4,9.3,9.3,10.3,8.7,10.1,27.6,8.0,3.2,5.0,00111
27,38.0,8.0,XXX,XX,XX,   Ward No-08 Total,2744,7.3,8.3,8.8,10.9,9.2,9.6,29.7,7.9,2.6,5.8,00111
27,38.0,9.0,XXX,XX,XX,   Ward No-09 Total,3130,9.9,10.8,10.3,10.3,7.8,10.5,25.8,7.1,2.5,5.1,00111
27,38.0,25.0,XXX,XX,XX,   Aladipur Union Total,19798,9.6,11.0,10.1,8.0,7.9,9.8,27.4,7.4,3.1,5.7,00111
27,38.0,28.0,XXX,XX,XX,   Betdighi Union Total,21380,9.6,10.3,10.4,8.3,8.2,9.5,26.7,7.6,3.3,6.1,00111
27,38.0,38.0,XXX,XX,XX,   Daulatpur Union Total,13909,8.7,11.0,9.2,7.6,8.3,9.7,27.8,8.1,3.4,6.3,00111
27,38.0,47.0,XXX,XX,XX,   Eluary Union Total,23044,10.1,11.4,10.3,7.9,8.4,10.0,26.0,7.2,3.0,5.8,00111
27,38.0,66.0,XXX,XX,XX,   Kazihal Union Total,19497,10.2,11.2,10.1,7.4,7.5,9.8,27.0,7.5,3.2,6.1,00111
27,38.0,76.0,XXX,XX,XX,   Khayerbari Union Total,10953,9.5,11.4,10.1,7.6,8.4,10.0,26.7,7.8,3.1,5.4,00111
27,38.0,84.0,XXX,XX,XX,   Shibnagar Union Total,32656,10.6,11.9,10.2,8.8,8.5,10.0,25.6,6.8,2.7,4.9,00111
27,43.0,XX.0,XXX,XX,XX,Ghoraghat Upazila Total,117740,9.5,12.1,11.4,7.8,8.4,9.6,26.4,7.0,2.8,5.1,00111
27,43.0,XX.0,XXX,XX,XX,  Ghoraghat  Paurashava,22717,9.7,12.5,12.0,8.2,8.6,9.3,25.5,6.8,2.6,4.6,00111
27,43.0,1.0,XXX,XX,XX,   Ward No-01 Total,2540,11.1,14.5,11.6,7.9,8.9,10.0,24.4,5.6,2.3,3.7,00111
27,43.0,2.0,XXX,XX,XX,   Ward No-02 Total,2969,11.3,13.6,11.7,8.2,9.0,9.9,24.8,6.4,2.1,3.2,00111
27,43.0,3.0,XXX,XX,XX,   Ward No-03 Total,3644,9.0,10.9,11.8,9.6,8.5,8.8,26.2,7.4,2.3,5.5,00111
27,43.0,4.0,XXX,XX,XX,   Ward No-04 Total,1890,8.9,9.2,11.2,8.1,8.0,9.6,27.1,8.4,3.0,6.5,00111
27,43.0,5.0,XXX,XX,XX,   Ward No-05 Total,2946,9.5,11.7,11.9,7.4,9.4,8.9,25.5,7.2,2.9,5.7,00111
27,43.0,6.0,XXX,XX,XX,   Ward No-06 Total,2264,10.6,12.3,13.7,7.2,8.9,9.6,23.1,6.7,2.8,5.1,00111
27,43.0,7.0,XXX,XX,XX,   Ward No-07 Total,2028,8.7,17.7,12.0,7.4,8.2,9.2,24.9,4.7,3.2,4.0,00111
27,43.0,8.0,XXX,XX,XX,   Ward No-08 Total,2982,8.7,11.8,11.9,8.1,9.2,9.6,27.6,7.2,2.5,3.4,00111
27,43.0,9.0,XXX,XX,XX,   Ward No-09 Total,1454,9.6,11.6,13.5,9.6,6.6,7.5,25.4,8.2,3.0,5.1,00111
27,43.0,19.0,XXX,XX,XX,   Bulakipur Union Total,27212,9.5,11.1,10.3,7.8,9.0,10.0,26.9,7.1,2.8,5.4,00111
27,43.0,38.0,XXX,XX,XX,Ghoraghat Union Total,11352,9.9,12.6,11.6,7.6,8.1,10.1,25.8,6.7,2.7,4.9,00111
27,43.0,57.0,XXX,XX,XX,   Palsa Union Total,24890,8.9,11.6,11.0,7.7,8.5,9.8,26.9,7.4,3.2,5.0,00111
27,43.0,76.0,XXX,XX,XX,   Singra Union Total,31569,9.7,12.7,12.1,7.5,7.8,9.2,26.3,6.7,2.7,5.3,00111
27,47.0,XX.0,XXX,XX,XX,Hakimpur Upazila Total,92599,9.3,11.6,11.1,8.6,8.8,10.0,26.6,7.0,2.6,4.3,00111
27,47.0,XX.0,XXX,XX,XX,  Hakimpur  Paurashava,28411,9.0,10.6,12.4,9.1,8.9,10.2,26.7,6.7,2.5,3.7,00111
27,47.0,1.0,XXX,XX,XX,   Ward No-01 Total,3300,9.6,10.5,10.3,8.2,7.8,10.2,29.5,7.9,2.3,3.7,00111
27,47.0,2.0,XXX,XX,XX,   Ward No-02 Total,2753,9.3,10.1,11.3,9.3,10.4,11.1,26.4,6.5,2.2,3.4,00111
27,47.0,3.0,XXX,XX,XX,   Ward No-03 Total,3056,5.1,6.8,25.1,13.3,8.2,9.7,21.8,5.1,2.1,2.9,00111
27,47.0,4.0,XXX,XX,XX,   Ward No-04 Total,4995,9.5,11.3,10.6,8.8,8.9,10.9,28.5,6.7,2.2,2.7,00111
27,47.0,5.0,XXX,XX,XX,   Ward No-05 Total,3791,9.7,11.2,11.3,10.3,9.9,9.9,25.3,5.8,2.8,3.7,00111
27,47.0,6.0,XXX,XX,XX,   Ward No-06 Total,2829,10.0,10.9,11.3,9.0,9.2,9.9,26.5,7.0,2.5,3.7,00111
27,47.0,7.0,XXX,XX,XX,   Ward No-07 Total,2409,9.5,11.6,10.5,7.6,8.3,10.9,27.0,6.5,2.9,5.2,00111
27,47.0,8.0,XXX,XX,XX,   Ward No-08 Total,2694,8.6,10.8,10.5,8.0,8.2,9.8,27.0,8.7,3.2,5.1,00111
27,47.0,9.0,XXX,XX,XX,   Ward No-09 Total,2584,9.7,12.1,11.4,7.1,9.1,9.6,27.0,6.8,2.6,4.4,00111
27,47.0,13.0,XXX,XX,XX,   Alihat Union Total,21974,9.3,11.8,10.3,8.8,9.0,10.5,26.7,6.9,2.7,4.2,00111
27,47.0,40.0,XXX,XX,XX,   Boaldar Union Total,22866,9.3,12.4,10.7,8.1,8.6,9.9,26.6,7.3,2.3,4.8,00111
27,47.0,81.0,XXX,XX,XX,   Khatta Madhab Para Union Total,19348,9.5,11.8,10.8,8.1,8.8,9.4,26.4,7.4,3.1,4.8,00111
27,56.0,XX.0,XXX,XX,XX,Kaharole Upazila Total,154432,10.2,11.9,10.7,8.0,8.6,9.7,26.6,7.0,2.6,4.7,00111
27,56.0,15.0,XXX,XX,XX,   Dabar Union Total,24692,10.1,11.8,10.6,7.7,8.4,9.8,27.3,7.3,2.5,4.5,00111
27,56.0,31.0,XXX,XX,XX,Mukundapur Union Total,30930,10.5,12.3,11.3,8.3,8.5,9.7,26.3,6.4,2.4,4.4,00111
27,56.0,47.0,XXX,XX,XX,   Ramchandrapur Union Total,25334,9.9,11.0,10.7,8.4,9.2,10.2,26.1,7.1,2.4,4.9,00111
27,56.0,63.0,XXX,XX,XX,   Rasulpur Union Total,23652,9.7,12.3,10.8,7.4,8.1,9.3,27.4,7.2,2.9,5.0,00111
27,56.0,79.0,XXX,XX,XX,   Sundarpur Union Total,27041,10.2,12.2,11.1,8.2,9.2,9.5,25.5,7.0,2.6,4.4,00111
27,56.0,94.0,XXX,XX,XX,   Targaon Union Total,22783,10.5,11.8,9.7,7.7,8.5,9.8,27.2,7.5,2.7,4.7,00111
27,60.0,XX.0,XXX,XX,XX,Khansama Upazila Total,171764,10.9,12.3,11.3,8.7,8.8,9.5,24.9,6.7,2.5,4.5,00111
27,60.0,15.0,XXX,XX,XX,Alokjhari Union Total,33688,10.7,12.2,11.2,8.8,8.8,9.4,25.1,6.6,2.6,4.5,00111
