ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total,Muslim,Hindu,Christian,Buddhist,Others,check_var
6,07,XX,XXX,XX,03,  Bakerganj Upazila,4074,3825,249,0,0,0,01110
6,10,XX,XXX,XX,03,  Banari Para Upazila,6516,6418,98,0,0,0,01110
6,36,XX,XXX,XX,03,  Hizla Upazila,14184,13668,515,0,0,1,01110
6,51,XX,XXX,XX,03,  Barisal Sadar Upazila,11030,10745,283,2,0,0,01110
6,62,XX,XXX,XX,03,  Mehendiganj Upazila,3735,3301,434,0,0,0,01110
6,94,XX,XXX,XX,03,  Wazirpur Upazila,11716,8676,3038,1,0,1,01110
79,14,XX,XXX,XX,03,  Bhandaria Upazila,25260,21724,3527,9,0,0,01110
79,47,XX,XXX,XX,03,  Kawkhali Upazila,9641,6824,2817,0,0,0,01110
79,58,XX,XXX,XX,03,  Mathbaria Upazila,10476,9339,1137,0,0,0,01110
79,76,XX,XXX,XX,03,  Nazirpur Upazila,4730,3951,778,1,0,0,01110
79,87,XX,XXX,XX,03,  Nesarabad Upazila,28005,26617,1386,2,0,0,01110
79,90,XX,XXX,XX,03,  Zianagar Upazila,6069,5136,932,1,0,0,01110
9,18,XX,XXX,XX,03,  Bhola Sadar Upazila,39766,37832,1927,7,0,0,01110
9,21,XX,XXX,XX,03,  Burhanuddin Upazila,25291,23727,1563,1,0,0,01110
9,25,XX,XXX,XX,03,  Char Fasson Upazila,23320,22064,1256,0,0,0,01110
9,54,XX,XXX,XX,03,  Lalmohan Upazila,15544,15538,6,0,0,0,01110
9,65,XX,XXX,XX,03,  Manpura Upazila,1023,1011,12,0,0,0,01110
9,91,XX,XXX,XX,03,  Tazumuddin Upazila,20941,18225,2716,0,0,0,01110
4,09,XX,XXX,XX,03,  Amtali Upazila,4497,4491,6,0,0,0,01110
4,19,XX,XXX,XX,03,  Bamna Upazila,7744,7064,679,1,0,0,01110
4,47,XX,XXX,XX,03,  Betagi Upazila,2582,2334,242,6,0,0,01110
4,85,XX,XXX,XX,03,  Patharghata Upazila,11344,10269,1075,0,0,0,01110
52,02,XX,XXX,XX,03,  Aditmari Upazila,19355,12997,6354,4,0,0,01110
52,39,XX,XXX,XX,03,  Kaligang Upazila,18967,16878,2088,0,1,0,01110
77,04,XX,XXX,XX,03,  Atwari Upazila,11274,8403,2525,318,0,28,01110
77,25,XX,XXX,XX,03,  Boda Upazila,2243,1155,1080,8,0,0,01110
77,34,XX,XXX,XX,03,  Debiganj Upazila,15301,13067,2194,7,0,33,01110
77,73,XX,XXX,XX,03,  Panchagarh Sadar Upazila,449,449,0,0,0,0,01110
77,90,XX,XXX,XX,03,  Tentulia Upazila,5506,5373,127,6,0,0,01110
85,27,XX,XXX,XX,03,  Gangachara Upazila,12345,11649,696,0,0,0,01110
85,58,XX,XXX,XX,03,  Mithapukur Upazila,7062,5429,847,106,680,0,01110
85,73,XX,XXX,XX,03,  Pirgachha Upazila,13037,11373,1661,3,0,0,01110
85,76,XX,XXX,XX,03,  Pirganj Upazila,14993,13553,1426,13,0,1,01110
85,92,XX,XXX,XX,03,  Taraganj Upazila,7906,6845,1059,2,0,0,01110
49,06,XX,XXX,XX,03,  Bhurungamari Upazila,29683,28042,1638,3,0,0,01110
49,08,XX,XXX,XX,03,  Char Rajibpur Upazila,14697,14585,108,0,0,4,01110
49,09,XX,XXX,XX,03,  Chilmari Upazila,45215,42887,2254,1,0,73,01110
49,18,XX,XXX,XX,03,  Phulbari Sadar Upazila,12895,11771,1122,2,0,0,01110
49,52,XX,XXX,XX,03,  Kurigram Sadar Upazila,3558,3448,110,0,0,0,01110
49,77,XX,XXX,XX,03,  Rajarhat Upazila,9292,7460,1832,0,0,0,01110
49,79,XX,XXX,XX,03,  Raumari Upazila,25680,24639,1038,0,3,0,01110
32,21,XX,XXX,XX,03,  Fulchhari Upazila,6401,4915,1429,0,0,57,01110
32,24,XX,XXX,XX,03,  Gaibandha Sadar Upazila,26256,25425,830,1,0,0,01110
32,67,XX,XXX,XX,03,  Palashbari Upazila,22659,21310,1347,1,0,1,01110
32,82,XX,XXX,XX,03,  Sadullapur Upazila,12291,10740,1551,0,0,0,01110
32,88,XX,XXX,XX,03,  Saghata Upazila,15883,14180,1691,0,0,12,01110
32,91,XX,XXX,XX,03,  Sundarganj Upazila,3618,2815,803,0,0,0,01110
73,12,XX,XXX,XX,03,  Dimla Upazila,19719,15337,4378,4,0,0,01110
73,15,XX,XXX,XX,03,  Domar Upazila,23146,18731,4404,7,0,4,01110
73,45,XX,XXX,XX,03,  Kishoreganj Upazila,8444,7188,1245,8,0,3,01110
73,85,XX,XXX,XX,03,  Saidpur Upazila,2937,2609,328,0,0,0,01110
94,08,XX,XXX,XX,03,  Baliadangi Upazila,15346,13824,1522,0,0,0,01110
94,51,XX,XXX,XX,03,  Haripur Upazila,7288,7053,209,0,0,26,01110
94,94,XX,XXX,XX,03,  Thakurgaon Sadar Upazila,12624,11365,1259,0,0,0,01110
27,10,XX,XXX,XX,03,  Birampur Upazila,2205,2093,112,0,0,0,01110
27,17,XX,XXX,XX,03,  Biral Upazila,9059,8301,721,28,0,9,01110
27,30,XX,XXX,XX,03,  Chirirbandar Upazila,8683,7629,1028,10,0,16,01110
27,43,XX,XXX,XX,03,  Ghoraghat Upazila,837,369,41,353,0,74,01110
27,56,XX,XXX,XX,03,  Kaharole Upazila,7355,4721,2579,38,0,17,01110
27,60,XX,XXX,XX,03,  Khansama Upazila,8973,7473,1471,29,0,0,01110
27,64,XX,XXX,XX,03,  Dinajpur Sadar Upazila,4602,4389,167,37,0,9,01110
27,69,XX,XXX,XX,03,  Nawabganj Upazila,7225,5843,937,25,0,420,01110
27,77,XX,XXX,XX,03,  Parbatipur Upazila,10840,8834,2003,0,0,3,01110
10,06,XX,XXX,XX,03,  Adamdighi Upazila,8909,7433,1468,4,0,4,01110
10,27,XX,XXX,XX,03,  Dhunat Upazila,8467,7050,1417,0,0,0,01110
10,88,XX,XXX,XX,03,  Sherpur Upazila,28930,28753,152,8,0,17,01110
88,27,XX,XXX,XX,03,  Chauhali Upazila,21168,20721,431,16,0,0,01110
88,44,XX,XXX,XX,03,  Kamarkhanda Upazila,9913,8789,1124,0,0,0,01110
88,50,XX,XXX,XX,03,  Kazipur Upazila,3903,3518,385,0,0,0,01110
88,61,XX,XXX,XX,03,  Royganj Upazila,1572,1347,225,0,0,0,01110
88,67,XX,XXX,XX,03,  Shahjadpur Upazila,6860,6722,138,0,0,0,01110
88,78,XX,XXX,XX,03,  Sirajganj Sadar Upazila,8287,8268,19,0,0,0,01110
88,89,XX,XXX,XX,03,  Tarash Upazila,8442,7283,1151,8,0,0,01110
81,12,XX,XXX,XX,03,  Baghmara Upazila,2315,2239,76,0,0,0,01110
81,31,XX,XXX,XX,03,  Durgapur Upazila,1448,1448,0,0,0,0,01110
81,34,XX,XXX,XX,03,  Godagari Upazila,4841,4380,460,1,0,0,01110
81,53,XX,XXX,XX,03,  Mohanpur Upazila,10215,9981,211,10,0,13,01110
81,82,XX,XXX,XX,03,  Puthia Upazila,5151,4345,782,24,0,0,01110
64,03,XX,XXX,XX,03,  Atrai Upazila,13202,11904,1277,0,0,21,01110
64,06,XX,XXX,XX,03,  Badalgachhi Upazila,6357,5242,834,202,0,79,01110
64,28,XX,XXX,XX,03,  Dhamoirhat Upazila,2811,1792,983,4,0,32,01110
64,47,XX,XXX,XX,03,  Manda Upazila,12471,10832,1605,9,0,25,01110
64,50,XX,XXX,XX,03,  Mahadebpur Upazila,15626,12487,2948,19,0,172,01110
64,69,XX,XXX,XX,03,  Niamatpur Upazila,5953,4970,872,92,0,19,01110
64,79,XX,XXX,XX,03,  Porsha Upazila,12418,12010,403,5,0,0,01110
64,85,XX,XXX,XX,03,  Raninagar Upazila,6808,6675,133,0,0,0,01110
64,86,XX,XXX,XX,03,  Sapahar Upazila,12696,10116,2226,111,0,243,01110
70,18,XX,XXX,XX,03,  Bholahat Upazila,13726,13591,135,0,0,0,01110
70,37,XX,XXX,XX,03,  Gomastapur Upazila,23683,22319,1364,0,0,0,01110
70,88,XX,XXX,XX,03,  Shibganj Upazila,7140,6894,228,0,1,17,01110
38,61,XX,XXX,XX,03,  Khetlal Upazila,11711,10719,978,3,0,11,01110
13,22,XX,XXX,XX,03,  Chandpur Sadar Upazila,12044,11795,249,0,0,0,01110
13,47,XX,XXX,XX,03,  Haim Char Upazila,8847,7778,1069,0,0,0,01110
13,49,XX,XXX,XX,03,  Hajiganj Upazila,5542,5464,78,0,0,0,01110
3,04,XX,XXX,XX,03,  Alikadam Upazila,13762,11287,896,143,1410,26,01110
3,73,XX,XXX,XX,03,  Naikhongchhari Upazila,18257,15964,222,3,2044,24,01110
3,89,XX,XXX,XX,03,  Rowangchhari Upazila,5052,437,106,695,3806,8,01110
3,95,XX,XXX,XX,03,  Thanchi Upazila,1778,150,10,229,1345,44,01110
19,15,XX,XXX,XX,03,  Brahmanpara Upazila,6013,5818,184,0,0,11,01110
19,18,XX,XXX,XX,03,  Burichang Upazila,12776,11864,912,0,0,0,01110
19,27,XX,XXX,XX,03,  Chandina Upazila,1648,1648,0,0,0,0,01110
19,33,XX,XXX,XX,03,  Comilla Sadar Dakshin Upazila,8181,8096,20,0,0,65,01110
19,67,XX,XXX,XX,03,  Comilla Adarsha Sadar Upazila,60587,57509,3068,2,8,0,01110
19,74,XX,XXX,XX,03,  Manoharganj Upazila,1189,1189,0,0,0,0,01110
19,75,XX,XXX,XX,03,  Meghna Upazila,6159,5316,841,2,0,0,01110
19,81,XX,XXX,XX,03,  Muradnagar Upazila,32644,30296,2327,0,8,13,01110
19,94,XX,XXX,XX,03,  Titas Upazila,3532,3462,70,0,0,0,01110
12,04,XX,XXX,XX,03,  Banchharampur Upazila,18621,16706,1915,0,0,0,01110
12,07,XX,XXX,XX,03,  Bijoynagar Upazila,7619,6152,1467,0,0,0,01110
12,13,XX,XXX,XX,03,  Brahmanbaria Sadar Upazila,21797,21526,271,0,0,0,01110
12,33,XX,XXX,XX,03,  Ashuganj Upazila,36749,34171,2572,6,0,0,01110
12,90,XX,XXX,XX,03,  Nasirnagar Upazila,14928,8819,6101,4,4,0,01110
12,94,XX,XXX,XX,03,  Sarail Upazila,46927,45289,1635,3,0,0,01110
51,33,XX,XXX,XX,03,  Kamalnagar Upazila,12747,12553,194,0,0,0,01110
51,43,XX,XXX,XX,03,  Lakshmipur Sadar Upazila,3174,3017,157,0,0,0,01110
51,58,XX,XXX,XX,03,  Roypur Upazila,28596,27786,810,0,0,0,01110
51,73,XX,XXX,XX,03,  Ramgati Upazila,35821,34364,1457,0,0,0,01110
46,43,XX,XXX,XX,03,  Dighinala Upazila,15610,6166,4085,123,5236,0,01110
46,49,XX,XXX,XX,03,  Khagrachhari Sadar Upazila,22156,3627,8982,642,8898,7,01110
46,61,XX,XXX,XX,03,  Lakshmichhari Upazila,2087,1072,133,0,879,3,01110
46,65,XX,XXX,XX,03,  Mahalchhari Upazila,10249,4828,1924,35,3456,6,01110
46,67,XX,XXX,XX,03,  Manikchhari Upazila,34776,23905,3167,22,7653,29,01110
46,77,XX,XXX,XX,03,  Panchhari Upazila,22706,9942,3109,75,9525,55,01110
46,80,XX,XXX,XX,03,  Ramgarh Upazila,12179,8496,1410,0,2158,115,01110
22,24,XX,XXX,XX,03,  Cox's Bazar Sadar Upazila,56045,51966,4008,16,47,8,01110
22,45,XX,XXX,XX,03,  Kutubdia Upazila,25488,22174,3302,1,4,7,01110
22,56,XX,XXX,XX,03,  Pekua Upazila,29182,28685,475,4,16,2,01110
22,66,XX,XXX,XX,03,  Ramu Upazila,42072,35577,2382,22,3960,131,01110
22,90,XX,XXX,XX,03,  Teknaf Upazila,26384,25936,446,1,1,0,01110
22,94,XX,XXX,XX,03,  Ukhia Upazila,27317,24781,672,4,1849,11,01110
15,04,XX,XXX,XX,03,  Anowara Upazila,5466,1420,4029,1,16,0,01110
15,12,XX,XXX,XX,03,  Boalkhali Upazila,51157,38904,11078,113,958,104,01110
15,33,XX,XXX,XX,03,  Fatikchhari Upazila,41994,37466,4347,1,152,28,01110
15,47,XX,XXX,XX,03,  Lohagara Upazila,30815,29413,1357,6,39,0,01110
15,53,XX,XXX,XX,03,  Mirsharai Upazila,3386,2277,880,8,0,221,01110
15,70,XX,XXX,XX,03,  Rangunia Upazila,27744,24497,2797,0,450,0,01110
15,78,XX,XXX,XX,03,  Sandwip Upazila,11617,10541,1076,0,0,0,01110
15,82,XX,XXX,XX,03,  Satkania Upazila,9348,7412,1182,1,753,0,01110
84,07,XX,XXX,XX,03,  Baghaichhari Upazila,6068,1009,28,16,5015,0,01110
84,21,XX,XXX,XX,03,  Barkal Upazila,1932,526,121,0,1283,2,01110
84,25,XX,XXX,XX,03,  Kawkhali Upazila,10330,6399,562,12,3350,7,01110
84,29,XX,XXX,XX,03,  Belai Chhari Upazila,2458,586,280,22,1570,0,01110
84,36,XX,XXX,XX,03,  Kaptai  Upazila,14474,12474,1331,2,654,13,01110
84,47,XX,XXX,XX,03,  Jurai Chhari Upazila,5895,361,88,2,5444,0,01110
84,58,XX,XXX,XX,03,  Langadu  Upazila,11391,5304,228,0,5859,0,01110
84,75,XX,XXX,XX,03,  Naniarchar  Upazila,6192,1066,768,9,4345,4,01110
84,78,XX,XXX,XX,03,  Rajasthali  Upazila,3080,1112,174,23,1765,6,01110
30,14,XX,XXX,XX,03,  Chhagalnaiya Upazila,3066,2823,243,0,0,0,01110
30,25,XX,XXX,XX,03,  Daganbhuiyan Upazila,1494,1494,0,0,0,0,01110
30,41,XX,XXX,XX,03,  Fulgazi Upazila,4453,4152,301,0,0,0,01110
30,94,XX,XXX,XX,03,  Sonagazi Upazila,944,925,19,0,0,0,01110
75,07,XX,XXX,XX,03,  Begumganj Upazila,52947,51103,1844,0,0,0,01110
75,36,XX,XXX,XX,03,  Hatiya Upazila,41712,41036,674,1,1,0,01110
75,80,XX,XXX,XX,03,  Senbagh Upazila,7742,7437,305,0,0,0,01110
75,85,XX,XXX,XX,03,  Subarnachar Upazila,6651,6629,22,0,0,0,01110
75,87,XX,XXX,XX,03,  Noakhali Sadar Upazila,23188,22517,645,26,0,0,01110
29,03,XX,XXX,XX,03,  Alfadanga Upazila,6905,5504,1401,0,0,0,01110
29,10,XX,XXX,XX,03,  Bhanga Upazila,12329,11899,430,0,0,0,01110
29,21,XX,XXX,XX,03,  Char Bhadrasan Upazila,22882,21488,1394,0,0,0,01110
29,47,XX,XXX,XX,03,  Faridpur Sadar Upazila,793,789,4,0,0,0,01110
29,56,XX,XXX,XX,03,  Madhukhali Upazila,13400,11271,2129,0,0,0,01110
29,62,XX,XXX,XX,03,  Nagarkanda Upazila,3933,3788,145,0,0,0,01110
29,84,XX,XXX,XX,03,  Sadarpur Upazila,6076,5696,380,0,0,0,01110
29,90,XX,XXX,XX,03,  Saltha Upazila,9535,8206,1329,0,0,0,01110
72,04,XX,XXX,XX,03,  Atpara Upazila,9687,8580,1047,8,0,52,01110
72,09,XX,XXX,XX,03,  Barhatta Upazila,7850,5358,2490,2,0,0,01110
72,18,XX,XXX,XX,03,  Durgapur Upazila,2328,1812,167,349,0,0,01110
72,38,XX,XXX,XX,03,  Khaliajuri Upazila,6193,3365,2827,1,0,0,01110
72,40,XX,XXX,XX,03,  Kalmakanda Upazila,14383,9360,4994,27,0,2,01110
72,56,XX,XXX,XX,03,  Madan Upazila,1424,1408,16,0,0,0,01110
72,83,XX,XXX,XX,03,  Purbadhala Upazila,22132,20172,1923,14,2,21,01110
39,07,XX,XXX,XX,03,  Bakshiganj Upazila,28890,27637,1240,2,0,11,01110
39,15,XX,XXX,XX,03,  Dewanganj Upazila,8544,8235,307,1,1,0,01110
39,36,XX,XXX,XX,03,  Jamalpur Sadar Upazila,7408,6974,434,0,0,0,01110
39,61,XX,XXX,XX,03,  Melandaha Upazila,5002,5001,1,0,0,0,01110
39,85,XX,XXX,XX,03,  Sarishabari Upazila,2015,2015,0,0,0,0,01110
59,24,XX,XXX,XX,03,  Gazaria Upazila,6559,6215,344,0,0,0,01110
59,44,XX,XXX,XX,03,  Lohajang Upazila,4945,4302,643,0,0,0,01110
59,56,XX,XXX,XX,03,  Munshiganj Sadar Upazila,23386,22254,1123,7,2,0,01110
59,74,XX,XXX,XX,03,  Serajdikhan Upazila,3829,3411,394,20,0,4,01110
59,84,XX,XXX,XX,03,  Sreenagar Upazila,14862,11666,3167,29,0,0,01110
59,94,XX,XXX,XX,03,  Tongibari Upazila,17706,16496,1205,5,0,0,01110
35,32,XX,XXX,XX,03,  Gopalganj Sadar Upazila,2432,2050,382,0,0,0,01110
35,43,XX,XXX,XX,03,  Kashiani Upazila,5352,4200,1144,8,0,0,01110
35,51,XX,XXX,XX,03,  Kotalipara Upazila,6036,5307,679,50,0,0,01110
35,91,XX,XXX,XX,03,  Tungipara Upazila,29424,24655,4761,8,0,0,01110
82,07,XX,XXX,XX,03,  Baliakandi Upazila,9897,7720,2175,1,0,1,01110
82,29,XX,XXX,XX,03,  Goalanda Upazila,11527,11047,480,0,0,0,01110
82,47,XX,XXX,XX,03,  Kalukhali Upazila,4223,3172,1002,5,0,44,01110
82,73,XX,XXX,XX,03,  Pangsha Upazila,3851,3576,275,0,0,0,01110
82,76,XX,XXX,XX,03,  Rajbari Sadar Upazila,2470,2316,154,0,0,0,01110
61,13,XX,XXX,XX,03,  Bhaluka Upazila,22814,20868,1899,24,15,8,01110
61,16,XX,XXX,XX,03,  Dhobaura Upazila,6927,5606,1005,316,0,0,01110
61,20,XX,XXX,XX,03,  Fulbaria Upazila,19526,19201,322,0,0,3,01110
61,22,XX,XXX,XX,03,  Gaffargaon Upazila,13316,13316,0,0,0,0,01110
61,24,XX,XXX,XX,03,  Haluaghat Upazila,11710,9002,2275,421,0,12,01110
61,31,XX,XXX,XX,03,  Ishwarganj Upazila,5600,5489,111,0,0,0,01110
61,52,XX,XXX,XX,03,  Mymensingh Sadar Upazila,131878,126549,5112,192,14,11,01110
61,72,XX,XXX,XX,03,  Nandail Upazila,10105,9853,252,0,0,0,01110
61,94,XX,XXX,XX,03,  Trishal Upazila,21255,21009,245,0,0,1,01110
67,02,XX,XXX,XX,03,  Araihazar Upazila,14423,13597,826,0,0,0,01110
67,68,XX,XXX,XX,03,  Rupganj Upazila,32179,29555,2595,29,0,0,01110
33,32,XX,XXX,XX,03,  Kaliakair Upazila,6336,4891,1424,4,5,12,01110
33,36,XX,XXX,XX,03,  Kapasia Upazila,12986,11258,1724,2,1,1,01110
56,10,XX,XXX,XX,03,  Daulatpur Upazila,6918,5848,1070,0,0,0,01110
56,22,XX,XXX,XX,03,  Ghior Upazila,6635,5126,1507,2,0,0,01110
56,28,XX,XXX,XX,03,  Harirampur Upazila,2244,1965,279,0,0,0,01110
56,46,XX,XXX,XX,03,  Manikganj Sadar Upazila,410,409,1,0,0,0,01110
56,70,XX,XXX,XX,03,  Saturia Upazila,8718,7019,1698,1,0,0,01110
56,78,XX,XXX,XX,03,  Shibalaya Upazila,5202,4390,800,12,0,0,01110
26,14,XX,XXX,XX,03,  Dhamrai Upazila,4025,4015,10,0,0,0,01110
26,62,XX,XXX,XX,03,  Nawabganj Upazila,16917,14736,2168,13,0,0,01110
86,14,XX,XXX,XX,03,  Bhedarganj Upazila,1024,1024,0,0,0,0,01110
86,25,XX,XXX,XX,03,  Damudya Upazila,3081,3053,28,0,0,0,01110
86,36,XX,XXX,XX,03,  Gosairhat Upazila,10969,9339,1630,0,0,0,01110
54,80,XX,XXX,XX,03,  Rajoir Upazila,21401,16692,4709,0,0,0,01110
54,87,XX,XXX,XX,03,  Shib Char Upazila,7957,7945,12,0,0,0,01110
93,09,XX,XXX,XX,03,  Basail Upazila,13496,11204,2288,0,0,4,01110
93,23,XX,XXX,XX,03,  Delduar Upazila,14102,12371,1728,0,3,0,01110
93,47,XX,XXX,XX,03,  Kalihati Upazila,2458,2278,180,0,0,0,01110
93,57,XX,XXX,XX,03,  Madhupur Upazila,8530,8403,127,0,0,0,01110
93,66,XX,XXX,XX,03,  Mirzapur Upazila,6812,6029,783,0,0,0,01110
93,76,XX,XXX,XX,03,  Nagarpur Upazila,13110,11017,2091,1,0,1,01110
93,85,XX,XXX,XX,03,  Sakhipur Upazila,15617,15497,120,0,0,0,01110
48,02,XX,XXX,XX,03,  Austagram Upazila,17400,15689,1706,3,0,2,01110
48,33,XX,XXX,XX,03,  Itna Upazila,22669,18458,4210,0,1,0,01110
48,59,XX,XXX,XX,03,  Mithamain Upazila,12600,9574,3026,0,0,0,01110
48,76,XX,XXX,XX,03,  Nikli Upazila,18924,16949,1975,0,0,0,01110
48,92,XX,XXX,XX,03,  Tarail Upazila,8675,6856,1815,4,0,0,01110
89,37,XX,XXX,XX,03,  Jhenaigati Upazila,5730,5201,476,31,0,22,01110
68,07,XX,XXX,XX,03,  Belabo Upazila,20869,20244,625,0,0,0,01110
68,52,XX,XXX,XX,03,  Manohardi Upazila,3787,3777,10,0,0,0,01110
68,60,XX,XXX,XX,03,  Narsingdi Sadar Upazila,39013,36351,2661,1,0,0,01110
68,63,XX,XXX,XX,03,  Palash Upazila,13731,10238,3480,6,0,7,01110
68,64,XX,XXX,XX,03,  Roypura Upazila,9555,9268,287,0,0,0,01110
68,76,XX,XXX,XX,03,  Shibpur Upazila,6232,6025,207,0,0,0,01110
33,32,XX,XXX,XX,03,  Kaliakair Upazila,6336,4891,1424,4,5,12,01110
33,36,XX,XXX,XX,03,  Kapasia Upazila,12986,11258,1724,2,1,1,01110
90,18,XX,XXX,XX,03,  Bishwambarpur Upazila,3156,2753,402,0,0,1,01110
90,23,XX,XXX,XX,03,  Chhatak Upazila,6314,6298,16,0,0,0,01110
90,27,XX,XXX,XX,03,  Dakshin Sunamganj Upazila,5181,4489,654,0,0,38,01110
90,29,XX,XXX,XX,03,  Derai Upazila,8026,2801,5225,0,0,0,01110
90,32,XX,XXX,XX,03,  Dharampasha Upazila,11803,8357,3443,2,0,1,01110
90,33,XX,XXX,XX,03,  Dowarabazar Upazila,14794,13633,1149,4,8,0,01110
90,50,XX,XXX,XX,03,  Jamalganj Upazila,10133,8224,1904,0,5,0,01110
90,86,XX,XXX,XX,03,  Sulla Upazila,3914,1213,2701,0,0,0,01110
90,89,XX,XXX,XX,03,  Sunamganj Sadar Upazila,4794,4792,2,0,0,0,01110
90,92,XX,XXX,XX,03,  Tahirpur Upazila,9450,7226,2224,0,0,0,01110
36,02,XX,XXX,XX,03,  Ajmiriganj Upazila,1547,1116,431,0,0,0,01110
36,05,XX,XXX,XX,03,  Bahubal Upazila,4045,3429,615,0,1,0,01110
36,11,XX,XXX,XX,03,  Baniachong Upazila,28506,27295,1167,0,0,44,01110
36,44,XX,XXX,XX,03,  Habiganj Sadar Upazila,13875,13793,82,0,0,0,01110
