ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
47,XX,XX,XXX,XX,01, Khulna Zila,5448,5340,42302,40193,70963,68524,17795,15793,56598,56419,12928,7116,11110
18,XX,XX,XXX,XX,01, Chuadanga Zila,1398,1370,24858,24115,35251,34617,12605,11189,27890,29379,8753,3745,11110
65,XX,XX,XXX,XX,01, Narail Zila,1810,1653,21150,20527,33857,32481,8356,7350,23074,24030,5350,2817,11110
44,XX,XX,XXX,XX,01, Jhenaidah Zila,3486,3510,44155,43420,68923,68254,20102,17394,53536,55616,11532,5394,11110
41,XX,XX,XXX,XX,01, Jessore Zila,8472,8535,64315,62085,106607,102513,24195,20871,83556,86231,16180,7178,11110
1,XX,XX,XXX,XX,01, Bagerhat Zila,4562,4350,37753,36376,64610,62771,15438,13534,47966,49687,11170,6043,11110
55,XX,XX,XXX,XX,01, Magura Zila,2092,1964,25948,24734,43922,41219,10419,9248,31476,31873,6108,2656,11110
50,XX,XX,XXX,XX,01, Kushtia Zila,4430,4322,52097,50469,77531,76160,25838,22489,58640,60547,14580,6762,11110
57,XX,XX,XXX,XX,01, Meherpur Zila,1359,1425,15979,15619,24209,23688,7043,5992,19942,20397,4796,1961,11110
87,XX,XX,XXX,XX,01, Satkhira Zila,5927,5767,50655,48717,85047,81832,20391,18030,63141,66121,14234,7201,11110
42,XX,XX,XXX,XX,01, Jhalokati Zila,2558,2625,17175,16653,33257,32066,6216,5177,24873,25951,4255,2615,11110
78,XX,XX,XXX,XX,01, Patuakhali Zila,4994,4953,47256,46778,74615,71933,23124,20615,50237,49057,13582,8852,11110
6,XX,XX,XXX,XX,01, Barisal Zila,8441,8362,59372,58161,103843,101416,27021,23102,73137,79081,18713,11088,11110
79,XX,XX,XXX,XX,01, Pirojpur Zila,3886,3865,28629,27843,50612,49385,11291,9550,35130,37638,8412,4473,11110
9,XX,XX,XXX,XX,01, Bhola Zila,5142,5165,66858,64106,86222,85200,39433,33143,52813,57694,25665,15803,11110
4,XX,XX,XXX,XX,01, Barguna Zila,3975,4200,24426,23806,43615,42127,9105,8067,29787,28473,6116,3699,11110
52,XX,XX,XXX,XX,01, Lalmonirhat Zila,2622,2729,44944,42942,63483,60548,18739,15822,41369,42009,9980,4970,11110
77,XX,XX,XXX,XX,01, Panchagarh Zila,1904,1928,34270,32764,49162,46906,11473,9845,31354,33994,7815,3946,11110
85,XX,XX,XXX,XX,01, Rangpur Zila,5954,5910,87092,83391,121860,116653,43040,36149,82409,84219,21018,11113,11110
49,XX,XX,XXX,XX,01, Kurigram Zila,3133,2987,69606,65878,91919,88650,32201,29151,63187,60393,13939,8318,11110
32,XX,XX,XXX,XX,01, Gaibandha Zila,5234,5151,84419,80358,113506,106802,43054,38756,72654,69313,18042,10995,11110
73,XX,XX,XXX,XX,01, Nilphamari Zila,5892,6004,63364,60203,87777,83061,26399,22166,52727,54531,15753,8540,11110
94,XX,XX,XXX,XX,01, Thakurgaon Zila,3308,3374,45294,43262,66922,62322,17985,15458,44949,46242,9901,5940,11110
27,XX,XX,XXX,XX,01, Dinajpur Zila,8685,8780,85403,81881,127925,121457,31382,26972,88512,89428,19377,9753,11110
10,XX,XX,XXX,XX,01, Bogra Zila,8655,8486,85087,80442,124682,117448,41173,35097,89172,86513,22931,12185,11110
88,XX,XX,XXX,XX,01, Sirajganj Zila,7916,7623,104624,101102,138963,131878,54097,48731,86827,84968,26818,16945,11110
81,XX,XX,XXX,XX,01, Rajshahi Zila,4318,4300,49544,47621,80880,77030,21663,18377,61833,62650,13092,5522,11110
64,XX,XX,XXX,XX,01, Naogaon Zila,6295,6191,66121,63536,102348,98574,30922,26030,71956,72328,18950,9478,11110
76,XX,XX,XXX,XX,01, Pabna Zila,8322,7968,73643,71009,104698,101867,37188,31065,69869,72425,20975,10548,11110
70,XX,XX,XXX,XX,01, Chapai Nawabganj Zila,2726,3007,48006,46221,62489,64065,27175,21442,43589,52735,18183,7345,11110
69,XX,XX,XXX,XX,01, Natore Zila,4375,4222,44556,42663,69822,67073,18866,16348,48482,48254,11324,5730,11110
38,XX,XX,XXX,XX,01, Joypurhat Zila,2406,2459,21416,20360,34374,32755,8751,7287,25038,24434,4939,2385,11110
13,XX,XX,XXX,XX,01, Chandpur Zila,8260,8154,68260,66599,112592,110808,29232,25677,77261,88529,19240,11519,11110
3,XX,XX,XXX,XX,01, Bandarban Zila,2226,1964,12238,11816,15342,13478,7800,7841,7654,6837,4754,4263,11110
19,XX,XX,XXX,XX,01, Comilla Zila,21512,21600,167031,163101,265891,259638,79904,69809,174119,196579,50021,29136,11110
12,XX,XX,XXX,XX,01, Brahmanbaria Zila,7397,7457,114241,110143,146084,143170,57313,48304,77001,90150,33740,21785,11110
51,XX,XX,XXX,XX,01, Lakshmipur Zila,5085,4740,60639,57942,83056,80982,32191,27886,51951,56659,19264,13256,11110
46,XX,XX,XXX,XX,01, Khagrachhari Zila,1888,1889,15019,14266,23642,22178,6867,6630,14618,14453,4444,3922,11110
22,XX,XX,XXX,XX,01, Cox's Bazar Zila,8460,8361,81498,77359,107554,106265,47847,40614,58786,68013,36189,24441,11110
15,XX,XX,XXX,XX,01, Chittagong Zila,23855,24078,145216,139519,246384,235546,64145,56420,182525,183109,47036,32266,11110
84,XX,XX,XXX,XX,01, Rangamati Zila,3433,3236,14271,13738,25013,22053,7825,7611,14906,13341,5179,4987,11110
30,XX,XX,XXX,XX,01, Feni Zila,4889,4759,36860,35853,63295,60476,12813,11810,46388,47667,9926,6914,11110
75,XX,XX,XXX,XX,01, Noakhali Zila,9499,9582,109600,105154,154049,149034,55601,49964,98775,107023,32605,23620,11110
29,XX,XX,XXX,XX,01, Faridpur Zila,4422,4379,57180,55645,89663,87238,28747,24282,58264,65044,18746,10103,11110
72,XX,XX,XXX,XX,01, Netrakona Zila,7012,6682,89062,86054,111585,110161,50043,42054,58856,61921,31501,20708,11110
39,XX,XX,XXX,XX,01, Jamalpur Zila,5855,5607,74995,72815,104859,99309,38212,34422,66677,61830,17092,11340,11110
59,XX,XX,XXX,XX,01, Munshiganj Zila,5719,5587,37503,35719,65008,60827,15341,13485,44997,46570,11700,7566,11110
35,XX,XX,XXX,XX,01, Gopalganj Zila,4526,4206,36153,35075,60169,57260,16671,14627,41428,42459,10335,6908,11110
82,XX,XX,XXX,XX,01, Rajbari Zila,2100,1982,30472,29291,47180,45499,13052,11362,33718,35719,7642,3557,11110
61,XX,XX,XXX,XX,01, Mymensingh Zila,15671,16024,177788,170091,249502,244616,91910,76783,135437,145695,52435,31806,11110
67,XX,XX,XXX,XX,01, Narayanganj Zila,9078,9001,59420,56659,91981,88276,31210,26941,55736,58872,25617,19118,11110
33,XX,XX,XXX,XX,01, Gazipur Zila,10976,10543,63432,60949,102168,95739,27884,25793,66878,65158,18019,14639,11110
56,XX,XX,XXX,XX,01, Manikganj Zila,4276,4246,39257,37973,63380,60486,17235,15817,43181,43214,8563,6096,11110
26,XX,XX,XXX,XX,01, Dhaka Zila,12813,12485,73144,70494,116945,109627,33992,30736,77876,76643,26722,19071,11110
86,XX,XX,XXX,XX,01, Shariatpur Zila,3769,3821,39095,37529,60661,59233,19211,16613,38335,44726,11908,8274,11110
54,XX,XX,XXX,XX,01, Madaripur Zila,4148,3969,36101,34544,58609,56080,17455,15751,38762,41091,11189,7705,11110
93,XX,XX,XXX,XX,01, Tangail Zila,9266,9072,98837,95719,152001,146419,46275,40607,104892,101590,23980,14317,11110
48,XX,XX,XXX,XX,01, Kishoreganj Zila,7745,7566,107540,103248,149829,145670,52631,43775,75977,86451,32983,19088,11110
89,XX,XX,XXX,XX,01, Sherpur Zila,5314,5318,45837,44018,65328,61900,24297,21214,40079,37721,12231,7954,11110
