ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 15-19 years-Attending school-Male,Population aged 15-19 years-Attending school-Female,Population aged 15-19 years-Not attending school-Male,Population aged 15-19 years-Not attending school-Female,Population aged 20-24 years-Attending school-Male,Population aged 20-24 years-Attending school-Female,Population aged 20-24 years-Not attending school-Male,Population aged 20-24 years-Not attending school-Female,Population aged 25-29 years-Attending school-Male,Population aged 25-29 years-Attending school-Female,Population aged 25-29 years-Not attending school-Male,Population aged 25-29 years-Not attending school-Female,check_var
47,XX,XX,XXX,XX,02, Khulna Zila,23272,19236,14619,14877,15229,8968,21952,31178,3286,1337,30766,35324,11110
18,XX,XX,XXX,XX,02, Chuadanga Zila,4737,4189,3769,4280,1474,1079,5328,8331,297,154,7630,9346,11110
65,XX,XX,XXX,XX,02, Narail Zila,2522,2158,1394,1657,804,618,2264,3748,188,79,3210,4421,11110
44,XX,XX,XXX,XX,02, Jhenaidah Zila,8361,7026,4837,5486,3366,2207,7568,11943,852,345,11142,14176,11110
41,XX,XX,XXX,XX,02, Jessore Zila,13503,11868,8896,9725,8721,5638,14870,20667,2058,710,20528,23469,11110
1,XX,XX,XXX,XX,02, Bagerhat Zila,2705,2911,2233,2336,1152,911,3400,4490,206,130,4708,5425,11110
55,XX,XX,XXX,XX,02, Magura Zila,2850,2675,1753,1766,1167,1097,2625,4275,273,111,3954,5024,11110
50,XX,XX,XXX,XX,02, Kushtia Zila,6989,5836,2917,3291,4100,2667,4937,7747,1069,448,7647,9315,11110
57,XX,XX,XXX,XX,02, Meherpur Zila,1834,1624,1242,1457,561,406,1986,3043,152,64,3021,3677,11110
87,XX,XX,XXX,XX,02, Satkhira Zila,4244,3948,2714,3546,2102,1402,4270,6938,461,141,6030,7083,11110
42,XX,XX,XXX,XX,02, Jhalokati Zila,2632,2309,1474,1780,824,538,2180,3648,193,64,3037,4482,11110
78,XX,XX,XXX,XX,02, Patuakhali Zila,4257,3680,2069,2281,1885,1197,3294,5035,413,168,5325,6491,11110
6,XX,XX,XXX,XX,02, Barisal Zila,13126,12326,9541,10182,7563,5073,13394,19642,1441,673,18346,22195,11110
79,XX,XX,XXX,XX,02, Pirojpur Zila,2830,2556,1804,1937,1394,711,2553,4239,173,81,3742,4966,11110
9,XX,XX,XXX,XX,02, Bhola Zila,3246,3065,2549,2702,1259,665,3363,5123,197,75,4753,5619,11110
4,XX,XX,XXX,XX,02, Barguna Zila,2273,2036,1252,1291,613,475,1958,3255,156,87,3312,4337,11110
52,XX,XX,XXX,XX,02, Lalmonirhat Zila,2197,2274,2038,2006,765,663,2839,4010,195,102,4014,4649,11110
77,XX,XX,XXX,XX,02, Panchagarh Zila,1672,2059,1480,1158,691,525,1932,2846,160,90,2744,2940,11110
85,XX,XX,XXX,XX,02, Rangpur Zila,13877,11271,8036,8610,9872,6921,11727,15603,2068,911,15860,18767,11110
49,XX,XX,XXX,XX,02, Kurigram Zila,5122,4215,3849,4443,2127,1126,5415,8862,401,120,7618,9368,11110
32,XX,XX,XXX,XX,02, Gaibandha Zila,3471,3047,2082,2399,1988,1176,3161,5307,483,177,4915,6376,11110
73,XX,XX,XXX,XX,02, Nilphamari Zila,6734,6366,6862,6264,2328,1769,7933,10541,483,231,9554,11191,11110
