ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Households-Total,Households-General,Households-Institutional,Households-Others,Population-Both,Population-Male,Population-Female,Sex Ratio,check_var
1,34,XX,XXX,XX,03,  Fakirhat Upazila,6474,6452,7,15,26981,13744,13237.0,104.0,01110
1,38,XX,XXX,XX,03,  Kachua Upazila,2296,2290,1,5,9473,4654,4819.0,97.0,01110
1,56,XX,XXX,XX,03,  Mollahat Upazila,2657,2642,5,10,12874,6455,6419.0,101.0,01110
1,60,XX,XXX,XX,03,  Morrelganj Upazila,1416,1413,0,3,5389,2637,2752.0,96.0,01110
1,73,XX,XXX,XX,03,  Rampal Upazila,453,408,2,43,1720,902,818.0,110.0,01110
1,77,XX,XXX,XX,03,  Sarankhola Upazila,6418,6385,10,23,26971,13292,13679.0,97.0,01110
55,66,XX,XXX,XX,03,  Mohammadpur Upazila,2240,2226,5,9,10010,4983,5027.0,99.0,01110
55,85,XX,XXX,XX,03,  Shalikha Upazila,1648,1642,1,5,7155,3705,3450.0,107.0,01110
55,95,XX,XXX,XX,03,  Sreepur Upazila,1123,1111,1,11,4894,2391,2503.0,96.0,01110
50,15,XX,XXX,XX,03,  Bheramara Upazila,2102,2085,0,17,8623,4224,4399.0,96.0,01110
50,39,XX,XXX,XX,03,  Daulatpur Upazila,4996,4983,8,5,19446,9698,9748.0,99.0,01110
50,63,XX,XXX,XX,03,  Khoksa Upazila,1184,1183,0,1,4587,2255,2332.0,97.0,01110
50,79,XX,XXX,XX,03,  Kushtia Sadar Upazila,1360,1357,1,2,5435,2698,2737.0,99.0,01110
50,94,XX,XXX,XX,03,  Mirpur Upazila,2560,2541,2,17,10385,5139,5246.0,98.0,01110
57,47,XX,XXX,XX,03,  Gangni Upazila,1163,1163,0,0,4739,2330,2409.0,97.0,01110
57,60,XX,XXX,XX,03,  Mujib Nagar Upazila,2499,2476,5,18,10021,4883,5138.0,95.0,01110
87,04,XX,XXX,XX,03,  Assasuni Upazila,2020,2012,2,6,8585,4313,4272.0,101.0,01110
87,25,XX,XXX,XX,03,  Debhata Upazila,703,700,2,1,2781,1363,1418.0,96.0,01110
87,43,XX,XXX,XX,03,  Kalaroa Upazila,505,505,0,0,2033,987,1046.0,94.0,01110
87,47,XX,XXX,XX,03,  Kaliganj Upazila,3857,3846,2,9,16863,8597,8266.0,104.0,01110
87,86,XX,XXX,XX,03,  Shyamnagar Upazila,3939,3872,6,61,17254,8609,8645.0,100.0,01110
87,90,XX,XXX,XX,03,  Tala Upazila,2360,2355,2,3,9528,4752,4776.0,99.0,01110
42,40,XX,XXX,XX,03,  Jhalokati Sadar Upazila,182,182,0,0,875,423,452.0,94.0,01110
42,43,XX,XXX,XX,03,  Kanthalia Upazila,2602,2588,3,11,10161,4964,5197.0,96.0,01110
42,84,XX,XXX,XX,03,  Rajapur Upazila,3601,3578,7,16,16133,7763,8370.0,93.0,01110
78,38,XX,XXX,XX,03,  Bauphal Upazila,1167,1166,0,1,5481,2669,2812.0,95.0,01110
78,52,XX,XXX,XX,03,  Dashmina Upazila,4238,4219,0,19,19252,9384,9868.0,95.0,01110
78,55,XX,XXX,XX,03,  Dumki Upazila,2547,2519,9,19,12200,6169,6031.0,102.0,01110
78,57,XX,XXX,XX,03,  Galachipa Upazila,1161,1159,0,2,4717,2358,2359.0,100.0,01110
78,66,XX,XXX,XX,03,  Kala Para Upazila,2145,2142,1,2,8845,4455,4390.0,101.0,01110
78,76,XX,XXX,XX,03,  Mirzaganj Upazila,5051,5035,5,11,22406,11216,11190.0,100.0,01110
78,95,XX,XXX,XX,03,  Patuakhali Sadar Upazila,1011,1010,0,1,4837,2365,2472.0,96.0,01110
6,02,XX,XXX,XX,03,  Agailjhara Upazila,2405,2373,4,28,10857,5397,5460.0,99.0,01110
6,03,XX,XXX,XX,03,  Babuganj Upazila,2191,2174,10,7,9847,4911,4936.0,99.0,01110
6,07,XX,XXX,XX,03,  Bakerganj Upazila,901,901,0,0,4074,2008,2066.0,97.0,01110
6,10,XX,XXX,XX,03,  Banari Para Upazila,1535,1533,1,1,6516,3115,3401.0,92.0,01110
6,36,XX,XXX,XX,03,  Hizla Upazila,3004,2991,4,9,14184,7019,7165.0,98.0,01110
6,51,XX,XXX,XX,03,  Barisal Sadar Upazila,2291,2288,0,3,11030,5505,5525.0,100.0,01110
6,62,XX,XXX,XX,03,  Mehendiganj Upazila,795,795,0,0,3735,1714,2021.0,85.0,01110
6,94,XX,XXX,XX,03,  Wazirpur Upazila,2595,2585,2,8,11716,5750,5966.0,96.0,01110
79,14,XX,XXX,XX,03,  Bhandaria Upazila,5779,5683,12,84,25260,12594,12666.0,99.0,01110
79,47,XX,XXX,XX,03,  Kawkhali Upazila,2341,2304,1,36,9641,4744,4897.0,97.0,01110
79,58,XX,XXX,XX,03,  Mathbaria Upazila,2471,2460,2,9,10476,5209,5267.0,99.0,01110
79,76,XX,XXX,XX,03,  Nazirpur Upazila,980,973,4,3,4730,2452,2278.0,108.0,01110
79,87,XX,XXX,XX,03,  Nesarabad Upazila,6170,6164,3,3,28005,13631,14374.0,95.0,01110
79,90,XX,XXX,XX,03,  Zianagar Upazila,1389,1382,1,6,6069,3003,3066.0,98.0,01110
9,18,XX,XXX,XX,03,  Bhola Sadar Upazila,7980,7972,3,5,39766,19522,20244.0,96.0,01110
9,21,XX,XXX,XX,03,  Burhanuddin Upazila,5406,5378,5,23,25291,12306,12985.0,95.0,01110
9,25,XX,XXX,XX,03,  Char Fasson Upazila,4805,4804,0,1,23320,11685,11635.0,100.0,01110
9,54,XX,XXX,XX,03,  Lalmohan Upazila,3357,3355,1,1,15544,7517,8027.0,94.0,01110
9,65,XX,XXX,XX,03,  Manpura Upazila,211,209,0,2,1023,519,504.0,103.0,01110
9,91,XX,XXX,XX,03,  Tazumuddin Upazila,4550,4537,9,4,20941,10804,10137.0,107.0,01110
4,09,XX,XXX,XX,03,  Amtali Upazila,1017,1017,0,0,4497,2204,2293.0,96.0,01110
4,19,XX,XXX,XX,03,  Bamna Upazila,1784,1776,2,6,7744,3829,3915.0,98.0,01110
4,47,XX,XXX,XX,03,  Betagi Upazila,643,643,0,0,2582,1296,1286.0,101.0,01110
4,85,XX,XXX,XX,03,  Patharghata Upazila,2935,2934,1,0,11344,5594,5750.0,97.0,01110
52,02,XX,XXX,XX,03,  Aditmari Upazila,4474,4469,0,5,19355,9723,9632.0,101.0,01110
52,39,XX,XXX,XX,03,  Kaligang Upazila,4267,4255,7,5,18967,9531,9436.0,101.0,01110
77,04,XX,XXX,XX,03,  Atwari Upazila,2786,2766,1,19,11274,5690,5584.0,102.0,01110
77,25,XX,XXX,XX,03,  Boda Upazila,517,517,0,0,2243,1152,1091.0,106.0,01110
77,34,XX,XXX,XX,03,  Debiganj Upazila,3405,3381,4,20,15301,7758,7543.0,103.0,01110
77,73,XX,XXX,XX,03,  Panchagarh Sadar Upazila,99,99,0,0,449,202,247.0,82.0,01110
77,90,XX,XXX,XX,03,  Tentulia Upazila,1319,1304,2,13,5506,2760,2746.0,101.0,01110
85,27,XX,XXX,XX,03,  Gangachara Upazila,3061,3047,3,11,12345,6291,6054.0,104.0,01110
85,58,XX,XXX,XX,03,  Mithapukur Upazila,1744,1689,8,47,7062,3627,3435.0,106.0,01110
85,73,XX,XXX,XX,03,  Pirgachha Upazila,3519,3511,5,3,13037,6349,6688.0,95.0,01110
85,76,XX,XXX,XX,03,  Pirganj Upazila,3720,3668,6,46,14993,7645,7348.0,104.0,01110
85,92,XX,XXX,XX,03,  Taraganj Upazila,1864,1854,2,8,7906,4075,3831.0,106.0,01110
49,06,XX,XXX,XX,03,  Bhurungamari Upazila,6627,6588,5,34,29683,14905,14778.0,101.0,01110
49,08,XX,XXX,XX,03,  Char Rajibpur Upazila,3606,3593,2,11,14697,7218,7479.0,97.0,01110
49,09,XX,XXX,XX,03,  Chilmari Upazila,11218,11201,4,13,45215,21880,23335.0,94.0,01110
49,18,XX,XXX,XX,03,  Phulbari Sadar Upazila,3195,3164,2,29,12895,6419,6476.0,99.0,01110
49,52,XX,XXX,XX,03,  Kurigram Sadar Upazila,856,843,0,13,3558,1805,1753.0,103.0,01110
49,77,XX,XXX,XX,03,  Rajarhat Upazila,2249,2241,0,8,9292,4595,4697.0,98.0,01110
49,79,XX,XXX,XX,03,  Raumari Upazila,6078,6053,7,18,25680,12633,13047.0,97.0,01110
32,21,XX,XXX,XX,03,  Fulchhari Upazila,1640,1638,1,1,6401,3234,3167.0,102.0,01110
32,24,XX,XXX,XX,03,  Gaibandha Sadar Upazila,6165,6152,1,12,26256,13136,13120.0,100.0,01110
32,67,XX,XXX,XX,03,  Palashbari Upazila,5522,5475,2,45,22659,11242,11417.0,98.0,01110
32,82,XX,XXX,XX,03,  Sadullapur Upazila,3132,3122,4,6,12291,6027,6264.0,96.0,01110
32,88,XX,XXX,XX,03,  Saghata Upazila,3917,3887,1,29,15883,7870,8013.0,98.0,01110
32,91,XX,XXX,XX,03,  Sundarganj Upazila,906,904,0,2,3618,1787,1831.0,98.0,01110
73,12,XX,XXX,XX,03,  Dimla Upazila,4433,4405,3,25,19719,10035,9684.0,104.0,01110
73,15,XX,XXX,XX,03,  Domar Upazila,5220,5209,2,9,23146,11527,11619.0,99.0,01110
73,45,XX,XXX,XX,03,  Kishoreganj Upazila,2342,2330,3,9,8444,4243,4201.0,101.0,01110
73,85,XX,XXX,XX,03,  Saidpur Upazila,675,675,0,0,2937,1484,1453.0,102.0,01110
94,08,XX,XXX,XX,03,  Baliadangi Upazila,3752,3716,3,33,15346,7949,7397.0,107.0,01110
94,51,XX,XXX,XX,03,  Haripur Upazila,1677,1671,2,4,7288,3689,3599.0,103.0,01110
94,94,XX,XXX,XX,03,  Thakurgaon Sadar Upazila,2916,2911,5,0,12624,6295,6329.0,99.0,01110
27,10,XX,XXX,XX,03,  Birampur Upazila,561,561,0,0,2205,1128,1077.0,105.0,01110
27,17,XX,XXX,XX,03,  Biral Upazila,2169,2137,0,32,9059,4616,4443.0,104.0,01110
27,30,XX,XXX,XX,03,  Chirirbandar Upazila,1907,1878,9,20,8683,4545,4138.0,110.0,01110
27,43,XX,XXX,XX,03,  Ghoraghat Upazila,209,208,0,1,837,425,412.0,103.0,01110
27,56,XX,XXX,XX,03,  Kaharole Upazila,1732,1715,1,16,7355,3720,3635.0,102.0,01110
27,60,XX,XXX,XX,03,  Khansama Upazila,2120,2111,2,7,8973,4526,4447.0,102.0,01110
27,64,XX,XXX,XX,03,  Dinajpur Sadar Upazila,1105,1102,0,3,4602,2331,2271.0,103.0,01110
27,69,XX,XXX,XX,03,  Nawabganj Upazila,1767,1750,1,16,7225,3589,3636.0,99.0,01110
27,77,XX,XXX,XX,03,  Parbatipur Upazila,2632,2626,1,5,10840,5467,5373.0,102.0,01110
10,06,XX,XXX,XX,03,  Adamdighi Upazila,2271,2258,5,8,8909,4682,4227.0,111.0,01110
10,27,XX,XXX,XX,03,  Dhunat Upazila,2132,2130,1,1,8467,4256,4211.0,101.0,01110
10,88,XX,XXX,XX,03,  Sherpur Upazila,6795,6782,3,10,28930,14446,14484.0,100.0,01110
88,27,XX,XXX,XX,03,  Chauhali Upazila,5503,5456,3,44,21168,10550,10618.0,99.0,01110
88,44,XX,XXX,XX,03,  Kamarkhanda Upazila,2371,2358,0,13,9913,4965,4948.0,100.0,01110
88,50,XX,XXX,XX,03,  Kazipur Upazila,946,946,0,0,3903,1932,1971.0,98.0,01110
88,61,XX,XXX,XX,03,  Royganj Upazila,448,447,0,1,1572,779,793.0,98.0,01110
88,67,XX,XXX,XX,03,  Shahjadpur Upazila,1637,1636,0,1,6860,3240,3620.0,90.0,01110
88,78,XX,XXX,XX,03,  Sirajganj Sadar Upazila,1886,1885,1,0,8287,4243,4044.0,105.0,01110
88,89,XX,XXX,XX,03,  Tarash Upazila,2096,2068,3,25,8442,4241,4201.0,101.0,01110
81,12,XX,XXX,XX,03,  Baghmara Upazila,588,585,3,0,2315,1185,1130.0,105.0,01110
81,31,XX,XXX,XX,03,  Durgapur Upazila,344,344,0,0,1448,747,701.0,107.0,01110
81,34,XX,XXX,XX,03,  Godagari Upazila,1104,1102,2,0,4841,2430,2411.0,101.0,01110
81,53,XX,XXX,XX,03,  Mohanpur Upazila,2680,2642,0,38,10215,5141,5074.0,101.0,01110
81,82,XX,XXX,XX,03,  Puthia Upazila,1322,1317,1,4,5151,2618,2533.0,103.0,01110
64,03,XX,XXX,XX,03,  Atrai Upazila,2937,2912,3,22,13202,6762,6440.0,105.0,01110
64,06,XX,XXX,XX,03,  Badalgachhi Upazila,1705,1693,1,11,6357,3144,3213.0,98.0,01110
64,28,XX,XXX,XX,03,  Dhamoirhat Upazila,683,680,0,3,2811,1433,1378.0,104.0,01110
64,47,XX,XXX,XX,03,  Manda Upazila,3254,3221,4,29,12471,6155,6316.0,97.0,01110
64,50,XX,XXX,XX,03,  Mahadebpur Upazila,3870,3771,11,88,15626,8073,7553.0,107.0,01110
64,69,XX,XXX,XX,03,  Niamatpur Upazila,1535,1467,1,67,5953,3035,2918.0,104.0,01110
64,79,XX,XXX,XX,03,  Porsha Upazila,2523,2517,1,5,12418,6184,6234.0,99.0,01110
64,85,XX,XXX,XX,03,  Raninagar Upazila,1732,1726,2,4,6808,3329,3479.0,96.0,01110
64,86,XX,XXX,XX,03,  Sapahar Upazila,2924,2856,5,63,12696,6570,6126.0,107.0,01110
70,18,XX,XXX,XX,03,  Bholahat Upazila,3269,3268,0,1,13726,6738,6988.0,96.0,01110
70,37,XX,XXX,XX,03,  Gomastapur Upazila,5385,5382,1,2,23683,11666,12017.0,97.0,01110
70,88,XX,XXX,XX,03,  Shibganj Upazila,1594,1582,7,5,7140,3628,3512.0,103.0,01110
38,61,XX,XXX,XX,03,  Khetlal Upazila,3150,3141,3,6,11711,5822,5889.0,99.0,01110
13,22,XX,XXX,XX,03,  Chandpur Sadar Upazila,2491,2491,0,0,12044,5803,6241.0,93.0,01110
13,47,XX,XXX,XX,03,  Haim Char Upazila,2275,2066,0,209,8847,4507,4340.0,104.0,01110
13,49,XX,XXX,XX,03,  Hajiganj Upazila,1096,1094,1,1,5542,2657,2885.0,92.0,01110
3,04,XX,XXX,XX,03,  Alikadam Upazila,2831,2822,5,4,13762,7097,6665.0,106.0,01110
3,73,XX,XXX,XX,03,  Naikhongchhari Upazila,3601,3500,10,91,18257,9333,8924.0,105.0,01110
3,89,XX,XXX,XX,03,  Rowangchhari Upazila,1203,1173,6,24,5052,2738,2314.0,118.0,01110
3,95,XX,XXX,XX,03,  Thanchi Upazila,354,352,1,1,1778,965,813.0,119.0,01110
19,15,XX,XXX,XX,03,  Brahmanpara Upazila,1168,1153,3,12,6013,2934,3079.0,95.0,01110
19,18,XX,XXX,XX,03,  Burichang Upazila,2472,2456,5,11,12776,6344,6432.0,99.0,01110
19,27,XX,XXX,XX,03,  Chandina Upazila,327,327,0,0,1648,784,864.0,91.0,01110
19,33,XX,XXX,XX,03,  Comilla Sadar Dakshin Upazila,1674,1674,0,0,8181,3918,4263.0,92.0,01110
19,67,XX,XXX,XX,03,  Comilla Adarsha Sadar Upazila,12432,12290,19,123,60587,30419,30168.0,101.0,01110
19,74,XX,XXX,XX,03,  Manoharganj Upazila,239,239,0,0,1189,540,649.0,83.0,01110
19,75,XX,XXX,XX,03,  Meghna Upazila,1258,1257,0,1,6159,3056,3103.0,98.0,01110
19,81,XX,XXX,XX,03,  Muradnagar Upazila,6283,6241,12,30,32644,15876,16768.0,95.0,01110
19,94,XX,XXX,XX,03,  Titas Upazila,711,706,0,5,3532,1681,1851.0,91.0,01110
12,04,XX,XXX,XX,03,  Banchharampur Upazila,3858,3826,5,27,18621,8941,9680.0,92.0,01110
12,07,XX,XXX,XX,03,  Bijoynagar Upazila,1440,1437,2,1,7619,3778,3841.0,98.0,01110
12,13,XX,XXX,XX,03,  Brahmanbaria Sadar Upazila,3812,3800,3,9,21797,11145,10652.0,105.0,01110
12,33,XX,XXX,XX,03,  Ashuganj Upazila,6826,6705,7,114,36749,18822,17927.0,105.0,01110
12,90,XX,XXX,XX,03,  Nasirnagar Upazila,2965,2949,2,14,14928,7241,7687.0,94.0,01110
12,94,XX,XXX,XX,03,  Sarail Upazila,8930,8909,6,15,46927,22526,24401.0,92.0,01110
51,33,XX,XXX,XX,03,  Kamalnagar Upazila,2715,2691,0,24,12747,6283,6464.0,97.0,01110
51,43,XX,XXX,XX,03,  Lakshmipur Sadar Upazila,700,700,0,0,3174,1446,1728.0,84.0,01110
51,58,XX,XXX,XX,03,  Roypur Upazila,6362,6343,15,4,28596,13057,15539.0,84.0,01110
51,73,XX,XXX,XX,03,  Ramgati Upazila,8032,8025,3,4,35821,18073,17748.0,102.0,01110
46,43,XX,XXX,XX,03,  Dighinala Upazila,3272,3215,9,48,15610,8168,7442.0,110.0,01110
46,49,XX,XXX,XX,03,  Khagrachhari Sadar Upazila,4667,4633,10,24,22156,11322,10834.0,105.0,01110
46,61,XX,XXX,XX,03,  Lakshmichhari Upazila,478,414,4,60,2087,1217,870.0,140.0,01110
46,65,XX,XXX,XX,03,  Mahalchhari Upazila,2186,2109,7,70,10249,5526,4723.0,117.0,01110
46,67,XX,XXX,XX,03,  Manikchhari Upazila,7621,7471,6,144,34776,17498,17278.0,101.0,01110
46,77,XX,XXX,XX,03,  Panchhari Upazila,5172,5147,11,14,22706,11527,11179.0,103.0,01110
46,80,XX,XXX,XX,03,  Ramgarh Upazila,2443,2431,3,9,12179,6132,6047.0,101.0,01110
22,24,XX,XXX,XX,03,  Cox's Bazar Sadar Upazila,10086,10077,5,4,56045,28355,27690.0,102.0,01110
22,45,XX,XXX,XX,03,  Kutubdia Upazila,4688,4686,0,2,25488,13143,12345.0,106.0,01110
22,56,XX,XXX,XX,03,  Pekua Upazila,5395,5328,8,59,29182,14693,14489.0,101.0,01110
22,66,XX,XXX,XX,03,  Ramu Upazila,7673,7606,12,55,42072,21371,20701.0,103.0,01110
22,90,XX,XXX,XX,03,  Teknaf Upazila,4663,4639,5,19,26384,13285,13099.0,101.0,01110
22,94,XX,XXX,XX,03,  Ukhia Upazila,5193,5162,7,24,27317,13883,13434.0,103.0,01110
15,04,XX,XXX,XX,03,  Anowara Upazila,1159,1131,3,25,5466,2843,2623.0,108.0,01110
15,12,XX,XXX,XX,03,  Boalkhali Upazila,10271,10242,6,23,51157,24923,26234.0,95.0,01110
15,33,XX,XXX,XX,03,  Fatikchhari Upazila,8096,8060,9,27,41994,19888,22106.0,90.0,01110
15,47,XX,XXX,XX,03,  Lohagara Upazila,5980,5787,21,172,30815,15780,15035.0,105.0,01110
15,53,XX,XXX,XX,03,  Mirsharai Upazila,724,724,0,0,3386,1640,1746.0,94.0,01110
15,70,XX,XXX,XX,03,  Rangunia Upazila,5518,5493,5,20,27744,13268,14476.0,92.0,01110
15,78,XX,XXX,XX,03,  Sandwip Upazila,2380,2369,0,11,11617,5390,6227.0,87.0,01110
15,82,XX,XXX,XX,03,  Satkania Upazila,1723,1720,2,1,9348,4611,4737.0,97.0,01110
84,07,XX,XXX,XX,03,  Baghaichhari Upazila,1353,1349,1,3,6068,3083,2985.0,103.0,01110
84,21,XX,XXX,XX,03,  Barkal Upazila,377,364,4,9,1932,1184,748.0,158.0,01110
84,25,XX,XXX,XX,03,  Kawkhali Upazila,2154,2119,19,16,10330,5620,4710.0,119.0,01110
84,29,XX,XXX,XX,03,  Belai Chhari Upazila,534,466,2,66,2458,1494,964.0,155.0,01110
84,36,XX,XXX,XX,03,  Kaptai  Upazila,3061,2897,25,139,14474,8300,6174.0,134.0,01110
84,47,XX,XXX,XX,03,  Jurai Chhari Upazila,1374,1350,0,24,5895,3152,2743.0,115.0,01110
84,58,XX,XXX,XX,03,  Langadu  Upazila,2506,2489,3,14,11391,5894,5497.0,107.0,01110
84,75,XX,XXX,XX,03,  Naniarchar  Upazila,1347,1331,4,12,6192,3296,2896.0,114.0,01110
84,78,XX,XXX,XX,03,  Rajasthali  Upazila,767,755,6,6,3080,1630,1450.0,112.0,01110
30,14,XX,XXX,XX,03,  Chhagalnaiya Upazila,552,539,11,2,3066,1520,1546.0,98.0,01110
30,25,XX,XXX,XX,03,  Daganbhuiyan Upazila,281,278,0,3,1494,725,769.0,94.0,01110
30,41,XX,XXX,XX,03,  Fulgazi Upazila,892,887,0,5,4453,2179,2274.0,96.0,01110
30,94,XX,XXX,XX,03,  Sonagazi Upazila,149,148,1,0,944,520,424.0,123.0,01110
75,07,XX,XXX,XX,03,  Begumganj Upazila,9523,9484,25,14,52947,25432,27515.0,92.0,01110
75,36,XX,XXX,XX,03,  Hatiya Upazila,8613,8565,1,47,41712,20619,21093.0,98.0,01110
75,80,XX,XXX,XX,03,  Senbagh Upazila,1507,1495,0,12,7742,3500,4242.0,83.0,01110
75,85,XX,XXX,XX,03,  Subarnachar Upazila,1217,1199,2,16,6651,3347,3304.0,101.0,01110
75,87,XX,XXX,XX,03,  Noakhali Sadar Upazila,4416,4412,2,2,23188,11274,11914.0,95.0,01110
29,03,XX,XXX,XX,03,  Alfadanga Upazila,1689,1647,4,38,6905,3378,3527.0,96.0,01110
29,10,XX,XXX,XX,03,  Bhanga Upazila,2664,2663,1,0,12329,5883,6446.0,91.0,01110
29,21,XX,XXX,XX,03,  Char Bhadrasan Upazila,5245,5236,4,5,22882,10750,12132.0,89.0,01110
29,47,XX,XXX,XX,03,  Faridpur Sadar Upazila,190,190,0,0,793,394,399.0,99.0,01110
29,56,XX,XXX,XX,03,  Madhukhali Upazila,3308,3267,4,37,13400,6723,6677.0,101.0,01110
29,62,XX,XXX,XX,03,  Nagarkanda Upazila,831,830,0,1,3933,1829,2104.0,87.0,01110
29,84,XX,XXX,XX,03,  Sadarpur Upazila,1365,1328,6,31,6076,3083,2993.0,103.0,01110
29,90,XX,XXX,XX,03,  Saltha Upazila,1983,1981,2,0,9535,4742,4793.0,99.0,01110
72,04,XX,XXX,XX,03,  Atpara Upazila,2104,2083,5,16,9687,4867,4820.0,101.0,01110
72,09,XX,XXX,XX,03,  Barhatta Upazila,1762,1750,1,11,7850,3976,3874.0,103.0,01110
72,18,XX,XXX,XX,03,  Durgapur Upazila,524,523,1,0,2328,1174,1154.0,102.0,01110
72,38,XX,XXX,XX,03,  Khaliajuri Upazila,1272,1238,1,33,6193,3383,2810.0,120.0,01110
72,40,XX,XXX,XX,03,  Kalmakanda Upazila,3016,2989,3,24,14383,7315,7068.0,103.0,01110
72,56,XX,XXX,XX,03,  Madan Upazila,309,306,0,3,1424,713,711.0,100.0,01110
72,83,XX,XXX,XX,03,  Purbadhala Upazila,4906,4868,4,34,22132,11204,10928.0,103.0,01110
39,07,XX,XXX,XX,03,  Bakshiganj Upazila,6720,6680,8,32,28890,14368,14522.0,99.0,01110
39,15,XX,XXX,XX,03,  Dewanganj Upazila,2270,2264,0,6,8544,4067,4477.0,91.0,01110
39,36,XX,XXX,XX,03,  Jamalpur Sadar Upazila,1774,1774,0,0,7408,3650,3758.0,97.0,01110
39,61,XX,XXX,XX,03,  Melandaha Upazila,1285,1282,3,0,5002,2479,2523.0,98.0,01110
39,85,XX,XXX,XX,03,  Sarishabari Upazila,519,517,0,2,2015,987,1028.0,96.0,01110
59,24,XX,XXX,XX,03,  Gazaria Upazila,1452,1427,5,20,6559,3194,3365.0,95.0,01110
59,44,XX,XXX,XX,03,  Lohajang Upazila,1257,1230,1,26,4945,2401,2544.0,94.0,01110
59,56,XX,XXX,XX,03,  Munshiganj Sadar Upazila,4665,4452,3,210,23386,12678,10708.0,118.0,01110
59,74,XX,XXX,XX,03,  Serajdikhan Upazila,903,875,0,28,3829,1917,1912.0,100.0,01110
59,84,XX,XXX,XX,03,  Sreenagar Upazila,3383,3310,9,64,14862,7948,6914.0,115.0,01110
59,94,XX,XXX,XX,03,  Tongibari Upazila,3733,3684,5,44,17706,8621,9085.0,95.0,01110
35,32,XX,XXX,XX,03,  Gopalganj Sadar Upazila,539,535,0,4,2432,1146,1286.0,89.0,01110
35,43,XX,XXX,XX,03,  Kashiani Upazila,1323,1318,2,3,5352,2549,2803.0,91.0,01110
35,51,XX,XXX,XX,03,  Kotalipara Upazila,1223,1213,0,10,6036,3046,2990.0,102.0,01110
35,91,XX,XXX,XX,03,  Tungipara Upazila,5747,5720,14,13,29424,14589,14835.0,98.0,01110
82,07,XX,XXX,XX,03,  Baliakandi Upazila,2272,2259,2,11,9897,4969,4928.0,101.0,01110
82,29,XX,XXX,XX,03,  Goalanda Upazila,2560,2560,0,0,11527,5464,6063.0,90.0,01110
82,47,XX,XXX,XX,03,  Kalukhali Upazila,972,965,1,6,4223,2086,2137.0,98.0,01110
82,73,XX,XXX,XX,03,  Pangsha Upazila,855,855,0,0,3851,1928,1923.0,100.0,01110
82,76,XX,XXX,XX,03,  Rajbari Sadar Upazila,520,520,0,0,2470,1206,1264.0,95.0,01110
61,13,XX,XXX,XX,03,  Bhaluka Upazila,5601,5559,1,41,22814,11666,11148.0,105.0,01110
61,16,XX,XXX,XX,03,  Dhobaura Upazila,1633,1590,2,41,6927,3443,3484.0,99.0,01110
61,20,XX,XXX,XX,03,  Fulbaria Upazila,4505,4504,1,0,19526,9459,10067.0,94.0,01110
61,22,XX,XXX,XX,03,  Gaffargaon Upazila,2895,2893,1,1,13316,6551,6765.0,97.0,01110
61,24,XX,XXX,XX,03,  Haluaghat Upazila,2655,2634,3,18,11710,5795,5915.0,98.0,01110
