ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
50,94,XX,XXX,XX,03,  Mirpur Upazila,2790,1247,1543,1062,53,3,2,10,1158.0,172,330,01110
57,47,XX,XXX,XX,03,  Gangni Upazila,1636,781,855,702,14,1,2,21,762.0,57,77,01110
57,60,XX,XXX,XX,03,  Mujib Nagar Upazila,2525,1229,1296,1077,20,1,4,10,1078.0,141,194,01110
87,04,XX,XXX,XX,03,  Assasuni Upazila,2066,853,1213,662,103,4,3,14,855.0,173,252,01110
87,25,XX,XXX,XX,03,  Debhata Upazila,685,272,413,232,65,1,0,0,288.0,39,60,01110
87,43,XX,XXX,XX,03,  Kalaroa Upazila,512,205,307,184,15,0,0,0,232.0,21,60,01110
87,47,XX,XXX,XX,03,  Kaliganj Upazila,3650,1550,2100,1267,176,11,5,16,1519.0,256,400,01110
87,86,XX,XXX,XX,03,  Shyamnagar Upazila,3266,1231,2035,949,239,5,4,6,1352.0,271,440,01110
87,90,XX,XXX,XX,03,  Tala Upazila,1970,760,1210,632,83,1,2,15,911.0,112,214,01110
42,40,XX,XXX,XX,03,  Jhalokati Sadar Upazila,224,81,143,68,11,0,1,1,104.0,12,27,01110
42,43,XX,XXX,XX,03,  Kanthalia Upazila,1069,467,602,325,29,3,1,43,390.0,96,182,01110
42,84,XX,XXX,XX,03,  Rajapur Upazila,1563,690,873,508,27,5,7,9,588.0,168,251,01110
78,38,XX,XXX,XX,03,  Bauphal Upazila,1298,565,733,446,18,1,6,9,605.0,109,104,01110
78,52,XX,XXX,XX,03,  Dashmina Upazila,4457,1865,2592,1363,72,35,5,47,1867.0,420,648,01110
78,55,XX,XXX,XX,03,  Dumki Upazila,1128,434,694,312,19,11,0,18,476.0,93,199,01110
78,57,XX,XXX,XX,03,  Galachipa Upazila,811,351,460,257,19,3,2,9,337.0,82,102,01110
78,66,XX,XXX,XX,03,  Kala Para Upazila,2233,1025,1208,853,50,2,5,25,973.0,145,180,01110
78,76,XX,XXX,XX,03,  Mirzaganj Upazila,3527,1553,1974,1161,62,62,7,41,1446.0,289,459,01110
78,95,XX,XXX,XX,03,  Patuakhali Sadar Upazila,1061,420,641,309,29,1,0,25,533.0,85,79,01110
6,02,XX,XXX,XX,03,  Agailjhara Upazila,1053,404,649,281,31,3,0,6,398.0,114,220,01110
6,03,XX,XXX,XX,03,  Babuganj Upazila,1171,515,656,375,18,1,3,15,443.0,124,192,01110
6,07,XX,XXX,XX,03,  Bakerganj Upazila,642,306,336,251,5,3,0,4,239.0,48,92,01110
6,10,XX,XXX,XX,03,  Banari Para Upazila,877,369,508,293,17,4,1,11,357.0,61,133,01110
6,36,XX,XXX,XX,03,  Hizla Upazila,2965,1380,1585,1127,69,14,13,18,1282.0,221,221,01110
6,51,XX,XXX,XX,03,  Barisal Sadar Upazila,1708,803,905,632,53,9,2,20,656.0,142,194,01110
6,62,XX,XXX,XX,03,  Mehendiganj Upazila,675,306,369,229,9,0,1,2,252.0,75,107,01110
6,94,XX,XXX,XX,03,  Wazirpur Upazila,863,386,477,298,55,2,3,1,272.0,85,147,01110
79,14,XX,XXX,XX,03,  Bhandaria Upazila,2151,996,1155,695,67,12,5,39,716.0,250,367,01110
79,47,XX,XXX,XX,03,  Kawkhali Upazila,748,360,388,240,49,4,0,9,212.0,107,127,01110
79,58,XX,XXX,XX,03,  Mathbaria Upazila,620,296,324,203,12,1,1,20,196.0,72,115,01110
79,76,XX,XXX,XX,03,  Nazirpur Upazila,639,300,339,214,11,9,4,1,208.0,76,116,01110
79,87,XX,XXX,XX,03,  Nesarabad Upazila,1549,695,854,469,58,3,0,10,478.0,213,318,01110
79,90,XX,XXX,XX,03,  Zianagar Upazila,696,315,381,210,18,0,0,10,225.0,95,138,01110
9,18,XX,XXX,XX,03,  Bhola Sadar Upazila,9017,4167,4850,3172,123,35,16,26,3607.0,934,1104,01110
9,21,XX,XXX,XX,03,  Burhanuddin Upazila,6457,2933,3524,2335,85,16,4,37,2775.0,545,660,01110
9,25,XX,XXX,XX,03,  Char Fasson Upazila,6036,2908,3128,2302,98,35,11,55,2409.0,516,610,01110
9,54,XX,XXX,XX,03,  Lalmohan Upazila,4823,2171,2652,1784,90,26,7,24,2142.0,337,413,01110
9,65,XX,XXX,XX,03,  Manpura Upazila,345,170,175,146,8,0,0,1,148.0,23,19,01110
9,91,XX,XXX,XX,03,  Tazumuddin Upazila,6703,3380,3323,2747,128,25,7,43,2654.0,565,534,01110
4,09,XX,XXX,XX,03,  Amtali Upazila,1027,505,522,409,25,1,1,24,381.0,71,115,01110
4,19,XX,XXX,XX,03,  Bamna Upazila,1055,479,576,272,24,2,1,134,427.0,71,124,01110
4,47,XX,XXX,XX,03,  Betagi Upazila,617,271,346,199,10,1,0,22,270.0,49,66,01110
4,85,XX,XXX,XX,03,  Patharghata Upazila,993,462,531,294,8,17,3,28,356.0,123,164,01110
52,02,XX,XXX,XX,03,  Aditmari Upazila,5106,2173,2933,1980,174,8,12,40,2471.0,145,276,01110
52,39,XX,XXX,XX,03,  Kaligang Upazila,4394,1948,2446,1661,234,14,7,53,1901.0,220,304,01110
77,04,XX,XXX,XX,03,  Atwari Upazila,1724,578,1146,535,152,1,2,6,869.0,36,123,01110
77,25,XX,XXX,XX,03,  Boda Upazila,570,232,338,187,38,6,5,2,232.0,37,63,01110
77,34,XX,XXX,XX,03,  Debiganj Upazila,3570,1530,2040,1207,198,16,10,39,1438.0,268,394,01110
77,73,XX,XXX,XX,03,  Panchagarh Sadar Upazila,113,49,64,39,1,0,0,0,52.0,10,11,01110
77,90,XX,XXX,XX,03,  Tentulia Upazila,717,292,425,231,44,3,3,9,289.0,49,89,01110
85,27,XX,XXX,XX,03,  Gangachara Upazila,3626,1612,2014,1364,207,22,2,19,1420.0,207,385,01110
85,58,XX,XXX,XX,03,  Mithapukur Upazila,1463,649,814,532,94,2,3,12,626.0,103,91,01110
85,73,XX,XXX,XX,03,  Pirgachha Upazila,3578,1495,2083,1227,93,9,9,36,1738.0,223,243,01110
85,76,XX,XXX,XX,03,  Pirganj Upazila,3669,1683,1986,1403,133,5,8,48,1550.0,227,295,01110
85,92,XX,XXX,XX,03,  Taraganj Upazila,1863,816,1047,695,60,0,0,1,901.0,120,86,01110
49,06,XX,XXX,XX,03,  Bhurungamari Upazila,8298,3635,4663,2941,258,38,11,158,3594.0,498,800,01110
49,08,XX,XXX,XX,03,  Char Rajibpur Upazila,5223,2292,2931,2064,96,8,7,16,2543.0,204,285,01110
49,09,XX,XXX,XX,03,  Chilmari Upazila,14752,6337,8415,5411,504,14,12,58,6901.0,854,998,01110
49,18,XX,XXX,XX,03,  Phulbari Sadar Upazila,4749,2043,2706,1774,251,3,3,6,2038.0,260,414,01110
49,52,XX,XXX,XX,03,  Kurigram Sadar Upazila,687,301,386,234,67,1,4,5,258.0,61,57,01110
49,77,XX,XXX,XX,03,  Rajarhat Upazila,2457,1017,1440,881,137,1,0,21,1142.0,114,161,01110
49,79,XX,XXX,XX,03,  Raumari Upazila,8861,3777,5084,3059,468,12,4,71,3837.0,635,775,01110
32,21,XX,XXX,XX,03,  Fulchhari Upazila,2355,1050,1305,868,92,22,9,4,1033.0,156,171,01110
32,24,XX,XXX,XX,03,  Gaibandha Sadar Upazila,8656,4000,4656,3195,266,23,4,68,3557.0,714,829,01110
32,67,XX,XXX,XX,03,  Palashbari Upazila,4947,2066,2881,1594,163,23,15,35,2156.0,414,547,01110
32,82,XX,XXX,XX,03,  Sadullapur Upazila,4226,1930,2296,1664,97,5,8,12,1901.0,249,290,01110
32,88,XX,XXX,XX,03,  Saghata Upazila,4528,1863,2665,1561,165,12,8,56,2110.0,234,382,01110
32,91,XX,XXX,XX,03,  Sundarganj Upazila,1588,692,896,480,11,71,12,57,746.0,84,127,01110
73,12,XX,XXX,XX,03,  Dimla Upazila,5525,2450,3075,2133,168,14,8,30,2500.0,273,399,01110
73,15,XX,XXX,XX,03,  Domar Upazila,6350,2870,3480,2473,251,58,27,50,2833.0,289,369,01110
73,45,XX,XXX,XX,03,  Kishoreganj Upazila,2409,1047,1362,899,148,18,4,6,1035.0,124,175,01110
73,85,XX,XXX,XX,03,  Saidpur Upazila,750,323,427,285,2,1,0,0,400.0,37,25,01110
94,08,XX,XXX,XX,03,  Baliadangi Upazila,3896,1611,2285,1385,149,20,5,12,1828.0,194,303,01110
94,51,XX,XXX,XX,03,  Haripur Upazila,2333,1062,1271,839,64,18,2,31,1045.0,174,160,01110
94,94,XX,XXX,XX,03,  Thakurgaon Sadar Upazila,2662,1137,1525,991,169,5,8,12,1135.0,129,213,01110
27,10,XX,XXX,XX,03,  Birampur Upazila,529,243,286,219,12,1,0,0,157.0,23,117,01110
27,17,XX,XXX,XX,03,  Biral Upazila,2020,911,1109,795,82,12,6,6,888.0,98,133,01110
27,30,XX,XXX,XX,03,  Chirirbandar Upazila,2022,918,1104,754,56,3,2,57,888.0,104,158,01110
27,43,XX,XXX,XX,03,  Ghoraghat Upazila,246,103,143,87,66,0,0,0,54.0,16,23,01110
27,56,XX,XXX,XX,03,  Kaharole Upazila,1932,812,1120,720,60,2,0,4,910.0,86,150,01110
27,60,XX,XXX,XX,03,  Khansama Upazila,2463,1075,1388,943,69,4,6,9,1063.0,119,250,01110
27,64,XX,XXX,XX,03,  Dinajpur Sadar Upazila,874,403,471,335,84,0,1,0,316.0,68,70,01110
27,69,XX,XXX,XX,03,  Nawabganj Upazila,1659,764,895,631,136,1,0,13,619.0,119,140,01110
27,77,XX,XXX,XX,03,  Parbatipur Upazila,2436,1084,1352,914,79,2,4,12,1089.0,156,180,01110
10,06,XX,XXX,XX,03,  Adamdighi Upazila,2245,1110,1135,838,88,20,4,14,846.0,238,197,01110
10,27,XX,XXX,XX,03,  Dhunat Upazila,3634,1674,1960,1491,165,8,3,13,1576.0,162,216,01110
10,88,XX,XXX,XX,03,  Sherpur Upazila,8989,4051,4938,3373,597,18,10,16,3416.0,644,915,01110
88,27,XX,XXX,XX,03,  Chauhali Upazila,7309,3224,4085,2811,145,51,8,25,3593.0,337,339,01110
88,44,XX,XXX,XX,03,  Kamarkhanda Upazila,3220,1526,1694,1209,89,9,4,9,1319.0,299,282,01110
88,50,XX,XXX,XX,03,  Kazipur Upazila,1590,720,870,626,15,3,0,0,742.0,91,113,01110
88,61,XX,XXX,XX,03,  Royganj Upazila,432,178,254,171,15,0,0,0,207.0,7,32,01110
88,67,XX,XXX,XX,03,  Shahjadpur Upazila,3379,1431,1948,1108,43,7,4,12,1579.0,304,322,01110
88,78,XX,XXX,XX,03,  Sirajganj Sadar Upazila,2827,1396,1431,1205,19,1,0,0,1227.0,190,185,01110
88,89,XX,XXX,XX,03,  Tarash Upazila,2119,920,1199,763,76,7,1,8,923.0,142,199,01110
81,12,XX,XXX,XX,03,  Baghmara Upazila,735,298,437,270,3,1,0,1,412.0,26,22,01110
81,31,XX,XXX,XX,03,  Durgapur Upazila,699,329,370,296,142,1,0,2,211.0,30,17,01110
81,34,XX,XXX,XX,03,  Godagari Upazila,1076,517,559,442,21,3,3,5,436.0,67,99,01110
81,53,XX,XXX,XX,03,  Mohanpur Upazila,2437,998,1439,841,26,12,4,22,1199.0,123,210,01110
81,82,XX,XXX,XX,03,  Puthia Upazila,1621,792,829,653,46,1,1,28,682.0,110,100,01110
64,03,XX,XXX,XX,03,  Atrai Upazila,3496,1565,1931,1326,190,4,5,70,1502.0,165,234,01110
64,06,XX,XXX,XX,03,  Badalgachhi Upazila,1247,557,690,464,47,2,0,6,526.0,85,117,01110
64,28,XX,XXX,XX,03,  Dhamoirhat Upazila,1037,481,556,411,72,2,0,2,402.0,66,82,01110
64,47,XX,XXX,XX,03,  Manda Upazila,3266,1325,1941,1144,95,3,6,19,1568.0,159,272,01110
64,50,XX,XXX,XX,03,  Mahadebpur Upazila,2484,1082,1402,858,188,11,3,13,922.0,200,289,01110
64,69,XX,XXX,XX,03,  Niamatpur Upazila,985,424,561,323,144,0,1,1,299.0,100,117,01110
64,79,XX,XXX,XX,03,  Porsha Upazila,4331,2220,2111,1791,48,26,3,15,1764.0,388,296,01110
64,85,XX,XXX,XX,03,  Raninagar Upazila,2075,905,1170,750,98,22,11,9,899.0,124,162,01110
64,86,XX,XXX,XX,03,  Sapahar Upazila,2192,997,1195,835,95,2,5,13,886.0,147,209,01110
70,18,XX,XXX,XX,03,  Bholahat Upazila,3152,1530,1622,1284,65,9,9,15,1301.0,222,247,01110
70,37,XX,XXX,XX,03,  Gomastapur Upazila,7697,3758,3939,3243,198,12,6,26,3243.0,477,492,01110
70,88,XX,XXX,XX,03,  Shibganj Upazila,1892,961,931,828,42,1,1,3,745.0,129,143,01110
38,61,XX,XXX,XX,03,  Khetlal Upazila,3500,1571,1929,1370,54,0,2,16,1643.0,185,230,01110
13,22,XX,XXX,XX,03,  Chandpur Sadar Upazila,2507,1217,1290,838,26,9,3,20,947.0,350,314,01110
13,47,XX,XXX,XX,03,  Haim Char Upazila,1521,744,777,604,22,5,1,8,615.0,127,139,01110
13,49,XX,XXX,XX,03,  Hajiganj Upazila,761,352,409,229,3,1,0,0,279.0,122,127,01110
3,04,XX,XXX,XX,03,  Alikadam Upazila,4140,1969,2171,1370,239,154,33,92,1351.0,353,548,01110
3,73,XX,XXX,XX,03,  Naikhongchhari Upazila,6456,3007,3449,2264,232,97,20,69,2547.0,577,650,01110
3,89,XX,XXX,XX,03,  Rowangchhari Upazila,2017,894,1123,653,249,9,18,98,714.0,134,142,01110
3,95,XX,XXX,XX,03,  Thanchi Upazila,986,502,484,450,256,0,6,11,188.0,41,34,01110
19,15,XX,XXX,XX,03,  Brahmanpara Upazila,1242,537,705,410,63,0,2,5,409.0,122,231,01110
19,18,XX,XXX,XX,03,  Burichang Upazila,2180,948,1232,706,69,1,0,12,936.0,229,227,01110
19,27,XX,XXX,XX,03,  Chandina Upazila,293,120,173,88,2,0,0,0,128.0,32,43,01110
19,33,XX,XXX,XX,03,  Comilla Sadar Dakshin Upazila,2806,1381,1425,1068,36,92,5,13,1162.0,208,222,01110
19,67,XX,XXX,XX,03,  Comilla Adarsha Sadar Upazila,12274,5636,6638,4209,440,87,15,129,4636.0,1211,1547,01110
19,74,XX,XXX,XX,03,  Manoharganj Upazila,162,58,104,37,1,0,0,2,67.0,19,36,01110
19,75,XX,XXX,XX,03,  Meghna Upazila,1834,803,1031,591,68,9,1,26,779.0,177,183,01110
19,81,XX,XXX,XX,03,  Muradnagar Upazila,8517,3909,4608,2775,259,13,8,89,3172.0,1032,1169,01110
19,94,XX,XXX,XX,03,  Titas Upazila,893,366,527,268,14,1,0,8,397.0,89,116,01110
12,04,XX,XXX,XX,03,  Banchharampur Upazila,5256,2266,2990,1772,137,11,8,18,2293.0,465,552,01110
12,07,XX,XXX,XX,03,  Bijoynagar Upazila,2716,1268,1448,983,64,5,1,21,1127.0,259,256,01110
12,13,XX,XXX,XX,03,  Brahmanbaria Sadar Upazila,5373,2622,2751,1857,170,32,15,86,1883.0,647,683,01110
12,33,XX,XXX,XX,03,  Ashuganj Upazila,9546,4624,4922,3494,1062,52,24,78,2515.0,1000,1321,01110
12,90,XX,XXX,XX,03,  Nasirnagar Upazila,4303,1895,2408,1427,140,4,2,22,1630.0,442,636,01110
12,94,XX,XXX,XX,03,  Sarail Upazila,13574,6023,7551,4098,354,76,14,115,5471.0,1734,1712,01110
51,33,XX,XXX,XX,03,  Kamalnagar Upazila,3704,1673,2031,1256,122,41,20,29,1443.0,347,446,01110
51,43,XX,XXX,XX,03,  Lakshmipur Sadar Upazila,688,282,406,223,3,3,0,0,340.0,56,63,01110
51,58,XX,XXX,XX,03,  Roypur Upazila,2966,1201,1765,771,27,29,4,13,1208.0,388,526,01110
51,73,XX,XXX,XX,03,  Ramgati Upazila,8305,3926,4379,2970,163,50,16,68,3297.0,838,903,01110
46,43,XX,XXX,XX,03,  Dighinala Upazila,3386,1412,1974,1088,164,42,27,20,1435.0,262,348,01110
46,49,XX,XXX,XX,03,  Khagrachhari Sadar Upazila,6792,2724,4068,2179,549,45,20,61,2974.0,439,525,01110
46,61,XX,XXX,XX,03,  Lakshmichhari Upazila,537,243,294,194,85,3,4,14,168.0,32,37,01110
46,65,XX,XXX,XX,03,  Mahalchhari Upazila,2239,949,1290,788,125,3,8,10,937.0,148,220,01110
46,67,XX,XXX,XX,03,  Manikchhari Upazila,8841,3696,5145,2969,659,31,15,41,3481.0,655,990,01110
46,77,XX,XXX,XX,03,  Panchhari Upazila,6239,2542,3697,2023,289,59,28,36,2746.0,424,634,01110
46,80,XX,XXX,XX,03,  Ramgarh Upazila,3152,1267,1885,947,66,11,6,12,1445.0,297,368,01110
22,24,XX,XXX,XX,03,  Cox's Bazar Sadar Upazila,15024,7155,7869,5255,262,89,12,277,6020.0,1534,1575,01110
22,45,XX,XXX,XX,03,  Kutubdia Upazila,8132,3971,4161,2833,322,51,26,93,2716.0,994,1097,01110
22,56,XX,XXX,XX,03,  Pekua Upazila,9199,4378,4821,3555,314,132,30,168,4059.0,523,418,01110
22,66,XX,XXX,XX,03,  Ramu Upazila,10364,4625,5739,3453,229,25,8,136,4304.0,1011,1198,01110
22,90,XX,XXX,XX,03,  Teknaf Upazila,11749,5424,6325,3599,307,289,63,201,4475.0,1335,1480,01110
22,94,XX,XXX,XX,03,  Ukhia Upazila,9219,4476,4743,3538,167,34,8,40,3838.0,864,730,01110
15,04,XX,XXX,XX,03,  Anowara Upazila,472,222,250,161,16,2,1,6,167.0,53,66,01110
15,12,XX,XXX,XX,03,  Boalkhali Upazila,7517,3023,4494,2071,184,51,8,159,3372.0,742,930,01110
15,33,XX,XXX,XX,03,  Fatikchhari Upazila,8645,3730,4915,2423,139,58,25,105,3520.0,1144,1231,01110
15,47,XX,XXX,XX,03,  Lohagara Upazila,4611,2124,2487,1591,139,13,17,31,1528.0,489,803,01110
15,53,XX,XXX,XX,03,  Mirsharai Upazila,930,354,576,270,21,5,0,5,441.0,74,114,01110
15,70,XX,XXX,XX,03,  Rangunia Upazila,4618,1916,2702,1121,110,36,8,250,1849.0,509,735,01110
15,78,XX,XXX,XX,03,  Sandwip Upazila,3100,1336,1764,865,43,17,5,85,1289.0,369,427,01110
15,82,XX,XXX,XX,03,  Satkania Upazila,1631,696,935,524,21,2,3,21,685.0,149,226,01110
84,07,XX,XXX,XX,03,  Baghaichhari Upazila,2351,1033,1318,853,119,18,6,20,1007.0,142,186,01110
84,21,XX,XXX,XX,03,  Barkal Upazila,298,121,177,103,31,1,1,9,130.0,8,15,01110
84,25,XX,XXX,XX,03,  Kawkhali Upazila,2497,1163,1334,828,100,9,10,163,1054.0,163,170,01110
84,29,XX,XXX,XX,03,  Belai Chhari Upazila,431,204,227,179,35,1,0,0,172.0,24,20,01110
84,36,XX,XXX,XX,03,  Kaptai  Upazila,2523,1291,1232,1021,222,12,5,4,626.0,254,379,01110
84,47,XX,XXX,XX,03,  Jurai Chhari Upazila,1990,782,1208,651,427,2,1,38,641.0,91,139,01110
84,58,XX,XXX,XX,03,  Langadu  Upazila,3502,1536,1966,1221,122,31,5,56,1528.0,228,311,01110
84,75,XX,XXX,XX,03,  Naniarchar  Upazila,1447,584,863,398,62,7,0,79,683.0,100,118,01110
84,78,XX,XXX,XX,03,  Rajasthali  Upazila,1015,430,585,395,188,0,2,2,343.0,33,52,01110
30,14,XX,XXX,XX,03,  Chhagalnaiya Upazila,783,336,447,282,2,1,0,1,373.0,52,72,01110
30,25,XX,XXX,XX,03,  Daganbhuiyan Upazila,223,95,128,60,2,14,7,0,84.0,21,35,01110
30,41,XX,XXX,XX,03,  Fulgazi Upazila,865,357,508,268,21,3,2,3,356.0,83,129,01110
30,94,XX,XXX,XX,03,  Sonagazi Upazila,137,96,41,72,2,0,0,1,30.0,23,9,01110
75,07,XX,XXX,XX,03,  Begumganj Upazila,9861,4471,5390,2755,137,75,14,94,3523.0,1547,1716,01110
75,36,XX,XXX,XX,03,  Hatiya Upazila,15830,7575,8255,5108,1094,203,105,728,5463.0,1536,1593,01110
75,80,XX,XXX,XX,03,  Senbagh Upazila,1599,619,980,393,15,18,2,21,700.0,187,263,01110
75,85,XX,XXX,XX,03,  Subarnachar Upazila,1728,761,967,574,25,14,1,14,785.0,159,156,01110
75,87,XX,XXX,XX,03,  Noakhali Sadar Upazila,3636,1653,1983,1248,78,10,5,26,1309.0,369,591,01110
29,03,XX,XXX,XX,03,  Alfadanga Upazila,1042,430,612,352,42,3,0,3,465.0,72,105,01110
29,10,XX,XXX,XX,03,  Bhanga Upazila,4326,1931,2395,1519,43,9,10,23,1820.0,380,522,01110
29,21,XX,XXX,XX,03,  Char Bhadrasan Upazila,6943,2995,3948,2397,63,57,6,32,3323.0,509,556,01110
29,47,XX,XXX,XX,03,  Faridpur Sadar Upazila,232,110,122,86,2,0,0,1,93.0,23,27,01110
29,56,XX,XXX,XX,03,  Madhukhali Upazila,2412,1084,1328,847,122,9,5,10,937.0,218,264,01110
29,62,XX,XXX,XX,03,  Nagarkanda Upazila,1110,492,618,386,12,4,2,3,465.0,99,139,01110
29,84,XX,XXX,XX,03,  Sadarpur Upazila,1370,587,783,488,39,3,1,3,613.0,93,130,01110
29,90,XX,XXX,XX,03,  Saltha Upazila,3618,1781,1837,1461,50,3,2,59,1492.0,258,293,01110
72,04,XX,XXX,XX,03,  Atpara Upazila,3048,1461,1587,1138,106,6,4,23,1183.0,294,294,01110
72,09,XX,XXX,XX,03,  Barhatta Upazila,1480,638,842,488,53,20,10,10,629.0,120,150,01110
72,18,XX,XXX,XX,03,  Durgapur Upazila,860,429,431,356,28,0,0,5,353.0,68,50,01110
72,38,XX,XXX,XX,03,  Khaliajuri Upazila,3281,1717,1564,1380,151,8,0,27,1087.0,302,326,01110
72,40,XX,XXX,XX,03,  Kalmakanda Upazila,4294,1996,2298,1676,183,4,2,11,1641.0,305,472,01110
72,56,XX,XXX,XX,03,  Madan Upazila,493,260,233,210,9,0,1,3,176.0,47,47,01110
72,83,XX,XXX,XX,03,  Purbadhala Upazila,5863,2799,3064,2260,216,13,4,21,2179.0,505,665,01110
39,07,XX,XXX,XX,03,  Bakshiganj Upazila,9565,4379,5186,3679,447,16,14,17,4089.0,667,636,01110
39,15,XX,XXX,XX,03,  Dewanganj Upazila,3995,1788,2207,1421,66,21,4,51,1652.0,295,485,01110
39,36,XX,XXX,XX,03,  Jamalpur Sadar Upazila,1607,695,912,588,78,8,3,0,641.0,99,190,01110
39,61,XX,XXX,XX,03,  Melandaha Upazila,2351,1078,1273,940,37,2,1,5,1109.0,131,126,01110
39,85,XX,XXX,XX,03,  Sarishabari Upazila,682,301,381,274,9,0,0,7,333.0,20,39,01110
59,24,XX,XXX,XX,03,  Gazaria Upazila,1059,427,632,384,22,1,1,3,489.0,39,120,01110
59,44,XX,XXX,XX,03,  Lohajang Upazila,1141,532,609,418,37,4,1,7,476.0,103,95,01110
59,56,XX,XXX,XX,03,  Munshiganj Sadar Upazila,5644,2755,2889,2420,760,24,18,20,1601.0,291,510,01110
59,74,XX,XXX,XX,03,  Serajdikhan Upazila,918,473,445,400,42,5,1,2,328.0,66,74,01110
59,84,XX,XXX,XX,03,  Sreenagar Upazila,3316,1873,1443,1599,185,5,4,14,978.0,255,276,01110
59,94,XX,XXX,XX,03,  Tongibari Upazila,3059,1449,1610,1244,167,6,1,15,1118.0,184,324,01110
