ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
29,03,XX,XXX,XX,XX,Alfadanga Upazila Total,10667,10317,350,8199,90,421,30,1697,230,01111
29,10,XX,XXX,XX,XX,Bhanga Upazila Total,29308,28267,1041,22370,550,1755,93,4142,398,01111
29,18,XX,XXX,XX,XX,Boalmari Upazila Total,30733,29774,959,23752,329,1321,171,4701,459,01111
29,21,XX,XXX,XX,XX,Char Bhadrasan Upazila Total,8361,8161,200,6978,109,258,18,925,73,01111
29,47,XX,XXX,XX,XX,Faridpur Sadar Upazila Total,52480,47005,5475,29288,734,4630,1584,13087,3157,01111
29,56,XX,XXX,XX,XX,Madhukhali Upazila Total,22831,21831,1000,18103,155,1061,207,2667,638,01111
29,62,XX,XXX,XX,XX,Nagarkanda Upazila Total,22724,21890,834,18200,360,671,68,3019,406,01111
29,84,XX,XXX,XX,XX,Sadarpur Upazila Total,23635,22863,772,19503,369,1258,111,2102,292,01111
29,90,XX,XXX,XX,XX,Saltha Upazila Total,23749,22855,894,21294,456,304,92,1257,346,01111
72,04,XX,XXX,XX,XX,Atpara Upazila Total,21789,20278,1511,18345,1013,402,62,1531,436,01111
72,09,XX,XXX,XX,XX,Barhatta Upazila Total,29617,28287,1330,24784,703,814,238,2689,389,01111
72,18,XX,XXX,XX,XX,Durgapur Upazila Total,32271,30375,1896,26276,893,788,152,3311,851,01111
72,38,XX,XXX,XX,XX,Khaliajuri Upazila Total,19564,17832,1732,16930,617,93,22,809,1093,01111
72,40,XX,XXX,XX,XX,Kalmakanda Upazila Total,41201,39247,1954,35024,1054,511,156,3712,744,01111
72,47,XX,XXX,XX,XX,Kendua Upazila Total,45665,42546,3119,38596,1929,917,355,3033,835,01111
72,56,XX,XXX,XX,XX,Madan Upazila Total,27980,26120,1860,24114,1245,564,59,1442,556,01111
72,63,XX,XXX,XX,XX,Mohanganj Upazila Total,26132,24966,1166,22064,653,562,77,2340,436,01111
72,74,XX,XXX,XX,XX,Netrokona Sadar Upazila Total,50513,46870,3643,37506,1022,2542,346,6822,2275,01111
72,83,XX,XXX,XX,XX,Purbadhala Upazila Total,41757,39299,2458,34177,819,1462,351,3660,1288,01111
39,07,XX,XXX,XX,XX,Bakshiganj Upazila Total,39494,37392,2102,33150,1179,810,143,3432,780,01111
39,15,XX,XXX,XX,XX,Dewanganj Upazila Total,45990,42484,3506,35591,1708,871,83,6022,1715,01111
39,29,XX,XXX,XX,XX,Islampur Upazila Total,57400,54255,3145,48380,2055,1464,239,4411,851,01111
39,36,XX,XXX,XX,XX,Jamalpur Sadar Upazila Total,92990,86006,6984,63984,2017,3138,909,18884,4058,01111
39,58,XX,XXX,XX,XX,Madarganj Upazila Total,51342,48425,2917,43801,2035,1169,107,3455,775,01111
39,61,XX,XXX,XX,XX,Melandaha Upazila Total,58380,55495,2885,48539,1502,1425,170,5531,1213,01111
39,85,XX,XXX,XX,XX,Sarishabari Upazila Total,48293,45635,2658,38637,1202,2082,549,4916,907,01111
59,24,XX,XXX,XX,XX,Gazaria Upazila Total,13953,12932,1021,8729,184,2298,422,1905,415,01111
59,44,XX,XXX,XX,XX,Lohajang Upazila Total,16582,15285,1297,8928,491,1179,57,5178,749,01111
59,56,XX,XXX,XX,XX,Munshiganj Sadar Upazila Total,40321,36538,3783,18946,438,4635,889,12957,2456,01111
59,74,XX,XXX,XX,XX,Serajdikhan Upazila Total,33326,28917,4409,18829,2195,5041,1345,5047,869,01111
59,84,XX,XXX,XX,XX,Sreenagar Upazila Total,23412,21831,1581,12568,290,1763,81,7500,1210,01111
59,94,XX,XXX,XX,XX,Tongibari Upazila Total,20225,18253,1972,11189,903,1062,76,6002,993,01111
35,32,XX,XXX,XX,XX,Gopalganj Sadar Upazila Total,23835,22316,1519,18254,534,956,151,3106,834,01111
35,43,XX,XXX,XX,XX,Kashiani Upazila Total,16246,15591,655,12352,218,396,38,2843,399,01111
35,51,XX,XXX,XX,XX,Kotalipara Upazila Total,14327,13644,683,11717,502,233,37,1694,144,01111
35,58,XX,XXX,XX,XX,Muksudpur Upazila Total,26472,24944,1528,20731,821,1112,122,3101,585,01111
35,91,XX,XXX,XX,XX,Tungipara Upazila Total,7697,7323,374,6447,134,126,8,750,232,01111
82,07,XX,XXX,XX,XX,Baliakandi Upazila Total,26325,25630,695,22964,443,942,85,1724,167,01111
82,29,XX,XXX,XX,XX,Goalanda Upazila Total,17946,15890,2056,11182,181,1005,70,3703,1805,01111
82,47,XX,XXX,XX,XX,Kalukhali Upazila Total,24037,23270,767,20290,363,495,28,2485,376,01111
82,73,XX,XXX,XX,XX,Pangsha Upazila Total,39736,38777,959,31393,328,1397,142,5987,489,01111
82,76,XX,XXX,XX,XX,Rajbari Sadar Upazila Total,36718,34849,1869,23196,437,2336,286,9317,1146,01111
61,13,XX,XXX,XX,XX,Bhaluka Upazila Total,56276,49913,6363,33492,774,5746,3789,10675,1800,01111
61,16,XX,XXX,XX,XX,Dhobaura Upazila Total,29915,28365,1550,24210,781,577,99,3578,670,01111
61,20,XX,XXX,XX,XX,Fulbaria Upazila Total,67039,63523,3516,51739,1483,3002,449,8782,1584,01111
61,22,XX,XXX,XX,XX,Gaffargaon Upazila Total,50361,48003,2358,39249,946,3340,344,5414,1068,01111
61,23,XX,XXX,XX,XX,Gauripur Upazila Total,42938,40202,2736,32003,685,2344,830,5855,1221,01111
61,24,XX,XXX,XX,XX,Haluaghat Upazila Total,42764,40474,2290,33578,1408,1343,224,5553,658,01111
61,31,XX,XXX,XX,XX,Ishwarganj Upazila Total,53298,50756,2542,43186,1086,1546,245,6024,1211,01111
61,52,XX,XXX,XX,XX,Mymensingh Sadar Upazila Total,84117,76946,7171,40575,1085,8099,883,28272,5203,01111
61,65,XX,XXX,XX,XX,Muktagachha Upazila Total,61156,57817,3339,37148,821,2798,466,17871,2052,01111
61,72,XX,XXX,XX,XX,Nandail Upazila Total,58587,56256,2331,47279,901,2509,493,6468,937,01111
61,81,XX,XXX,XX,XX,Phulpur Upazila Total,89614,84826,4788,69191,2108,2957,521,12678,2159,01111
61,94,XX,XXX,XX,XX,Trishal Upazila Total,58353,55664,2689,41733,952,2635,457,11296,1280,01111
67,02,XX,XXX,XX,XX,Araihazar Upazila Total,48755,44425,4330,18242,544,11233,1826,14950,1960,01111
67,04,XX,XXX,XX,XX,Sonargaon Upazila Total,43368,38237,5131,13659,404,6052,1124,18526,3603,01111
67,06,XX,XXX,XX,XX,Bandar Upazila Total,29739,23794,5945,3624,317,7557,3099,12613,2529,01111
67,58,XX,XXX,XX,XX,Narayanganj Sadar Upazila Total,142235,99225,43010,5439,349,43580,27172,50206,15489,01111
67,68,XX,XXX,XX,XX,Rupganj Upazila Total,61176,48414,12762,13314,373,15351,7943,19749,4446,01111
33,30,XX,XXX,XX,XX,Gazipur Sadar Upazila Total,188199,122786,65413,19014,1185,52150,47344,51622,16884,01111
33,32,XX,XXX,XX,XX,Kaliakair Upazila Total,59136,43585,15551,21156,778,14588,12696,7841,2077,01111
33,34,XX,XXX,XX,XX,Kaliganj Upazila Total,19826,18377,1449,11144,268,2751,368,4482,813,01111
33,36,XX,XXX,XX,XX,Kapasia Upazila Total,31113,29552,1561,23791,684,1876,248,3885,629,01111
33,86,XX,XXX,XX,XX,Sreepur Upazila Total,53242,44599,8643,24002,810,7624,4823,12973,3010,01111
56,10,XX,XXX,XX,XX,Daulatpur Upazila Total,25478,24519,959,23004,816,701,58,814,85,01111
56,22,XX,XXX,XX,XX,Ghior Upazila Total,16787,16078,709,13165,281,936,134,1977,294,01111
56,28,XX,XXX,XX,XX,Harirampur Upazila Total,17785,16943,842,14406,453,576,38,1961,351,01111
56,46,XX,XXX,XX,XX,Manikganj Sadar Upazila Total,32914,30521,2393,20733,456,1917,597,7871,1340,01111
56,70,XX,XXX,XX,XX,Saturia Upazila Total,24129,22876,1253,18241,401,1625,345,3010,507,01111
56,78,XX,XXX,XX,XX,Shibalaya Upazila Total,21695,20673,1022,16247,362,630,131,3796,529,01111
56,82,XX,XXX,XX,XX,Singair Upazila Total,37225,35898,1327,29442,511,2178,320,4278,496,01111
26,14,XX,XXX,XX,XX,Dhamrai Upazila Total,53849,48739,5110,34274,742,6351,2245,8114,2123,01111
26,18,XX,XXX,XX,XX,Dohar Upazila Total,18347,17470,877,9491,167,1903,122,6076,588,01111
26,38,XX,XXX,XX,XX,Keraniganj Upazila Total,81593,69361,12232,13309,964,20684,4098,35368,7170,01111
26,62,XX,XXX,XX,XX,Nawabganj Upazila Total,28239,26738,1501,16013,311,2432,243,8293,947,01111
26,72,XX,XXX,XX,XX,Savar Upazila Total,147408,99174,48234,20240,1189,32145,30606,46789,16439,01111
86,14,XX,XXX,XX,XX,Bhedarganj Upazila Total,29304,28066,1238,23829,728,949,99,3288,411,01111
86,25,XX,XXX,XX,XX,Damudya Upazila Total,9820,9203,617,6983,151,346,21,1874,445,01111
86,36,XX,XXX,XX,XX,Gosairhat Upazila Total,19802,17994,1808,15864,1432,525,46,1605,330,01111
86,65,XX,XXX,XX,XX,Naria Upazila Total,21196,20016,1180,14191,350,977,99,4848,731,01111
86,69,XX,XXX,XX,XX,Shariatpur Sadar Upazila Total,21868,20334,1534,15236,273,1351,128,3747,1133,01111
86,94,XX,XXX,XX,XX,Zanjira Upazila Total,24887,23985,902,20135,432,1215,182,2635,288,01111
54,40,XX,XXX,XX,XX,Kalkini Upazila Total,25087,24070,1017,20503,552,1654,137,1913,328,01111
54,54,XX,XXX,XX,XX,Madaripur Sadar Upazila Total,33574,31103,2471,22282,834,2380,219,6441,1418,01111
54,80,XX,XXX,XX,XX,Rajoir Upazila Total,23827,22686,1141,16673,486,1289,88,4724,567,01111
54,87,XX,XXX,XX,XX,Shib Char Upazila Total,43607,37793,5814,31054,1480,2205,130,4534,4204,01111
93,09,XX,XXX,XX,XX,Basail Upazila Total,17791,17231,560,12881,188,1366,115,2984,257,01111
93,19,XX,XXX,XX,XX,Bhuapur Upazila Total,24729,23965,764,18159,256,1225,203,4581,305,01111
93,23,XX,XXX,XX,XX,Delduar Upazila Total,24491,23481,1010,15819,176,2819,456,4843,378,01111
93,25,XX,XXX,XX,XX,Dhanbari Upazila Total,27976,26616,1360,22416,562,697,62,3503,736,01111
93,28,XX,XXX,XX,XX,Ghatail Upazila Total,59985,57286,2699,48554,1430,2475,210,6257,1059,01111
93,38,XX,XXX,XX,XX,Gopalpur Upazila Total,37557,36185,1372,30646,443,1456,213,4083,716,01111
93,47,XX,XXX,XX,XX,Kalihati Upazila Total,62605,57378,5227,33702,489,11451,3266,12225,1472,01111
93,57,XX,XXX,XX,XX,Madhupur Upazila Total,47977,45305,2672,35593,1461,1438,158,8274,1053,01111
93,66,XX,XXX,XX,XX,Mirzapur Upazila Total,43764,40435,3329,30218,433,3791,1946,6426,950,01111
93,76,XX,XXX,XX,XX,Nagarpur Upazila Total,38763,37470,1293,30941,567,2199,182,4330,544,01111
93,85,XX,XXX,XX,XX,Sakhipur Upazila Total,41202,39699,1503,32584,929,1129,129,5986,445,01111
93,95,XX,XXX,XX,XX,Tangail Sadar Upazila Total,61578,57506,4072,31009,592,5453,491,21044,2989,01111
48,02,XX,XXX,XX,XX,Austagram Upazila Total,23076,21666,1410,19110,1138,815,78,1741,194,01111
48,06,XX,XXX,XX,XX,Bajitpur Upazila Total,29925,28481,1444,19959,434,1067,119,7455,891,01111
48,11,XX,XXX,XX,XX,Bhairab Upazila Total,32083,29559,2524,11184,452,5515,484,12860,1588,01111
48,27,XX,XXX,XX,XX,Hossainpur Upazila Total,25284,24185,1099,19165,424,1211,280,3809,395,01111
48,33,XX,XXX,XX,XX,Itna Upazila Total,30395,28239,2156,26929,1004,483,65,827,1087,01111
48,42,XX,XXX,XX,XX,Karimganj Upazila Total,38061,36333,1728,29119,765,2140,401,5074,562,01111
48,45,XX,XXX,XX,XX,Katiadi Upazila Total,41208,39057,2151,30724,839,2598,122,5735,1190,01111
48,49,XX,XXX,XX,XX,Kishoreganj Sadar Upazila Total,46050,42843,3207,22382,468,4388,453,16073,2286,01111
48,54,XX,XXX,XX,XX,Kuliar Char Upazila Total,20145,18509,1636,12361,729,1782,168,4366,739,01111
48,59,XX,XXX,XX,XX,Mithamain Upazila Total,20480,18739,1741,17420,656,202,43,1117,1042,01111
48,76,XX,XXX,XX,XX,Nikli Upazila Total,23939,23200,739,21185,444,455,66,1560,229,01111
48,79,XX,XXX,XX,XX,Pakundia Upazila Total,26806,25612,1194,21196,637,932,130,3484,427,01111
48,92,XX,XXX,XX,XX,Tarail Upazila Total,25757,24776,981,21020,410,440,73,3316,498,01111
89,37,XX,XXX,XX,XX,Jhenaigati Upazila Total,25355,23060,2295,20277,1095,689,192,2094,1008,01111
89,67,XX,XXX,XX,XX,Nakla Upazila Total,28751,26934,1817,22556,775,1084,168,3294,874,01111
89,70,XX,XXX,XX,XX,Nalitabari Upazila Total,39212,36975,2237,32492,928,1035,428,3448,881,01111
89,88,XX,XXX,XX,XX,Sherpur Sadar Upazila Total,86155,79423,6732,59003,1921,5100,767,15320,4044,01111
89,90,XX,XXX,XX,XX,Sreebardi Upazila Total,43356,40411,2945,36414,1992,1155,179,2842,774,01111
68,07,XX,XXX,XX,XX,Belabo Upazila Total,21116,20064,1052,13735,444,1727,146,4602,462,01111
68,52,XX,XXX,XX,XX,Manohardi Upazila Total,31457,29275,2182,22415,463,1534,380,5326,1339,01111
68,60,XX,XXX,XX,XX,Narsingdi Sadar Upazila Total,84362,74879,9483,20925,578,25904,4016,28050,4889,01111
68,63,XX,XXX,XX,XX,Palash Upazila Total,17868,15856,2012,5556,119,5010,1167,5290,726,01111
68,64,XX,XXX,XX,XX,Roypura Upazila Total,63929,60801,3128,39191,914,4456,461,17154,1753,01111
68,76,XX,XXX,XX,XX,Shibpur Upazila Total,27147,25047,2100,16147,264,2444,856,6456,980,01111
33,30,XX,XXX,XX,XX,Gazipur Sadar Upazila Total,188199,122786,65413,19014,1185,52150,47344,51622,16884,01111
33,32,XX,XXX,XX,XX,Kaliakair Upazila Total,59136,43585,15551,21156,778,14588,12696,7841,2077,01111
33,34,XX,XXX,XX,XX,Kaliganj Upazila Total,19826,18377,1449,11144,268,2751,368,4482,813,01111
33,36,XX,XXX,XX,XX,Kapasia Upazila Total,31113,29552,1561,23791,684,1876,248,3885,629,01111
33,86,XX,XXX,XX,XX,Sreepur Upazila Total,53242,44599,8643,24002,810,7624,4823,12973,3010,01111
90,18,XX,XXX,XX,XX,Bishwambarpur Upazila Total,25227,23029,2198,19319,1554,338,76,3372,568,01111
90,23,XX,XXX,XX,XX,Chhatak Upazila Total,45630,42447,3183,31473,1459,2693,160,8281,1564,01111
90,27,XX,XXX,XX,XX,Dakshin Sunamganj Upazila Total,26350,25040,1310,22037,660,460,35,2543,615,01111
90,29,XX,XXX,XX,XX,Derai Upazila Total,34645,32254,2391,27880,1089,503,58,3871,1244,01111
90,32,XX,XXX,XX,XX,Dharampasha Upazila Total,39939,38189,1750,35566,1191,369,88,2254,471,01111
90,33,XX,XXX,XX,XX,Dowarabazar Upazila Total,33024,31366,1658,28252,1086,675,109,2439,463,01111
90,47,XX,XXX,XX,XX,Jagannathpur Upazila Total,28693,27032,1661,22426,569,763,93,3843,999,01111
90,50,XX,XXX,XX,XX,Jamalganj Upazila Total,25792,24023,1769,21492,878,733,151,1798,740,01111
90,86,XX,XXX,XX,XX,Sulla Upazila Total,17502,16084,1418,15755,1256,154,38,175,124,01111
90,89,XX,XXX,XX,XX,Sunamganj Sadar Upazila Total,35391,32487,2904,23645,920,1888,189,6954,1795,01111
90,92,XX,XXX,XX,XX,Tahirpur Upazila Total,34050,31265,2785,25392,1350,704,148,5169,1287,01111
36,02,XX,XXX,XX,XX,Ajmiriganj Upazila Total,15804,15083,721,12532,241,319,58,2232,422,01111
36,05,XX,XXX,XX,XX,Bahubal Upazila Total,26937,23476,3461,19822,2330,1406,622,2248,509,01111
36,11,XX,XXX,XX,XX,Baniachong Upazila Total,47397,43926,3471,38697,2103,844,117,4385,1251,01111
36,26,XX,XXX,XX,XX,Chunarughat Upazila Total,39771,31270,8501,25605,7258,1244,341,4421,902,01111
36,44,XX,XXX,XX,XX,Habiganj Sadar Upazila Total,33655,30628,3027,20016,814,1674,208,8938,2005,01111
36,68,XX,XXX,XX,XX,Lakhai Upazila Total,19227,18201,1026,14280,492,442,35,3479,499,01111
36,71,XX,XXX,XX,XX,Madhabpur Upazila Total,39912,34825,5087,25614,2118,2354,1510,6857,1459,01111
36,77,XX,XXX,XX,XX,Nabiganj Upazila Total,39400,36879,2521,28319,794,1909,299,6651,1428,01111
91,08,XX,XXX,XX,XX,Balaganj Upazila Total,28829,27064,1765,18852,544,947,55,7265,1166,01111
91,17,XX,XXX,XX,XX,Beani Bazar Upazila Total,17145,15408,1737,8492,363,1671,162,5245,1212,01111
91,20,XX,XXX,XX,XX,Bishwanath Upazila Total,19528,18294,1234,11862,426,988,142,5444,666,01111
91,27,XX,XXX,XX,XX,Companiganj Upazila Total,28407,25934,2473,15938,818,4789,862,5207,793,01111
91,31,XX,XXX,XX,XX,Dakshin Surma Upazila Total,16704,15149,1555,7427,258,1719,98,6003,1199,01111
91,35,XX,XXX,XX,XX,Fenchuganj Upazila Total,8959,7825,1134,4591,386,631,352,2603,396,01111
91,38,XX,XXX,XX,XX,Golapganj Upazila Total,21769,20492,1277,12951,357,1939,88,5602,832,01111
91,41,XX,XXX,XX,XX,Gowainghat Upazila Total,41027,37832,3195,29370,1597,5724,1158,2738,440,01111
91,53,XX,XXX,XX,XX,Jaintiapur Upazila Total,18145,16178,1967,11354,778,2402,442,2422,747,01111
91,59,XX,XXX,XX,XX,Kanaighat Upazila Total,21551,19403,2148,15773,645,1259,170,2371,1333,01111
91,62,XX,XXX,XX,XX,Sylhet Sadar Upazila Total,71711,59197,12514,14383,1140,10107,2500,34707,8874,01111
91,94,XX,XXX,XX,XX,Zakiganj Upazila Total,17675,16464,1211,11219,341,773,71,4472,799,01111
58,14,XX,XXX,XX,XX,Barlekha Upazila Total,22223,18488,3735,10621,991,1891,1141,5976,1603,01111
58,35,XX,XXX,XX,XX,Juri Upazila Total,16262,12163,4099,8200,1402,1176,916,2787,1781,01111
58,56,XX,XXX,XX,XX,Kamalganj Upazila Total,31903,23718,8185,13612,2568,2621,2423,7485,3194,01111
58,65,XX,XXX,XX,XX,Kulaura Upazila Total,35827,30351,5476,23775,3468,2532,1042,4044,966,01111
58,74,XX,XXX,XX,XX,Maulvibazar Sadar Upazila Total,31214,28201,3013,14941,870,1604,102,11656,2041,01111
58,80,XX,XXX,XX,XX,Rajnagar Upazila Total,24163,20196,3967,14465,1419,2319,1716,3412,832,01111
58,83,XX,XXX,XX,XX,Sreemangal Upazila Total,43100,31357,11743,20241,6918,2419,2154,8697,2671,01111
