ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism,check_var
81.0,53.0,81.0,XXX,XX,01,  Royghati Union,11522,2.2,0.4,0.4,0.2,1.1,0.1,0.1,00110
81.0,72.0,XX.0,XXX,XX,01,  Paba Upazila,228464,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
81.0,82.0,XX.0,XXX,XX,01,  Puthia Upazila,181729,1.6,0.2,0.2,0.1,0.7,0.2,0.1,00110
81.0,82.0,13.0,XXX,XX,01,  Baneshwar Union,32598,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
81.0,82.0,81.0,XXX,XX,01,  Silmaria Union,34713,1.5,0.2,0.3,0.1,0.7,0.2,0.1,00110
81.0,94.0,XX.0,XXX,XX,01,  Tanore Upazila,137911,1.8,0.2,0.3,0.2,0.8,0.2,0.1,00110
64.0,XX.0,XX.0,XXX,XX,01, Naogaon Zila,2324590,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
64.0,3.0,XX.0,XXX,XX,01,  Atrai Upazila,180054,1.2,0.2,0.2,0.1,0.5,0.2,0.1,00110
64.0,3.0,10.0,XXX,XX,01,  Ahsanganj Union,21778,1.1,0.2,0.1,0.1,0.5,0.2,0.1,00110
64.0,3.0,21.0,XXX,XX,01,  Bhopara Union,20331,1.3,0.2,0.1,0.1,0.5,0.2,0.1,00110
64.0,3.0,73.0,XXX,XX,01,  Panchupur Union,22189,1.2,0.1,0.1,0.1,0.5,0.2,0.1,00110
64.0,6.0,XX.0,XXX,XX,01,  Badalgachhi Upazila,194985,2.1,0.2,0.4,0.2,0.9,0.2,0.1,00110
64.0,6.0,21.0,XXX,XX,01,  Badalgachhi Union,23496,1.8,0.2,0.3,0.2,0.7,0.3,0.1,00110
64.0,28.0,XX.0,XXX,XX,01,  Dhamoirhat Upazila,166961,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
64.0,28.0,63.0,XXX,XX,01,  Jahanpur Union,22960,1.6,0.2,0.3,0.2,0.6,0.3,0.1,00110
64.0,47.0,XX.0,XXX,XX,01,  Manda Upazila,351387,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
64.0,47.0,54.0,XXX,XX,01,  Kusumba Union,30330,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
64.0,47.0,67.0,XXX,XX,01,  Manda Union,25055,2.3,0.3,0.4,0.2,1.0,0.2,0.1,00110
64.0,47.0,88.0,XXX,XX,01,  Prasadpur Union,22250,1.4,0.2,0.3,0.2,0.5,0.1,0.1,00110
64.0,50.0,XX.0,XXX,XX,01,  Mahadebpur Upazila,277233,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
64.0,50.0,57.0,XXX,XX,01,  Khajur Union,30039,1.5,0.2,0.2,0.2,0.5,0.2,0.0,00110
64.0,50.0,66.0,XXX,XX,01,  Mahadebpur Union,26180,1.4,0.2,0.1,0.1,0.6,0.2,0.1,00110
64.0,60.0,XX.0,XXX,XX,01,  Naogaon Sadar Upazila,254599,1.6,0.2,0.4,0.1,0.6,0.2,0.1,00110
64.0,69.0,XX.0,XXX,XX,01,  Niamatpur Upazila,242398,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
64.0,69.0,52.0,XXX,XX,01,  Niamatpur Union,22360,1.9,0.3,0.5,0.2,0.6,0.3,0.1,00110
64.0,75.0,XX.0,XXX,XX,01,  Patnitala Upazila,210230,1.7,0.2,0.4,0.1,0.6,0.2,0.1,00110
64.0,79.0,XX.0,XXX,XX,01,  Porsha Upazila,119677,1.8,0.2,0.4,0.2,0.6,0.2,0.1,00110
64.0,79.0,55.0,XXX,XX,01,  Nithpur Union,21315,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
64.0,85.0,XX.0,XXX,XX,01,  Raninagar Upazila,177970,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
64.0,85.0,84.0,XXX,XX,01,  Raninagar Union,17025,1.3,0.2,0.2,0.1,0.5,0.2,0.0,00110
64.0,86.0,XX.0,XXX,XX,01,  Sapahar Upazila,149096,2.1,0.2,0.6,0.2,0.8,0.2,0.1,00110
64.0,86.0,71.0,XXX,XX,01,  Sapahar Union,16941,1.5,0.2,0.3,0.2,0.5,0.2,0.1,00110
64.0,86.0,79.0,XXX,XX,01,  Shiranti Union,27080,2.3,0.1,0.5,0.2,1.1,0.2,0.1,00110
76.0,XX.0,XX.0,XXX,XX,01, Pabna Zila,2135504,1.4,0.2,0.3,0.1,0.6,0.2,0.1,00110
76.0,5.0,XX.0,XXX,XX,01,  Atgharia Upazila,143568,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
76.0,16.0,XX.0,XXX,XX,01,  Bera Upazila,206725,1.5,0.2,0.2,0.1,0.6,0.2,0.1,00110
76.0,19.0,XX.0,XXX,XX,01,  Bhangura Upazila,103827,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
76.0,22.0,XX.0,XXX,XX,01,  Chatmohar Upazila,276678,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
76.0,33.0,XX.0,XXX,XX,01,  Faridpur Upazila,116325,1.9,0.2,0.5,0.2,0.7,0.2,0.1,00110
76.0,39.0,XX.0,XXX,XX,01,  Ishwardi Upazila,247677,1.3,0.2,0.2,0.1,0.6,0.2,0.1,00110
76.0,55.0,XX.0,XXX,XX,01,  Pabna Sadar Upazila,446472,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
76.0,72.0,XX.0,XXX,XX,01,  Santhia Upazila,341597,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
76.0,83.0,XX.0,XXX,XX,01,  Sujanagar Upazila,252635,1.3,0.2,0.3,0.1,0.5,0.2,0.1,00110
70.0,XX.0,XX.0,XXX,XX,01, Chapai Nawabganj Zila,1327243,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
70.0,18.0,XX.0,XXX,XX,01,  Bholahat Upazila,89575,2.0,0.3,0.5,0.2,0.7,0.2,0.1,00110
70.0,18.0,18.0,XXX,XX,01,  Bholahat Union,14730,1.1,0.2,0.2,0.1,0.4,0.1,0.0,00110
70.0,37.0,XX.0,XXX,XX,01,  Gomastapur Upazila,217199,1.4,0.2,0.2,0.2,0.6,0.2,0.0,00110
70.0,37.0,42.0,XXX,XX,01,  Chowdala Union,23767,1.3,0.2,0.2,0.1,0.6,0.2,0.0,00110
70.0,37.0,52.0,XXX,XX,01,  Gomastapur Union,28573,1.1,0.2,0.2,0.1,0.5,0.2,0.0,00110
70.0,56.0,XX.0,XXX,XX,01,  Nachole Upazila,129263,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
70.0,66.0,XX.0,XXX,XX,01,  Chapai Nawabganj Sadar Upazila,349861,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
70.0,88.0,XX.0,XXX,XX,01,  Shibganj Upazila,541345,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
70.0,88.0,41.0,XXX,XX,01,  Kansat Union,33384,1.4,0.1,0.2,0.1,0.7,0.2,0.1,00110
69.0,XX.0,XX.0,XXX,XX,01, Natore Zila,1478665,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
69.0,9.0,XX.0,XXX,XX,01,  Bagatipara Upazila,121029,1.9,0.2,0.3,0.2,0.9,0.3,0.1,00110
69.0,15.0,XX.0,XXX,XX,01,  Baraigram Upazila,240149,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
69.0,41.0,XX.0,XXX,XX,01,  Gurudaspur Upazila,181981,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
69.0,44.0,XX.0,XXX,XX,01,  Lalpur Upazila,253363,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
69.0,63.0,XX.0,XXX,XX,01,  Natore Sadar Upazila,350953,1.5,0.2,0.3,0.1,0.7,0.2,0.1,00110
69.0,91.0,XX.0,XXX,XX,01,  Singra Upazila,331190,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
38.0,XX.0,XX.0,XXX,XX,01, Joypurhat Zila,769858,1.6,0.2,0.4,0.2,0.6,0.2,0.1,00110
38.0,13.0,XX.0,XXX,XX,01,  Akkelpur Upazila,113392,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
38.0,47.0,XX.0,XXX,XX,01,  Joypurhat Sadar Upazila,220025,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
38.0,58.0,XX.0,XXX,XX,01,  Kalai Upazila,126733,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
38.0,61.0,XX.0,XXX,XX,01,  Khetlal Upazila,96615,2.1,0.2,0.5,0.2,0.8,0.3,0.1,00110
38.0,61.0,47.0,XXX,XX,01,  Khetlal Union,10165,2.0,0.3,0.3,0.3,0.7,0.2,0.1,00110
38.0,74.0,XX.0,XXX,XX,01,  Panchbibi Upazila,213093,1.4,0.2,0.3,0.2,0.5,0.2,0.1,00110
13.0,XX.0,XX.0,XXX,XX,01, Chandpur Zila,1980294,2.0,0.2,0.4,0.2,0.9,0.2,0.1,00110
13.0,22.0,XX.0,XXX,XX,01,  Chandpur Sadar Upazila,294854,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
13.0,45.0,XX.0,XXX,XX,01,  Faridganj Upazila,361593,1.4,0.3,0.2,0.1,0.5,0.2,0.1,00110
13.0,47.0,XX.0,XXX,XX,01,  Haim Char Upazila,100728,1.1,0.2,0.3,0.1,0.3,0.1,0.1,00110
13.0,47.0,23.0,XXX,XX,01,  Dakshin Algi Durgapur Union,24947,1.3,0.3,0.2,0.1,0.5,0.2,0.1,00110
13.0,49.0,XX.0,XXX,XX,01,  Hajiganj Upazila,261043,2.9,0.3,0.9,0.3,1.2,0.2,0.1,00110
13.0,49.0,35.0,XXX,XX,01,  Hajiganj Union,31135,1.0,0.2,0.2,0.1,0.4,0.1,0.1,00110
13.0,58.0,XX.0,XXX,XX,01,  Kachua Upazila,355115,2.7,0.2,0.4,0.1,1.6,0.2,0.1,00110
13.0,76.0,XX.0,XXX,XX,01,  Matlab Upazila,150764,1.7,0.2,0.3,0.1,0.8,0.2,0.1,00110
13.0,79.0,XX.0,XXX,XX,01,  Matlab Uttar Upazila,255366,1.3,0.2,0.3,0.2,0.5,0.2,0.1,00110
13.0,95.0,XX.0,XXX,XX,01,  Shahrasti Upazila,200831,3.5,0.3,0.6,0.2,2.1,0.2,0.1,00110
3.0,XX.0,XX.0,XXX,XX,01, Bandarban Zila,287912,1.5,0.2,0.3,0.2,0.5,0.2,0.1,00110
3.0,4.0,XX.0,XXX,XX,01,  Alikadam Upazila,34792,1.1,0.1,0.2,0.1,0.4,0.1,0.1,00110
3.0,4.0,31.0,XXX,XX,01,  Alikadam Union,13970,1.3,0.2,0.4,0.2,0.3,0.1,0.2,00110
3.0,14.0,XX.0,XXX,XX,01,  Bandarban Sadar Upazila,46848,1.5,0.2,0.4,0.2,0.5,0.2,0.1,00110
3.0,51.0,XX.0,XXX,XX,01,  Lama Upazila,89981,1.5,0.2,0.3,0.2,0.6,0.2,0.1,00110
3.0,73.0,XX.0,XXX,XX,01,  Naikhongchhari Upazila,43531,1.6,0.2,0.3,0.2,0.5,0.2,0.1,00110
3.0,73.0,76.0,XXX,XX,01,  Naikhongchhari Union,4747,1.2,0.1,0.2,0.2,0.4,0.2,0.1,00110
3.0,89.0,XX.0,XXX,XX,01,  Rowangchhari Upazila,22212,1.5,0.1,0.3,0.2,0.5,0.2,0.1,00110
3.0,89.0,57.0,XXX,XX,01,  Rowangchhari Union,3752,1.4,0.2,0.4,0.2,0.3,0.3,0.1,00110
3.0,91.0,XX.0,XXX,XX,01,  Ruma Upazila,28735,1.1,0.2,0.2,0.1,0.3,0.2,0.1,00110
3.0,91.0,76.0,XXX,XX,01,  Ruma Union,12054,0.8,0.1,0.1,0.0,0.2,0.2,0.1,00110
3.0,95.0,XX.0,XXX,XX,01,  Thanchi Upazila,21813,1.9,0.4,0.4,0.3,0.5,0.3,0.1,00110
3.0,95.0,57.0,XXX,XX,01,  Thanchi Union,5821,3.7,1.0,0.7,0.5,0.8,0.6,0.2,00110
19.0,XX.0,XX.0,XXX,XX,01, Comilla Zila,4546962,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
19.0,9.0,XX.0,XXX,XX,01,  Barura Upazila,355992,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
19.0,15.0,XX.0,XXX,XX,01,  Brahmanpara Upazila,198678,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
19.0,15.0,18.0,XXX,XX,01,  Brahman Para Union,19081,0.9,0.1,0.1,0.1,0.3,0.1,0.2,00110
19.0,18.0,XX.0,XXX,XX,01,  Burichang Upazila,289049,1.3,0.2,0.2,0.1,0.5,0.1,0.1,00110
19.0,18.0,31.0,XXX,XX,01,  Burichang Union,25927,1.1,0.2,0.2,0.1,0.4,0.1,0.0,00110
19.0,27.0,XX.0,XXX,XX,01,  Chandina Upazila,301802,1.4,0.2,0.3,0.1,0.5,0.1,0.1,00110
19.0,27.0,20.0,XXX,XX,01,  Mahichal Union,20893,1.2,0.1,0.2,0.1,0.5,0.1,0.1,00110
19.0,31.0,XX.0,XXX,XX,01,  Chauddagram Upazila,405331,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
19.0,33.0,XX.0,XXX,XX,01,  Comilla Sadar Dakshin Upazila,315500,1.5,0.2,0.2,0.1,0.6,0.2,0.1,00110
19.0,33.0,35.0,XXX,XX,01,  Bijoypur Union,14324,1.5,0.3,0.1,0.1,0.5,0.2,0.3,00110
19.0,36.0,XX.0,XXX,XX,01,  Daudkandi Upazila,303654,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
19.0,40.0,XX.0,XXX,XX,01,  Debidwar Upazila,369934,1.4,0.2,0.2,0.1,0.5,0.1,0.1,00110
19.0,54.0,XX.0,XXX,XX,01,  Homna Upazila,177213,1.3,0.2,0.2,0.1,0.5,0.1,0.1,00110
19.0,67.0,XX.0,XXX,XX,01,  Comilla Adarsha Sadar Upazila,236409,1.7,0.2,0.3,0.1,0.8,0.2,0.1,00110
19.0,67.0,68.0,XXX,XX,01,  Kalir Bazar Union,41678,1.8,0.2,0.5,0.1,0.7,0.2,0.1,00110
19.0,67.0,90.0,XXX,XX,01,  Panchthubi Union,47616,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
19.0,72.0,XX.0,XXX,XX,01,  Laksam Upazila,224087,1.5,0.2,0.3,0.1,0.7,0.2,0.1,00110
19.0,74.0,XX.0,XXX,XX,01,  Manoharganj Upazila,243754,1.8,0.2,0.4,0.2,0.7,0.2,0.1,00110
19.0,74.0,13.0,XXX,XX,01,  Baishgaon Union,23902,2.1,0.3,0.6,0.1,0.8,0.2,0.1,00110
19.0,75.0,XX.0,XXX,XX,01,  Meghna Upazila,106294,0.8,0.2,0.1,0.1,0.3,0.1,0.0,00110
19.0,75.0,43.0,XXX,XX,01,  Gobindapur Union,14391,1.2,0.2,0.2,0.1,0.4,0.1,0.1,00110
19.0,81.0,XX.0,XXX,XX,01,  Muradnagar Upazila,490912,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
19.0,81.0,54.0,XXX,XX,01,  Muradnagar Union,20723,0.9,0.1,0.2,0.1,0.3,0.1,0.1,00110
19.0,81.0,63.0,XXX,XX,01,  Paschim Nabipur Union,12800,0.7,0.1,0.1,0.1,0.3,0.0,0.1,00110
19.0,87.0,XX.0,XXX,XX,01,  Nangalkot Upazila,347268,1.6,0.3,0.3,0.1,0.6,0.2,0.1,00110
19.0,94.0,XX.0,XXX,XX,01,  Titas Upazila,181085,1.4,0.2,0.3,0.1,0.5,0.1,0.1,00110
19.0,94.0,67.0,XXX,XX,01,  Karikandi Union,17124,1.1,0.1,0.2,0.0,0.5,0.2,0.1,00110
12.0,XX.0,XX.0,XXX,XX,01, Brahmanbaria Zila,2392005,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
12.0,2.0,XX.0,XXX,XX,01,  Akhaura Upazila,108953,1.5,0.3,0.3,0.1,0.6,0.1,0.1,00110
12.0,4.0,XX.0,XXX,XX,01,  Banchharampur Upazila,279809,1.2,0.2,0.2,0.1,0.4,0.2,0.1,00110
12.0,4.0,94.0,XXX,XX,01,  Banchharampur Union,11198,0.9,0.2,0.2,0.2,0.3,0.1,0.0,00110
12.0,7.0,XX.0,XXX,XX,01,  Bijoynagar Upazila,249628,1.2,0.2,0.2,0.1,0.4,0.1,0.1,00110
12.0,7.0,32.0,XXX,XX,01,  Chandura Union,24904,1.0,0.2,0.2,0.1,0.4,0.1,0.0,00110
12.0,7.0,91.0,XXX,XX,01,  Uttar Ichhapur Union,12557,2.4,0.3,0.6,0.3,0.9,0.1,0.2,00110
12.0,13.0,XX.0,XXX,XX,01,  Brahmanbaria Sadar Upazila,328180,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
12.0,13.0,50.0,XXX,XX,01,  Shuhilpur Union,32165,1.3,0.2,0.1,0.1,0.5,0.3,0.1,00110
12.0,13.0,93.0,XXX,XX,01,  Uttar Natai Union,22896,1.1,0.1,0.2,0.1,0.5,0.1,0.1,00110
12.0,33.0,XX.0,XXX,XX,01,  Ashuganj Upazila,143905,1.0,0.2,0.1,0.1,0.4,0.1,0.1,00110
12.0,33.0,12.0,XXX,XX,01,  Araisidha Union,19692,1.1,0.2,0.1,0.2,0.4,0.1,0.1,00110
12.0,33.0,14.0,XXX,XX,01,  Ashugang Union,10707,1.1,0.3,0.1,0.1,0.4,0.1,0.1,00110
12.0,33.0,38.0,XXX,XX,01,  Durgapur Union,23437,1.1,0.2,0.2,0.1,0.4,0.2,0.1,00110
12.0,63.0,XX.0,XXX,XX,01,  Kasba Upazila,278805,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
12.0,85.0,XX.0,XXX,XX,01,  Nabinagar Upazila,440361,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
12.0,90.0,XX.0,XXX,XX,01,  Nasirnagar Upazila,294083,1.4,0.2,0.4,0.1,0.5,0.1,0.1,00110
12.0,90.0,87.0,XXX,XX,01,  Nasirnagar Union,11253,1.5,0.2,0.4,0.1,0.5,0.2,0.1,00110
12.0,94.0,XX.0,XXX,XX,01,  Sarail Upazila,268281,1.0,0.2,0.2,0.1,0.4,0.1,0.1,00110
51.0,XX.0,XX.0,XXX,XX,01, Lakshmipur Zila,1466191,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
51.0,33.0,XX.0,XXX,XX,01,  Kamalnagar Upazila,210168,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00110
51.0,33.0,47.0,XXX,XX,01,  Char Falcon Union,5654,1.4,0.2,0.4,0.1,0.6,0.1,0.0,00110
51.0,43.0,XX.0,XXX,XX,01,  Lakshmipur Sadar Upazila,598139,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
51.0,43.0,90.0,XXX,XX,01,  Dakshin Hamchadi Union,23177,1.0,0.2,0.1,0.0,0.5,0.1,0.1,00110
51.0,58.0,XX.0,XXX,XX,01,  Roypur Upazila,215808,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
51.0,58.0,11.0,XXX,XX,01,  Bamni Union,21754,1.6,0.3,0.4,0.1,0.5,0.2,0.2,00110
51.0,58.0,59.0,XXX,XX,01,  Keroa Union,5813,1.4,0.2,0.1,0.1,0.8,0.2,0.0,00110
51.0,58.0,71.0,XXX,XX,01,  Roypur Union,11237,2.0,0.3,0.4,0.1,0.8,0.2,0.2,00110
51.0,65.0,XX.0,XXX,XX,01,  Ramganj Upazila,240911,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
51.0,73.0,XX.0,XXX,XX,01,  Ramgati Upazila,201165,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00110
51.0,73.0,23.0,XXX,XX,01,  Char Alexandar Union,20736,0.6,0.1,0.1,0.1,0.3,0.0,0.0,00110
46.0,XX.0,XX.0,XXX,XX,01, Khagrachhari Zila,398109,1.6,0.2,0.4,0.2,0.6,0.2,0.1,00110
46.0,43.0,XX.0,XXX,XX,01,  Dighinala Upazila,87782,1.5,0.2,0.3,0.2,0.5,0.2,0.1,00110
46.0,43.0,31.0,XXX,XX,01,  Boalkhali Union,4873,2.5,0.4,0.7,0.5,0.6,0.3,0.0,00110
46.0,49.0,XX.0,XXX,XX,01,  Khagrachhari Sadar Upazila,42399,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
46.0,61.0,XX.0,XXX,XX,01,  Lakshmichhari Upazila,23907,1.8,0.3,0.3,0.2,0.6,0.3,0.1,00110
46.0,61.0,71.0,XXX,XX,01,  Lakshmichhari Union,9630,1.8,0.4,0.3,0.2,0.6,0.2,0.1,00110
46.0,65.0,XX.0,XXX,XX,01,  Mahalchhari Upazila,40508,1.4,0.2,0.3,0.2,0.5,0.2,0.1,00110
46.0,65.0,31.0,XXX,XX,01,  Mahalchhari Union,6098,1.3,0.1,0.4,0.2,0.4,0.1,0.0,00110
46.0,67.0,XX.0,XXX,XX,01,  Manikchhari Upazila,26813,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
46.0,67.0,87.0,XXX,XX,01,  Tintahari Union,2776,1.5,0.3,0.1,0.1,0.5,0.3,0.1,00110
46.0,70.0,XX.0,XXX,XX,01,  Matiranga Upazila,102564,1.6,0.2,0.4,0.2,0.6,0.2,0.1,00110
46.0,77.0,XX.0,XXX,XX,01,  Panchhari Upazila,39492,2.1,0.2,0.5,0.3,0.7,0.2,0.1,00110
46.0,80.0,XX.0,XXX,XX,01,  Ramgarh Upazila,34644,1.8,0.2,0.4,0.2,0.7,0.2,0.0,00110
46.0,80.0,76.0,XXX,XX,01,  Ramgarh Union,782,0.3,0.0,0.0,0.0,0.1,0.1,0.0,00110
22.0,XX.0,XX.0,XXX,XX,01, Cox's Bazar Zila,1790979,1.5,0.2,0.3,0.2,0.6,0.2,0.1,00110
22.0,16.0,XX.0,XXX,XX,01,  Chakoria Upazila,401796,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
22.0,24.0,XX.0,XXX,XX,01,  Cox's Bazar Sadar Upazila,235560,1.5,0.2,0.3,0.1,0.5,0.2,0.1,00110
22.0,24.0,35.0,XXX,XX,01,  Idgaon Union,16129,1.5,0.2,0.2,0.1,0.7,0.2,0.1,00110
22.0,24.0,42.0,XXX,XX,01,  Islamabad Union,7167,1.0,0.1,0.2,0.1,0.4,0.1,0.1,00110
22.0,45.0,XX.0,XXX,XX,01,  Kutubdia Upazila,99791,2.0,0.4,0.5,0.1,0.6,0.3,0.1,00110
22.0,49.0,XX.0,XXX,XX,01,  Maheshkhali Upazila,293897,1.4,0.2,0.3,0.1,0.5,0.1,0.1,00110
22.0,56.0,XX.0,XXX,XX,01,  Pekua Upazila,142356,1.5,0.2,0.3,0.2,0.5,0.1,0.1,00110
22.0,56.0,83.0,XXX,XX,01,  Pekua Union,16111,1.9,0.2,0.4,0.1,0.9,0.1,0.1,00110
22.0,66.0,XX.0,XXX,XX,01,  Ramu Upazila,224568,1.4,0.2,0.3,0.1,0.6,0.2,0.1,00110
22.0,66.0,15.0,XXX,XX,01,  Fatekharkul Union,1303,1.6,0.2,0.3,0.1,0.8,0.1,0.2,00110
22.0,66.0,38.0,XXX,XX,01,  Joarianala Union,14517,0.8,0.1,0.1,0.1,0.2,0.2,0.1,00110
22.0,90.0,XX.0,XXX,XX,01,  Teknaf Upazila,212949,1.6,0.2,0.4,0.1,0.6,0.2,0.1,00110
22.0,90.0,63.0,XXX,XX,01,  Teknaf Union,21324,0.9,0.1,0.1,0.1,0.4,0.1,0.1,00110
22.0,94.0,XX.0,XXX,XX,01,  Ukhia Upazila,180062,1.2,0.2,0.2,0.1,0.4,0.1,0.1,00110
22.0,94.0,47.0,XXX,XX,01,  Raja Palong Union,29578,1.0,0.2,0.1,0.1,0.4,0.1,0.1,00110
15.0,XX.0,XX.0,XXX,XX,01, Chittagong Zila,4463723,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
15.0,4.0,XX.0,XXX,XX,01,  Anowara Upazila,253556,1.9,0.2,0.4,0.1,0.8,0.3,0.1,00110
15.0,4.0,15.0,XXX,XX,01,  Anowara Union,4794,8.1,0.5,4.5,1.1,1.5,0.3,0.3,00110
15.0,8.0,XX.0,XXX,XX,01,  Banshkhali Upazila,394252,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
15.0,12.0,XX.0,XXX,XX,01,  Boalkhali Upazila,171968,1.4,0.2,0.3,0.1,0.5,0.2,0.1,00110
15.0,18.0,XX.0,XXX,XX,01,  Chandanaish  Upazila,197769,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
15.0,33.0,XX.0,XXX,XX,01,  Fatikchhari Upazila,484009,1.4,0.2,0.2,0.1,0.5,0.2,0.1,00110
15.0,37.0,XX.0,XXX,XX,01,  Hathazari Upazila,431688,1.3,0.1,0.2,0.1,0.5,0.2,0.1,00110
15.0,37.0,59.0,XXX,XX,01,  Hathazari Union,74565,0.9,0.1,0.1,0.0,0.4,0.1,0.1,00110
15.0,47.0,XX.0,XXX,XX,01,  Lohagara Upazila,249098,1.6,0.2,0.3,0.1,0.7,0.2,0.2,00110
15.0,47.0,62.0,XXX,XX,01,  Lohagara Union,4195,1.8,0.4,0.3,0.3,0.6,0.2,0.0,00110
15.0,53.0,XX.0,XXX,XX,01,  Mirsharai Upazila,367510,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
15.0,53.0,59.0,XXX,XX,01,  Mirsharai Union,13442,1.3,0.3,0.2,0.1,0.5,0.2,0.1,00110
15.0,61.0,XX.0,XXX,XX,01,  Patiya Upazila,472797,1.5,0.2,0.3,0.1,0.5,0.2,0.1,00110
15.0,70.0,XX.0,XXX,XX,01,  Rangunia Upazila,278619,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
15.0,70.0,34.0,XXX,XX,01,  Mariamnagar Union,15903,2.0,0.1,0.2,0.3,1.0,0.2,0.1,00110
15.0,70.0,60.0,XXX,XX,01,  Pomara Union,670,7.6,0.3,3.0,0.9,3.3,0.1,0.0,00110
15.0,74.0,XX.0,XXX,XX,01,  Raozan Upazila,263692,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00110
15.0,78.0,XX.0,XXX,XX,01,  Sandwip Upazila,225623,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00110
15.0,78.0,40.0,XXX,XX,01,  Harispur Union,344,0.3,0.0,0.0,0.0,0.3,0.0,0.0,00110
15.0,82.0,XX.0,XXX,XX,01,  Satkania Upazila,330457,1.7,0.3,0.2,0.2,0.6,0.3,0.1,00110
15.0,82.0,36.0,XXX,XX,01,  Dhemsa Union,6667,1.2,0.3,0.1,0.1,0.4,0.3,0.1,00110
15.0,86.0,XX.0,XXX,XX,01,  Sitakunda Upazila,342685,1.2,0.1,0.2,0.1,0.5,0.2,0.1,00110
84.0,XX.0,XX.0,XXX,XX,01, Rangamati Zila,436352,2.0,0.3,0.4,0.2,0.6,0.3,0.1,00110
84.0,7.0,XX.0,XXX,XX,01,  Baghaichhari Upazila,77024,2.1,0.3,0.4,0.3,0.7,0.3,0.2,00110
84.0,7.0,71.0,XXX,XX,01,  Rupakari Union,3412,2.6,0.5,0.2,0.2,1.4,0.2,0.0,00110
84.0,21.0,XX.0,XXX,XX,01,  Barkal Upazila,45591,1.9,0.3,0.3,0.2,0.6,0.3,0.1,00110
