ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
39,XX,XX,XXX,XX,01, Jamalpur Zila,819972,379155,440817,325735,19348,2877,1069,6961,368739.0,43582,51661,11110
59,XX,XX,XXX,XX,01, Munshiganj Zila,308922,145538,163384,118755,12005,1023,337,2003,121446.0,23757,29596,11110
35,XX,XX,XXX,XX,01, Gopalganj Zila,221803,97764,124039,76500,4047,634,237,1485,93856.0,19145,25899,11110
82,XX,XX,XXX,XX,01, Rajbari Zila,314853,146543,168310,127979,5470,524,259,1238,139369.0,16802,23212,11110
61,XX,XX,XXX,XX,01, Mymensingh Zila,1516388,722857,793531,590108,33671,6016,2235,10261,636292.0,116472,121333,11110
67,XX,XX,XXX,XX,01, Narayanganj Zila,476799,225103,251696,184020,45384,1350,632,2094,160048.0,37639,45632,11110
33,XX,XX,XXX,XX,01, Gazipur Zila,504463,230549,273914,187774,54612,1859,968,5071,174646.0,35845,43688,11110
56,XX,XX,XXX,XX,01, Manikganj Zila,429445,185034,244411,158374,7364,929,309,2824,205845.0,22907,30893,11110
26,XX,XX,XXX,XX,01, Dhaka Zila,631040,290245,340795,237698,56901,2030,1025,4491,225209.0,46026,57660,11110
86,XX,XX,XXX,XX,01, Shariatpur Zila,301133,135920,165213,110821,6768,997,408,2038,132545.0,22064,25492,11110
54,XX,XX,XXX,XX,01, Madaripur Zila,293551,131344,162207,106510,9357,1134,483,2764,125765.0,20936,26602,11110
93,XX,XX,XXX,XX,01, Tangail Zila,1103534,486315,617219,413797,21533,2985,900,6544,515695.0,62989,79091,11110
48,XX,XX,XXX,XX,01, Kishoreganj Zila,838276,395038,443238,316979,17606,3284,1093,5524,349710.0,69251,74829,11110
89,XX,XX,XXX,XX,01, Sherpur Zila,480172,225375,254797,186266,13338,2425,1077,7864,207744.0,28820,32638,11110
68,XX,XX,XXX,XX,01, Narsingdi Zila,519568,241874,277694,191508,14702,1759,588,3105,213635.0,45502,48769,11110
33,XX,XX,XXX,XX,01, Gazipur Zila,504463,230549,273914,187774,54612,1859,968,5071,174646.0,35845,43688,11110
90,XX,XX,XXX,XX,01, Sunamganj Zila,817493,388154,429339,298657,19666,5448,1424,8059,300000.0,75990,90018,11110
36,XX,XX,XXX,XX,01, Habiganj Zila,616951,282484,334467,215945,25871,4128,1206,6284,240731.0,56127,66659,11110
91,XX,XX,XXX,XX,01, Sylhet Zila,730775,327746,403029,232077,21913,7224,1717,16068,289549.0,72377,89850,11110
58,XX,XX,XXX,XX,01, Maulvibazar Zila,463957,205213,258744,150548,37959,4468,1348,6993,162925.0,43204,56512,11110
