ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total,Muslim,Hindu,Christian,Buddhist,Others,check_var
47,XX,XX,XXX,XX,01, Khulna Zila,1540939,1095375,439300,5654,17,593,11110
18,XX,XX,XXX,XX,01, Chuadanga Zila,822858,807648,13516,1494,13,187,11110
65,XX,XX,XXX,XX,01, Narail Zila,609316,504931,104045,148,6,186,11110
44,XX,XX,XXX,XX,01, Jhenaidah Zila,1491112,1356786,132749,429,24,1124,11110
41,XX,XX,XXX,XX,01, Jessore Zila,2250995,1989694,254610,4284,12,2395,11110
1,XX,XX,XXX,XX,01, Bagerhat Zila,1280759,1029809,246150,4322,23,455,11110
55,XX,XX,XXX,XX,01, Magura Zila,798005,653170,144427,218,0,190,11110
50,XX,XX,XXX,XX,01, Kushtia Zila,1711312,1673811,36788,77,3,633,11110
57,XX,XX,XXX,XX,01, Meherpur Zila,571999,563726,5094,3073,5,101,11110
87,XX,XX,XXX,XX,01, Satkhira Zila,1788343,1453445,327064,5492,9,2333,11110
42,XX,XX,XXX,XX,01, Jhalokati Zila,570666,515037,55303,98,189,39,11110
78,XX,XX,XXX,XX,01, Patuakhali Zila,1333972,1252553,80042,264,1071,42,11110
6,XX,XX,XXX,XX,01, Barisal Zila,1805294,1580965,216152,7987,141,49,11110
79,XX,XX,XXX,XX,01, Pirojpur Zila,930626,769233,160942,186,194,71,11110
9,XX,XX,XXX,XX,01, Bhola Zila,1533478,1492560,40830,27,31,30,11110
4,XX,XX,XXX,XX,01, Barguna Zila,789687,733623,54660,263,1074,67,11110
52,XX,XX,XXX,XX,01, Lalmonirhat Zila,1126890,969471,156656,359,3,401,11110
77,XX,XX,XXX,XX,01, Panchagarh Zila,892495,735350,153973,2150,17,1005,11110
85,XX,XX,XXX,XX,01, Rangpur Zila,2438373,2196910,224722,6316,1124,9301,11110
49,XX,XX,XXX,XX,01, Kurigram Zila,1742779,1629172,112765,40,43,759,11110
32,XX,XX,XXX,XX,01, Gaibandha Zila,2168731,2019204,143821,2877,50,2779,11110
73,XX,XX,XXX,XX,01, Nilphamari Zila,1544257,1278951,264121,630,31,524,11110
94,XX,XX,XXX,XX,01, Thakurgaon Zila,1228733,923847,291788,7426,145,5527,11110
