ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Households-Total,Households-General,Households-Institutional,Households-Others,Population-Both,Population-Male,Population-Female,Sex Ratio,check_var
1,14,31,XXX,XX,01,  Chitalmari Union,5787,5771,3,13,26794,13741,13053.0,105.0,00110
1,34,10,XXX,XX,01,  Bahirdia Mansa Union,1072,1072,0,0,4374,2208,2166.0,102.0,00110
1,34,31,XXX,XX,01,  Fakirhat Union,4375,4373,1,1,17689,8828,8861.0,100.0,00110
1,34,52,XXX,XX,01,  Mulghar Union,2259,2255,0,4,9995,5067,4928.0,103.0,00110
1,34,63,XXX,XX,01,  Naldha Maubhog Union,2665,2659,1,5,12188,6206,5982.0,104.0,00110
1,38,57,XXX,XX,01,  Kachua Union,1209,1208,1,0,4795,2334,2461.0,95.0,00110
1,56,95,XXX,XX,01,  Udaypur Union,2161,2150,1,10,10117,5064,5053.0,100.0,00110
1,60,23,XXX,XX,01,  Baraikhali Union,5068,5038,0,30,17480,8640,8840.0,98.0,00110
1,73,83,XXX,XX,01,  Rampal Union,5442,5432,3,7,22556,11264,11292.0,100.0,00110
1,77,38,XXX,XX,01,  Khontakata Union,4834,4817,3,14,20322,9896,10426.0,95.0,00110
1,77,57,XXX,XX,01,  Royenda Union,3971,3958,2,11,17261,8232,9029.0,91.0,00110
55,66,52,XXX,XX,01,  Mohammadpur Union,3770,3760,3,7,17423,8531,8892.0,96.0,00110
55,85,11,XXX,XX,01,  Arpara Union,4097,4096,0,1,18914,9438,9476.0,100.0,00110
55,85,59,XXX,XX,01,  Shalikha Union,3273,3270,1,2,14256,7125,7131.0,100.0,00110
55,95,84,XXX,XX,01,  Sreepur Union,4232,4230,2,0,18677,9118,9559.0,95.0,00110
50,15,27,XXX,XX,01,  Bahir Char Union,4555,4521,3,31,20378,10041,10337.0,97.0,00110
50,15,40,XXX,XX,01,  Chandgram Union,3113,3111,2,0,12988,6419,6569.0,98.0,00110
50,39,33,XXX,XX,01,  Daulatpur Union,7644,7621,0,23,28808,14525,14283.0,102.0,00110
50,39,61,XXX,XX,01,  Mathurapur Union,7206,7195,1,10,27867,13735,14132.0,97.0,00110
50,63,71,XXX,XX,01,  Samaspur Union,2070,2066,2,2,8508,4180,4328.0,97.0,00110
50,79,50,XXX,XX,01,  Battail Union,9714,9696,4,14,40215,20161,20054.0,101.0,00110
50,94,14,XXX,XX,01,  Amla Union,6175,6175,0,0,23583,11822,11761.0,101.0,00110
50,94,80,XXX,XX,01,  Poradaha Union,7749,7744,4,1,33133,16503,16630.0,99.0,00110
57,47,10,XXX,XX,01,  Bamandi Union,6120,6102,1,17,24269,12152,12117.0,100.0,00110
57,47,69,XXX,XX,01,  Roypur Union,4869,4866,2,1,18433,9086,9347.0,97.0,00110
57,60,28,XXX,XX,01,  Bagoan Union,7349,7344,2,3,29686,14788,14898.0,99.0,00110
87,04,17,XXX,XX,01,  Assasuni Union,3412,3410,1,1,15039,7528,7511.0,100.0,00110
87,25,15,XXX,XX,01,  Debhata Union,3198,3195,3,0,13255,6468,6787.0,95.0,00110
87,43,31,XXX,XX,01,  Helatala Union,4633,4631,1,1,18254,8999,9255.0,97.0,00110
87,47,13,XXX,XX,01,  Bhara Simla Union,4701,4693,1,7,20293,10129,10164.0,100.0,00110
87,47,55,XXX,XX,01,  Kushlia Union,3730,3728,1,1,15894,7879,8015.0,98.0,00110
87,47,63,XXX,XX,01,  Mathureshpur Union,5238,5222,7,9,22791,11198,11593.0,97.0,00110
87,47,94,XXX,XX,01,  Tarali Union,5263,5258,0,5,20205,10104,10101.0,100.0,00110
87,86,94,XXX,XX,01,  Shyamnagar Union,3078,3068,0,10,13975,6883,7092.0,97.0,00110
87,90,87,XXX,XX,01,  Tala Union,5628,5625,2,1,23499,11580,11919.0,97.0,00110
42,40,85,XXX,XX,01,  Ponabalia Union,3427,3426,0,1,15485,7465,8020.0,93.0,00110
42,43,63,XXX,XX,01,  Kanthalia Union,2480,2467,2,11,9172,4412,4760.0,93.0,00110
42,84,40,XXX,XX,01,  Mathbari Union,4465,4457,1,7,19160,9048,10112.0,89.0,00110
42,84,54,XXX,XX,01,  Rajapur Union,4757,4753,3,1,21429,10264,11165.0,92.0,00110
78,38,29,XXX,XX,01,  Bauphal Union,4459,4452,0,7,19952,9447,10505.0,90.0,00110
78,38,35,XXX,XX,01,  Daspara Union,3125,3123,1,1,14713,7158,7555.0,95.0,00110
78,52,31,XXX,XX,01,  Banshbaria Union,3246,3242,0,4,14108,6810,7298.0,93.0,00110
78,52,52,XXX,XX,01,  Dashmina Union,2689,2689,0,0,12286,5890,6396.0,92.0,00110
78,55,93,XXX,XX,01,  Sreerampur Union,1319,1319,0,0,6027,2765,3262.0,85.0,00110
78,57,50,XXX,XX,01,  Chiknikandi Union,3226,3225,0,1,14195,6812,7383.0,92.0,00110
78,57,67,XXX,XX,01,  Galachipa Union,3463,3461,0,2,15709,7804,7905.0,99.0,00110
78,66,83,XXX,XX,01,  Tiakhali Union,1420,1412,0,8,5497,2758,2739.0,101.0,00110
78,76,13,XXX,XX,01,  Amragachhia Union,4585,4576,1,8,19771,9485,10286.0,92.0,00110
78,76,27,XXX,XX,01,  Deuli Subidkhali Union,2449,2449,0,0,10588,5269,5319.0,99.0,00110
78,76,81,XXX,XX,01,  Mirzaganj Union,3409,3406,1,2,14669,7035,7634.0,92.0,00110
78,95,27,XXX,XX,01,  Jainkati Union,2775,2766,3,6,12677,6236,6441.0,97.0,00110
6,02,15,XXX,XX,01,  Bakal Union,4991,4981,2,8,22218,10840,11378.0,95.0,00110
6,02,47,XXX,XX,01,  Gaila Union,5543,5526,2,15,24969,12010,12959.0,93.0,00110
6,03,81,XXX,XX,01,  Rahmatpur Union,3304,3297,6,1,14512,7260,7252.0,100.0,00110
6,07,12,XXX,XX,01,  Bhar Pasha Union,3485,3481,3,1,15333,7206,8127.0,89.0,00110
6,07,94,XXX,XX,01,  Rangasree Union,7187,7183,1,3,32190,15418,16772.0,92.0,00110
6,10,42,XXX,XX,01,  Chakhar Union,3251,3248,1,2,12927,6032,6895.0,87.0,00110
6,10,63,XXX,XX,01,  Salia Bakpur Union,3748,3741,2,5,16158,7762,8396.0,92.0,00110
6,36,13,XXX,XX,01,  Bara Jalia Union,3570,3568,1,1,17459,8692,8767.0,99.0,00110
6,51,34,XXX,XX,01,  Char Baria Union,3960,3951,5,4,19255,9681,9574.0,101.0,00110
6,51,43,XXX,XX,01,  Char Kowa Union,4964,4957,4,3,22851,11402,11449.0,100.0,00110
6,62,87,XXX,XX,01,  Mehendiganj Union,2349,2347,2,0,11302,5471,5831.0,94.0,00110
6,94,31,XXX,XX,01,  Guthia Union,5051,5045,4,2,22542,10588,11954.0,89.0,00110
6,94,84,XXX,XX,01,  Shikarpur Union,4256,4246,1,9,19585,9627,9958.0,97.0,00110
79,14,11,XXX,XX,01,  Bhandaria Union,1156,1151,2,3,5146,2572,2574.0,100.0,00110
79,14,71,XXX,XX,01,  Nudmulla Union,4140,4133,2,5,17731,8633,9098.0,95.0,00110
79,47,15,XXX,XX,01,  Amrajuri Union,1336,1336,0,0,5500,2749,2751.0,100.0,00110
79,47,47,XXX,XX,01,  Kawkhali Union,4599,4588,2,9,19153,9442,9711.0,97.0,00110
79,58,60,XXX,XX,01,  Mathbaria Union,2695,2690,1,4,11591,5579,6012.0,93.0,00110
79,76,52,XXX,XX,01,  Nazirpur Union,3128,3125,1,2,14625,7220,7405.0,98.0,00110
79,87,76,XXX,XX,01,  Sohagdal Union,4000,3999,1,0,17879,8752,9127.0,96.0,00110
79,87,85,XXX,XX,01,  Sutiakati Union,3601,3589,0,12,15586,7652,7934.0,96.0,00110
79,87,95,XXX,XX,01,  Nesarabad (Swarupkati) Union,2479,2479,0,0,10557,5014,5543.0,90.0,00110
79,90,51,XXX,XX,01,  Pattashi Union,5002,4995,5,2,22261,10812,11449.0,94.0,00110
9,18,12,XXX,XX,01,  Alinagar Union,3216,3205,4,7,15929,8013,7916.0,101.0,00110
9,18,14,XXX,XX,01,  Bapta Union,1202,1200,0,2,5634,2780,2854.0,97.0,00110
9,18,36,XXX,XX,01,  Dhania Union,4867,4848,1,18,24113,12037,12076.0,100.0,00110
9,21,16,XXX,XX,01,  Bara Manika Union,5682,5681,0,1,27046,13157,13889.0,95.0,00110
9,21,57,XXX,XX,01,  Kutba Union,1471,1467,4,0,6833,3303,3530.0,94.0,00110
9,65,23,XXX,XX,01,  Hajirhat Union,5324,5299,3,22,24467,12523,11944.0,105.0,00110
9,91,57,XXX,XX,01,  Chandpur Union,4730,4720,1,9,21866,11251,10615.0,106.0,00110
4,09,13,XXX,XX,01,  Amtali Union,4548,4541,0,7,19658,9634,10024.0,96.0,00110
4,19,23,XXX,XX,01,  Bamna Union,2910,2905,2,3,12341,6092,6249.0,97.0,00110
4,47,11,XXX,XX,01,  Betagi Union,3144,3142,1,1,13175,6243,6932.0,90.0,00110
4,85,23,XXX,XX,01,  Kakchira Union,4684,4656,0,28,16985,8361,8624.0,97.0,00110
4,85,35,XXX,XX,01,  Kalmegha Union,5062,5048,2,12,18649,8980,9669.0,93.0,00110
4,85,71,XXX,XX,01,  Patharghata Union,7150,7122,3,25,28127,14060,14067.0,100.0,00110
52,02,10,XXX,XX,01,  Bhadai Union,1505,1505,0,0,6463,3193,3270.0,98.0,00110
52,33,76,XXX,XX,01,  Shingimari Union,5273,5267,2,4,23146,11680,11466.0,102.0,00110
52,39,95,XXX,XX,01,  Tushbhandar Union,6582,6576,1,5,29047,14639,14408.0,102.0,00110
77,04,67,XXX,XX,01,  Radhanagar Union,3106,3101,1,4,13076,6522,6554.0,100.0,00110
77,04,81,XXX,XX,01,  Taria Union,5042,5037,3,2,20793,10295,10498.0,98.0,00110
77,25,73,XXX,XX,01,  Maidan Dighi Union,4887,4880,1,6,21071,10700,10371.0,103.0,00110
77,34,47,XXX,XX,01,  Debiganj Union,3040,3032,2,6,13562,6912,6650.0,104.0,00110
77,73,36,XXX,XX,01,  Dhakkamara Union,5567,5562,2,3,25104,12643,12461.0,101.0,00110
77,90,81,XXX,XX,01,  Tentulia Union,3429,3427,1,1,14699,7391,7308.0,101.0,00110
85,27,31,XXX,XX,01,  Gangachara Union,6678,6674,0,4,26939,13590,13349.0,102.0,00110
85,58,49,XXX,XX,01,  Durgapur Union,11076,11055,2,19,43676,22107,21569.0,102.0,00110
85,73,76,XXX,XX,01,  Pirgachha Union,8269,8226,3,40,31802,15803,15999.0,99.0,00110
85,76,69,XXX,XX,01,  Pirganj Union,5899,5898,0,1,22503,11167,11336.0,99.0,00110
85,76,75,XXX,XX,01,  Roypur Union,5259,5256,2,1,20357,10321,10036.0,103.0,00110
85,92,71,XXX,XX,01,  Kursha Union,5208,5168,4,36,22120,11182,10938.0,102.0,00110
49,06,19,XXX,XX,01,  Bhurungamari Union,3988,3987,0,1,17502,8869,8633.0,103.0,00110
49,08,19,XXX,XX,01,  Char Rajibpur Union,4750,4748,1,1,19826,9627,10199.0,94.0,00110
49,09,83,XXX,XX,01,  Thanahat Union,5668,5665,0,3,21991,10661,11330.0,94.0,00110
49,18,40,XXX,XX,01,  Phulbari Union,4676,4674,0,2,19061,9184,9877.0,93.0,00110
49,52,17,XXX,XX,01,  Belgachha Union,5481,5473,1,7,22438,11100,11338.0,98.0,00110
49,77,21,XXX,XX,01,  Chakirpashar Union,5884,5881,0,3,23126,11264,11862.0,95.0,00110
49,77,73,XXX,XX,01,  Rajarhat Union,7287,7281,1,5,29364,14245,15119.0,94.0,00110
49,79,71,XXX,XX,01,  Raumari Union,4891,4881,0,10,20857,9934,10923.0,91.0,00110
32,21,47,XXX,XX,01,  Gazaria Union,3246,3243,0,3,12921,6516,6405.0,102.0,00110
32,24,14,XXX,XX,01,  Ballamjhar Union,10307,10291,2,14,40377,19938,20439.0,98.0,00110
32,24,21,XXX,XX,01,  Boali Union,8739,8732,1,6,34765,16923,17842.0,95.0,00110
32,24,58,XXX,XX,01,  Kholahati Union,6387,6387,0,0,25965,12776,13189.0,97.0,00110
32,24,85,XXX,XX,01,  Mollar Char Union,1461,1461,0,0,6451,3078,3373.0,91.0,00110
32,67,85,XXX,XX,01,  Palashbari Union,3325,3320,1,4,13372,6676,6696.0,100.0,00110
32,82,13,XXX,XX,01,  Banagram Union,4950,4950,0,0,18923,9094,9829.0,93.0,00110
32,82,60,XXX,XX,01,  Jamalpur Union,7170,7159,3,8,27552,13469,14083.0,96.0,00110
32,88,19,XXX,XX,01,  Bonar Para Union,5697,5694,0,3,22574,11034,11540.0,96.0,00110
32,88,85,XXX,XX,01,  Saghata Union,4321,4318,1,2,16709,8107,8602.0,94.0,00110
32,91,31,XXX,XX,01,  Dahabanda Union,5661,5659,0,2,19825,9795,10030.0,98.0,00110
73,12,19,XXX,XX,01,  Dimla Union,5790,5785,1,4,25855,12879,12976.0,99.0,00110
73,15,19,XXX,XX,01,  Bhogdabari Union,6487,6474,5,8,27941,13882,14059.0,99.0,00110
73,15,28,XXX,XX,01,  Boragari Union,4754,4753,1,0,21483,10859,10624.0,102.0,00110
73,15,38,XXX,XX,01,  Domar Union,2763,2761,1,1,10971,5533,5438.0,102.0,00110
73,45,51,XXX,XX,01,  Kishoreganj Union,7105,7090,3,12,27554,13622,13932.0,98.0,00110
73,85,23,XXX,XX,01,  Bangalipur Union,3847,3844,2,1,16938,8340,8598.0,97.0,00110
94,08,21,XXX,XX,01,  Barabari Union,3975,3969,1,5,16647,8366,8281.0,101.0,00110
94,08,73,XXX,XX,01,  Duosuo Union,4998,4995,2,1,20023,10226,9797.0,104.0,00110
94,51,81,XXX,XX,01,  Haripur Union,3761,3759,1,1,17004,8566,8438.0,102.0,00110
94,94,52,XXX,XX,01,  Jamalpur Union,4673,4667,1,5,19586,9773,9813.0,100.0,00110
94,94,58,XXX,XX,01,  Mohammadpur Union,3942,3936,3,3,17499,8824,8675.0,102.0,00110
94,94,68,XXX,XX,01,  Rahimanpur Union,6563,6561,2,0,29024,14668,14356.0,102.0,00110
27,10,71,XXX,XX,01,  Khanpur Union,4129,4112,6,11,17575,8897,8678.0,103.0,00110
27,10,83,XXX,XX,01,  Pali Prayagpur Union,1961,1956,0,5,7772,3901,3871.0,101.0,00110
27,17,28,XXX,XX,01,  Biral Union,6114,6111,2,1,25677,12949,12728.0,102.0,00110
27,30,13,XXX,XX,01,  Abdulpur Union,7056,7046,4,6,30848,15582,15266.0,102.0,00110
27,43,38,XXX,XX,01,  Ghoraghat Union,2778,2774,1,3,10515,5216,5299.0,98.0,00110
27,56,31,XXX,XX,01,  Mukundapur Union,5456,5450,3,3,23575,11955,11620.0,103.0,00110
27,60,15,XXX,XX,01,  Alokjhari Union,5641,5638,1,2,24715,12470,12245.0,102.0,00110
27,64,69,XXX,XX,01,  Shashara Union,5875,5856,3,16,24279,12244,12035.0,102.0,00110
27,64,77,XXX,XX,01,  Sekhpura Union,7396,7373,2,21,30319,15344,14975.0,102.0,00110
27,69,17,XXX,XX,01,  Binodnagar Union,7757,7752,2,3,29277,14779,14498.0,102.0,00110
27,69,43,XXX,XX,01,  Golapganj Union,6664,6659,2,3,27697,13920,13777.0,101.0,00110
27,77,86,XXX,XX,01,  Rampur Union,6451,6438,5,8,671,289,382.0,76.0,00110
10,06,13,XXX,XX,01,  Adam Dighi Union,5693,5691,0,2,22137,11131,11006.0,101.0,00110
10,27,38,XXX,XX,01,  Dhunat Union,4911,4911,0,0,19348,9526,9822.0,97.0,00110
10,88,28,XXX,XX,01,  Garidaha Union,9620,9616,3,1,38481,19157,19324.0,99.0,00110
10,88,57,XXX,XX,01,  Kusumbi Union,8073,8072,1,0,33066,16287,16779.0,97.0,00110
10,88,77,XXX,XX,01,  Shah-Bandegi Union,6179,6163,2,14,27251,13601,13650.0,100.0,00110
88,27,27,XXX,XX,01,  Khas Kaulia Union,803,802,0,1,3565,1763,1802.0,98.0,00110
88,27,47,XXX,XX,01,  Sadia Chandpur Union,5219,5214,2,3,22387,11583,10804.0,107.0,00110
88,44,38,XXX,XX,01,  Jamtail Union,6720,6717,2,1,29579,14486,15093.0,96.0,00110
88,50,25,XXX,XX,01,  Gandail Union,6954,6945,2,7,26789,12912,13877.0,93.0,00110
88,50,77,XXX,XX,01,  Sonamukhi Union,8121,8119,1,1,32361,15758,16603.0,95.0,00110
88,61,38,XXX,XX,01,  Dhangara Union,7229,7223,3,3,27393,13692,13701.0,100.0,00110
88,67,14,XXX,XX,01,  Gala Union,6187,6186,0,1,26426,13101,13325.0,98.0,00110
88,78,16,XXX,XX,01,  Baghbati Union,10252,10248,2,2,44728,22548,22180.0,102.0,00110
88,89,84,XXX,XX,01,  Tarash Union,4617,4614,0,3,18197,8982,9215.0,97.0,00110
81,12,50,XXX,XX,01,  Ganipur Union,8943,8938,1,4,34154,17254,16900.0,102.0,00110
81,31,11,XXX,XX,01,  Deluabari Union,5998,5998,0,0,23227,11626,11601.0,100.0,00110
81,34,57,XXX,XX,01,  Matikata Union,8745,8735,8,2,40277,20079,20198.0,99.0,00110
81,53,13,XXX,XX,01,  Bakshimail Union,4310,4299,0,11,16589,8298,8291.0,100.0,00110
81,53,81,XXX,XX,01,  Royghati Union,3012,3012,0,0,11522,5742,5780.0,99.0,00110
81,82,13,XXX,XX,01,  Baneshwar Union,8259,8249,1,9,32598,16565,16033.0,103.0,00110
81,82,81,XXX,XX,01,  Silmaria Union,9153,9147,1,5,34713,17432,17281.0,101.0,00110
64,03,10,XXX,XX,01,  Ahsanganj Union,5119,5118,0,1,21778,10893,10885.0,100.0,00110
64,03,21,XXX,XX,01,  Bhopara Union,4116,4116,0,0,20331,10163,10168.0,100.0,00110
64,03,73,XXX,XX,01,  Panchupur Union,4926,4923,1,2,22189,10981,11208.0,98.0,00110
64,06,21,XXX,XX,01,  Badalgachhi Union,6110,6105,1,4,23496,11827,11669.0,101.0,00110
64,28,63,XXX,XX,01,  Jahanpur Union,6144,6134,2,8,22960,11546,11414.0,101.0,00110
64,47,54,XXX,XX,01,  Kusumba Union,8258,8256,1,1,30330,15021,15309.0,98.0,00110
64,47,67,XXX,XX,01,  Manda Union,6832,6822,0,10,25055,12375,12680.0,98.0,00110
64,47,88,XXX,XX,01,  Prasadpur Union,6047,6046,0,1,22250,11044,11206.0,99.0,00110
64,50,57,XXX,XX,01,  Khajur Union,7897,7892,2,3,30039,15012,15027.0,100.0,00110
64,50,66,XXX,XX,01,  Mahadebpur Union,6814,6746,1,67,26180,13229,12951.0,102.0,00110
64,69,52,XXX,XX,01,  Niamatpur Union,5728,5691,1,36,22360,10952,11408.0,96.0,00110
64,79,55,XXX,XX,01,  Nithpur Union,4550,4546,1,3,21315,10632,10683.0,100.0,00110
64,85,84,XXX,XX,01,  Raninagar Union,4217,4215,2,0,17025,8468,8557.0,99.0,00110
64,86,71,XXX,XX,01,  Sapahar Union,4105,4095,1,9,16941,8518,8423.0,101.0,00110
64,86,79,XXX,XX,01,  Shiranti Union,5906,5901,1,4,27080,13723,13357.0,103.0,00110
70,18,18,XXX,XX,01,  Bholahat Union,3415,3411,3,1,14730,7384,7346.0,101.0,00110
70,37,42,XXX,XX,01,  Chowdala Union,5646,5641,0,5,23767,11616,12151.0,96.0,00110
70,37,52,XXX,XX,01,  Gomastapur Union,6655,6648,0,7,28573,14128,14445.0,98.0,00110
70,88,41,XXX,XX,01,  Kansat Union,7473,7471,2,0,33384,16720,16664.0,100.0,00110
38,61,47,XXX,XX,01,  Khetlal Union,2773,2768,2,3,10165,5242,4923.0,106.0,00110
13,47,23,XXX,XX,01,  Dakshin Algi Durgapur Union,5546,5501,1,44,24947,11762,13185.0,89.0,00110
13,49,35,XXX,XX,01,  Hajiganj Union,6146,6142,4,0,31135,14760,16375.0,90.0,00110
3,04,31,XXX,XX,01,  Alikadam Union,2515,2499,12,4,13970,7235,6735.0,107.0,00110
3,73,76,XXX,XX,01,  Naikhongchhari Union,994,985,2,7,4747,2426,2321.0,105.0,00110
3,89,57,XXX,XX,01,  Rowangchhari Union,785,781,0,4,3752,1919,1833.0,105.0,00110
3,91,76,XXX,XX,01,  Ruma Union,2646,2597,9,40,12054,6589,5465.0,121.0,00110
3,95,57,XXX,XX,01,  Thanchi Union,1193,1175,6,12,5821,3137,2684.0,117.0,00110
19,15,18,XXX,XX,01,  Brahman Para Union,3655,3655,0,0,19081,9146,9935.0,92.0,00110
19,18,31,XXX,XX,01,  Burichang Union,4778,4772,3,3,25927,12465,13462.0,93.0,00110
19,27,20,XXX,XX,01,  Mahichal Union,4145,4138,1,6,20893,9817,11076.0,89.0,00110
19,33,35,XXX,XX,01,  Bijoypur Union,2767,2765,0,2,14324,6921,7403.0,93.0,00110
19,67,68,XXX,XX,01,  Kalir Bazar Union,8323,8298,7,18,41678,19965,21713.0,92.0,00110
19,67,90,XXX,XX,01,  Panchthubi Union,9847,9836,5,6,47616,23170,24446.0,95.0,00110
19,74,13,XXX,XX,01,  Baishgaon Union,4400,4392,2,6,23902,10810,13092.0,83.0,00110
19,75,43,XXX,XX,01,  Gobindapur Union,2955,2953,1,1,14391,6993,7398.0,95.0,00110
19,81,54,XXX,XX,01,  Muradnagar Union,3937,3931,2,4,20723,9661,11062.0,87.0,00110
19,81,63,XXX,XX,01,  Paschim Nabipur Union,2456,2426,1,29,12800,6368,6432.0,99.0,00110
19,94,67,XXX,XX,01,  Karikandi Union,3401,3387,2,12,17124,8059,9065.0,89.0,00110
12,04,94,XXX,XX,01,  Banchharampur Union,2210,2209,0,1,11198,5179,6019.0,86.0,00110
12,07,32,XXX,XX,01,  Chandura Union,4699,4670,1,28,24904,12267,12637.0,97.0,00110
12,07,91,XXX,XX,01,  Uttar Ichhapur Union,2212,2212,0,0,12557,6136,6421.0,96.0,00110
12,13,50,XXX,XX,01,  Shuhilpur Union,5724,5718,3,3,32165,16002,16163.0,99.0,00110
12,13,93,XXX,XX,01,  Uttar Natai Union,4119,4115,3,1,22896,11877,11019.0,108.0,00110
12,33,12,XXX,XX,01,  Araisidha Union,3591,3569,4,18,19692,9341,10351.0,90.0,00110
12,33,14,XXX,XX,01,  Ashugang Union,2022,2022,0,0,10707,4947,5760.0,86.0,00110
12,33,38,XXX,XX,01,  Durgapur Union,4115,4043,2,70,23437,11420,12017.0,95.0,00110
12,90,87,XXX,XX,01,  Nasirnagar Union,2286,2278,3,5,11253,5277,5976.0,88.0,00110
51,33,47,XXX,XX,01,  Char Falcon Union,1042,1042,0,0,5654,2844,2810.0,101.0,00110
51,43,90,XXX,XX,01,  Dakshin Hamchadi Union,5178,5171,2,5,23177,10507,12670.0,83.0,00110
51,58,11,XXX,XX,01,  Bamni Union,5064,5058,2,4,21754,9882,11872.0,83.0,00110
51,58,59,XXX,XX,01,  Keroa Union,1299,1291,7,1,5813,2728,3085.0,88.0,00110
51,58,71,XXX,XX,01,  Roypur Union,2337,2337,0,0,11237,5533,5704.0,97.0,00110
51,73,23,XXX,XX,01,  Char Alexandar Union,4257,4255,0,2,20736,10276,10460.0,98.0,00110
46,43,31,XXX,XX,01,  Boalkhali Union,1098,1093,1,4,4873,2452,2421.0,101.0,00110
46,61,71,XXX,XX,01,  Lakshmichhari Union,2295,2266,1,28,9630,4904,4726.0,104.0,00110
46,65,31,XXX,XX,01,  Mahalchhari Union,1449,1445,0,4,6098,3121,2977.0,105.0,00110
46,67,87,XXX,XX,01,  Tintahari Union,604,594,0,10,2776,1417,1359.0,104.0,00110
46,80,76,XXX,XX,01,  Ramgarh Union,155,155,0,0,782,375,407.0,92.0,00110
