ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
52.0,55.0,83.0,XXX,XX,XX,  Panchagram Union Total,12830,12506,6872,5671,5958,6835,50.6,54.8,46.6,00111
52.0,55.0,94.0,XXX,XX,XX,  Rajpur Union Total,4664,10924,2685,5193,1979,5731,29.9,34.1,25.7,00111
52.0,70.0,XX.0,XXX,XX,XX,Patgram Upazila Total,82584,96493,43732,46707,38852,49786,46.1,48.4,43.8,00111
52.0,70.0,1.0,XXX,XX,XX,  Ward No-01 Total,842,1031,424,514,418,517,45.0,45.2,44.7,00111
52.0,70.0,2.0,XXX,XX,XX,  Ward No-02 Total,962,866,497,403,465,463,52.6,55.2,50.1,00111
52.0,70.0,3.0,XXX,XX,XX,  Ward No-03 Total,845,1566,433,783,412,783,35.0,35.6,34.5,00111
52.0,70.0,4.0,XXX,XX,XX,  Ward No-04 Total,1458,1166,786,539,672,627,55.6,59.3,51.7,00111
52.0,70.0,5.0,XXX,XX,XX,  Ward No-05 Total,1926,1157,1051,545,875,612,62.5,65.9,58.8,00111
52.0,70.0,6.0,XXX,XX,XX,  Ward No-06 Total,2314,1680,1210,763,1104,917,57.9,61.3,54.6,00111
52.0,70.0,7.0,XXX,XX,XX,  Ward No-07 Total,1846,1917,956,940,890,977,49.1,50.4,47.7,00111
52.0,70.0,8.0,XXX,XX,XX,  Ward No-08 Total,1673,1932,894,951,779,981,46.4,48.5,44.3,00111
52.0,70.0,9.0,XXX,XX,XX,  Ward No-09 Total,846,1528,409,783,437,745,35.6,34.3,37.0,00111
52.0,70.0,13.0,XXX,XX,XX,  Baura Union Total,10980,12498,5663,6023,5317,6475,46.8,48.5,45.1,00111
52.0,70.0,15.0,XXX,XX,XX,  Burimari Union Total,9039,11214,4962,5402,4077,5812,44.6,47.9,41.2,00111
52.0,70.0,19.0,XXX,XX,XX,  Dahagram Union Total,2779,5052,1555,2421,1224,2631,35.5,39.1,31.8,00111
52.0,70.0,27.0,XXX,XX,XX,  Jagatber Union Total,10155,12878,5399,6205,4756,6673,44.1,46.5,41.6,00111
52.0,70.0,40.0,XXX,XX,XX,  Jongra Union Total,10654,11022,5654,5283,5000,5739,49.2,51.7,46.6,00111
52.0,70.0,54.0,XXX,XX,XX,  Kuchlibari Union Total,5619,8698,2893,4310,2726,4388,39.2,40.2,38.3,00111
52.0,70.0,67.0,XXX,XX,XX,  Patgram Union Total,11079,11961,5829,5839,5250,6122,48.1,50.0,46.2,00111
52.0,70.0,81.0,XXX,XX,XX,  Sreerampur Union Total,9567,10327,5117,5003,4450,5324,48.1,50.6,45.5,00111
77.0,XX.0,XX.0,XXX,XX,XX,Panchagarh Zila Total,427950,398634,228730,185559,199220,213075,51.8,55.2,48.3,00111
77.0,4.0,XX.0,XXX,XX,XX,Atwari Upazila Total,67092,45076,36656,19135,30436,25941,59.8,65.7,54.0,00111
77.0,4.0,13.0,XXX,XX,XX,   Alowa Khowa Union Total,11224,11135,6369,4813,4855,6322,50.2,57.0,43.4,00111
77.0,4.0,27.0,XXX,XX,XX,   Balarampur Union Total,11098,6694,6026,2816,5072,3878,62.4,68.2,56.7,00111
77.0,4.0,40.0,XXX,XX,XX,   Dhamor Union Total,7226,7080,4074,3061,3152,4019,50.5,57.1,44.0,00111
77.0,4.0,54.0,XXX,XX,XX,   Mirzapur Union Total,12737,6931,6859,2858,5878,4073,64.8,70.6,59.1,00111
77.0,4.0,67.0,XXX,XX,XX,Radhanagar Union Total,15109,4805,8129,1849,6980,2956,75.9,81.5,70.2,00111
77.0,4.0,81.0,XXX,XX,XX,Taria Union Total,9698,8431,5199,3738,4499,4693,53.5,58.2,48.9,00111
77.0,25.0,XX.0,XXX,XX,XX,Boda Upazila Total,101140,94072,53737,44015,47403,50057,51.8,55.0,48.6,00111
77.0,25.0,1.0,XXX,XX,XX,   Ward No-01 Total,844,600,470,294,374,306,58.4,61.5,55.0,00111
77.0,25.0,2.0,XXX,XX,XX,   Ward No-02 Total,1381,563,729,260,652,303,71.0,73.7,68.3,00111
77.0,25.0,3.0,XXX,XX,XX,   Ward No-03 Total,1113,275,581,118,532,157,80.2,83.1,77.2,00111
77.0,25.0,4.0,XXX,XX,XX,   Ward No-04 Total,1041,479,544,221,497,258,68.5,71.1,65.8,00111
77.0,25.0,5.0,XXX,XX,XX,   Ward No-05 Total,860,721,455,339,405,382,54.4,57.3,51.5,00111
77.0,25.0,6.0,XXX,XX,XX,   Ward No-06 Total,911,227,473,93,438,134,80.1,83.6,76.6,00111
77.0,25.0,7.0,XXX,XX,XX,   Ward No-07 Total,753,332,392,153,361,179,69.4,71.9,66.9,00111
77.0,25.0,8.0,XXX,XX,XX,   Ward No-08 Total,797,431,410,186,387,245,64.9,68.8,61.2,00111
77.0,25.0,9.0,XXX,XX,XX,   Ward No-09 Total,786,606,402,277,384,329,56.5,59.2,53.9,00111
77.0,25.0,12.0,XXX,XX,XX,   Bara Shashi Union Total,13621,9837,6938,4712,6683,5125,58.1,59.6,56.6,00111
77.0,25.0,14.0,XXX,XX,XX,   Benghari Banagram Union Total,10221,9707,5431,4728,4790,4979,51.3,53.5,49.0,00111
77.0,25.0,21.0,XXX,XX,XX,   Boda Union Total,6968,4985,3733,2245,3235,2740,58.3,62.4,54.1,00111
77.0,25.0,29.0,XXX,XX,XX,   Chandanbari Union Total,7565,9605,3992,4544,3573,5061,44.1,46.8,41.4,00111
77.0,25.0,51.0,XXX,XX,XX,   Jhalaishalsiri Union Total,8164,7997,4447,3615,3717,4382,50.5,55.2,45.9,00111
77.0,25.0,58.0,XXX,XX,XX,   Kajal Dighi Kaliganj Union Total,9508,11887,4900,5704,4608,6183,44.4,46.2,42.7,00111
77.0,25.0,73.0,XXX,XX,XX,Maidan Dighi Union Total,11218,8383,6202,3732,5016,4651,57.2,62.4,51.9,00111
77.0,25.0,80.0,XXX,XX,XX,   Marea Bamanhat Union Total,8613,10071,4684,4726,3929,5345,46.1,49.8,42.4,00111
77.0,25.0,87.0,XXX,XX,XX,   Panchpir Union Total,9100,8310,4895,3792,4205,4518,52.3,56.3,48.2,00111
77.0,25.0,94.0,XXX,XX,XX,   Sakoa Union Total,7676,9056,4059,4276,3617,4780,45.9,48.7,43.1,00111
77.0,34.0,XX.0,XXX,XX,XX,Debiganj Upazila Total,89436,98111,47962,45944,41474,52167,47.7,51.1,44.3,00111
77.0,34.0,19.0,XXX,XX,XX,   Chilahati Union Total,11285,10073,5836,4782,5449,5291,52.8,55.0,50.7,00111
77.0,34.0,28.0,XXX,XX,XX,   Dandapal Union Total,9298,8057,5015,3635,4283,4422,53.6,58.0,49.2,00111
77.0,34.0,38.0,XXX,XX,XX,   Debidoba Union Total,9330,9299,5171,4235,4159,5064,50.1,55.0,45.1,00111
77.0,34.0,47.0,XXX,XX,XX,Debiganj Union Total,12557,11544,6747,5376,5810,6168,52.1,55.7,48.5,00111
77.0,34.0,53.0,XXX,XX,XX,   Hazradanga Union Total,7415,8234,3992,3815,3423,4419,47.4,51.1,43.6,00111
77.0,34.0,57.0,XXX,XX,XX,   Pamuli Union Total,5997,7873,3224,3761,2773,4112,43.2,46.2,40.3,00111
77.0,34.0,66.0,XXX,XX,XX,   Saldanga Union Total,6567,8718,3416,4150,3151,4568,43.0,45.1,40.8,00111
77.0,34.0,76.0,XXX,XX,XX,   Mallikadaha Union Total,9291,14689,5095,6995,4196,7694,38.7,42.1,35.3,00111
77.0,34.0,85.0,XXX,XX,XX,   Sundar Dighi Union Total,8828,8192,4803,3703,4025,4489,51.9,56.5,47.3,00111
77.0,34.0,95.0,XXX,XX,XX,   Tepriganj Union Total,8868,11432,4663,5492,4205,5940,43.7,45.9,41.4,00111
77.0,73.0,XX.0,XXX,XX,XX,Panchagarh Sadar Upazila Total,120978,106476,64160,50093,56818,56383,53.2,56.2,50.2,00111
77.0,73.0,1.0,XXX,XX,XX,   Ward No-01 Total,5276,1531,2719,667,2557,864,77.5,80.3,74.7,00111
77.0,73.0,2.0,XXX,XX,XX,   Ward No-02 Total,2915,1900,1522,910,1393,990,60.5,62.6,58.5,00111
77.0,73.0,3.0,XXX,XX,XX,   Ward No-03 Total,3836,716,2034,261,1802,455,84.3,88.6,79.8,00111
77.0,73.0,4.0,XXX,XX,XX,   Ward No-04 Total,2980,1781,1569,832,1411,949,62.6,65.3,59.8,00111
77.0,73.0,5.0,XXX,XX,XX,   Ward No-05 Total,3124,1931,1651,958,1473,973,61.8,63.3,60.2,00111
77.0,73.0,6.0,XXX,XX,XX,   Ward No-06 Total,2527,825,1356,361,1171,464,75.4,79.0,71.6,00111
77.0,73.0,7.0,XXX,XX,XX,   Ward No-07 Total,2473,822,1388,363,1085,459,75.1,79.3,70.3,00111
77.0,73.0,8.0,XXX,XX,XX,   Ward No-08 Total,2012,628,1096,251,916,377,76.2,81.4,70.8,00111
77.0,73.0,9.0,XXX,XX,XX,   Ward No-09 Total,2640,1599,1391,741,1249,858,62.3,65.2,59.3,00111
77.0,73.0,11.0,XXX,XX,XX,   Amarkhana Union Total,8675,10311,4594,4907,4081,5404,45.7,48.4,43.0,00111
77.0,73.0,23.0,XXX,XX,XX,   Chaklarhat Union Total,9236,9526,4753,4399,4483,5127,49.2,51.9,46.6,00111
77.0,73.0,35.0,XXX,XX,XX,   Hafizabad Union Total,8325,8091,4345,3776,3980,4315,50.7,53.5,48.0,00111
77.0,73.0,36.0,XXX,XX,XX,Dhakkamara Union Total,12640,8906,6697,4070,5943,4836,58.7,62.2,55.1,00111
77.0,73.0,43.0,XXX,XX,XX,   Garinabari Union Total,9646,7709,5280,3558,4366,4151,55.6,59.7,51.3,00111
77.0,73.0,47.0,XXX,XX,XX,   Haribhasa Union Total,9738,12307,5077,5851,4661,6456,44.2,46.5,41.9,00111
77.0,73.0,59.0,XXX,XX,XX,   Kamat Kajal Dighi Union Total,7193,6679,3768,3225,3425,3454,51.9,53.9,49.8,00111
77.0,73.0,65.0,XXX,XX,XX,   Magura Union Total,7447,6813,4097,3181,3350,3632,52.2,56.3,48.0,00111
77.0,73.0,71.0,XXX,XX,XX,   Panchagarh Union Total,10816,11071,5711,5357,5105,5714,49.4,51.6,47.2,00111
77.0,73.0,83.0,XXX,XX,XX,   Satmara Union Total,9479,13330,5112,6425,4367,6905,41.6,44.3,38.7,00111
77.0,90.0,XX.0,XXX,XX,XX,Tentulia Upazila Total,49304,54899,26215,26372,23089,28527,47.3,49.9,44.7,00111
77.0,90.0,13.0,XXX,XX,XX,   Banglabandha Union Total,6024,6476,3253,3189,2771,3287,48.2,50.5,45.7,00111
77.0,90.0,27.0,XXX,XX,XX,   Bhojanpur Union Total,6442,7339,3533,3500,2909,3839,46.7,50.2,43.1,00111
77.0,90.0,40.0,XXX,XX,XX,   Debnagar Union Total,8478,10374,4604,4984,3874,5390,45.0,48.0,41.8,00111
77.0,90.0,54.0,XXX,XX,XX,   Buraburi Union Total,4438,5267,2421,2464,2017,2803,45.7,49.6,41.8,00111
77.0,90.0,67.0,XXX,XX,XX,   Salbahan Union Total,8641,8717,4495,4164,4146,4553,49.8,51.9,47.7,00111
77.0,90.0,81.0,XXX,XX,XX,Tentulia Union Total,8431,8683,4315,4215,4116,4468,49.3,50.6,47.9,00111
77.0,90.0,94.0,XXX,XX,XX,   Tirnaihat Union Total,6850,8043,3594,3856,3256,4187,46.0,48.2,43.7,00111
85.0,XX.0,XX.0,XXX,XX,XX,Rangpur Zila Total,1189363,1260440,626682,596208,562681,664232,48.5,51.2,45.9,00111
85.0,3.0,XX.0,XXX,XX,XX,Badarganj Upazila Total,103638,137426,54235,66206,49403,71220,43.0,45.0,41.0,00111
85.0,3.0,1.0,XXX,XX,XX,  Ward No-01 Total,1642,1429,867,655,775,774,53.5,57.0,50.0,00111
85.0,3.0,2.0,XXX,XX,XX,  Ward No-02 Total,1701,830,930,398,771,432,67.2,70.0,64.1,00111
85.0,3.0,3.0,XXX,XX,XX,  Ward No-03 Total,1292,779,697,371,595,408,62.4,65.3,59.3,00111
85.0,3.0,4.0,XXX,XX,XX,  Ward No-04 Total,1506,906,786,456,720,450,62.4,63.3,61.5,00111
85.0,3.0,5.0,XXX,XX,XX,  Ward No-05 Total,1346,1319,742,618,604,701,50.5,54.6,46.3,00111
85.0,3.0,6.0,XXX,XX,XX,  Ward No-06 Total,1001,972,526,441,475,531,50.7,54.4,47.2,00111
85.0,3.0,7.0,XXX,XX,XX,  Ward No-07 Total,2135,1092,1162,454,973,638,66.2,71.9,60.4,00111
85.0,3.0,8.0,XXX,XX,XX,  Ward No-08 Total,1067,845,622,386,445,459,55.8,61.7,49.2,00111
85.0,3.0,9.0,XXX,XX,XX,  Ward No-09 Total,899,969,491,452,408,517,48.1,52.1,44.1,00111
85.0,3.0,16.0,XXX,XX,XX,  Kalu Para Union Total,7259,9116,3814,4366,3445,4750,44.3,46.6,42.0,00111
85.0,3.0,18.0,XXX,XX,XX,  Bishnupur Union Total,9915,14850,5222,7115,4693,7735,40.0,42.3,37.8,00111
85.0,3.0,25.0,XXX,XX,XX,  Damodarpur Union Total,8322,15260,4332,7509,3990,7751,35.3,36.6,34.0,00111
85.0,3.0,31.0,XXX,XX,XX,  '  Gopalpur' Union Total,9598,14133,4878,7023,4720,7110,40.4,41.0,39.9,00111
85.0,3.0,37.0,XXX,XX,XX,  Gopinathpur Union Total,10428,10506,5383,4916,5045,5590,49.8,52.3,47.4,00111
85.0,3.0,63.0,XXX,XX,XX,  Kutubpur Union Total,7431,12139,3868,5871,3563,6268,38.0,39.7,36.2,00111
85.0,3.0,69.0,XXX,XX,XX,  Lohani Para Union Total,9548,11064,5015,5256,4533,5808,46.3,48.8,43.8,00111
85.0,3.0,75.0,XXX,XX,XX,  Madhupur Union Total,10023,15776,5327,7630,4696,8146,38.9,41.1,36.6,00111
85.0,3.0,82.0,XXX,XX,XX,  Radhanagar Union Total,7607,11696,3939,5616,3668,6080,39.4,41.2,37.6,00111
85.0,3.0,88.0,XXX,XX,XX,  Ramnathpur Union Total,10918,13745,5634,6673,5284,7072,44.3,45.8,42.8,00111
85.0,27.0,XX.0,XXX,XX,XX,Gangachara Upazila Total,106811,140585,57490,66721,49321,73864,43.2,46.3,40.0,00111
85.0,27.0,16.0,XXX,XX,XX,  Alam Biditar Union Total,10819,17312,5975,8054,4844,9258,38.5,42.6,34.3,00111
85.0,27.0,19.0,XXX,XX,XX,  Barabil Union Total,14096,19396,7334,9308,6762,10088,42.1,44.1,40.1,00111
85.0,27.0,21.0,XXX,XX,XX,  Betgari Union Total,7936,12930,4367,6197,3569,6733,38.0,41.3,34.6,00111
85.0,27.0,31.0,XXX,XX,XX,Gangachara Union Total,19016,14571,10184,6740,8832,7831,56.6,60.2,53.0,00111
85.0,27.0,42.0,XXX,XX,XX,  Gajaghanta Union Total,13366,13929,6817,6576,6549,7353,49.0,50.9,47.1,00111
85.0,27.0,52.0,XXX,XX,XX,  Khaleya Union Total,10008,12438,5296,5917,4712,6521,44.6,47.2,41.9,00111
85.0,27.0,63.0,XXX,XX,XX,  Kolkanda Union Total,9257,14071,5181,6682,4076,7389,39.7,43.7,35.6,00111
85.0,27.0,73.0,XXX,XX,XX,  Lakshmitari Union Total,8256,9109,4472,4318,3784,4791,47.5,50.9,44.1,00111
85.0,27.0,77.0,XXX,XX,XX,  Nohali Union Total,7319,12413,4209,5930,3110,6483,37.1,41.5,32.4,00111
85.0,27.0,84.0,XXX,XX,XX,  Marania Union Total,6738,14416,3655,6999,3083,7417,31.9,34.3,29.4,00111
85.0,42.0,XX.0,XXX,XX,XX,Kaunia Upazila Total,81210,112703,42781,52613,38429,60090,41.9,44.8,39.0,00111
85.0,42.0,1.0,XXX,XX,XX,  Ward No-01 Total,2776,3178,1433,1384,1343,1794,46.6,50.9,42.8,00111
85.0,42.0,2.0,XXX,XX,XX,  Ward No-02 Total,2183,2551,1131,1114,1052,1437,46.1,50.4,42.3,00111
85.0,42.0,3.0,XXX,XX,XX,  Ward No-03 Total,1792,2581,991,1197,801,1384,41.0,45.3,36.7,00111
85.0,42.0,4.0,XXX,XX,XX,  Ward No-04 Total,2679,2466,1415,1117,1264,1349,52.1,55.9,48.4,00111
85.0,42.0,5.0,XXX,XX,XX,  Ward No-05 Total,3167,4535,1672,2109,1495,2426,41.1,44.2,38.1,00111
85.0,42.0,6.0,XXX,XX,XX,  Ward No-06 Total,3286,3998,1735,1867,1551,2131,45.1,48.2,42.1,00111
85.0,42.0,7.0,XXX,XX,XX,  Ward No-07 Total,2287,4188,1210,1933,1077,2255,35.3,38.5,32.3,00111
85.0,42.0,8.0,XXX,XX,XX,  Ward No-08 Total,1550,3446,843,1602,707,1844,31.0,34.5,27.7,00111
85.0,42.0,9.0,XXX,XX,XX,  Ward No-09 Total,1958,3745,1043,1705,915,2040,34.3,38.0,31.0,00111
85.0,42.0,23.0,XXX,XX,XX,  Haragachh Union Total,5779,12741,3154,6076,2625,6665,31.2,34.2,28.3,00111
85.0,42.0,27.0,XXX,XX,XX,  Kaunia '  Bala Para' Union Total,13619,15393,7141,7136,6478,8257,46.9,50.0,44.0,00111
85.0,42.0,40.0,XXX,XX,XX,  Kursha Union Total,14712,15059,7722,7005,6990,8054,49.4,52.4,46.5,00111
85.0,42.0,54.0,XXX,XX,XX,  Sarai Union Total,7595,10655,3958,5163,3637,5492,41.6,43.4,39.8,00111
85.0,42.0,67.0,XXX,XX,XX,  Shahidbagh Union Total,6052,9544,3193,4518,2859,5026,38.8,41.4,36.3,00111
85.0,42.0,81.0,XXX,XX,XX,  Tepa Madhupur Union Total,11775,18623,6140,8687,5635,9936,38.7,41.4,36.2,00111
85.0,49.0,XX.0,XXX,XX,XX,Rangpur Sadar Upazila Total,378347,242003,201480,115318,176867,126685,61.0,63.6,58.3,00111
85.0,49.0,1.0,XXX,XX,XX,  Ward No-01 Total,12610,3876,7277,1937,5333,1939,76.5,79.0,73.3,00111
85.0,49.0,2.0,XXX,XX,XX,  Ward No-02 Total,20918,8255,10953,3741,9965,4514,71.7,74.5,68.8,00111
85.0,49.0,3.0,XXX,XX,XX,  Ward No-03 Total,13974,2460,6756,935,7218,1525,85.0,87.8,82.6,00111
85.0,49.0,4.0,XXX,XX,XX,  Ward No-04 Total,13777,3860,6989,1730,6788,2130,78.1,80.2,76.1,00111
85.0,49.0,5.0,XXX,XX,XX,  Ward No-05 Total,12279,2759,6448,1115,5831,1644,81.7,85.3,78.0,00111
85.0,49.0,6.0,XXX,XX,XX,  Ward No-06 Total,11650,2797,6354,1213,5296,1584,80.6,84.0,77.0,00111
85.0,49.0,7.0,XXX,XX,XX,  Ward No-07 Total,13955,4925,7754,2338,6201,2587,73.9,76.8,70.6,00111
85.0,49.0,8.0,XXX,XX,XX,  Ward No-08 Total,11420,6449,6538,3190,4882,3259,63.9,67.2,60.0,00111
85.0,49.0,9.0,XXX,XX,XX,  Ward No-09 Total,8785,3110,4608,1342,4177,1768,73.9,77.4,70.3,00111
85.0,49.0,10.0,XXX,XX,XX,  Ward No-10 Total,14092,4525,7148,1975,6944,2550,75.7,78.4,73.1,00111
85.0,49.0,11.0,XXX,XX,XX,  Ward No-11 Total,9362,6455,4828,2930,4534,3525,59.2,62.2,56.3,00111
85.0,49.0,12.0,XXX,XX,XX,  Ward No-12 Total,11163,6976,5907,3292,5256,3684,61.5,64.2,58.8,00111
85.0,49.0,13.0,XXX,XX,XX,  Ward No-13 Total,18422,7911,10964,3698,7458,4213,70.0,74.8,63.9,00111
85.0,49.0,14.0,XXX,XX,XX,  Ward No-14 Total,7428,4635,3908,2146,3520,2489,61.6,64.6,58.6,00111
85.0,49.0,15.0,XXX,XX,XX,  Ward No-15 Total,6368,5147,3316,2481,3052,2666,55.3,57.2,53.4,00111
85.0,49.0,17.0,XXX,XX,XX,  Chandanpat Union Total,13629,15277,6817,7661,6812,7616,47.1,47.1,47.2,00111
85.0,49.0,19.0,XXX,XX,XX,  Darshana Union Total,12424,8454,6541,4022,5883,4432,59.5,61.9,57.0,00111
85.0,49.0,23.0,XXX,XX,XX,  Haridebpur Union Total,16357,18241,8440,8810,7917,9431,47.3,48.9,45.6,00111
85.0,49.0,31.0,XXX,XX,XX,  Mominpur Union Total,10131,15639,5371,7554,4760,8085,39.3,41.6,37.1,00111
85.0,49.0,39.0,XXX,XX,XX,  Pashuram Union Total,21750,13274,11445,6331,10305,6943,62.1,64.4,59.7,00111
85.0,49.0,47.0,XXX,XX,XX,  Rajendrapur Union Total,15855,13828,8396,6614,7459,7214,53.4,55.9,50.8,00111
85.0,49.0,63.0,XXX,XX,XX,  Sadya Pushkarni Union Total,15634,20767,7738,10461,7896,10306,42.9,42.5,43.4,00111
85.0,49.0,71.0,XXX,XX,XX,  Satgara Union Total,17233,12179,8811,5922,8422,6257,58.6,59.8,57.4,00111
85.0,49.0,79.0,XXX,XX,XX,  Tamphat Union Total,20757,14059,11017,6644,9740,7415,59.6,62.4,56.8,00111
85.0,49.0,87.0,XXX,XX,XX,  Tapodhan Union Total,23396,20600,12310,9888,11086,10712,53.2,55.5,50.9,00111
85.0,49.0,94.0,XXX,XX,XX,  Uttam Union Total,19269,15342,10250,7279,9019,8063,55.7,58.5,52.8,00111
85.0,58.0,XX.0,XXX,XX,XX,Mithapukur Upazila Total,199946,234347,103268,111203,96678,123144,46.0,48.2,44.0,00111
85.0,58.0,17.0,XXX,XX,XX,  Balua Masimpur Union Total,8535,10304,4343,4969,4192,5335,45.3,46.6,44.0,00111
85.0,58.0,21.0,XXX,XX,XX,  Barabala Union Total,6868,10449,3740,4830,3128,5619,39.7,43.6,35.8,00111
85.0,58.0,26.0,XXX,XX,XX,  Bara Hazratpur Union Total,12572,15021,6549,7060,6023,7961,45.6,48.1,43.1,00111
85.0,58.0,32.0,XXX,XX,XX,  Balarhat Union Total,9236,10314,4676,4544,4560,5770,47.2,50.7,44.1,00111
85.0,58.0,37.0,XXX,XX,XX,  Bhangni Union Total,10729,12461,5617,5838,5112,6623,46.3,49.0,43.6,00111
85.0,58.0,43.0,XXX,XX,XX,  Chengmari Union Total,9736,14057,4957,6658,4779,7399,40.9,42.7,39.2,00111
85.0,58.0,49.0,XXX,XX,XX,Durgapur Union Total,25135,18587,13330,8797,11805,9790,57.5,60.2,54.7,00111
85.0,58.0,54.0,XXX,XX,XX,  Emadpur Union Total,13354,21558,7098,9945,6256,11613,38.3,41.6,35.0,00111
85.0,58.0,60.0,XXX,XX,XX,  '  Gopalpur' Union Total,7881,10498,3943,5013,3938,5485,42.9,44.0,41.8,00111
85.0,58.0,62.0,XXX,XX,XX,  Kafrikhal Union Total,14960,17425,7602,8451,7358,8974,46.2,47.4,45.1,00111
85.0,58.0,65.0,XXX,XX,XX,  Khoragachh Union Total,11060,13821,5511,6659,5549,7162,44.5,45.3,43.7,00111
85.0,58.0,67.0,XXX,XX,XX,  Latifpur Union Total,14155,15501,7149,7720,7006,7781,47.7,48.1,47.4,00111
85.0,58.0,72.0,XXX,XX,XX,  Milanpur Union Total,7625,9957,4016,4838,3609,5119,43.4,45.4,41.3,00111
85.0,58.0,78.0,XXX,XX,XX,  Mirzapur Union Total,12154,15518,6459,7355,5695,8163,43.9,46.8,41.1,00111
85.0,58.0,83.0,XXX,XX,XX,  Mayenpur Union Total,9967,13106,4993,6250,4974,6856,43.2,44.4,42.0,00111
85.0,58.0,89.0,XXX,XX,XX,  Pairaband Union Total,13507,13438,6973,6347,6534,7091,50.1,52.3,48.0,00111
85.0,58.0,94.0,XXX,XX,XX,  Rani Pukur Union Total,12472,12332,6312,5929,6160,6403,50.3,51.6,49.0,00111
85.0,73.0,XX.0,XXX,XX,XX,Pirgachha Upazila Total,119473,148373,62626,67606,56847,80767,44.6,48.1,41.3,00111
85.0,73.0,17.0,XXX,XX,XX,  Annadanagar Union Total,12576,13791,6412,6253,6164,7538,47.7,50.6,45.0,00111
85.0,73.0,19.0,XXX,XX,XX,  Chhaola Union Total,12753,22320,6928,10241,5825,12079,36.4,40.4,32.5,00111
85.0,73.0,28.0,XXX,XX,XX,  Itakumari Union Total,10239,12506,5336,5734,4903,6772,45.0,48.2,42.0,00111
85.0,73.0,38.0,XXX,XX,XX,  Kaikuri Union Total,12807,16860,6621,7467,6186,9393,43.2,47.0,39.7,00111
85.0,73.0,47.0,XXX,XX,XX,  Kalyani Union Total,11169,11576,5806,5534,5363,6042,49.1,51.2,47.0,00111
85.0,73.0,57.0,XXX,XX,XX,  Kandi Union Total,10564,12874,5432,5722,5132,7152,45.1,48.7,41.8,00111
85.0,73.0,66.0,XXX,XX,XX,  '  Parul' Union Total,13857,20196,7285,9551,6572,10645,40.7,43.3,38.2,00111
85.0,73.0,76.0,XXX,XX,XX,Pirgachha Union Total,21128,17510,11122,7860,10006,9650,54.7,58.6,50.9,00111
85.0,73.0,85.0,XXX,XX,XX,  Tambulpur Union Total,14380,20740,7684,9244,6696,11496,40.9,45.4,36.8,00111
85.0,76.0,XX.0,XXX,XX,XX,Pirganj Upazila Total,148192,178486,77178,84626,71014,93860,45.4,47.7,43.1,00111
85.0,76.0,16.0,XXX,XX,XX,  Bara Alampur Union Total,6804,10699,3520,5262,3284,5437,38.9,40.1,37.7,00111
85.0,76.0,22.0,XXX,XX,XX,  '  Bara Dargah' Union Total,11400,11434,5918,5425,5482,6009,49.9,52.2,47.7,00111
85.0,76.0,28.0,XXX,XX,XX,  Bhendabari Union Total,8278,9079,4220,4242,4058,4837,47.7,49.9,45.6,00111
85.0,76.0,35.0,XXX,XX,XX,  Chaitrakul Union Total,10679,8497,5438,4073,5241,4424,55.7,57.2,54.2,00111
85.0,76.0,41.0,XXX,XX,XX,  Chatra Union Total,11156,12034,5891,5677,5265,6357,48.1,50.9,45.3,00111
85.0,76.0,47.0,XXX,XX,XX,  Kabilpur Union Total,11337,14405,6002,6776,5335,7629,44.0,47.0,41.2,00111
85.0,76.0,54.0,XXX,XX,XX,  Kumedpur Union Total,8786,9478,4518,4401,4268,5077,48.1,50.7,45.7,00111
85.0,76.0,56.0,XXX,XX,XX,  Madankhali Union Total,8262,11698,4298,5750,3964,5948,41.4,42.8,40.0,00111
85.0,76.0,58.0,XXX,XX,XX,  Mithapur Union Total,9741,14977,5014,7236,4727,7741,39.4,40.9,37.9,00111
85.0,76.0,63.0,XXX,XX,XX,  Panchgachha Union Total,8456,12305,4316,5625,4140,6680,40.7,43.4,38.3,00111
85.0,76.0,69.0,XXX,XX,XX,Pirganj Union Total,15448,14695,8083,6976,7365,7719,51.2,53.7,48.8,00111
85.0,76.0,75.0,XXX,XX,XX,Roypur Union Total,8373,11133,4437,5351,3936,5782,42.9,45.3,40.5,00111
85.0,76.0,82.0,XXX,XX,XX,  Ramnathpur Union Total,12269,17749,6677,8206,5592,9543,40.9,44.9,36.9,00111
85.0,76.0,88.0,XXX,XX,XX,  Shanerhat Union Total,8240,12527,4249,5895,3991,6632,39.7,41.9,37.6,00111
85.0,76.0,95.0,XXX,XX,XX,  Tukuria Union Total,8963,7776,4597,3731,4366,4045,53.5,55.2,51.9,00111
85.0,92.0,XX.0,XXX,XX,XX,Taraganj Upazila Total,51746,66517,27624,31915,24122,34602,43.8,46.4,41.1,00111
85.0,92.0,25.0,XXX,XX,XX,  Alampur Union Total,9306,10926,4980,5274,4326,5652,46.0,48.6,43.4,00111
85.0,92.0,47.0,XXX,XX,XX,  Ekarchali Union Total,10182,12927,5494,6163,4688,6764,44.1,47.1,40.9,00111
