ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
78,76.0,81.0,XXX,XX,01,  Mirzaganj Union,14669,9.6,13.0,12.4,8.2,6.5,6.8,24.5,8.1,4.1,6.8,00110
78,95.0,XX.0,XXX,XX,01,  Patuakhali Sadar Upazila,246625,10.2,13.5,12.8,8.0,7.3,8.0,23.3,7.3,3.5,6.0,00110
78,95.0,27.0,XXX,XX,01,  Jainkati Union,12677,10.6,14.2,12.5,7.1,7.7,8.0,23.0,7.2,3.5,6.2,00110
06,XX.0,XX.0,XXX,XX,01, Barisal Zila,1805294,10.2,13.5,13.4,8.7,7.4,7.6,22.6,7.0,3.5,6.2,00110
06,2.0,XX.0,XXX,XX,01,  Agailjhara Upazila,138599,9.2,12.5,13.1,9.1,7.7,7.9,23.6,7.1,3.2,6.6,00110
06,2.0,15.0,XXX,XX,01,  Bakal Union,22218,9.1,12.6,12.1,8.8,7.4,8.3,25.0,7.2,3.3,6.1,00110
06,2.0,47.0,XXX,XX,01,  Gaila Union,24969,9.3,11.7,12.5,9.5,8.5,7.9,23.7,7.0,3.1,6.8,00110
06,3.0,XX.0,XXX,XX,01,  Babuganj Upazila,130514,9.1,11.9,13.4,9.6,7.3,7.4,23.4,7.3,3.8,6.7,00110
06,3.0,81.0,XXX,XX,01,  Rahmatpur Union,14512,8.7,11.6,13.4,9.1,7.9,8.2,24.8,7.3,3.5,5.4,00110
06,7.0,XX.0,XXX,XX,01,  Bakerganj Upazila,294353,10.0,13.3,13.3,8.3,6.7,7.3,23.3,7.6,3.7,6.4,00110
06,7.0,12.0,XXX,XX,01,  Bhar Pasha Union,15333,9.8,12.8,13.7,8.5,6.3,6.8,23.0,7.9,3.9,7.3,00110
06,7.0,94.0,XXX,XX,01,  Rangasree Union,32190,10.3,12.8,13.6,8.3,7.2,7.3,23.5,7.2,3.4,6.4,00110
06,10.0,XX.0,XXX,XX,01,  Banari Para Upazila,131306,9.4,12.2,13.0,8.5,7.6,7.8,24.1,7.3,3.4,6.7,00110
06,10.0,42.0,XXX,XX,01,  Chakhar Union,12927,8.4,12.1,14.1,9.4,7.2,7.2,23.6,7.4,3.7,6.9,00110
06,10.0,63.0,XXX,XX,01,  Salia Bakpur Union,16158,9.5,11.6,13.1,8.6,7.2,7.7,24.7,7.4,3.5,6.8,00110
06,32.0,XX.0,XXX,XX,01,  Gaurnadi Upazila,146148,9.4,12.6,13.0,8.9,8.1,8.1,22.9,7.0,3.5,6.5,00110
06,36.0,XX.0,XXX,XX,01,  Hizla Upazila,131893,12.4,16.4,14.0,8.5,7.6,7.6,19.6,5.9,3.1,5.0,00110
06,36.0,13.0,XXX,XX,01,  Bara Jalia Union,17459,10.4,14.5,14.4,9.9,8.6,7.7,19.8,6.0,3.2,5.6,00110
06,51.0,XX.0,XXX,XX,01,  Barisal Sadar Upazila,187709,9.6,12.7,13.2,9.1,8.1,8.2,23.3,6.8,3.4,5.7,00110
06,51.0,34.0,XXX,XX,01,  Char Baria Union,19255,8.1,10.8,12.2,9.4,9.0,9.3,26.1,7.1,3.2,4.7,00110
06,51.0,43.0,XXX,XX,01,  Char Kowa Union,22851,9.4,12.6,12.5,9.0,8.2,8.5,23.8,6.8,3.2,6.0,00110
06,62.0,XX.0,XXX,XX,01,  Mehendiganj Upazila,267244,11.5,15.4,13.7,8.5,7.1,7.4,21.1,6.6,3.5,5.2,00110
06,62.0,87.0,XXX,XX,01,  Mehendiganj Union,11302,11.0,14.9,14.7,8.9,7.1,7.7,19.7,6.7,3.3,5.9,00110
06,69.0,XX.0,XXX,XX,01,  Muladi Upazila,154285,11.2,15.3,14.2,8.3,6.6,6.7,20.9,6.9,3.6,6.4,00110
06,94.0,XX.0,XXX,XX,01,  Wazirpur Upazila,223243,9.5,12.5,13.0,9.0,7.6,7.7,23.3,7.1,3.6,6.7,00110
06,94.0,31.0,XXX,XX,01,  Guthia Union,22542,9.6,11.8,12.6,8.9,8.2,7.6,23.5,7.0,3.7,7.1,00110
06,94.0,84.0,XXX,XX,01,  Shikarpur Union,19585,8.7,11.1,12.4,9.5,8.6,8.6,24.0,7.2,3.5,6.4,00110
79,XX.0,XX.0,XXX,XX,01, Pirojpur Zila,930626,9.8,12.5,12.1,8.4,7.8,8.0,24.0,7.4,3.4,6.7,00110
79,14.0,XX.0,XXX,XX,01,  Bhandaria Upazila,122899,10.4,13.2,13.1,8.5,7.2,7.5,23.2,7.1,3.5,6.4,00110
79,14.0,11.0,XXX,XX,01,  Bhandaria Union,5146,10.3,11.9,13.3,9.4,7.0,7.5,23.4,7.1,3.1,7.1,00110
79,14.0,71.0,XXX,XX,01,  Nudmulla Union,17731,10.9,13.6,13.5,7.7,7.3,7.1,23.4,7.0,3.6,6.1,00110
79,47.0,XX.0,XXX,XX,01,  Kawkhali Upazila,60489,8.9,11.9,12.2,8.9,8.0,8.1,24.3,7.6,3.3,6.9,00110
79,47.0,15.0,XXX,XX,01,  Amrajuri Union,5500,8.5,11.4,10.6,7.8,8.5,8.8,26.2,8.5,3.0,6.7,00110
79,47.0,47.0,XXX,XX,01,  Kawkhali Union,19153,9.1,11.9,11.9,8.9,7.6,7.9,24.8,7.8,3.2,6.9,00110
79,58.0,XX.0,XXX,XX,01,  Mathbaria Upazila,233990,9.9,12.4,11.3,7.5,8.2,8.6,24.4,7.6,3.6,6.6,00110
79,58.0,60.0,XXX,XX,01,  Mathbaria Union,11591,10.0,13.3,11.3,7.9,7.6,8.1,23.6,7.5,3.6,7.1,00110
79,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,175678,9.9,12.6,12.1,8.6,7.8,8.0,23.8,7.3,3.4,6.5,00110
79,76.0,52.0,XXX,XX,01,  Nazirpur Union,14625,11.2,13.6,11.5,8.5,8.1,7.9,22.2,6.7,3.3,7.0,00110
79,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,103414,9.7,12.8,12.4,8.5,7.4,7.8,24.0,7.3,3.3,6.9,00110
79,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,163008,9.0,11.2,12.0,9.1,7.9,7.9,24.8,7.6,3.4,7.1,00110
79,87.0,76.0,XXX,XX,01,  Sohagdal Union,17879,9.0,11.1,13.5,10.3,8.3,8.0,24.2,6.5,2.8,6.3,00110
79,87.0,85.0,XXX,XX,01,  Sutiakati Union,15586,9.9,11.5,12.4,9.8,8.8,8.1,23.8,6.7,3.1,6.1,00110
79,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,10557,9.9,11.5,12.6,8.8,7.9,8.5,23.4,7.1,3.2,7.3,00110
79,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,71148,10.6,13.9,13.2,8.1,7.2,7.6,23.1,6.7,3.3,6.3,00110
79,90.0,51.0,XXX,XX,01,  Pattashi Union,22261,10.3,13.9,12.6,8.3,7.2,7.4,23.3,6.9,3.3,6.7,00110
09,XX.0,XX.0,XXX,XX,01, Bhola Zila,1533478,12.3,15.6,13.5,8.3,7.9,8.4,20.6,5.7,2.9,4.8,00110
09,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,343277,12.3,15.7,14.0,8.5,7.5,7.9,20.5,5.7,3.0,4.9,00110
09,18.0,12.0,XXX,XX,01,  Alinagar Union,15929,10.8,13.2,14.8,9.6,8.4,7.7,21.1,5.8,3.1,5.5,00110
09,18.0,14.0,XXX,XX,01,  Bapta Union,5634,12.5,15.0,12.0,8.8,8.5,9.1,21.5,5.4,2.7,4.6,00110
09,18.0,36.0,XXX,XX,01,  Dhania Union,24113,10.9,14.2,14.1,9.5,7.7,8.0,21.1,6.2,3.2,5.0,00110
09,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,195459,11.7,15.0,13.6,8.6,7.6,7.7,21.3,6.3,3.1,5.0,00110
09,21.0,16.0,XXX,XX,01,  Bara Manika Union,27046,12.1,15.4,13.7,8.5,7.3,7.6,21.1,6.5,2.9,5.0,00110
09,21.0,57.0,XXX,XX,01,  Kutba Union,6833,10.9,13.8,14.4,8.7,7.0,7.9,22.0,6.2,3.1,6.0,00110
09,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,413522,12.8,15.9,13.6,8.2,8.1,8.9,19.6,5.4,2.8,4.8,00110
09,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,151839,12.1,15.2,13.9,9.0,7.8,7.8,20.8,5.8,2.9,4.6,00110
09,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,247823,12.4,15.7,13.0,7.9,7.9,8.6,21.0,5.8,3.1,4.7,00110
09,65.0,XX.0,XXX,XX,01,  Manpura Upazila,75559,13.1,15.8,12.6,7.9,8.5,9.9,20.7,4.7,2.6,4.3,00110
09,65.0,23.0,XXX,XX,01,  Hajirhat Union,24467,12.1,15.5,13.2,8.7,8.2,9.6,20.8,4.6,2.7,4.6,00110
09,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,105999,11.6,15.1,12.1,8.1,8.1,9.2,22.8,5.8,2.7,4.5,00110
09,91.0,57.0,XXX,XX,01,  Chandpur Union,21866,11.0,12.7,12.5,9.0,8.7,9.2,22.7,5.8,3.2,5.2,00110
04,XX.0,XX.0,XXX,XX,01, Barguna Zila,789687,10.0,12.6,11.6,6.9,7.7,9.0,25.2,7.4,3.5,6.1,00110
04,9.0,XX.0,XXX,XX,01,  Amtali Upazila,248994,10.4,13.3,11.8,6.4,7.7,9.0,24.9,7.2,3.4,5.9,00110
04,9.0,13.0,XXX,XX,01,  Amtali Union,19658,10.1,12.6,10.8,6.1,8.2,10.0,25.5,7.6,3.3,5.9,00110
04,19.0,XX.0,XXX,XX,01,  Bamna Upazila,71820,9.7,12.6,10.9,7.4,8.0,9.3,25.4,7.6,3.3,5.8,00110
04,19.0,23.0,XXX,XX,01,  Bamna Union,12341,9.6,13.1,11.0,7.0,7.7,9.2,24.7,7.8,3.5,6.5,00110
04,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,229108,10.0,12.1,11.6,6.9,7.6,9.1,25.6,7.5,3.5,6.1,00110
04,47.0,XX.0,XXX,XX,01,  Betagi Upazila,104359,9.5,12.9,12.2,7.4,6.7,7.7,25.1,8.0,4.0,6.5,00110
04,47.0,11.0,XXX,XX,01,  Betagi Union,13175,9.6,12.5,12.7,7.9,6.3,7.7,25.1,7.6,4.2,6.4,00110
04,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,135406,10.0,11.8,10.9,7.4,8.4,9.3,25.2,7.3,3.3,6.3,00110
04,85.0,23.0,XXX,XX,01,  Kakchira Union,16985,10.2,12.1,10.7,6.8,8.2,9.3,24.8,7.7,3.5,6.5,00110
04,85.0,35.0,XXX,XX,01,  Kalmegha Union,18649,10.4,12.1,10.6,6.8,7.6,8.9,25.9,7.9,3.6,6.3,00110
04,85.0,71.0,XXX,XX,01,  Patharghata Union,28127,9.9,12.1,11.1,7.9,9.1,10.0,24.9,6.5,3.0,5.5,00110
52,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,1126890,11.1,14.0,11.7,8.0,8.2,9.1,24.0,6.6,2.7,4.8,00110
52,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,205441,11.0,13.6,11.6,7.8,8.4,9.2,23.8,6.6,2.7,5.2,00110
52,2.0,10.0,XXX,XX,01,  Bhadai Union,6463,9.8,11.9,11.5,8.6,8.3,9.2,25.1,7.2,2.9,5.6,00110
52,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,233927,11.2,14.2,12.5,8.4,8.0,8.6,23.4,6.5,2.6,4.5,00110
52,33.0,76.0,XXX,XX,01,  Shingimari Union,23146,10.9,14.9,12.5,8.8,8.2,8.7,23.2,6.1,2.4,4.2,00110
52,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,226628,10.3,13.4,11.9,8.2,8.1,9.0,24.1,6.8,2.8,5.1,00110
52,39.0,95.0,XXX,XX,01,  Tushbhandar Union,29047,10.2,13.2,11.8,8.8,8.4,8.8,24.0,6.8,3.1,4.8,00110
52,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,272844,10.9,13.5,11.1,7.5,8.3,9.3,24.5,7.0,2.8,5.2,00110
52,70.0,XX.0,XXX,XX,01,  Patgram Upazila,188050,12.0,15.4,11.1,8.0,8.2,9.2,24.0,6.0,2.3,3.9,00110
77,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,892495,11.2,13.2,11.3,8.8,8.7,9.4,24.6,6.3,2.5,4.1,00110
77,4.0,XX.0,XXX,XX,01,  Atwari Upazila,122376,10.8,12.4,10.9,8.7,8.0,9.3,26.2,6.7,2.6,4.3,00110
77,4.0,67.0,XXX,XX,01,  Radhanagar Union,13076,10.5,11.9,11.0,8.4,8.2,9.6,26.4,6.6,3.1,4.4,00110
77,4.0,81.0,XXX,XX,01,  Taria Union,20793,10.4,12.5,11.3,8.7,7.6,8.9,27.0,7.0,2.6,3.9,00110
77,25.0,XX.0,XXX,XX,01,  Boda Upazila,215094,10.8,12.9,11.0,8.7,8.9,9.6,25.0,6.4,2.5,4.2,00110
77,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,21071,11.0,12.0,10.8,9.0,9.7,9.9,25.8,6.3,2.3,3.2,00110
77,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,209408,11.1,13.6,11.4,8.3,8.4,9.3,24.4,6.4,2.6,4.6,00110
77,34.0,47.0,XXX,XX,01,  Debiganj Union,13562,11.9,13.8,11.5,8.4,8.8,9.3,22.9,6.3,2.7,4.3,00110
77,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,225669,11.5,13.7,11.8,9.2,8.9,9.3,23.6,6.0,2.3,3.7,00110
77,73.0,36.0,XXX,XX,01,  Dhakkamara Union,25104,10.4,13.1,11.8,10.1,8.7,9.4,24.7,5.7,2.7,3.4,00110
77,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,119948,11.8,13.1,11.0,8.9,9.0,9.4,24.5,6.1,2.4,3.9,00110
77,90.0,81.0,XXX,XX,01,  Tentulia Union,14699,11.0,11.7,11.0,9.3,9.3,9.0,24.4,6.7,2.6,4.9,00110
85,XX.0,XX.0,XXX,XX,01, Rangpur Zila,2438373,10.3,12.8,11.0,7.6,8.4,9.4,25.5,7.1,2.9,5.1,00110
85,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,262460,10.6,13.5,10.9,7.2,7.9,9.3,25.1,7.2,3.0,5.4,00110
85,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,285524,11.4,13.6,10.9,7.8,8.1,9.1,24.8,6.9,3.0,4.3,00110
85,27.0,31.0,XXX,XX,01,  Gangachara Union,26939,9.8,12.5,10.7,8.5,8.6,10.0,25.7,6.9,2.7,4.6,00110
85,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,166380,10.0,12.8,11.6,8.1,8.9,9.4,24.7,6.9,2.8,4.8,00110
85,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,417544,10.1,12.6,11.3,8.6,9.1,9.7,25.0,6.5,2.6,4.5,00110
85,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,501071,9.7,12.1,10.7,7.2,8.1,9.3,26.7,7.5,3.0,5.6,00110
85,58.0,49.0,XXX,XX,01,  Durgapur Union,43676,9.4,11.8,10.8,7.9,8.4,9.5,26.9,7.4,2.8,4.9,00110
85,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,300282,9.9,12.1,11.1,7.5,8.6,9.6,25.6,7.0,2.9,5.7,00110
85,73.0,76.0,XXX,XX,01,  Pirgachha Union,31802,9.4,11.3,11.0,8.3,9.3,9.8,25.6,6.9,2.8,5.7,00110
85,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,370506,10.2,13.0,10.7,6.9,8.0,9.2,25.9,7.4,3.1,5.4,00110
85,76.0,69.0,XXX,XX,01,  Pirganj Union,22503,10.0,13.2,10.8,7.0,7.5,9.2,26.0,7.4,3.2,5.6,00110
85,76.0,75.0,XXX,XX,01,  Roypur Union,20357,9.5,12.3,10.9,7.4,7.9,9.1,26.5,7.5,3.3,5.6,00110
85,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,134606,11.3,13.7,11.1,8.0,8.2,8.9,24.6,6.9,2.9,4.4,00110
85,92.0,71.0,XXX,XX,01,  Kursha Union,22120,10.8,12.9,11.4,8.2,8.7,9.3,25.0,6.4,2.7,4.6,00110
49,XX.0,XX.0,XXX,XX,01, Kurigram Zila,1742779,11.4,13.6,11.4,7.1,8.1,9.2,24.3,6.8,2.8,5.3,00110
49,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,201855,11.0,12.9,10.7,7.3,8.7,9.6,24.8,6.6,2.9,5.6,00110
49,6.0,19.0,XXX,XX,01,  Bhurungamari Union,17502,9.9,11.7,11.0,8.7,9.9,9.2,25.3,6.5,2.4,5.6,00110
49,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,58676,12.0,16.9,11.9,6.8,7.3,8.6,23.8,6.2,2.5,4.0,00110
49,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,19826,11.1,16.0,12.1,7.2,7.2,9.1,24.8,6.0,2.4,4.0,00110
49,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,77626,12.4,15.0,11.4,6.8,7.7,9.2,23.4,6.6,2.7,4.9,00110
49,9.0,83.0,XXX,XX,01,  Thanahat Union,21991,10.7,13.2,11.8,7.3,7.7,8.8,25.2,7.1,3.0,5.2,00110
49,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,147355,10.3,13.0,10.8,7.4,8.5,9.3,24.9,7.2,3.0,5.6,00110
49,18.0,40.0,XXX,XX,01,  Phulbari Union,19061,9.3,12.2,10.7,8.2,8.7,9.3,25.3,7.8,3.0,5.5,00110
49,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,231598,11.8,13.6,11.8,7.3,8.3,8.9,23.8,6.8,2.7,5.1,00110
49,52.0,17.0,XXX,XX,01,  Belgachha Union,22438,9.4,11.5,11.2,8.3,8.3,9.9,25.9,7.1,3.0,5.4,00110
49,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,331969,12.6,14.4,11.2,7.1,8.2,9.3,23.1,6.3,2.7,5.0,00110
49,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,173689,9.8,11.8,11.4,7.3,7.9,9.4,25.7,7.6,3.1,6.1,00110
49,77.0,21.0,XXX,XX,01,  Chakirpashar Union,23126,9.6,11.1,11.2,7.5,8.2,9.9,26.3,7.5,3.0,5.7,00110
49,77.0,73.0,XXX,XX,01,  Rajarhat Union,29364,9.7,11.6,11.3,7.8,8.3,9.2,25.8,7.2,3.0,6.1,00110
49,79.0,XX.0,XXX,XX,01,  Raumari Upazila,170737,10.9,14.5,12.5,7.6,7.8,8.9,24.6,6.1,2.6,4.4,00110
49,79.0,71.0,XXX,XX,01,  Raumari Union,20857,11.8,14.4,12.6,8.1,7.8,9.3,22.8,5.8,2.5,4.9,00110
49,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,349274,11.3,13.0,11.4,6.7,7.8,8.9,24.9,7.2,3.1,5.7,00110
32,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,2168731,11.2,13.6,10.9,7.0,8.2,9.4,24.8,6.9,3.0,5.0,00110
32,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,158933,12.7,15.6,11.1,7.0,8.6,9.4,22.6,5.9,2.7,4.4,00110
32,21.0,47.0,XXX,XX,01,  Gazaria Union,12921,13.1,15.1,11.1,7.0,8.8,8.7,22.8,6.2,2.9,4.3,00110
32,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,343179,11.3,13.9,11.0,7.3,8.3,9.3,24.6,6.9,3.0,4.5,00110
32,24.0,14.0,XXX,XX,01,  Ballamjhar Union,40377,10.9,13.4,10.7,7.5,8.7,9.6,24.9,6.8,2.7,4.6,00110
32,24.0,21.0,XXX,XX,01,  Boali Union,34765,11.2,14.0,11.2,7.4,8.5,9.3,24.7,6.9,2.8,3.9,00110
32,24.0,58.0,XXX,XX,01,  Kholahati Union,25965,10.7,13.6,11.1,7.8,8.5,9.1,24.6,7.2,3.1,4.4,00110
32,24.0,85.0,XXX,XX,01,  Mollar Char Union,6451,13.4,16.1,12.2,7.1,6.8,8.8,22.7,6.0,2.6,4.3,00110
32,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,476281,10.7,12.8,10.5,7.0,8.2,9.7,25.7,7.2,3.1,5.1,00110
32,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,222133,10.9,13.8,10.8,6.9,7.8,9.1,24.7,7.3,3.1,5.6,00110
32,67.0,85.0,XXX,XX,01,  Palashbari Union,13372,10.0,13.7,11.5,8.4,8.0,9.1,24.2,6.9,2.8,5.4,00110
32,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,275135,10.4,13.2,10.9,6.9,8.0,9.5,25.3,7.1,3.0,5.6,00110
32,82.0,13.0,XXX,XX,01,  Banagram Union,18923,10.8,12.9,10.9,6.8,8.0,9.3,24.4,7.9,3.3,5.8,00110
32,82.0,60.0,XXX,XX,01,  Jamalpur Union,27552,10.2,12.7,11.0,7.3,9.0,10.2,24.8,6.7,2.8,5.4,00110
32,88.0,XX.0,XXX,XX,01,  Saghata Upazila,251936,11.3,13.7,11.1,7.0,8.0,9.1,24.2,7.1,3.1,5.3,00110
32,88.0,19.0,XXX,XX,01,  Bonar Para Union,22574,10.9,12.9,11.3,7.8,8.6,9.2,23.8,7.2,3.1,5.2,00110
32,88.0,85.0,XXX,XX,01,  Saghata Union,16709,11.3,13.3,11.0,6.9,8.3,9.2,23.9,7.4,3.0,5.8,00110
32,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,441134,11.5,13.6,11.3,7.0,8.2,9.4,25.0,6.6,2.9,4.5,00110
32,91.0,31.0,XXX,XX,01,  Dahabanda Union,19825,10.3,12.6,10.5,7.3,9.1,10.7,25.7,6.8,2.7,4.3,00110
73,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,1544257,11.7,14.2,11.6,8.1,8.2,9.0,24.1,6.4,2.7,4.2,00110
73,12.0,XX.0,XXX,XX,01,  Dimla Upazila,263719,12.0,14.4,12.2,8.0,8.3,9.0,23.3,6.2,2.5,4.1,00110
73,12.0,19.0,XXX,XX,01,  Dimla Union,25855,10.9,13.9,13.3,8.1,8.2,9.1,23.8,6.2,2.4,4.0,00110
73,15.0,XX.0,XXX,XX,01,  Domar Upazila,209256,11.8,14.2,11.3,7.9,8.3,8.8,24.1,6.3,2.8,4.5,00110
73,15.0,19.0,XXX,XX,01,  Bhogdabari Union,27941,12.3,15.1,11.8,7.7,7.5,8.1,23.3,6.4,3.1,4.8,00110
73,15.0,28.0,XXX,XX,01,  Boragari Union,21483,11.3,13.3,10.3,8.3,9.0,8.8,24.7,6.9,3.0,4.5,00110
73,15.0,38.0,XXX,XX,01,  Domar Union,10971,11.1,13.4,11.6,8.9,8.9,9.2,24.1,5.8,2.5,4.4,00110
73,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,294461,12.3,14.5,11.6,8.0,8.2,8.9,23.8,6.3,2.6,3.8,00110
73,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,252625,11.0,14.0,11.1,7.7,7.7,9.0,25.3,6.8,3.0,4.4,00110
73,45.0,51.0,XXX,XX,01,  Kishoreganj Union,27554,11.0,13.8,11.1,7.6,7.6,8.9,25.0,7.0,3.2,4.8,00110
73,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,389776,11.4,14.1,11.6,8.4,8.4,9.0,24.0,6.4,2.7,4.2,00110
73,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,134420,11.2,14.1,11.7,8.6,8.1,9.0,24.1,6.5,2.6,4.1,00110
73,85.0,23.0,XXX,XX,01,  Bangalipur Union,16938,10.5,12.9,11.9,8.9,8.4,9.3,24.3,6.7,2.4,4.6,00110
94,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,1228733,10.8,13.1,11.5,8.4,8.3,9.4,25.1,6.4,2.5,4.4,00110
94,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,179703,11.3,13.4,11.2,8.1,8.2,9.5,25.3,6.3,2.6,4.3,00110
94,8.0,21.0,XXX,XX,01,  Barabari Union,16647,11.5,13.2,11.3,8.0,7.8,9.2,26.4,6.3,2.2,4.1,00110
94,8.0,73.0,XXX,XX,01,  Duosuo Union,20023,10.2,13.3,11.2,8.7,8.0,9.6,25.4,6.5,2.8,4.4,00110
94,51.0,XX.0,XXX,XX,01,  Haripur Upazila,140659,11.5,14.5,12.8,8.2,7.9,8.6,23.7,6.2,2.5,4.2,00110
94,51.0,81.0,XXX,XX,01,  Haripur Union,17004,11.2,13.5,12.4,9.1,8.3,8.7,24.0,6.4,2.3,4.2,00110
94,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,215835,10.6,12.4,11.2,7.7,8.0,9.5,26.4,6.7,2.7,4.9,00110
94,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,204522,11.3,13.3,11.9,8.5,8.4,9.3,24.3,6.2,2.6,4.3,00110
94,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,488014,10.3,12.8,11.3,8.8,8.6,9.6,25.3,6.4,2.5,4.5,00110
94,94.0,52.0,XXX,XX,01,  Jamalpur Union,19586,10.7,12.9,11.0,8.0,8.4,9.7,25.2,6.7,2.9,4.6,00110
94,94.0,58.0,XXX,XX,01,  Mohammadpur Union,17499,10.2,12.2,10.5,9.3,9.1,9.5,25.2,6.4,2.7,5.0,00110
94,94.0,68.0,XXX,XX,01,  Rahimanpur Union,29024,10.1,12.4,11.2,9.8,8.9,9.2,26.1,6.1,2.4,3.9,00110
27,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,2536429,10.2,12.0,10.8,8.2,8.5,9.5,26.0,7.0,2.8,5.1,00110
27,10.0,XX.0,XXX,XX,01,  Birampur Upazila,123267,8.8,11.5,10.7,8.0,8.5,9.5,26.8,7.6,3.1,5.6,00110
27,10.0,71.0,XXX,XX,01,  Khanpur Union,17575,9.1,12.3,12.9,8.4,7.9,8.9,24.7,7.2,2.9,5.6,00110
27,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,7772,9.4,11.1,10.3,7.6,8.3,10.1,25.9,7.4,3.6,6.3,00110
27,12.0,XX.0,XXX,XX,01,  Birganj Upazila,297786,10.5,12.6,11.2,8.4,8.7,9.5,25.3,6.5,2.6,4.7,00110
27,17.0,XX.0,XXX,XX,01,  Biral Upazila,248866,10.7,12.3,11.0,7.6,8.2,9.5,26.0,6.9,2.8,5.1,00110
27,17.0,28.0,XXX,XX,01,  Biral Union,25677,10.8,12.2,11.7,7.7,7.5,8.7,26.3,6.9,2.6,5.6,00110
27,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,132714,10.1,12.0,10.6,7.8,8.1,9.6,27.1,6.9,2.6,5.1,00110
27,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,283817,10.3,12.0,10.8,8.5,8.3,9.1,25.5,7.2,2.9,5.5,00110
27,30.0,13.0,XXX,XX,01,  Abdulpur Union,30848,10.9,12.0,10.7,8.6,8.1,9.0,24.6,7.2,3.1,5.9,00110
