ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
81.0,82.0,XX.0,XXX,XX,02,Puthia  Paurashava,5154,8.9,89.9,1.2,75.6,86.1,9.1,4.8,00110
81.0,85.0,XX.0,XXX,XX,02,  Rajpara Thana,29922,9.3,90.4,0.3,90.4,64.1,34.0,2.0,00110
81.0,90.0,XX.0,XXX,XX,02,  Shah Makhdum Thana,6804,22.1,76.7,1.2,77.7,65.8,29.4,4.8,00110
81.0,94.0,XX.0,XXX,XX,02,  Tanore Upazila,12820,36.9,60.6,2.5,64.0,95.8,2.8,1.4,00110
64.0,XX.0,XX.0,XXX,XX,02, Naogaon Zila,44554,8.0,90.1,1.9,82.6,72.9,24.6,2.5,00110
64.0,28.0,XX.0,XXX,XX,02,  Dhamoirhat Upazila,3838,4.4,93.9,1.8,59.0,83.9,11.7,4.5,00110
64.0,28.0,XX.0,XXX,XX,02,Dhamoirhat  Paurashava,3838,4.4,93.9,1.8,59.0,83.9,11.7,4.5,00110
64.0,60.0,XX.0,XXX,XX,02,  Naogaon Sadar Upazila,35481,8.1,89.9,2.0,85.2,71.6,26.2,2.3,00110
64.0,60.0,XX.0,XXX,XX,02,Naogaon  Paurashava,35481,8.1,89.9,2.0,85.2,71.6,26.2,2.3,00110
64.0,75.0,XX.0,XXX,XX,02,  Patnitala Upazila,5235,9.9,88.4,1.8,82.7,74.1,23.4,2.6,00110
64.0,75.0,XX.0,XXX,XX,02,Nozipur  Paurashava,5235,9.9,88.4,1.8,82.7,74.1,23.4,2.6,00110
76.0,XX.0,XX.0,XXX,XX,02, Pabna Zila,88216,9.5,88.2,2.3,81.5,74.8,17.1,8.1,00110
76.0,5.0,XX.0,XXX,XX,02,  Atgharia Upazila,3386,2.5,90.8,6.7,61.1,92.1,4.3,3.6,00110
76.0,5.0,XX.0,XXX,XX,02,Atgharia  Paurashava,3386,2.5,90.8,6.7,61.1,92.1,4.3,3.6,00110
76.0,16.0,XX.0,XXX,XX,02,  Bera Upazila,10987,2.2,96.0,1.8,70.8,79.7,7.0,13.3,00110
76.0,16.0,XX.0,XXX,XX,02,Bera  Paurashava,10987,2.2,96.0,1.8,70.8,79.7,7.0,13.3,00110
76.0,19.0,XX.0,XXX,XX,02,  Bhangura Upazila,4664,19.6,76.2,4.2,65.9,81.3,14.2,4.6,00110
76.0,19.0,XX.0,XXX,XX,02,Bhangura  Paurashava,4664,19.6,76.2,4.2,65.9,81.3,14.2,4.6,00110
76.0,22.0,XX.0,XXX,XX,02,  Chatmohar Upazila,3284,18.0,80.8,1.2,88.7,75.3,20.1,4.6,00110
76.0,22.0,XX.0,XXX,XX,02,Chatmohar  Paurashava,3284,18.0,80.8,1.2,88.7,75.3,20.1,4.6,00110
76.0,33.0,XX.0,XXX,XX,02,  Faridpur Upazila,3175,13.3,85.9,0.8,78.6,76.4,9.3,14.3,00110
76.0,33.0,XX.0,XXX,XX,02,Faridpur  Paurashava,3175,13.3,85.9,0.8,78.6,76.4,9.3,14.3,00110
76.0,39.0,XX.0,XXX,XX,02,  Ishwardi Upazila,15235,10.4,86.1,3.5,87.1,65.0,19.9,15.1,00110
76.0,39.0,XX.0,XXX,XX,02,Ishwardi  Paurashava,15235,10.4,86.1,3.5,87.1,65.0,19.9,15.1,00110
76.0,55.0,XX.0,XXX,XX,02,  Pabna Sadar Upazila,32359,13.3,85.8,0.9,95.5,66.7,27.5,5.8,00110
76.0,55.0,XX.0,XXX,XX,02,Pabna  Paurashava,32359,13.3,85.8,0.9,95.5,66.7,27.5,5.8,00110
76.0,72.0,XX.0,XXX,XX,02,  Santhia Upazila,9315,1.8,95.4,2.8,59.5,95.5,3.2,1.3,00110
76.0,72.0,XX.0,XXX,XX,02,Santhia  Paurashava,9315,1.8,95.4,2.8,59.5,95.5,3.2,1.3,00110
76.0,83.0,XX.0,XXX,XX,02,  Sujanagar Upazila,5811,1.6,94.3,4.1,66.3,86.8,6.0,7.2,00110
76.0,83.0,XX.0,XXX,XX,02,Sujanagar  Paurashava,5811,1.6,94.3,4.1,66.3,86.8,6.0,7.2,00110
70.0,XX.0,XX.0,XXX,XX,02, Chapai Nawabganj Zila,59443,22.3,74.2,3.5,76.6,83.6,9.1,7.3,00110
70.0,37.0,XX.0,XXX,XX,02,  Gomastapur Upazila,7557,13.2,86.1,0.8,67.2,79.7,7.8,12.5,00110
70.0,37.0,XX.0,XXX,XX,02,Rahanpur Paurashava,7557,13.2,86.1,0.8,67.2,79.7,7.8,12.5,00110
70.0,56.0,XX.0,XXX,XX,02,  Nachole Upazila,3758,24.8,69.7,5.5,65.3,85.2,7.1,7.7,00110
70.0,56.0,XX.0,XXX,XX,02,Nachole Paurashava,3758,24.8,69.7,5.5,65.3,85.2,7.1,7.7,00110
70.0,66.0,XX.0,XXX,XX,02,  Chapai Nawabganj Sadar Upazila,39123,27.8,68.7,3.5,82.6,82.3,10.1,7.6,00110
70.0,66.0,XX.0,XXX,XX,02,Chapai Nababganj Paurashava,39123,27.8,68.7,3.5,82.6,82.3,10.1,7.6,00110
70.0,88.0,XX.0,XXX,XX,02,  Shibganj Upazila,9005,4.9,90.2,4.9,63.4,91.6,6.7,1.7,00110
70.0,88.0,XX.0,XXX,XX,02,Shibganj Paurashava,9005,4.9,90.2,4.9,63.4,91.6,6.7,1.7,00110
69.0,XX.0,XX.0,XXX,XX,02, Natore Zila,55108,10.8,85.4,3.8,78.0,79.2,16.5,4.2,00110
69.0,9.0,XX.0,XXX,XX,02,  Bagatipara Upazila,2540,0.4,97.4,2.2,67.4,94.3,4.3,1.4,00110
69.0,9.0,XX.0,XXX,XX,02,Bagatipara  Paurashava,2540,0.4,97.4,2.2,67.4,94.3,4.3,1.4,00110
69.0,15.0,XX.0,XXX,XX,02,  Baraigram Upazila,10003,3.8,90.7,5.5,64.1,87.4,9.0,3.7,00110
69.0,41.0,XX.0,XXX,XX,02,  Gurudaspur Upazila,8210,5.3,93.7,1.1,78.7,87.2,9.4,3.3,00110
69.0,41.0,XX.0,XXX,XX,02,Gurudaspur  Paurashava,8210,5.3,93.7,1.1,78.7,87.2,9.4,3.3,00110
69.0,44.0,XX.0,XXX,XX,02,  Lalpur Upazila,5280,5.7,93.0,1.3,65.3,84.4,11.9,3.7,00110
69.0,44.0,XX.0,XXX,XX,02,Gopalpur (Lalpur)  Paurashava,5280,5.7,93.0,1.3,65.3,84.4,11.9,3.7,00110
69.0,63.0,XX.0,XXX,XX,02,  Natore Sadar Upazila,21181,16.1,81.2,2.7,87.7,68.9,26.2,4.9,00110
69.0,91.0,XX.0,XXX,XX,02,  Singra Upazila,7894,18.0,72.5,9.5,80.3,80.0,14.7,5.3,00110
69.0,91.0,XX.0,XXX,XX,02,Singra  Paurashava,7894,18.0,72.5,9.5,80.3,80.0,14.7,5.3,00110
38.0,XX.0,XX.0,XXX,XX,02, Joypurhat Zila,32696,11.7,85.7,2.6,77.4,77.1,17.8,5.0,00110
38.0,13.0,XX.0,XXX,XX,02,  Akkelpur Upazila,6270,0.9,96.0,3.0,64.6,89.5,7.1,3.4,00110
38.0,13.0,XX.0,XXX,XX,02,Akkelpur  Paurashava,6270,0.9,96.0,3.0,64.6,89.5,7.1,3.4,00110
38.0,47.0,XX.0,XXX,XX,02,  Joypurhat Sadar Upazila,16555,16.3,82.2,1.5,84.2,69.5,26.6,4.0,00110
38.0,47.0,XX.0,XXX,XX,02,Joypurhat  Paurashava,16555,16.3,82.2,1.5,84.2,69.5,26.6,4.0,00110
38.0,58.0,XX.0,XXX,XX,02,  Kalai Upazila,4398,13.4,84.5,2.0,73.5,84.3,8.4,7.3,00110
38.0,58.0,XX.0,XXX,XX,02,Kalai  Paurashava,4398,13.4,84.5,2.0,73.5,84.3,8.4,7.3,00110
38.0,74.0,XX.0,XXX,XX,02,  Panchbibi Upazila,5473,8.7,85.5,5.8,74.8,80.5,11.1,8.4,00110
38.0,74.0,XX.0,XXX,XX,02,Panchbibi  Paurashava,5473,8.7,85.5,5.8,74.8,80.5,11.1,8.4,00110
13.0,XX.0,XX.0,XXX,XX,02, Chandpur Zila,84959,31.3,62.8,5.8,79.7,75.3,22.8,1.9,00110
13.0,22.0,XX.0,XXX,XX,02,  Chandpur Sadar Upazila,32815,61.9,29.2,9.0,95.9,58.9,37.6,3.4,00110
13.0,45.0,XX.0,XXX,XX,02,  Faridganj Upazila,7541,2.7,93.0,4.3,61.3,90.4,8.9,0.7,00110
13.0,49.0,XX.0,XXX,XX,02,  Hajiganj Upazila,12617,30.8,67.1,2.1,88.0,76.5,22.9,0.6,00110
13.0,58.0,XX.0,XXX,XX,02,  Kachua Upazila,5024,9.7,85.9,4.4,74.8,85.3,13.9,0.9,00110
13.0,76.0,XX.0,XXX,XX,02,  Matlab Upazila,13472,11.4,84.0,4.6,65.9,83.9,14.5,1.6,00110
13.0,79.0,XX.0,XXX,XX,02,  Matlab Uttar Upazila,7742,0.5,94.1,5.4,47.9,95.1,4.0,0.9,00110
13.0,95.0,XX.0,XXX,XX,02,  Shahrasti Upazila,5748,3.0,94.1,2.9,72.1,91.1,8.1,0.7,00110
3.0,XX.0,XX.0,XXX,XX,02, Bandarban Zila,12251,39.3,47.1,13.6,77.7,49.1,42.3,8.6,00110
3.0,4.0,XX.0,XXX,XX,02,  Alikadam Upazila,35,100.0,0.0,0.0,100.0,0.0,100.0,0.0,00110
3.0,4.0,31.0,XXX,XX,02,  Alikadam Union,35,100.0,0.0,0.0,100.0,0.0,100.0,0.0,00110
3.0,14.0,XX.0,XXX,XX,02,  Bandarban Sadar Upazila,8326,56.3,30.3,13.4,86.4,38.2,53.4,8.5,00110
3.0,51.0,XX.0,XXX,XX,02,  Lama Upazila,3877,1.9,83.9,14.2,58.8,73.3,18.0,8.7,00110
3.0,91.0,XX.0,XXX,XX,02,  Ruma Upazila,13,100.0,0.0,0.0,100.0,0.0,0.0,100.0,00110
3.0,91.0,76.0,XXX,XX,02,  Ruma Union,13,100.0,0.0,0.0,100.0,0.0,0.0,100.0,00110
19.0,XX.0,XX.0,XXX,XX,02, Comilla Zila,138065,24.5,71.2,4.3,92.7,64.3,34.2,1.5,00110
19.0,9.0,XX.0,XXX,XX,02,  Barura Upazila,9748,2.3,93.2,4.6,74.2,90.0,9.0,1.0,00110
19.0,27.0,XX.0,XXX,XX,02,  Chandina Upazila,9261,8.3,87.2,4.5,90.6,76.4,22.3,1.2,00110
19.0,31.0,XX.0,XXX,XX,02,  Chauddagram Upazila,7514,9.5,85.7,4.8,91.4,77.6,19.6,2.8,00110
19.0,33.0,XX.0,XXX,XX,02,  Comilla Sadar Dakshin Upazila,19628,30.6,66.6,2.8,98.1,63.0,35.1,1.8,00110
19.0,36.0,XX.0,XXX,XX,02,  Daudkandi Upazila,9293,20.5,77.1,2.5,94.6,64.7,33.7,1.5,00110
19.0,40.0,XX.0,XXX,XX,02,  Debidwar Upazila,11811,10.6,87.6,1.8,84.0,74.8,24.2,1.1,00110
19.0,54.0,XX.0,XXX,XX,02,  Homna Upazila,5881,5.0,87.7,7.4,92.3,82.9,16.0,1.1,00110
19.0,67.0,XX.0,XXX,XX,02,  Comilla Adarsha Sadar Upazila,45818,44.3,50.6,5.0,99.0,43.3,55.5,1.3,00110
19.0,72.0,XX.0,XXX,XX,02,  Laksam Upazila,13955,15.7,79.9,4.4,94.2,75.2,22.4,2.4,00110
19.0,87.0,XX.0,XXX,XX,02,  Nangalkot Upazila,5156,4.1,89.4,6.5,69.6,90.6,8.4,1.0,00110
12.0,XX.0,XX.0,XXX,XX,02, Brahmanbaria Zila,58809,11.2,87.7,1.1,93.7,63.5,34.2,2.3,00110
12.0,2.0,XX.0,XXX,XX,02,  Akhaura Upazila,7424,6.7,92.9,0.4,91.1,64.6,31.7,3.7,00110
12.0,13.0,XX.0,XXX,XX,02,  Brahmanbaria Sadar Upazila,33157,17.5,81.8,0.7,98.2,55.3,43.2,1.5,00110
12.0,63.0,XX.0,XXX,XX,02,  Kasba Upazila,7736,3.3,94.9,1.8,85.9,82.5,14.5,3.0,00110
12.0,85.0,XX.0,XXX,XX,02,  Nabinagar Upazila,10492,0.2,97.2,2.5,86.7,74.6,22.3,3.1,00110
51.0,XX.0,XX.0,XXX,XX,02, Lakshmipur Zila,36984,30.5,65.4,4.1,81.9,82.4,16.3,1.3,00110
51.0,43.0,XX.0,XXX,XX,02,  Lakshmipur Sadar Upazila,16682,45.7,51.0,3.3,90.1,79.0,19.8,1.2,00110
51.0,58.0,XX.0,XXX,XX,02,  Roypur Upazila,6573,37.1,60.3,2.5,83.4,78.1,20.5,1.3,00110
51.0,65.0,XX.0,XXX,XX,02,  Ramganj Upazila,9024,13.0,82.2,4.8,86.7,87.3,12.0,0.7,00110
51.0,73.0,XX.0,XXX,XX,02,  Ramgati Upazila,4705,1.3,91.0,7.7,41.3,91.3,6.3,2.4,00110
46.0,XX.0,XX.0,XXX,XX,02, Khagrachhari Zila,20020,2.4,94.2,3.4,75.5,65.3,29.5,5.1,00110
46.0,49.0,XX.0,XXX,XX,02,  Khagrachhari Sadar Upazila,9969,3.7,95.3,1.0,91.2,53.9,42.7,3.4,00110
46.0,70.0,XX.0,XXX,XX,02,  Matiranga Upazila,4960,0.7,91.0,8.3,51.3,78.1,16.4,5.5,00110
46.0,80.0,XX.0,XXX,XX,02,  Ramgarh Upazila,5091,1.4,95.3,3.3,68.4,75.3,16.4,8.2,00110
22.0,XX.0,XX.0,XXX,XX,02, Cox's Bazar Zila,53047,13.1,78.7,8.2,66.5,64.7,32.6,2.7,00110
22.0,16.0,XX.0,XXX,XX,02,  Chakoria Upazila,13065,6.0,90.5,3.5,64.1,81.5,17.1,1.4,00110
22.0,24.0,XX.0,XXX,XX,02,  Cox's Bazar Sadar Upazila,30374,19.1,76.3,4.6,72.2,53.3,43.8,2.9,00110
22.0,49.0,XX.0,XXX,XX,02,  Maheshkhali Upazila,5057,2.0,84.0,14.0,47.7,87.3,9.2,3.5,00110
22.0,90.0,XX.0,XXX,XX,02,  Teknaf Upazila,4551,6.3,54.5,39.2,56.6,67.4,29.0,3.6,00110
15.0,XX.0,XX.0,XXX,XX,02, Chittagong Zila,616259,50.4,45.3,4.3,95.7,31.4,66.7,1.9,00110
15.0,6.0,XX.0,XXX,XX,02,  Bayejid Bostami Thana,45905,54.6,38.0,7.4,95.3,32.0,66.0,2.0,00110
15.0,8.0,XX.0,XXX,XX,02,  Banshkhali Upazila,7345,1.8,90.3,7.9,46.5,91.6,7.5,1.0,00110
15.0,10.0,XX.0,XXX,XX,02,  Bakalia Thana,54859,39.9,57.2,2.9,98.0,18.9,80.6,0.6,00110
15.0,18.0,XX.0,XXX,XX,02,  Chandanaish  Upazila,6809,0.4,99.2,0.4,85.2,92.5,6.1,1.4,00110
15.0,19.0,XX.0,XXX,XX,02,  Chandgaon Thana,53745,62.9,33.1,4.0,97.8,34.4,64.5,1.1,00110
15.0,20.0,XX.0,XXX,XX,02,  Chittagong Port Thana,46592,42.0,55.9,2.1,98.4,23.0,76.3,0.7,00110
15.0,28.0,XX.0,XXX,XX,02,  Double Mooring Thana,74481,59.5,36.2,4.3,98.9,23.4,75.4,1.1,00110
15.0,35.0,XX.0,XXX,XX,02,  Halishahar Thana,30900,55.1,42.6,2.4,99.0,28.9,69.7,1.3,00110
15.0,37.0,XX.0,XXX,XX,02,  Hathazari Upazila,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00110
15.0,41.0,XX.0,XXX,XX,02,  Kotwali Thana,62465,76.6,19.5,3.9,98.0,23.2,73.3,3.5,00110
15.0,43.0,XX.0,XXX,XX,02,  Khulshi Thana,58934,70.4,20.2,9.4,98.1,16.0,79.2,4.8,00110
15.0,53.0,XX.0,XXX,XX,02,  Mirsharai Upazila,5822,10.8,87.2,2.0,82.2,70.5,27.9,1.6,00110
15.0,55.0,XX.0,XXX,XX,02,  Pahartali Thana,41188,54.1,41.7,4.2,98.4,26.5,72.6,0.9,00110
15.0,57.0,XX.0,XXX,XX,02,  Panchlaish Thana,43781,63.4,34.4,2.2,98.8,19.1,79.0,1.8,00110
15.0,61.0,XX.0,XXX,XX,02,  Patiya Upazila,10486,5.8,93.7,0.6,95.1,63.5,35.3,1.2,00110
15.0,65.0,XX.0,XXX,XX,02,  Patenga Thana,29544,17.0,80.5,2.6,96.5,32.2,64.5,3.3,00110
15.0,70.0,XX.0,XXX,XX,02,  Rangunia Upazila,6488,4.7,88.5,6.8,87.2,84.4,13.6,2.0,00110
15.0,74.0,XX.0,XXX,XX,02,  Raozan Upazila,11313,8.6,87.4,4.1,92.1,81.9,16.1,2.0,00110
15.0,78.0,XX.0,XXX,XX,02,  Sandwip Upazila,8226,0.3,91.0,8.7,36.2,94.1,3.3,2.7,00110
15.0,82.0,XX.0,XXX,XX,02,  Satkania Upazila,8467,10.5,87.0,2.5,89.5,89.3,10.0,0.7,00110
15.0,86.0,XX.0,XXX,XX,02,  Sitakunda Upazila,8909,10.5,87.5,2.0,90.3,67.5,30.8,1.7,00110
84.0,XX.0,XX.0,XXX,XX,02, Rangamati Zila,20501,19.4,70.9,9.7,93.0,55.8,41.2,3.0,00110
84.0,7.0,XX.0,XXX,XX,02,  Baghaichhari Upazila,2754,2.0,89.9,8.1,72.1,83.6,14.2,2.3,00110
84.0,87.0,XX.0,XXX,XX,02,  Rangamati Sadar Upazila,17747,22.1,68.0,9.9,96.2,51.5,45.4,3.1,00110
30.0,XX.0,XX.0,XXX,XX,02, Feni Zila,54995,22.8,75.7,1.5,91.3,55.5,43.3,1.2,00110
30.0,14.0,XX.0,XXX,XX,02,  Chhagalnaiya Upazila,8819,14.1,85.1,0.8,88.5,79.6,19.9,0.5,00110
30.0,25.0,XX.0,XXX,XX,02,  Daganbhuiyan Upazila,6018,5.6,93.0,1.4,93.1,69.2,29.4,1.4,00110
30.0,29.0,XX.0,XXX,XX,02,  Feni Sadar Upazila,30491,35.6,63.2,1.3,97.5,38.0,60.8,1.3,00110
30.0,51.0,XX.0,XXX,XX,02,  Parshuram Upazila,5916,2.1,95.3,2.6,70.9,84.4,14.1,1.6,00110
30.0,94.0,XX.0,XXX,XX,02,  Sonagazi Upazila,3751,0.6,96.6,2.8,77.5,74.3,24.7,1.0,00110
75.0,XX.0,XX.0,XXX,XX,02, Noakhali Zila,66964,19.8,75.8,4.4,81.2,75.1,23.0,1.8,00110
75.0,7.0,XX.0,XXX,XX,02,  Begumganj Upazila,13919,39.7,56.6,3.7,94.4,65.4,32.0,2.6,00110
75.0,10.0,XX.0,XXX,XX,02,  Chatkhil Upazila,6035,6.5,90.6,2.9,83.0,84.2,15.0,0.8,00110
75.0,21.0,XX.0,XXX,XX,02,  Companiganj Upazila,5444,1.2,93.6,5.3,94.1,65.0,33.7,1.3,00110
75.0,36.0,XX.0,XXX,XX,02,  Hatiya Upazila,8986,0.3,92.3,7.4,24.0,95.8,3.1,1.1,00110
75.0,47.0,XX.0,XXX,XX,02,  Kabirhat Upazila,3232,0.2,93.8,6.1,63.5,96.7,2.4,0.9,00110
75.0,80.0,XX.0,XXX,XX,02,  Senbagh Upazila,3577,1.7,96.8,1.5,86.4,83.7,14.9,1.4,00110
75.0,83.0,XX.0,XXX,XX,02,  Sonaimuri Upazila,6128,7.3,85.8,6.9,85.2,86.4,12.2,1.4,00110
75.0,87.0,XX.0,XXX,XX,02,  Noakhali Sadar Upazila,19643,34.3,62.5,3.1,94.8,64.0,33.6,2.4,00110
29.0,XX.0,XX.0,XXX,XX,02, Faridpur Zila,42559,24.7,74.1,1.3,85.7,65.1,29.8,5.1,00110
29.0,10.0,XX.0,XXX,XX,02,  Bhanga Upazila,7435,6.1,92.3,1.6,75.7,82.5,15.5,2.0,00110
29.0,18.0,XX.0,XXX,XX,02,  Boalmari Upazila,5968,2.5,95.8,1.7,61.8,81.9,13.7,4.4,00110
29.0,47.0,XX.0,XXX,XX,02,  Faridpur Sadar Upazila,26630,37.0,62.0,1.0,94.6,55.1,38.5,6.5,00110
29.0,62.0,XX.0,XXX,XX,02,  Nagarkanda Upazila,2526,1.4,96.8,1.8,78.0,80.1,17.9,1.9,00110
72.0,XX.0,XX.0,XXX,XX,02, Netrakona Zila,39015,6.6,89.5,3.9,81.3,72.9,22.8,4.3,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Upazila,5529,0.9,95.2,3.9,58.0,84.1,11.8,4.1,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Paurashava,5529,0.9,95.2,3.9,58.0,84.1,11.8,4.1,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Upazila,4854,4.1,93.4,2.5,71.4,80.1,16.6,3.3,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Paurashava,4854,4.1,93.4,2.5,71.4,80.1,16.6,3.3,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Upazila,3620,1.5,97.6,1.0,72.5,77.2,16.7,6.1,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Paurashava,3620,1.5,97.6,1.0,72.5,77.2,16.7,6.1,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Upazila,5750,7.6,85.9,6.5,79.2,72.8,24.3,2.9,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Paurashava,5750,7.6,85.9,6.5,79.2,72.8,24.3,2.9,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Sadar Upazila,19262,9.5,86.4,4.1,92.7,67.1,28.3,4.7,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Paurashava,19262,9.5,86.4,4.1,92.7,67.1,28.3,4.7,00110
39.0,XX.0,XX.0,XXX,XX,02, Jamalpur Zila,81010,3.7,93.1,3.2,71.6,83.7,12.6,3.7,00110
39.0,15.0,XX.0,XXX,XX,02,  Dewanganj Upazila,9389,1.3,92.4,6.3,47.7,87.8,6.4,5.8,00110
39.0,15.0,XX.0,XXX,XX,02,Dewanganj Paurashava,9389,1.3,92.4,6.3,47.7,87.8,6.4,5.8,00110
39.0,29.0,XX.0,XXX,XX,02,  Islampur Upazila,10144,0.7,96.0,3.3,64.1,90.4,5.7,3.8,00110
39.0,29.0,XX.0,XXX,XX,02,Islampur Paurashava,10144,0.7,96.0,3.3,64.1,90.4,5.7,3.8,00110
39.0,36.0,XX.0,XXX,XX,02,  Jamalpur Sadar Upazila,33458,4.0,92.8,3.2,87.8,75.4,21.3,3.3,00110
39.0,36.0,XX.0,XXX,XX,02,Jamalpur Paurashava,33458,4.0,92.8,3.2,87.8,75.4,21.3,3.3,00110
39.0,58.0,XX.0,XXX,XX,02,  Madarganj Upazila,7894,0.3,97.6,2.2,40.8,93.8,3.8,2.5,00110
39.0,58.0,XX.0,XXX,XX,02,Madarganj Paurashava,7894,0.3,97.6,2.2,40.8,93.8,3.8,2.5,00110
39.0,61.0,XX.0,XXX,XX,02,  Melandaha Upazila,7545,0.2,97.7,2.1,56.4,90.3,6.3,3.4,00110
39.0,61.0,XX.0,XXX,XX,02,Melandaha Paurashava,7545,0.2,97.7,2.1,56.4,90.3,6.3,3.4,00110
39.0,85.0,XX.0,XXX,XX,02,  Sarishabari Upazila,12580,11.2,86.6,2.2,80.9,86.9,8.7,4.4,00110
39.0,85.0,XX.0,XXX,XX,02,Sarishabari Paurashava,12580,11.2,86.6,2.2,80.9,86.9,8.7,4.4,00110
59.0,XX.0,XX.0,XXX,XX,02, Munshiganj Zila,24888,15.7,83.1,1.2,97.7,61.0,36.7,2.4,00110
59.0,56.0,XX.0,XXX,XX,02,  Munshiganj Sadar Upazila,24888,15.7,83.1,1.2,97.7,61.0,36.7,2.4,00110
35.0,XX.0,XX.0,XXX,XX,02, Gopalganj Zila,18395,61.8,36.3,1.9,82.4,60.2,35.9,3.9,00110
35.0,32.0,XX.0,XXX,XX,02,  Gopalganj Sadar Upazila,11156,85.9,12.2,1.9,93.8,46.9,47.9,5.2,00110
35.0,51.0,XX.0,XXX,XX,02,  Kotalipara Upazila,1200,5.9,92.6,1.5,72.8,70.0,25.9,4.1,00110
35.0,58.0,XX.0,XXX,XX,02,  Muksudpur Upazila,4303,2.4,96.7,0.8,58.0,82.9,16.0,1.1,00110
35.0,91.0,XX.0,XXX,XX,02,  Tungipara Upazila,1736,93.0,2.1,4.9,76.8,82.3,14.9,2.8,00110
82.0,XX.0,XX.0,XXX,XX,02, Rajbari Zila,23139,6.4,91.2,2.4,81.8,76.7,17.3,6.0,00110
82.0,29.0,XX.0,XXX,XX,02,  Goalanda Upazila,4141,1.4,97.4,1.3,73.0,85.4,8.3,6.3,00110
82.0,73.0,XX.0,XXX,XX,02,  Pangsha Upazila,6529,4.1,91.6,4.3,75.2,83.9,11.8,4.3,00110
82.0,76.0,XX.0,XXX,XX,02,  Rajbari Sadar Upazila,12469,9.3,88.9,1.8,88.2,70.1,23.2,6.7,00110
61.0,XX.0,XX.0,XXX,XX,02, Mymensingh Zila,118528,21.2,75.6,3.2,86.2,62.8,33.3,3.8,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Upazila,9542,21.9,77.1,0.9,96.0,50.9,46.1,3.0,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Paurashava,9542,21.9,77.1,0.9,96.0,50.9,46.1,3.0,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Upazila,6621,7.1,85.4,7.5,65.1,87.9,11.4,0.6,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Paurashava,6621,7.1,85.4,7.5,65.1,87.9,11.4,0.6,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Upazila,6462,26.7,68.8,4.5,89.7,64.2,32.5,3.2,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Paurashava,6462,26.7,68.8,4.5,89.7,64.2,32.5,3.2,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Upazila,5541,3.0,95.7,1.3,77.7,78.1,18.9,3.0,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Paurashava,5541,3.0,95.7,1.3,77.7,78.1,18.9,3.0,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Upazila,5880,4.8,92.6,2.6,65.7,85.7,13.0,1.4,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Paurashava,5880,4.8,92.6,2.6,65.7,85.7,13.0,1.4,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Sadar Upazila,53360,33.6,63.7,2.7,97.1,47.0,47.6,5.5,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Paurashava,53360,33.6,63.7,2.7,97.1,47.0,47.6,5.5,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Upazila,11068,12.6,84.8,2.6,77.8,80.0,17.1,2.9,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Paurashava,11068,12.6,84.8,2.6,77.8,80.0,17.1,2.9,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Upazila,7293,4.5,89.9,5.6,58.1,87.1,11.0,1.9,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Paurashava,7293,4.5,89.9,5.6,58.1,87.1,11.0,1.9,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Upazila,5755,5.2,92.0,2.8,70.4,82.1,13.9,4.0,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Paurashava,5755,5.2,92.0,2.8,70.4,82.1,13.9,4.0,00110
