ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
47,XX,XX,XXX,XX,03, Khulna Zila,310,247,2256,2234,3931,3617,941,879,3348,3087,720,368,11110
18,XX,XX,XXX,XX,03, Chuadanga Zila,295,307,3583,3381,5726,5648,1593,1446,4463,4710,1218,489,11110
65,XX,XX,XXX,XX,03, Narail Zila,85,57,830,747,1393,1364,434,355,938,900,245,141,11110
44,XX,XX,XXX,XX,03, Jhenaidah Zila,34,32,277,236,425,417,114,121,305,333,88,29,11110
41,XX,XX,XXX,XX,03, Jessore Zila,262,256,1458,1347,2618,2388,561,519,2033,2071,451,247,11110
1,XX,XX,XXX,XX,03, Bagerhat Zila,290,252,2567,2466,4492,4168,1049,844,3172,3282,749,414,11110
55,XX,XX,XXX,XX,03, Magura Zila,65,83,622,630,1231,1096,236,200,912,869,148,80,11110
50,XX,XX,XXX,XX,03, Kushtia Zila,182,169,1247,1253,1999,1972,646,594,1613,1616,461,236,11110
57,XX,XX,XXX,XX,03, Meherpur Zila,36,43,340,349,651,744,114,95,534,583,74,23,11110
87,XX,XX,XXX,XX,03, Satkhira Zila,248,231,1508,1458,2651,2510,497,437,2083,2017,413,199,11110
42,XX,XX,XXX,XX,03, Jhalokati Zila,104,103,805,805,1393,1355,302,306,1123,1228,184,123,11110
78,XX,XX,XXX,XX,03, Patuakhali Zila,364,387,2399,2305,4406,4068,997,871,3051,3031,663,448,11110
6,XX,XX,XXX,XX,03, Barisal Zila,390,388,1998,1978,3881,3611,849,693,2981,3108,622,428,11110
79,XX,XX,XXX,XX,03, Pirojpur Zila,315,318,2306,2315,4271,4157,773,779,3271,3401,735,407,11110
9,XX,XX,XXX,XX,03, Bhola Zila,513,501,4570,4404,6571,6435,2383,1995,4920,5100,1633,1044,11110
4,XX,XX,XXX,XX,03, Barguna Zila,162,153,701,729,1366,1303,231,207,972,940,205,108,11110
52,XX,XX,XXX,XX,03, Lalmonirhat Zila,130,134,1394,1301,1969,1889,569,535,1376,1320,336,182,11110
77,XX,XX,XXX,XX,03, Panchagarh Zila,117,106,1171,1164,1810,1714,367,370,1184,1235,251,197,11110
85,XX,XX,XXX,XX,03, Rangpur Zila,145,144,1699,1588,2802,2602,722,650,2048,1941,477,254,11110
49,XX,XX,XXX,XX,03, Kurigram Zila,256,243,5091,4833,7313,6769,2388,2225,5396,5298,1130,638,11110
32,XX,XX,XXX,XX,03, Gaibandha Zila,270,287,2990,2832,4615,4342,1448,1331,3169,3049,835,493,11110
73,XX,XX,XXX,XX,03, Nilphamari Zila,162,169,2062,1954,3123,2989,820,653,1884,2003,553,329,11110
94,XX,XX,XXX,XX,03, Thakurgaon Zila,100,92,1248,1167,1818,1629,530,475,1350,1310,220,171,11110
27,XX,XX,XXX,XX,03, Dinajpur Zila,245,196,1778,1802,3130,2873,581,571,2392,2223,470,265,11110
10,XX,XX,XXX,XX,03, Bogra Zila,147,138,1443,1378,1987,2035,978,697,1604,1487,520,251,11110
88,XX,XX,XXX,XX,03, Sirajganj Zila,176,157,2270,2148,3003,2764,1090,1056,1889,1983,566,368,11110
81,XX,XX,XXX,XX,03, Rajshahi Zila,103,85,591,524,1038,1000,222,181,839,829,131,94,11110
64,XX,XX,XXX,XX,03, Naogaon Zila,265,274,2299,2247,3730,3650,1131,940,2906,2945,853,453,11110
70,XX,XX,XXX,XX,03, Chapai Nawabganj Zila,108,129,1340,1353,1980,2070,730,511,1516,1796,537,223,11110
38,XX,XX,XXX,XX,03, Joypurhat Zila,32,34,281,277,477,505,141,97,377,356,63,41,11110
13,XX,XX,XXX,XX,03, Chandpur Zila,133,122,826,774,1531,1478,399,281,1001,1168,267,155,11110
