ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
69.0,44.0,XX.0,XXX,XX,02,  Lalpur Upazila,8630,32.8,66.2,0.8,0.2,8536,20.9,69.0,9.2,1.0,00110
69.0,44.0,XX.0,XXX,XX,02,Gopalpur (Lalpur)  Paurashava,8630,32.8,66.2,0.8,0.2,8536,20.9,69.0,9.2,1.0,00110
69.0,63.0,XX.0,XXX,XX,02,  Natore Sadar Upazila,38710,37.3,61.7,0.7,0.3,37758,24.3,66.1,8.7,0.9,00110
69.0,91.0,XX.0,XXX,XX,02,  Singra Upazila,13499,36.3,63.1,0.5,0.1,13337,21.5,69.4,8.1,0.9,00110
69.0,91.0,XX.0,XXX,XX,02,Singra  Paurashava,13499,36.3,63.1,0.5,0.1,13337,21.5,69.4,8.1,0.9,00110
38.0,XX.0,XX.0,XXX,XX,02, Joypurhat Zila,55139,35.5,63.6,0.7,0.2,53900,22.5,68.0,8.6,0.9,00110
38.0,13.0,XX.0,XXX,XX,02,  Akkelpur Upazila,9782,32.9,66.1,0.8,0.1,9886,19.0,70.8,9.5,0.7,00110
38.0,13.0,XX.0,XXX,XX,02,Akkelpur  Paurashava,9782,32.9,66.1,0.8,0.1,9886,19.0,70.8,9.5,0.7,00110
38.0,47.0,XX.0,XXX,XX,02,  Joypurhat Sadar Upazila,29428,38.2,61.0,0.6,0.2,28068,25.1,66.2,7.8,0.9,00110
38.0,47.0,XX.0,XXX,XX,02,Joypurhat  Paurashava,29428,38.2,61.0,0.6,0.2,28068,25.1,66.2,7.8,0.9,00110
38.0,58.0,XX.0,XXX,XX,02,  Kalai Upazila,6641,29.3,70.0,0.5,0.3,6749,17.9,72.0,8.9,1.3,00110
38.0,58.0,XX.0,XXX,XX,02,Kalai  Paurashava,6641,29.3,70.0,0.5,0.3,6749,17.9,72.0,8.9,1.3,00110
38.0,74.0,XX.0,XXX,XX,02,  Panchbibi Upazila,9288,33.9,64.8,1.0,0.2,9197,21.6,67.5,9.8,1.1,00110
38.0,74.0,XX.0,XXX,XX,02,Panchbibi  Paurashava,9288,33.9,64.8,1.0,0.2,9197,21.6,67.5,9.8,1.1,00110
13.0,XX.0,XX.0,XXX,XX,02, Chandpur Zila,154518,43.2,56.0,0.7,0.1,163258,27.7,64.0,7.9,0.5,00110
13.0,22.0,XX.0,XXX,XX,02,  Chandpur Sadar Upazila,62255,43.4,55.7,0.8,0.1,62602,29.4,62.5,7.6,0.6,00110
13.0,45.0,XX.0,XXX,XX,02,  Faridganj Upazila,12457,44.2,54.9,0.8,0.1,14356,27.4,64.0,8.1,0.4,00110
13.0,49.0,XX.0,XXX,XX,02,  Hajiganj Upazila,24278,45.6,53.9,0.5,0.0,24852,27.4,65.1,7.1,0.4,00110
13.0,58.0,XX.0,XXX,XX,02,  Kachua Upazila,9917,45.1,54.4,0.5,0.1,10288,28.2,63.9,7.6,0.4,00110
13.0,76.0,XX.0,XXX,XX,02,  Matlab Upazila,21156,39.5,59.6,0.8,0.1,24880,25.1,65.7,8.7,0.5,00110
13.0,79.0,XX.0,XXX,XX,02,  Matlab Uttar Upazila,14053,42.5,56.7,0.7,0.1,14823,25.6,64.6,9.2,0.5,00110
13.0,95.0,XX.0,XXX,XX,02,  Shahrasti Upazila,10402,41.9,57.5,0.6,0.1,11457,27.1,64.8,7.7,0.3,00110
3.0,XX.0,XX.0,XXX,XX,02, Bandarban Zila,27151,42.6,56.7,0.6,0.1,21121,32.4,60.5,6.3,0.8,00110
3.0,4.0,XX.0,XXX,XX,02,  Alikadam Upazila,676,12.4,87.6,0.0,0.0,48,16.7,83.3,0.0,0.0,00110
3.0,4.0,31.0,XXX,XX,02,  Alikadam Union,676,12.4,87.6,0.0,0.0,48,16.7,83.3,0.0,0.0,00110
3.0,14.0,XX.0,XXX,XX,02,  Bandarban Sadar Upazila,18706,44.2,55.2,0.5,0.1,14167,33.2,60.4,5.9,0.5,00110
3.0,51.0,XX.0,XXX,XX,02,  Lama Upazila,7426,41.9,57.1,0.7,0.3,6895,30.8,60.6,7.3,1.3,00110
3.0,91.0,XX.0,XXX,XX,02,  Ruma Upazila,343,28.0,72.0,0.0,0.0,11,9.1,90.9,0.0,0.0,00110
3.0,91.0,76.0,XXX,XX,02,  Ruma Union,343,28.0,72.0,0.0,0.0,11,9.1,90.9,0.0,0.0,00110
19.0,XX.0,XX.0,XXX,XX,02, Comilla Zila,276156,43.5,55.8,0.6,0.1,271509,28.6,63.6,7.2,0.6,00110
19.0,9.0,XX.0,XXX,XX,02,  Barura Upazila,18373,43.2,56.0,0.6,0.1,19256,26.3,66.0,7.1,0.6,00110
19.0,27.0,XX.0,XXX,XX,02,  Chandina Upazila,16841,40.7,58.6,0.7,0.1,18317,26.3,65.8,7.5,0.5,00110
19.0,31.0,XX.0,XXX,XX,02,  Chauddagram Upazila,14025,45.0,54.1,0.7,0.1,14945,27.0,63.7,8.5,0.9,00110
19.0,33.0,XX.0,XXX,XX,02,  Comilla Sadar Dakshin Upazila,42489,46.8,52.6,0.4,0.1,38309,28.6,64.1,6.7,0.6,00110
19.0,36.0,XX.0,XXX,XX,02,  Daudkandi Upazila,16966,40.2,58.9,0.7,0.2,17698,24.8,66.2,8.3,0.7,00110
19.0,40.0,XX.0,XXX,XX,02,  Debidwar Upazila,20974,43.4,55.7,0.7,0.1,24098,28.5,63.2,7.8,0.6,00110
19.0,54.0,XX.0,XXX,XX,02,  Homna Upazila,10426,41.1,58.3,0.5,0.1,11141,25.3,67.6,6.6,0.4,00110
19.0,67.0,XX.0,XXX,XX,02,  Comilla Adarsha Sadar Upazila,100211,43.5,55.7,0.6,0.1,90068,31.2,61.4,6.8,0.6,00110
19.0,72.0,XX.0,XXX,XX,02,  Laksam Upazila,26481,41.9,57.0,1.0,0.1,27331,28.0,63.9,7.3,0.8,00110
19.0,87.0,XX.0,XXX,XX,02,  Nangalkot Upazila,9370,43.3,56.1,0.5,0.0,10346,27.9,64.3,7.1,0.6,00110
12.0,XX.0,XX.0,XXX,XX,02, Brahmanbaria Zila,108905,43.7,55.5,0.7,0.1,115863,29.4,63.5,6.7,0.3,00110
12.0,2.0,XX.0,XXX,XX,02,  Akhaura Upazila,13222,42.7,56.4,0.7,0.2,14070,28.2,63.8,7.7,0.4,00110
12.0,13.0,XX.0,XXX,XX,02,  Brahmanbaria Sadar Upazila,63516,44.5,54.8,0.6,0.1,65780,31.0,62.5,6.3,0.2,00110
12.0,63.0,XX.0,XXX,XX,02,  Kasba Upazila,14018,43.5,55.8,0.5,0.1,15416,27.4,66.6,5.6,0.4,00110
12.0,85.0,XX.0,XXX,XX,02,  Nabinagar Upazila,18149,41.9,57.2,0.8,0.1,20597,26.8,64.5,8.2,0.5,00110
51.0,XX.0,XX.0,XXX,XX,02, Lakshmipur Zila,69455,44.0,55.3,0.6,0.1,71380,28.0,65.0,6.7,0.3,00110
51.0,43.0,XX.0,XXX,XX,02,  Lakshmipur Sadar Upazila,32782,44.1,55.2,0.6,0.1,31985,27.9,64.4,7.3,0.4,00110
51.0,58.0,XX.0,XXX,XX,02,  Roypur Upazila,11548,44.6,55.0,0.4,0.1,12325,27.2,66.5,6.0,0.3,00110
51.0,65.0,XX.0,XXX,XX,02,  Ramganj Upazila,16383,44.7,54.5,0.8,0.1,18155,28.0,65.0,6.7,0.4,00110
51.0,73.0,XX.0,XXX,XX,02,  Ramgati Upazila,8742,41.7,57.7,0.5,0.0,8915,29.4,65.3,5.1,0.1,00110
46.0,XX.0,XX.0,XXX,XX,02, Khagrachhari Zila,40356,42.4,56.9,0.5,0.1,35317,30.6,61.3,7.2,1.0,00110
46.0,49.0,XX.0,XXX,XX,02,  Khagrachhari Sadar Upazila,20950,41.3,58.2,0.4,0.1,17222,32.0,61.8,5.4,0.8,00110
46.0,70.0,XX.0,XXX,XX,02,  Matiranga Upazila,9334,42.3,57.1,0.4,0.1,8818,29.1,62.0,7.8,1.1,00110
46.0,80.0,XX.0,XXX,XX,02,  Ramgarh Upazila,10072,45.0,54.2,0.7,0.1,9277,29.4,59.5,9.9,1.2,00110
22.0,XX.0,XX.0,XXX,XX,02, Cox's Bazar Zila,122689,45.7,53.8,0.4,0.1,98930,33.7,60.0,5.6,0.6,00110
22.0,16.0,XX.0,XXX,XX,02,  Chakoria Upazila,27409,48.8,50.7,0.5,0.0,25861,35.1,58.5,5.8,0.6,00110
22.0,24.0,XX.0,XXX,XX,02,  Cox's Bazar Sadar Upazila,74784,43.8,55.7,0.4,0.1,54651,32.9,61.3,5.2,0.6,00110
22.0,49.0,XX.0,XXX,XX,02,  Maheshkhali Upazila,10593,50.6,48.8,0.5,0.1,9846,35.7,56.1,7.8,0.4,00110
22.0,90.0,XX.0,XXX,XX,02,  Teknaf Upazila,9903,46.4,53.0,0.5,0.1,8572,32.5,61.6,5.0,0.9,00110
15.0,XX.0,XX.0,XXX,XX,02, Chittagong Zila,1267647,45.5,54.0,0.5,0.1,1143277,33.4,60.4,5.7,0.5,00110
15.0,6.0,XX.0,XXX,XX,02,  Bayejid Bostami Thana,88873,44.2,55.5,0.3,0.1,80838,32.9,62.3,4.3,0.5,00110
15.0,8.0,XX.0,XXX,XX,02,  Banshkhali Upazila,12977,44.6,54.5,0.8,0.1,14028,29.8,60.8,8.6,0.7,00110
15.0,10.0,XX.0,XXX,XX,02,  Bakalia Thana,110854,45.5,54.0,0.4,0.1,96941,33.0,61.6,5.0,0.5,00110
15.0,18.0,XX.0,XXX,XX,02,  Chandanaish  Upazila,12761,49.5,49.6,0.8,0.2,14322,33.3,57.4,8.8,0.5,00110
15.0,19.0,XX.0,XXX,XX,02,  Chandgaon Thana,108125,47.5,52.1,0.3,0.0,101289,34.3,60.5,4.9,0.4,00110
15.0,20.0,XX.0,XXX,XX,02,  Chittagong Port Thana,88677,42.9,56.6,0.4,0.1,85934,35.2,59.4,4.9,0.5,00110
15.0,28.0,XX.0,XXX,XX,02,  Double Mooring Thana,161035,44.7,54.7,0.5,0.1,135402,33.7,60.0,5.8,0.5,00110
15.0,35.0,XX.0,XXX,XX,02,  Halishahar Thana,62613,44.0,55.5,0.5,0.0,59053,32.0,62.0,5.6,0.5,00110
15.0,37.0,XX.0,XXX,XX,02,  Hathazari Upazila,60,31.7,68.3,0.0,0.0,0,0.0,0.0,0.0,0.0,00110
15.0,41.0,XX.0,XXX,XX,02,  Kotwali Thana,152151,46.9,52.4,0.7,0.1,120482,35.7,57.5,6.5,0.4,00110
15.0,43.0,XX.0,XXX,XX,02,  Khulshi Thana,121697,43.0,56.5,0.4,0.1,104283,33.2,61.7,4.6,0.5,00110
15.0,53.0,XX.0,XXX,XX,02,  Mirsharai Upazila,10709,47.2,52.1,0.6,0.1,11226,29.9,60.0,9.4,0.8,00110
15.0,55.0,XX.0,XXX,XX,02,  Pahartali Thana,79955,42.9,56.6,0.5,0.1,73745,31.7,62.0,5.7,0.6,00110
15.0,57.0,XX.0,XXX,XX,02,  Panchlaish Thana,94151,48.0,51.5,0.5,0.1,83918,35.8,58.4,5.2,0.6,00110
15.0,61.0,XX.0,XXX,XX,02,  Patiya Upazila,23234,53.0,46.4,0.6,0.1,20647,32.0,60.4,7.3,0.3,00110
15.0,65.0,XX.0,XXX,XX,02,  Patenga Thana,56465,44.1,55.5,0.4,0.1,50499,31.7,62.0,5.8,0.5,00110
15.0,70.0,XX.0,XXX,XX,02,  Rangunia Upazila,12522,48.9,50.6,0.5,0.0,13000,31.7,62.1,5.8,0.4,00110
15.0,74.0,XX.0,XXX,XX,02,  Raozan Upazila,23489,48.6,50.7,0.7,0.0,23914,30.8,58.5,10.1,0.6,00110
15.0,78.0,XX.0,XXX,XX,02,  Sandwip Upazila,13974,46.8,52.3,0.9,0.1,17243,29.8,61.8,8.1,0.3,00110
15.0,82.0,XX.0,XXX,XX,02,  Satkania Upazila,15252,48.6,50.9,0.4,0.1,18641,34.2,58.7,6.8,0.3,00110
15.0,86.0,XX.0,XXX,XX,02,  Sitakunda Upazila,18073,47.2,52.2,0.5,0.1,17872,30.4,60.6,8.4,0.6,00110
84.0,XX.0,XX.0,XXX,XX,02, Rangamati Zila,42615,44.4,54.8,0.7,0.1,36640,33.2,60.3,6.1,0.4,00110
84.0,7.0,XX.0,XXX,XX,02,  Baghaichhari Upazila,5809,40.6,58.6,0.7,0.0,5081,29.3,63.1,7.3,0.4,00110
84.0,87.0,XX.0,XXX,XX,02,  Rangamati Sadar Upazila,36806,45.0,54.2,0.7,0.1,31559,33.8,59.9,5.9,0.4,00110
30.0,XX.0,XX.0,XXX,XX,02, Feni Zila,111840,46.7,52.9,0.4,0.1,107196,29.1,64.4,6.1,0.4,00110
30.0,14.0,XX.0,XXX,XX,02,  Chhagalnaiya Upazila,16948,47.5,51.9,0.5,0.0,17768,28.9,63.2,7.4,0.4,00110
30.0,25.0,XX.0,XXX,XX,02,  Daganbhuiyan Upazila,12329,46.2,53.4,0.4,0.1,12447,29.1,63.9,6.8,0.2,00110
30.0,29.0,XX.0,XXX,XX,02,  Feni Sadar Upazila,64577,46.7,52.9,0.3,0.1,57433,29.5,64.9,5.2,0.3,00110
30.0,51.0,XX.0,XXX,XX,02,  Parshuram Upazila,10782,44.0,55.4,0.5,0.1,11693,27.3,63.0,8.8,0.8,00110
30.0,94.0,XX.0,XXX,XX,02,  Sonagazi Upazila,7204,49.2,50.4,0.5,0.0,7855,29.4,65.6,4.8,0.2,00110
75.0,XX.0,XX.0,XXX,XX,02, Noakhali Zila,139573,48.1,51.3,0.5,0.1,141103,31.1,61.7,6.8,0.4,00110
75.0,7.0,XX.0,XXX,XX,02,  Begumganj Upazila,32651,48.4,51.0,0.5,0.1,29075,31.3,61.4,6.9,0.5,00110
75.0,10.0,XX.0,XXX,XX,02,  Chatkhil Upazila,11625,49.6,49.7,0.6,0.1,12617,28.3,63.6,7.6,0.4,00110
75.0,21.0,XX.0,XXX,XX,02,  Companiganj Upazila,10932,47.8,51.6,0.5,0.1,11504,29.6,64.1,5.9,0.4,00110
75.0,36.0,XX.0,XXX,XX,02,  Hatiya Upazila,15294,41.2,58.3,0.5,0.0,16892,29.2,65.7,4.8,0.3,00110
75.0,47.0,XX.0,XXX,XX,02,  Kabirhat Upazila,5891,47.8,51.4,0.7,0.1,7055,31.4,58.8,9.2,0.6,00110
75.0,80.0,XX.0,XXX,XX,02,  Senbagh Upazila,6883,47.2,52.2,0.6,0.0,7746,30.9,61.6,7.0,0.4,00110
75.0,83.0,XX.0,XXX,XX,02,  Sonaimuri Upazila,12131,48.6,50.8,0.5,0.0,13635,29.2,63.4,7.0,0.4,00110
75.0,87.0,XX.0,XXX,XX,02,  Noakhali Sadar Upazila,44166,50.1,49.4,0.4,0.1,42579,33.5,59.1,7.0,0.4,00110
29.0,XX.0,XX.0,XXX,XX,02, Faridpur Zila,79574,42.0,57.3,0.6,0.1,78240,28.1,63.3,7.8,0.7,00110
29.0,10.0,XX.0,XXX,XX,02,  Bhanga Upazila,12952,41.1,57.9,0.8,0.2,13427,25.8,64.4,9.0,0.8,00110
29.0,18.0,XX.0,XXX,XX,02,  Boalmari Upazila,10581,38.9,60.6,0.5,0.1,10898,25.1,66.0,8.2,0.7,00110
29.0,47.0,XX.0,XXX,XX,02,  Faridpur Sadar Upazila,51388,42.8,56.6,0.5,0.1,49411,29.6,62.5,7.3,0.7,00110
29.0,62.0,XX.0,XXX,XX,02,  Nagarkanda Upazila,4653,43.3,56.0,0.7,0.0,4504,26.6,62.8,9.8,0.8,00110
72.0,XX.0,XX.0,XXX,XX,02, Netrakona Zila,71600,42.7,56.6,0.7,0.1,70486,28.9,61.1,9.4,0.5,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Upazila,9452,41.6,57.7,0.7,0.1,9437,27.9,60.4,11.2,0.6,00110
72.0,18.0,XX.0,XXX,XX,02,  Durgapur Paurashava,9452,41.6,57.7,0.7,0.1,9437,27.9,60.4,11.2,0.6,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Upazila,8179,41.7,57.3,0.9,0.1,8335,26.2,62.3,10.6,0.9,00110
72.0,47.0,XX.0,XXX,XX,02,  Kendua Paurashava,8179,41.7,57.3,0.9,0.1,8335,26.2,62.3,10.6,0.9,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Upazila,6499,39.0,60.1,0.8,0.1,6342,26.1,65.4,7.9,0.5,00110
72.0,56.0,XX.0,XXX,XX,02,  Madan Paurashava,6499,39.0,60.1,0.8,0.1,6342,26.1,65.4,7.9,0.5,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Upazila,10378,40.0,59.1,0.7,0.1,10475,28.3,61.8,9.5,0.4,00110
72.0,63.0,XX.0,XXX,XX,02,  Mohanganj Paurashava,10378,40.0,59.1,0.7,0.1,10475,28.3,61.8,9.5,0.4,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Sadar Upazila,37092,44.6,54.8,0.6,0.1,35897,30.6,60.1,8.9,0.4,00110
72.0,74.0,XX.0,XXX,XX,02,  Netrokona Paurashava,37092,44.6,54.8,0.6,0.1,35897,30.6,60.1,8.9,0.4,00110
39.0,XX.0,XX.0,XXX,XX,02, Jamalpur Zila,129808,36.2,62.9,0.7,0.2,134217,23.3,66.3,9.5,0.9,00110
39.0,15.0,XX.0,XXX,XX,02,  Dewanganj Upazila,14067,35.8,63.4,0.6,0.1,15208,22.3,66.0,10.9,0.8,00110
39.0,15.0,XX.0,XXX,XX,02,Dewanganj Paurashava,14067,35.8,63.4,0.6,0.1,15208,22.3,66.0,10.9,0.8,00110
39.0,29.0,XX.0,XXX,XX,02,  Islampur Upazila,14725,35.1,64.0,0.7,0.1,15338,22.1,66.4,10.7,0.8,00110
39.0,29.0,XX.0,XXX,XX,02,Islampur Paurashava,14725,35.1,64.0,0.7,0.1,15338,22.1,66.4,10.7,0.8,00110
39.0,36.0,XX.0,XXX,XX,02,  Jamalpur Sadar Upazila,56617,36.6,62.3,0.8,0.3,57404,25.4,64.9,8.7,1.0,00110
39.0,36.0,XX.0,XXX,XX,02,Jamalpur Paurashava,56617,36.6,62.3,0.8,0.3,57404,25.4,64.9,8.7,1.0,00110
39.0,58.0,XX.0,XXX,XX,02,  Madarganj Upazila,11965,35.1,64.3,0.5,0.2,13007,19.8,68.5,10.7,1.0,00110
39.0,58.0,XX.0,XXX,XX,02,Madarganj Paurashava,11965,35.1,64.3,0.5,0.2,13007,19.8,68.5,10.7,1.0,00110
39.0,61.0,XX.0,XXX,XX,02,  Melandaha Upazila,12335,37.5,62.0,0.4,0.2,12104,22.4,67.7,9.0,0.9,00110
39.0,61.0,XX.0,XXX,XX,02,Melandaha Paurashava,12335,37.5,62.0,0.4,0.2,12104,22.4,67.7,9.0,0.9,00110
39.0,85.0,XX.0,XXX,XX,02,  Sarishabari Upazila,20099,35.7,63.3,0.8,0.2,21156,21.7,67.9,9.5,1.0,00110
39.0,85.0,XX.0,XXX,XX,02,Sarishabari Paurashava,20099,35.7,63.3,0.8,0.2,21156,21.7,67.9,9.5,1.0,00110
59.0,XX.0,XX.0,XXX,XX,02, Munshiganj Zila,46488,42.0,57.1,0.7,0.1,44831,26.6,65.4,7.4,0.6,00110
59.0,56.0,XX.0,XXX,XX,02,  Munshiganj Sadar Upazila,46488,42.0,57.1,0.7,0.1,44831,26.6,65.4,7.4,0.6,00110
35.0,XX.0,XX.0,XXX,XX,02, Gopalganj Zila,34146,44.1,55.3,0.5,0.1,33138,28.1,63.2,7.9,0.8,00110
35.0,32.0,XX.0,XXX,XX,02,  Gopalganj Sadar Upazila,21015,46.4,53.0,0.5,0.1,19886,29.0,62.3,7.9,0.8,00110
35.0,51.0,XX.0,XXX,XX,02,  Kotalipara Upazila,2278,38.1,61.8,0.0,0.1,2245,26.1,67.9,5.6,0.4,00110
35.0,58.0,XX.0,XXX,XX,02,  Muksudpur Upazila,7599,39.8,59.4,0.7,0.1,7807,26.0,64.9,8.4,0.7,00110
35.0,91.0,XX.0,XXX,XX,02,  Tungipara Upazila,3254,42.8,56.5,0.6,0.1,3200,29.2,61.4,8.5,0.9,00110
82.0,XX.0,XX.0,XXX,XX,02, Rajbari Zila,42152,38.8,60.5,0.6,0.1,42606,25.3,65.2,8.8,0.7,00110
82.0,29.0,XX.0,XXX,XX,02,  Goalanda Upazila,7409,39.0,60.1,0.8,0.1,7662,24.9,63.3,11.0,0.8,00110
82.0,73.0,XX.0,XXX,XX,02,  Pangsha Upazila,11653,37.4,62.1,0.4,0.1,11717,24.1,67.6,7.5,0.8,00110
82.0,76.0,XX.0,XXX,XX,02,  Rajbari Sadar Upazila,23090,39.4,59.9,0.7,0.1,23227,26.0,64.7,8.8,0.6,00110
61.0,XX.0,XX.0,XXX,XX,02, Mymensingh Zila,223627,42.7,56.6,0.5,0.1,216766,29.8,62.5,7.2,0.5,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Upazila,15812,35.8,63.7,0.4,0.1,14437,22.7,70.9,5.4,1.0,00110
61.0,13.0,XX.0,XXX,XX,02,  Bhaluka Paurashava,15812,35.8,63.7,0.4,0.1,14437,22.7,70.9,5.4,1.0,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Upazila,11675,37.9,61.5,0.4,0.2,11541,25.0,67.2,7.2,0.7,00110
61.0,20.0,XX.0,XXX,XX,02,  Fulbaria Paurashava,11675,37.9,61.5,0.4,0.2,11541,25.0,67.2,7.2,0.7,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Upazila,11251,42.1,57.4,0.4,0.1,11412,27.7,65.8,6.1,0.5,00110
61.0,22.0,XX.0,XXX,XX,02,  Gaffargaon Paurashava,11251,42.1,57.4,0.4,0.1,11412,27.7,65.8,6.1,0.5,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Upazila,9940,40.9,58.6,0.4,0.1,10092,28.1,63.1,8.4,0.4,00110
61.0,23.0,XX.0,XXX,XX,02,  Gauripur Paurashava,9940,40.9,58.6,0.4,0.1,10092,28.1,63.1,8.4,0.4,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Upazila,11017,42.9,56.1,0.9,0.1,10607,27.3,62.5,9.6,0.6,00110
61.0,31.0,XX.0,XXX,XX,02,  Ishwarganj Paurashava,11017,42.9,56.1,0.9,0.1,10607,27.3,62.5,9.6,0.6,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Sadar Upazila,109380,46.0,53.4,0.5,0.1,104231,33.8,59.0,6.8,0.5,00110
61.0,52.0,XX.0,XXX,XX,02,  Mymensingh Paurashava,109380,46.0,53.4,0.5,0.1,104231,33.8,59.0,6.8,0.5,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Upazila,19421,38.2,60.9,0.6,0.2,19403,24.6,66.7,7.9,0.7,00110
61.0,65.0,XX.0,XXX,XX,02,  Muktagachha Paurashava,19421,38.2,60.9,0.6,0.2,19403,24.6,66.7,7.9,0.7,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Upazila,11981,39.1,59.9,0.8,0.2,12613,25.9,63.5,10.0,0.6,00110
61.0,72.0,XX.0,XXX,XX,02,  Nandail Paurashava,11981,39.1,59.9,0.8,0.2,12613,25.9,63.5,10.0,0.6,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Upazila,9641,37.8,61.4,0.5,0.2,9612,26.7,65.8,7.2,0.4,00110
61.0,81.0,XX.0,XXX,XX,02,  Phulpur Paurashava,9641,37.8,61.4,0.5,0.2,9612,26.7,65.8,7.2,0.4,00110
61.0,94.0,XX.0,XXX,XX,02,  Trishal Upazila,13509,43.3,56.2,0.4,0.1,12818,29.3,64.2,6.0,0.5,00110
61.0,94.0,XX.0,XXX,XX,02,  Trishal Paurashava,13509,43.3,56.2,0.4,0.1,12818,29.3,64.2,6.0,0.5,00110
67.0,XX.0,XX.0,XXX,XX,02, Narayanganj Zila,393546,40.2,59.1,0.6,0.1,363006,27.1,65.7,6.4,0.8,00110
67.0,4.0,XX.0,XXX,XX,02,  Sonargaon Upazila,13242,40.6,58.6,0.7,0.2,12602,25.2,66.1,8.1,0.6,00110
67.0,6.0,XX.0,XXX,XX,02,  Bandar Upazila,67084,40.5,58.6,0.7,0.3,65337,25.9,65.1,7.8,1.1,00110
67.0,58.0,XX.0,XXX,XX,02,  Narayanganj Sadar Upazila,227615,40.5,58.8,0.6,0.1,211215,27.9,65.0,6.3,0.8,00110
67.0,68.0,XX.0,XXX,XX,02,  Rupganj Upazila,85605,39.0,60.5,0.4,0.1,73852,26.1,68.3,4.9,0.7,00110
33.0,XX.0,XX.0,XXX,XX,02, Gazipur Zila,446499,37.9,61.6,0.3,0.1,386241,25.2,69.6,4.3,0.8,00110
33.0,30.0,XX.0,XXX,XX,02,  Gazipur Sadar Upazila,301353,39.5,60.1,0.4,0.1,261151,26.4,68.4,4.4,0.8,00110
33.0,32.0,XX.0,XXX,XX,02,  Kaliakair Upazila,71086,33.2,66.4,0.3,0.1,61377,22.2,73.2,3.2,1.3,00110
33.0,34.0,XX.0,XXX,XX,02,  Kaliganj Upazila,19751,38.4,61.0,0.5,0.1,16850,25.1,67.0,7.1,0.7,00110
33.0,86.0,XX.0,XXX,XX,02,  Sreepur Upazila,54309,35.4,64.1,0.4,0.1,46863,22.3,72.6,4.3,0.7,00110
56.0,XX.0,XX.0,XXX,XX,02, Manikganj Zila,39612,36.6,62.4,0.8,0.2,40156,22.9,67.5,8.8,0.7,00110
56.0,46.0,XX.0,XXX,XX,02,  Manikganj Sadar Upazila,29498,36.3,62.7,0.8,0.2,29183,23.4,67.5,8.5,0.7,00110
56.0,82.0,XX.0,XXX,XX,02,  Singair Upazila,10114,37.6,61.6,0.7,0.1,10973,21.7,67.6,9.9,0.9,00110
26.0,XX.0,XX.0,XXX,XX,02, Dhaka Zila,3508094,44.1,55.4,0.4,0.1,2719971,31.0,62.9,5.2,0.9,00110
26.0,2.0,XX.0,XXX,XX,02,  Adabor Thana,90205,39.7,59.9,0.4,0.1,76672,29.6,65.6,4.0,0.8,00110
26.0,4.0,XX.0,XXX,XX,02,  Badda Thana,94609,44.5,55.2,0.2,0.1,66322,29.2,66.2,3.9,0.6,00110
26.0,5.0,XX.0,XXX,XX,02,  Bangshal Thana,107397,52.3,47.1,0.5,0.1,54699,30.9,59.6,8.8,0.7,00110
26.0,6.0,XX.0,XXX,XX,02,  Biman Bandar Thana,2928,32.7,66.6,0.7,0.1,1748,42.7,51.9,3.7,1.7,00110
26.0,8.0,XX.0,XXX,XX,02,  Cantonment Thana,64977,40.5,59.2,0.3,0.1,46851,33.2,60.9,4.9,1.0,00110
26.0,9.0,XX.0,XXX,XX,02,  Chak Bazar Thana,90170,47.6,52.0,0.3,0.1,45105,31.6,61.6,6.2,0.6,00110
26.0,11.0,XX.0,XXX,XX,02,  Darus Salam Thana,72254,40.4,59.1,0.4,0.2,58455,27.7,66.5,4.9,1.0,00110
26.0,14.0,XX.0,XXX,XX,02,  Dhamrai Upazila,23579,35.5,63.9,0.5,0.1,22763,23.9,68.6,6.6,0.9,00110
26.0,16.0,XX.0,XXX,XX,02,  Dhanmondi Thana,70751,48.7,50.7,0.4,0.1,59708,37.8,55.3,5.5,1.5,00110
26.0,18.0,XX.0,XXX,XX,02,  Dohar Upazila,13783,40.7,58.5,0.7,0.1,14835,24.2,67.0,8.2,0.6,00110
26.0,24.0,XX.0,XXX,XX,02,  Gendaria Thana,64756,46.4,52.7,0.7,0.2,50257,28.6,61.8,8.7,0.9,00110
