ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 15-19 years-Attending school-Male,Population aged 15-19 years-Attending school-Female,Population aged 15-19 years-Not attending school-Male,Population aged 15-19 years-Not attending school-Female,Population aged 20-24 years-Attending school-Male,Population aged 20-24 years-Attending school-Female,Population aged 20-24 years-Not attending school-Male,Population aged 20-24 years-Not attending school-Female,Population aged 25-29 years-Attending school-Male,Population aged 25-29 years-Attending school-Female,Population aged 25-29 years-Not attending school-Male,Population aged 25-29 years-Not attending school-Female,check_var
47,12,XX,XXX,XX,01,  Batiaghata Upazila,3572,2476,3120,3793,1631,761,4900,7804,306,122,6577,8060,01110
47,17,XX,XXX,XX,01,  Dacope Upazila,3335,2609,2395,2693,954,442,4294,6630,245,72,5842,6668,01110
47,30,XX,XXX,XX,01,  Dumuria Upazila,6703,4960,4304,5781,2249,939,8088,13240,590,184,11746,14441,01110
47,40,XX,XXX,XX,01,  Dighalia Upazila,2896,2466,2928,2883,776,454,4115,5479,169,67,4913,5351,01110
47,53,XX,XXX,XX,01,  Koyra Upazila,3654,3071,3488,4335,739,362,5451,9198,148,45,7004,9222,01110
47,64,XX,XXX,XX,01,  Paikgachha Upazila,5317,4281,4254,5192,1328,554,7252,11409,299,80,9400,11460,01110
47,69,XX,XXX,XX,01,  Phultala Upazila,1191,1039,962,1108,357,201,1590,2575,80,26,2256,2844,01110
47,75,XX,XXX,XX,01,  Rupsa Upazila,3567,3517,4567,5135,1112,585,6363,9244,209,89,8049,9295,01110
47,94,XX,XXX,XX,01,  Terokhada Upazila,2002,1509,2343,2456,366,201,3132,4687,85,44,3791,4802,01110
18,07,XX,XXX,XX,01,  Alamdanga Upazila,5002,3927,5386,5389,1158,469,8016,12942,228,55,11992,14642,01110
18,23,XX,XXX,XX,01,  Chuadanga Sadar Upazila,3074,2422,4844,4685,580,239,6213,9090,82,24,8401,9743,01110
18,31,XX,XXX,XX,01,  Damurhuda Upazila,4228,3360,5605,5639,833,366,8033,11484,162,51,10104,12261,01110
18,55,XX,XXX,XX,01,  Jiban Nagar Upazila,2869,2567,3536,3468,577,240,4650,6757,97,30,6274,7527,01110
65,28,XX,XXX,XX,01,  Kalia Upazila,3703,2849,4155,4327,523,277,5386,8108,91,35,6222,8027,01110
65,52,XX,XXX,XX,01,  Lohagara Upazila,4548,3609,3747,4652,809,488,5264,9644,128,59,7093,10038,01110
65,76,XX,XXX,XX,01,  Narail Sadar Upazila,4874,4140,3993,4459,1096,686,6203,10006,240,88,8239,10715,01110
44,14,XX,XXX,XX,01,  Harinakundu Upazila,3464,2836,3327,2986,944,505,4923,7529,200,64,7136,8471,01110
44,19,XX,XXX,XX,01,  Jhenaidah Sadar Upazila,7528,6131,6872,7249,1858,825,10840,16623,348,106,15062,18405,01110
44,33,XX,XXX,XX,01,  Kaliganj Upazila,5181,4219,4685,5062,1142,591,7395,11668,249,56,10331,12697,01110
44,42,XX,XXX,XX,01,  Kotchandpur Upazila,2342,1752,2185,2438,592,296,3266,5227,105,33,4691,5798,01110
44,71,XX,XXX,XX,01,  Maheshpur Upazila,6429,5603,7318,6845,1374,720,10552,15521,256,105,14014,16114,01110
44,80,XX,XXX,XX,01,  Shailkupa Upazila,8136,6575,5703,5698,3250,1723,9341,14156,634,217,12912,16064,01110
41,04,XX,XXX,XX,01,  Abhaynagar Upazila,4106,3519,3128,3419,1169,670,5156,7957,278,127,7174,8661,01110
41,09,XX,XXX,XX,01,  Bagherpara Upazila,4996,4504,3848,4043,1262,782,5922,9658,279,100,8145,10828,01110
41,11,XX,XXX,XX,01,  Chaugachha Upazila,4929,3867,4049,4476,1104,592,6642,10353,249,88,9011,11181,01110
41,23,XX,XXX,XX,01,  Jhikargachha Upazila,5896,5233,5287,5861,1394,848,7836,12976,271,134,10405,13519,01110
41,38,XX,XXX,XX,01,  Keshabpur Upazila,5265,3967,3557,4537,1409,609,6212,10270,312,66,8840,10996,01110
41,47,XX,XXX,XX,01,  Jessore Sadar Upazila,12356,10568,10287,10766,4004,2096,15325,24205,868,308,21443,25320,01110
41,61,XX,XXX,XX,01,  Manirampur Upazila,9703,8273,6709,7800,2475,1341,10412,17158,564,192,14880,19229,01110
41,90,XX,XXX,XX,01,  Sharsha Upazila,6121,5864,7366,8189,1488,950,10599,15882,302,111,13726,15871,01110
1,08,XX,XXX,XX,01,  Bagerhat Sadar Upazila,4765,4483,4447,4556,1348,804,6412,9541,284,112,8419,10757,01110
1,14,XX,XXX,XX,01,  Chitalmari Upazila,2956,2489,3099,3033,634,354,3773,5564,129,59,4520,5989,01110
1,34,XX,XXX,XX,01,  Fakirhat Upazila,2570,2235,2353,2484,625,357,3437,5075,95,46,4537,5409,01110
1,38,XX,XXX,XX,01,  Kachua Upazila,1866,1774,1727,1674,483,308,2319,3655,97,47,2939,4002,01110
1,56,XX,XXX,XX,01,  Mollahat Upazila,2630,2050,2957,2954,515,210,3559,5270,84,36,3985,5013,01110
1,58,XX,XXX,XX,01,  Mongla Upazila,1555,1491,2009,2103,342,221,3145,4142,70,34,4231,4862,01110
1,60,XX,XXX,XX,01,  Morrelganj Upazila,4735,4594,4727,5571,973,596,6544,11127,182,82,8477,12400,01110
1,73,XX,XXX,XX,01,  Rampal Upazila,2877,2593,3103,3290,619,429,4345,6835,150,60,5810,7639,01110
1,77,XX,XXX,XX,01,  Sarankhola Upazila,1485,1482,1874,1829,265,169,3160,3659,39,25,4315,4005,01110
55,57,XX,XXX,XX,01,  Magura Sadar Upazila,6365,5294,5174,5089,1469,902,7952,12447,294,109,10914,13958,01110
55,66,XX,XXX,XX,01,  Mohammadpur Upazila,4642,4047,3638,3774,847,546,5035,8509,171,74,6788,9254,01110
