ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total,Muslim,Hindu,Christian,Buddhist,Others,check_var
91,17,XX,XXX,XX,02,  Beani Bazar Upazila,42030,39850,2170,5,0,5,01110
91,38,XX,XXX,XX,02,  Golapganj Upazila,32444,31217,1222,0,5,0,01110
91,59,XX,XXX,XX,02,  Kanaighat Upazila,27078,26103,957,3,4,11,01110
91,62,XX,XXX,XX,02,  Sylhet Sadar Upazila,485138,423324,60749,444,277,344,01110
91,94,XX,XXX,XX,02,  Zakiganj Upazila,16398,15538,856,4,0,0,01110
58,14,XX,XXX,XX,02,  Barlekha Upazila,22247,19339,2894,10,0,4,01110
58,56,XX,XXX,XX,02,  Kamalganj Upazila,16878,14606,2256,0,0,16,01110
58,65,XX,XXX,XX,02,  Kulaura Upazila,26150,23857,2146,44,6,97,01110
58,74,XX,XXX,XX,02,  Maulvibazar Sadar Upazila,56537,47103,9240,158,23,13,01110
58,83,XX,XXX,XX,02,  Sreemangal Upazila,23031,17353,5322,299,40,17,01110
