ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism,check_var
87.0,90.0,63.0,XXX,XX,XX,  Magura Union Total,20559,2.3,0.2,0.3,0.2,1.3,0.2,0.1,00111
87.0,90.0,71.0,XXX,XX,XX,  Nagarghata Union Total,18258,1.4,0.3,0.3,0.2,0.5,0.2,0.1,00111
87.0,90.0,79.0,XXX,XX,XX,  Sarulia Union Total,36965,1.4,0.2,0.2,0.1,0.7,0.2,0.1,00111
87.0,90.0,87.0,XXX,XX,XX,Tala Union Total,33027,1.4,0.2,0.2,0.1,0.6,0.2,0.1,00111
87.0,90.0,94.0,XXX,XX,XX,  Tentulia Union Total,25007,1.7,0.2,0.2,0.1,0.8,0.2,0.1,00111
42.0,XX.0,XX.0,XXX,XX,XX,Jhalokati Zila Total,682669,1.9,0.2,0.4,0.2,0.8,0.2,0.1,00111
42.0,40.0,XX.0,XXX,XX,XX,Jhalokati Sadar Upazila Total,216348,1.8,0.3,0.3,0.1,0.8,0.2,0.1,00111
42.0,40.0,1.0,XXX,XX,XX,Ward No-01 Total,6022,2.1,0.1,0.3,0.1,1.0,0.1,0.4,00111
42.0,40.0,2.0,XXX,XX,XX,Ward No-02 Total,7564,0.9,0.1,0.1,0.2,0.3,0.1,0.1,00111
42.0,40.0,3.0,XXX,XX,XX,Ward No-03 Total,8353,0.8,0.2,0.1,0.0,0.2,0.1,0.1,00111
42.0,40.0,4.0,XXX,XX,XX,Ward No-04 Total,3869,0.7,0.1,0.1,0.0,0.3,0.1,0.1,00111
42.0,40.0,5.0,XXX,XX,XX,Ward No-05 Total,3796,0.4,0.0,0.0,0.1,0.2,0.0,0.1,00111
42.0,40.0,6.0,XXX,XX,XX,Ward No-06 Total,5722,1.0,0.2,0.1,0.0,0.2,0.1,0.5,00111
42.0,40.0,7.0,XXX,XX,XX,Ward No-07 Total,6523,1.3,0.0,0.4,0.2,0.5,0.2,0.0,00111
42.0,40.0,8.0,XXX,XX,XX,Ward No-08 Total,5204,0.9,0.1,0.0,0.1,0.4,0.1,0.1,00111
42.0,40.0,9.0,XXX,XX,XX,Ward No-09 Total,6976,1.2,0.1,0.1,0.1,0.7,0.1,0.1,00111
42.0,40.0,17.0,XXX,XX,XX,Basanda Union Total,15102,1.5,0.3,0.3,0.1,0.5,0.1,0.2,00111
42.0,40.0,19.0,XXX,XX,XX,Binoykati Union Total,20898,1.2,0.3,0.1,0.1,0.5,0.2,0.1,00111
42.0,40.0,28.0,XXX,XX,XX,Gabkhan Dhansiri Union Total,14761,2.2,0.2,0.3,0.2,1.0,0.3,0.1,00111
42.0,40.0,38.0,XXX,XX,XX,Gabha Ramchandrapur Union Total,19006,2.5,0.3,0.4,0.1,1.5,0.2,0.0,00111
42.0,40.0,57.0,XXX,XX,XX,Keora Union Total,11749,1.6,0.2,0.2,0.1,0.7,0.2,0.1,00111
42.0,40.0,63.0,XXX,XX,XX,Nathullabad Union Total,13620,1.8,0.3,0.2,0.1,0.7,0.4,0.1,00111
42.0,40.0,66.0,XXX,XX,XX,Kirtipasha Union Total,16815,2.1,0.2,0.6,0.2,0.7,0.2,0.2,00111
42.0,40.0,76.0,XXX,XX,XX,Nabagram Union Total,17606,2.7,0.4,0.7,0.2,1.1,0.2,0.1,00111
42.0,40.0,85.0,XXX,XX,XX,Ponabalia Union Total,16360,3.7,0.5,0.6,0.2,1.3,0.8,0.1,00111
42.0,40.0,95.0,XXX,XX,XX,Sekherhat Union Total,16402,1.7,0.2,0.2,0.1,0.9,0.2,0.1,00111
42.0,43.0,XX.0,XXX,XX,XX,Kanthalia Upazila Total,124271,2.2,0.3,0.5,0.2,0.9,0.3,0.1,00111
42.0,43.0,15.0,XXX,XX,XX,Amua Union Total,24053,2.4,0.3,0.8,0.2,0.8,0.3,0.1,00111
42.0,43.0,31.0,XXX,XX,XX,Awrabunia Union Total,16901,1.1,0.1,0.3,0.1,0.5,0.1,0.1,00111
42.0,43.0,47.0,XXX,XX,XX,Chenchri Rampur Union Total,25044,2.1,0.3,0.5,0.3,0.9,0.2,0.0,00111
42.0,43.0,63.0,XXX,XX,XX,Kanthalia Union Total,19333,1.9,0.2,0.4,0.2,0.7,0.2,0.1,00111
42.0,43.0,79.0,XXX,XX,XX,Patkhalghata Union Total,15777,1.8,0.3,0.3,0.1,0.8,0.2,0.1,00111
42.0,43.0,94.0,XXX,XX,XX,Saulajalia Union Total,23163,3.1,0.2,0.5,0.4,1.4,0.4,0.1,00111
42.0,73.0,XX.0,XXX,XX,XX,Nalchity Upazila Total,193556,1.9,0.2,0.4,0.2,0.8,0.2,0.1,00111
42.0,73.0,1.0,XXX,XX,XX,Ward No-01 Total,3063,0.7,0.2,0.0,0.1,0.3,0.1,0.0,00111
42.0,73.0,2.0,XXX,XX,XX,Ward No-02 Total,2959,2.4,0.4,0.4,0.4,0.8,0.3,0.0,00111
42.0,73.0,3.0,XXX,XX,XX,Ward No-03 Total,3928,1.1,0.2,0.0,0.0,0.8,0.1,0.0,00111
42.0,73.0,4.0,XXX,XX,XX,Ward No-04 Total,4784,0.7,0.1,0.0,0.0,0.4,0.1,0.1,00111
42.0,73.0,5.0,XXX,XX,XX,Ward No-05 Total,2810,2.7,0.2,0.9,0.5,0.8,0.3,0.1,00111
42.0,73.0,6.0,XXX,XX,XX,Ward No-06 Total,3248,0.9,0.2,0.1,0.1,0.3,0.0,0.2,00111
42.0,73.0,7.0,XXX,XX,XX,Ward No-07 Total,4193,2.0,0.3,0.5,0.1,0.9,0.1,0.1,00111
42.0,73.0,8.0,XXX,XX,XX,Ward No-08 Total,3296,1.2,0.4,0.3,0.0,0.3,0.1,0.0,00111
42.0,73.0,9.0,XXX,XX,XX,Ward No-09 Total,2524,1.9,0.3,0.2,0.1,1.2,0.1,0.0,00111
42.0,73.0,13.0,XXX,XX,XX,Bharabpasha Union Total,16008,2.0,0.3,0.3,0.2,0.9,0.2,0.2,00111
42.0,73.0,15.0,XXX,XX,XX,Dapdapia Union Total,26545,1.4,0.2,0.2,0.1,0.7,0.2,0.0,00111
42.0,73.0,21.0,XXX,XX,XX,Kulkati Union Total,15717,1.9,0.1,0.5,0.1,0.7,0.3,0.2,00111
42.0,73.0,31.0,XXX,XX,XX,Kusanghal Union Total,15862,1.9,0.3,0.3,0.1,0.8,0.3,0.1,00111
42.0,73.0,36.0,XXX,XX,XX,Mollahat Union Total,16240,1.9,0.3,0.3,0.2,1.0,0.2,0.1,00111
42.0,73.0,42.0,XXX,XX,XX,Magar Union Total,16785,1.7,0.2,0.1,0.2,0.7,0.3,0.1,00111
42.0,73.0,52.0,XXX,XX,XX,Nachan Mohal Union Total,13470,1.1,0.2,0.1,0.1,0.5,0.1,0.1,00111
42.0,73.0,73.0,XXX,XX,XX,Ranapasha Union Total,11500,4.3,0.2,1.3,0.4,1.8,0.4,0.1,00111
42.0,73.0,84.0,XXX,XX,XX,Siddhakati Union Total,15517,2.2,0.2,0.5,0.1,0.9,0.3,0.2,00111
42.0,73.0,94.0,XXX,XX,XX,Subidpur Union Total,15107,2.4,0.1,0.5,0.3,1.1,0.2,0.2,00111
42.0,84.0,XX.0,XXX,XX,XX,Rajapur Upazila Total,148494,1.8,0.2,0.3,0.2,0.8,0.2,0.1,00111
42.0,84.0,13.0,XXX,XX,XX,Baramaia Union Total,20052,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00111
42.0,84.0,27.0,XXX,XX,XX,Galua Union Total,33769,2.0,0.2,0.3,0.1,1.0,0.2,0.1,00111
42.0,84.0,40.0,XXX,XX,XX,Mathbari Union Total,22323,1.9,0.3,0.5,0.2,0.7,0.2,0.1,00111
42.0,84.0,54.0,XXX,XX,XX,Rajapur Union Total,34399,1.6,0.2,0.2,0.1,0.7,0.2,0.2,00111
42.0,84.0,67.0,XXX,XX,XX,Saturia Union Total,17777,1.9,0.4,0.2,0.1,0.7,0.2,0.2,00111
42.0,84.0,81.0,XXX,XX,XX,Suktagarh Union Total,20174,1.9,0.2,0.5,0.2,0.7,0.2,0.1,00111
78.0,XX.0,XX.0,XXX,XX,XX,Patuakhali Zila Total,1535854,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00111
78.0,38.0,XX.0,XXX,XX,XX,Bauphal Upazila Total,304284,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00111
78.0,38.0,1.0,XXX,XX,XX,  Ward No-01 Total,627,3.8,0.0,1.0,0.6,1.9,0.3,0.0,00111
78.0,38.0,2.0,XXX,XX,XX,  Ward No-02 Total,885,0.3,0.0,0.0,0.0,0.1,0.2,0.0,00111
78.0,38.0,3.0,XXX,XX,XX,  Ward No-03 Total,1817,1.5,0.1,0.2,0.3,0.6,0.3,0.1,00111
78.0,38.0,4.0,XXX,XX,XX,  Ward No-04 Total,1709,1.1,0.1,0.2,0.0,0.4,0.1,0.4,00111
78.0,38.0,5.0,XXX,XX,XX,  Ward No-05 Total,851,1.6,0.1,0.7,0.0,0.7,0.1,0.0,00111
78.0,38.0,6.0,XXX,XX,XX,  Ward No-06 Total,835,3.0,0.0,0.2,0.1,2.4,0.0,0.2,00111
78.0,38.0,7.0,XXX,XX,XX,  Ward No-07 Total,2226,0.4,0.1,0.0,0.0,0.1,0.1,0.0,00111
78.0,38.0,8.0,XXX,XX,XX,  Ward No-08 Total,810,1.5,0.2,0.1,0.0,1.0,0.1,0.0,00111
78.0,38.0,9.0,XXX,XX,XX,  Ward No-09 Total,1675,1.8,0.4,0.1,0.0,0.3,0.6,0.5,00111
78.0,38.0,10.0,XXX,XX,XX,  Adabaria Union Total,17659,1.2,0.2,0.2,0.2,0.4,0.1,0.1,00111
78.0,38.0,11.0,XXX,XX,XX,  Baga Union Total,22559,1.1,0.1,0.2,0.1,0.4,0.1,0.1,00111
78.0,38.0,29.0,XXX,XX,XX,Bauphal Union Total,21094,1.2,0.3,0.2,0.2,0.3,0.1,0.1,00111
78.0,38.0,35.0,XXX,XX,XX,Daspara Union Total,19052,1.2,0.2,0.2,0.1,0.4,0.1,0.2,00111
78.0,38.0,41.0,XXX,XX,XX,  Dhulia Union Total,16841,0.9,0.2,0.2,0.0,0.3,0.1,0.0,00111
78.0,38.0,47.0,XXX,XX,XX,  Kanchi Para Union Total,16436,1.7,0.3,0.4,0.1,0.7,0.1,0.1,00111
78.0,38.0,53.0,XXX,XX,XX,  Kalaiya Union Total,25123,2.1,0.2,0.3,0.2,1.0,0.2,0.2,00111
78.0,38.0,59.0,XXX,XX,XX,  Kalisuri Union Total,22249,1.6,0.3,0.4,0.2,0.5,0.1,0.1,00111
78.0,38.0,65.0,XXX,XX,XX,  Kanakdia Union Total,19519,2.1,0.3,0.5,0.2,0.9,0.2,0.1,00111
78.0,38.0,71.0,XXX,XX,XX,  Keshabpur Union Total,27718,1.7,0.4,0.4,0.1,0.6,0.1,0.1,00111
78.0,38.0,77.0,XXX,XX,XX,  Madanpura Union Total,16824,1.3,0.3,0.2,0.1,0.5,0.2,0.1,00111
78.0,38.0,83.0,XXX,XX,XX,  Noamala Union Total,18560,2.0,0.2,0.4,0.2,0.7,0.3,0.2,00111
78.0,38.0,89.0,XXX,XX,XX,  Nazirpur Union Total,28872,1.4,0.2,0.3,0.1,0.6,0.2,0.1,00111
78.0,38.0,95.0,XXX,XX,XX,  Surjyamani Union Total,20343,1.7,0.2,0.2,0.1,0.8,0.1,0.2,00111
78.0,52.0,XX.0,XXX,XX,XX,Dashmina Upazila Total,123388,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00111
78.0,52.0,10.0,XXX,XX,XX,  Alipur Union Total,20538,1.4,0.3,0.2,0.1,0.6,0.0,0.1,00111
78.0,52.0,21.0,XXX,XX,XX,  Bahrampur Union Total,15970,1.4,0.3,0.3,0.1,0.5,0.2,0.0,00111
78.0,52.0,31.0,XXX,XX,XX,Banshbaria Union Total,18259,1.3,0.2,0.2,0.1,0.5,0.1,0.1,00111
78.0,52.0,42.0,XXX,XX,XX,  Betagi Sankipura Union Total,19658,0.9,0.2,0.1,0.1,0.4,0.1,0.1,00111
78.0,52.0,52.0,XXX,XX,XX,Dashmina Union Total,27387,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00111
78.0,52.0,84.0,XXX,XX,XX,  Rangopaldi Union Total,21576,0.6,0.2,0.1,0.0,0.2,0.1,0.0,00111
78.0,55.0,XX.0,XXX,XX,XX,Dumki Upazila Total,70655,1.4,0.2,0.3,0.2,0.5,0.2,0.1,00111
78.0,55.0,19.0,XXX,XX,XX,  Angaria Union Total,12953,1.6,0.2,0.3,0.3,0.5,0.2,0.1,00111
78.0,55.0,47.0,XXX,XX,XX,  Lebukhali Union Total,11881,1.4,0.2,0.3,0.2,0.4,0.2,0.1,00111
78.0,55.0,81.0,XXX,XX,XX,  Muradia Union Total,15162,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00111
78.0,55.0,88.0,XXX,XX,XX,  Pangashia Union Total,12432,1.0,0.2,0.2,0.1,0.3,0.2,0.1,00111
78.0,55.0,93.0,XXX,XX,XX,Sreerampur Union Total,18227,1.7,0.2,0.4,0.2,0.7,0.2,0.0,00111
78.0,57.0,XX.0,XXX,XX,XX,Galachipa Upazila Total,361518,1.7,0.3,0.3,0.2,0.7,0.2,0.1,00111
78.0,57.0,1.0,XXX,XX,XX,  Ward No-01 Total,2483,1.2,0.2,0.2,0.0,0.5,0.2,0.0,00111
78.0,57.0,2.0,XXX,XX,XX,  Ward No-02 Total,2122,1.2,0.3,0.3,0.0,0.3,0.0,0.2,00111
78.0,57.0,3.0,XXX,XX,XX,  Ward No-03 Total,1430,2.9,0.2,1.3,0.3,0.8,0.1,0.1,00111
78.0,57.0,4.0,XXX,XX,XX,  Ward No-04 Total,2275,1.5,0.2,0.1,0.1,0.7,0.4,0.0,00111
78.0,57.0,5.0,XXX,XX,XX,  Ward No-05 Total,1755,2.2,0.5,0.4,0.1,0.9,0.2,0.0,00111
78.0,57.0,6.0,XXX,XX,XX,  Ward No-06 Total,3352,0.9,0.2,0.2,0.0,0.3,0.1,0.1,00111
78.0,57.0,7.0,XXX,XX,XX,  Ward No-07 Total,3148,1.3,0.2,0.3,0.0,0.3,0.3,0.1,00111
78.0,57.0,8.0,XXX,XX,XX,  Ward No-08 Total,2301,1.1,0.2,0.0,0.1,0.4,0.2,0.2,00111
78.0,57.0,9.0,XXX,XX,XX,  Ward No-09 Total,2334,1.8,0.5,0.3,0.1,0.6,0.1,0.1,00111
78.0,57.0,11.0,XXX,XX,XX,  Amkhola Union Total,27178,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00111
78.0,57.0,22.0,XXX,XX,XX,  Bakulbaria Union Total,14734,2.9,0.4,0.6,0.1,1.2,0.3,0.1,00111
78.0,57.0,27.0,XXX,XX,XX,  Bara Baisdia Union Total,26474,1.2,0.2,0.2,0.1,0.6,0.1,0.1,00111
78.0,57.0,32.0,XXX,XX,XX,  Chalitabunia Union Total,7400,1.2,0.3,0.1,0.1,0.4,0.2,0.1,00111
78.0,57.0,34.0,XXX,XX,XX,  Char Montaz Union Total,19569,0.9,0.2,0.1,0.1,0.3,0.1,0.1,00111
78.0,57.0,37.0,XXX,XX,XX,  Char Biswas Union Total,20155,2.5,0.4,0.5,0.3,0.9,0.2,0.2,00111
78.0,57.0,39.0,XXX,XX,XX,  Char Kajal Union Total,25272,2.3,0.3,0.4,0.2,1.1,0.1,0.2,00111
78.0,57.0,44.0,XXX,XX,XX,  Chhota Baisdia Union Total,20070,2.1,0.3,0.3,0.2,1.0,0.2,0.1,00111
78.0,57.0,50.0,XXX,XX,XX,Chiknikandi Union Total,15578,1.1,0.1,0.2,0.1,0.5,0.2,0.1,00111
78.0,57.0,55.0,XXX,XX,XX,  Dakua Union Total,19531,1.7,0.2,0.5,0.2,0.7,0.2,0.1,00111
78.0,57.0,67.0,XXX,XX,XX,Galachipa Union Total,19043,1.4,0.3,0.3,0.1,0.5,0.2,0.0,00111
78.0,57.0,69.0,XXX,XX,XX,  Gazalia Union Total,12596,1.8,0.2,0.4,0.1,0.7,0.2,0.2,00111
78.0,57.0,72.0,XXX,XX,XX,  Golkhali Union Total,32169,1.2,0.2,0.2,0.1,0.5,0.1,0.1,00111
78.0,57.0,75.0,XXX,XX,XX,  Kalagachhia Union Total,16080,1.4,0.3,0.3,0.2,0.5,0.1,0.1,00111
78.0,57.0,78.0,XXX,XX,XX,  Panpatty Union Total,14894,2.6,0.3,0.5,0.2,1.2,0.3,0.1,00111
78.0,57.0,83.0,XXX,XX,XX,  Rangabali Union Total,29490,2.3,0.2,0.6,0.3,1.0,0.2,0.1,00111
78.0,57.0,94.0,XXX,XX,XX,  Ratandi Taltali Union Total,20085,1.9,0.2,0.4,0.1,1.0,0.1,0.1,00111
78.0,66.0,XX.0,XXX,XX,XX,Kala Para Upazila Total,237831,2.0,0.2,0.4,0.2,0.9,0.2,0.1,00111
78.0,66.0,1.0,XXX,XX,XX,  Ward No-01 Total,3319,1.5,0.1,0.4,0.2,0.7,0.2,0.0,00111
78.0,66.0,2.0,XXX,XX,XX,  Ward No-02 Total,1501,0.8,0.0,0.3,0.0,0.3,0.1,0.1,00111
78.0,66.0,3.0,XXX,XX,XX,  Ward No-03 Total,1681,3.6,0.1,0.3,0.1,2.8,0.1,0.2,00111
78.0,66.0,4.0,XXX,XX,XX,  Ward No-04 Total,1331,1.9,0.0,0.2,0.5,0.7,0.4,0.2,00111
78.0,66.0,5.0,XXX,XX,XX,  Ward No-05 Total,1193,0.7,0.1,0.1,0.0,0.3,0.3,0.0,00111
78.0,66.0,6.0,XXX,XX,XX,  Ward No-06 Total,1662,1.0,0.3,0.2,0.1,0.2,0.1,0.1,00111
78.0,66.0,7.0,XXX,XX,XX,  Ward No-07 Total,1347,1.7,0.5,0.1,0.1,0.6,0.1,0.2,00111
78.0,66.0,8.0,XXX,XX,XX,  Ward No-08 Total,1824,0.7,0.0,0.1,0.1,0.3,0.1,0.1,00111
78.0,66.0,9.0,XXX,XX,XX,  Ward No-09 Total,3474,1.7,0.2,0.4,0.3,0.6,0.1,0.1,00111
78.0,66.0,10.0,XXX,XX,XX,  Baliatali Union Total,16292,3.6,0.3,0.6,0.4,1.9,0.3,0.1,00111
78.0,66.0,11.0,XXX,XX,XX,  Chakamaiya Union Total,16472,2.2,0.4,0.5,0.3,0.9,0.2,0.1,00111
78.0,66.0,15.0,XXX,XX,XX,  Dalbuganj Union Total,10921,2.0,0.2,0.4,0.2,0.9,0.2,0.0,00111
78.0,66.0,23.0,XXX,XX,XX,  Mohipur Union Total,20886,2.7,0.3,0.7,0.3,1.1,0.3,0.1,00111
78.0,66.0,29.0,XXX,XX,XX,  Dhulasar Union Total,18243,1.8,0.2,0.4,0.2,0.8,0.2,0.1,00111
78.0,66.0,35.0,XXX,XX,XX,  Lalua Union Total,21562,2.0,0.3,0.5,0.2,0.7,0.2,0.1,00111
78.0,66.0,47.0,XXX,XX,XX,  Lata Chapli Union Total,25925,1.6,0.2,0.3,0.2,0.7,0.1,0.1,00111
78.0,66.0,55.0,XXX,XX,XX,  Dhankhali Union Total,26073,1.0,0.2,0.1,0.0,0.4,0.1,0.1,00111
78.0,66.0,59.0,XXX,XX,XX,  Mithaganj Union Total,11587,3.4,0.3,1.0,0.6,1.2,0.2,0.0,00111
78.0,66.0,61.0,XXX,XX,XX,  Ward No-01 (Kuakata) Total,737,11.3,0.7,4.1,0.3,5.2,0.5,0.5,00111
78.0,66.0,62.0,XXX,XX,XX,  Ward No-02 Total,752,0.7,0.0,0.0,0.0,0.7,0.0,0.0,00111
78.0,66.0,63.0,XXX,XX,XX,  Ward No-03 Total,1831,0.8,0.2,0.2,0.3,0.1,0.0,0.0,00111
78.0,66.0,64.0,XXX,XX,XX,  Ward No-04 Total,890,0.6,0.2,0.1,0.2,0.0,0.0,0.0,00111
78.0,66.0,65.0,XXX,XX,XX,  Ward No-05 Total,918,2.1,0.4,0.1,0.4,0.9,0.2,0.0,00111
78.0,66.0,66.0,XXX,XX,XX,  Ward No-06 Total,1613,1.1,0.2,0.1,0.1,0.5,0.2,0.1,00111
78.0,66.0,67.0,XXX,XX,XX,  Ward No-07 Total,385,1.8,0.5,0.5,0.3,0.3,0.3,0.0,00111
78.0,66.0,68.0,XXX,XX,XX,  Ward No-08 Total,962,2.9,0.0,0.7,0.1,1.9,0.2,0.0,00111
78.0,66.0,69.0,XXX,XX,XX,  Ward No-09 Total,1089,0.2,0.0,0.1,0.0,0.1,0.0,0.0,00111
78.0,66.0,71.0,XXX,XX,XX,  Nilganj Union Total,29019,1.9,0.2,0.5,0.2,0.8,0.2,0.0,00111
78.0,66.0,83.0,XXX,XX,XX,Tiakhali Union Total,14342,1.2,0.2,0.4,0.1,0.3,0.2,0.1,00111
78.0,76.0,XX.0,XXX,XX,XX,Mirzaganj Upazila Total,121716,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00111
78.0,76.0,13.0,XXX,XX,XX,Amragachhia Union Total,22524,1.2,0.1,0.2,0.2,0.4,0.2,0.1,00111
78.0,76.0,27.0,XXX,XX,XX,Deuli Subidkhali Union Total,21925,0.8,0.2,0.1,0.1,0.2,0.1,0.1,00111
78.0,76.0,40.0,XXX,XX,XX,  Kakrabunia Union Total,17732,1.8,0.3,0.3,0.1,0.7,0.2,0.2,00111
78.0,76.0,54.0,XXX,XX,XX,  Madhabkhali Union Total,20641,1.1,0.2,0.2,0.1,0.4,0.1,0.1,00111
78.0,76.0,67.0,XXX,XX,XX,  Majidbari Union Total,15909,2.4,0.3,0.5,0.1,1.1,0.3,0.0,00111
78.0,76.0,81.0,XXX,XX,XX,Mirzaganj Union Total,22985,1.1,0.1,0.1,0.1,0.4,0.1,0.2,00111
78.0,95.0,XX.0,XXX,XX,XX,Patuakhali Sadar Upazila Total,316462,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00111
78.0,95.0,1.0,XXX,XX,XX,  Ward No-01 Total,5577,0.5,0.1,0.1,0.0,0.2,0.1,0.0,00111
78.0,95.0,2.0,XXX,XX,XX,  Ward No-02 Total,7123,1.0,0.1,0.1,0.1,0.3,0.3,0.0,00111
78.0,95.0,3.0,XXX,XX,XX,  Ward No-03 Total,5002,1.4,0.1,0.2,0.1,0.7,0.3,0.1,00111
78.0,95.0,4.0,XXX,XX,XX,  Ward No-04 Total,11291,0.7,0.1,0.1,0.0,0.3,0.2,0.0,00111
78.0,95.0,5.0,XXX,XX,XX,  Ward No-05 Total,6715,0.8,0.1,0.1,0.0,0.3,0.1,0.1,00111
78.0,95.0,6.0,XXX,XX,XX,  Ward No-06 Total,5154,1.0,0.1,0.1,0.0,0.4,0.2,0.1,00111
78.0,95.0,7.0,XXX,XX,XX,  Ward No-07 Total,8417,1.0,0.2,0.2,0.1,0.3,0.1,0.1,00111
78.0,95.0,8.0,XXX,XX,XX,  Ward No-08 Total,6256,1.4,0.3,0.2,0.1,0.4,0.3,0.2,00111
78.0,95.0,9.0,XXX,XX,XX,  Ward No-09 Total,9465,1.0,0.2,0.1,0.1,0.4,0.1,0.1,00111
78.0,95.0,10.0,XXX,XX,XX,  Auliapur Union Total,21304,1.5,0.3,0.3,0.2,0.5,0.2,0.1,00111
78.0,95.0,11.0,XXX,XX,XX,  Badarpur Union Total,22729,1.5,0.2,0.2,0.2,0.6,0.2,0.1,00111
78.0,95.0,13.0,XXX,XX,XX,  Chhota Bighai Union Total,19630,2.2,0.3,0.7,0.2,0.7,0.2,0.2,00111
78.0,95.0,20.0,XXX,XX,XX,  Itabaria Union Total,21478,1.3,0.2,0.2,0.1,0.6,0.1,0.1,00111
78.0,95.0,27.0,XXX,XX,XX,Jainkati Union Total,17514,1.4,0.2,0.4,0.2,0.5,0.1,0.0,00111
78.0,95.0,31.0,XXX,XX,XX,  Bara Bighai Union Total,18798,2.9,0.4,0.5,0.5,1.2,0.2,0.1,00111
78.0,95.0,33.0,XXX,XX,XX,  Kalikapur Union Total,14285,1.2,0.2,0.2,0.1,0.4,0.2,0.2,00111
78.0,95.0,40.0,XXX,XX,XX,  Kamalapur Union Total,28310,1.1,0.2,0.3,0.1,0.4,0.1,0.1,00111
78.0,95.0,54.0,XXX,XX,XX,  Lohalia Union Total,17580,1.6,0.2,0.2,0.1,0.9,0.2,0.1,00111
78.0,95.0,61.0,XXX,XX,XX,  Laukati Union Total,27504,2.1,0.2,0.4,0.1,1.1,0.2,0.1,00111
78.0,95.0,67.0,XXX,XX,XX,  Madarbunia Union Total,24177,1.9,0.3,0.3,0.2,0.8,0.3,0.0,00111
78.0,95.0,74.0,XXX,XX,XX,  Marichbunia Union Total,18153,3.6,0.4,0.8,0.4,1.7,0.2,0.1,00111
6.0,XX.0,XX.0,XXX,XX,XX,Barisal Zila Total,2324310,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00111
6.0,2.0,XX.0,XXX,XX,XX,Agailjhara Upazila Total,149456,1.7,0.2,0.3,0.2,0.7,0.2,0.1,00111
6.0,2.0,13.0,XXX,XX,XX,  Bagdha Union Total,30306,2.3,0.2,0.5,0.3,0.9,0.2,0.1,00111
6.0,2.0,15.0,XXX,XX,XX,Bakal Union Total,25721,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00111
6.0,2.0,47.0,XXX,XX,XX,Gaila Union Total,32323,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00111
6.0,2.0,79.0,XXX,XX,XX,  Rajiher Union Total,31825,1.6,0.2,0.3,0.1,0.7,0.1,0.1,00111
6.0,2.0,87.0,XXX,XX,XX,  Ratnapur Union Total,29281,1.8,0.3,0.3,0.2,0.8,0.2,0.2,00111
6.0,3.0,XX.0,XXX,XX,XX,Babuganj Upazila Total,140361,1.2,0.2,0.2,0.1,0.4,0.2,0.1,00111
6.0,3.0,13.0,XXX,XX,XX,  Jahangir Nagar(Agarpur) Union Total,24281,1.1,0.2,0.1,0.1,0.4,0.2,0.1,00111
6.0,3.0,27.0,XXX,XX,XX,  Chandpasha Union Total,24092,1.6,0.2,0.2,0.2,0.6,0.3,0.1,00111
6.0,3.0,40.0,XXX,XX,XX,  Dehergati Union Total,19723,1.1,0.2,0.2,0.1,0.3,0.2,0.0,00111
6.0,3.0,54.0,XXX,XX,XX,  Kedarpur Union Total,19934,1.4,0.2,0.2,0.1,0.7,0.2,0.0,00111
6.0,3.0,67.0,XXX,XX,XX,  Madhab Pasha Union Total,27972,1.1,0.2,0.1,0.1,0.4,0.2,0.2,00111
6.0,3.0,81.0,XXX,XX,XX,Rahmatpur Union Total,24359,0.8,0.1,0.1,0.1,0.2,0.2,0.1,00111
6.0,7.0,XX.0,XXX,XX,XX,Bakerganj Upazila Total,313845,1.3,0.2,0.2,0.1,0.5,0.1,0.1,00111
6.0,7.0,1.0,XXX,XX,XX,  Ward No-01 Total,2402,1.0,0.1,0.1,0.0,0.5,0.2,0.2,00111
6.0,7.0,2.0,XXX,XX,XX,  Ward No-02 Total,1249,0.4,0.0,0.1,0.1,0.1,0.1,0.1,00111
6.0,7.0,3.0,XXX,XX,XX,  Ward No-03 Total,1193,0.5,0.1,0.0,0.0,0.2,0.1,0.2,00111
6.0,7.0,4.0,XXX,XX,XX,  Ward No-04 Total,1840,1.0,0.2,0.0,0.2,0.5,0.2,0.0,00111
6.0,7.0,5.0,XXX,XX,XX,  Ward No-05 Total,2095,1.4,0.1,0.0,0.2,0.7,0.3,0.1,00111
6.0,7.0,6.0,XXX,XX,XX,  Ward No-06 Total,2491,1.2,0.3,0.1,0.0,0.6,0.1,0.2,00111
