0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
6,02,15,XX,XX,01,  Bakal Union,0,0,0,0,0,0,0,0,00010
6,02,15,XX,XX,03,  Bakal Union,0,0,0,0,0,0,0,0,00010
6,02,47,XX,XX,01,  Gaila Union,0,0,0,0,0,0,0,0,00010
6,02,47,XX,XX,03,  Gaila Union,0,0,0,0,0,0,0,0,00010
6,03,81,XX,XX,01,  Rahmatpur Union,0,0,0,0,0,0,0,0,00010
6,03,81,XX,XX,03,  Rahmatpur Union,0,0,0,0,0,0,0,0,00010
6,07,12,XX,XX,01,  Bhar Pasha Union,0,0,0,0,0,0,0,0,00010
6,07,12,XX,XX,03,  Bhar Pasha Union,0,0,0,0,0,0,0,0,00010
6,07,94,XX,XX,01,  Rangasree Union,0,0,0,0,0,0,0,0,00010
6,07,94,XX,XX,03,  Rangasree Union,0,0,0,0,0,0,0,0,00010
6,10,42,XX,XX,01,  Chakhar Union,0,0,0,0,0,0,0,0,00010
6,10,42,XX,XX,03,  Chakhar Union,0,0,0,0,0,0,0,0,00010
6,10,63,XX,XX,01,  Salia Bakpur Union,0,0,0,0,0,0,0,0,00010
6,10,63,XX,XX,03,  Salia Bakpur Union,0,0,0,0,0,0,0,0,00010
6,36,13,XX,XX,01,  Bara Jalia Union,0,0,0,0,0,0,0,0,00010
6,36,13,XX,XX,03,  Bara Jalia Union,0,0,0,0,0,0,0,0,00010
6,51,34,XX,XX,01,  Char Baria Union,0,0,0,0,0,0,0,0,00010
6,51,34,XX,XX,03,  Char Baria Union,0,0,0,0,0,0,0,0,00010
6,51,43,XX,XX,01,  Char Kowa Union,0,0,0,0,0,0,0,0,00010
6,51,43,XX,XX,03,  Char Kowa Union,1,6,2,4,6,0,0,0,00010
6,62,87,XX,XX,01,  Mehendiganj Union,0,0,0,0,0,0,0,0,00010
6,62,87,XX,XX,03,  Mehendiganj Union,0,0,0,0,0,0,0,0,00010
6,94,31,XX,XX,01,  Guthia Union,1,4,3,1,4,0,0,0,00010
6,94,31,XX,XX,03,  Guthia Union,0,0,0,0,0,0,0,0,00010
6,94,84,XX,XX,01,  Shikarpur Union,0,0,0,0,0,0,0,0,00010
6,94,84,XX,XX,03,  Shikarpur Union,0,0,0,0,0,0,0,0,00010
