ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
47,12.0,59.0,546,01,01,  Katianangla,1599,7.7,11.4,11.6,7.9,7.8,8.7,29.7,6.7,2.6,5.9,00000
47,12.0,59.0,546,02,01,  Amtala,1264,6.3,8.7,7.4,7.6,8.5,9.3,31.2,8.5,3.4,9.2,00000
47,12.0,59.0,546,03,01,  Kodaldhoa,65,6.2,6.2,9.2,9.2,15.4,6.2,29.2,7.7,4.6,6.2,00000
47,12.0,59.0,546,04,01,  Gondhamari,275,8.4,8.4,7.3,6.2,10.2,9.5,28.7,10.2,1.8,9.5,00000
47,12.0,59.0,546,05,01,  Kanthaltala,165,8.5,11.5,7.3,8.5,9.7,7.3,23.6,9.7,3.6,10.3,00000
47,12.0,59.0,546,06,01,  Goalbari,255,9.4,8.2,9.0,8.6,8.6,12.9,25.5,9.8,2.4,5.5,00000
47,12.0,59.0,546,07,01,  Gangaram,326,5.8,9.2,6.1,6.7,6.7,7.4,33.1,9.2,3.1,12.6,00000
47,12.0,71.0,246,01,01,  Chhaygharia,1352,6.2,7.5,7.0,7.3,7.7,8.7,31.1,9.8,5.0,9.8,00000
47,12.0,71.0,246,02,01,  Guptamari,329,4.9,7.6,8.2,10.6,5.2,8.5,30.7,11.2,2.7,10.3,00000
47,12.0,71.0,246,03,01,  Dauniafad,823,6.2,12.5,21.0,10.1,5.0,7.0,23.1,6.4,3.2,5.5,00000
47,12.0,71.0,246,04,01,  Chakrakhali,1169,5.8,8.0,9.2,7.7,8.1,6.8,32.0,10.1,4.0,8.3,00000
47,12.0,71.0,246,05,01,  Badnakhali,388,6.4,7.7,9.0,5.7,9.5,9.5,28.9,10.1,2.6,10.6,00000
47,12.0,71.0,433,01,01,  Uttar Jalma,429,5.4,8.4,9.1,9.8,10.0,7.0,31.5,7.5,2.1,9.3,00000
47,12.0,71.0,433,02,01,  Kachubunia,299,3.7,8.7,10.7,10.4,6.0,7.0,35.8,7.7,2.3,7.7,00000
47,12.0,71.0,635,01,01,  Krishnanagar,4634,9.8,11.9,13.5,10.0,10.9,10.4,24.1,5.2,2.1,2.3,00000
47,12.0,71.0,635,02,01,  Mahammad Nagar,5988,9.0,9.3,8.9,9.7,23.6,10.3,20.8,4.5,1.5,2.6,00000
47,12.0,71.0,635,03,01,  Saubjpalli,2569,9.5,11.5,11.7,10.1,9.9,11.4,25.1,5.3,2.6,2.9,00000
47,12.0,71.0,680,01,01,  Mathabhanga,1232,10.3,11.4,11.0,8.2,9.7,11.0,23.7,6.9,3.4,4.4,00000
47,12.0,71.0,680,02,01,  Putimari,2757,8.4,10.9,9.9,7.3,8.7,9.0,27.6,7.0,3.7,7.5,00000
47,12.0,71.0,800,01,01,  Uttar Raingamari,561,7.8,10.7,8.4,7.0,6.8,8.2,30.3,8.7,4.8,7.3,00000
47,12.0,71.0,800,02,01,  Dakshin Raingamari,189,7.4,5.8,9.0,5.3,8.5,12.7,27.5,9.0,5.3,9.5,00000
47,12.0,71.0,800,03,01,  Gajalmari,529,7.6,8.9,7.9,8.9,15.3,9.5,21.6,10.4,4.7,5.3,00000
47,12.0,71.0,800,04,01,  Joypur,360,8.1,10.0,10.8,7.5,6.7,8.1,27.2,9.2,3.1,9.4,00000
47,12.0,71.0,800,05,01,  Nabojalma,320,7.2,9.4,9.7,7.5,8.1,9.4,31.9,6.3,3.1,7.5,00000
47,12.0,71.0,800,06,01,  Santinagar,1008,10.6,10.9,12.5,10.3,8.9,9.5,24.8,6.4,1.8,4.2,00000
47,12.0,71.0,815,01,01,  Rajbandh,2361,7.8,10.3,8.4,7.8,8.5,10.5,27.3,8.3,2.5,8.8,00000
47,12.0,71.0,815,02,01,  Joykhali,951,8.9,9.1,9.5,7.5,9.1,10.1,25.8,9.6,3.7,6.7,00000
47,12.0,71.0,815,03,01,  Ghola,1335,10.0,10.0,9.7,8.5,10.0,9.9,27.5,6.1,2.9,5.2,00000
47,12.0,71.0,815,04,01,  Koiarbazar,782,10.6,14.1,11.5,7.7,9.7,7.2,26.7,6.4,2.3,3.8,00000
47,12.0,71.0,860,01,01,  Sanchibunia,2380,8.1,10.0,11.2,8.6,10.5,10.2,27.3,5.9,2.6,5.8,00000
47,12.0,71.0,860,02,01,  Nijkhamar,974,6.9,5.9,10.5,8.9,9.8,11.3,28.1,8.2,3.4,7.1,00000
47,12.0,71.0,860,03,01,  Chara,580,6.4,9.1,11.2,6.0,11.2,9.8,25.5,7.6,3.4,9.7,00000
47,12.0,71.0,860,04,01,  Hogladanga,1081,7.6,9.7,9.4,8.7,9.0,9.5,30.5,7.0,3.1,5.5,00000
47,12.0,71.0,860,05,01,  Dargatala,494,5.5,7.7,11.3,7.1,6.1,10.3,27.1,11.9,3.2,9.7,00000
47,12.0,83.0,201,01,01,  Bunarabad,2117,9.4,11.3,9.6,8.7,8.5,9.7,25.2,7.4,2.9,7.2,00000
47,12.0,83.0,201,02,01,  Sankimari,160,4.4,6.3,5.0,11.9,7.5,6.9,35.6,10.0,2.5,10.0,00000
47,12.0,83.0,201,03,01,  Nailkhali,281,7.5,10.3,7.8,3.2,11.4,11.7,27.0,8.9,6.4,5.7,00000
47,12.0,83.0,314,01,01,  Gaonghara,1412,9.8,11.3,9.6,7.4,8.7,9.6,25.1,7.6,2.7,8.3,00000
47,12.0,83.0,314,02,01,  Char Danga,465,8.8,11.8,10.8,7.1,10.1,9.5,27.5,6.2,2.8,5.4,00000
47,12.0,83.0,314,03,01,  Chandardanga,1386,9.2,12.5,11.1,6.7,8.6,7.9,26.8,6.9,3.4,6.9,00000
47,12.0,83.0,314,04,01,  Gaonghara Uttar Para,1813,9.0,11.4,11.6,7.3,9.3,9.1,27.0,6.3,2.8,6.2,00000
47,12.0,83.0,321,01,01,  Gariardanga,749,6.3,9.3,7.2,8.9,6.1,11.9,27.5,9.6,3.2,9.9,00000
47,12.0,83.0,321,02,01,  Hoglarbuna,579,9.2,7.9,8.6,5.9,10.5,11.7,26.3,8.8,3.8,7.3,00000
47,12.0,83.0,471,01,01,  Kalyansree,1113,9.8,11.0,10.1,6.2,4.9,8.4,28.6,8.1,3.5,9.4,00000
47,12.0,83.0,471,02,01,  Chhatra Bil,743,9.8,13.9,10.8,7.1,8.5,9.8,25.0,5.5,3.1,6.5,00000
47,12.0,83.0,471,03,01,  Udarbanga,349,13.2,11.7,10.3,7.2,9.7,7.2,26.1,6.0,3.7,4.9,00000
47,12.0,83.0,807,01,01,  Roypur,1182,9.7,10.0,11.3,7.4,8.3,10.2,27.7,8.4,2.5,4.7,00000
47,12.0,83.0,807,02,01,  Bhagabatipur,764,9.4,10.1,5.8,4.8,9.6,10.6,28.9,8.0,3.0,9.8,00000
47,17.0,10.0,039,01,01,  Paschim Bajua,2540,7.2,8.5,8.8,7.2,9.3,10.7,26.8,9.3,3.3,8.8,00000
47,17.0,10.0,039,02,01,  Purba Bajua,5032,7.9,8.7,9.0,11.1,9.9,8.9,26.0,8.1,3.0,7.4,00000
47,17.0,10.0,039,03,01,  Bererkhali,711,7.9,7.5,9.4,9.6,9.8,9.3,27.0,7.6,2.8,9.1,00000
47,17.0,10.0,039,04,01,  Chand Para,583,6.9,10.5,9.1,8.1,7.7,12.2,23.3,8.6,4.6,9.1,00000
47,17.0,13.0,079,01,01,  Paschim Banishanta,697,7.2,9.6,10.0,7.3,8.0,10.5,29.8,8.8,2.2,6.6,00000
47,17.0,13.0,079,02,01,  Uttar Banishanta,1005,6.6,8.6,10.6,7.4,7.6,8.3,30.3,9.9,3.5,7.4,00000
47,17.0,13.0,079,03,01,  Andhar Manik,464,5.8,8.4,11.9,9.7,11.4,7.1,25.9,9.5,3.7,6.7,00000
47,17.0,13.0,079,04,01,  Jharkhali,424,7.5,6.6,12.5,10.6,5.0,10.4,28.3,8.3,2.1,8.7,00000
47,17.0,13.0,079,05,01,  Kakra Bunia,731,8.1,9.6,11.5,5.9,8.3,10.4,29.8,8.2,3.0,5.2,00000
47,17.0,13.0,079,06,01,  Purba Amtala,1561,8.5,12.8,12.6,7.9,9.4,8.2,27.2,5.6,3.0,4.7,00000
47,17.0,13.0,079,07,01,  Paschim Amtala,1352,6.7,10.5,12.4,8.6,7.5,7.8,28.4,7.9,3.3,7.0,00000
47,17.0,13.0,079,08,01,  Dakshin Banishanta,1416,7.5,11.1,11.0,6.7,10.0,8.1,26.0,8.8,3.0,7.9,00000
47,17.0,13.0,079,09,01,  Banishanta Bazar,390,8.2,14.1,14.6,9.5,11.3,7.9,22.6,4.9,2.3,4.6,00000
47,17.0,13.0,079,10,01,  Purba Banishanta(Pross),273,8.1,11.7,5.5,6.2,15.0,18.3,32.2,1.1,0.7,1.1,00000
47,17.0,13.0,079,11,01,  Purba Dangmari,1304,8.8,11.8,12.1,8.2,8.2,9.4,26.4,6.7,1.8,6.5,00000
47,17.0,13.0,079,12,01,  Purba Bhojankhali,522,9.0,9.2,10.2,8.6,9.0,11.3,24.1,7.7,2.9,8.0,00000
47,17.0,13.0,079,13,01,  Paschim Bhojankhali,359,10.0,11.4,10.0,5.6,8.9,11.7,27.9,6.7,3.6,4.2,00000
47,17.0,13.0,079,14,01,  Purba Khejuria,1331,7.6,7.5,11.7,8.6,8.0,8.8,28.4,8.3,3.2,7.9,00000
47,17.0,13.0,079,15,01,  Paschim Khejuria,1270,6.5,8.9,10.2,9.4,7.4,10.3,27.6,9.1,3.0,7.7,00000
47,17.0,13.0,079,16,01,  Patikhata,334,5.7,8.1,10.5,9.9,10.5,8.7,29.0,7.2,4.8,5.7,00000
47,17.0,13.0,079,17,01,  Paschim Dangmari,1173,6.6,8.9,11.8,8.3,8.7,7.0,30.3,8.6,4.0,5.9,00000
47,17.0,21.0,716,01,01,  Khuthakhali Bazar,1271,7.3,10.1,9.4,8.5,9.5,8.9,29.1,7.6,3.6,6.1,00000
47,17.0,21.0,716,02,01,  Khuthakhali,2142,7.3,8.7,9.7,13.3,10.5,9.8,24.5,6.5,3.5,6.2,00000
47,17.0,21.0,716,03,01,  Laudubi Pasharer Dhar,1106,6.3,9.2,10.1,8.0,9.1,9.9,30.1,8.9,2.7,5.6,00000
47,17.0,21.0,716,04,01,  Laudubi,1646,6.4,10.7,9.9,9.3,8.1,9.8,28.2,7.3,3.3,7.0,00000
47,17.0,21.0,716,05,01,  Kalikabati,1051,8.1,8.1,10.3,8.5,9.5,9.6,26.3,8.7,4.4,6.7,00000
47,17.0,21.0,716,06,01,  Barabak,959,8.9,10.3,11.5,8.4,8.2,10.7,23.9,8.4,3.5,6.0,00000
47,17.0,21.0,716,07,01,  Burir Dabar,506,6.9,11.3,9.3,6.3,11.7,9.9,25.7,8.1,4.5,6.3,00000
47,17.0,21.0,716,08,01,  Harintani,541,4.1,7.9,10.9,10.0,10.7,7.2,32.3,8.5,2.4,5.9,00000
47,17.0,42.0,278,01,01,  Dacope-2,1259,5.5,6.9,10.0,8.3,8.0,11.0,28.9,10.3,3.5,7.5,00000
47,17.0,42.0,278,02,01,  Singjora,406,5.4,8.9,11.1,6.2,10.6,11.6,29.1,8.6,3.0,5.7,00000
47,17.0,42.0,278,03,01,  Madia,498,5.8,8.6,8.0,7.8,10.6,8.6,28.7,9.4,3.2,9.0,00000
47,17.0,42.0,278,04,01,  Chhota Bunia,510,6.7,6.7,6.3,9.4,12.2,11.0,29.0,8.0,3.3,7.5,00000
47,17.0,42.0,278,05,01,  Dakshin Dacope,431,5.3,7.4,11.8,9.3,8.4,10.7,24.6,11.8,3.0,7.7,00000
47,17.0,42.0,875,01,01,  Saheberabad,2691,6.0,8.7,9.3,7.1,8.5,9.6,30.1,9.2,3.2,8.4,00000
47,17.0,42.0,875,02,01,  Odabunia,635,5.5,7.9,10.4,8.2,6.5,9.9,31.8,9.0,2.7,8.2,00000
47,17.0,42.0,875,03,01,  Bhadla Bunia,286,5.2,7.7,11.2,10.8,5.9,8.7,30.8,10.1,3.1,6.3,00000
47,17.0,42.0,875,04,01,  Kakrabunia,331,5.4,10.9,12.7,6.6,6.9,7.3,28.7,7.3,4.8,9.4,00000
47,17.0,52.0,318,01,01,  Dhopadihi,2824,7.1,7.4,9.5,9.1,9.4,7.2,28.7,9.0,4.0,8.6,00000
47,17.0,52.0,318,02,01,  Ramnagar,3334,6.5,8.3,10.9,7.0,7.9,8.7,29.5,9.2,4.3,7.8,00000
47,17.0,63.0,915,01,01,  Channir Chak,509,5.7,6.9,7.7,6.7,9.2,9.8,32.8,11.2,2.4,7.7,00000
47,17.0,63.0,915,02,01,  Jaliakhali,770,6.6,10.1,7.1,6.4,7.8,10.8,27.4,11.0,5.3,7.4,00000
47,17.0,63.0,915,03,01,  Sreenagar,1506,7.1,8.6,11.0,8.5,8.7,9.3,28.7,8.6,2.9,6.7,00000
47,17.0,63.0,915,04,01,  Satgharia,791,9.1,9.1,12.6,5.8,8.8,9.1,29.8,6.1,3.0,6.4,00000
47,17.0,63.0,915,05,01,  Bhitabhanga,782,7.5,9.5,13.7,8.4,8.1,8.3,28.8,7.9,2.3,5.5,00000
47,17.0,63.0,915,06,01,  Shibnagar,403,6.0,10.4,14.9,8.2,7.7,9.7,28.0,7.2,1.7,6.2,00000
47,17.0,63.0,915,07,01,  Joynagar,1646,9.3,10.6,11.2,7.3,10.1,9.8,26.9,6.0,3.0,5.8,00000
47,17.0,63.0,915,08,01,  Saharabad,777,8.1,12.7,12.4,7.6,10.0,8.0,27.9,4.9,2.1,6.3,00000
47,17.0,63.0,915,09,01,  Rajnagar,170,5.9,8.2,7.6,7.1,2.9,8.2,31.8,15.3,5.9,7.1,00000
47,17.0,63.0,915,10,01,  Kalinagar,1372,5.8,9.0,11.9,7.7,9.3,8.7,30.0,8.5,2.8,6.3,00000
47,17.0,63.0,915,11,01,  Par Joynagar,1791,8.8,12.2,13.0,6.6,10.9,9.2,24.8,6.8,2.7,4.9,00000
47,17.0,63.0,915,12,01,  Rekhamari,214,7.0,13.1,10.7,10.3,4.2,9.8,29.9,7.0,2.8,5.1,00000
47,17.0,63.0,915,13,01,  Fakirdanga,149,4.7,8.1,10.7,4.0,6.7,12.1,30.2,10.1,4.0,9.4,00000
47,17.0,69.0,676,01,01,  Kamarabad,686,7.7,8.9,10.9,9.0,9.2,11.4,25.7,7.3,2.5,7.4,00000
47,17.0,69.0,676,02,01,  Lakshmikhola,2340,7.3,10.1,9.8,8.1,8.3,9.1,27.3,8.6,3.5,7.9,00000
47,17.0,69.0,835,01,01,  Pankhali (Part),3928,8.9,9.6,9.9,8.0,9.4,9.0,26.2,8.0,3.2,7.6,00000
47,17.0,69.0,835,02,01,  Hoglabunia,1257,8.4,10.0,12.3,8.4,8.4,8.6,25.9,7.3,3.3,7.4,00000
47,17.0,69.0,835,03,01,  Katabunia,739,8.9,9.9,13.1,6.8,8.0,8.8,29.0,8.0,2.2,5.4,00000
47,17.0,84.0,159,01,01,  Batbunia,1609,6.8,10.0,9.4,5.5,7.4,9.6,30.2,9.0,3.4,8.8,00000
47,17.0,84.0,159,02,01,  Badalbunia,411,8.3,10.5,10.0,7.8,8.0,11.7,27.7,9.0,3.6,3.4,00000
47,17.0,84.0,159,03,01,  Joynagar,265,10.2,8.7,6.8,4.5,4.9,11.3,32.1,7.9,4.9,8.7,00000
47,17.0,84.0,199,01,01,  Kaminibasi,854,6.3,8.8,11.2,8.2,7.4,9.7,29.6,8.2,3.2,7.4,00000
47,17.0,84.0,199,02,01,  Raskholarpar,1086,6.5,10.5,11.0,6.7,8.3,8.8,30.2,8.7,2.8,6.4,00000
47,17.0,84.0,199,03,01,  Nishankhali,397,9.6,10.1,9.6,6.3,6.5,11.1,27.0,9.1,3.0,7.8,00000
47,17.0,84.0,199,04,01,  Datta Chak,885,6.0,8.6,9.9,7.8,9.2,8.7,27.7,10.4,3.3,8.5,00000
47,17.0,84.0,199,05,01,  Kakrabunia-3,378,7.1,9.3,9.5,5.8,7.9,9.8,34.4,7.4,2.1,6.6,00000
47,17.0,84.0,199,06,01,  Arakhali,673,7.7,8.5,9.4,6.4,10.3,10.1,27.9,9.7,2.7,7.4,00000
47,17.0,84.0,199,07,01,  Tentultala,465,5.4,7.7,10.5,7.3,9.0,9.2,27.5,9.0,4.3,9.9,00000
47,17.0,84.0,199,08,01,  Uder Para,692,5.9,9.2,7.4,5.8,9.1,11.4,29.3,10.0,5.9,5.9,00000
47,17.0,84.0,199,09,01,  Chhota Batbunia,359,10.3,8.1,10.0,7.0,8.6,12.8,29.8,5.8,2.5,5.0,00000
47,17.0,84.0,358,01,01,  Naldanga,918,9.9,11.8,12.1,7.1,8.7,10.3,26.0,5.7,2.8,5.6,00000
47,17.0,84.0,358,02,01,  Andhar Manik,550,6.9,8.0,6.4,6.5,9.3,7.8,31.6,12.2,2.7,8.5,00000
47,17.0,84.0,358,03,01,  Humakhali,917,8.4,9.6,10.6,9.6,12.1,8.9,24.2,7.2,3.8,5.6,00000
47,17.0,84.0,358,04,01,  Garkhali,440,8.6,10.9,12.7,5.5,9.8,10.5,25.7,7.3,2.7,6.4,00000
47,17.0,84.0,358,05,01,  Satyapir,438,8.0,9.8,9.8,6.2,8.0,7.8,30.4,9.8,4.1,6.2,00000
47,17.0,84.0,358,06,01,  Sardar Para,315,7.0,10.2,11.4,6.7,9.8,7.0,27.6,9.8,3.2,7.3,00000
47,17.0,84.0,358,07,01,  Kakrabunia,1481,8.6,10.9,13.4,8.0,8.2,9.1,26.9,6.8,2.4,5.6,00000
47,17.0,84.0,358,08,01,  Chhota Balia,1070,8.8,10.5,12.2,8.3,9.0,11.0,25.4,6.4,3.1,5.3,00000
47,17.0,84.0,995,01,01,  Chardanga,160,2.5,9.4,11.3,9.4,4.4,8.1,29.4,8.8,5.0,11.9,00000
47,17.0,84.0,995,02,01,  Mashamari,675,6.8,8.1,8.7,7.7,6.5,8.6,31.0,11.6,2.7,8.3,00000
47,17.0,84.0,995,03,01,  Bansh Talardanga,825,5.5,8.7,10.4,7.9,9.5,6.5,28.5,11.2,3.2,8.7,00000
47,17.0,84.0,995,04,01,  Majherdanga,426,6.6,8.7,12.2,5.2,9.2,8.0,31.9,8.9,2.6,6.8,00000
47,17.0,84.0,995,05,01,  Guchchhagram,145,13.8,11.0,9.7,3.4,11.0,17.2,20.7,4.1,2.8,6.2,00000
47,17.0,84.0,995,06,01,  Tildanga,572,6.8,8.6,9.6,8.0,6.6,7.7,33.2,8.7,2.3,8.4,00000
47,21.0,10.0,047,01,01,  Aranghata,4394,8.2,9.5,10.6,8.6,10.3,10.4,27.7,6.6,2.8,5.3,00000
47,21.0,10.0,047,02,01,  Sarderdanga,1079,7.8,10.6,12.5,9.5,10.0,9.9,25.5,7.1,2.3,4.8,00000
47,21.0,10.0,047,03,01,  Gaikur,4577,8.5,10.6,10.1,8.5,12.0,10.5,24.7,6.4,3.2,5.4,00000
47,30.0,11.0,201,01,01,  Boyarsinga,759,7.1,9.9,8.3,8.6,7.4,9.5,30.3,7.5,3.0,8.4,00000
47,30.0,11.0,201,02,01,  Putimari,209,8.1,10.0,9.6,9.6,10.5,10.5,26.8,6.7,3.8,4.3,00000
47,30.0,11.0,201,03,01,  Andhar Manik,345,6.7,7.8,11.0,6.1,9.0,9.9,33.0,7.8,1.7,7.0,00000
47,30.0,11.0,201,04,01,  Khalsibunia,65,10.8,7.7,7.7,4.6,10.8,15.4,23.1,9.2,3.1,7.7,00000
47,30.0,11.0,201,05,01,  Chhota Murabunia,135,5.2,16.3,10.4,10.4,7.4,14.1,24.4,5.9,1.5,4.4,00000
47,30.0,11.0,201,06,01,  Sondar Bunia,194,7.7,11.3,10.8,5.2,9.8,7.7,29.9,9.3,2.6,5.7,00000
47,30.0,11.0,201,07,01,  Golapdha,359,7.8,7.2,6.4,8.1,14.2,9.5,28.7,8.6,2.8,6.7,00000
47,30.0,11.0,201,08,01,  Durgatuni,44,6.8,11.4,11.4,6.8,4.5,13.6,34.1,4.5,4.5,2.3,00000
47,30.0,11.0,201,09,01,  Bara Chanmari,167,5.4,10.8,9.0,7.2,9.0,10.8,30.5,8.4,1.2,7.8,00000
47,30.0,11.0,201,10,01,  Bara Murabunia,284,8.1,8.8,9.2,9.5,7.4,11.6,30.3,8.1,2.8,4.2,00000
47,30.0,11.0,310,01,01,  Chuknagar,4131,9.2,10.3,9.2,7.9,8.9,10.7,30.4,6.5,2.8,4.3,00000
47,30.0,11.0,310,02,01,  Putimari,1090,7.8,10.1,12.8,10.0,8.9,10.3,27.5,6.3,1.7,4.7,00000
47,30.0,11.0,310,03,01,  Dariadanga,1004,10.4,12.3,10.4,6.6,9.4,13.1,23.4,5.6,3.5,5.5,00000
47,30.0,11.0,635,01,01,  Kulbaria Baratia,1351,9.0,11.2,11.0,6.6,9.9,11.6,27.2,7.2,2.1,4.3,00000
47,30.0,11.0,635,02,01,  Baratia,3667,7.8,8.8,9.7,7.8,8.5,10.0,31.2,8.2,2.8,5.2,00000
47,30.0,11.0,635,03,01,  Matbaria,1744,7.9,11.0,10.7,7.7,10.6,8.8,28.8,6.9,2.6,5.0,00000
47,30.0,11.0,635,04,01,  Gobindakatia,2286,9.2,8.9,10.5,7.2,9.1,9.6,29.0,8.0,2.5,5.8,00000
47,30.0,11.0,635,05,01,  Nizkhali,323,10.8,8.0,10.5,5.3,9.0,14.2,25.1,6.8,2.5,7.7,00000
47,30.0,20.0,714,01,01,  Mandra,688,9.2,11.0,8.0,6.8,8.1,7.7,25.9,8.9,3.6,10.8,00000
47,30.0,20.0,714,02,01,  Mainapur,179,6.1,12.8,8.9,4.5,5.6,11.2,25.1,8.9,5.0,11.7,00000
47,30.0,20.0,980,01,01,  Tolna,5346,9.8,11.7,11.1,7.8,8.3,8.5,25.2,7.4,3.6,6.6,00000
47,30.0,20.0,980,02,01,  Mujar Ghuta,172,4.1,9.3,16.9,5.8,5.2,5.2,35.5,9.3,2.3,6.4,00000
47,30.0,33.0,197,01,01,  Purba Bil Pabla,915,6.1,10.3,8.3,8.9,6.6,8.0,31.4,8.7,3.5,8.3,00000
47,30.0,33.0,197,02,01,  Paschim Bil Pabla,916,7.8,9.3,6.9,7.1,10.2,9.6,31.9,5.9,4.3,7.2,00000
47,30.0,33.0,197,03,01,  Line Bil Pabla,1743,9.0,9.4,12.6,9.0,10.9,8.8,25.2,6.3,3.4,5.5,00000
47,30.0,33.0,197,04,01,  Uttar Bil Pabla,814,9.3,8.7,9.8,8.4,10.8,9.5,28.1,6.4,2.5,6.5,00000
47,30.0,33.0,413,01,01,  Gutudia,5442,8.7,10.0,10.0,8.3,9.5,9.6,26.5,7.7,2.9,6.8,00000
47,30.0,33.0,413,02,01,  Patkelpota,280,11.4,8.9,8.2,6.1,10.0,10.4,27.5,7.1,2.1,8.2,00000
47,30.0,33.0,458,01,01,  Jelerdanga,193,9.3,7.3,7.8,5.7,10.9,18.7,22.8,6.2,4.1,7.3,00000
47,30.0,33.0,458,02,01,  Baradanga,295,9.2,8.8,10.2,4.4,6.8,11.5,24.4,10.2,6.1,8.5,00000
47,30.0,33.0,659,01,01,  Khamar Baria,1397,7.7,8.9,10.3,7.0,8.9,10.1,28.6,6.9,3.4,8.1,00000
47,30.0,33.0,659,02,01,  Lata,1152,6.2,9.5,8.6,6.7,10.0,9.8,30.1,9.4,3.4,6.4,00000
47,30.0,33.0,659,03,01,  Paharpur,559,7.3,8.9,12.0,9.3,10.0,8.9,29.2,6.1,2.5,5.7,00000
47,30.0,40.0,724,01,01,  Mechhaghuna,1134,11.2,10.7,10.3,7.3,10.9,9.7,26.0,6.6,2.6,4.7,00000
47,30.0,40.0,724,02,01,  Kartik Danga,360,10.3,10.8,8.3,8.9,10.3,11.9,23.6,7.8,3.1,5.0,00000
47,30.0,47.0,004,01,01,  Ahladipur,728,6.3,8.5,8.1,6.0,7.0,10.4,30.8,9.6,3.7,9.5,00000
47,30.0,47.0,004,02,01,  Purba Patibunia,342,4.4,7.6,8.8,9.9,5.6,13.2,32.2,7.3,2.6,8.5,00000
47,30.0,47.0,004,03,01,  Paschim Patibunia,379,7.7,8.7,9.5,7.9,10.6,9.5,29.0,5.8,5.0,6.3,00000
47,30.0,47.0,354,01,01,  Hoglabunia,264,7.6,11.4,6.8,7.6,7.2,13.3,26.9,8.3,1.9,9.1,00000
47,30.0,47.0,354,02,01,  Gajalia,286,10.5,11.2,8.7,4.9,7.7,9.8,25.2,7.0,3.1,11.9,00000
47,30.0,47.0,615,01,01,  Hatalbunia,472,8.3,10.8,8.3,5.1,11.4,11.0,24.6,8.7,2.3,9.5,00000
47,30.0,47.0,615,02,01,  Korakata,233,4.7,9.9,9.0,8.2,12.4,10.7,24.0,10.7,3.4,6.9,00000
47,30.0,47.0,615,03,01,  Sokarmari,160,7.5,11.3,11.3,8.8,10.6,7.5,27.5,7.5,1.9,6.3,00000
