ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total,Muslim,Hindu,Christian,Buddhist,Others,check_var
47,12,35,XXX,XX,03,  Batiaghata Union,7675,2501,5174,0,0,0,00110
47,30,27,XXX,XX,03,  Dumuria Union,19828,15817,3963,44,4,0,00110
47,53,55,XXX,XX,03,  Koyra Union,11594,10871,717,6,0,0,00110
47,69,38,XXX,XX,03,  Damodar Union,28451,25428,3016,5,0,2,00110
47,69,76,XXX,XX,03,  Phultala Union,3130,2664,465,1,0,0,00110
47,94,27,XXX,XX,03,  Barasat Union,5038,4303,732,3,0,0,00110
47,94,81,XXX,XX,03,  Terokhada Union,6939,6075,864,0,0,0,00110
18,07,15,XXX,XX,03,  Baradi Union,1106,1106,0,0,0,0,00110
18,07,23,XXX,XX,03,  Bhangabaria Union,3879,3797,82,0,0,0,00110
18,07,27,XXX,XX,03,  Chithla Union,3722,3651,71,0,0,0,00110
18,07,47,XXX,XX,03,  Hardi Union,12445,12254,188,0,0,3,00110
18,07,55,XXX,XX,03,  Jamjami Union,5764,5544,220,0,0,0,00110
18,07,63,XXX,XX,03,  Jehala Union,10455,9639,816,0,0,0,00110
18,07,79,XXX,XX,03,  Khaskara Union,902,902,0,0,0,0,00110
18,07,87,XXX,XX,03,  Kumari Union,8051,7900,151,0,0,0,00110
18,23,11,XXX,XX,03,  Alokdia Union,26296,25529,767,0,0,0,00110
18,23,47,XXX,XX,03,  Kutubpur Union,1952,1951,1,0,0,0,00110
18,23,59,XXX,XX,03,  Mominpur Union,6016,5646,370,0,0,0,00110
18,23,71,XXX,XX,03,  Shankar Chandra Union,5192,4901,265,26,0,0,00110
18,23,83,XXX,XX,03,  Titudaha Union,3623,3601,21,0,1,0,00110
18,31,11,XXX,XX,03,  Damurhuda Union,14331,13729,602,0,0,0,00110
18,31,35,XXX,XX,03,  Howli Union,13041,12801,240,0,0,0,00110
18,55,38,XXX,XX,03,  Banka Union,5575,5405,170,0,0,0,00110
18,55,76,XXX,XX,03,  Uthali Union,7059,6636,422,1,0,0,00110
65,28,14,XXX,XX,03,  Boranal Eliasabad Union,2252,2173,79,0,0,0,00110
65,28,71,XXX,XX,03,  Mauli Union,555,555,0,0,0,0,00110
65,28,87,XXX,XX,03,  Peruli Union,7002,6452,549,0,0,1,00110
65,28,95,XXX,XX,03,  Salamabad Union,6257,5816,433,8,0,0,00110
