0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
0,00,00,00,36,02,Ajmiriganj Paurashava,0,36,2,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,93,36,26,Chunarughat Paurashava,0,36,26,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,02,36,44,Habiganj Paurashava,0,36,44,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,00,36,44,Shayestagang Paurashava,0,36,44,11,   ,  ,       ,Ward No-01 (Shayestagang) Total,00000
0,00,00,00,36,71,Madhabpur Paurashava,0,36,71,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,08,36,77,Nabiganj Paurashava,0,36,77,1,   ,  ,       ,Ward No-01 Total,00000
