ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
42,73,XX,XXX,XX,02,  Nalchity Upazila,7053,30805,30767,38,01110
78,38,XX,XXX,XX,02,  Bauphal Upazila,2538,11435,11435,0,01110
78,57,XX,XXX,XX,02,  Galachipa Upazila,4967,21200,21200,0,01110
78,66,XX,XXX,XX,02,  Kala Para Upazila,6412,26509,25797,712,01110
78,95,XX,XXX,XX,02,  Patuakhali Sadar Upazila,13994,65000,64757,243,01110
6,07,XX,XXX,XX,02,  Bakerganj Upazila,3395,15418,15418,0,01110
6,10,XX,XXX,XX,02,  Banari Para Upazila,2373,10366,10079,287,01110
6,32,XX,XXX,XX,02,  Gaurnadi Upazila,9417,42438,42325,113,01110
6,51,XX,XXX,XX,02,  Barisal Sadar Upazila,72709,328278,327391,887,01110
6,62,XX,XXX,XX,02,  Mehendiganj Upazila,6329,30067,29954,113,01110
6,69,XX,XXX,XX,02,  Muladi Upazila,4528,20490,20235,255,01110
79,58,XX,XXX,XX,02,  Mathbaria Upazila,4330,18375,18375,0,01110
79,80,XX,XXX,XX,02,  Pirojpur Sadar Upazila,13646,60056,59915,141,01110
79,87,XX,XXX,XX,02,  Nesarabad Upazila,3985,20019,19833,186,01110
9,18,XX,XXX,XX,02,  Bhola Sadar Upazila,9635,47477,47207,270,01110
9,21,XX,XXX,XX,02,  Burhanuddin Upazila,2649,13110,13094,16,01110
9,25,XX,XXX,XX,02,  Char Fasson Upazila,4088,19595,19507,88,01110
9,29,XX,XXX,XX,02,  Daulat Khan Upazila,3230,16728,16728,0,01110
9,54,XX,XXX,XX,02,  Lalmohan Upazila,4218,20522,20415,107,01110
4,09,XX,XXX,XX,02,  Amtali Upazila,4067,17311,17311,0,01110
4,28,XX,XXX,XX,02,  Barguna Sadar Upazila,7353,32235,31881,354,01110
4,47,XX,XXX,XX,02,  Betagi Upazila,2526,10204,10204,0,01110
4,85,XX,XXX,XX,02,  Patharghata Upazila,4457,17177,17165,12,01110
52,55,XX,XXX,XX,02,  Lalmonirhat Sadar Upazila,13897,60322,60114,208,01110
52,70,XX,XXX,XX,02,  Patgram Upazila,6379,30565,30471,94,01110
77,25,XX,XXX,XX,02,  Boda Upazila,3951,14787,14784,3,01110
77,73,XX,XXX,XX,02,  Panchagarh Sadar Upazila,10105,45589,45353,236,01110
85,03,XX,XXX,XX,02,  Badarganj Upazila,6289,25286,25270,16,01110
85,42,XX,XXX,XX,02,  Kaunia Upazila,14714,61425,61425,0,01110
85,49,XX,XXX,XX,02,  Rangpur Sadar Upazila,64885,300659,299952,707,01110
49,52,XX,XXX,XX,02,  Kurigram Sadar Upazila,17159,77252,77098,154,01110
49,61,XX,XXX,XX,02,  Nageshwari Upazila,15298,62289,62282,7,01110
49,94,XX,XXX,XX,02,  Ulipur Upazila,11526,45933,45933,0,01110
32,24,XX,XXX,XX,02,  Gaibandha Sadar Upazila,15430,67833,67714,119,01110
32,30,XX,XXX,XX,02,  Gobindaganj Upazila,9718,38415,38415,0,01110
32,91,XX,XXX,XX,02,  Sundarganj Upazila,4252,17168,17166,2,01110
73,15,XX,XXX,XX,02,  Domar Upazila,4011,17027,17027,0,01110
73,36,XX,XXX,XX,02,  Jaldhaka Upazila,10207,46211,46188,23,01110
73,64,XX,XXX,XX,02,  Nilphamari Sadar Upazila,9448,45386,45109,277,01110
73,85,XX,XXX,XX,02,  Saidpur Upazila,26311,127104,126899,205,01110
94,82,XX,XXX,XX,02,  Pirganj Upazila,6541,27700,27627,73,01110
94,86,XX,XXX,XX,02,  Ranisankail Upazila,3876,17762,17762,0,01110
94,94,XX,XXX,XX,02,  Thakurgaon Sadar Upazila,18015,80589,80549,40,01110
27,10,XX,XXX,XX,02,  Birampur Upazila,10802,45334,45249,85,01110
27,12,XX,XXX,XX,02,  Birganj Upazila,4535,19467,19467,0,01110
27,21,XX,XXX,XX,02,  Bochaganj Upazila,7128,27335,27316,19,01110
27,38,XX,XXX,XX,02,  Fulbari Upazila,8170,34786,34564,222,01110
27,43,XX,XXX,XX,02,  Ghoraghat Upazila,5570,22717,22717,0,01110
27,47,XX,XXX,XX,02,  Hakimpur Upazila,6679,28411,28351,60,01110
27,64,XX,XXX,XX,02,  Dinajpur Sadar Upazila,40929,186727,185742,985,01110
27,77,XX,XXX,XX,02,  Parbatipur Upazila,7299,29143,28730,413,01110
10,06,XX,XXX,XX,02,  Adamdighi Upazila,7847,31037,30961,76,01110
10,20,XX,XXX,XX,02,  Bogra Sadar Upazila,81251,350397,348732,1665,01110
10,27,XX,XXX,XX,02,  Dhunat Upazila,3474,14206,14206,0,01110
10,33,XX,XXX,XX,02,  Dhupchanchia Upazila,5401,22406,22384,22,01110
10,40,XX,XXX,XX,02,  Gabtali Upazila,5493,21455,21406,49,01110
10,54,XX,XXX,XX,02,  Kahaloo Upazila,3636,13887,13885,2,01110
10,67,XX,XXX,XX,02,  Nandigram Upazila,4528,18496,18479,17,01110
10,81,XX,XXX,XX,02,  Sariakandi Upazila,5069,18543,18499,44,01110
10,85,XX,XXX,XX,02,  Shajahanpur Upazila,13454,62140,62090,50,01110
10,88,XX,XXX,XX,02,  Sherpur Upazila,5678,25152,25146,6,01110
10,94,XX,XXX,XX,02,  Shibganj Upazila,5576,21643,21643,0,01110
10,95,XX,XXX,XX,02,  Sonatola Upazila,6514,24720,24664,56,01110
88,11,XX,XXX,XX,02,  Belkuchi Upazila,16229,75364,75302,62,01110
88,50,XX,XXX,XX,02,  Kazipur Upazila,3396,12637,12637,0,01110
88,61,XX,XXX,XX,02,  Royganj Upazila,4354,17318,17318,0,01110
88,67,XX,XXX,XX,02,  Shahjadpur Upazila,14226,64507,64465,42,01110
88,78,XX,XXX,XX,02,  Sirajganj Sadar Upazila,35556,158913,158640,273,01110
88,94,XX,XXX,XX,02,  Ullah Para Upazila,10526,47693,47639,54,01110
81,10,XX,XXX,XX,02,  Bagha Upazila,11103,44173,44173,0,01110
81,12,XX,XXX,XX,02,  Baghmara Upazila,9015,35899,35870,29,01110
81,25,XX,XXX,XX,02,  Charghat Upazila,9105,38409,38388,21,01110
81,25,XX,XXX,XX,02,  Charghat Upazila,9105,38409,38388,21,01110
81,31,XX,XXX,XX,02,  Durgapur Upazila,7109,26671,26659,12,01110
81,34,XX,XXX,XX,02,  Godagari Upazila,12005,56335,56330,5,01110
81,53,XX,XXX,XX,02,  Mohanpur Upazila,5091,19645,19645,0,01110
81,72,XX,XXX,XX,02,  Paba Upazila,20998,85732,85726,6,01110
81,82,XX,XXX,XX,02,  Puthia Upazila,5188,20610,20606,4,01110
81,94,XX,XXX,XX,02,  Tanore Upazila,12864,53419,53419,0,01110
64,28,XX,XXX,XX,02,  Dhamoirhat Upazila,3852,15006,14983,23,01110
64,60,XX,XXX,XX,02,  Naogaon Sadar Upazila,35923,150549,150178,371,01110
64,75,XX,XXX,XX,02,  Patnitala Upazila,5315,21670,21477,193,01110
76,05,XX,XXX,XX,02,  Atgharia Upazila,3390,13686,13682,4,01110
76,16,XX,XXX,XX,02,  Bera Upazila,11012,50068,50064,4,01110
76,19,XX,XXX,XX,02,  Bhangura Upazila,4712,20606,20590,16,01110
76,22,XX,XXX,XX,02,  Chatmohar Upazila,3377,14443,14414,29,01110
76,33,XX,XXX,XX,02,  Faridpur Upazila,3203,14010,13983,27,01110
76,39,XX,XXX,XX,02,  Ishwardi Upazila,15332,66255,66168,87,01110
76,55,XX,XXX,XX,02,  Pabna Sadar Upazila,33217,144442,144392,50,01110
76,72,XX,XXX,XX,02,  Santhia Upazila,9319,38704,38704,0,01110
76,83,XX,XXX,XX,02,  Sujanagar Upazila,5833,25461,25460,1,01110
70,37,XX,XXX,XX,02,  Gomastapur Upazila,7614,34941,34933,8,01110
70,56,XX,XXX,XX,02,  Nachole Upazila,3780,17364,17364,0,01110
70,66,XX,XXX,XX,02,  Chapai Nawabganj Sadar Upazila,39422,180731,180517,214,01110
70,88,XX,XXX,XX,02,  Shibganj Upazila,9023,42693,42677,16,01110
69,09,XX,XXX,XX,02,  Bagatipara Upazila,2557,9975,9975,0,01110
69,15,XX,XXX,XX,02,  Baraigram Upazila,10056,39523,39517,6,01110
69,41,XX,XXX,XX,02,  Gurudaspur Upazila,8287,32807,32806,1,01110
69,44,XX,XXX,XX,02,  Lalpur Upazila,5319,21042,21021,21,01110
69,63,XX,XXX,XX,02,  Natore Sadar Upazila,21489,91469,91112,357,01110
69,91,XX,XXX,XX,02,  Singra Upazila,7955,33192,33190,2,01110
38,13,XX,XXX,XX,02,  Akkelpur Upazila,6281,24227,24222,5,01110
38,47,XX,XXX,XX,02,  Joypurhat Sadar Upazila,16843,69033,69031,2,01110
38,58,XX,XXX,XX,02,  Kalai Upazila,4411,16464,16452,12,01110
38,74,XX,XXX,XX,02,  Panchbibi Upazila,5510,22475,22429,46,01110
13,22,XX,XXX,XX,02,  Chandpur Sadar Upazila,33322,159021,157912,1109,01110
13,45,XX,XXX,XX,02,  Faridganj Upazila,7552,35090,35085,5,01110
13,49,XX,XXX,XX,02,  Hajiganj Upazila,12679,63892,63892,0,01110
13,58,XX,XXX,XX,02,  Kachua Upazila,5125,27024,27024,0,01110
13,76,XX,XXX,XX,02,  Matlab Upazila,13682,59286,59279,7,01110
13,79,XX,XXX,XX,02,  Matlab Uttar Upazila,7884,36691,36691,0,01110
13,95,XX,XXX,XX,02,  Shahrasti Upazila,5815,28287,28287,0,01110
3,04,XX,XXX,XX,02,  Alikadam Upazila,45,763,763,0,01110
3,14,XX,XXX,XX,02,  Bandarban Sadar Upazila,8699,41434,40592,842,01110
3,51,XX,XXX,XX,02,  Lama Upazila,3996,19014,18781,233,01110
3,91,XX,XXX,XX,02,  Ruma Upazila,21,363,363,0,01110
19,09,XX,XXX,XX,02,  Barura Upazila,9807,49126,49113,13,01110
19,27,XX,XXX,XX,02,  Chandina Upazila,9315,46823,46823,0,01110
19,31,XX,XXX,XX,02,  Chauddagram Upazila,7629,38317,38317,0,01110
19,33,XX,XXX,XX,02,  Comilla Sadar Dakshin Upazila,20209,103710,103662,48,01110
19,36,XX,XXX,XX,02,  Daudkandi Upazila,9400,46256,46256,0,01110
19,40,XX,XXX,XX,02,  Debidwar Upazila,11901,61418,61416,2,01110
19,54,XX,XXX,XX,02,  Homna Upazila,5905,29173,29162,11,01110
19,67,XX,XXX,XX,02,  Comilla Adarsha Sadar Upazila,46669,235423,234606,817,01110
19,72,XX,XXX,XX,02,  Laksam Upazila,14079,70632,70629,3,01110
19,87,XX,XXX,XX,02,  Nangalkot Upazila,5194,26719,26646,73,01110
12,02,XX,XXX,XX,02,  Akhaura Upazila,7453,36262,36164,98,01110
12,13,XX,XXX,XX,02,  Brahmanbaria Sadar Upazila,33517,172017,171828,189,01110
12,63,XX,XXX,XX,02,  Kasba Upazila,7757,40416,40391,25,01110
12,85,XX,XXX,XX,02,  Nabinagar Upazila,10539,53157,53084,73,01110
51,43,XX,XXX,XX,02,  Lakshmipur Sadar Upazila,17009,83112,83112,0,01110
51,58,XX,XXX,XX,02,  Roypur Upazila,6593,30756,30727,29,01110
51,65,XX,XXX,XX,02,  Ramganj Upazila,9055,44775,44766,9,01110
51,73,XX,XXX,XX,02,  Ramgati Upazila,4735,24016,23936,80,01110
46,49,XX,XXX,XX,02,  Khagrachhari Sadar Upazila,10247,47278,47066,212,01110
46,70,XX,XXX,XX,02,  Matiranga Upazila,5023,23913,23846,67,01110
46,80,XX,XXX,XX,02,  Ramgarh Upazila,5161,24854,24807,47,01110
22,16,XX,XXX,XX,02,  Chakoria Upazila,13163,72669,72636,33,01110
22,24,XX,XXX,XX,02,  Cox's Bazar Sadar Upazila,31431,167477,153660,13817,01110
22,49,XX,XXX,XX,02,  Maheshkhali Upazila,5061,27321,27321,0,01110
22,90,XX,XXX,XX,02,  Teknaf Upazila,4752,25056,24994,62,01110
15,08,XX,XXX,XX,02,  Banshkhali Upazila,7378,36910,36901,9,01110
15,18,XX,XXX,XX,02,  Chandanaish  Upazila,6852,35248,35248,0,01110
15,37,XX,XXX,XX,02,  Hathazari Upazila,1,60,60,0,01110
15,53,XX,XXX,XX,02,  Mirsharai Upazila,5906,27820,27801,19,01110
15,61,XX,XXX,XX,02,  Patiya Upazila,10613,55323,55312,11,01110
15,70,XX,XXX,XX,02,  Rangunia Upazila,6541,32641,32641,0,01110
15,74,XX,XXX,XX,02,  Raozan Upazila,11460,59148,59142,6,01110
15,78,XX,XXX,XX,02,  Sandwip Upazila,8278,41365,41365,0,01110
15,82,XX,XXX,XX,02,  Satkania Upazila,8548,45001,44986,15,01110
15,86,XX,XXX,XX,02,  Sitakunda Upazila,9017,45147,45117,30,01110
84,07,XX,XXX,XX,02,  Baghaichhari Upazila,2774,13807,13772,35,01110
84,87,XX,XXX,XX,02,  Rangamati Sadar Upazila,18355,84000,83157,843,01110
30,14,XX,XXX,XX,02,  Chhagalnaiya Upazila,8902,45177,45012,165,01110
30,25,XX,XXX,XX,02,  Daganbhuiyan Upazila,6144,32080,32080,0,01110
30,29,XX,XXX,XX,02,  Feni Sadar Upazila,31468,156971,156612,359,01110
30,51,XX,XXX,XX,02,  Parshuram Upazila,5950,29691,29677,14,01110
30,94,XX,XXX,XX,02,  Sonagazi Upazila,3784,19866,19861,5,01110
75,07,XX,XXX,XX,02,  Begumganj Upazila,14568,80001,79810,191,01110
75,10,XX,XXX,XX,02,  Chatkhil Upazila,6084,31395,31343,52,01110
75,21,XX,XXX,XX,02,  Companiganj Upazila,5512,29877,29877,0,01110
75,36,XX,XXX,XX,02,  Hatiya Upazila,9026,44802,44802,0,01110
75,47,XX,XXX,XX,02,  Kabirhat Upazila,3240,17448,17370,78,01110
75,80,XX,XXX,XX,02,  Senbagh Upazila,3613,19065,19051,14,01110
75,83,XX,XXX,XX,02,  Sonaimuri Upazila,6162,34218,34200,18,01110
75,87,XX,XXX,XX,02,  Noakhali Sadar Upazila,20222,107654,107318,336,01110
29,10,XX,XXX,XX,02,  Bhanga Upazila,7505,34148,34125,23,01110
29,18,XX,XXX,XX,02,  Boalmari Upazila,6016,27595,27393,202,01110
29,47,XX,XXX,XX,02,  Faridpur Sadar Upazila,27384,121632,121380,252,01110
29,62,XX,XXX,XX,02,  Nagarkanda Upazila,2556,11872,11872,0,01110
72,18,XX,XXX,XX,02,  Durgapur Upazila,5687,24306,24272,34,01110
72,47,XX,XXX,XX,02,  Kendua Upazila,4888,22363,22348,15,01110
72,56,XX,XXX,XX,02,  Madan Upazila,3639,17388,17370,18,01110
72,63,XX,XXX,XX,02,  Mohanganj Upazila,5786,27193,27101,92,01110
72,74,XX,XXX,XX,02,  Netrokona Sadar Upazila,19627,91936,91834,102,01110
39,15,XX,XXX,XX,02,  Dewanganj Upazila,9418,38027,38018,9,01110
39,29,XX,XXX,XX,02,  Islampur Upazila,10195,38568,38558,10,01110
39,36,XX,XXX,XX,02,  Jamalpur Sadar Upazila,33845,142764,142367,397,01110
39,58,XX,XXX,XX,02,  Madarganj Upazila,7957,33169,33169,0,01110
39,61,XX,XXX,XX,02,  Melandaha Upazila,7615,31320,31318,2,01110
39,85,XX,XXX,XX,02,  Sarishabari Upazila,12638,52162,52160,2,01110
59,56,XX,XXX,XX,02,  Munshiganj Sadar Upazila,25045,114819,114808,11,01110
35,32,XX,XXX,XX,02,  Gopalganj Sadar Upazila,11600,51346,51346,0,01110
35,51,XX,XXX,XX,02,  Kotalipara Upazila,1240,5808,5795,13,01110
35,58,XX,XXX,XX,02,  Muksudpur Upazila,4312,19711,19694,17,01110
35,91,XX,XXX,XX,02,  Tungipara Upazila,1754,8596,8562,34,01110
82,29,XX,XXX,XX,02,  Goalanda Upazila,4156,18663,18663,0,01110
82,73,XX,XXX,XX,02,  Pangsha Upazila,6569,29098,29085,13,01110
82,76,XX,XXX,XX,02,  Rajbari Sadar Upazila,12657,56313,56191,122,01110
61,13,XX,XXX,XX,02,  Bhaluka Upazila,9787,38774,38774,0,01110
61,20,XX,XXX,XX,02,  Fulbaria Upazila,6658,31058,30999,59,01110
61,22,XX,XXX,XX,02,  Gaffargaon Upazila,6513,29325,29288,37,01110
61,23,XX,XXX,XX,02,  Gauripur Upazila,5583,25570,25514,56,01110
61,31,XX,XXX,XX,02,  Ishwarganj Upazila,5917,28631,28629,2,01110
61,52,XX,XXX,XX,02,  Mymensingh Sadar Upazila,54869,258040,256851,1189,01110
61,65,XX,XXX,XX,02,  Muktagachha Upazila,11189,49915,49888,27,01110
61,72,XX,XXX,XX,02,  Nandail Upazila,7329,33308,33269,39,01110
61,81,XX,XXX,XX,02,  Phulpur Upazila,5774,25628,25624,4,01110
61,94,XX,XXX,XX,02,  Trishal Upazila,7202,34747,34746,1,01110
67,04,XX,XXX,XX,02,  Sonargaon Upazila,7289,32796,32796,0,01110
67,06,XX,XXX,XX,02,  Bandar Upazila,39302,166291,166205,86,01110
67,58,XX,XXX,XX,02,  Narayanganj Sadar Upazila,126335,543090,542677,413,01110
67,68,XX,XXX,XX,02,  Rupganj Upazila,49524,200177,199857,320,01110
33,30,XX,XXX,XX,02,  Gazipur Sadar Upazila,172550,689411,687097,2314,01110
33,32,XX,XXX,XX,02,  Kaliakair Upazila,42093,157162,157119,43,01110
33,34,XX,XXX,XX,02,  Kaliganj Upazila,9718,45430,45316,114,01110
33,86,XX,XXX,XX,02,  Sreepur Upazila,31470,126249,126216,33,01110
56,46,XX,XXX,XX,02,  Manikganj Sadar Upazila,16459,71698,71656,42,01110
56,82,XX,XXX,XX,02,  Singair Upazila,6102,26885,26824,61,01110
26,14,XX,XXX,XX,02,  Dhamrai Upazila,14380,56777,56295,482,01110
26,18,XX,XXX,XX,02,  Dohar Upazila,8056,36434,36430,4,01110
26,72,XX,XXX,XX,02,  Savar Upazila,75902,296851,296772,79,01110
86,14,XX,XXX,XX,02,  Bhedarganj Upazila,1791,8169,8098,71,01110
86,25,XX,XXX,XX,02,  Damudya Upazila,3274,14242,14242,0,01110
86,65,XX,XXX,XX,02,  Naria Upazila,4957,22773,22760,13,01110
86,69,XX,XXX,XX,02,  Shariatpur Sadar Upazila,10908,49535,49475,60,01110
86,94,XX,XXX,XX,02,  Zanjira Upazila,4434,21251,21149,102,01110
54,40,XX,XXX,XX,02,  Kalkini Upazila,8815,41608,41567,41,01110
54,54,XX,XXX,XX,02,  Madaripur Sadar Upazila,14112,62690,62592,98,01110
54,87,XX,XXX,XX,02,  Shib Char Upazila,5527,24154,24028,126,01110
93,19,XX,XXX,XX,02,  Bhuapur Upazila,6854,28708,28706,2,01110
93,25,XX,XXX,XX,02,  Dhanbari Upazila,9134,36125,36125,0,01110
93,28,XX,XXX,XX,02,  Ghatail Upazila,7668,35245,35224,21,01110
93,38,XX,XXX,XX,02,  Gopalpur Upazila,12539,50160,50110,50,01110
93,47,XX,XXX,XX,02,  Kalihati Upazila,8731,37038,36927,111,01110
93,57,XX,XXX,XX,02,  Madhupur Upazila,13713,56342,56342,0,01110
93,66,XX,XXX,XX,02,  Mirzapur Upazila,6129,28602,28305,297,01110
93,85,XX,XXX,XX,02,  Sakhipur Upazila,7473,30028,29990,38,01110
93,95,XX,XXX,XX,02,  Tangail Sadar Upazila,37607,167412,167373,39,01110
48,06,XX,XXX,XX,02,  Bajitpur Upazila,7821,34898,34735,163,01110
48,11,XX,XXX,XX,02,  Bhairab Upazila,24057,118992,118785,207,01110
48,27,XX,XXX,XX,02,  Hossainpur Upazila,5205,23118,23113,5,01110
48,42,XX,XXX,XX,02,  Karimganj Upazila,5913,26844,26843,1,01110
48,45,XX,XXX,XX,02,  Katiadi Upazila,9090,40725,40714,11,01110
48,49,XX,XXX,XX,02,  Kishoreganj Sadar Upazila,21879,103798,103450,348,01110
48,54,XX,XXX,XX,02,  Kuliar Char Upazila,6598,31781,31721,60,01110
48,79,XX,XXX,XX,02,  Pakundia Upazila,6407,28606,28606,0,01110
89,67,XX,XXX,XX,02,  Nakla Upazila,8067,33086,33081,5,01110
89,70,XX,XXX,XX,02,  Nalitabari Upazila,6522,27142,27128,14,01110
89,88,XX,XXX,XX,02,  Sherpur Sadar Upazila,22665,97979,97796,183,01110
89,90,XX,XXX,XX,02,  Sreebardi Upazila,5794,24169,24166,3,01110
68,52,XX,XXX,XX,02,  Manohardi Upazila,4159,17635,17634,1,01110
68,60,XX,XXX,XX,02,  Narsingdi Sadar Upazila,43684,195698,195585,113,01110
68,63,XX,XXX,XX,02,  Palash Upazila,18868,85949,85949,0,01110
68,64,XX,XXX,XX,02,  Roypura Upazila,7282,34904,34902,2,01110
68,76,XX,XXX,XX,02,  Shibpur Upazila,4278,20272,20272,0,01110
33,30,XX,XXX,XX,02,  Gazipur Sadar Upazila,172550,689411,687097,2314,01110
33,32,XX,XXX,XX,02,  Kaliakair Upazila,42093,157162,157119,43,01110
33,34,XX,XXX,XX,02,  Kaliganj Upazila,9718,45430,45316,114,01110
33,86,XX,XXX,XX,02,  Sreepur Upazila,31470,126249,126216,33,01110
90,23,XX,XXX,XX,02,  Chhatak Upazila,7824,44364,42787,1577,01110
90,29,XX,XXX,XX,02,  Derai Upazila,5073,28157,28027,130,01110
90,47,XX,XXX,XX,02,  Jagannathpur Upazila,7032,40699,40699,0,01110
90,89,XX,XXX,XX,02,  Sunamganj Sadar Upazila,11926,65332,64883,449,01110
36,02,XX,XXX,XX,02,  Ajmiriganj Upazila,2780,13353,13319,34,01110
36,26,XX,XXX,XX,02,  Chunarughat Upazila,3889,19651,19651,0,01110
36,44,XX,XXX,XX,02,  Habiganj Sadar Upazila,18030,92826,92816,10,01110
36,71,XX,XXX,XX,02,  Madhabpur Upazila,4077,21930,21930,0,01110
36,77,XX,XXX,XX,02,  Nabiganj Upazila,4381,23989,23981,8,01110
91,17,XX,XXX,XX,02,  Beani Bazar Upazila,7709,42030,42030,0,01110
91,38,XX,XXX,XX,02,  Golapganj Upazila,5652,32444,32444,0,01110
91,59,XX,XXX,XX,02,  Kanaighat Upazila,4671,27078,27078,0,01110
91,62,XX,XXX,XX,02,  Sylhet Sadar Upazila,97991,485138,484134,1004,01110
91,94,XX,XXX,XX,02,  Zakiganj Upazila,2811,16398,16396,2,01110
58,14,XX,XXX,XX,02,  Barlekha Upazila,4129,22247,22181,66,01110
58,56,XX,XXX,XX,02,  Kamalganj Upazila,3364,16878,16876,2,01110
58,65,XX,XXX,XX,02,  Kulaura Upazila,4993,26150,26092,58,01110
58,74,XX,XXX,XX,02,  Maulvibazar Sadar Upazila,10840,56537,56519,18,01110
58,83,XX,XXX,XX,02,  Sreemangal Upazila,4825,23031,22855,176,01110
