0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
26,14,35,XX,XX,01,  Dhamrai Union,0,0,0,0,0,0,0,0,00010
26,14,35,XX,XX,03,  Dhamrai Union,0,0,0,0,0,0,0,0,00010
26,62,13,XX,XX,01,  Bakshanagar Union,64,272,141,131,6,0,0,266,00010
26,62,13,XX,XX,03,  Bakshanagar Union,0,0,0,0,0,0,0,0,00010
26,62,74,XX,XX,01,  Kalakopa Union,0,0,0,0,0,0,0,0,00010
26,62,74,XX,XX,03,  Kalakopa Union,0,0,0,0,0,0,0,0,00010
