ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
84,75,57,XXX,XX,01,  Naniarchar Union,732,592,140,574,84,0,0,18,56,00110
84,78,71,XXX,XX,01,  Gainda Union,1254,853,401,829,396,12,2,12,3,00110
30,14,76,XXX,XX,01,  Pathannagar Union,1652,1601,51,767,19,488,11,346,21,00110
30,25,12,XXX,XX,01,  Daganbhuiyan Union,768,749,19,403,4,62,2,284,13,00110
30,25,38,XXX,XX,01,  Jailashkara Union,1685,1621,64,746,18,63,11,812,35,00110
30,41,67,XXX,XX,01,  Fulgazi Union,1861,1767,94,864,6,100,0,803,88,00110
30,94,66,XXX,XX,01,  Matiganj Union,1406,1373,33,893,13,104,6,376,14,00110
75,07,70,XXX,XX,01,  Mir Warishpur Union,780,753,27,295,0,127,6,331,21,00110
75,36,47,XXX,XX,01,  Harni Union,2766,2235,531,2143,493,41,13,51,25,00110
75,36,76,XXX,XX,01,  Sonadia Union,2972,2795,177,2613,134,36,13,146,30,00110
75,80,13,XXX,XX,01,  Arjuntala Union,923,902,21,582,9,64,4,256,8,00110
75,80,57,XXX,XX,01,  Kadra Union,992,971,21,527,11,28,1,416,9,00110
75,85,36,XXX,XX,01,  Char Jubille Union,4969,4708,261,3954,167,145,14,609,80,00110
75,87,23,XXX,XX,01,  Ashwadia Union,2313,2173,140,1125,42,52,8,996,90,00110
75,87,25,XXX,XX,01,  Binodpur Union,836,800,36,334,5,135,5,331,26,00110
75,87,40,XXX,XX,01,  Char Matua Union,1387,1347,40,788,14,116,2,443,24,00110
75,87,60,XXX,XX,01,  Kadir Hanif Union,995,920,75,249,7,70,7,601,61,00110
75,87,80,XXX,XX,01,  Noakhali Union,2210,2013,197,1162,77,130,30,721,90,00110
29,03,10,XXX,XX,01,  Alfadanga Union,1428,1375,53,1133,9,67,22,175,22,00110
29,03,31,XXX,XX,01,  Buraich Union,2128,2082,46,1912,33,91,2,79,11,00110
29,10,13,XXX,XX,01,  Algi Union,2748,2700,48,2431,38,133,0,136,10,00110
29,10,25,XXX,XX,01,  Chumordi Union,374,362,12,217,2,135,8,10,2,00110
29,21,19,XXX,XX,01,  Char Bhadrasan Union,423,409,14,330,8,14,0,65,6,00110
29,47,15,XXX,XX,01,  Ambikapur Union,2947,2741,206,1813,70,535,62,393,74,00110
29,56,52,XXX,XX,01,  Madhukhali Union,2992,2926,66,2599,26,76,20,251,20,00110
29,56,73,XXX,XX,01,  Noapara Union,2497,2438,59,2136,15,101,16,201,28,00110
29,62,55,XXX,XX,01,  Laskardia Union,2691,2610,81,2256,39,64,8,290,34,00110
29,84,85,XXX,XX,01,  Sadarpur Union,2077,1929,148,1239,31,341,37,349,80,00110
29,90,16,XXX,XX,01,  Bhawal Union,2431,2371,60,2277,35,17,6,77,19,00110
29,90,78,XXX,XX,01,  Ramkantapur Union,1734,1698,36,1648,16,12,0,38,20,00110
72,04,11,XXX,XX,01,  Baniajan Union,1640,1611,29,1500,18,26,1,85,10,00110
72,09,23,XXX,XX,01,  Barhatta Union,3903,3792,111,3248,41,85,13,459,57,00110
72,18,51,XXX,XX,01,  Durgapur Union,3143,2923,220,2374,111,193,26,356,83,00110
72,38,40,XXX,XX,01,  Khaliajuri Union,1642,1542,100,1506,38,2,1,34,61,00110
72,40,35,XXX,XX,01,  Kalmakanda Union,4582,4388,194,3312,63,60,11,1016,120,00110
72,56,52,XXX,XX,01,  Madan Union,2842,2770,72,2569,54,46,3,155,15,00110
72,83,71,XXX,XX,01,  Jaria Union,2870,2764,106,2437,54,126,20,201,32,00110
72,83,94,XXX,XX,01,  Purbadhala Union,2515,2386,129,2045,49,117,30,224,50,00110
39,07,23,XXX,XX,01,  Bakshiganj Union,3843,3568,275,3119,154,178,18,271,103,00110
39,15,36,XXX,XX,01,  Chikajani Union,3098,3019,79,2878,63,22,4,119,12,00110
39,15,43,XXX,XX,01,  Chukaibari Union,319,306,13,299,10,1,3,6,0,00110
39,36,59,XXX,XX,01,  Ranagachha Union,4700,4394,306,3579,81,135,42,680,183,00110
39,61,85,XXX,XX,01,  Nangla Union,3471,3372,99,3317,85,7,1,48,13,00110
39,85,21,XXX,XX,01,  Bhatara Union,3782,3686,96,3251,49,93,12,342,35,00110
59,24,42,XXX,XX,01,  Gazaria Union,1115,1046,69,833,25,83,1,130,43,00110
59,24,73,XXX,XX,01,  Imampur Union,1522,1451,71,1193,32,58,6,200,33,00110
59,44,13,XXX,XX,01,  Bejgaon Union,1064,1004,60,661,35,127,5,216,20,00110
59,44,94,XXX,XX,01,  Lohajang Teotia Union,824,774,50,658,30,16,3,100,17,00110
59,56,76,XXX,XX,01,  Panchasar Union,6538,5354,1184,966,21,1806,538,2582,625,00110
59,56,85,XXX,XX,01,  Rampal Union,3057,2870,187,922,24,802,81,1146,82,00110
59,74,88,XXX,XX,01,  Rasunia Union,1872,1734,138,1211,98,128,9,395,31,00110
59,84,74,XXX,XX,01,  Sreenagar Union,1260,1139,121,873,13,39,2,227,106,00110
59,94,39,XXX,XX,01,  Dhipur Union,1317,1179,138,817,80,68,2,294,56,00110
59,94,94,XXX,XX,01,  Sonarang Tongibari Union,490,417,73,207,54,19,0,191,19,00110
35,32,21,XXX,XX,01,  Gobra Union,626,579,47,475,10,19,7,85,30,00110
35,32,38,XXX,XX,01,  Jalalabad Union,1115,1094,21,993,11,30,3,71,7,00110
35,43,27,XXX,XX,01,  Kashiani Union,1685,1618,67,838,5,22,2,758,60,00110
35,51,23,XXX,XX,01,  Ghagar Union,518,497,21,367,11,43,0,87,10,00110
35,91,66,XXX,XX,01,  Kushli Union,1183,1067,116,1023,26,19,0,25,90,00110
82,07,17,XXX,XX,01,  Baharpur Union,4042,3879,163,3688,143,73,3,118,17,00110
82,07,19,XXX,XX,01,  Baliakandi Union,2651,2596,55,2253,36,190,7,153,12,00110
82,29,19,XXX,XX,01,  Chhota Bhakla Union,1261,1212,49,700,7,31,1,481,41,00110
82,29,76,XXX,XX,01,  Ujan Char Union,3183,3068,115,2599,44,193,10,276,61,00110
82,47,30,XXX,XX,01,  Kalikapur Union,2217,2148,69,1862,11,82,3,204,55,00110
82,47,85,XXX,XX,01,  Ratandia Union,4534,4445,89,3918,55,67,8,460,26,00110
82,73,25,XXX,XX,01,  Jashai Union,2547,2504,43,2047,7,90,18,367,18,00110
82,73,75,XXX,XX,01,  Babupara Union,2397,2332,65,1405,19,58,3,869,43,00110
82,76,36,XXX,XX,01,  Dadshi Union,2123,2027,96,1279,36,173,12,575,48,00110
82,76,51,XXX,XX,01,  Mizanpur Union,4455,4222,233,2386,41,487,23,1349,169,00110
61,13,14,XXX,XX,01,  Bhaluka Union,1734,1538,196,923,25,222,139,393,32,00110
61,13,69,XXX,XX,01,  Mallikbari Union,3134,2911,223,2020,42,155,93,736,88,00110
61,16,36,XXX,XX,01,  Dhobaura Union,3937,3766,171,3370,104,65,10,331,57,00110
61,20,17,XXX,XX,01,  Bakta Union,5054,4840,214,4160,92,322,18,358,104,00110
61,20,47,XXX,XX,01,  Fulbaria Union,2804,2721,83,2123,40,99,5,499,38,00110
61,22,82,XXX,XX,01,  Saltia Union,2096,1965,131,1437,22,362,18,166,91,00110
61,24,61,XXX,XX,01,  Haluaghat Union,4818,4545,273,2407,56,116,24,2022,193,00110
61,31,40,XXX,XX,01,  Ishwarganj Union,2260,2119,141,1374,14,120,15,625,112,00110
61,52,33,XXX,XX,01,  Char Ishwardia Union,2591,2428,163,1511,35,201,57,716,71,00110
61,52,40,XXX,XX,01,  Char Nilakshmia Union,4448,4124,324,2697,65,225,76,1202,183,00110
61,52,67,XXX,XX,01,  Khagdahar Union,4748,4537,211,1896,26,204,18,2437,167,00110
61,72,13,XXX,XX,01,  Achargaon Union,2809,2616,193,2327,41,76,19,213,133,00110
61,72,23,XXX,XX,01,  Chandipasha Union,4854,4474,380,3346,109,319,152,809,119,00110
61,94,66,XXX,XX,01,  Rampur Union,1569,1531,38,1022,5,22,5,487,28,00110
67,02,23,XXX,XX,01,  Araihazar Union,3311,2829,482,863,46,982,282,984,154,00110
67,02,87,XXX,XX,01,  Satgram Union,3875,3533,342,961,9,204,24,2368,309,00110
67,68,63,XXX,XX,01,  Mura Para Union,924,781,143,244,6,195,76,342,61,00110
67,68,79,XXX,XX,01,  Rupganj Union,3932,3733,199,2293,80,455,38,985,81,00110
33,32,66,XXX,XX,01,  Mouchak Union,13603,8396,5207,1888,64,4956,4675,1552,468,00110
33,32,76,XXX,XX,01,  Sreefaltali Union,2159,1907,252,934,26,324,143,649,83,00110
33,36,43,XXX,XX,01,  Kapasia Union,2374,2262,112,1739,35,66,12,457,65,00110
56,10,28,XXX,XX,01,  Chak Mirpur Union,2232,2175,57,1973,30,93,10,109,17,00110
56,22,47,XXX,XX,01,  Ghior Union,1981,1885,96,1278,40,104,11,503,45,00110
56,28,29,XXX,XX,01,  Boyra Union,707,614,93,337,44,33,1,244,48,00110
56,46,87,XXX,XX,01,  Nabagram Union,1750,1639,111,1258,20,132,31,249,60,00110
56,70,19,XXX,XX,01,  Baliati Union,1562,1498,64,1167,29,189,9,142,26,00110
56,70,85,XXX,XX,01,  Saturia Union,2128,2051,77,1497,23,265,22,289,32,00110
56,78,71,XXX,XX,01,  Ulail Union,2525,2445,80,1843,29,73,6,529,45,00110
26,14,35,XXX,XX,01,  Dhamrai Union,710,624,86,287,0,40,14,297,72,00110
26,62,13,XXX,XX,01,  Bakshanagar Union,1480,1352,128,438,6,64,17,850,105,00110
26,62,74,XXX,XX,01,  Kalakopa Union,525,481,44,120,3,31,1,330,40,00110
86,14,77,XXX,XX,01,  Rambhadrapur Union,1139,1084,55,668,9,123,26,293,20,00110
86,25,23,XXX,XX,01,  Darul Aman Union,580,550,30,405,3,39,0,106,27,00110
86,36,35,XXX,XX,01,  Idilpur Union,2534,2318,216,1989,144,99,11,230,61,00110
54,80,95,XXX,XX,01,  Rajoir Union,181,174,7,168,6,4,0,2,1,00110
54,87,18,XXX,XX,01,  Bayratala Uttar Union,1026,877,149,822,126,30,0,25,23,00110
54,87,42,XXX,XX,01,  Ditiyakhanda Union,1051,1005,46,799,39,41,1,165,6,00110
93,09,11,XXX,XX,01,  Basail Union,1492,1432,60,1209,5,89,48,134,7,00110
93,23,23,XXX,XX,01,  Delduar Union,2002,1827,175,1343,15,228,39,256,121,00110
93,47,58,XXX,XX,01,  Kok Dahara Union,4164,3907,257,2353,23,1116,178,438,56,00110
93,57,21,XXX,XX,01,  Alokdia Union,4260,4169,91,3201,20,138,12,830,59,00110
93,66,36,XXX,XX,01,  Bhaora Union,1406,1354,52,1128,40,34,1,192,11,00110
93,66,39,XXX,XX,01,  Bhatgram Union,2201,2092,109,1479,13,128,22,485,74,00110
93,66,67,XXX,XX,01,  Latifpur Union,1550,1495,55,1165,6,79,45,251,4,00110
93,76,73,XXX,XX,01,  Nagarpur Union,2284,2224,60,1925,35,127,7,172,18,00110
93,85,27,XXX,XX,01,  Gazaria Union,4295,4192,103,3620,54,107,9,465,40,00110
93,85,81,XXX,XX,01,  Kalia Union,7406,7132,274,5467,178,291,21,1374,75,00110
48,02,23,XXX,XX,01,  Austagram Union,433,415,18,345,3,22,3,48,12,00110
48,33,43,XXX,XX,01,  Dhanpur Union,1406,1355,51,1341,34,3,2,11,15,00110
48,33,51,XXX,XX,01,  Itna Union,1001,914,87,847,64,58,3,9,20,00110
48,59,81,XXX,XX,01,  Mithamain Union,1218,1186,32,1139,18,7,0,40,14,00110
48,76,76,XXX,XX,01,  Nikli Union,2231,2140,91,1970,61,66,15,104,15,00110
48,92,94,XXX,XX,01,  Tarail Sachail Union,2641,2523,118,2128,40,43,4,352,74,00110
89,37,25,XXX,XX,01,  Jhenaigati Union,4692,4173,519,3320,158,98,56,755,305,00110
68,07,13,XXX,XX,01,  Bajnaba Union,1494,1428,66,965,6,74,21,389,39,00110
68,52,33,XXX,XX,01,  Chandanbari Union,1402,1262,140,967,30,34,1,261,109,00110
68,52,67,XXX,XX,01,  Kanchikata Union,2573,2473,100,2156,60,83,15,234,25,00110
68,52,94,XXX,XX,01,  Shukundi Union,1992,1841,151,1346,6,66,22,429,123,00110
68,60,25,XXX,XX,01,  Chinishpur Union,4234,3516,718,397,3,531,207,2588,508,00110
68,60,47,XXX,XX,01,  Kanthalia Union,6387,5529,858,1034,25,3598,469,897,364,00110
68,60,53,XXX,XX,01,  Nuralla Pur U/C Union,2859,2579,280,289,8,1392,87,898,185,00110
68,60,59,XXX,XX,01,  Mahishasura Union,6233,5510,723,1442,57,3016,521,1052,145,00110
68,63,15,XXX,XX,01,  Char Sindur Union,1463,1400,63,825,7,172,14,403,42,00110
68,63,79,XXX,XX,01,  Jinardi Union,1664,1475,189,820,32,314,79,341,78,00110
68,64,14,XXX,XX,01,  Alipura Union,1310,1226,84,785,30,80,18,361,36,00110
68,64,74,XXX,XX,01,  Palashtali Union,2627,2506,121,1605,35,197,8,704,78,00110
68,76,21,XXX,XX,01,  Baghaba Union,2957,2876,81,2531,42,52,13,293,26,00110
68,76,73,XXX,XX,01,  Masimpur Union,1852,1781,71,1302,15,88,15,391,41,00110
33,32,66,XXX,XX,01,  Mouchak Union,13603,8396,5207,1888,64,4956,4675,1552,468,00110
33,32,76,XXX,XX,01,  Sreefaltali Union,2159,1907,252,934,26,324,143,649,83,00110
33,36,43,XXX,XX,01,  Kapasia Union,2374,2262,112,1739,35,66,12,457,65,00110
90,18,77,XXX,XX,01,  Palash Union,3699,3453,246,3126,149,27,7,300,90,00110
90,23,13,XXX,XX,01,  Chhatak Union,1460,1393,67,1087,40,41,6,265,21,00110
90,23,47,XXX,XX,01,  Dakshin Islampur Union,4036,3713,323,3055,302,622,7,36,14,00110
90,23,76,XXX,XX,01,  Noarai Union,5535,5122,413,4643,309,295,31,184,73,00110
90,27,33,XXX,XX,01,  Joykalas Union,4225,3997,228,3545,89,33,3,419,136,00110
90,29,28,XXX,XX,01,  Derai Sarmangal Union,2487,2129,358,2057,241,25,2,47,115,00110
90,29,47,XXX,XX,01,  Karimpur Union,2909,2760,149,1945,37,28,8,787,104,00110
90,32,38,XXX,XX,01,  Dharmapasha Union,3949,3827,122,3426,54,16,6,385,62,00110
90,32,57,XXX,XX,01,  Madhyanagar Union,2332,2222,110,2101,80,19,0,102,30,00110
90,33,27,XXX,XX,01,  Dakshin Dowarabazar Union,1218,1168,50,1141,38,11,3,16,9,00110
90,50,67,XXX,XX,01,  Jamalganj Union,7686,7234,452,6166,276,175,10,893,166,00110
90,50,81,XXX,XX,01,  Sachna Bazar Union,3799,3402,397,3197,102,134,10,71,285,00110
90,86,47,XXX,XX,01,  Bahara Union,2661,2439,222,2354,190,49,7,36,25,00110
90,89,10,XXX,XX,01,  Aftabnagar Union,2344,2217,127,1596,37,397,20,224,70,00110
90,89,39,XXX,XX,01,  Lakshmansree Union,1717,1518,199,1269,65,82,28,167,106,00110
90,92,64,XXX,XX,01,  Tahirpur Union,1453,1398,55,1356,36,18,0,24,19,00110
36,02,13,XXX,XX,01,  Ajmiriganj Union,1144,1095,49,955,15,11,2,129,32,00110
36,05,11,XXX,XX,01,  Bahubal Union,3157,3029,128,2707,92,112,4,210,32,00110
36,11,11,XXX,XX,01,  Uttar Purba Baniachang Union,1383,1154,229,985,31,52,1,117,197,00110
36,11,18,XXX,XX,01,  Dakshin Purba Baniyachang Union,3446,3303,143,2211,34,26,10,1066,99,00110
36,11,25,XXX,XX,01,  Dakshin Paschim Baniyachang Union,2693,2201,492,1566,382,51,2,584,108,00110
36,44,22,XXX,XX,01,  Gopaya Union,1972,1846,126,1035,19,132,35,679,72,00110
36,44,76,XXX,XX,01,  Richi Union,3763,3586,177,1989,32,236,28,1361,117,00110
36,68,13,XXX,XX,01,  Bamai Union,2350,2204,146,1755,93,61,4,388,49,00110
36,68,54,XXX,XX,01,  Lakhai Union,2828,2656,172,2587,115,31,5,38,52,00110
36,71,17,XXX,XX,01,  Bagasura Union,3435,3264,171,2663,49,95,8,506,114,00110
36,77,14,XXX,XX,01,  Bausha Union,3573,3388,185,2385,104,51,2,952,79,00110
36,77,65,XXX,XX,01,  Kargaon Union,3479,3362,117,3112,81,104,3,146,33,00110
36,77,73,XXX,XX,01,  Kurshi Union,2653,2424,229,1371,26,28,2,1025,201,00110
36,77,80,XXX,XX,01,  Nabiganj Union,2509,2290,219,1896,44,220,12,174,163,00110
91,08,11,XXX,XX,01,  Balaganj Union,1665,1601,64,1144,43,54,0,403,21,00110
91,20,21,XXX,XX,01,  Bishwanath Union,1256,1181,75,709,19,18,1,454,55,00110
91,27,11,XXX,XX,01,  Islampur Paschim Union,5822,5181,641,2802,179,1784,287,595,175,00110
91,31,36,XXX,XX,01,  Baraikandi Union,557,475,82,67,31,93,5,315,46,00110
91,31,45,XXX,XX,01,  Kuchai Union,1066,859,207,343,27,86,1,430,179,00110
91,31,65,XXX,XX,01,  Mollargaon Union,1878,1619,259,549,34,243,8,827,217,00110
91,35,23,XXX,XX,01,  Fenchuganj Union,1646,1592,54,1108,23,23,1,461,30,00110
91,38,43,XXX,XX,01,  Fulbari Union,1622,1527,95,452,9,205,10,870,76,00110
91,41,42,XXX,XX,01,  Paschim Jaflong Union,4827,4476,351,3385,205,950,111,141,35,00110
91,41,52,XXX,XX,01,  Lengura Union,5515,5340,175,4665,133,76,6,599,36,00110
91,53,63,XXX,XX,01,  Nijpat Union,2579,2446,133,1599,41,477,24,370,68,00110
91,62,42,XXX,XX,01,  Khadim Para Union,4496,3964,532,444,14,242,8,3278,510,00110
91,62,90,XXX,XX,01,  Tuker Bazar Union,5147,3596,1551,617,281,1062,919,1917,351,00110
91,94,57,XXX,XX,01,  Kholachhara Union,1435,1353,82,861,15,138,8,354,59,00110
91,94,85,XXX,XX,01,  Zakiganj Union,814,757,57,460,23,14,7,283,27,00110
58,14,13,XXX,XX,01,  Barlekha Union,2084,1870,214,1206,54,160,36,504,124,00110
58,35,47,XXX,XX,01,  Jaifarnagar Union,1803,1697,106,1306,51,179,22,212,33,00110
58,56,38,XXX,XX,01,  Kamalganj Union,1259,800,459,618,226,12,3,170,230,00110
58,65,65,XXX,XX,01,  Kulaura Union,1911,1341,570,1245,552,22,1,74,17,00110
58,80,63,XXX,XX,01,  Rajnagar Union,1551,1443,108,1043,31,178,28,222,49,00110
58,80,73,XXX,XX,01,  Tengra Union,3371,2633,738,1429,38,812,645,392,55,00110
58,83,85,XXX,XX,01,  Sreemangal Union,3531,2819,712,747,83,171,258,1901,371,00110
