ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 15-19 years-Attending school-Male,Population aged 15-19 years-Attending school-Female,Population aged 15-19 years-Not attending school-Male,Population aged 15-19 years-Not attending school-Female,Population aged 20-24 years-Attending school-Male,Population aged 20-24 years-Attending school-Female,Population aged 20-24 years-Not attending school-Male,Population aged 20-24 years-Not attending school-Female,Population aged 25-29 years-Attending school-Male,Population aged 25-29 years-Attending school-Female,Population aged 25-29 years-Not attending school-Male,Population aged 25-29 years-Not attending school-Female,check_var
47,12,35,XXX,XX,01,  Batiaghata Union,306,208,118,165,118,71,302,465,43,23,426,577,00110
47,30,27,XXX,XX,01,  Dumuria Union,171,133,170,231,54,22,266,456,9,1,396,509,00110
47,53,55,XXX,XX,01,  Koyra Union,423,438,513,567,73,47,693,1085,9,5,832,1095,00110
47,69,38,XXX,XX,01,  Damodar Union,192,167,163,198,65,36,270,383,16,6,350,449,00110
47,69,76,XXX,XX,01,  Phultala Union,565,523,515,592,167,105,822,1294,34,10,1101,1307,00110
47,94,27,XXX,XX,01,  Barasat Union,343,263,325,379,47,24,462,735,8,7,535,788,00110
47,94,81,XXX,XX,01,  Terokhada Union,272,184,293,326,44,20,371,725,7,2,610,701,00110
18,07,15,XXX,XX,01,  Baradi Union,308,265,375,365,73,32,545,867,8,1,780,1049,00110
18,07,23,XXX,XX,01,  Bhangabaria Union,446,363,505,541,122,42,750,1151,22,3,1094,1330,00110
18,07,27,XXX,XX,01,  Chithla Union,297,276,501,415,67,24,653,977,10,5,905,1029,00110
18,07,47,XXX,XX,01,  Hardi Union,321,272,359,345,103,56,561,909,26,4,815,869,00110
18,07,55,XXX,XX,01,  Jamjami Union,211,187,239,220,50,16,375,565,7,2,499,675,00110
18,07,63,XXX,XX,01,  Jehala Union,227,179,253,258,33,14,388,534,8,2,512,671,00110
18,07,79,XXX,XX,01,  Khaskara Union,468,331,395,361,82,31,564,1046,14,1,904,1245,00110
18,07,87,XXX,XX,01,  Kumari Union,228,144,163,206,56,14,313,506,9,3,485,546,00110
18,23,11,XXX,XX,01,  Alokdia Union,57,47,54,58,12,4,87,105,4,0,104,144,00110
18,23,47,XXX,XX,01,  Kutubpur Union,730,510,645,704,127,56,935,1568,17,6,1416,1730,00110
18,23,59,XXX,XX,01,  Mominpur Union,174,148,281,185,43,16,282,418,5,0,388,481,00110
18,23,71,XXX,XX,01,  Shankar Chandra Union,759,625,1059,1015,169,77,1372,2086,25,8,1900,2143,00110
18,23,83,XXX,XX,01,  Titudaha Union,697,504,855,854,109,39,1279,1810,15,4,1749,2019,00110
18,31,11,XXX,XX,01,  Damurhuda Union,517,386,703,693,87,38,976,1313,19,10,1174,1413,00110
18,31,35,XXX,XX,01,  Howli Union,458,443,745,718,105,52,1004,1399,21,7,1195,1462,00110
18,55,38,XXX,XX,01,  Banka Union,856,826,976,986,176,81,1319,1948,34,3,1823,2365,00110
18,55,76,XXX,XX,01,  Uthali Union,950,801,1010,1023,203,87,1353,2061,33,16,1848,2267,00110
65,28,14,XXX,XX,01,  Boranal Eliasabad Union,57,37,87,63,6,2,107,209,3,1,141,193,00110
65,28,71,XXX,XX,01,  Mauli Union,232,198,387,383,17,7,477,761,3,2,559,711,00110
65,28,87,XXX,XX,01,  Peruli Union,385,321,455,456,54,45,594,875,14,3,671,918,00110
65,28,95,XXX,XX,01,  Salamabad Union,157,115,97,127,26,9,204,274,3,0,199,255,00110
44,14,31,XXX,XX,01,  Daulatpur Union,351,239,377,374,66,31,513,890,10,1,790,992,00110
44,19,73,XXX,XX,01,  Paglakanai Union,385,312,299,354,151,69,472,775,22,10,707,851,00110
41,23,25,XXX,XX,01,  Bankra Union,576,471,289,408,163,94,505,947,36,10,691,1062,00110
41,23,35,XXX,XX,01,  Gadkhali Union,554,490,454,535,132,116,763,1250,34,16,1037,1241,00110
41,23,47,XXX,XX,01,  Jhikargachha Union,625,499,594,653,121,79,888,1342,20,11,1150,1346,00110
41,23,71,XXX,XX,01,  Panisara Union,458,434,441,461,98,70,663,1014,23,10,840,1070,00110
41,38,28,XXX,XX,01,  Keshabpur Union,400,321,278,332,102,44,442,639,17,1,560,733,00110
41,38,38,XXX,XX,01,  Majidpur Union,503,319,432,555,118,44,750,1152,26,7,954,1116,00110
41,47,23,XXX,XX,01,  Chanchra Union,790,785,766,683,261,146,1073,1712,71,22,1502,1778,00110
41,47,41,XXX,XX,01,  Fathehpur Union,848,755,927,801,235,181,1317,1795,69,31,1833,1920,00110
41,90,86,XXX,XX,01,  Sharsha Union,831,906,929,1020,207,190,1251,2123,51,24,1803,2161,00110
1,14,31,XXX,XX,01,  Chitalmari Union,623,488,664,554,150,90,810,1111,28,19,990,1209,00110
1,34,10,XXX,XX,01,  Bahirdia Mansa Union,116,88,90,129,35,13,139,223,3,0,174,231,00110
1,34,31,XXX,XX,01,  Fakirhat Union,378,411,341,410,109,53,559,807,18,8,740,892,00110
1,34,52,XXX,XX,01,  Mulghar Union,232,213,203,188,77,43,320,403,8,6,409,433,00110
1,34,63,XXX,XX,01,  Naldha Maubhog Union,309,289,322,278,64,47,444,577,16,7,548,559,00110
1,38,57,XXX,XX,01,  Kachua Union,111,78,66,76,29,15,132,221,4,3,153,220,00110
1,56,95,XXX,XX,01,  Udaypur Union,222,157,252,287,40,18,340,458,8,0,343,422,00110
1,60,23,XXX,XX,01,  Baraikhali Union,332,282,251,475,57,35,471,844,15,6,740,860,00110
1,73,83,XXX,XX,01,  Rampal Union,384,422,502,503,116,75,672,1049,32,7,873,1119,00110
1,77,38,XXX,XX,01,  Khontakata Union,362,423,395,428,68,31,524,894,10,7,673,1024,00110
1,77,57,XXX,XX,01,  Royenda Union,279,260,390,432,39,21,455,754,4,4,503,779,00110
55,66,52,XXX,XX,01,  Mohammadpur Union,412,373,303,337,90,71,390,752,17,9,621,825,00110
55,85,11,XXX,XX,01,  Arpara Union,475,441,321,293,117,68,557,784,24,5,697,898,00110
55,85,59,XXX,XX,01,  Shalikha Union,275,236,280,303,71,37,468,682,16,5,608,775,00110
55,95,84,XXX,XX,01,  Sreepur Union,446,378,290,316,88,73,499,867,15,6,659,924,00110
50,15,27,XXX,XX,01,  Bahir Char Union,481,472,406,490,102,89,643,1039,14,12,936,1104,00110
50,15,40,XXX,XX,01,  Chandgram Union,228,214,293,245,61,38,429,658,10,8,606,716,00110
50,39,33,XXX,XX,01,  Daulatpur Union,685,425,550,583,152,64,911,1556,26,12,1286,1541,00110
50,39,61,XXX,XX,01,  Mathurapur Union,630,504,635,661,130,68,955,1354,24,4,1167,1366,00110
50,63,71,XXX,XX,01,  Samaspur Union,171,175,136,145,55,34,212,390,9,3,365,445,00110
50,79,50,XXX,XX,01,  Battail Union,763,631,1006,901,237,136,1299,2047,60,29,1873,2196,00110
50,94,14,XXX,XX,01,  Amla Union,509,366,403,440,116,43,714,1135,29,15,1058,1370,00110
50,94,80,XXX,XX,01,  Poradaha Union,538,504,822,738,133,80,1121,1650,34,10,1566,1851,00110
57,47,10,XXX,XX,01,  Bamandi Union,504,327,512,589,97,39,804,1186,18,6,1040,1396,00110
57,47,69,XXX,XX,01,  Roypur Union,404,321,328,425,80,52,527,902,14,9,795,1038,00110
57,60,28,XXX,XX,01,  Bagoan Union,599,511,559,619,105,50,767,1298,30,8,1260,1463,00110
87,04,17,XXX,XX,01,  Assasuni Union,440,355,211,279,93,40,469,713,37,5,608,755,00110
87,25,15,XXX,XX,01,  Debhata Union,355,253,205,414,91,55,353,704,13,3,585,643,00110
87,43,31,XXX,XX,01,  Helatala Union,491,462,385,468,88,50,663,959,11,5,791,978,00110
87,47,13,XXX,XX,01,  Bhara Simla Union,404,299,499,520,86,28,642,1055,19,4,837,1076,00110
87,47,55,XXX,XX,01,  Kushlia Union,424,380,321,408,85,45,508,866,14,8,670,796,00110
87,47,63,XXX,XX,01,  Mathureshpur Union,489,509,451,588,104,49,725,1158,10,5,904,1066,00110
87,47,94,XXX,XX,01,  Tarali Union,435,394,409,516,101,44,640,1075,19,9,916,1045,00110
87,86,94,XXX,XX,01,  Shyamnagar Union,329,312,281,275,76,36,401,628,24,7,511,721,00110
87,90,87,XXX,XX,01,  Tala Union,567,421,365,510,165,60,682,1188,30,6,945,1168,00110
42,40,85,XXX,XX,01,  Ponabalia Union,256,229,428,419,31,21,483,691,6,2,487,674,00110
42,43,63,XXX,XX,01,  Kanthalia Union,218,256,135,139,52,38,200,325,14,5,256,432,00110
