ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
15,33,33,XXX,XX,03,  Dhurung Union,1265,1215,50,300,7,337,11,578,32,00110
15,33,76,XXX,XX,03,  Rangamatia Union,1297,1208,89,614,17,130,7,464,65,00110
15,47,62,XXX,XX,03,  Lohagara Union,1730,1591,139,201,9,108,12,1282,118,00110
15,53,59,XXX,XX,03,  Mirsharai Union,291,270,21,213,14,12,0,45,7,00110
15,70,34,XXX,XX,03,  Mariamnagar Union,88,68,20,21,3,4,4,43,13,00110
15,70,60,XXX,XX,03,  Pomara Union,1143,1053,90,508,21,97,18,448,51,00110
15,78,40,XXX,XX,03,  Harispur Union,304,298,6,203,2,7,0,88,4,00110
15,78,85,XXX,XX,03,  Rahmatpur Union,604,567,37,102,1,17,2,448,34,00110
15,82,36,XXX,XX,03,  Dhemsa Union,545,524,21,232,9,20,2,272,10,00110
84,07,59,XXX,XX,03,  Marishya Union,760,650,110,631,107,9,0,10,3,00110
84,07,71,XXX,XX,03,  Rupakari Union,212,203,9,200,7,0,0,3,2,00110
84,21,47,XXX,XX,03,  Barkal Union,134,103,31,76,31,14,0,13,0,00110
84,25,19,XXX,XX,03,  Betbunia Union,928,828,100,504,85,224,3,100,12,00110
84,29,23,XXX,XX,03,  Belai Chhari Union,214,179,35,122,23,2,0,55,12,00110
84,36,57,XXX,XX,03,  Kaptai Union,1243,1021,222,418,147,187,10,416,65,00110
84,47,57,XXX,XX,03,  Jurai Chhari Union,1078,651,427,598,412,21,2,32,13,00110
84,58,67,XXX,XX,03,  Langadu Union,1343,1221,122,1132,112,52,3,37,7,00110
84,75,57,XXX,XX,03,  Naniarchar Union,460,398,62,337,58,3,0,58,4,00110
84,78,71,XXX,XX,03,  Gainda Union,583,395,188,351,177,29,2,15,9,00110
30,14,76,XXX,XX,03,  Pathannagar Union,284,282,2,190,0,78,0,14,2,00110
30,25,12,XXX,XX,03,  Daganbhuiyan Union,9,9,0,5,0,0,0,4,0,00110
30,25,38,XXX,XX,03,  Jailashkara Union,53,51,2,35,1,0,1,16,0,00110
30,41,67,XXX,XX,03,  Fulgazi Union,289,268,21,92,1,31,1,145,19,00110
30,94,66,XXX,XX,03,  Matiganj Union,74,72,2,4,0,52,1,16,1,00110
75,07,49,XXX,XX,03,  Narottampur Union,1040,1002,38,250,1,219,14,533,23,00110
75,07,52,XXX,XX,03,  Hajipur Union,1068,1013,55,146,23,21,1,846,31,00110
75,07,70,XXX,XX,03,  Mir Warishpur Union,784,740,44,236,2,74,8,430,34,00110
75,36,47,XXX,XX,03,  Harni Union,5638,4557,1081,4124,713,84,66,349,302,00110
75,36,76,XXX,XX,03,  Sonadia Union,564,551,13,478,6,43,2,30,5,00110
75,80,13,XXX,XX,03,  Arjuntala Union,49,49,0,24,0,0,0,25,0,00110
75,80,57,XXX,XX,03,  Kadra Union,359,344,15,170,3,32,5,142,7,00110
75,85,36,XXX,XX,03,  Char Jubille Union,599,574,25,465,16,21,1,88,8,00110
75,87,23,XXX,XX,03,  Ashwadia Union,279,262,17,65,1,41,3,156,13,00110
75,87,25,XXX,XX,03,  Binodpur Union,73,67,6,14,0,33,1,20,5,00110
75,87,40,XXX,XX,03,  Char Matua Union,60,60,0,31,0,19,0,10,0,00110
75,87,60,XXX,XX,03,  Kadir Hanif Union,802,753,49,112,2,27,1,614,46,00110
75,87,80,XXX,XX,03,  Noakhali Union,112,106,6,2,0,0,0,104,6,00110
29,03,10,XXX,XX,03,  Alfadanga Union,241,214,27,92,0,7,0,115,27,00110
29,03,31,XXX,XX,03,  Buraich Union,153,138,15,81,6,7,0,50,9,00110
29,10,13,XXX,XX,03,  Algi Union,878,849,29,749,13,58,2,42,14,00110
29,10,25,XXX,XX,03,  Chumordi Union,684,670,14,523,9,117,4,30,1,00110
29,21,19,XXX,XX,03,  Char Bhadrasan Union,2460,2397,63,1878,33,121,1,398,29,00110
29,47,15,XXX,XX,03,  Ambikapur Union,88,86,2,39,0,42,1,5,1,00110
29,56,52,XXX,XX,03,  Madhukhali Union,636,535,101,93,2,32,2,410,97,00110
29,56,73,XXX,XX,03,  Noapara Union,333,312,21,179,2,22,0,111,19,00110
29,62,55,XXX,XX,03,  Laskardia Union,398,386,12,318,5,1,0,67,7,00110
29,84,85,XXX,XX,03,  Sadarpur Union,527,488,39,308,5,80,2,100,32,00110
29,90,16,XXX,XX,03,  Bhawal Union,839,817,22,740,15,7,0,70,7,00110
29,90,78,XXX,XX,03,  Ramkantapur Union,672,644,28,444,4,0,0,200,24,00110
72,04,11,XXX,XX,03,  Baniajan Union,1244,1138,106,995,65,24,22,119,19,00110
72,09,23,XXX,XX,03,  Barhatta Union,541,488,53,216,8,87,15,185,30,00110
72,18,51,XXX,XX,03,  Durgapur Union,384,356,28,319,13,3,0,34,15,00110
72,38,40,XXX,XX,03,  Khaliajuri Union,1531,1380,151,1193,86,17,1,170,64,00110
72,40,35,XXX,XX,03,  Kalmakanda Union,1859,1676,183,776,16,20,4,880,163,00110
72,56,52,XXX,XX,03,  Madan Union,219,210,9,163,5,4,0,43,4,00110
72,83,71,XXX,XX,03,  Jaria Union,1484,1328,156,763,7,26,1,539,148,00110
72,83,94,XXX,XX,03,  Purbadhala Union,992,932,60,469,7,18,4,445,49,00110
39,07,23,XXX,XX,03,  Bakshiganj Union,4126,3679,447,1828,81,188,32,1663,334,00110
39,15,36,XXX,XX,03,  Chikajani Union,402,386,16,307,3,9,0,70,13,00110
39,15,43,XXX,XX,03,  Chukaibari Union,1085,1035,50,970,33,9,2,56,15,00110
39,36,59,XXX,XX,03,  Ranagachha Union,666,588,78,150,0,38,0,400,78,00110
39,61,85,XXX,XX,03,  Nangla Union,977,940,37,934,37,1,0,5,0,00110
39,85,21,XXX,XX,03,  Bhatara Union,283,274,9,200,0,4,0,70,9,00110
59,24,42,XXX,XX,03,  Gazaria Union,203,190,13,95,0,2,0,93,13,00110
59,24,73,XXX,XX,03,  Imampur Union,203,194,9,123,0,28,1,43,8,00110
59,44,13,XXX,XX,03,  Bejgaon Union,75,74,1,53,0,1,0,20,1,00110
59,44,94,XXX,XX,03,  Lohajang Teotia Union,380,344,36,34,1,5,0,305,35,00110
59,56,76,XXX,XX,03,  Panchasar Union,2871,2126,745,83,4,429,150,1614,591,00110
59,56,85,XXX,XX,03,  Rampal Union,309,294,15,122,0,61,7,111,8,00110
59,74,88,XXX,XX,03,  Rasunia Union,442,400,42,165,0,32,2,203,40,00110
59,84,74,XXX,XX,03,  Sreenagar Union,1784,1599,185,248,11,40,0,1311,174,00110
59,94,39,XXX,XX,03,  Dhipur Union,328,291,37,233,26,6,0,52,11,00110
59,94,94,XXX,XX,03,  Sonarang Tongibari Union,1083,953,130,435,68,35,0,483,62,00110
35,32,21,XXX,XX,03,  Gobra Union,106,105,1,71,0,19,0,15,1,00110
35,32,38,XXX,XX,03,  Jalalabad Union,92,90,2,85,2,0,0,5,0,00110
35,43,27,XXX,XX,03,  Kashiani Union,270,223,47,37,2,17,1,169,44,00110
35,51,23,XXX,XX,03,  Ghagar Union,552,533,19,330,9,24,1,179,9,00110
35,91,66,XXX,XX,03,  Kushli Union,110,108,2,102,1,5,0,1,1,00110
35,91,76,XXX,XX,03,  Patgati Display Memory Union,2386,2254,132,1775,41,28,4,451,87,00110
82,07,17,XXX,XX,03,  Baharpur Union,144,132,12,114,11,13,0,5,1,00110
82,07,19,XXX,XX,03,  Baliakandi Union,659,635,24,504,7,80,1,51,16,00110
82,29,19,XXX,XX,03,  Chhota Bhakla Union,546,536,10,276,0,9,0,251,10,00110
82,29,76,XXX,XX,03,  Ujan Char Union,1024,966,58,849,31,47,4,70,23,00110
82,47,30,XXX,XX,03,  Kalikapur Union,229,217,12,189,10,4,0,24,2,00110
82,47,85,XXX,XX,03,  Ratandia Union,252,226,26,39,0,10,0,177,26,00110
82,73,25,XXX,XX,03,  Jashai Union,689,682,7,503,5,7,0,172,2,00110
82,73,75,XXX,XX,03,  Babupara Union,86,85,1,79,1,1,0,5,0,00110
82,76,36,XXX,XX,03,  Dadshi Union,213,199,14,85,0,45,1,69,13,00110
82,76,51,XXX,XX,03,  Mizanpur Union,14,13,1,4,0,4,0,5,1,00110
61,13,14,XXX,XX,03,  Bhaluka Union,322,284,38,156,2,30,11,98,25,00110
61,13,69,XXX,XX,03,  Mallikbari Union,2442,2108,334,1225,17,464,264,419,53,00110
61,16,36,XXX,XX,03,  Dhobaura Union,793,680,113,416,13,83,31,181,69,00110
61,20,17,XXX,XX,03,  Bakta Union,238,230,8,188,3,15,2,27,3,00110
61,20,47,XXX,XX,03,  Fulbaria Union,2305,2250,55,1891,29,79,0,280,26,00110
61,22,82,XXX,XX,03,  Saltia Union,1449,1351,98,455,12,120,2,776,84,00110
61,24,61,XXX,XX,03,  Haluaghat Union,531,487,44,54,5,3,3,430,36,00110
61,31,40,XXX,XX,03,  Ishwarganj Union,710,674,36,273,2,2,1,399,33,00110
61,52,23,XXX,XX,03,  Akua Union,5174,4634,540,722,26,1272,84,2640,430,00110
61,52,27,XXX,XX,03,  Baira (Kewatkhali) Union,2596,2395,201,1135,46,154,9,1106,146,00110
61,52,33,XXX,XX,03,  Char Ishwardia Union,4509,4124,385,1503,51,616,42,2005,292,00110
61,52,40,XXX,XX,03,  Char Nilakshmia Union,1576,1348,228,259,17,169,73,920,138,00110
61,52,67,XXX,XX,03,  Khagdahar Union,890,839,51,200,2,20,0,619,49,00110
61,72,13,XXX,XX,03,  Achargaon Union,1422,1361,61,1146,13,53,6,162,42,00110
61,72,23,XXX,XX,03,  Chandipasha Union,7,7,0,6,0,1,0,0,0,00110
61,94,66,XXX,XX,03,  Rampur Union,3042,2956,86,2304,38,84,9,568,39,00110
67,02,23,XXX,XX,03,  Araihazar Union,213,191,22,6,1,41,2,144,19,00110
67,02,87,XXX,XX,03,  Satgram Union,980,957,23,543,5,34,2,380,16,00110
67,68,63,XXX,XX,03,  Mura Para Union,2248,1841,407,324,11,443,197,1074,199,00110
67,68,79,XXX,XX,03,  Rupganj Union,793,738,55,294,7,62,26,382,22,00110
33,32,66,XXX,XX,03,  Mouchak Union,330,190,140,9,0,174,139,7,1,00110
33,32,76,XXX,XX,03,  Sreefaltali Union,291,252,39,80,0,23,12,149,27,00110
33,36,43,XXX,XX,03,  Kapasia Union,1297,1094,203,276,9,53,13,765,181,00110
56,10,28,XXX,XX,03,  Chak Mirpur Union,764,712,52,545,33,92,7,75,12,00110
56,22,47,XXX,XX,03,  Ghior Union,485,444,41,271,7,24,0,149,34,00110
56,28,29,XXX,XX,03,  Boyra Union,278,246,32,175,14,3,0,68,18,00110
56,46,87,XXX,XX,03,  Nabagram Union,42,37,5,22,1,5,0,10,4,00110
56,70,19,XXX,XX,03,  Baliati Union,332,268,64,128,2,47,4,93,58,00110
56,70,85,XXX,XX,03,  Saturia Union,417,368,49,147,1,189,39,32,9,00110
56,78,71,XXX,XX,03,  Ulail Union,402,380,22,176,6,13,0,191,16,00110
26,14,35,XXX,XX,03,  Dhamrai Union,813,665,148,394,24,179,73,92,51,00110
26,62,13,XXX,XX,03,  Bakshanagar Union,78,78,0,48,0,7,0,23,0,00110
26,62,74,XXX,XX,03,  Kalakopa Union,1086,955,131,86,6,65,7,804,118,00110
86,14,77,XXX,XX,03,  Rambhadrapur Union,60,57,3,37,0,0,0,20,3,00110
86,25,23,XXX,XX,03,  Darul Aman Union,172,158,14,69,2,30,1,59,11,00110
86,36,35,XXX,XX,03,  Idilpur Union,1012,919,93,514,34,96,9,309,50,00110
54,80,95,XXX,XX,03,  Rajoir Union,1918,1817,101,1104,53,100,7,613,41,00110
54,87,18,XXX,XX,03,  Bayratala Uttar Union,1080,962,118,818,88,73,8,71,22,00110
54,87,42,XXX,XX,03,  Ditiyakhanda Union,184,176,8,142,3,12,0,22,5,00110
93,09,11,XXX,XX,03,  Basail Union,1524,1462,62,837,12,198,11,427,39,00110
93,23,23,XXX,XX,03,  Delduar Union,1566,1540,26,1045,9,93,2,402,15,00110
93,47,58,XXX,XX,03,  Kok Dahara Union,430,415,15,334,0,70,5,11,10,00110
93,57,21,XXX,XX,03,  Alokdia Union,1574,1507,67,1383,62,20,1,104,4,00110
93,66,36,XXX,XX,03,  Bhaora Union,342,339,3,257,0,5,1,77,2,00110
93,66,39,XXX,XX,03,  Bhatgram Union,40,38,2,28,1,2,1,8,0,00110
93,66,67,XXX,XX,03,  Latifpur Union,187,184,3,162,0,1,2,21,1,00110
93,76,73,XXX,XX,03,  Nagarpur Union,1277,1187,90,747,26,48,6,392,58,00110
93,85,27,XXX,XX,03,  Gazaria Union,1302,1257,45,906,26,31,2,320,17,00110
93,85,81,XXX,XX,03,  Kalia Union,1059,1029,30,664,9,4,1,361,20,00110
48,02,23,XXX,XX,03,  Austagram Union,2682,2588,94,2085,43,53,3,450,48,00110
48,33,43,XXX,XX,03,  Dhanpur Union,213,205,8,172,4,0,0,33,4,00110
48,33,51,XXX,XX,03,  Itna Union,3575,3395,180,3009,86,235,14,151,80,00110
48,59,81,XXX,XX,03,  Mithamain Union,1743,1634,109,1121,34,83,3,430,72,00110
48,76,76,XXX,XX,03,  Nikli Union,3413,3249,164,2800,93,132,19,317,52,00110
48,92,94,XXX,XX,03,  Tarail Sachail Union,835,758,77,153,9,16,1,589,67,00110
89,37,25,XXX,XX,03,  Jhenaigati Union,453,389,64,207,12,80,7,102,45,00110
68,07,13,XXX,XX,03,  Bajnaba Union,99,95,4,5,0,0,0,90,4,00110
68,07,20,XXX,XX,03,  Belabo Union,2562,2458,104,1287,34,164,10,1007,60,00110
68,52,33,XXX,XX,03,  Chandanbari Union,211,201,10,115,1,51,2,35,7,00110
68,52,67,XXX,XX,03,  Kanchikata Union,110,102,8,94,4,1,2,7,2,00110
68,52,94,XXX,XX,03,  Shukundi Union,132,129,3,106,0,5,0,18,3,00110
68,60,25,XXX,XX,03,  Chinishpur Union,43,30,13,3,0,0,1,27,12,00110
68,60,47,XXX,XX,03,  Kanthalia Union,41,41,0,9,0,30,0,2,0,00110
68,60,53,XXX,XX,03,  Nuralla Pur U/C Union,3876,3395,481,296,7,1517,151,1582,323,00110
68,60,59,XXX,XX,03,  Mahishasura Union,1065,984,81,289,8,540,51,155,22,00110
68,63,15,XXX,XX,03,  Char Sindur Union,568,541,27,156,0,121,7,264,20,00110
68,63,79,XXX,XX,03,  Jinardi Union,564,517,47,306,5,109,13,102,29,00110
68,64,14,XXX,XX,03,  Alipura Union,544,519,25,192,0,1,0,326,25,00110
68,64,74,XXX,XX,03,  Palashtali Union,702,628,74,426,30,28,8,174,36,00110
68,76,21,XXX,XX,03,  Baghaba Union,100,98,2,59,0,0,0,39,2,00110
68,76,73,XXX,XX,03,  Masimpur Union,254,222,32,107,6,8,6,107,20,00110
33,32,66,XXX,XX,03,  Mouchak Union,330,190,140,9,0,174,139,7,1,00110
33,32,76,XXX,XX,03,  Sreefaltali Union,291,252,39,80,0,23,12,149,27,00110
33,36,43,XXX,XX,03,  Kapasia Union,1297,1094,203,276,9,53,13,765,181,00110
90,18,77,XXX,XX,03,  Palash Union,302,281,21,236,11,0,0,45,10,00110
90,23,13,XXX,XX,03,  Chhatak Union,17,17,0,15,0,0,0,2,0,00110
90,23,47,XXX,XX,03,  Dakshin Islampur Union,598,528,70,393,58,123,4,12,8,00110
90,23,76,XXX,XX,03,  Noarai Union,412,345,67,223,20,44,10,78,37,00110
90,27,33,XXX,XX,03,  Joykalas Union,960,851,109,710,40,2,0,139,69,00110
90,29,28,XXX,XX,03,  Derai Sarmangal Union,323,312,11,309,11,1,0,2,0,00110
90,29,47,XXX,XX,03,  Karimpur Union,624,559,65,308,2,13,0,238,63,00110
90,32,38,XXX,XX,03,  Dharmapasha Union,818,789,29,604,5,40,5,145,19,00110
90,32,57,XXX,XX,03,  Madhyanagar Union,459,386,73,225,14,1,0,160,59,00110
90,33,27,XXX,XX,03,  Dakshin Dowarabazar Union,2680,2451,229,2163,160,159,17,129,52,00110
90,50,67,XXX,XX,03,  Jamalganj Union,1108,971,137,785,84,58,4,128,49,00110
90,50,81,XXX,XX,03,  Sachna Bazar Union,267,252,15,219,6,19,1,14,8,00110
90,86,47,XXX,XX,03,  Bahara Union,295,264,31,241,23,10,1,13,7,00110
90,89,10,XXX,XX,03,  Aftabnagar Union,437,408,29,261,3,106,8,41,18,00110
90,89,39,XXX,XX,03,  Lakshmansree Union,233,211,22,170,10,18,2,23,10,00110
90,92,64,XXX,XX,03,  Tahirpur Union,1239,1120,119,785,46,39,5,296,68,00110
36,02,13,XXX,XX,03,  Ajmiriganj Union,203,179,24,101,2,3,4,75,18,00110
36,05,11,XXX,XX,03,  Bahubal Union,130,129,1,106,0,14,1,9,0,00110
36,11,11,XXX,XX,03,  Uttar Purba Baniachang Union,1374,1274,100,999,50,182,12,93,38,00110
36,11,18,XXX,XX,03,  Dakshin Purba Baniyachang Union,202,191,11,123,5,0,0,68,6,00110
36,11,25,XXX,XX,03,  Dakshin Paschim Baniyachang Union,724,690,34,419,20,67,6,204,8,00110
36,44,22,XXX,XX,03,  Gopaya Union,943,861,82,341,18,16,0,504,64,00110
36,44,76,XXX,XX,03,  Richi Union,394,335,59,84,1,4,0,247,58,00110
36,68,13,XXX,XX,03,  Bamai Union,1278,1214,64,1057,44,126,4,31,16,00110
36,68,54,XXX,XX,03,  Lakhai Union,1074,1018,56,958,36,22,4,38,16,00110
36,71,17,XXX,XX,03,  Bagasura Union,118,97,21,54,8,0,0,43,13,00110
36,77,14,XXX,XX,03,  Bausha Union,57,54,3,23,2,0,0,31,1,00110
36,77,65,XXX,XX,03,  Kargaon Union,202,196,6,144,2,22,1,30,3,00110
36,77,73,XXX,XX,03,  Kurshi Union,121,104,17,58,2,0,0,46,15,00110
36,77,80,XXX,XX,03,  Nabiganj Union,263,258,5,239,2,15,0,4,3,00110
91,08,11,XXX,XX,03,  Balaganj Union,609,556,53,147,4,0,0,409,49,00110
91,20,21,XXX,XX,03,  Bishwanath Union,1773,1585,188,610,44,373,33,602,111,00110
91,27,11,XXX,XX,03,  Islampur Paschim Union,2838,2561,277,675,67,1285,162,601,48,00110
91,31,36,XXX,XX,03,  Baraikandi Union,945,714,231,206,19,72,25,436,187,00110
91,31,45,XXX,XX,03,  Kuchai Union,116,108,8,53,1,24,1,31,6,00110
91,31,65,XXX,XX,03,  Mollargaon Union,104,90,14,0,0,0,0,90,14,00110
91,35,23,XXX,XX,03,  Fenchuganj Union,2122,1895,227,504,17,7,3,1384,207,00110
91,38,43,XXX,XX,03,  Fulbari Union,359,346,13,53,1,14,0,279,12,00110
91,41,42,XXX,XX,03,  Paschim Jaflong Union,192,161,31,31,3,31,2,99,26,00110
91,41,52,XXX,XX,03,  Lengura Union,543,505,38,339,21,127,6,39,11,00110
91,53,63,XXX,XX,03,  Nijpat Union,492,424,68,161,21,110,18,153,29,00110
91,62,42,XXX,XX,03,  Khadim Para Union,2587,2104,483,241,21,82,15,1781,447,00110
91,62,90,XXX,XX,03,  Tuker Bazar Union,89,26,63,21,58,0,0,5,5,00110
91,94,57,XXX,XX,03,  Kholachhara Union,396,372,24,215,2,25,0,132,22,00110
91,94,85,XXX,XX,03,  Zakiganj Union,44,41,3,11,1,0,0,30,2,00110
58,14,13,XXX,XX,03,  Barlekha Union,400,320,80,152,6,34,34,134,40,00110
58,35,47,XXX,XX,03,  Jaifarnagar Union,1208,1131,77,841,20,110,1,180,56,00110
58,56,38,XXX,XX,03,  Kamalganj Union,1325,1213,112,715,36,50,2,448,74,00110
58,65,65,XXX,XX,03,  Kulaura Union,59,54,5,13,0,23,0,18,5,00110
58,80,63,XXX,XX,03,  Rajnagar Union,657,629,28,396,7,61,3,172,18,00110
58,80,73,XXX,XX,03,  Tengra Union,491,447,44,175,6,127,27,145,11,00110
58,83,85,XXX,XX,03,  Sreemangal Union,1364,1107,257,326,17,62,18,719,222,00110
