0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
79,14,11,XX,XX,01,  Bhandaria Union,0,0,0,0,0,0,0,0,00010
79,14,11,XX,XX,03,  Bhandaria Union,0,0,0,0,0,0,0,0,00010
79,14,71,XX,XX,01,  Nudmulla Union,0,0,0,0,0,0,0,0,00010
79,14,71,XX,XX,03,  Nudmulla Union,0,0,0,0,0,0,0,0,00010
79,47,15,XX,XX,01,  Amrajuri Union,0,0,0,0,0,0,0,0,00010
79,47,15,XX,XX,03,  Amrajuri Union,0,0,0,0,0,0,0,0,00010
79,47,47,XX,XX,01,  Kawkhali Union,0,0,0,0,0,0,0,0,00010
79,47,47,XX,XX,03,  Kawkhali Union,0,0,0,0,0,0,0,0,00010
79,58,60,XX,XX,01,  Mathbaria Union,0,0,0,0,0,0,0,0,00010
79,58,60,XX,XX,03,  Mathbaria Union,1,4,2,2,0,4,0,0,00010
79,76,52,XX,XX,01,  Nazirpur Union,0,0,0,0,0,0,0,0,00010
79,76,52,XX,XX,03,  Nazirpur Union,0,0,0,0,0,0,0,0,00010
79,87,76,XX,XX,01,  Sohagdal Union,0,0,0,0,0,0,0,0,00010
79,87,76,XX,XX,03,  Sohagdal Union,0,0,0,0,0,0,0,0,00010
79,87,85,XX,XX,01,  Sutiakati Union,0,0,0,0,0,0,0,0,00010
79,87,85,XX,XX,03,  Sutiakati Union,0,0,0,0,0,0,0,0,00010
79,87,95,XX,XX,01,  Nesarabad (Swarupkati) Union,0,0,0,0,0,0,0,0,00010
79,87,95,XX,XX,03,  Nesarabad (Swarupkati) Union,0,0,0,0,0,0,0,0,00010
79,90,51,XX,XX,01,  Pattashi Union,0,0,0,0,0,0,0,0,00010
79,90,51,XX,XX,03,  Pattashi Union,0,0,0,0,0,0,0,0,00010
