0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
41,23,25,XX,XX,01,  Bankra Union,0,0,0,0,0,0,0,0,00010
41,23,25,XX,XX,03,  Bankra Union,0,0,0,0,0,0,0,0,00010
41,23,35,XX,XX,01,  Gadkhali Union,8,33,14,19,0,0,0,33,00010
41,23,35,XX,XX,03,  Gadkhali Union,0,0,0,0,0,0,0,0,00010
41,23,47,XX,XX,01,  Jhikargachha Union,0,0,0,0,0,0,0,0,00010
41,23,47,XX,XX,03,  Jhikargachha Union,0,0,0,0,0,0,0,0,00010
41,23,71,XX,XX,01,  Panisara Union,14,82,45,37,0,0,0,82,00010
41,23,71,XX,XX,03,  Panisara Union,4,13,6,7,13,0,0,0,00010
41,38,28,XX,XX,01,  Keshabpur Union,0,0,0,0,0,0,0,0,00010
41,38,28,XX,XX,03,  Keshabpur Union,53,227,117,110,0,0,0,227,00010
41,38,38,XX,XX,01,  Majidpur Union,0,0,0,0,0,0,0,0,00010
41,38,38,XX,XX,03,  Majidpur Union,0,0,0,0,0,0,0,0,00010
41,47,23,XX,XX,01,  Chanchra Union,56,235,120,115,0,232,3,0,00010
41,47,23,XX,XX,03,  Chanchra Union,310,1437,714,723,0,0,0,1437,00010
41,47,41,XX,XX,01,  Fathehpur Union,0,0,0,0,0,0,0,0,00010
41,47,41,XX,XX,03,  Fathehpur Union,0,0,0,0,0,0,0,0,00010
41,90,86,XX,XX,01,  Sharsha Union,61,297,153,144,0,0,0,297,00010
41,90,86,XX,XX,03,  Sharsha Union,38,192,95,97,0,0,0,192,00010
