ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
69,XX,XX,XXX,XX,XX,Natore Zila Total,5296,5178,50057,47978,79708,76473,21093,18374,55995,55694,12779,6634,11111
38,XX,XX,XXX,XX,XX,Joypurhat Zila Total,2974,3072,24903,23598,40583,38637,9982,8555,29817,29016,5734,3052,11111
13,XX,XX,XXX,XX,XX,Chandpur Zila Total,10597,10465,81507,78875,135739,132740,34507,30042,93422,105939,23545,14111,11111
3,XX,XX,XXX,XX,XX,Bandarban Zila Total,3057,2738,15350,14851,21032,18670,9232,9139,11495,10473,6046,5146,11111
19,XX,XX,XXX,XX,XX,Comilla Zila Total,26284,26169,192656,188151,310489,301608,92098,80604,205532,227738,58735,35223,11111
12,XX,XX,XXX,XX,XX,Brahmanbaria Zila Total,9316,9287,131911,126893,170725,166820,66005,56083,91957,107372,39533,25563,11111
51,XX,XX,XXX,XX,XX,Lakshmipur Zila Total,6251,5892,69462,66385,97637,94534,36056,31591,62048,66777,22259,15306,11111
46,XX,XX,XXX,XX,XX,Khagrachhari Zila Total,3109,3133,21590,20747,35973,33542,9429,9019,23287,22850,6831,5718,11111
22,XX,XX,XXX,XX,XX,Cox's Bazar Zila Total,11562,11218,99349,94416,134593,132184,57309,48908,75061,85636,44308,30236,11111
15,XX,XX,XXX,XX,XX,Chittagong Zila Total,45812,45268,219454,211822,384327,363876,99707,89968,282624,278269,78402,62360,11111
84,XX,XX,XXX,XX,XX,Rangamati Zila Total,4457,4243,18165,17401,33165,29528,9418,9020,21347,19351,6632,6004,11111
30,XX,XX,XXX,XX,XX,Feni Zila Total,6181,5954,46219,44720,79249,74759,16625,15338,58842,58702,12494,8883,11111
75,XX,XX,XXX,XX,XX,Noakhali Zila Total,11729,11787,126511,121545,182240,174530,63644,57394,119090,126662,37953,27764,11111
29,XX,XX,XXX,XX,XX,Faridpur Zila Total,5718,5638,64440,62601,102639,99612,32338,27396,67151,74755,21255,11820,11111
72,XX,XX,XXX,XX,XX,Netrakona Zila Total,8154,7722,97144,93855,124522,121795,54366,45874,67510,70455,34589,23010,11111
39,XX,XX,XXX,XX,XX,Jamalpur Zila Total,7267,6955,87424,84945,124019,117063,44284,39859,80121,74766,20508,13824,11111
59,XX,XX,XXX,XX,XX,Munshiganj Zila Total,6555,6441,42740,40657,73646,69112,17654,15528,51093,53025,13552,8891,11111
35,XX,XX,XXX,XX,XX,Gopalganj Zila Total,5213,4927,39998,38620,67186,63979,18476,16136,46653,47867,11593,7751,11111
82,XX,XX,XXX,XX,XX,Rajbari Zila Total,2621,2480,34129,32748,53371,51509,14386,12597,38366,40605,8594,4131,11111
61,XX,XX,XXX,XX,XX,Mymensingh Zila Total,20428,20399,201199,192843,290993,283134,103593,86720,163253,172920,61158,37838,11111
67,XX,XX,XXX,XX,XX,Narayanganj Zila Total,14564,14282,85246,81784,134213,128938,44535,38624,82738,86851,37329,28684,11111
33,XX,XX,XXX,XX,XX,Gazipur Zila Total,16362,15559,89830,86148,142632,133133,40879,38047,92975,89466,27218,23650,11111
56,XX,XX,XXX,XX,XX,Manikganj Zila Total,4913,4876,42486,41142,69059,66174,18515,16940,47254,47457,9300,6614,11111
26,XX,XX,XXX,XX,XX,Dhaka Zila Total,69767,67028,274028,264213,464762,430802,131178,125145,323163,307217,127705,123806,11111
86,XX,XX,XXX,XX,XX,Shariatpur Zila Total,4472,4440,42940,41248,67549,65887,20772,17938,43152,50071,13185,9062,11111
54,XX,XX,XXX,XX,XX,Madaripur Zila Total,5003,4782,40580,39010,67032,64030,19432,17520,44589,47299,12618,8714,11111
93,XX,XX,XXX,XX,XX,Tangail Zila Total,12025,11758,112928,109372,178131,170626,52547,46091,126146,119969,27737,16868,11111
48,XX,XX,XXX,XX,XX,Kishoreganj Zila Total,10103,9690,123816,119008,177093,171124,60708,50502,93027,104719,38997,22869,11111
89,XX,XX,XXX,XX,XX,Sherpur Zila Total,6303,6254,51541,49552,75173,71210,27407,23983,46562,44316,14400,9324,11111
68,XX,XX,XXX,XX,XX,Narsingdi Zila Total,8263,8001,82717,79512,123353,119660,42707,35050,76726,84086,26995,14322,11111
33,XX,XX,XXX,XX,XX,Gazipur Zila Total,16362,15559,89830,86148,142632,133133,40879,38047,92975,89466,27218,23650,11111
90,XX,XX,XXX,XX,XX,Sunamganj Zila Total,7488,7792,120931,115389,137982,136422,63607,54702,68763,73054,45465,34762,11111
36,XX,XX,XXX,XX,XX,Habiganj Zila Total,6369,6185,95054,91153,118334,115572,47523,40570,57485,62614,33730,26549,11111
91,XX,XX,XXX,XX,XX,Sylhet Zila Total,16603,15706,134455,128468,197181,191359,59025,52153,116854,120522,48942,39665,11111
58,XX,XX,XXX,XX,XX,Maulvibazar Zila Total,7834,7851,71391,68448,105572,103044,32783,28751,63947,67840,26123,20478,11111
