ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
47,XX,XX,XXX,XX,XX,Khulna Zila Total,9950,9636,58871,56216,105072,100265,24369,21465,84687,83552,18716,10898,11111
18,XX,XX,XXX,XX,XX,Chuadanga Zila Total,2174,2127,32887,31787,48262,47367,16220,14467,38627,40507,11501,5043,11111
65,XX,XX,XXX,XX,XX,Narail Zila Total,2360,2123,24308,23536,39605,37864,9750,8508,27307,28049,6199,3364,11111
44,XX,XX,XXX,XX,XX,Jhenaidah Zila Total,4759,4694,51072,50126,81556,80213,23017,19869,63679,65474,13519,6451,11111
41,XX,XX,XXX,XX,XX,Jessore Zila Total,11162,11111,76512,73923,129189,123750,28950,24962,100714,103834,20271,9421,11111
1,XX,XX,XXX,XX,XX,Bagerhat Zila Total,5433,5143,42786,41312,74055,71612,17449,15246,55136,57199,12771,7078,11111
55,XX,XX,XXX,XX,XX,Magura Zila Total,2449,2367,29244,27927,49778,46713,11783,10462,36177,36492,6920,3083,11111
50,XX,XX,XXX,XX,XX,Kushtia Zila Total,5499,5357,57292,55516,87227,85366,28124,24715,66423,68092,16265,7867,11111
57,XX,XX,XXX,XX,XX,Meherpur Zila Total,1673,1793,17891,17516,27917,27208,7741,6592,22877,23344,5383,2220,11111
87,XX,XX,XXX,XX,XX,Satkhira Zila Total,6859,6642,55484,53382,94115,90124,22018,19490,70062,72992,15583,7996,11111
42,XX,XX,XXX,XX,XX,Jhalokati Zila Total,3213,3261,20015,19455,39203,37702,7248,6167,29565,30509,5052,3222,11111
78,XX,XX,XXX,XX,XX,Patuakhali Zila Total,5912,5851,52685,52005,84582,81204,25348,22682,57908,56471,15218,10020,11111
6,XX,XX,XXX,XX,XX,Barisal Zila Total,11450,11467,72284,70668,129484,125010,32110,27571,92837,98482,23292,14535,11111
79,XX,XX,XXX,XX,XX,Pirojpur Zila Total,4791,4716,33334,32474,59831,58089,12823,10974,42802,44748,9839,5267,11111
9,XX,XX,XXX,XX,XX,Bhola Zila Total,6189,6165,74832,71784,98864,97190,43343,36773,62598,67457,28425,18084,11111
4,XX,XX,XXX,XX,XX,Barguna Zila Total,4547,4744,26972,26472,48628,46865,10019,8947,33750,32069,6824,4192,11111
52,XX,XX,XXX,XX,XX,Lalmonirhat Zila Total,3040,3136,49288,47075,69903,66759,20591,17605,45866,46765,11210,5747,11111
77,XX,XX,XXX,XX,XX,Panchagarh Zila Total,2349,2274,37104,35492,53914,51392,12333,10699,34716,37440,8606,4494,11111
85,XX,XX,XXX,XX,XX,Rangpur Zila Total,7795,7713,98318,94083,141299,134682,48574,41686,97890,99387,25202,14872,11111
49,XX,XX,XXX,XX,XX,Kurigram Zila Total,3829,3664,80496,76285,107447,103382,37330,33919,75081,72333,16648,10088,11111
32,XX,XX,XXX,XX,XX,Gaibandha Zila Total,5905,5836,90985,86539,123638,116187,46239,41815,80097,76497,19890,12411,11111
73,XX,XX,XXX,XX,XX,Nilphamari Zila Total,7124,7280,72183,68724,102010,96661,30598,25805,62696,65097,19194,11087,11111
94,XX,XX,XXX,XX,XX,Thakurgaon Zila Total,3969,4036,49852,47611,74720,69547,19756,17215,51097,52267,11028,6896,11111
27,XX,XX,XXX,XX,XX,Dinajpur Zila Total,10671,10634,96975,93289,148119,140363,36105,31490,105003,104758,23091,12680,11111
10,XX,XX,XXX,XX,XX,Bogra Zila Total,11683,11307,102005,96366,153320,143969,49148,42228,111661,108047,28594,16074,11111
88,XX,XX,XXX,XX,XX,Sirajganj Zila Total,9666,9166,118160,114112,159788,151493,61033,54780,101110,99677,31329,19821,11111
81,XX,XX,XXX,XX,XX,Rajshahi Zila Total,8110,8033,68530,65880,116487,110580,29550,25180,90883,91851,19456,8884,11111
64,XX,XX,XXX,XX,XX,Naogaon Zila Total,7262,7108,73034,69985,113494,109234,34368,28970,80733,81102,21209,10825,11111
76,XX,XX,XXX,XX,XX,Pabna Zila Total,9970,9509,83971,81392,122008,118104,42051,35318,82983,85538,24119,12538,11111
70,XX,XX,XXX,XX,XX,Chapai Nawabganj Zila Total,4009,4363,56578,54546,77138,78596,31090,24595,55115,65608,21753,8914,11111
