ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,All ages,Percentage of population in the age group 0-4,Percentage of population in the age group 5-9,Percentage of population in the age group 10-14,Percentage of population in the age group 15-19,Percentage of population in the age group 20-24,Percentage of population in the age group 25-29,Percentage of population in the age group 30-49,Percentage of population in the age group 50-59,Percentage of population in the age group 60-64,Percentage of population in the age group 65+,check_var
06,51.0,34.0,XXX,XX,03,  Char Baria Union,3649,9.6,10.7,12.9,9.2,9.1,8.3,26.3,6.4,3.0,4.6,00110
06,51.0,43.0,XXX,XX,03,  Char Kowa Union,7381,8.5,11.6,12.0,10.4,9.3,9.4,24.0,6.7,3.0,5.2,00110
06,62.0,XX.0,XXX,XX,03,  Mehendiganj Upazila,3735,9.5,14.1,14.0,9.3,7.2,7.0,21.5,6.9,3.5,7.0,00110
06,62.0,87.0,XXX,XX,03,  Mehendiganj Union,3735,9.5,14.1,14.0,9.3,7.2,7.0,21.5,6.9,3.5,7.0,00110
06,94.0,XX.0,XXX,XX,03,  Wazirpur Upazila,11716,8.3,10.4,11.5,9.9,9.2,8.5,26.5,7.0,3.1,5.5,00110
06,94.0,31.0,XXX,XX,03,  Guthia Union,2329,8.5,11.1,11.8,9.3,10.0,9.1,24.9,5.7,3.6,6.0,00110
06,94.0,84.0,XXX,XX,03,  Shikarpur Union,9387,8.2,10.2,11.5,10.0,9.0,8.4,26.9,7.3,3.0,5.4,00110
79,XX.0,XX.0,XXX,XX,03, Pirojpur Zila,84181,9.1,11.3,12.0,9.2,8.4,8.7,25.6,7.2,3.0,5.6,00110
79,14.0,XX.0,XXX,XX,03,  Bhandaria Upazila,25260,9.5,11.6,12.4,8.9,8.4,8.9,25.4,6.9,2.8,5.1,00110
79,14.0,11.0,XXX,XX,03,  Bhandaria Union,20636,9.6,11.9,12.4,8.9,8.4,8.9,25.0,6.9,2.8,5.1,00110
79,14.0,71.0,XXX,XX,03,  Nudmulla Union,4624,9.2,10.5,12.0,8.6,8.4,8.8,26.9,7.1,3.0,5.4,00110
79,47.0,XX.0,XXX,XX,03,  Kawkhali Upazila,9641,7.7,10.1,11.1,9.2,7.4,9.1,28.9,7.9,3.2,5.5,00110
79,47.0,15.0,XXX,XX,03,  Amrajuri Union,3026,8.3,10.5,11.7,9.5,7.7,9.4,26.8,7.9,3.5,4.6,00110
79,47.0,47.0,XXX,XX,03,  Kawkhali Union,6615,7.4,9.8,10.8,9.1,7.3,9.0,29.9,7.9,3.0,5.9,00110
79,58.0,XX.0,XXX,XX,03,  Mathbaria Upazila,10476,9.2,12.4,11.6,8.1,8.3,9.1,23.9,7.8,3.3,6.4,00110
79,58.0,60.0,XXX,XX,03,  Mathbaria Union,10476,9.2,12.4,11.6,8.1,8.3,9.1,23.9,7.8,3.3,6.4,00110
79,76.0,XX.0,XXX,XX,03,  Nazirpur Upazila,4730,9.0,11.5,12.5,9.5,8.0,9.1,25.1,6.7,2.7,5.8,00110
79,76.0,52.0,XXX,XX,03,  Nazirpur Union,4730,9.0,11.5,12.5,9.5,8.0,9.1,25.1,6.7,2.7,5.8,00110
79,87.0,XX.0,XXX,XX,03,  Nesarabad Upazila,28005,9.0,10.6,12.1,9.9,8.9,8.3,25.5,7.0,2.9,5.8,00110
79,87.0,76.0,XXX,XX,03,  Sohagdal Union,11192,9.0,10.9,12.5,9.5,8.4,8.1,25.9,7.2,2.9,5.6,00110
79,87.0,85.0,XXX,XX,03,  Sutiakati Union,13846,8.9,10.1,11.8,10.2,9.5,8.5,25.6,6.9,2.9,5.6,00110
79,87.0,95.0,XXX,XX,03,  Nesarabad (Swarupkati) Union,2967,9.6,11.6,12.3,9.8,8.0,7.9,23.8,6.8,3.2,6.9,00110
79,90.0,XX.0,XXX,XX,03,  Zianagar Upazila,6069,10.6,12.6,12.1,9.1,7.5,7.9,25.1,6.9,2.8,5.4,00110
79,90.0,51.0,XXX,XX,03,  Pattashi Union,6069,10.6,12.6,12.1,9.1,7.5,7.9,25.1,6.9,2.8,5.4,00110
09,XX.0,XX.0,XXX,XX,03, Bhola Zila,125885,11.3,13.4,13.1,9.0,8.3,8.8,21.8,6.0,3.1,5.2,00110
09,18.0,XX.0,XXX,XX,03,  Bhola Sadar Upazila,39766,11.0,13.3,13.3,9.5,8.4,8.4,21.7,6.1,3.1,5.2,00110
09,18.0,12.0,XXX,XX,03,  Alinagar Union,1014,9.3,10.8,14.8,10.8,10.0,8.3,23.8,6.3,2.1,3.8,00110
09,18.0,14.0,XXX,XX,03,  Bapta Union,30914,10.9,13.3,13.3,9.5,8.4,8.4,21.7,6.1,3.2,5.3,00110
09,18.0,36.0,XXX,XX,03,  Dhania Union,7838,11.5,13.9,13.3,9.2,8.1,8.8,21.4,5.9,2.7,5.2,00110
09,21.0,XX.0,XXX,XX,03,  Burhanuddin Upazila,25291,11.2,13.3,13.3,9.3,8.1,8.1,21.5,6.4,3.2,5.5,00110
09,21.0,16.0,XXX,XX,03,  Bara Manika Union,9878,11.4,13.1,13.6,9.3,9.0,8.1,20.3,6.3,3.0,5.8,00110
09,21.0,57.0,XXX,XX,03,  Kutba Union,15413,11.1,13.4,13.1,9.2,7.5,8.1,22.3,6.5,3.3,5.4,00110
09,25.0,XX.0,XXX,XX,03,  Char Fasson Upazila,23320,11.5,13.8,13.5,9.0,8.6,9.0,21.2,5.9,2.9,4.6,00110
09,25.0,66.0,XXX,XX,03,  Jinnaghar Union,23320,11.5,13.8,13.5,9.0,8.6,9.0,21.2,5.9,2.9,4.6,00110
09,54.0,XX.0,XXX,XX,03,  Lalmohan Upazila,15544,12.1,14.4,12.6,8.2,8.5,8.8,21.0,6.0,3.2,5.3,00110
09,54.0,57.0,XXX,XX,03,  Lalmohan Union,15544,12.1,14.4,12.6,8.2,8.5,8.8,21.0,6.0,3.2,5.3,00110
09,65.0,XX.0,XXX,XX,03,  Manpura Upazila,1023,11.0,11.9,12.3,8.3,9.2,11.4,21.6,6.4,3.1,4.7,00110
09,65.0,23.0,XXX,XX,03,  Hajirhat Union,1023,11.0,11.9,12.3,8.3,9.2,11.4,21.6,6.4,3.1,4.7,00110
09,91.0,XX.0,XXX,XX,03,  Tazumuddin Upazila,20941,10.9,12.8,12.5,8.4,8.3,9.7,23.3,5.7,3.1,5.2,00110
09,91.0,57.0,XXX,XX,03,  Chandpur Union,20941,10.9,12.8,12.5,8.4,8.3,9.7,23.3,5.7,3.1,5.2,00110
04,XX.0,XX.0,XXX,XX,03, Barguna Zila,26167,9.4,11.5,11.3,7.5,8.2,9.5,26.0,7.2,3.2,6.2,00110
04,9.0,XX.0,XXX,XX,03,  Amtali Upazila,4497,9.9,12.1,11.7,7.3,7.9,9.4,25.7,6.2,3.2,6.6,00110
04,9.0,13.0,XXX,XX,03,  Amtali Union,4497,9.9,12.1,11.7,7.3,7.9,9.4,25.7,6.2,3.2,6.6,00110
04,19.0,XX.0,XXX,XX,03,  Bamna Upazila,7744,8.9,11.1,11.2,8.5,8.1,9.5,27.7,7.3,3.0,4.7,00110
04,19.0,23.0,XXX,XX,03,  Bamna Union,7744,8.9,11.1,11.2,8.5,8.1,9.5,27.7,7.3,3.0,4.7,00110
04,47.0,XX.0,XXX,XX,03,  Betagi Upazila,2582,8.6,11.5,13.1,8.3,6.5,7.6,26.3,7.8,3.9,6.3,00110
04,47.0,11.0,XXX,XX,03,  Betagi Union,2582,8.6,11.5,13.1,8.3,6.5,7.6,26.3,7.8,3.9,6.3,00110
04,85.0,XX.0,XXX,XX,03,  Patharghata Upazila,11344,9.7,11.6,10.7,6.8,8.6,9.9,25.0,7.4,3.2,7.0,00110
04,85.0,23.0,XXX,XX,03,  Kakchira Union,3735,8.9,11.2,11.0,7.4,8.2,9.0,25.2,8.5,3.4,7.2,00110
04,85.0,35.0,XXX,XX,03,  Kalmegha Union,7245,10.3,12.0,10.6,6.3,8.9,10.5,24.7,6.9,3.1,6.8,00110
04,85.0,71.0,XXX,XX,03,  Patharghata Union,364,7.7,9.1,10.4,9.6,7.7,7.1,29.1,6.6,3.8,8.8,00110
52,XX.0,XX.0,XXX,XX,03, Lalmonirhat Zila,38322,9.8,12.8,11.2,9.0,8.5,9.2,25.3,6.7,2.7,4.8,00110
52,2.0,XX.0,XXX,XX,03,  Aditmari Upazila,19355,10.0,12.5,10.4,8.9,8.7,9.3,25.7,6.9,2.6,5.0,00110
52,2.0,10.0,XXX,XX,03,  Bhadai Union,19355,10.0,12.5,10.4,8.9,8.7,9.3,25.7,6.9,2.6,5.0,00110
52,39.0,XX.0,XXX,XX,03,  Kaligang Upazila,18967,9.6,13.1,12.0,9.2,8.3,9.0,25.0,6.6,2.8,4.5,00110
52,39.0,95.0,XXX,XX,03,  Tushbhandar Union,18967,9.6,13.1,12.0,9.2,8.3,9.0,25.0,6.6,2.8,4.5,00110
77,XX.0,XX.0,XXX,XX,03, Panchagarh Zila,34773,10.3,12.2,10.8,9.5,8.4,9.6,26.4,6.6,2.3,3.9,00110
77,4.0,XX.0,XXX,XX,03,  Atwari Upazila,11274,10.7,12.6,9.9,8.5,7.9,9.3,27.7,6.9,2.3,4.3,00110
77,4.0,67.0,XXX,XX,03,  Radhanagar Union,10583,10.8,12.6,9.7,8.5,7.9,9.3,27.6,6.9,2.3,4.3,00110
77,4.0,81.0,XXX,XX,03,  Taria Union,691,9.8,12.6,12.7,8.4,7.2,9.7,28.1,5.5,1.9,4.1,00110
77,25.0,XX.0,XXX,XX,03,  Boda Upazila,2243,9.8,12.8,9.3,10.3,9.5,9.6,25.6,6.0,2.8,4.4,00110
77,25.0,73.0,XXX,XX,03,  Maidan Dighi Union,2243,9.8,12.8,9.3,10.3,9.5,9.6,25.6,6.0,2.8,4.4,00110
77,34.0,XX.0,XXX,XX,03,  Debiganj Upazila,15301,10.3,12.4,11.8,10.0,8.2,9.9,25.0,6.3,2.3,3.8,00110
77,34.0,47.0,XXX,XX,03,  Debiganj Union,15301,10.3,12.4,11.8,10.0,8.2,9.9,25.0,6.3,2.3,3.8,00110
77,73.0,XX.0,XXX,XX,03,  Panchagarh Sadar Upazila,449,8.9,13.8,14.0,8.5,7.1,10.2,25.2,5.8,1.6,4.9,00110
77,73.0,36.0,XXX,XX,03,  Dhakkamara Union,449,8.9,13.8,14.0,8.5,7.1,10.2,25.2,5.8,1.6,4.9,00110
77,90.0,XX.0,XXX,XX,03,  Tentulia Upazila,5506,9.5,10.6,10.3,9.8,9.9,9.5,27.8,7.2,2.0,3.5,00110
77,90.0,81.0,XXX,XX,03,  Tentulia Union,5506,9.5,10.6,10.3,9.8,9.9,9.5,27.8,7.2,2.0,3.5,00110
85,XX.0,XX.0,XXX,XX,03, Rangpur Zila,55343,9.2,11.7,11.3,9.6,8.4,9.2,26.6,6.9,2.4,4.5,00110
85,27.0,XX.0,XXX,XX,03,  Gangachara Upazila,12345,9.2,11.4,11.3,9.4,8.3,9.8,26.0,7.3,2.3,5.0,00110
85,27.0,31.0,XXX,XX,03,  Gangachara Union,12345,9.2,11.4,11.3,9.4,8.3,9.8,26.0,7.3,2.3,5.0,00110
85,58.0,XX.0,XXX,XX,03,  Mithapukur Upazila,7062,8.3,10.2,11.6,11.7,7.8,8.5,28.6,6.8,2.2,4.4,00110
85,58.0,49.0,XXX,XX,03,  Durgapur Union,7062,8.3,10.2,11.6,11.7,7.8,8.5,28.6,6.8,2.2,4.4,00110
85,73.0,XX.0,XXX,XX,03,  Pirgachha Upazila,13037,9.6,11.8,10.7,8.5,8.7,8.8,26.0,7.6,2.4,5.7,00110
85,73.0,76.0,XXX,XX,03,  Pirgachha Union,13037,9.6,11.8,10.7,8.5,8.7,8.8,26.0,7.6,2.4,5.7,00110
85,76.0,XX.0,XXX,XX,03,  Pirganj Upazila,14993,8.8,11.8,11.2,10.0,7.9,9.4,28.1,6.5,2.5,3.8,00110
85,76.0,69.0,XXX,XX,03,  Pirganj Union,12689,8.9,11.8,11.2,10.1,7.9,9.4,28.3,6.5,2.4,3.6,00110
85,76.0,75.0,XXX,XX,03,  Roypur Union,2304,8.5,11.8,11.1,9.5,7.8,9.2,27.4,6.4,3.2,5.2,00110
85,92.0,XX.0,XXX,XX,03,  Taraganj Upazila,7906,10.3,12.9,12.1,9.1,9.8,9.5,24.2,6.5,2.4,3.3,00110
85,92.0,71.0,XXX,XX,03,  Kursha Union,7906,10.3,12.9,12.1,9.1,9.8,9.5,24.2,6.5,2.4,3.3,00110
49,XX.0,XX.0,XXX,XX,03, Kurigram Zila,141020,10.2,12.7,11.8,8.5,8.7,9.2,24.8,6.7,2.6,4.7,00110
49,6.0,XX.0,XXX,XX,03,  Bhurungamari Upazila,29683,9.7,10.9,10.7,9.1,10.1,9.9,25.5,6.9,2.4,4.8,00110
49,6.0,19.0,XXX,XX,03,  Bhurungamari Union,29683,9.7,10.9,10.7,9.1,10.1,9.9,25.5,6.9,2.4,4.8,00110
49,8.0,XX.0,XXX,XX,03,  Char Rajibpur Upazila,14697,9.8,13.9,12.5,7.8,7.9,8.8,26.3,6.4,2.5,4.2,00110
49,8.0,19.0,XXX,XX,03,  Char Rajibpur Union,14697,9.8,13.9,12.5,7.8,7.9,8.8,26.3,6.4,2.5,4.2,00110
49,9.0,XX.0,XXX,XX,03,  Chilmari Upazila,45215,11.1,13.8,12.1,8.0,8.1,8.8,23.5,6.9,2.8,5.1,00110
49,9.0,59.0,XXX,XX,03,  Ramna Union,28729,12.0,14.6,11.8,7.7,7.8,8.6,22.6,6.8,2.7,5.4,00110
49,9.0,83.0,XXX,XX,03,  Thanahat Union,16486,9.5,12.4,12.5,8.6,8.5,9.0,25.0,6.9,2.8,4.7,00110
49,18.0,XX.0,XXX,XX,03,  Phulbari Sadar Upazila,12895,9.3,11.4,11.0,8.4,8.5,9.9,25.8,7.2,2.8,5.7,00110
49,18.0,40.0,XXX,XX,03,  Phulbari Union,12895,9.3,11.4,11.0,8.4,8.5,9.9,25.8,7.2,2.8,5.7,00110
49,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,3558,6.4,10.9,12.6,9.9,8.5,9.7,28.5,6.4,2.9,4.2,00110
49,52.0,17.0,XXX,XX,03,  Belgachha Union,3558,6.4,10.9,12.6,9.9,8.5,9.7,28.5,6.4,2.9,4.2,00110
49,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,9292,9.2,11.1,11.6,8.1,8.8,9.6,26.0,7.3,3.0,5.3,00110
49,77.0,21.0,XXX,XX,03,  Chakirpashar Union,5950,9.0,11.0,12.0,7.9,8.7,9.6,26.7,7.3,2.9,4.9,00110
49,77.0,73.0,XXX,XX,03,  Rajarhat Union,3342,9.4,11.4,11.0,8.4,8.9,9.5,24.7,7.3,3.2,6.0,00110
49,79.0,XX.0,XXX,XX,03,  Raumari Upazila,25680,11.1,13.8,12.7,9.0,8.6,8.6,24.1,6.1,2.3,3.6,00110
49,79.0,71.0,XXX,XX,03,  Raumari Union,25680,11.1,13.8,12.7,9.0,8.6,8.6,24.1,6.1,2.3,3.6,00110
32,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,87108,10.1,12.9,11.8,8.4,8.5,9.4,25.3,6.8,2.6,4.2,00110
32,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,6401,10.3,12.8,12.7,7.5,9.0,9.6,24.6,6.7,2.9,3.9,00110
32,21.0,47.0,XXX,XX,03,  Gazaria Union,6401,10.3,12.8,12.7,7.5,9.0,9.6,24.6,6.7,2.9,3.9,00110
32,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,26256,11.0,13.7,12.0,8.7,8.8,9.4,23.2,6.4,2.4,4.4,00110
32,24.0,14.0,XXX,XX,03,  Ballamjhar Union,7243,10.9,13.5,11.4,8.3,9.2,9.4,23.7,6.4,2.4,4.7,00110
32,24.0,21.0,XXX,XX,03,  Boali Union,378,9.8,13.0,9.8,6.9,10.1,10.8,24.1,6.1,3.4,6.1,00110
32,24.0,58.0,XXX,XX,03,  Kholahati Union,17155,10.7,13.5,12.3,9.2,8.5,9.2,23.3,6.4,2.4,4.3,00110
32,24.0,85.0,XXX,XX,03,  Mollar Char Union,1480,15.8,17.4,11.1,5.2,9.5,10.4,19.1,6.2,2.3,3.0,00110
32,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,22659,9.5,12.6,11.8,9.0,8.2,9.4,26.8,6.5,2.2,3.9,00110
32,67.0,85.0,XXX,XX,03,  Palashbari Union,22659,9.5,12.6,11.8,9.0,8.2,9.4,26.8,6.5,2.2,3.9,00110
32,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,12291,9.7,12.3,10.9,8.3,7.8,10.0,26.3,7.1,2.8,4.8,00110
32,82.0,13.0,XXX,XX,03,  Banagram Union,9604,9.4,12.1,11.2,8.7,7.8,9.9,26.1,7.1,2.9,4.9,00110
32,82.0,60.0,XXX,XX,03,  Jamalpur Union,2687,10.6,13.1,9.8,7.0,7.7,10.6,27.1,7.0,2.8,4.4,00110
32,88.0,XX.0,XXX,XX,03,  Saghata Upazila,15883,9.6,12.2,11.8,7.9,8.6,9.1,25.8,7.8,3.1,4.1,00110
32,88.0,19.0,XXX,XX,03,  Bonar Para Union,10053,9.4,11.9,11.7,8.5,8.4,9.0,26.1,8.2,3.1,3.8,00110
32,88.0,85.0,XXX,XX,03,  Saghata Union,5830,10.1,12.8,11.9,6.7,8.8,9.2,25.4,7.3,3.2,4.6,00110
32,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,3618,10.4,12.5,11.1,7.1,9.0,9.0,26.8,6.7,2.8,4.7,00110
32,91.0,31.0,XXX,XX,03,  Dahabanda Union,3618,10.4,12.5,11.1,7.1,9.0,9.0,26.8,6.7,2.8,4.7,00110
73,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,54246,10.6,13.8,11.8,8.7,8.3,8.8,24.8,6.2,2.6,4.3,00110
73,12.0,XX.0,XXX,XX,03,  Dimla Upazila,19719,10.4,13.4,11.9,9.1,8.7,9.0,25.0,6.2,2.4,3.9,00110
73,12.0,19.0,XXX,XX,03,  Dimla Union,19719,10.4,13.4,11.9,9.1,8.7,9.0,25.0,6.2,2.4,3.9,00110
73,15.0,XX.0,XXX,XX,03,  Domar Upazila,23146,11.3,14.3,12.1,8.4,8.0,8.3,24.1,6.1,2.8,4.6,00110
73,15.0,19.0,XXX,XX,03,  Bhogdabari Union,8884,11.2,14.7,12.9,8.4,6.7,7.2,24.1,6.6,3.1,5.2,00110
73,15.0,28.0,XXX,XX,03,  Boragari Union,5897,11.1,14.2,12.0,9.2,8.7,8.1,24.3,6.3,2.6,3.4,00110
73,15.0,38.0,XXX,XX,03,  Domar Union,8365,11.5,14.0,11.3,7.9,8.8,9.6,24.1,5.5,2.7,4.7,00110
73,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,8444,10.0,13.6,11.0,7.9,8.3,9.9,26.8,6.0,2.4,4.0,00110
73,45.0,51.0,XXX,XX,03,  Kishoreganj Union,8444,10.0,13.6,11.0,7.9,8.3,9.9,26.8,6.0,2.4,4.0,00110
73,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,2937,9.4,13.0,11.6,11.0,7.9,8.6,23.0,7.2,3.7,4.7,00110
73,85.0,23.0,XXX,XX,03,  Bangalipur Union,2937,9.4,13.0,11.6,11.0,7.9,8.6,23.0,7.2,3.7,4.7,00110
94,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,35258,10.3,12.5,11.4,9.7,8.3,9.6,26.0,6.1,2.4,3.7,00110
94,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,15346,10.3,13.0,10.6,9.8,8.1,9.4,26.4,6.3,2.5,3.6,00110
94,8.0,21.0,XXX,XX,03,  Barabari Union,8068,10.6,12.5,10.2,9.4,8.6,9.6,26.5,6.6,2.7,3.5,00110
94,8.0,73.0,XXX,XX,03,  Duosuo Union,7278,9.9,13.6,11.0,10.3,7.7,9.2,26.2,6.0,2.4,3.8,00110
94,51.0,XX.0,XXX,XX,03,  Haripur Upazila,7288,10.1,12.7,12.4,9.6,7.8,8.5,27.2,6.0,2.0,3.6,00110
94,51.0,81.0,XXX,XX,03,  Haripur Union,7288,10.1,12.7,12.4,9.6,7.8,8.5,27.2,6.0,2.0,3.6,00110
94,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,12624,10.4,11.7,11.9,9.7,8.9,10.5,24.9,5.8,2.4,3.8,00110
94,94.0,52.0,XXX,XX,03,  Jamalpur Union,8476,10.5,11.6,12.1,10.0,8.6,10.4,24.8,5.8,2.5,3.6,00110
94,94.0,58.0,XXX,XX,03,  Mohammadpur Union,1282,11.6,11.4,10.6,9.4,8.3,10.6,25.0,6.2,2.2,4.6,00110
94,94.0,68.0,XXX,XX,03,  Rahimanpur Union,2866,9.7,12.0,11.7,8.7,9.8,10.8,25.1,5.9,2.3,3.8,00110
27,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,59779,9.7,11.3,11.9,9.2,8.5,9.4,26.3,6.6,2.6,4.5,00110
27,10.0,XX.0,XXX,XX,03,  Birampur Upazila,2205,9.7,10.9,9.7,7.7,9.6,9.8,25.9,7.9,2.8,6.0,00110
27,10.0,71.0,XXX,XX,03,  Khanpur Union,743,9.3,10.4,9.6,7.3,10.8,10.8,26.8,7.0,2.8,5.4,00110
27,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,1462,9.8,11.1,9.8,7.9,9.0,9.3,25.5,8.3,2.8,6.3,00110
27,17.0,XX.0,XXX,XX,03,  Biral Upazila,9059,10.6,11.5,11.2,9.3,8.5,9.6,25.4,6.7,2.6,4.6,00110
27,17.0,28.0,XXX,XX,03,  Biral Union,9059,10.6,11.5,11.2,9.3,8.5,9.6,25.4,6.7,2.6,4.6,00110
27,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,8683,8.3,10.9,14.8,9.6,8.4,8.9,26.2,6.2,2.4,4.2,00110
27,30.0,13.0,XXX,XX,03,  Abdulpur Union,8683,8.3,10.9,14.8,9.6,8.4,8.9,26.2,6.2,2.4,4.2,00110
27,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,837,9.3,13.4,15.7,7.8,6.7,7.6,26.4,4.7,3.1,5.4,00110
27,43.0,38.0,XXX,XX,03,  Ghoraghat Union,837,9.3,13.4,15.7,7.8,6.7,7.6,26.4,4.7,3.1,5.4,00110
27,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,7355,9.2,10.4,11.8,9.0,8.4,9.7,27.3,6.9,2.5,4.8,00110
27,56.0,31.0,XXX,XX,03,  Mukundapur Union,7355,9.2,10.4,11.8,9.0,8.4,9.7,27.3,6.9,2.5,4.8,00110
27,60.0,XX.0,XXX,XX,03,  Khansama Upazila,8973,10.1,11.4,11.6,9.6,8.4,8.8,26.0,6.8,2.7,4.6,00110
27,60.0,15.0,XXX,XX,03,  Alokjhari Union,8973,10.1,11.4,11.6,9.6,8.4,8.8,26.0,6.8,2.7,4.6,00110
27,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,4602,10.2,11.1,11.6,8.6,9.5,10.5,25.4,6.3,2.6,4.2,00110
27,64.0,69.0,XXX,XX,03,  Shashara Union,2564,11.0,11.2,11.2,7.7,9.4,10.8,24.4,6.4,2.9,5.0,00110
27,64.0,77.0,XXX,XX,03,  Sekhpura Union,2038,9.2,10.9,12.1,9.8,9.6,10.2,26.5,6.3,2.2,3.3,00110
27,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,7225,9.4,10.7,10.9,10.0,8.5,10.1,27.3,6.6,2.4,4.1,00110
27,69.0,17.0,XXX,XX,03,  Binodnagar Union,4514,9.4,10.9,11.2,8.9,8.2,10.4,27.5,6.8,2.6,3.9,00110
27,69.0,43.0,XXX,XX,03,  Golapganj Union,2711,9.3,10.3,10.5,11.7,8.9,9.6,27.0,6.3,2.2,4.3,00110
27,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,10840,10.1,12.1,11.5,8.6,8.2,9.2,26.3,6.6,2.7,4.6,00110
27,77.0,86.0,XXX,XX,03,  Rampur Union,10840,10.1,12.1,11.5,8.6,8.2,9.2,26.3,6.6,2.7,4.6,00110
10,XX.0,XX.0,XXX,XX,03, Bogra Zila,46306,9.6,11.8,11.2,8.0,8.9,10.3,27.2,6.3,2.5,4.2,00110
10,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,8909,7.8,10.3,11.6,8.7,10.0,10.3,27.6,6.1,2.8,4.8,00110
10,6.0,13.0,XXX,XX,03,  Adam Dighi Union,8909,7.8,10.3,11.6,8.7,10.0,10.3,27.6,6.1,2.8,4.8,00110
10,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,8467,9.4,13.4,10.1,7.3,8.9,10.0,25.7,7.6,3.0,4.7,00110
10,27.0,38.0,XXX,XX,03,  Dhunat Union,8467,9.4,13.4,10.1,7.3,8.9,10.0,25.7,7.6,3.0,4.7,00110
10,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,28930,10.2,11.8,11.4,8.1,8.5,10.4,27.5,6.0,2.4,3.8,00110
10,88.0,28.0,XXX,XX,03,  Garidaha Union,10030,10.6,11.9,11.0,8.3,8.9,10.7,26.9,5.7,2.1,3.9,00110
10,88.0,57.0,XXX,XX,03,  Kusumbi Union,1744,8.4,11.2,11.0,8.4,7.2,9.3,29.2,7.1,3.6,4.6,00110
10,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,17156,10.1,11.8,11.7,7.9,8.4,10.3,27.7,6.0,2.4,3.7,00110
88,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,60145,10.7,12.9,11.1,7.9,9.1,9.3,25.1,6.6,2.9,4.5,00110
88,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,21168,10.5,12.8,10.5,7.3,10.3,9.6,25.5,6.5,2.8,4.2,00110
88,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,15060,11.1,13.9,10.9,6.7,8.9,9.5,25.7,6.5,2.8,4.0,00110
88,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,6108,9.0,9.8,9.5,8.9,13.7,9.8,24.9,6.7,2.9,4.7,00110
88,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,9913,10.4,11.8,11.6,8.6,9.2,8.9,25.7,6.7,2.9,4.2,00110
88,44.0,38.0,XXX,XX,03,  Jamtail Union,9913,10.4,11.8,11.6,8.6,9.2,8.9,25.7,6.7,2.9,4.2,00110
88,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,3903,9.4,11.8,10.4,8.5,8.3,8.6,25.5,7.3,3.2,6.9,00110
88,50.0,25.0,XXX,XX,03,  Gandail Union,562,11.6,11.6,12.1,5.0,4.8,6.2,25.3,10.0,3.6,10.0,00110
88,50.0,77.0,XXX,XX,03,  Sonamukhi Union,3341,9.1,11.8,10.1,9.1,8.9,9.0,25.6,6.9,3.2,6.4,00110
88,61.0,XX.0,XXX,XX,03,  Royganj Upazila,1572,10.1,10.2,9.9,8.9,7.6,9.3,27.2,7.4,3.8,5.7,00110
88,61.0,38.0,XXX,XX,03,  Dhangara Union,1572,10.1,10.2,9.9,8.9,7.6,9.3,27.2,7.4,3.8,5.7,00110
88,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,6860,14.1,16.1,10.7,6.7,7.2,8.4,21.9,6.9,3.2,4.8,00110
88,67.0,14.0,XXX,XX,03,  Gala Union,6860,14.1,16.1,10.7,6.7,7.2,8.4,21.9,6.9,3.2,4.8,00110
88,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,8287,11.4,14.4,12.2,7.9,9.4,9.0,22.9,5.8,2.3,4.7,00110
