ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
3,04,31,XXX,XX,02,  Alikadam Union,45,763,763,0,00110
3,91,76,XXX,XX,02,  Ruma Union,21,363,363,0,00110
