ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
93,47,XX,XXX,XX,03,  Kalihati Upazila,430,415,15,334,0,70,5,11,10,01110
93,57,XX,XXX,XX,03,  Madhupur Upazila,1574,1507,67,1383,62,20,1,104,4,01110
93,66,XX,XXX,XX,03,  Mirzapur Upazila,569,561,8,447,1,8,4,106,3,01110
93,76,XX,XXX,XX,03,  Nagarpur Upazila,1277,1187,90,747,26,48,6,392,58,01110
93,85,XX,XXX,XX,03,  Sakhipur Upazila,2361,2286,75,1570,35,35,3,681,37,01110
48,02,XX,XXX,XX,03,  Austagram Upazila,2682,2588,94,2085,43,53,3,450,48,01110
48,33,XX,XXX,XX,03,  Itna Upazila,3788,3600,188,3181,90,235,14,184,84,01110
48,59,XX,XXX,XX,03,  Mithamain Upazila,1743,1634,109,1121,34,83,3,430,72,01110
48,76,XX,XXX,XX,03,  Nikli Upazila,3413,3249,164,2800,93,132,19,317,52,01110
48,92,XX,XXX,XX,03,  Tarail Upazila,835,758,77,153,9,16,1,589,67,01110
89,37,XX,XXX,XX,03,  Jhenaigati Upazila,453,389,64,207,12,80,7,102,45,01110
68,07,XX,XXX,XX,03,  Belabo Upazila,2661,2553,108,1292,34,164,10,1097,64,01110
68,52,XX,XXX,XX,03,  Manohardi Upazila,453,432,21,315,5,57,4,60,12,01110
68,60,XX,XXX,XX,03,  Narsingdi Sadar Upazila,5025,4450,575,597,15,2087,203,1766,357,01110
68,63,XX,XXX,XX,03,  Palash Upazila,1132,1058,74,462,5,230,20,366,49,01110
68,64,XX,XXX,XX,03,  Roypura Upazila,1246,1147,99,618,30,29,8,500,61,01110
68,76,XX,XXX,XX,03,  Shibpur Upazila,354,320,34,166,6,8,6,146,22,01110
33,32,XX,XXX,XX,03,  Kaliakair Upazila,621,442,179,89,0,197,151,156,28,01110
33,36,XX,XXX,XX,03,  Kapasia Upazila,1297,1094,203,276,9,53,13,765,181,01110
90,18,XX,XXX,XX,03,  Bishwambarpur Upazila,302,281,21,236,11,0,0,45,10,01110
90,23,XX,XXX,XX,03,  Chhatak Upazila,1027,890,137,631,78,167,14,92,45,01110
90,27,XX,XXX,XX,03,  Dakshin Sunamganj Upazila,960,851,109,710,40,2,0,139,69,01110
90,29,XX,XXX,XX,03,  Derai Upazila,947,871,76,617,13,14,0,240,63,01110
90,32,XX,XXX,XX,03,  Dharampasha Upazila,1277,1175,102,829,19,41,5,305,78,01110
90,33,XX,XXX,XX,03,  Dowarabazar Upazila,2680,2451,229,2163,160,159,17,129,52,01110
90,50,XX,XXX,XX,03,  Jamalganj Upazila,1375,1223,152,1004,90,77,5,142,57,01110
90,86,XX,XXX,XX,03,  Sulla Upazila,295,264,31,241,23,10,1,13,7,01110
90,89,XX,XXX,XX,03,  Sunamganj Sadar Upazila,670,619,51,431,13,124,10,64,28,01110
90,92,XX,XXX,XX,03,  Tahirpur Upazila,1239,1120,119,785,46,39,5,296,68,01110
36,02,XX,XXX,XX,03,  Ajmiriganj Upazila,203,179,24,101,2,3,4,75,18,01110
36,05,XX,XXX,XX,03,  Bahubal Upazila,130,129,1,106,0,14,1,9,0,01110
36,11,XX,XXX,XX,03,  Baniachong Upazila,2840,2665,175,1831,88,306,24,528,63,01110
36,44,XX,XXX,XX,03,  Habiganj Sadar Upazila,1337,1196,141,425,19,20,0,751,122,01110
36,68,XX,XXX,XX,03,  Lakhai Upazila,2352,2232,120,2015,80,148,8,69,32,01110
36,71,XX,XXX,XX,03,  Madhabpur Upazila,118,97,21,54,8,0,0,43,13,01110
36,77,XX,XXX,XX,03,  Nabiganj Upazila,643,612,31,464,8,37,1,111,22,01110
91,08,XX,XXX,XX,03,  Balaganj Upazila,609,556,53,147,4,0,0,409,49,01110
91,20,XX,XXX,XX,03,  Bishwanath Upazila,1773,1585,188,610,44,373,33,602,111,01110
91,27,XX,XXX,XX,03,  Companiganj Upazila,2838,2561,277,675,67,1285,162,601,48,01110
91,31,XX,XXX,XX,03,  Dakshin Surma Upazila,1165,912,253,259,20,96,26,557,207,01110
91,35,XX,XXX,XX,03,  Fenchuganj Upazila,2122,1895,227,504,17,7,3,1384,207,01110
91,38,XX,XXX,XX,03,  Golapganj Upazila,359,346,13,53,1,14,0,279,12,01110
91,41,XX,XXX,XX,03,  Gowainghat Upazila,735,666,69,370,24,158,8,138,37,01110
91,53,XX,XXX,XX,03,  Jaintiapur Upazila,492,424,68,161,21,110,18,153,29,01110
91,62,XX,XXX,XX,03,  Sylhet Sadar Upazila,2676,2130,546,262,79,82,15,1786,452,01110
91,94,XX,XXX,XX,03,  Zakiganj Upazila,440,413,27,226,3,25,0,162,24,01110
58,14,XX,XXX,XX,03,  Barlekha Upazila,400,320,80,152,6,34,34,134,40,01110
58,35,XX,XXX,XX,03,  Juri Upazila,1208,1131,77,841,20,110,1,180,56,01110
58,56,XX,XXX,XX,03,  Kamalganj Upazila,1325,1213,112,715,36,50,2,448,74,01110
58,65,XX,XXX,XX,03,  Kulaura Upazila,59,54,5,13,0,23,0,18,5,01110
58,80,XX,XXX,XX,03,  Rajnagar Upazila,1148,1076,72,571,13,188,30,317,29,01110
58,83,XX,XXX,XX,03,  Sreemangal Upazila,1364,1107,257,326,17,62,18,719,222,01110
