ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Households-Total,Households-General,Households-Institutional,Households-Others,Population-Both,Population-Male,Population-Female,Sex Ratio,check_var
47,12,35,XXX,XX,03,  Batiaghata Union,1908,1902,3,3,7675,3796,3879.0,98.0,00110
47,30,27,XXX,XX,03,  Dumuria Union,4510,4472,8,30,19828,10040,9788.0,103.0,00110
47,53,55,XXX,XX,03,  Koyra Union,2687,2671,0,16,11594,5765,5829.0,99.0,00110
47,69,38,XXX,XX,03,  Damodar Union,6634,6625,5,4,28451,14279,14172.0,101.0,00110
47,69,76,XXX,XX,03,  Phultala Union,756,745,4,7,3130,1580,1550.0,102.0,00110
47,94,27,XXX,XX,03,  Barasat Union,1132,1130,2,0,5038,2525,2513.0,100.0,00110
47,94,81,XXX,XX,03,  Terokhada Union,1561,1546,2,13,6939,3532,3407.0,104.0,00110
18,07,15,XXX,XX,03,  Baradi Union,276,276,0,0,1106,556,550.0,101.0,00110
18,07,23,XXX,XX,03,  Bhangabaria Union,907,903,1,3,3879,1957,1922.0,102.0,00110
18,07,27,XXX,XX,03,  Chithla Union,917,913,1,3,3722,1846,1876.0,98.0,00110
18,07,47,XXX,XX,03,  Hardi Union,3050,3040,2,8,12445,6266,6179.0,101.0,00110
18,07,55,XXX,XX,03,  Jamjami Union,1432,1430,1,1,5764,2859,2905.0,98.0,00110
18,07,63,XXX,XX,03,  Jehala Union,2468,2464,1,3,10455,5252,5203.0,101.0,00110
18,07,79,XXX,XX,03,  Khaskara Union,224,224,0,0,902,419,483.0,87.0,00110
18,07,87,XXX,XX,03,  Kumari Union,2018,2017,0,1,8051,4007,4044.0,99.0,00110
18,23,11,XXX,XX,03,  Alokdia Union,6268,6230,2,36,26296,13101,13195.0,99.0,00110
18,23,47,XXX,XX,03,  Kutubpur Union,500,500,0,0,1952,985,967.0,102.0,00110
18,23,59,XXX,XX,03,  Mominpur Union,1510,1510,0,0,6016,2983,3033.0,98.0,00110
18,23,71,XXX,XX,03,  Shankar Chandra Union,1271,1267,2,2,5192,2601,2591.0,100.0,00110
18,23,83,XXX,XX,03,  Titudaha Union,906,905,1,0,3623,1811,1812.0,100.0,00110
18,31,11,XXX,XX,03,  Damurhuda Union,3448,3414,0,34,14331,7209,7122.0,101.0,00110
18,31,35,XXX,XX,03,  Howli Union,3197,3197,0,0,13041,6488,6553.0,99.0,00110
18,55,38,XXX,XX,03,  Banka Union,1376,1371,3,2,5575,2792,2783.0,100.0,00110
18,55,76,XXX,XX,03,  Uthali Union,1738,1734,2,2,7059,3555,3504.0,101.0,00110
65,28,14,XXX,XX,03,  Boranal Eliasabad Union,531,530,0,1,2252,1153,1099.0,105.0,00110
65,28,71,XXX,XX,03,  Mauli Union,113,113,0,0,555,293,262.0,112.0,00110
65,28,87,XXX,XX,03,  Peruli Union,1444,1444,0,0,7002,3443,3559.0,97.0,00110
65,28,95,XXX,XX,03,  Salamabad Union,1341,1340,0,1,6257,3133,3124.0,100.0,00110
65,76,61,XXX,XX,03,  Mulia Union,2052,2051,0,1,9019,4453,4566.0,98.0,00110
44,14,31,XXX,XX,03,  Daulatpur Union,1540,1539,1,0,6264,3124,3140.0,99.0,00110
44,19,73,XXX,XX,03,  Paglakanai Union,677,677,0,0,2707,1342,1365.0,98.0,00110
41,23,25,XXX,XX,03,  Bankra Union,605,605,0,0,2329,1167,1162.0,100.0,00110
41,23,35,XXX,XX,03,  Gadkhali Union,823,821,1,1,3350,1646,1704.0,97.0,00110
41,23,47,XXX,XX,03,  Jhikargachha Union,407,407,0,0,1567,787,780.0,101.0,00110
41,23,71,XXX,XX,03,  Panisara Union,348,348,0,0,1419,726,693.0,105.0,00110
41,38,28,XXX,XX,03,  Keshabpur Union,1432,1431,1,0,5839,2958,2881.0,103.0,00110
41,38,38,XXX,XX,03,  Majidpur Union,449,449,0,0,1712,848,864.0,98.0,00110
41,47,23,XXX,XX,03,  Chanchra Union,2196,2190,1,5,9791,4972,4819.0,103.0,00110
41,47,41,XXX,XX,03,  Fathehpur Union,2326,2320,3,3,9345,4686,4659.0,101.0,00110
41,90,86,XXX,XX,03,  Sharsha Union,1237,1207,6,24,5084,2616,2468.0,106.0,00110
1,14,31,XXX,XX,03,  Chitalmari Union,333,331,1,1,1272,630,642.0,98.0,00110
1,34,10,XXX,XX,03,  Bahirdia Mansa Union,2463,2458,3,2,10299,5123,5176.0,99.0,00110
1,34,31,XXX,XX,03,  Fakirhat Union,1830,1817,1,12,7387,3807,3580.0,106.0,00110
1,34,52,XXX,XX,03,  Mulghar Union,1155,1152,2,1,4924,2524,2400.0,105.0,00110
1,34,63,XXX,XX,03,  Naldha Maubhog Union,1026,1025,1,0,4371,2290,2081.0,110.0,00110
1,38,57,XXX,XX,03,  Kachua Union,2296,2290,1,5,9473,4654,4819.0,97.0,00110
1,56,95,XXX,XX,03,  Udaypur Union,2657,2642,5,10,12874,6455,6419.0,101.0,00110
1,60,23,XXX,XX,03,  Baraikhali Union,1416,1413,0,3,5389,2637,2752.0,96.0,00110
1,73,83,XXX,XX,03,  Rampal Union,453,408,2,43,1720,902,818.0,110.0,00110
1,77,38,XXX,XX,03,  Khontakata Union,2788,2778,1,9,11628,5630,5998.0,94.0,00110
1,77,57,XXX,XX,03,  Royenda Union,3630,3607,9,14,15343,7662,7681.0,100.0,00110
55,66,52,XXX,XX,03,  Mohammadpur Union,2240,2226,5,9,10010,4983,5027.0,99.0,00110
55,85,11,XXX,XX,03,  Arpara Union,1568,1562,1,5,6878,3556,3322.0,107.0,00110
55,85,59,XXX,XX,03,  Shalikha Union,80,80,0,0,277,149,128.0,116.0,00110
55,95,84,XXX,XX,03,  Sreepur Union,1123,1111,1,11,4894,2391,2503.0,96.0,00110
50,15,27,XXX,XX,03,  Bahir Char Union,1079,1079,0,0,4537,2186,2351.0,93.0,00110
50,15,40,XXX,XX,03,  Chandgram Union,1023,1006,0,17,4086,2038,2048.0,100.0,00110
50,39,33,XXX,XX,03,  Daulatpur Union,1965,1955,7,3,7638,3781,3857.0,98.0,00110
50,39,61,XXX,XX,03,  Mathurapur Union,3031,3028,1,2,11808,5917,5891.0,100.0,00110
50,63,71,XXX,XX,03,  Samaspur Union,1184,1183,0,1,4587,2255,2332.0,97.0,00110
50,79,50,XXX,XX,03,  Battail Union,1360,1357,1,2,5435,2698,2737.0,99.0,00110
50,94,14,XXX,XX,03,  Amla Union,1110,1108,2,0,4296,2136,2160.0,99.0,00110
50,94,80,XXX,XX,03,  Poradaha Union,1450,1433,0,17,6089,3003,3086.0,97.0,00110
57,47,10,XXX,XX,03,  Bamandi Union,599,599,0,0,2507,1225,1282.0,96.0,00110
57,47,69,XXX,XX,03,  Roypur Union,564,564,0,0,2232,1105,1127.0,98.0,00110
57,60,28,XXX,XX,03,  Bagoan Union,2499,2476,5,18,10021,4883,5138.0,95.0,00110
87,04,17,XXX,XX,03,  Assasuni Union,2020,2012,2,6,8585,4313,4272.0,101.0,00110
87,25,15,XXX,XX,03,  Debhata Union,703,700,2,1,2781,1363,1418.0,96.0,00110
87,43,31,XXX,XX,03,  Helatala Union,505,505,0,0,2033,987,1046.0,94.0,00110
87,47,13,XXX,XX,03,  Bhara Simla Union,1048,1047,1,0,4328,2183,2145.0,102.0,00110
87,47,55,XXX,XX,03,  Kushlia Union,1581,1578,0,3,7061,3658,3403.0,107.0,00110
87,47,63,XXX,XX,03,  Mathureshpur Union,802,796,1,5,3561,1764,1797.0,98.0,00110
87,47,94,XXX,XX,03,  Tarali Union,426,425,0,1,1913,992,921.0,108.0,00110
87,86,94,XXX,XX,03,  Shyamnagar Union,3939,3872,6,61,17254,8609,8645.0,100.0,00110
87,90,87,XXX,XX,03,  Tala Union,2360,2355,2,3,9528,4752,4776.0,99.0,00110
42,40,85,XXX,XX,03,  Ponabalia Union,182,182,0,0,875,423,452.0,94.0,00110
42,43,63,XXX,XX,03,  Kanthalia Union,2602,2588,3,11,10161,4964,5197.0,96.0,00110
42,84,40,XXX,XX,03,  Mathbari Union,712,710,0,2,3163,1476,1687.0,87.0,00110
42,84,54,XXX,XX,03,  Rajapur Union,2889,2868,7,14,12970,6287,6683.0,94.0,00110
78,38,29,XXX,XX,03,  Bauphal Union,257,257,0,0,1142,531,611.0,87.0,00110
78,38,35,XXX,XX,03,  Daspara Union,910,909,0,1,4339,2138,2201.0,97.0,00110
78,52,31,XXX,XX,03,  Banshbaria Union,924,924,0,0,4151,2040,2111.0,97.0,00110
78,52,52,XXX,XX,03,  Dashmina Union,3314,3295,0,19,15101,7344,7757.0,95.0,00110
78,55,93,XXX,XX,03,  Sreerampur Union,2547,2519,9,19,12200,6169,6031.0,102.0,00110
78,57,50,XXX,XX,03,  Chiknikandi Union,365,364,0,1,1383,672,711.0,95.0,00110
78,57,67,XXX,XX,03,  Galachipa Union,796,795,0,1,3334,1686,1648.0,102.0,00110
78,66,83,XXX,XX,03,  Tiakhali Union,2145,2142,1,2,8845,4455,4390.0,101.0,00110
78,76,13,XXX,XX,03,  Amragachhia Union,655,652,2,1,2753,1366,1387.0,98.0,00110
78,76,27,XXX,XX,03,  Deuli Subidkhali Union,2594,2584,1,9,11337,5770,5567.0,104.0,00110
78,76,81,XXX,XX,03,  Mirzaganj Union,1802,1799,2,1,8316,4080,4236.0,96.0,00110
78,95,27,XXX,XX,03,  Jainkati Union,1011,1010,0,1,4837,2365,2472.0,96.0,00110
6,02,15,XXX,XX,03,  Bakal Union,769,753,1,15,3503,1827,1676.0,109.0,00110
6,02,47,XXX,XX,03,  Gaila Union,1636,1620,3,13,7354,3570,3784.0,94.0,00110
6,03,81,XXX,XX,03,  Rahmatpur Union,2191,2174,10,7,9847,4911,4936.0,99.0,00110
6,07,12,XXX,XX,03,  Bhar Pasha Union,752,752,0,0,3410,1686,1724.0,98.0,00110
6,07,94,XXX,XX,03,  Rangasree Union,149,149,0,0,664,322,342.0,94.0,00110
6,10,42,XXX,XX,03,  Chakhar Union,798,797,0,1,3082,1473,1609.0,92.0,00110
6,10,63,XXX,XX,03,  Salia Bakpur Union,737,736,1,0,3434,1642,1792.0,92.0,00110
6,36,13,XXX,XX,03,  Bara Jalia Union,3004,2991,4,9,14184,7019,7165.0,98.0,00110
6,51,34,XXX,XX,03,  Char Baria Union,776,775,0,1,3649,1829,1820.0,100.0,00110
6,51,43,XXX,XX,03,  Char Kowa Union,1515,1513,0,2,7381,3676,3705.0,99.0,00110
6,62,87,XXX,XX,03,  Mehendiganj Union,795,795,0,0,3735,1714,2021.0,85.0,00110
6,94,31,XXX,XX,03,  Guthia Union,510,510,0,0,2329,1159,1170.0,99.0,00110
6,94,84,XXX,XX,03,  Shikarpur Union,2085,2075,2,8,9387,4591,4796.0,96.0,00110
79,14,11,XXX,XX,03,  Bhandaria Union,4566,4474,12,80,20636,10293,10343.0,100.0,00110
79,14,71,XXX,XX,03,  Nudmulla Union,1213,1209,0,4,4624,2301,2323.0,99.0,00110
79,47,15,XXX,XX,03,  Amrajuri Union,718,695,0,23,3026,1529,1497.0,102.0,00110
79,47,47,XXX,XX,03,  Kawkhali Union,1623,1609,1,13,6615,3215,3400.0,95.0,00110
79,58,60,XXX,XX,03,  Mathbaria Union,2471,2460,2,9,10476,5209,5267.0,99.0,00110
