0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
81,12,50,XX,XX,01,  Ganipur Union,29,123,69,54,102,0,0,21,00010
81,12,50,XX,XX,03,  Ganipur Union,0,0,0,0,0,0,0,0,00010
81,31,11,XX,XX,01,  Deluabari Union,2,11,7,4,6,0,0,5,00010
81,31,11,XX,XX,03,  Deluabari Union,2,8,4,4,0,0,0,8,00010
81,34,57,XX,XX,01,  Matikata Union,371,1912,961,951,575,936,0,401,00010
81,34,57,XX,XX,03,  Matikata Union,24,102,46,56,102,0,0,0,00010
81,53,13,XX,XX,01,  Bakshimail Union,31,115,63,52,115,0,0,0,00010
81,53,13,XX,XX,03,  Bakshimail Union,2,8,2,6,8,0,0,0,00010
81,53,81,XX,XX,01,  Royghati Union,1,4,3,1,4,0,0,0,00010
81,53,81,XX,XX,03,  Royghati Union,1,5,2,3,5,0,0,0,00010
81,82,13,XX,XX,01,  Baneshwar Union,9,29,11,18,2,0,0,27,00010
81,82,13,XX,XX,03,  Baneshwar Union,0,0,0,0,0,0,0,0,00010
81,82,81,XX,XX,01,  Silmaria Union,147,545,278,267,142,258,0,145,00010
81,82,81,XX,XX,03,  Silmaria Union,31,128,65,63,0,128,0,0,00010
