ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
4.0,XX.0,XX.0,XXX,XX,03, Barguna Zila,6370,0.4,82.6,17.1,37.9,90.8,4.6,4.5,00110
4.0,9.0,XX.0,XXX,XX,03,  Amtali Upazila,1017,0.0,99.9,0.1,15.0,97.5,1.6,0.9,00110
4.0,9.0,13.0,XXX,XX,03,  Amtali Union,1017,0.0,99.9,0.1,15.0,97.5,1.6,0.9,00110
4.0,19.0,XX.0,XXX,XX,03,  Bamna Upazila,1776,0.1,98.3,1.6,66.0,84.5,12.3,3.3,00110
4.0,19.0,23.0,XXX,XX,03,  Bamna Union,1776,0.1,98.3,1.6,66.0,84.5,12.3,3.3,00110
4.0,47.0,XX.0,XXX,XX,03,  Betagi Upazila,643,0.2,96.3,3.6,39.7,98.3,1.4,0.3,00110
4.0,47.0,11.0,XXX,XX,03,  Betagi Union,643,0.2,96.3,3.6,39.7,98.3,1.4,0.3,00110
4.0,85.0,XX.0,XXX,XX,03,  Patharghata Upazila,2934,0.7,64.0,35.3,28.4,90.8,1.8,7.4,00110
4.0,85.0,23.0,XXX,XX,03,  Kakchira Union,966,0.0,96.6,3.4,37.0,94.6,4.7,0.7,00110
4.0,85.0,35.0,XXX,XX,03,  Kalmegha Union,1876,1.1,46.4,52.5,24.4,89.1,0.4,10.5,00110
4.0,85.0,71.0,XXX,XX,03,  Patharghata Union,92,0.0,80.4,19.6,19.6,83.7,1.1,15.2,00110
52.0,XX.0,XX.0,XXX,XX,03, Lalmonirhat Zila,8724,1.0,97.4,1.6,33.0,92.1,4.1,3.8,00110
52.0,2.0,XX.0,XXX,XX,03,  Aditmari Upazila,4469,0.6,99.2,0.2,34.5,94.5,3.8,1.7,00110
52.0,2.0,10.0,XXX,XX,03,  Bhadai Union,4469,0.6,99.2,0.2,34.5,94.5,3.8,1.7,00110
52.0,39.0,XX.0,XXX,XX,03,  Kaligang Upazila,4255,1.4,95.5,3.1,31.4,89.4,4.4,6.1,00110
52.0,39.0,95.0,XXX,XX,03,  Tushbhandar Union,4255,1.4,95.5,3.1,31.4,89.4,4.4,6.1,00110
77.0,XX.0,XX.0,XXX,XX,03, Panchagarh Zila,8067,3.2,95.2,1.6,58.0,86.8,8.4,4.8,00110
77.0,4.0,XX.0,XXX,XX,03,  Atwari Upazila,2766,2.3,96.2,1.5,56.8,91.0,6.9,2.2,00110
77.0,4.0,67.0,XXX,XX,03,  Radhanagar Union,2587,2.4,96.1,1.5,58.2,91.1,6.7,2.2,00110
77.0,4.0,81.0,XXX,XX,03,  Taria Union,179,1.7,97.8,0.6,36.9,89.4,9.5,1.1,00110
77.0,25.0,XX.0,XXX,XX,03,  Boda Upazila,517,0.0,98.1,1.9,21.3,71.4,2.1,26.5,00110
77.0,25.0,73.0,XXX,XX,03,  Maidan Dighi Union,517,0.0,98.1,1.9,21.3,71.4,2.1,26.5,00110
77.0,34.0,XX.0,XXX,XX,03,  Debiganj Upazila,3381,4.5,93.5,2.0,63.2,86.0,9.7,4.3,00110
77.0,34.0,47.0,XXX,XX,03,  Debiganj Union,3381,4.5,93.5,2.0,63.2,86.0,9.7,4.3,00110
77.0,73.0,XX.0,XXX,XX,03,  Panchagarh Sadar Upazila,99,5.1,86.9,8.1,50.5,100.0,0.0,0.0,00110
77.0,73.0,36.0,XXX,XX,03,  Dhakkamara Union,99,5.1,86.9,8.1,50.5,100.0,0.0,0.0,00110
77.0,90.0,XX.0,XXX,XX,03,  Tentulia Upazila,1304,2.7,97.1,0.2,62.3,85.3,11.6,3.1,00110
77.0,90.0,81.0,XXX,XX,03,  Tentulia Union,1304,2.7,97.1,0.2,62.3,85.3,11.6,3.1,00110
85.0,XX.0,XX.0,XXX,XX,03, Rangpur Zila,13769,2.6,96.3,1.1,53.0,84.4,10.3,5.3,00110
85.0,27.0,XX.0,XXX,XX,03,  Gangachara Upazila,3047,0.1,99.5,0.4,48.4,90.6,6.1,3.3,00110
85.0,27.0,31.0,XXX,XX,03,  Gangachara Union,3047,0.1,99.5,0.4,48.4,90.6,6.1,3.3,00110
85.0,58.0,XX.0,XXX,XX,03,  Mithapukur Upazila,1689,3.7,94.9,1.4,60.5,80.2,15.7,4.1,00110
85.0,58.0,49.0,XXX,XX,03,  Durgapur Union,1689,3.7,94.9,1.4,60.5,80.2,15.7,4.1,00110
85.0,73.0,XX.0,XXX,XX,03,  Pirgachha Upazila,3511,1.9,96.4,1.7,40.9,89.0,3.6,7.4,00110
85.0,73.0,76.0,XXX,XX,03,  Pirgachha Union,3511,1.9,96.4,1.7,40.9,89.0,3.6,7.4,00110
85.0,76.0,XX.0,XXX,XX,03,  Pirganj Upazila,3668,5.7,92.9,1.4,68.6,76.8,18.3,4.9,00110
85.0,76.0,69.0,XXX,XX,03,  Pirganj Union,3094,6.7,91.9,1.5,70.7,73.3,21.6,5.1,00110
85.0,76.0,75.0,XXX,XX,03,  Roypur Union,574,0.3,98.8,0.9,57.0,95.5,0.7,3.8,00110
85.0,92.0,XX.0,XXX,XX,03,  Taraganj Upazila,1854,1.0,98.8,0.2,45.9,84.4,9.4,6.2,00110
85.0,92.0,71.0,XXX,XX,03,  Kursha Union,1854,1.0,98.8,0.2,45.9,84.4,9.4,6.2,00110
49.0,XX.0,XX.0,XXX,XX,03, Kurigram Zila,33683,0.7,97.3,2.0,33.9,92.2,4.1,3.7,00110
49.0,6.0,XX.0,XXX,XX,03,  Bhurungamari Upazila,6588,1.1,97.1,1.8,34.7,88.0,4.5,7.6,00110
49.0,6.0,19.0,XXX,XX,03,  Bhurungamari Union,6588,1.1,97.1,1.8,34.7,88.0,4.5,7.6,00110
49.0,8.0,XX.0,XXX,XX,03,  Char Rajibpur Upazila,3593,0.0,99.5,0.5,28.1,93.1,4.0,2.9,00110
49.0,8.0,19.0,XXX,XX,03,  Char Rajibpur Union,3593,0.0,99.5,0.5,28.1,93.1,4.0,2.9,00110
49.0,9.0,XX.0,XXX,XX,03,  Chilmari Upazila,11201,0.1,97.5,2.4,34.7,95.3,2.2,2.5,00110
49.0,9.0,59.0,XXX,XX,03,  Ramna Union,7183,0.1,97.5,2.4,26.6,97.7,0.3,2.0,00110
49.0,9.0,83.0,XXX,XX,03,  Thanahat Union,4018,0.1,97.3,2.6,49.1,91.0,5.5,3.5,00110
49.0,18.0,XX.0,XXX,XX,03,  Phulbari Sadar Upazila,3164,0.2,99.5,0.3,23.3,93.6,5.3,1.0,00110
49.0,18.0,40.0,XXX,XX,03,  Phulbari Union,3164,0.2,99.5,0.3,23.3,93.6,5.3,1.0,00110
49.0,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,843,12.9,85.5,1.5,78.5,80.9,13.8,5.3,00110
49.0,52.0,17.0,XXX,XX,03,  Belgachha Union,843,12.9,85.5,1.5,78.5,80.9,13.8,5.3,00110
49.0,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,2241,0.6,99.4,0.0,38.5,89.6,6.5,3.8,00110
49.0,77.0,21.0,XXX,XX,03,  Chakirpashar Union,1421,0.8,99.2,0.0,33.3,89.3,6.1,4.6,00110
49.0,77.0,73.0,XXX,XX,03,  Rajarhat Union,820,0.1,99.9,0.0,47.6,90.2,7.3,2.4,00110
49.0,79.0,XX.0,XXX,XX,03,  Raumari Upazila,6053,0.2,95.8,4.0,32.9,92.3,4.6,3.2,00110
49.0,79.0,71.0,XXX,XX,03,  Raumari Union,6053,0.2,95.8,4.0,32.9,92.3,4.6,3.2,00110
32.0,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,21178,2.1,95.9,2.0,56.9,87.3,9.1,3.6,00110
32.0,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,1638,0.2,96.0,3.8,41.8,95.5,3.2,1.3,00110
32.0,21.0,47.0,XXX,XX,03,  Gazaria Union,1638,0.2,96.0,3.8,41.8,95.5,3.2,1.3,00110
32.0,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,6152,1.6,96.0,2.4,52.6,92.1,2.8,5.1,00110
32.0,24.0,14.0,XXX,XX,03,  Ballamjhar Union,1832,0.5,95.3,4.2,58.4,85.4,3.8,10.8,00110
32.0,24.0,21.0,XXX,XX,03,  Boali Union,99,13.1,84.8,2.0,77.8,57.6,36.4,6.1,00110
32.0,24.0,58.0,XXX,XX,03,  Kholahati Union,3871,1.9,96.3,1.8,53.0,95.5,1.7,2.9,00110
32.0,24.0,85.0,XXX,XX,03,  Mollar Char Union,350,0.0,100.0,0.0,11.4,100.0,0.0,0.0,00110
32.0,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,5475,5.2,93.7,1.2,73.3,80.1,16.5,3.4,00110
32.0,67.0,85.0,XXX,XX,03,  Palashbari Union,5475,5.2,93.7,1.2,73.3,80.1,16.5,3.4,00110
32.0,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,3122,0.8,97.1,2.2,49.9,90.1,8.1,1.8,00110
32.0,82.0,13.0,XXX,XX,03,  Banagram Union,2405,1.0,96.4,2.6,55.1,87.8,10.4,1.9,00110
32.0,82.0,60.0,XXX,XX,03,  Jamalpur Union,717,0.0,99.2,0.8,32.6,98.0,0.6,1.4,00110
32.0,88.0,XX.0,XXX,XX,03,  Saghata Upazila,3887,1.1,97.8,1.1,59.4,81.3,14.1,4.6,00110
32.0,88.0,19.0,XXX,XX,03,  Bonar Para Union,2364,1.5,98.1,0.4,74.3,74.1,20.5,5.4,00110
32.0,88.0,85.0,XXX,XX,03,  Saghata Union,1523,0.3,97.5,2.2,36.2,92.5,4.2,3.3,00110
32.0,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,904,0.1,95.4,4.5,28.3,99.1,0.0,0.9,00110
32.0,91.0,31.0,XXX,XX,03,  Dahabanda Union,904,0.1,95.4,4.5,28.3,99.1,0.0,0.9,00110
73.0,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,12619,0.3,97.1,2.6,40.5,87.8,4.2,8.0,00110
73.0,12.0,XX.0,XXX,XX,03,  Dimla Upazila,4405,0.4,96.0,3.7,46.6,88.8,5.5,5.7,00110
73.0,12.0,19.0,XXX,XX,03,  Dimla Union,4405,0.4,96.0,3.7,46.6,88.8,5.5,5.7,00110
73.0,15.0,XX.0,XXX,XX,03,  Domar Upazila,5209,0.2,97.0,2.8,32.6,87.5,0.8,11.7,00110
73.0,15.0,19.0,XXX,XX,03,  Bhogdabari Union,1982,0.2,95.0,4.9,21.9,74.4,1.6,24.0,00110
73.0,15.0,28.0,XXX,XX,03,  Boragari Union,1265,0.3,98.1,1.6,48.3,98.6,0.5,0.9,00110
73.0,15.0,38.0,XXX,XX,03,  Domar Union,1962,0.3,98.3,1.5,33.2,93.6,0.1,6.3,00110
73.0,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,2330,0.6,98.8,0.6,42.2,84.7,10.6,4.7,00110
73.0,45.0,51.0,XXX,XX,03,  Kishoreganj Union,2330,0.6,98.8,0.6,42.2,84.7,10.6,4.7,00110
73.0,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,675,0.0,99.4,0.6,56.1,95.3,0.0,4.7,00110
73.0,85.0,23.0,XXX,XX,03,  Bangalipur Union,675,0.0,99.4,0.6,56.1,95.3,0.0,4.7,00110
94.0,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,8298,0.8,97.8,1.4,44.1,88.9,4.6,6.4,00110
94.0,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,3716,1.0,97.2,1.8,36.0,94.2,5.0,0.8,00110
94.0,8.0,21.0,XXX,XX,03,  Barabari Union,1976,1.2,98.0,0.8,34.7,93.0,6.4,0.7,00110
94.0,8.0,73.0,XXX,XX,03,  Duosuo Union,1740,0.7,96.3,3.0,37.5,95.6,3.5,0.9,00110
94.0,51.0,XX.0,XXX,XX,03,  Haripur Upazila,1671,0.2,98.8,1.0,42.1,79.1,7.7,13.3,00110
94.0,51.0,81.0,XXX,XX,03,  Haripur Union,1671,0.2,98.8,1.0,42.1,79.1,7.7,13.3,00110
94.0,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,2911,0.9,98.1,1.0,55.7,87.8,2.4,9.8,00110
94.0,94.0,52.0,XXX,XX,03,  Jamalpur Union,1958,0.9,98.0,1.1,52.8,93.7,2.3,4.0,00110
94.0,94.0,58.0,XXX,XX,03,  Mohammadpur Union,288,0.3,99.3,0.3,46.9,89.6,0.3,10.1,00110
94.0,94.0,68.0,XXX,XX,03,  Rahimanpur Union,665,1.2,98.0,0.8,68.1,69.8,3.6,26.6,00110
27.0,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,14088,2.7,95.6,1.7,55.4,84.1,9.5,6.3,00110
27.0,10.0,XX.0,XXX,XX,03,  Birampur Upazila,561,1.4,97.7,0.9,64.7,87.7,0.4,11.9,00110
27.0,10.0,71.0,XXX,XX,03,  Khanpur Union,191,0.0,100.0,0.0,74.9,99.5,0.0,0.5,00110
27.0,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,370,2.2,96.5,1.4,59.5,81.6,0.5,17.8,00110
27.0,17.0,XX.0,XXX,XX,03,  Biral Upazila,2137,1.6,95.2,3.2,64.2,73.3,10.8,16.0,00110
27.0,17.0,28.0,XXX,XX,03,  Biral Union,2137,1.6,95.2,3.2,64.2,73.3,10.8,16.0,00110
27.0,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,1878,4.9,93.0,2.1,60.1,74.9,16.4,8.7,00110
27.0,30.0,13.0,XXX,XX,03,  Abdulpur Union,1878,4.9,93.0,2.1,60.1,74.9,16.4,8.7,00110
27.0,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,208,1.9,97.1,1.0,34.1,83.7,2.9,13.5,00110
27.0,43.0,38.0,XXX,XX,03,  Ghoraghat Union,208,1.9,97.1,1.0,34.1,83.7,2.9,13.5,00110
27.0,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,1715,0.9,98.5,0.6,47.2,85.8,10.3,3.8,00110
27.0,56.0,31.0,XXX,XX,03,  Mukundapur Union,1715,0.9,98.5,0.6,47.2,85.8,10.3,3.8,00110
27.0,60.0,XX.0,XXX,XX,03,  Khansama Upazila,2111,0.2,98.2,1.6,31.8,91.6,3.4,5.0,00110
27.0,60.0,15.0,XXX,XX,03,  Alokjhari Union,2111,0.2,98.2,1.6,31.8,91.6,3.4,5.0,00110
27.0,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,1102,5.2,93.6,1.3,64.8,80.1,14.1,5.8,00110
27.0,64.0,69.0,XXX,XX,03,  Shashara Union,600,0.2,99.8,0.0,54.7,96.5,1.0,2.5,00110
27.0,64.0,77.0,XXX,XX,03,  Sekhpura Union,502,11.2,86.1,2.8,76.9,60.6,29.7,9.8,00110
27.0,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,1750,3.0,95.4,1.5,59.4,84.3,13.7,2.0,00110
27.0,69.0,17.0,XXX,XX,03,  Binodnagar Union,1099,4.1,93.6,2.3,57.1,84.4,12.8,2.7,00110
27.0,69.0,43.0,XXX,XX,03,  Golapganj Union,651,1.2,98.5,0.3,63.3,84.0,15.2,0.8,00110
27.0,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,2626,4.2,94.3,1.5,62.1,93.4,5.9,0.7,00110
27.0,77.0,86.0,XXX,XX,03,  Rampur Union,2626,4.2,94.3,1.5,62.1,93.4,5.9,0.7,00110
10.0,XX.0,XX.0,XXX,XX,03, Bogra Zila,11170,7.5,90.3,2.1,61.3,83.9,10.4,5.7,00110
10.0,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,2258,10.6,86.8,2.6,81.3,78.4,15.7,5.8,00110
10.0,6.0,13.0,XXX,XX,03,  Adam Dighi Union,2258,10.6,86.8,2.6,81.3,78.4,15.7,5.8,00110
10.0,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,2130,0.2,95.2,4.6,15.0,98.6,0.6,0.8,00110
10.0,27.0,38.0,XXX,XX,03,  Dhunat Union,2130,0.2,95.2,4.6,15.0,98.6,0.6,0.8,00110
10.0,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,6782,8.8,90.0,1.2,69.2,81.0,11.8,7.2,00110
10.0,88.0,28.0,XXX,XX,03,  Garidaha Union,2413,9.0,89.3,1.7,60.5,86.0,10.9,3.1,00110
10.0,88.0,57.0,XXX,XX,03,  Kusumbi Union,420,4.8,94.5,0.7,85.0,79.8,17.1,3.1,00110
10.0,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,3949,9.1,89.9,1.0,72.9,78.1,11.7,10.2,00110
88.0,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,14796,2.7,95.7,1.6,52.5,90.1,5.9,3.9,00110
88.0,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,5456,3.2,95.3,1.5,42.2,87.7,5.8,6.6,00110
88.0,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,4205,0.3,98.2,1.5,28.3,89.2,3.7,7.1,00110
88.0,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,1251,12.8,85.8,1.4,89.3,82.5,12.8,4.7,00110
88.0,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,2358,2.0,97.7,0.3,76.2,86.6,10.2,3.2,00110
88.0,44.0,38.0,XXX,XX,03,  Jamtail Union,2358,2.0,97.7,0.3,76.2,86.6,10.2,3.2,00110
88.0,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,946,0.7,98.2,1.1,8.9,90.2,5.7,4.1,00110
88.0,50.0,25.0,XXX,XX,03,  Gandail Union,180,0.0,99.4,0.6,42.2,53.9,27.2,18.9,00110
88.0,50.0,77.0,XXX,XX,03,  Sonamukhi Union,766,0.9,97.9,1.2,1.0,98.7,0.7,0.7,00110
88.0,61.0,XX.0,XXX,XX,03,  Royganj Upazila,447,0.4,94.9,4.7,67.1,95.7,2.2,2.0,00110
88.0,61.0,38.0,XXX,XX,03,  Dhangara Union,447,0.4,94.9,4.7,67.1,95.7,2.2,2.0,00110
88.0,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,1636,0.0,97.7,2.3,19.7,98.7,0.2,1.1,00110
88.0,67.0,14.0,XXX,XX,03,  Gala Union,1636,0.0,97.7,2.3,19.7,98.7,0.2,1.1,00110
88.0,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,1885,0.0,98.8,1.2,68.3,97.3,0.3,2.4,00110
88.0,78.0,16.0,XXX,XX,03,  Baghbati Union,1885,0.0,98.8,1.2,68.3,97.3,0.3,2.4,00110
88.0,89.0,XX.0,XXX,XX,03,  Tarash Upazila,2068,8.2,88.8,2.9,81.0,86.2,12.0,1.8,00110
88.0,89.0,84.0,XXX,XX,03,  Tarash Union,2068,8.2,88.8,2.9,81.0,86.2,12.0,1.8,00110
81.0,XX.0,XX.0,XXX,XX,03, Rajshahi Zila,5990,10.0,86.7,3.3,69.1,91.9,6.4,1.7,00110
81.0,12.0,XX.0,XXX,XX,03,  Baghmara Upazila,585,1.9,98.1,0.0,67.4,95.9,2.9,1.2,00110
81.0,12.0,50.0,XXX,XX,03,  Ganipur Union,585,1.9,98.1,0.0,67.4,95.9,2.9,1.2,00110
81.0,31.0,XX.0,XXX,XX,03,  Durgapur Upazila,344,2.0,96.2,1.7,68.6,99.4,0.0,0.6,00110
81.0,31.0,11.0,XXX,XX,03,  Deluabari Union,344,2.0,96.2,1.7,68.6,99.4,0.0,0.6,00110
81.0,34.0,XX.0,XXX,XX,03,  Godagari Upazila,1102,5.1,94.4,0.5,52.9,95.7,2.8,1.5,00110
81.0,34.0,57.0,XXX,XX,03,  Matikata Union,1102,5.1,94.4,0.5,52.9,95.7,2.8,1.5,00110
81.0,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,2642,18.5,75.8,5.7,81.8,89.2,8.9,1.9,00110
81.0,53.0,13.0,XXX,XX,03,  Bakshimail Union,2419,20.2,73.7,6.1,81.4,88.2,9.7,2.1,00110
81.0,53.0,81.0,XXX,XX,03,  Royghati Union,223,0.0,98.7,1.3,85.7,100.0,0.0,0.0,00110
81.0,82.0,XX.0,XXX,XX,03,  Puthia Upazila,1317,2.7,94.6,2.7,58.2,90.4,7.5,2.1,00110
81.0,82.0,13.0,XXX,XX,03,  Baneshwar Union,697,5.0,92.3,2.7,86.8,84.2,14.2,1.6,00110
81.0,82.0,81.0,XXX,XX,03,  Silmaria Union,620,0.2,97.3,2.6,26.0,97.3,0.0,2.7,00110
64.0,XX.0,XX.0,XXX,XX,03, Naogaon Zila,20843,16.9,75.4,7.6,67.2,78.9,17.4,3.7,00110
64.0,3.0,XX.0,XXX,XX,03,  Atrai Upazila,2912,2.6,93.2,4.2,77.1,81.7,15.6,2.7,00110
64.0,3.0,10.0,XXX,XX,03,  Ahsanganj Union,558,6.5,78.5,15.1,83.0,89.4,6.5,4.1,00110
64.0,3.0,21.0,XXX,XX,03,  Bhopara Union,942,3.4,93.4,3.2,69.4,88.0,9.1,2.9,00110
64.0,3.0,73.0,XXX,XX,03,  Panchupur Union,1412,0.5,98.9,0.6,79.9,74.4,23.5,2.1,00110
64.0,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,1693,5.7,93.9,0.4,71.6,77.5,19.1,3.4,00110
64.0,6.0,21.0,XXX,XX,03,  Badalgachhi Union,1693,5.7,93.9,0.4,71.6,77.5,19.1,3.4,00110
64.0,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,680,0.0,100.0,0.0,40.4,92.5,6.0,1.5,00110
64.0,28.0,63.0,XXX,XX,03,  Jahanpur Union,680,0.0,100.0,0.0,40.4,92.5,6.0,1.5,00110
64.0,47.0,XX.0,XXX,XX,03,  Manda Upazila,3221,5.7,93.3,1.0,64.6,86.8,10.7,2.5,00110
64.0,47.0,54.0,XXX,XX,03,  Kusumba Union,1798,7.3,92.7,0.1,57.3,88.3,10.3,1.4,00110
64.0,47.0,67.0,XXX,XX,03,  Manda Union,1108,4.7,92.5,2.8,73.2,85.8,11.1,3.1,00110
64.0,47.0,88.0,XXX,XX,03,  Prasadpur Union,315,0.3,99.7,0.0,75.6,81.3,12.1,6.7,00110
64.0,50.0,XX.0,XXX,XX,03,  Mahadebpur Upazila,3771,20.1,77.6,2.3,79.9,65.8,27.9,6.3,00110
64.0,50.0,57.0,XXX,XX,03,  Khajur Union,491,2.6,96.9,0.4,63.3,69.0,29.5,1.4,00110
64.0,50.0,66.0,XXX,XX,03,  Mahadebpur Union,3280,22.7,74.7,2.6,82.4,65.3,27.7,7.0,00110
64.0,69.0,XX.0,XXX,XX,03,  Niamatpur Upazila,1467,42.1,57.0,1.0,83.6,65.8,28.1,6.1,00110
64.0,69.0,52.0,XXX,XX,03,  Niamatpur Union,1467,42.1,57.0,1.0,83.6,65.8,28.1,6.1,00110
64.0,79.0,XX.0,XXX,XX,03,  Porsha Upazila,2517,33.7,65.4,1.0,35.4,94.7,4.3,1.0,00110
64.0,79.0,55.0,XXX,XX,03,  Nithpur Union,2517,33.7,65.4,1.0,35.4,94.7,4.3,1.0,00110
64.0,85.0,XX.0,XXX,XX,03,  Raninagar Upazila,1726,3.5,91.3,5.2,72.7,83.8,14.1,2.1,00110
64.0,85.0,84.0,XXX,XX,03,  Raninagar Union,1726,3.5,91.3,5.2,72.7,83.8,14.1,2.1,00110
64.0,86.0,XX.0,XXX,XX,03,  Sapahar Upazila,2856,31.0,26.4,42.6,63.6,71.9,22.3,5.8,00110
64.0,86.0,71.0,XXX,XX,03,  Sapahar Union,2632,33.3,23.9,42.8,65.8,69.6,24.1,6.3,00110
64.0,86.0,79.0,XXX,XX,03,  Shiranti Union,224,4.0,55.8,40.2,37.5,98.7,0.9,0.4,00110
70.0,XX.0,XX.0,XXX,XX,03, Chapai Nawabganj Zila,10232,3.3,93.1,3.6,52.8,84.7,4.2,11.1,00110
70.0,18.0,XX.0,XXX,XX,03,  Bholahat Upazila,3268,2.3,91.1,6.6,60.7,84.0,5.7,10.3,00110
70.0,18.0,18.0,XXX,XX,03,  Bholahat Union,3268,2.3,91.1,6.6,60.7,84.0,5.7,10.3,00110
70.0,37.0,XX.0,XXX,XX,03,  Gomastapur Upazila,5382,4.8,92.8,2.3,42.0,84.4,1.8,13.7,00110
70.0,37.0,42.0,XXX,XX,03,  Chowdala Union,2709,0.4,97.2,2.4,39.9,79.8,0.8,19.4,00110
70.0,37.0,52.0,XXX,XX,03,  Gomastapur Union,2673,9.4,88.4,2.2,44.1,89.1,2.9,8.0,00110
70.0,88.0,XX.0,XXX,XX,03,  Shibganj Upazila,1582,0.1,97.9,2.1,73.1,87.0,9.4,3.6,00110
70.0,88.0,41.0,XXX,XX,03,  Kansat Union,1582,0.1,97.9,2.1,73.1,87.0,9.4,3.6,00110
38.0,XX.0,XX.0,XXX,XX,03, Joypurhat Zila,3141,0.4,98.4,1.1,73.7,81.4,6.3,12.3,00110
38.0,61.0,XX.0,XXX,XX,03,  Khetlal Upazila,3141,0.4,98.4,1.1,73.7,81.4,6.3,12.3,00110
38.0,61.0,47.0,XXX,XX,03,  Khetlal Union,3141,0.4,98.4,1.1,73.7,81.4,6.3,12.3,00110
13.0,XX.0,XX.0,XXX,XX,03, Chandpur Zila,5651,0.9,95.2,3.9,73.6,95.4,3.2,1.4,00110
13.0,22.0,XX.0,XXX,XX,03,  Chandpur Sadar Upazila,2491,2.0,91.5,6.4,83.7,94.2,3.8,2.0,00110
13.0,22.0,94.0,XXX,XX,03,  Tarpur Chandi Union,2491,2.0,91.5,6.4,83.7,94.2,3.8,2.0,00110
13.0,47.0,XX.0,XXX,XX,03,  Haim Char Upazila,2066,0.0,97.0,3.0,57.2,95.0,3.9,1.1,00110
13.0,47.0,23.0,XXX,XX,03,  Dakshin Algi Durgapur Union,2066,0.0,97.0,3.0,57.2,95.0,3.9,1.1,00110
13.0,49.0,XX.0,XXX,XX,03,  Hajiganj Upazila,1094,0.1,99.9,0.0,81.4,98.8,0.6,0.5,00110
13.0,49.0,35.0,XXX,XX,03,  Hajiganj Union,1094,0.1,99.9,0.0,81.4,98.8,0.6,0.5,00110
3.0,XX.0,XX.0,XXX,XX,03, Bandarban Zila,7847,11.5,47.6,40.9,29.0,77.6,13.7,8.6,00110
3.0,4.0,XX.0,XXX,XX,03,  Alikadam Upazila,2822,0.9,64.3,34.8,31.9,74.2,19.8,6.1,00110
3.0,4.0,31.0,XXX,XX,03,  Alikadam Union,2822,0.9,64.3,34.8,31.9,74.2,19.8,6.1,00110
3.0,73.0,XX.0,XXX,XX,03,  Naikhongchhari Upazila,3500,0.7,53.2,46.1,26.4,77.1,9.3,13.5,00110
3.0,73.0,76.0,XXX,XX,03,  Naikhongchhari Union,3500,0.7,53.2,46.1,26.4,77.1,9.3,13.5,00110
3.0,89.0,XX.0,XXX,XX,03,  Rowangchhari Upazila,1173,56.4,4.6,39.0,36.9,81.2,16.3,2.6,00110
3.0,89.0,57.0,XXX,XX,03,  Rowangchhari Union,1173,56.4,4.6,39.0,36.9,81.2,16.3,2.6,00110
3.0,95.0,XX.0,XXX,XX,03,  Thanchi Upazila,352,54.0,1.1,44.9,5.7,99.1,0.3,0.6,00110
3.0,95.0,57.0,XXX,XX,03,  Thanchi Union,352,54.0,1.1,44.9,5.7,99.1,0.3,0.6,00110
19.0,XX.0,XX.0,XXX,XX,03, Comilla Zila,26343,16.1,79.8,4.0,86.5,75.4,22.3,2.3,00110
