ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
67.0,58.0,25.0,XXX,XX,XX,Baktaballi Union Total,10551,1.3,97.0,1.6,78.0,69.9,7.9,22.2,00111
67.0,58.0,31.0,XXX,XX,XX,Enayetnagar Union Total,22783,21.4,76.6,2.1,98.5,22.1,76.2,1.6,00111
67.0,58.0,37.0,XXX,XX,XX,Fatullah Union Total,48951,21.5,76.8,1.7,98.5,16.5,81.7,1.8,00111
67.0,58.0,47.0,XXX,XX,XX,Gognagar Union Total,6214,8.1,91.3,0.6,99.4,54.7,44.3,0.9,00111
67.0,58.0,63.0,XXX,XX,XX,Kashipur Union Total,27613,5.0,93.1,1.9,92.2,28.3,71.1,0.7,00111
67.0,58.0,79.0,XXX,XX,XX,Kutubpur Union Total,61850,18.4,80.2,1.5,98.1,27.7,70.1,2.2,00111
67.0,68.0,XX.0,XXX,XX,XX,Rupganj Upazila Total,119002,1.8,94.7,3.5,93.1,64.3,32.8,3.0,00111
67.0,68.0,1.0,XXX,XX,XX,Ward No-01 (Kanchan) Total,1010,0.0,93.6,6.4,80.4,97.6,0.8,1.6,00111
67.0,68.0,2.0,XXX,XX,XX,Ward No-02 Total,1319,2.4,83.5,14.0,89.7,93.7,3.0,3.3,00111
67.0,68.0,3.0,XXX,XX,XX,Ward No-03 Total,796,10.1,86.6,3.4,97.1,82.8,13.4,3.8,00111
67.0,68.0,4.0,XXX,XX,XX,Ward No-04 Total,1439,1.7,95.5,2.8,94.4,98.6,0.3,1.0,00111
67.0,68.0,5.0,XXX,XX,XX,Ward No-05 Total,1399,0.8,94.4,4.9,95.4,91.1,7.8,1.1,00111
67.0,68.0,6.0,XXX,XX,XX,Ward No-06 Total,1676,6.1,93.0,0.9,98.6,55.4,39.2,5.4,00111
67.0,68.0,7.0,XXX,XX,XX,Ward No-07 Total,1228,3.1,96.3,0.6,96.3,83.6,10.2,6.3,00111
67.0,68.0,8.0,XXX,XX,XX,Ward No-08 Total,830,2.2,86.3,11.6,88.1,98.8,0.0,1.2,00111
67.0,68.0,9.0,XXX,XX,XX,Ward No-09 Total,950,0.5,96.7,2.7,89.9,84.6,13.2,2.2,00111
67.0,68.0,11.0,XXX,XX,XX,Ward No-01 (Tarabo) Total,1817,0.2,91.5,8.3,96.4,84.6,14.4,1.0,00111
67.0,68.0,12.0,XXX,XX,XX,Ward No-02 Total,827,0.0,99.3,0.7,91.3,79.1,18.7,2.2,00111
67.0,68.0,13.0,XXX,XX,XX,Ward No-03 Total,2806,2.2,95.5,2.3,88.4,50.2,41.5,8.3,00111
67.0,68.0,14.0,XXX,XX,XX,Ward No-04 Total,3746,0.2,98.9,0.9,98.6,31.6,66.1,2.4,00111
67.0,68.0,15.0,XXX,XX,XX,Ward No-05 Total,4282,0.1,96.7,3.3,99.1,33.9,64.1,2.0,00111
67.0,68.0,16.0,XXX,XX,XX,Ward No-06 Total,5089,0.7,98.5,0.7,96.1,23.2,70.0,6.8,00111
67.0,68.0,17.0,XXX,XX,XX,Ward No-07 Total,3097,0.0,98.1,1.9,99.6,30.7,66.1,3.2,00111
67.0,68.0,18.0,XXX,XX,XX,Ward No-08 Total,4904,2.7,96.8,0.6,99.5,20.1,75.9,4.0,00111
67.0,68.0,19.0,XXX,XX,XX,Ward No-09 Total,10418,3.0,95.6,1.3,99.2,20.2,75.6,4.1,00111
67.0,68.0,22.0,XXX,XX,XX,Bholaba Union Total,6994,0.4,98.2,1.3,86.1,97.8,1.1,1.1,00111
67.0,68.0,25.0,XXX,XX,XX,Bulta Union Total,11558,2.4,94.5,3.1,96.5,60.3,37.0,2.6,00111
67.0,68.0,31.0,XXX,XX,XX,Daudpur Union Total,8503,0.9,97.8,1.3,79.8,97.3,1.3,1.3,00111
67.0,68.0,39.0,XXX,XX,XX,Golakandail Union Total,12370,2.1,96.5,1.3,94.9,49.6,46.6,3.8,00111
67.0,68.0,55.0,XXX,XX,XX,Kayet Para Union Total,14451,3.9,87.4,8.6,90.4,86.3,12.1,1.6,00111
67.0,68.0,63.0,XXX,XX,XX,Mura Para Union Total,7310,0.4,92.7,6.9,95.7,77.5,19.8,2.7,00111
67.0,68.0,79.0,XXX,XX,XX,Rupganj Union Total,10183,0.2,94.4,5.4,88.8,93.3,3.8,2.9,00111
33.0,XX.0,XX.0,XXX,XX,XX,Gazipur Zila Total,809761,36.6,60.9,2.5,84.0,51.5,46.4,2.1,00111
33.0,30.0,XX.0,XXX,XX,XX,Gazipur Sadar Upazila Total,436377,59.5,38.9,1.6,94.7,30.6,67.6,1.8,00111
33.0,30.0,1.0,XXX,XX,XX,Ward No-01 Total,3493,45.3,54.4,0.3,98.2,39.4,58.0,2.6,00111
33.0,30.0,2.0,XXX,XX,XX,Ward No-02 Total,1366,10.7,83.5,5.9,90.1,87.0,9.1,3.9,00111
33.0,30.0,3.0,XXX,XX,XX,Ward No-03 Total,10129,55.2,43.9,0.9,98.1,22.2,76.6,1.2,00111
33.0,30.0,4.0,XXX,XX,XX,Ward No-04 Total,8369,77.2,21.0,1.7,97.5,23.5,75.0,1.4,00111
33.0,30.0,5.0,XXX,XX,XX,Ward No-05 Total,3473,25.5,70.8,3.7,96.1,47.0,49.5,3.4,00111
33.0,30.0,6.0,XXX,XX,XX,Ward No-06 Total,1984,10.8,83.8,5.3,89.7,79.4,15.7,4.9,00111
33.0,30.0,7.0,XXX,XX,XX,Ward No-07 Total,8268,75.5,24.1,0.3,99.1,10.4,89.0,0.6,00111
33.0,30.0,8.0,XXX,XX,XX,Ward No-08 Total,2742,19.7,76.8,3.5,92.6,66.8,30.5,2.7,00111
33.0,30.0,9.0,XXX,XX,XX,Ward No-09 Total,3257,30.6,63.3,6.0,87.3,87.1,10.2,2.7,00111
33.0,30.0,11.0,XXX,XX,XX,Ward No-01 Total,3772,71.4,24.0,4.6,96.0,45.7,51.6,2.6,00111
33.0,30.0,12.0,XXX,XX,XX,Ward No-02 Total,6173,83.6,14.4,2.0,99.0,24.9,74.1,1.0,00111
33.0,30.0,13.0,XXX,XX,XX,Ward No-03 Total,15691,87.0,12.3,0.7,98.9,12.0,87.0,0.9,00111
33.0,30.0,14.0,XXX,XX,XX,Ward No-04 Total,4323,95.0,4.5,0.5,90.3,14.3,82.3,3.4,00111
33.0,30.0,15.0,XXX,XX,XX,Ward No-05 Total,5475,79.4,18.9,1.6,95.8,10.7,75.2,14.1,00111
33.0,30.0,16.0,XXX,XX,XX,Ward No-06 Total,8353,90.4,9.5,0.1,99.8,15.1,83.5,1.4,00111
33.0,30.0,17.0,XXX,XX,XX,Ward No-07 Total,13475,89.9,7.5,2.6,99.1,9.7,89.8,0.5,00111
33.0,30.0,18.0,XXX,XX,XX,Ward No-08 Total,21008,86.2,13.5,0.3,99.0,11.4,86.8,1.8,00111
33.0,30.0,19.0,XXX,XX,XX,Ward No-09 Total,8099,67.2,30.3,2.5,99.1,17.2,82.0,0.8,00111
33.0,30.0,20.0,XXX,XX,XX,Ward No-10 Total,2957,43.6,55.9,0.5,98.1,11.3,79.0,9.7,00111
33.0,30.0,21.0,XXX,XX,XX,Ward No-11 Total,18962,82.1,17.1,0.8,99.3,17.3,81.8,0.9,00111
33.0,30.0,22.0,XXX,XX,XX,Ward No-12 Total,8099,47.9,50.5,1.6,99.5,65.8,33.6,0.7,00111
33.0,30.0,23.0,XXX,XX,XX,Basan Union Total,30866,61.7,36.8,1.5,96.8,29.2,68.9,1.9,00111
33.0,30.0,25.0,XXX,XX,XX,Baria Union Total,8197,3.4,92.9,3.7,65.6,95.0,2.3,2.7,00111
33.0,30.0,31.0,XXX,XX,XX,Gachha Union Total,67461,71.3,27.9,0.8,97.3,18.7,80.7,0.6,00111
33.0,30.0,47.0,XXX,XX,XX,Kashimpur Union Total,31322,62.4,36.6,1.0,93.1,30.8,67.7,1.4,00111
33.0,30.0,54.0,XXX,XX,XX,Kayaltia Union Total,27821,10.3,86.6,3.1,91.6,55.8,41.6,2.6,00111
33.0,30.0,60.0,XXX,XX,XX,Konabari Union Total,43287,76.6,22.9,0.4,97.6,16.9,81.7,1.3,00111
33.0,30.0,67.0,XXX,XX,XX,Mirzapur Union Total,41858,27.6,71.0,1.4,88.7,42.1,55.7,2.1,00111
33.0,30.0,81.0,XXX,XX,XX,Pubail Union Total,18266,24.3,68.8,6.9,80.8,79.6,17.2,3.2,00111
33.0,30.0,98.0,XXX,XX,XX,Gazipur Cant. Total,7831,52.6,46.0,1.4,96.8,29.5,68.8,1.7,00111
33.0,32.0,XX.0,XXX,XX,XX,Kaliakair Upazila Total,114877,19.8,76.8,3.4,84.5,53.0,44.1,2.9,00111
33.0,32.0,1.0,XXX,XX,XX,Ward No-01 Total,1970,22.6,77.2,0.3,92.9,38.5,60.4,1.1,00111
33.0,32.0,2.0,XXX,XX,XX,Ward No-02 Total,1269,22.8,75.9,1.3,95.0,46.5,52.4,1.1,00111
33.0,32.0,3.0,XXX,XX,XX,Ward No-03 Total,1629,15.4,82.7,1.9,93.0,48.4,50.8,0.8,00111
33.0,32.0,4.0,XXX,XX,XX,Ward No-04 Total,373,2.9,71.3,25.7,30.6,23.3,18.2,58.4,00111
33.0,32.0,5.0,XXX,XX,XX,Ward No-05 Total,1910,34.7,65.1,0.3,97.3,19.2,79.1,1.8,00111
33.0,32.0,6.0,XXX,XX,XX,Ward No-06 Total,1127,3.9,94.0,2.1,66.7,31.0,52.0,17.0,00111
33.0,32.0,7.0,XXX,XX,XX,Ward No-07 Total,16996,27.8,71.9,0.3,95.8,7.7,91.5,0.8,00111
33.0,32.0,8.0,XXX,XX,XX,Ward No-08 Total,7906,36.9,62.7,0.3,95.9,9.5,90.3,0.2,00111
33.0,32.0,9.0,XXX,XX,XX,Ward No-09 Total,7721,51.9,47.9,0.3,96.5,10.1,88.9,1.0,00111
33.0,32.0,13.0,XXX,XX,XX,Atabaha Union Total,7741,9.5,86.0,4.5,95.2,70.3,29.2,0.5,00111
33.0,32.0,19.0,XXX,XX,XX,Boali Union Total,5921,2.3,89.2,8.5,64.0,95.1,0.2,4.6,00111
33.0,32.0,28.0,XXX,XX,XX,Chapair Union Total,6162,1.9,93.2,5.0,76.8,97.5,1.3,1.2,00111
33.0,32.0,38.0,XXX,XX,XX,Dhaljora Union Total,4937,1.4,96.8,1.8,88.7,99.3,0.2,0.5,00111
33.0,32.0,47.0,XXX,XX,XX,Fulbaria Union Total,9742,1.1,90.3,8.6,39.9,86.4,0.7,13.0,00111
33.0,32.0,57.0,XXX,XX,XX,Madhyapara Union Total,7258,8.0,81.3,10.7,73.7,92.3,3.1,4.6,00111
33.0,32.0,66.0,XXX,XX,XX,Mouchak Union Total,22247,32.1,65.8,2.1,89.2,41.8,56.4,1.8,00111
33.0,32.0,76.0,XXX,XX,XX,Sreefaltali Union Total,4576,2.5,93.1,4.4,89.3,87.9,9.2,3.0,00111
33.0,32.0,85.0,XXX,XX,XX,Sutrapur Union Total,5392,6.8,91.9,1.3,92.7,86.0,11.9,2.1,00111
33.0,34.0,XX.0,XXX,XX,XX,Kaliganj Upazila Total,57541,3.4,92.5,4.1,78.2,95.2,3.0,1.7,00111
33.0,34.0,1.0,XXX,XX,XX,Ward No-01 Total,848,5.2,90.9,3.9,91.6,96.9,2.6,0.5,00111
33.0,34.0,2.0,XXX,XX,XX,Ward No-02 Total,520,7.1,91.2,1.7,95.4,90.2,9.4,0.4,00111
33.0,34.0,3.0,XXX,XX,XX,Ward No-03 Total,952,6.6,92.5,0.8,95.7,74.4,6.0,19.6,00111
33.0,34.0,4.0,XXX,XX,XX,Ward No-04 Total,1244,11.6,85.9,2.6,96.5,72.9,25.4,1.7,00111
33.0,34.0,5.0,XXX,XX,XX,Ward No-05 Total,1434,5.0,94.1,0.8,96.1,80.5,17.2,2.3,00111
33.0,34.0,6.0,XXX,XX,XX,Ward No-06 Total,1095,5.6,89.5,4.9,84.8,98.3,0.6,1.1,00111
33.0,34.0,7.0,XXX,XX,XX,Ward No-07 Total,1202,0.8,91.3,7.8,89.4,95.9,3.1,1.0,00111
33.0,34.0,8.0,XXX,XX,XX,Ward No-08 Total,1186,2.7,92.2,5.1,88.4,83.6,14.1,2.3,00111
33.0,34.0,9.0,XXX,XX,XX,Ward No-09 Total,1102,2.5,95.1,2.4,86.6,95.6,3.7,0.7,00111
33.0,34.0,15.0,XXX,XX,XX,Bahadursadi Union Total,4818,1.0,95.2,3.8,84.0,95.4,3.5,1.1,00111
33.0,34.0,17.0,XXX,XX,XX,Baktarpur Union Total,6657,1.1,96.8,2.2,80.0,98.1,0.4,1.5,00111
33.0,34.0,60.0,XXX,XX,XX,Jamalpur Union Total,7312,2.0,94.9,3.1,76.2,95.6,2.6,1.7,00111
33.0,34.0,69.0,XXX,XX,XX,Jangalia Union Total,6107,1.8,93.0,5.2,81.8,98.1,1.0,0.9,00111
33.0,34.0,94.0,XXX,XX,XX,Moktarpur Union Total,8670,1.8,89.3,8.8,58.1,97.8,0.3,1.9,00111
33.0,34.0,96.0,XXX,XX,XX,Nagari Union Total,7642,9.6,88.4,2.0,72.2,94.9,3.5,1.6,00111
33.0,34.0,97.0,XXX,XX,XX,Tumulia Union Total,6752,3.2,93.2,3.6,85.0,98.2,0.8,1.0,00111
33.0,36.0,XX.0,XXX,XX,XX,Kapasia Upazila Total,79615,2.4,93.4,4.2,50.0,95.4,3.0,1.6,00111
33.0,36.0,13.0,XXX,XX,XX,Barishaba Union Total,9239,0.1,95.2,4.7,25.1,97.9,0.6,1.5,00111
33.0,36.0,17.0,XXX,XX,XX,Chandpur Union Total,6030,1.5,94.4,4.0,52.1,97.7,0.7,1.5,00111
33.0,36.0,25.0,XXX,XX,XX,Durgapur Union Total,7706,1.8,94.7,3.6,79.4,98.4,0.9,0.7,00111
33.0,36.0,34.0,XXX,XX,XX,Ghagotia Union Total,5670,0.8,93.2,6.1,50.3,97.3,1.4,1.3,00111
33.0,36.0,43.0,XXX,XX,XX,Kapasia Union Total,10023,10.6,87.6,1.8,79.3,80.5,16.5,3.0,00111
33.0,36.0,51.0,XXX,XX,XX,Karihata Union Total,5256,2.1,92.7,5.2,48.0,98.5,0.5,1.0,00111
33.0,36.0,60.0,XXX,XX,XX,Rayed Union Total,5961,0.8,96.7,2.6,39.9,96.3,1.7,2.0,00111
33.0,36.0,69.0,XXX,XX,XX,Sanmania Union Total,7046,0.4,97.6,2.0,48.4,98.4,0.7,1.0,00111
33.0,36.0,77.0,XXX,XX,XX,Singasree Union Total,5888,0.1,95.7,4.2,33.9,96.9,0.7,2.4,00111
33.0,36.0,86.0,XXX,XX,XX,Targaon Union Total,7178,4.7,91.3,4.0,60.7,95.2,2.3,2.5,00111
33.0,36.0,94.0,XXX,XX,XX,Toke Union Total,9618,0.3,92.1,7.6,28.6,98.3,0.8,0.9,00111
33.0,86.0,XX.0,XXX,XX,XX,Sreepur Upazila Total,121351,8.6,88.4,2.9,69.7,76.0,21.2,2.8,00111
33.0,86.0,1.0,XXX,XX,XX,Ward No-01 Total,2127,1.6,95.3,3.0,87.2,75.0,22.7,2.3,00111
33.0,86.0,2.0,XXX,XX,XX,Ward No-02 Total,1991,7.5,91.5,1.0,91.0,57.5,40.7,1.8,00111
33.0,86.0,3.0,XXX,XX,XX,Ward No-03 Total,1472,0.4,88.5,11.1,64.7,97.5,1.8,0.7,00111
33.0,86.0,4.0,XXX,XX,XX,Ward No-04 Total,2707,1.0,96.5,2.5,86.2,61.9,36.2,1.8,00111
33.0,86.0,5.0,XXX,XX,XX,Ward No-05 Total,5350,11.3,88.4,0.3,96.4,19.9,77.9,2.1,00111
33.0,86.0,6.0,XXX,XX,XX,Ward No-06 Total,2968,9.9,82.5,7.5,64.9,68.6,22.2,9.2,00111
33.0,86.0,7.0,XXX,XX,XX,Ward No-07 Total,7927,34.6,64.8,0.6,95.2,26.7,71.2,2.1,00111
33.0,86.0,8.0,XXX,XX,XX,Ward No-08 Total,4570,30.9,68.2,0.9,94.1,33.7,62.5,3.8,00111
33.0,86.0,9.0,XXX,XX,XX,Ward No-09 Total,1401,13.8,82.8,3.4,43.7,78.8,14.5,6.7,00111
33.0,86.0,21.0,XXX,XX,XX,Barmi Union Total,16142,1.7,95.7,2.6,67.0,93.1,3.8,3.1,00111
33.0,86.0,25.0,XXX,XX,XX,Gazipur Union Total,14201,13.0,83.3,3.7,52.9,76.4,20.1,3.5,00111
33.0,86.0,28.0,XXX,XX,XX,Gosinga Union Total,7905,2.7,92.2,5.1,48.6,96.3,1.7,2.0,00111
33.0,86.0,38.0,XXX,XX,XX,Kaoraid Union Total,12297,0.6,97.3,2.1,50.1,95.4,1.8,2.8,00111
33.0,86.0,47.0,XXX,XX,XX,Maona Union Total,12720,5.5,90.9,3.6,65.5,82.3,14.9,2.8,00111
33.0,86.0,57.0,XXX,XX,XX,Prahladpur Union Total,6144,1.2,96.6,2.3,79.0,96.1,1.2,2.7,00111
33.0,86.0,66.0,XXX,XX,XX,Rajabari Union Total,10104,4.1,92.7,3.1,84.4,84.8,12.9,2.2,00111
33.0,86.0,85.0,XXX,XX,XX,Telihati Union Total,11325,12.4,84.5,3.1,70.9,73.6,24.7,1.7,00111
56.0,XX.0,XX.0,XXX,XX,XX,Manikganj Zila Total,323741,3.1,94.2,2.6,52.7,93.5,3.9,2.6,00111
56.0,10.0,XX.0,XXX,XX,XX,Daulatpur Upazila Total,38741,0.2,94.0,5.8,32.9,96.8,2.3,0.9,00111
56.0,10.0,17.0,XXX,XX,XX,Bachamara Union Total,5424,0.0,97.0,2.9,22.3,99.1,0.7,0.3,00111
56.0,10.0,19.0,XXX,XX,XX,Baghutia Union Total,4345,0.1,97.0,2.9,27.2,92.8,7.1,0.0,00111
56.0,10.0,28.0,XXX,XX,XX,Chak Mirpur Union Total,5887,0.9,89.3,9.8,41.7,94.5,4.0,1.4,00111
56.0,10.0,38.0,XXX,XX,XX,Charkatari Union Total,3013,0.0,88.2,11.8,13.3,99.1,0.6,0.3,00111
56.0,10.0,57.0,XXX,XX,XX,Dhamsar Union Total,5065,0.1,95.7,4.2,46.7,98.9,0.5,0.6,00111
56.0,10.0,66.0,XXX,XX,XX,Jiyanpur Union Total,5092,0.0,93.9,6.1,16.8,93.7,4.1,2.1,00111
56.0,10.0,76.0,XXX,XX,XX,Kalia Union Total,4932,0.1,96.3,3.6,60.9,99.2,0.2,0.6,00111
56.0,10.0,85.0,XXX,XX,XX,Khalsi Union Total,4983,0.1,93.5,6.4,25.6,98.0,0.9,1.1,00111
56.0,22.0,XX.0,XXX,XX,XX,Ghior Upazila Total,34745,0.3,97.2,2.5,53.5,95.0,2.7,2.3,00111
56.0,22.0,11.0,XXX,XX,XX,Baliakhora Union Total,5076,0.0,95.8,4.2,46.2,97.6,0.4,2.0,00111
56.0,22.0,23.0,XXX,XX,XX,Baniajuri Union Total,6134,0.5,96.3,3.1,74.0,89.8,6.1,4.1,00111
56.0,22.0,35.0,XXX,XX,XX,Baratia Union Total,5090,0.1,97.6,2.3,44.0,97.8,0.3,1.9,00111
56.0,22.0,47.0,XXX,XX,XX,Ghior Union Total,5613,0.6,98.0,1.4,59.4,88.3,8.4,3.3,00111
56.0,22.0,59.0,XXX,XX,XX,Nali Union Total,3591,0.3,99.0,0.8,51.2,98.5,0.3,1.2,00111
56.0,22.0,71.0,XXX,XX,XX,Paila Union Total,4780,0.1,96.3,3.7,40.4,97.9,0.3,1.8,00111
56.0,22.0,83.0,XXX,XX,XX,Singjuri Union Total,4461,0.1,98.1,1.8,53.0,98.4,0.4,1.2,00111
56.0,28.0,XX.0,XXX,XX,XX,Harirampur Upazila Total,33486,0.2,96.7,3.1,48.7,91.9,2.1,6.0,00111
56.0,28.0,11.0,XXX,XX,XX,Azimnagar Union Total,1069,0.0,92.8,7.2,25.9,71.4,0.7,27.9,00111
56.0,28.0,14.0,XXX,XX,XX,Balla Union Total,4900,0.2,96.6,3.2,56.0,97.6,0.7,1.7,00111
56.0,28.0,21.0,XXX,XX,XX,Balara Union Total,3868,0.3,95.0,4.8,68.0,93.0,1.4,5.6,00111
56.0,28.0,29.0,XXX,XX,XX,Boyra Union Total,2542,0.2,98.9,0.9,49.5,81.5,5.5,13.0,00111
56.0,28.0,36.0,XXX,XX,XX,Chala Union Total,4497,0.3,97.4,2.3,56.7,96.7,0.6,2.7,00111
56.0,28.0,43.0,XXX,XX,XX,Dhulsunra Union Total,1185,0.0,93.7,6.3,27.1,87.3,3.2,9.5,00111
56.0,28.0,51.0,XXX,XX,XX,Gala Union Total,4894,0.5,97.1,2.4,64.1,93.2,3.8,3.0,00111
56.0,28.0,58.0,XXX,XX,XX,Gopinathpur Union Total,3036,0.2,95.0,4.8,36.9,96.7,1.1,2.2,00111
56.0,28.0,65.0,XXX,XX,XX,Harukandi Union Total,934,0.0,99.7,0.3,22.7,88.5,2.6,8.9,00111
56.0,28.0,73.0,XXX,XX,XX,Kanchanpur Union Total,1284,0.0,99.8,0.2,30.2,88.2,0.7,11.1,00111
56.0,28.0,80.0,XXX,XX,XX,Lesraganj Union Total,2653,0.0,94.4,5.6,29.4,89.5,2.5,8.0,00111
56.0,28.0,87.0,XXX,XX,XX,Ramkrishnapur Union Total,2385,0.0,99.9,0.1,35.3,95.1,3.0,1.9,00111
56.0,28.0,94.0,XXX,XX,XX,Sutalari Union Total,239,0.0,97.1,2.9,16.7,36.0,0.0,64.0,00111
56.0,46.0,XX.0,XXX,XX,XX,Manikganj Sadar Upazila Total,70667,11.7,87.0,1.3,61.8,88.5,8.4,3.1,00111
56.0,46.0,1.0,XXX,XX,XX,Ward No-01 Total,2538,48.1,49.7,2.2,96.3,45.8,52.2,2.0,00111
56.0,46.0,2.0,XXX,XX,XX,Ward No-02 Total,1802,5.1,94.5,0.4,87.1,77.0,19.5,3.5,00111
56.0,46.0,3.0,XXX,XX,XX,Ward No-03 Total,1614,49.7,47.4,2.9,94.1,56.9,37.5,5.6,00111
56.0,46.0,4.0,XXX,XX,XX,Ward No-04 Total,1364,2.1,97.7,0.1,79.5,95.6,2.0,2.4,00111
56.0,46.0,5.0,XXX,XX,XX,Ward No-05 Total,1553,68.7,29.7,1.6,97.4,69.7,27.9,2.4,00111
56.0,46.0,6.0,XXX,XX,XX,Ward No-06 Total,2190,86.0,13.8,0.2,97.7,53.2,44.6,2.2,00111
56.0,46.0,7.0,XXX,XX,XX,Ward No-07 Total,2784,74.7,23.1,2.2,93.6,64.2,31.5,4.4,00111
56.0,46.0,8.0,XXX,XX,XX,Ward No-08 Total,541,0.7,93.9,5.4,81.3,96.1,1.3,2.6,00111
56.0,46.0,9.0,XXX,XX,XX,Ward No-09 Total,1683,37.6,60.2,2.1,80.5,81.6,15.2,3.2,00111
56.0,46.0,11.0,XXX,XX,XX,Betila Mitara Union Total,5242,0.2,98.7,1.1,66.5,91.1,1.4,7.5,00111
56.0,46.0,13.0,XXX,XX,XX,Atigram Union Total,4720,0.2,98.2,1.6,33.2,95.1,0.3,4.7,00111
56.0,46.0,15.0,XXX,XX,XX,Bhararia Union Total,4800,0.1,99.0,0.9,54.2,96.6,1.6,1.9,00111
56.0,46.0,23.0,XXX,XX,XX,Dighi Union Total,4616,0.7,98.6,0.6,82.3,94.6,3.4,1.9,00111
56.0,46.0,31.0,XXX,XX,XX,Garpara Union Total,5809,5.5,93.4,1.1,64.6,95.7,1.5,2.8,00111
56.0,46.0,39.0,XXX,XX,XX,Hati Para Union Total,6480,0.1,98.1,1.9,45.2,97.6,0.6,1.9,00111
56.0,46.0,55.0,XXX,XX,XX,Jaigir Union Total,6671,0.5,99.0,0.6,62.6,89.6,7.0,3.4,00111
56.0,46.0,71.0,XXX,XX,XX,Krishnapur Union Total,6795,0.0,99.1,0.8,33.4,96.1,0.6,3.3,00111
56.0,46.0,87.0,XXX,XX,XX,Nabagram Union Total,4450,0.8,96.8,2.4,58.3,94.7,3.0,2.3,00111
56.0,46.0,94.0,XXX,XX,XX,Putail Union Total,5015,0.1,98.5,1.4,35.8,98.4,0.4,1.3,00111
56.0,70.0,XX.0,XXX,XX,XX,Saturia Upazila Total,40557,2.0,96.6,1.4,56.4,97.1,2.0,0.9,00111
56.0,70.0,19.0,XXX,XX,XX,Baliati Union Total,3474,1.1,97.9,1.1,71.7,97.0,1.8,1.2,00111
56.0,70.0,28.0,XXX,XX,XX,Baraid Union Total,4933,0.1,98.3,1.7,41.9,98.8,0.3,1.0,00111
56.0,70.0,38.0,XXX,XX,XX,Daragram Union Total,4458,8.4,90.8,0.8,57.9,97.8,1.1,1.0,00111
56.0,70.0,47.0,XXX,XX,XX,Dighalia Union Total,3355,0.2,98.8,1.0,52.8,99.1,0.2,0.7,00111
56.0,70.0,57.0,XXX,XX,XX,Dhankora Union Total,6877,0.9,97.5,1.6,63.4,92.9,6.3,0.8,00111
56.0,70.0,66.0,XXX,XX,XX,Fukurhati Union Total,4137,0.3,99.7,0.0,51.6,98.7,0.7,0.7,00111
56.0,70.0,76.0,XXX,XX,XX,Hargaz Union Total,3151,0.1,99.1,0.8,45.5,98.9,0.3,0.8,00111
56.0,70.0,85.0,XXX,XX,XX,Saturia Union Total,4876,6.5,91.2,2.4,69.0,95.7,3.7,0.6,00111
56.0,70.0,95.0,XXX,XX,XX,Tilli Union Total,5296,0.1,97.5,2.4,50.1,98.2,0.4,1.4,00111
56.0,78.0,XX.0,XXX,XX,XX,Shibalaya Upazila Total,40736,0.6,96.8,2.6,47.8,93.5,3.7,2.8,00111
56.0,78.0,11.0,XXX,XX,XX,Arua Union Total,3517,0.2,98.2,1.6,31.8,93.9,3.4,2.8,00111
56.0,78.0,23.0,XXX,XX,XX,Mohadebpur Union Total,5799,0.3,95.1,4.7,51.6,94.6,2.0,3.4,00111
56.0,78.0,35.0,XXX,XX,XX,Shimulia Union Total,5676,0.3,92.4,7.3,61.4,98.1,0.5,1.4,00111
56.0,78.0,47.0,XXX,XX,XX,Shibalaya Union Total,6319,0.5,98.1,1.3,57.2,88.8,8.8,2.4,00111
56.0,78.0,59.0,XXX,XX,XX,Teota Union Total,7496,0.0,99.4,0.5,34.5,94.7,2.1,3.2,00111
56.0,78.0,71.0,XXX,XX,XX,Ulail Union Total,6229,1.5,95.8,2.7,48.3,92.6,5.1,2.3,00111
56.0,78.0,83.0,XXX,XX,XX,Uthali Union Total,5700,1.2,98.4,0.4,46.8,92.1,3.5,4.4,00111
56.0,82.0,XX.0,XXX,XX,XX,Singair Upazila Total,64809,1.0,96.2,2.8,57.0,94.7,2.8,2.5,00111
56.0,82.0,1.0,XXX,XX,XX,Ward No-01 Total,368,0.8,95.1,4.1,39.4,97.6,1.4,1.1,00111
56.0,82.0,2.0,XXX,XX,XX,Ward No-02 Total,551,0.0,96.4,3.6,70.1,92.2,6.0,1.8,00111
56.0,82.0,3.0,XXX,XX,XX,Ward No-03 Total,831,7.3,88.0,4.7,85.1,72.1,25.9,2.0,00111
56.0,82.0,4.0,XXX,XX,XX,Ward No-04 Total,329,3.3,95.7,0.9,43.5,87.2,9.4,3.3,00111
56.0,82.0,5.0,XXX,XX,XX,Ward No-05 Total,615,5.7,92.8,1.5,75.3,93.2,3.9,2.9,00111
56.0,82.0,6.0,XXX,XX,XX,Ward No-06 Total,1017,0.8,99.0,0.2,85.2,65.9,25.4,8.8,00111
56.0,82.0,7.0,XXX,XX,XX,Ward No-07 Total,760,0.0,99.3,0.7,63.7,99.3,0.5,0.1,00111
