0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
72,04,11,XX,XX,01,  Baniajan Union,0,0,0,0,0,0,0,0,00010
72,04,11,XX,XX,03,  Baniajan Union,7,47,24,23,0,0,7,40,00010
72,09,23,XX,XX,01,  Barhatta Union,54,242,114,128,0,0,0,242,00010
72,09,23,XX,XX,03,  Barhatta Union,0,0,0,0,0,0,0,0,00010
72,18,51,XX,XX,01,  Durgapur Union,688,2685,1306,1379,1865,813,0,7,00010
72,18,51,XX,XX,03,  Durgapur Union,104,470,240,230,346,120,0,4,00010
72,38,40,XX,XX,01,  Khaliajuri Union,0,0,0,0,0,0,0,0,00010
72,38,40,XX,XX,03,  Khaliajuri Union,0,0,0,0,0,0,0,0,00010
72,40,35,XX,XX,01,  Kalmakanda Union,8,51,29,22,4,0,0,47,00010
72,40,35,XX,XX,03,  Kalmakanda Union,6,21,13,8,14,7,0,0,00010
72,56,52,XX,XX,01,  Madan Union,0,0,0,0,0,0,0,0,00010
72,56,52,XX,XX,03,  Madan Union,0,0,0,0,0,0,0,0,00010
72,83,71,XX,XX,01,  Jaria Union,0,0,0,0,0,0,0,0,00010
72,83,71,XX,XX,03,  Jaria Union,2,3,3,0,1,2,0,0,00010
72,83,94,XX,XX,01,  Purbadhala Union,9,17,7,10,0,0,0,17,00010
72,83,94,XX,XX,03,  Purbadhala Union,9,24,12,12,20,4,0,0,00010
