ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
49.0,18.0,40.0,XXX,XX,03,  Phulbari Union,5314,5788,2862,2583,2452,3205,47.9,52.6,43.3,00110
49.0,52.0,XX.0,XXX,XX,03,  Kurigram Sadar Upazila,2293,875,1220,384,1073,491,72.4,76.1,68.6,00110
49.0,52.0,17.0,XXX,XX,03,  Belgachha Union,2293,875,1220,384,1073,491,72.4,76.1,68.6,00110
49.0,77.0,XX.0,XXX,XX,03,  Rajarhat Upazila,4629,3408,2442,1524,2187,1884,57.6,61.6,53.7,00110
49.0,77.0,21.0,XXX,XX,03,  Chakirpashar Union,2845,2307,1509,1033,1336,1274,55.2,59.4,51.2,00110
49.0,77.0,73.0,XXX,XX,03,  Rajarhat Union,1784,1101,933,491,851,610,61.8,65.5,58.2,00110
49.0,79.0,XX.0,XXX,XX,03,  Raumari Upazila,9287,12208,5022,5506,4265,6702,43.2,47.7,38.9,00110
49.0,79.0,71.0,XXX,XX,03,  Raumari Union,9287,12208,5022,5506,4265,6702,43.2,47.7,38.9,00110
32.0,XX.0,XX.0,XXX,XX,03, Gaibandha Zila,38976,34980,20625,15928,18351,19052,52.7,56.4,49.1,00110
32.0,21.0,XX.0,XXX,XX,03,  Fulchhari Upazila,2332,3122,1294,1434,1038,1688,42.8,47.4,38.1,00110
32.0,21.0,47.0,XXX,XX,03,  Gazaria Union,2332,3122,1294,1434,1038,1688,42.8,47.4,38.1,00110
32.0,24.0,XX.0,XXX,XX,03,  Gaibandha Sadar Upazila,9509,12448,5025,5921,4484,6527,43.3,45.9,40.7,00110
32.0,24.0,14.0,XXX,XX,03,  Ballamjhar Union,2582,3471,1367,1646,1215,1825,42.7,45.4,40.0,00110
32.0,24.0,21.0,XXX,XX,03,  Boali Union,203,119,105,50,98,69,63.0,67.7,58.7,00110
32.0,24.0,58.0,XXX,XX,03,  Kholahati Union,6435,8003,3416,3804,3019,4199,44.6,47.3,41.8,00110
32.0,24.0,85.0,XXX,XX,03,  Mollar Char Union,289,855,137,421,152,434,25.3,24.6,25.9,00110
32.0,67.0,XX.0,XXX,XX,03,  Palashbari Upazila,12625,6736,6656,2939,5969,3797,65.2,69.4,61.1,00110
32.0,67.0,85.0,XXX,XX,03,  Palashbari Union,12625,6736,6656,2939,5969,3797,65.2,69.4,61.1,00110
32.0,82.0,XX.0,XXX,XX,03,  Sadullapur Upazila,5316,5222,2733,2399,2583,2823,50.4,53.3,47.8,00110
32.0,82.0,13.0,XXX,XX,03,  Banagram Union,4467,3801,2299,1721,2168,2080,54.0,57.2,51.0,00110
32.0,82.0,60.0,XXX,XX,03,  Jamalpur Union,849,1421,434,678,415,743,37.4,39.0,35.8,00110
32.0,88.0,XX.0,XXX,XX,03,  Saghata Upazila,8022,5552,4269,2387,3753,3165,59.1,64.1,54.2,00110
32.0,88.0,19.0,XXX,XX,03,  Bonar Para Union,5630,2997,2972,1275,2658,1722,65.3,70.0,60.7,00110
32.0,88.0,85.0,XXX,XX,03,  Saghata Union,2392,2555,1297,1112,1095,1443,48.4,53.8,43.1,00110
32.0,91.0,XX.0,XXX,XX,03,  Sundarganj Upazila,1172,1900,648,848,524,1052,38.2,43.3,33.2,00110
32.0,91.0,31.0,XXX,XX,03,  Dahabanda Union,1172,1900,648,848,524,1052,38.2,43.3,33.2,00110
73.0,XX.0,XX.0,XXX,XX,03, Nilphamari Zila,24144,21256,12858,9889,11286,11367,53.2,56.5,49.8,00110
73.0,12.0,XX.0,XXX,XX,03,  Dimla Upazila,9199,7407,4958,3441,4241,3966,55.4,59.0,51.7,00110
73.0,12.0,19.0,XXX,XX,03,  Dimla Union,9199,7407,4958,3441,4241,3966,55.4,59.0,51.7,00110
73.0,15.0,XX.0,XXX,XX,03,  Domar Upazila,9796,9381,5134,4399,4662,4982,51.1,53.9,48.3,00110
73.0,15.0,19.0,XXX,XX,03,  Bhogdabari Union,3872,3496,1957,1637,1915,1859,52.6,54.5,50.7,00110
73.0,15.0,28.0,XXX,XX,03,  Boragari Union,2872,2014,1522,930,1350,1084,58.8,62.1,55.5,00110
73.0,15.0,38.0,XXX,XX,03,  Domar Union,3052,3871,1655,1832,1397,2039,44.1,47.5,40.7,00110
73.0,45.0,XX.0,XXX,XX,03,  Kishoreganj Upazila,3664,3456,1974,1583,1690,1873,51.5,55.5,47.4,00110
73.0,45.0,51.0,XXX,XX,03,  Kishoreganj Union,3664,3456,1974,1583,1690,1873,51.5,55.5,47.4,00110
73.0,85.0,XX.0,XXX,XX,03,  Saidpur Upazila,1485,1012,792,466,693,546,59.5,63.0,55.9,00110
73.0,85.0,23.0,XXX,XX,03,  Bangalipur Union,1485,1012,792,466,693,546,59.5,63.0,55.9,00110
94.0,XX.0,XX.0,XXX,XX,03, Thakurgaon Zila,15942,13812,8769,6339,7173,7473,53.6,58.0,49.0,00110
94.0,8.0,XX.0,XXX,XX,03,  Baliadangi Upazila,7296,5600,4153,2539,3143,3061,56.6,62.1,50.7,00110
94.0,8.0,21.0,XXX,XX,03,  Barabari Union,3686,3081,2109,1414,1577,1667,54.5,59.9,48.6,00110
94.0,8.0,73.0,XXX,XX,03,  Duosuo Union,3610,2519,2044,1125,1566,1394,58.9,64.5,52.9,00110
94.0,51.0,XX.0,XXX,XX,03,  Haripur Upazila,2985,3197,1598,1516,1387,1681,48.3,51.3,45.2,00110
94.0,51.0,81.0,XXX,XX,03,  Haripur Union,2985,3197,1598,1516,1387,1681,48.3,51.3,45.2,00110
94.0,94.0,XX.0,XXX,XX,03,  Thakurgaon Sadar Upazila,5661,5015,3018,2284,2643,2731,53.0,56.9,49.2,00110
94.0,94.0,52.0,XXX,XX,03,  Jamalpur Union,3869,3310,2079,1500,1790,1810,53.9,58.1,49.7,00110
94.0,94.0,58.0,XXX,XX,03,  Mohammadpur Union,501,569,257,253,244,316,46.8,50.4,43.6,00110
94.0,94.0,68.0,XXX,XX,03,  Rahimanpur Union,1291,1136,682,531,609,605,53.2,56.2,50.2,00110
27.0,XX.0,XX.0,XXX,XX,03, Dinajpur Zila,30386,20852,16327,9683,14059,11169,59.3,62.8,55.7,00110
27.0,10.0,XX.0,XXX,XX,03,  Birampur Upazila,954,931,510,445,444,486,50.6,53.4,47.7,00110
27.0,10.0,71.0,XXX,XX,03,  Khanpur Union,266,376,139,200,127,176,41.4,41.0,41.9,00110
27.0,10.0,83.0,XXX,XX,03,  Pali Prayagpur Union,688,555,371,245,317,310,55.3,60.2,50.6,00110
27.0,17.0,XX.0,XXX,XX,03,  Biral Upazila,4320,3361,2327,1566,1993,1795,56.2,59.8,52.6,00110
27.0,17.0,28.0,XXX,XX,03,  Biral Union,4320,3361,2327,1566,1993,1795,56.2,59.8,52.6,00110
27.0,30.0,XX.0,XXX,XX,03,  Chirirbandar Upazila,4966,2606,2777,1221,2189,1385,65.6,69.5,61.2,00110
27.0,30.0,13.0,XXX,XX,03,  Abdulpur Union,4966,2606,2777,1221,2189,1385,65.6,69.5,61.2,00110
27.0,43.0,XX.0,XXX,XX,03,  Ghoraghat Upazila,349,362,197,162,152,200,49.1,54.9,43.2,00110
27.0,43.0,38.0,XXX,XX,03,  Ghoraghat Union,349,362,197,162,152,200,49.1,54.9,43.2,00110
27.0,56.0,XX.0,XXX,XX,03,  Kaharole Upazila,4044,2331,2221,1003,1823,1328,63.4,68.9,57.9,00110
27.0,56.0,31.0,XXX,XX,03,  Mukundapur Union,4044,2331,2221,1003,1823,1328,63.4,68.9,57.9,00110
27.0,60.0,XX.0,XXX,XX,03,  Khansama Upazila,4091,3555,2198,1642,1893,1913,53.5,57.2,49.7,00110
27.0,60.0,15.0,XXX,XX,03,  Alokjhari Union,4091,3555,2198,1642,1893,1913,53.5,57.2,49.7,00110
27.0,64.0,XX.0,XXX,XX,03,  Dinajpur Sadar Upazila,2441,1483,1292,706,1149,777,62.2,64.7,59.7,00110
27.0,64.0,69.0,XXX,XX,03,  Shashara Union,1266,902,658,441,608,461,58.4,59.9,56.9,00110
27.0,64.0,77.0,XXX,XX,03,  Sekhpura Union,1175,581,634,265,541,316,66.9,70.5,63.1,00110
27.0,69.0,XX.0,XXX,XX,03,  Nawabganj Upazila,3868,2382,1946,1146,1922,1236,61.9,62.9,60.9,00110
27.0,69.0,17.0,XXX,XX,03,  Binodnagar Union,2269,1627,1195,788,1074,839,58.2,60.3,56.1,00110
27.0,69.0,43.0,XXX,XX,03,  Golapganj Union,1599,755,751,358,848,397,67.9,67.7,68.1,00110
27.0,77.0,XX.0,XXX,XX,03,  Parbatipur Upazila,5353,3841,2859,1792,2494,2049,58.2,61.5,54.9,00110
27.0,77.0,86.0,XXX,XX,03,  Rampur Union,5353,3841,2859,1792,2494,2049,58.2,61.5,54.9,00110
10.0,XX.0,XX.0,XXX,XX,03, Bogra Zila,19851,19804,10656,9270,9195,10534,50.1,53.5,46.6,00110
10.0,6.0,XX.0,XXX,XX,03,  Adamdighi Upazila,4801,3030,2617,1500,2184,1530,61.3,63.6,58.8,00110
10.0,6.0,13.0,XXX,XX,03,  Adam Dighi Union,4801,3030,2617,1500,2184,1530,61.3,63.6,58.8,00110
10.0,27.0,XX.0,XXX,XX,03,  Dhunat Upazila,2350,4860,1314,2299,1036,2561,32.6,36.4,28.8,00110
10.0,27.0,38.0,XXX,XX,03,  Dhunat Union,2350,4860,1314,2299,1036,2561,32.6,36.4,28.8,00110
10.0,88.0,XX.0,XXX,XX,03,  Sherpur Upazila,12700,11914,6725,5471,5975,6443,51.6,55.1,48.1,00110
10.0,88.0,28.0,XXX,XX,03,  Garidaha Union,4670,3814,2398,1763,2272,2051,55.0,57.6,52.6,00110
10.0,88.0,57.0,XXX,XX,03,  Kusumbi Union,923,611,475,276,448,335,60.2,63.2,57.2,00110
10.0,88.0,77.0,XXX,XX,03,  Shah-Bandegi Union,7107,7489,3852,3432,3255,4057,48.7,52.9,44.5,00110
88.0,XX.0,XX.0,XXX,XX,03, Sirajganj Zila,23147,27258,12339,12640,10808,14618,45.9,49.4,42.5,00110
88.0,27.0,XX.0,XXX,XX,03,  Chauhali Upazila,8223,9456,4424,4317,3799,5139,46.5,50.6,42.5,00110
88.0,27.0,27.0,XXX,XX,03,  Khas Kaulia Union,4636,7753,2625,3528,2011,4225,37.4,42.7,32.2,00110
88.0,27.0,47.0,XXX,XX,03,  Sadia Chandpur Union,3587,1703,1799,789,1788,914,67.8,69.5,66.2,00110
88.0,44.0,XX.0,XXX,XX,03,  Kamarkhanda Upazila,4467,3939,2266,1908,2201,2031,53.1,54.3,52.0,00110
88.0,44.0,38.0,XXX,XX,03,  Jamtail Union,4467,3939,2266,1908,2201,2031,53.1,54.3,52.0,00110
88.0,50.0,XX.0,XXX,XX,03,  Kazipur Upazila,1409,1947,754,900,655,1047,42.0,45.6,38.5,00110
88.0,50.0,25.0,XXX,XX,03,  Gandail Union,315,155,146,57,169,98,67.0,71.9,63.3,00110
88.0,50.0,77.0,XXX,XX,03,  Sonamukhi Union,1094,1792,608,843,486,949,37.9,41.9,33.9,00110
88.0,61.0,XX.0,XXX,XX,03,  Royganj Upazila,747,604,406,267,341,337,55.3,60.3,50.3,00110
88.0,61.0,38.0,XXX,XX,03,  Dhangara Union,747,604,406,267,341,337,55.3,60.3,50.3,00110
88.0,67.0,XX.0,XXX,XX,03,  Shahjadpur Upazila,1214,4256,711,1836,503,2420,22.2,27.9,17.2,00110
88.0,67.0,14.0,XXX,XX,03,  Gala Union,1214,4256,711,1836,503,2420,22.2,27.9,17.2,00110
88.0,78.0,XX.0,XXX,XX,03,  Sirajganj Sadar Upazila,2828,4020,1477,2041,1351,1979,41.3,42.0,40.6,00110
88.0,78.0,16.0,XXX,XX,03,  Baghbati Union,2828,4020,1477,2041,1351,1979,41.3,42.0,40.6,00110
88.0,89.0,XX.0,XXX,XX,03,  Tarash Upazila,4259,3036,2301,1371,1958,1665,58.4,62.7,54.0,00110
88.0,89.0,84.0,XXX,XX,03,  Tarash Union,4259,3036,2301,1371,1958,1665,58.4,62.7,54.0,00110
81.0,XX.0,XX.0,XXX,XX,03, Rajshahi Zila,11674,9415,6304,4350,5370,5065,55.4,59.2,51.5,00110
81.0,12.0,XX.0,XXX,XX,03,  Baghmara Upazila,994,1055,576,477,418,578,48.5,54.7,42.0,00110
81.0,12.0,50.0,XXX,XX,03,  Ganipur Union,994,1055,576,477,418,578,48.5,54.7,42.0,00110
81.0,31.0,XX.0,XXX,XX,03,  Durgapur Upazila,523,756,298,362,225,394,40.9,45.2,36.3,00110
81.0,31.0,11.0,XXX,XX,03,  Deluabari Union,523,756,298,362,225,394,40.9,45.2,36.3,00110
81.0,34.0,XX.0,XXX,XX,03,  Godagari Upazila,2256,1926,1162,925,1094,1001,53.9,55.7,52.2,00110
81.0,34.0,57.0,XXX,XX,03,  Matikata Union,2256,1926,1162,925,1094,1001,53.9,55.7,52.2,00110
81.0,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,5543,3430,3024,1481,2519,1949,61.8,67.1,56.4,00110
81.0,53.0,13.0,XXX,XX,03,  Bakshimail Union,5029,3140,2749,1371,2280,1769,61.6,66.7,56.3,00110
81.0,53.0,81.0,XXX,XX,03,  Royghati Union,514,290,275,110,239,180,63.9,71.4,57.0,00110
81.0,82.0,XX.0,XXX,XX,03,  Puthia Upazila,2358,2248,1244,1105,1114,1143,51.2,53.0,49.4,00110
81.0,82.0,13.0,XXX,XX,03,  Baneshwar Union,1572,1007,838,507,734,500,61.0,62.3,59.5,00110
81.0,82.0,81.0,XXX,XX,03,  Silmaria Union,786,1241,406,598,380,643,38.8,40.4,37.1,00110
64.0,XX.0,XX.0,XXX,XX,03, Naogaon Zila,47693,29575,25241,13801,22452,15774,61.7,64.7,58.7,00110
64.0,3.0,XX.0,XXX,XX,03,  Atrai Upazila,6896,4687,3747,2167,3149,2520,59.5,63.4,55.5,00110
64.0,3.0,10.0,XXX,XX,03,  Ahsanganj Union,1245,1067,673,492,572,575,53.8,57.8,49.9,00110
64.0,3.0,21.0,XXX,XX,03,  Bhopara Union,1982,1764,1096,845,886,919,52.9,56.5,49.1,00110
64.0,3.0,73.0,XXX,XX,03,  Panchupur Union,3669,1856,1978,830,1691,1026,66.4,70.4,62.2,00110
64.0,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,3759,1797,1933,820,1826,977,67.7,70.2,65.1,00110
64.0,6.0,21.0,XXX,XX,03,  Badalgachhi Union,3759,1797,1933,820,1826,977,67.7,70.2,65.1,00110
64.0,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,1190,1311,651,631,539,680,47.6,50.8,44.2,00110
64.0,28.0,63.0,XXX,XX,03,  Jahanpur Union,1190,1311,651,631,539,680,47.6,50.8,44.2,00110
64.0,47.0,XX.0,XXX,XX,03,  Manda Upazila,7506,3615,3923,1526,3583,2089,67.5,72.0,63.2,00110
64.0,47.0,54.0,XXX,XX,03,  Kusumba Union,4221,1852,2231,770,1990,1082,69.5,74.3,64.8,00110
64.0,47.0,67.0,XXX,XX,03,  Manda Union,2682,1271,1375,526,1307,745,67.8,72.3,63.7,00110
64.0,47.0,88.0,XXX,XX,03,  Prasadpur Union,603,492,317,230,286,262,55.1,58.0,52.2,00110
64.0,50.0,XX.0,XXX,XX,03,  Mahadebpur Upazila,9671,4179,5239,1922,4432,2257,69.8,73.2,66.3,00110
64.0,50.0,57.0,XXX,XX,03,  Khajur Union,901,725,480,331,421,394,55.4,59.2,51.7,00110
64.0,50.0,66.0,XXX,XX,03,  Mahadebpur Union,8770,3454,4759,1591,4011,1863,71.7,74.9,68.3,00110
64.0,69.0,XX.0,XXX,XX,03,  Niamatpur Upazila,3603,1578,1954,692,1649,886,69.5,73.8,65.0,00110
64.0,69.0,52.0,XXX,XX,03,  Niamatpur Union,3603,1578,1954,692,1649,886,69.5,73.8,65.0,00110
64.0,79.0,XX.0,XXX,XX,03,  Porsha Upazila,4849,5577,2329,2843,2520,2734,46.5,45.0,48.0,00110
64.0,79.0,55.0,XXX,XX,03,  Nithpur Union,4849,5577,2329,2843,2520,2734,46.5,45.0,48.0,00110
64.0,85.0,XX.0,XXX,XX,03,  Raninagar Upazila,3075,2802,1592,1253,1483,1549,52.3,56.0,48.9,00110
64.0,85.0,84.0,XXX,XX,03,  Raninagar Union,3075,2802,1592,1253,1483,1549,52.3,56.0,48.9,00110
64.0,86.0,XX.0,XXX,XX,03,  Sapahar Upazila,7144,4029,3873,1947,3271,2082,63.9,66.5,61.1,00110
64.0,86.0,71.0,XXX,XX,03,  Sapahar Union,6673,3720,3640,1782,3033,1938,64.2,67.1,61.0,00110
64.0,86.0,79.0,XXX,XX,03,  Shiranti Union,471,309,233,165,238,144,60.4,58.5,62.3,00110
70.0,XX.0,XX.0,XXX,XX,03, Chapai Nawabganj Zila,18154,19957,8904,9870,9250,10087,47.6,47.4,47.8,00110
70.0,18.0,XX.0,XXX,XX,03,  Bholahat Upazila,7193,4555,3540,2234,3653,2321,61.2,61.3,61.1,00110
70.0,18.0,18.0,XXX,XX,03,  Bholahat Union,7193,4555,3540,2234,3653,2321,61.2,61.3,61.1,00110
70.0,37.0,XX.0,XXX,XX,03,  Gomastapur Upazila,8188,12014,3967,5926,4221,6088,40.5,40.1,40.9,00110
70.0,37.0,42.0,XXX,XX,03,  Chowdala Union,3385,6338,1623,3171,1762,3167,34.8,33.9,35.7,00110
70.0,37.0,52.0,XXX,XX,03,  Gomastapur Union,4803,5676,2344,2755,2459,2921,45.8,46.0,45.7,00110
70.0,88.0,XX.0,XXX,XX,03,  Shibganj Upazila,2773,3388,1397,1710,1376,1678,45.0,45.0,45.1,00110
70.0,88.0,41.0,XXX,XX,03,  Kansat Union,2773,3388,1397,1710,1376,1678,45.0,45.0,45.1,00110
38.0,XX.0,XX.0,XXX,XX,03, Joypurhat Zila,6162,4220,3230,1931,2932,2289,59.4,62.6,56.2,00110
38.0,61.0,XX.0,XXX,XX,03,  Khetlal Upazila,6162,4220,3230,1931,2932,2289,59.4,62.6,56.2,00110
38.0,61.0,47.0,XXX,XX,03,  Khetlal Union,6162,4220,3230,1931,2932,2289,59.4,62.6,56.2,00110
13.0,XX.0,XX.0,XXX,XX,03, Chandpur Zila,13227,9074,6246,4606,6981,4468,59.3,57.6,61.0,00110
13.0,22.0,XX.0,XXX,XX,03,  Chandpur Sadar Upazila,5961,4135,2743,2075,3218,2060,59.0,56.9,61.0,00110
13.0,22.0,94.0,XXX,XX,03,  Tarpur Chandi Union,5961,4135,2743,2075,3218,2060,59.0,56.9,61.0,00110
13.0,47.0,XX.0,XXX,XX,03,  Haim Char Upazila,4073,3463,1999,1830,2074,1633,54.0,52.2,55.9,00110
13.0,47.0,23.0,XXX,XX,03,  Dakshin Algi Durgapur Union,4073,3463,1999,1830,2074,1633,54.0,52.2,55.9,00110
13.0,49.0,XX.0,XXX,XX,03,  Hajiganj Upazila,3193,1476,1504,701,1689,775,68.4,68.2,68.5,00110
13.0,49.0,35.0,XXX,XX,03,  Hajiganj Union,3193,1476,1504,701,1689,775,68.4,68.2,68.5,00110
3.0,XX.0,XX.0,XXX,XX,03, Bandarban Zila,12229,18728,7173,8997,5056,9731,39.5,44.4,34.2,00110
3.0,4.0,XX.0,XXX,XX,03,  Alikadam Upazila,4777,6321,2638,3097,2139,3224,43.0,46.0,39.9,00110
3.0,4.0,31.0,XXX,XX,03,  Alikadam Union,4777,6321,2638,3097,2139,3224,43.0,46.0,39.9,00110
3.0,73.0,XX.0,XXX,XX,03,  Naikhongchhari Upazila,5265,8938,3079,4259,2186,4679,37.1,42.0,31.8,00110
3.0,73.0,76.0,XXX,XX,03,  Naikhongchhari Union,5265,8938,3079,4259,2186,4679,37.1,42.0,31.8,00110
3.0,89.0,XX.0,XXX,XX,03,  Rowangchhari Upazila,1877,2392,1228,1104,649,1288,44.0,52.7,33.5,00110
3.0,89.0,57.0,XXX,XX,03,  Rowangchhari Union,1877,2392,1228,1104,649,1288,44.0,52.7,33.5,00110
3.0,95.0,XX.0,XXX,XX,03,  Thanchi Upazila,310,1077,228,537,82,540,22.4,29.8,13.2,00110
3.0,95.0,57.0,XXX,XX,03,  Thanchi Union,310,1077,228,537,82,540,22.4,29.8,13.2,00110
19.0,XX.0,XX.0,XXX,XX,03, Comilla Zila,62689,47429,31350,22638,31339,24791,56.9,58.1,55.8,00110
19.0,15.0,XX.0,XXX,XX,03,  Brahmanpara Upazila,2939,1910,1494,871,1445,1039,60.6,63.2,58.2,00110
19.0,15.0,18.0,XXX,XX,03,  Brahman Para Union,2939,1910,1494,871,1445,1039,60.6,63.2,58.2,00110
19.0,18.0,XX.0,XXX,XX,03,  Burichang Upazila,6863,3741,3527,1750,3336,1991,64.7,66.8,62.6,00110
19.0,18.0,31.0,XXX,XX,03,  Burichang Union,6863,3741,3527,1750,3336,1991,64.7,66.8,62.6,00110
19.0,27.0,XX.0,XXX,XX,03,  Chandina Upazila,832,522,384,227,448,295,61.4,62.8,60.3,00110
19.0,27.0,20.0,XXX,XX,03,  Mahichal Union,832,522,384,227,448,295,61.4,62.8,60.3,00110
19.0,33.0,XX.0,XXX,XX,03,  Comilla Sadar Dakshin Upazila,2500,4219,1106,2113,1394,2106,37.2,34.4,39.8,00110
19.0,33.0,35.0,XXX,XX,03,  Bijoypur Union,2500,4219,1106,2113,1394,2106,37.2,34.4,39.8,00110
19.0,67.0,XX.0,XXX,XX,03,  Comilla Adarsha Sadar Upazila,30566,20132,15452,9797,15114,10335,60.3,61.2,59.4,00110
19.0,67.0,68.0,XXX,XX,03,  Kalir Bazar Union,1938,1958,835,919,1103,1039,49.7,47.6,51.5,00110
19.0,67.0,90.0,XXX,XX,03,  Panchthubi Union,395,439,208,222,187,217,47.4,48.4,46.3,00110
19.0,67.0,94.0,XXX,XX,03,  Uttar Durgapur Union,28233,17735,14409,8656,13824,9079,61.4,62.5,60.4,00110
19.0,74.0,XX.0,XXX,XX,03,  Manoharganj Upazila,658,325,288,145,370,180,66.9,66.5,67.3,00110
19.0,74.0,13.0,XXX,XX,03,  Baishgaon Union,658,325,288,145,370,180,66.9,66.5,67.3,00110
19.0,75.0,XX.0,XXX,XX,03,  Meghna Upazila,2404,2794,1248,1301,1156,1493,46.2,49.0,43.6,00110
19.0,75.0,43.0,XXX,XX,03,  Gobindapur Union,2404,2794,1248,1301,1156,1493,46.2,49.0,43.6,00110
19.0,81.0,XX.0,XXX,XX,03,  Muradnagar Upazila,14133,12642,6956,5936,7177,6706,52.8,54.0,51.7,00110
19.0,81.0,54.0,XXX,XX,03,  Muradnagar Union,7076,6904,3417,3156,3659,3748,50.6,52.0,49.4,00110
19.0,81.0,63.0,XXX,XX,03,  Paschim Nabipur Union,7057,5738,3539,2780,3518,2958,55.2,56.0,54.3,00110
19.0,94.0,XX.0,XXX,XX,03,  Titas Upazila,1794,1144,895,498,899,646,61.1,64.2,58.2,00110
19.0,94.0,67.0,XXX,XX,03,  Karikandi Union,1794,1144,895,498,899,646,61.1,64.2,58.2,00110
12.0,XX.0,XX.0,XXX,XX,03, Brahmanbaria Zila,60306,58053,30330,27612,29976,30441,51.0,52.3,49.6,00110
12.0,4.0,XX.0,XXX,XX,03,  Banchharampur Upazila,7523,7787,3688,3550,3835,4237,49.1,51.0,47.5,00110
12.0,4.0,94.0,XXX,XX,03,  Banchharampur Union,7523,7787,3688,3550,3835,4237,49.1,51.0,47.5,00110
12.0,7.0,XX.0,XXX,XX,03,  Bijoynagar Upazila,2492,3553,1260,1689,1232,1864,41.2,42.7,39.8,00110
12.0,7.0,32.0,XXX,XX,03,  Chandura Union,1589,3021,768,1461,821,1560,34.5,34.5,34.5,00110
12.0,7.0,91.0,XXX,XX,03,  Uttar Ichhapur Union,903,532,492,228,411,304,62.9,68.3,57.5,00110
12.0,13.0,XX.0,XXX,XX,03,  Brahmanbaria Sadar Upazila,9129,8646,4694,4362,4435,4284,51.4,51.8,50.9,00110
12.0,13.0,50.0,XXX,XX,03,  Shuhilpur Union,4297,4045,2152,2016,2145,2029,51.5,51.6,51.4,00110
12.0,13.0,93.0,XXX,XX,03,  Uttar Natai Union,4832,4601,2542,2346,2290,2255,51.2,52.0,50.4,00110
12.0,33.0,XX.0,XXX,XX,03,  Ashuganj Upazila,16143,13417,8588,6632,7555,6785,54.6,56.4,52.7,00110
12.0,33.0,12.0,XXX,XX,03,  Araisidha Union,409,478,248,321,161,157,46.1,43.6,50.6,00110
12.0,33.0,14.0,XXX,XX,03,  Ashugang Union,10246,9557,5517,4684,4729,4873,51.7,54.1,49.3,00110
12.0,33.0,38.0,XXX,XX,03,  Durgapur Union,5488,3382,2823,1627,2665,1755,61.9,63.4,60.3,00110
12.0,90.0,XX.0,XXX,XX,03,  Nasirnagar Upazila,5954,6146,2963,2842,2991,3304,49.2,51.0,47.5,00110
12.0,90.0,87.0,XXX,XX,03,  Nasirnagar Union,5954,6146,2963,2842,2991,3304,49.2,51.0,47.5,00110
12.0,94.0,XX.0,XXX,XX,03,  Sarail Upazila,19065,18504,9137,8537,9928,9967,50.7,51.7,49.9,00110
12.0,94.0,76.0,XXX,XX,03,  Sarail Union,19065,18504,9137,8537,9928,9967,50.7,51.7,49.9,00110
51.0,XX.0,XX.0,XXX,XX,03, Lakshmipur Zila,34896,31675,16764,15039,18132,16636,52.4,52.7,52.2,00110
51.0,33.0,XX.0,XXX,XX,03,  Kamalnagar Upazila,4225,6083,2150,2887,2075,3196,41.0,42.7,39.4,00110
51.0,33.0,47.0,XXX,XX,03,  Char Falcon Union,4225,6083,2150,2887,2075,3196,41.0,42.7,39.4,00110
51.0,43.0,XX.0,XXX,XX,03,  Lakshmipur Sadar Upazila,1687,975,767,431,920,544,63.4,64.0,62.8,00110
51.0,43.0,90.0,XXX,XX,03,  Dakshin Hamchadi Union,1687,975,767,431,920,544,63.4,64.0,62.8,00110
51.0,58.0,XX.0,XXX,XX,03,  Roypur Upazila,15823,8628,7053,3931,8770,4697,64.7,64.2,65.1,00110
51.0,58.0,11.0,XXX,XX,03,  Bamni Union,1715,1085,777,481,938,604,61.3,61.8,60.8,00110
51.0,58.0,59.0,XXX,XX,03,  Keroa Union,13823,7418,6129,3385,7694,4033,65.1,64.4,65.6,00110
51.0,58.0,71.0,XXX,XX,03,  Roypur Union,285,125,147,65,138,60,69.5,69.3,69.7,00110
51.0,73.0,XX.0,XXX,XX,03,  Ramgati Upazila,13161,15989,6794,7790,6367,8199,45.1,46.6,43.7,00110
51.0,73.0,13.0,XXX,XX,03,  Bara Kheri Union,5780,7086,3028,3394,2752,3692,44.9,47.2,42.7,00110
51.0,73.0,23.0,XXX,XX,03,  Char Alexandar Union,7381,8903,3766,4396,3615,4507,45.3,46.1,44.5,00110
46.0,XX.0,XX.0,XXX,XX,03, Khagrachhari Zila,49854,50070,28507,22880,21347,27190,49.9,55.5,44.0,00110
46.0,43.0,XX.0,XXX,XX,03,  Dighinala Upazila,8339,5021,4743,2261,3596,2760,62.4,67.7,56.6,00110
46.0,43.0,31.0,XXX,XX,03,  Boalkhali Union,8339,5021,4743,2261,3596,2760,62.4,67.7,56.6,00110
46.0,49.0,XX.0,XXX,XX,03,  Khagrachhari Sadar Upazila,8964,9471,5233,4177,3731,5294,48.6,55.6,41.3,00110
46.0,49.0,25.0,XXX,XX,03,  Golabari Union,4484,4628,2635,2080,1849,2548,49.2,55.9,42.1,00110
