ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
46.0,49.0,75.0,XXX,XX,03,  Perachhara Union,4480,4843,2598,2097,1882,2746,48.1,55.3,40.7,00110
46.0,61.0,XX.0,XXX,XX,03,  Lakshmichhari Upazila,1180,642,773,309,407,333,64.8,71.4,55.0,00110
46.0,61.0,71.0,XXX,XX,03,  Lakshmichhari Union,1180,642,773,309,407,333,64.8,71.4,55.0,00110
46.0,65.0,XX.0,XXX,XX,03,  Mahalchhari Upazila,5435,3377,3330,1489,2105,1888,61.7,69.1,52.7,00110
46.0,65.0,31.0,XXX,XX,03,  Mahalchhari Union,5435,3377,3330,1489,2105,1888,61.7,69.1,52.7,00110
46.0,67.0,XX.0,XXX,XX,03,  Manikchhari Upazila,12684,15552,6850,7328,5834,8224,44.9,48.3,41.5,00110
46.0,67.0,63.0,XXX,XX,03,  Manikchhari Union,8547,9008,4674,4284,3873,4724,48.7,52.2,45.1,00110
46.0,67.0,87.0,XXX,XX,03,  Tintahari Union,4137,6544,2176,3044,1961,3500,38.7,41.7,35.9,00110
46.0,77.0,XX.0,XXX,XX,03,  Panchhari Upazila,9654,9828,5549,4412,4105,5416,49.6,55.7,43.1,00110
46.0,77.0,76.0,XXX,XX,03,  Panchhari Union,9654,9828,5549,4412,4105,5416,49.6,55.7,43.1,00110
46.0,80.0,XX.0,XXX,XX,03,  Ramgarh Upazila,3598,6179,2029,2904,1569,3275,36.8,41.1,32.4,00110
46.0,80.0,76.0,XXX,XX,03,  Ramgarh Union,3598,6179,2029,2904,1569,3275,36.8,41.1,32.4,00110
22.0,XX.0,XX.0,XXX,XX,03, Cox's Bazar Zila,73040,95578,38195,47045,34845,48533,43.3,44.8,41.8,00110
22.0,24.0,XX.0,XXX,XX,03,  Cox's Bazar Sadar Upazila,23048,22551,11793,11223,11255,11328,50.5,51.2,49.8,00110
22.0,24.0,35.0,XXX,XX,03,  Idgaon Union,8062,5699,4286,2723,3776,2976,58.6,61.1,55.9,00110
22.0,24.0,42.0,XXX,XX,03,  Islamabad Union,8566,9364,4238,4752,4328,4612,47.8,47.1,48.4,00110
22.0,24.0,45.0,XXX,XX,03,  Jalalabad Union,6420,7488,3269,3748,3151,3740,46.2,46.6,45.7,00110
22.0,45.0,XX.0,XXX,XX,03,  Kutubdia Upazila,7986,13084,4246,6608,3740,6476,37.9,39.1,36.6,00110
22.0,45.0,27.0,XXX,XX,03,  Baraghop Union,7986,13084,4246,6608,3740,6476,37.9,39.1,36.6,00110
22.0,56.0,XX.0,XXX,XX,03,  Pekua Upazila,9140,14286,4564,7121,4576,7165,39.0,39.1,39.0,00110
22.0,56.0,83.0,XXX,XX,03,  Pekua Union,9140,14286,4564,7121,4576,7165,39.0,39.1,39.0,00110
22.0,66.0,XX.0,XXX,XX,03,  Ramu Upazila,16614,18590,8752,9114,7862,9476,47.2,49.0,45.3,00110
22.0,66.0,15.0,XXX,XX,03,  Fatekharkul Union,13139,11693,7061,5653,6078,6040,52.9,55.5,50.2,00110
22.0,66.0,38.0,XXX,XX,03,  Joarianala Union,3475,6897,1691,3461,1784,3436,33.5,32.8,34.2,00110
22.0,90.0,XX.0,XXX,XX,03,  Teknaf Upazila,7225,13817,4138,6440,3087,7377,34.3,39.1,29.5,00110
22.0,90.0,63.0,XXX,XX,03,  Teknaf Union,7225,13817,4138,6440,3087,7377,34.3,39.1,29.5,00110
22.0,94.0,XX.0,XXX,XX,03,  Ukhia Upazila,9027,13250,4702,6539,4325,6711,40.5,41.8,39.2,00110
22.0,94.0,47.0,XXX,XX,03,  Raja Palong Union,9027,13250,4702,6539,4325,6711,40.5,41.8,39.2,00110
15.0,XX.0,XX.0,XXX,XX,03, Chittagong Zila,88243,65296,43126,31037,45117,34259,57.5,58.2,56.8,00110
15.0,4.0,XX.0,XXX,XX,03,  Anowara Upazila,3564,1187,1861,628,1703,559,75.0,74.8,75.3,00110
15.0,4.0,15.0,XXX,XX,03,  Anowara Union,3564,1187,1861,628,1703,559,75.0,74.8,75.3,00110
15.0,12.0,XX.0,XXX,XX,03,  Boalkhali Upazila,26719,17141,13190,8073,13529,9068,60.9,62.0,59.9,00110
15.0,12.0,38.0,XXX,XX,03,  Purba Gomdandi Union,14592,10126,7105,4899,7487,5227,59.0,59.2,58.9,00110
15.0,12.0,76.0,XXX,XX,03,  Sakpura Union,12127,7015,6085,3174,6042,3841,63.4,65.7,61.1,00110
15.0,33.0,XX.0,XXX,XX,03,  Fatikchhari Upazila,19978,15551,9460,7197,10518,8354,56.2,56.8,55.7,00110
15.0,33.0,33.0,XXX,XX,03,  Dhurung Union,9905,7871,4837,3649,5068,4222,55.7,57.0,54.6,00110
15.0,33.0,76.0,XXX,XX,03,  Rangamatia Union,10073,7680,4623,3548,5450,4132,56.7,56.6,56.9,00110
15.0,47.0,XX.0,XXX,XX,03,  Lohagara Upazila,15395,10161,7975,5121,7420,5040,60.2,60.9,59.6,00110
15.0,47.0,62.0,XXX,XX,03,  Lohagara Union,15395,10161,7975,5121,7420,5040,60.2,60.9,59.6,00110
15.0,53.0,XX.0,XXX,XX,03,  Mirsharai Upazila,1241,1535,619,682,622,853,44.7,47.6,42.2,00110
15.0,53.0,59.0,XXX,XX,03,  Mirsharai Union,1241,1535,619,682,622,853,44.7,47.6,42.2,00110
15.0,70.0,XX.0,XXX,XX,03,  Rangunia Upazila,12696,10912,6038,5110,6658,5802,53.8,54.2,53.4,00110
15.0,70.0,34.0,XXX,XX,03,  Mariamnagar Union,1394,985,708,469,686,516,58.6,60.2,57.1,00110
15.0,70.0,60.0,XXX,XX,03,  Pomara Union,11302,9927,5330,4641,5972,5286,53.2,53.5,53.0,00110
15.0,78.0,XX.0,XXX,XX,03,  Sandwip Upazila,4635,5108,2046,2398,2589,2710,47.6,46.0,48.9,00110
15.0,78.0,40.0,XXX,XX,03,  Harispur Union,1459,1510,640,714,819,796,49.1,47.3,50.7,00110
15.0,78.0,85.0,XXX,XX,03,  Rahmatpur Union,3176,3598,1406,1684,1770,1914,46.9,45.5,48.0,00110
15.0,82.0,XX.0,XXX,XX,03,  Satkania Upazila,4015,3701,1937,1828,2078,1873,52.0,51.4,52.6,00110
15.0,82.0,36.0,XXX,XX,03,  Dhemsa Union,4015,3701,1937,1828,2078,1873,52.0,51.4,52.6,00110
84.0,XX.0,XX.0,XXX,XX,03, Rangamati Zila,30633,22603,18578,10668,12055,11935,57.5,63.5,50.3,00110
84.0,7.0,XX.0,XXX,XX,03,  Baghaichhari Upazila,2146,3073,1258,1410,888,1663,41.1,47.2,34.8,00110
84.0,7.0,59.0,XXX,XX,03,  Marishya Union,1737,2389,993,1106,744,1283,42.1,47.3,36.7,00110
84.0,7.0,71.0,XXX,XX,03,  Rupakari Union,409,684,265,304,144,380,37.4,46.6,27.5,00110
84.0,21.0,XX.0,XXX,XX,03,  Barkal Upazila,1268,479,856,222,412,257,72.6,79.4,61.6,00110
84.0,21.0,47.0,XXX,XX,03,  Barkal Union,1268,479,856,222,412,257,72.6,79.4,61.6,00110
84.0,25.0,XX.0,XXX,XX,03,  Kawkhali Upazila,4398,4343,2558,2218,1840,2125,50.3,53.6,46.4,00110
84.0,25.0,19.0,XXX,XX,03,  Betbunia Union,4398,4343,2558,2218,1840,2125,50.3,53.6,46.4,00110
84.0,29.0,XX.0,XXX,XX,03,  Belai Chhari Upazila,1461,729,970,380,491,349,66.7,71.9,58.5,00110
84.0,29.0,23.0,XXX,XX,03,  Belai Chhari Union,1461,729,970,380,491,349,66.7,71.9,58.5,00110
84.0,36.0,XX.0,XXX,XX,03,  Kaptai  Upazila,8851,3823,5418,1968,3433,1855,69.8,73.4,64.9,00110
84.0,36.0,57.0,XXX,XX,03,  Kaptai Union,8851,3823,5418,1968,3433,1855,69.8,73.4,64.9,00110
84.0,47.0,XX.0,XXX,XX,03,  Jurai Chhari Upazila,2794,2299,1799,937,995,1362,54.9,65.8,42.2,00110
84.0,47.0,57.0,XXX,XX,03,  Jurai Chhari Union,2794,2299,1799,937,995,1362,54.9,65.8,42.2,00110
84.0,58.0,XX.0,XXX,XX,03,  Langadu  Upazila,4922,4526,2826,2065,2096,2461,52.1,57.8,46.0,00110
84.0,58.0,67.0,XXX,XX,03,  Langadu Union,4922,4526,2826,2065,2096,2461,52.1,57.8,46.0,00110
84.0,75.0,XX.0,XXX,XX,03,  Naniarchar  Upazila,3471,1968,2066,868,1405,1100,63.8,70.4,56.1,00110
84.0,75.0,57.0,XXX,XX,03,  Naniarchar Union,3471,1968,2066,868,1405,1100,63.8,70.4,56.1,00110
84.0,78.0,XX.0,XXX,XX,03,  Rajasthali  Upazila,1322,1363,827,600,495,763,49.2,58.0,39.3,00110
84.0,78.0,71.0,XXX,XX,03,  Gainda Union,1322,1363,827,600,495,763,49.2,58.0,39.3,00110
30.0,XX.0,XX.0,XXX,XX,03, Feni Zila,4439,3984,2297,1856,2142,2128,52.7,55.3,50.2,00110
30.0,14.0,XX.0,XXX,XX,03,  Chhagalnaiya Upazila,1367,1251,742,559,625,692,52.2,57.0,47.5,00110
30.0,14.0,76.0,XXX,XX,03,  Pathannagar Union,1367,1251,742,559,625,692,52.2,57.0,47.5,00110
30.0,25.0,XX.0,XXX,XX,03,  Daganbhuiyan Upazila,620,638,298,302,322,336,49.3,49.7,48.9,00110
30.0,25.0,12.0,XXX,XX,03,  Daganbhuiyan Union,71,59,34,32,37,27,54.6,51.5,57.8,00110
30.0,25.0,38.0,XXX,XX,03,  Jailashkara Union,549,579,264,270,285,309,48.7,49.4,48.0,00110
30.0,41.0,XX.0,XXX,XX,03,  Fulgazi Upazila,2115,1631,1079,727,1036,904,56.5,59.7,53.4,00110
30.0,41.0,67.0,XXX,XX,03,  Fulgazi Union,2115,1631,1079,727,1036,904,56.5,59.7,53.4,00110
30.0,94.0,XX.0,XXX,XX,03,  Sonagazi Upazila,337,464,178,268,159,196,42.1,39.9,44.8,00110
30.0,94.0,66.0,XXX,XX,03,  Matiganj Union,337,464,178,268,159,196,42.1,39.9,44.8,00110
75.0,XX.0,XX.0,XXX,XX,03, Noakhali Zila,52503,54707,25362,26147,27141,28560,49.0,49.2,48.7,00110
75.0,7.0,XX.0,XXX,XX,03,  Begumganj Upazila,25400,18427,11960,8810,13440,9617,58.0,57.6,58.3,00110
75.0,7.0,49.0,XXX,XX,03,  Narottampur Union,7789,7222,3620,3446,4169,3776,51.9,51.2,52.5,00110
75.0,7.0,52.0,XXX,XX,03,  Hajipur Union,9305,6700,4383,3178,4922,3522,58.1,58.0,58.3,00110
75.0,7.0,70.0,XXX,XX,03,  Mir Warishpur Union,8306,4505,3957,2186,4349,2319,64.8,64.4,65.2,00110
75.0,36.0,XX.0,XXX,XX,03,  Hatiya Upazila,8772,23071,4542,11144,4230,11927,27.5,29.0,26.2,00110
75.0,36.0,47.0,XXX,XX,03,  Harni Union,7176,20320,3715,9928,3461,10392,26.1,27.2,25.0,00110
75.0,36.0,76.0,XXX,XX,03,  Sonadia Union,1596,2751,827,1216,769,1535,36.7,40.5,33.4,00110
75.0,80.0,XX.0,XXX,XX,03,  Senbagh Upazila,3779,2653,1668,1145,2111,1508,58.8,59.3,58.3,00110
75.0,80.0,13.0,XXX,XX,03,  Arjuntala Union,763,495,319,197,444,298,60.7,61.8,59.8,00110
75.0,80.0,57.0,XXX,XX,03,  Kadra Union,3016,2158,1349,948,1667,1210,58.3,58.7,57.9,00110
75.0,85.0,XX.0,XXX,XX,03,  Subarnachar Upazila,2426,2975,1287,1429,1139,1546,44.9,47.4,42.4,00110
75.0,85.0,36.0,XXX,XX,03,  Char Jubille Union,2426,2975,1287,1429,1139,1546,44.9,47.4,42.4,00110
75.0,87.0,XX.0,XXX,XX,03,  Noakhali Sadar Upazila,12126,7581,5905,3619,6221,3962,61.5,62.0,61.1,00110
75.0,87.0,23.0,XXX,XX,03,  Ashwadia Union,1159,1043,551,527,608,516,52.6,51.1,54.1,00110
75.0,87.0,25.0,XXX,XX,03,  Binodpur Union,1377,761,655,319,722,442,64.4,67.2,62.0,00110
75.0,87.0,40.0,XXX,XX,03,  Char Matua Union,411,424,158,208,253,216,49.2,43.2,53.9,00110
75.0,87.0,60.0,XXX,XX,03,  Kadir Hanif Union,7075,4389,3531,2126,3544,2263,61.7,62.4,61.0,00110
75.0,87.0,80.0,XXX,XX,03,  Noakhali Union,2104,964,1010,439,1094,525,68.6,69.7,67.6,00110
29.0,XX.0,XX.0,XXX,XX,03, Faridpur Zila,32121,31805,15786,14913,16335,16892,50.2,51.4,49.2,00110
29.0,3.0,XX.0,XXX,XX,03,  Alfadanga Upazila,4155,1717,2076,794,2079,923,70.8,72.3,69.3,00110
29.0,3.0,10.0,XXX,XX,03,  Alfadanga Union,2995,991,1484,449,1511,542,75.1,76.8,73.6,00110
29.0,3.0,31.0,XXX,XX,03,  Buraich Union,1160,726,592,345,568,381,61.5,63.2,59.9,00110
29.0,10.0,XX.0,XXX,XX,03,  Bhanga Upazila,4284,5998,2045,2772,2239,3226,41.7,42.5,41.0,00110
29.0,10.0,13.0,XXX,XX,03,  Algi Union,2544,3202,1217,1494,1327,1708,44.3,44.9,43.7,00110
29.0,10.0,25.0,XXX,XX,03,  Chumordi Union,1740,2796,828,1278,912,1518,38.4,39.3,37.5,00110
29.0,21.0,XX.0,XXX,XX,03,  Char Bhadrasan Upazila,8297,10838,3783,5002,4514,5836,43.4,43.1,43.6,00110
29.0,21.0,19.0,XXX,XX,03,  Char Bhadrasan Union,8297,10838,3783,5002,4514,5836,43.4,43.1,43.6,00110
29.0,47.0,XX.0,XXX,XX,03,  Faridpur Sadar Upazila,340,356,175,180,165,176,48.9,49.3,48.4,00110
29.0,47.0,15.0,XXX,XX,03,  Ambikapur Union,340,356,175,180,165,176,48.9,49.3,48.4,00110
29.0,56.0,XX.0,XXX,XX,03,  Madhukhali Upazila,7399,4237,3796,2032,3603,2205,63.6,65.1,62.0,00110
29.0,56.0,52.0,XXX,XX,03,  Madhukhali Union,5138,2871,2636,1360,2502,1511,64.2,66.0,62.3,00110
29.0,56.0,73.0,XXX,XX,03,  Noapara Union,2261,1366,1160,672,1101,694,62.3,63.3,61.3,00110
29.0,62.0,XX.0,XXX,XX,03,  Nagarkanda Upazila,1584,1713,757,771,827,942,48.0,49.5,46.7,00110
29.0,62.0,55.0,XXX,XX,03,  Laskardia Union,1584,1713,757,771,827,942,48.0,49.5,46.7,00110
29.0,84.0,XX.0,XXX,XX,03,  Sadarpur Upazila,3287,1928,1761,876,1526,1052,63.0,66.8,59.2,00110
29.0,84.0,85.0,XXX,XX,03,  Sadarpur Union,3287,1928,1761,876,1526,1052,63.0,66.8,59.2,00110
29.0,90.0,XX.0,XXX,XX,03,  Saltha Upazila,2775,5018,1393,2486,1382,2532,35.6,35.9,35.3,00110
29.0,90.0,16.0,XXX,XX,03,  Bhawal Union,1565,2850,761,1416,804,1434,35.4,35.0,35.9,00110
29.0,90.0,78.0,XXX,XX,03,  Ramkantapur Union,1210,2168,632,1070,578,1098,35.8,37.1,34.5,00110
72.0,XX.0,XX.0,XXX,XX,03, Netrakona Zila,27398,26149,14481,12824,12917,13325,51.2,53.0,49.2,00110
72.0,4.0,XX.0,XXX,XX,03,  Atpara Upazila,3809,4193,1999,2036,1810,2157,47.6,49.5,45.6,00110
72.0,4.0,11.0,XXX,XX,03,  Baniajan Union,3809,4193,1999,2036,1810,2157,47.6,49.5,45.6,00110
72.0,9.0,XX.0,XXX,XX,03,  Barhatta Upazila,4539,2209,2357,1015,2182,1194,67.3,69.9,64.6,00110
72.0,9.0,23.0,XXX,XX,03,  Barhatta Union,4539,2209,2357,1015,2182,1194,67.3,69.9,64.6,00110
72.0,18.0,XX.0,XXX,XX,03,  Durgapur Upazila,788,1133,408,559,380,574,41.0,42.2,39.8,00110
72.0,18.0,51.0,XXX,XX,03,  Durgapur Union,788,1133,408,559,380,574,41.0,42.2,39.8,00110
72.0,38.0,XX.0,XXX,XX,03,  Khaliajuri Upazila,1493,3653,886,1927,607,1726,29.0,31.5,26.0,00110
72.0,38.0,40.0,XXX,XX,03,  Khaliajuri Union,1493,3653,886,1927,607,1726,29.0,31.5,26.0,00110
72.0,40.0,XX.0,XXX,XX,03,  Kalmakanda Upazila,6636,5474,3547,2629,3089,2845,54.8,57.4,52.1,00110
72.0,40.0,35.0,XXX,XX,03,  Kalmakanda Union,6636,5474,3547,2629,3089,2845,54.8,57.4,52.1,00110
72.0,56.0,XX.0,XXX,XX,03,  Madan Upazila,385,753,210,374,175,379,33.8,36.0,31.6,00110
72.0,56.0,52.0,XXX,XX,03,  Madan Union,385,753,210,374,175,379,33.8,36.0,31.6,00110
72.0,83.0,XX.0,XXX,XX,03,  Purbadhala Upazila,9748,8734,5074,4284,4674,4450,52.7,54.2,51.2,00110
72.0,83.0,71.0,XXX,XX,03,  Jaria Union,3502,4506,1833,2287,1669,2219,43.7,44.5,42.9,00110
72.0,83.0,94.0,XXX,XX,03,  Purbadhala Union,6246,4228,3241,1997,3005,2231,59.6,61.9,57.4,00110
39.0,XX.0,XX.0,XXX,XX,03, Jamalpur Zila,19848,23840,10366,11052,9482,12788,45.4,48.4,42.6,00110
39.0,7.0,XX.0,XXX,XX,03,  Bakshiganj Upazila,11251,12905,5922,6047,5329,6858,46.6,49.5,43.7,00110
39.0,7.0,23.0,XXX,XX,03,  Bakshiganj Union,11251,12905,5922,6047,5329,6858,46.6,49.5,43.7,00110
39.0,15.0,XX.0,XXX,XX,03,  Dewanganj Upazila,2325,4857,1181,2215,1144,2642,32.4,34.8,30.2,00110
39.0,15.0,36.0,XXX,XX,03,  Chikajani Union,800,1591,408,710,392,881,33.5,36.5,30.8,00110
39.0,15.0,43.0,XXX,XX,03,  Chukaibari Union,1525,3266,773,1505,752,1761,31.8,33.9,29.9,00110
39.0,36.0,XX.0,XXX,XX,03,  Jamalpur Sadar Upazila,4260,2212,2176,1008,2084,1204,65.8,68.3,63.4,00110
39.0,36.0,59.0,XXX,XX,03,  Ranagachha Union,4260,2212,2176,1008,2084,1204,65.8,68.3,63.4,00110
39.0,61.0,XX.0,XXX,XX,03,  Melandaha Upazila,1261,2923,704,1359,557,1564,30.1,34.1,26.3,00110
39.0,61.0,85.0,XXX,XX,03,  Nangla Union,1261,2923,704,1359,557,1564,30.1,34.1,26.3,00110
39.0,85.0,XX.0,XXX,XX,03,  Sarishabari Upazila,751,943,383,423,368,520,44.3,47.5,41.4,00110
39.0,85.0,21.0,XXX,XX,03,  Bhatara Union,751,943,383,423,368,520,44.3,47.5,41.4,00110
59.0,XX.0,XX.0,XXX,XX,03, Munshiganj Zila,36664,24710,19162,12599,17502,12111,59.7,60.3,59.1,00110
59.0,24.0,XX.0,XXX,XX,03,  Gazaria Upazila,3388,2267,1750,987,1638,1280,59.9,63.9,56.1,00110
59.0,24.0,42.0,XXX,XX,03,  Gazaria Union,2285,1288,1174,542,1111,746,64.0,68.4,59.8,00110
59.0,24.0,73.0,XXX,XX,03,  Imampur Union,1103,979,576,445,527,534,53.0,56.4,49.7,00110
59.0,44.0,XX.0,XXX,XX,03,  Lohajang Upazila,2571,1715,1239,819,1332,896,60.0,60.2,59.8,00110
59.0,44.0,13.0,XXX,XX,03,  Bejgaon Union,636,399,281,166,355,233,61.4,62.9,60.4,00110
59.0,44.0,94.0,XXX,XX,03,  Lohajang Teotia Union,1935,1316,958,653,977,663,59.5,59.5,59.6,00110
59.0,56.0,XX.0,XXX,XX,03,  Munshiganj Sadar Upazila,10642,9433,6279,4786,4363,4647,53.0,56.7,48.4,00110
59.0,56.0,76.0,XXX,XX,03,  Panchasar Union,9175,8154,5524,4170,3651,3984,52.9,57.0,47.8,00110
59.0,56.0,85.0,XXX,XX,03,  Rampal Union,1467,1279,755,616,712,663,53.4,55.1,51.8,00110
59.0,74.0,XX.0,XXX,XX,03,  Serajdikhan Upazila,1903,1377,960,715,943,662,58.0,57.3,58.8,00110
59.0,74.0,88.0,XXX,XX,03,  Rasunia Union,1903,1377,960,715,943,662,58.0,57.3,58.8,00110
59.0,84.0,XX.0,XXX,XX,03,  Sreenagar Upazila,7667,5083,3993,2854,3674,2229,60.1,58.3,62.2,00110
59.0,84.0,74.0,XXX,XX,03,  Sreenagar Union,7667,5083,3993,2854,3674,2229,60.1,58.3,62.2,00110
59.0,94.0,XX.0,XXX,XX,03,  Tongibari Upazila,10493,4835,4941,2438,5552,2397,68.5,67.0,69.8,00110
59.0,94.0,39.0,XXX,XX,03,  Dhipur Union,2554,1297,1313,629,1241,668,66.3,67.6,65.0,00110
59.0,94.0,94.0,XXX,XX,03,  Sonarang Tongibari Union,7939,3538,3628,1809,4311,1729,69.2,66.7,71.4,00110
35.0,XX.0,XX.0,XXX,XX,03, Gopalganj Zila,21944,14157,10729,6904,11215,7253,60.8,60.8,60.7,00110
35.0,32.0,XX.0,XXX,XX,03,  Gopalganj Sadar Upazila,1187,845,588,361,599,484,58.4,62.0,55.3,00110
35.0,32.0,21.0,XXX,XX,03,  Gobra Union,662,477,327,210,335,267,58.1,60.9,55.6,00110
35.0,32.0,38.0,XXX,XX,03,  Jalalabad Union,525,368,261,151,264,217,58.8,63.3,54.9,00110
35.0,43.0,XX.0,XXX,XX,03,  Kashiani Upazila,3452,1141,1662,496,1790,645,75.2,77.0,73.5,00110
35.0,43.0,27.0,XXX,XX,03,  Kashiani Union,3452,1141,1662,496,1790,645,75.2,77.0,73.5,00110
35.0,51.0,XX.0,XXX,XX,03,  Kotalipara Upazila,3277,1801,1663,901,1614,900,64.5,64.9,64.2,00110
35.0,51.0,23.0,XXX,XX,03,  Ghagar Union,3277,1801,1663,901,1614,900,64.5,64.9,64.2,00110
35.0,91.0,XX.0,XXX,XX,03,  Tungipara Upazila,14028,10370,6816,5146,7212,5224,57.5,57.0,58.0,00110
35.0,91.0,66.0,XXX,XX,03,  Kushli Union,318,728,139,364,179,364,30.4,27.6,33.0,00110
35.0,91.0,76.0,XXX,XX,03,  Patgati Display Memory Union,13710,9642,6677,4782,7033,4860,58.7,58.3,59.1,00110
82.0,XX.0,XX.0,XXX,XX,03, Rajbari Zila,14697,12534,7378,5907,7319,6627,54.0,55.5,52.5,00110
82.0,7.0,XX.0,XXX,XX,03,  Baliakandi Upazila,5724,2828,2988,1311,2736,1517,66.9,69.5,64.3,00110
82.0,7.0,17.0,XXX,XX,03,  Baharpur Union,1920,586,1041,257,879,329,76.6,80.2,72.8,00110
82.0,7.0,19.0,XXX,XX,03,  Baliakandi Union,3804,2242,1947,1054,1857,1188,62.9,64.9,61.0,00110
82.0,29.0,XX.0,XXX,XX,03,  Goalanda Upazila,4162,5537,1947,2623,2215,2914,42.9,42.6,43.2,00110
82.0,29.0,19.0,XXX,XX,03,  Chhota Bhakla Union,1768,2222,815,1047,953,1175,44.3,43.8,44.8,00110
82.0,29.0,76.0,XXX,XX,03,  Ujan Char Union,2394,3315,1132,1576,1262,1739,41.9,41.8,42.1,00110
82.0,47.0,XX.0,XXX,XX,03,  Kalukhali Upazila,2421,1197,1244,515,1177,682,66.9,70.7,63.3,00110
82.0,47.0,30.0,XXX,XX,03,  Kalikapur Union,593,512,293,239,300,273,53.7,55.1,52.4,00110
82.0,47.0,85.0,XXX,XX,03,  Ratandia Union,1828,685,951,276,877,409,72.7,77.5,68.2,00110
82.0,73.0,XX.0,XXX,XX,03,  Pangsha Upazila,1240,1993,640,980,600,1013,38.4,39.5,37.2,00110
82.0,73.0,25.0,XXX,XX,03,  Jashai Union,1098,1812,564,892,534,920,37.7,38.7,36.7,00110
82.0,73.0,75.0,XXX,XX,03,  Babupara Union,142,181,76,88,66,93,44.0,46.3,41.5,00110
82.0,76.0,XX.0,XXX,XX,03,  Rajbari Sadar Upazila,1150,979,559,478,591,501,54.0,53.9,54.1,00110
82.0,76.0,36.0,XXX,XX,03,  Dadshi Union,1094,951,527,464,567,487,53.5,53.2,53.8,00110
82.0,76.0,51.0,XXX,XX,03,  Mizanpur Union,56,28,32,14,24,14,66.7,69.6,63.2,00110
61.0,XX.0,XX.0,XXX,XX,03, Mymensingh Zila,102447,100157,53463,48941,48984,51216,50.6,52.2,48.9,00110
61.0,13.0,XX.0,XXX,XX,03,  Bhaluka Upazila,9175,10038,4863,4936,4312,5102,47.8,49.6,45.8,00110
61.0,13.0,14.0,XXX,XX,03,  Bhaluka Union,547,828,270,427,277,401,39.8,38.7,40.9,00110
61.0,13.0,69.0,XXX,XX,03,  Mallikbari Union,8628,9210,4593,4509,4035,4701,48.4,50.5,46.2,00110
61.0,16.0,XX.0,XXX,XX,03,  Dhobaura Upazila,2838,2975,1482,1413,1356,1562,48.8,51.2,46.5,00110
61.0,16.0,36.0,XXX,XX,03,  Dhobaura Union,2838,2975,1482,1413,1356,1562,48.8,51.2,46.5,00110
61.0,20.0,XX.0,XXX,XX,03,  Fulbaria Upazila,6867,8953,3363,4220,3504,4733,43.4,44.3,42.5,00110
61.0,20.0,17.0,XXX,XX,03,  Bakta Union,616,839,312,390,304,449,42.3,44.4,40.4,00110
61.0,20.0,47.0,XXX,XX,03,  Fulbaria Union,6251,8114,3051,3830,3200,4284,43.5,44.3,42.8,00110
61.0,22.0,XX.0,XXX,XX,03,  Gaffargaon Upazila,6674,4419,3291,2126,3383,2293,60.2,60.8,59.6,00110
61.0,22.0,82.0,XXX,XX,03,  Saltia Union,6674,4419,3291,2126,3383,2293,60.2,60.8,59.6,00110
61.0,24.0,XX.0,XXX,XX,03,  Haluaghat Upazila,7289,2860,3692,1302,3597,1558,71.8,73.9,69.8,00110
61.0,24.0,61.0,XXX,XX,03,  Haluaghat Union,7289,2860,3692,1302,3597,1558,71.8,73.9,69.8,00110
61.0,31.0,XX.0,XXX,XX,03,  Ishwarganj Upazila,2009,2552,1004,1280,1005,1272,44.0,44.0,44.1,00110
61.0,31.0,40.0,XXX,XX,03,  Ishwarganj Union,2009,2552,1004,1280,1005,1272,44.0,44.0,44.1,00110
61.0,52.0,XX.0,XXX,XX,03,  Mymensingh Sadar Upazila,56661,54163,30367,26822,26294,27341,51.1,53.1,49.0,00110
61.0,52.0,23.0,XXX,XX,03,  Akua Union,26558,17306,14365,8801,12193,8505,60.5,62.0,58.9,00110
61.0,52.0,27.0,XXX,XX,03,  Baira (Kewatkhali) Union,11416,10419,6010,4960,5406,5459,52.3,54.8,49.8,00110
61.0,52.0,33.0,XXX,XX,03,  Char Ishwardia Union,11861,15660,6340,7636,5521,8024,43.1,45.4,40.8,00110
61.0,52.0,40.0,XXX,XX,03,  Char Nilakshmia Union,3171,6834,1717,3403,1454,3431,31.7,33.5,29.8,00110
61.0,52.0,67.0,XXX,XX,03,  Khagdahar Union,3655,3944,1935,2022,1720,1922,48.1,48.9,47.2,00110
61.0,72.0,XX.0,XXX,XX,03,  Nandail Upazila,3801,4401,1776,2091,2025,2310,46.3,45.9,46.7,00110
61.0,72.0,13.0,XXX,XX,03,  Achargaon Union,3785,4380,1767,2079,2018,2301,46.4,45.9,46.7,00110
61.0,72.0,23.0,XXX,XX,03,  Chandipasha Union,16,21,9,12,7,9,43.2,42.9,43.8,00110
61.0,94.0,XX.0,XXX,XX,03,  Trishal Upazila,7133,9796,3625,4751,3508,5045,42.1,43.3,41.0,00110
61.0,94.0,66.0,XXX,XX,03,  Rampur Union,7133,9796,3625,4751,3508,5045,42.1,43.3,41.0,00110
