ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
47.0,XX.0,XX.0,XXX,XX,XX,Khulna Zila Total,540504,18.3,23.0,56.6,2.0,41.4,36.6,18.4,3.6,00111
47.0,12.0,XX.0,XXX,XX,XX,Batiaghata Upazila Total,40659,6.2,11.9,79.3,2.6,56.7,30.7,9.7,2.9,00111
47.0,12.0,11.0,XXX,XX,XX,  Amirpur Union Total,3879,2.9,13.7,81.3,2.1,63.1,24.7,10.3,1.9,00111
47.0,12.0,23.0,XXX,XX,XX,  Baliadanga Union Total,4025,2.2,8.4,80.7,8.7,60.4,29.7,6.6,3.3,00111
47.0,12.0,35.0,XXX,XX,XX,Batiaghata Union Total,4702,9.5,12.7,76.5,1.3,81.8,13.4,3.3,1.6,00111
47.0,12.0,47.0,XXX,XX,XX,  Bhanderkote Union Total,3964,3.4,6.2,88.5,1.8,54.7,34.9,7.5,2.9,00111
47.0,12.0,59.0,XXX,XX,XX,  Gangarampur Union Total,4647,5.0,4.4,90.0,0.6,70.9,22.4,2.8,3.9,00111
47.0,12.0,71.0,XXX,XX,XX,  Jalma Union Total,13152,9.1,20.3,68.2,2.4,52.4,32.9,13.3,1.4,00111
47.0,12.0,83.0,XXX,XX,XX,  Surkhali Union Total,6290,4.8,3.9,88.8,2.5,31.3,46.6,15.4,6.6,00111
47.0,17.0,XX.0,XXX,XX,XX,Dacope Upazila Total,36369,2.9,5.7,87.6,3.8,45.0,22.3,18.9,13.7,00111
4.0,47.0,17.0,XXX,XX,XX,Chalna Paurashava,3374,7.9,26.8,60.9,4.4,69.4,18.4,8.1,4.0,00111
47.0,17.0,1.0,XXX,XX,XX,  Ward No-01 Total,225,1.3,5.3,88.4,4.9,49.8,20.0,19.6,10.7,00111
47.0,17.0,2.0,XXX,XX,XX,  Ward No-02 Total,326,1.5,7.4,89.3,1.8,45.1,31.0,10.1,13.8,00111
47.0,17.0,3.0,XXX,XX,XX,  Ward No-03 Total,352,3.1,19.0,77.3,0.6,79.8,16.8,2.8,0.6,00111
47.0,17.0,4.0,XXX,XX,XX,  Ward No-04 Total,281,1.4,6.0,92.2,0.4,44.1,9.6,40.9,5.3,00111
47.0,17.0,5.0,XXX,XX,XX,  Ward No-05 Total,346,17.6,48.8,33.5,0.0,81.2,15.3,2.0,1.4,00111
47.0,17.0,6.0,XXX,XX,XX,  Ward No-06 Total,274,12.0,46.7,25.2,16.1,72.6,16.4,10.2,0.7,00111
47.0,17.0,7.0,XXX,XX,XX,  Ward No-07 Total,444,4.5,20.7,74.3,0.5,69.1,29.3,0.2,1.4,00111
47.0,17.0,8.0,XXX,XX,XX,  Ward No-08 Total,637,18.8,46.6,34.1,0.5,85.6,11.3,2.8,0.3,00111
47.0,17.0,9.0,XXX,XX,XX,  Ward No-09 Total,489,2.0,20.2,61.6,16.2,71.0,18.4,3.5,7.2,00111
47.0,17.0,10.0,XXX,XX,XX,  Bajua Union Total,3556,3.1,4.0,91.5,1.4,54.6,29.1,7.3,9.0,00111
47.0,17.0,13.0,XXX,XX,XX,  Banishanta Union Total,3371,1.9,0.9,93.8,3.4,54.8,21.5,13.5,10.2,00111
47.0,17.0,21.0,XXX,XX,XX,  Laudubi Union Total,2035,4.5,4.5,89.2,1.8,71.2,17.0,6.8,5.1,00111
47.0,17.0,42.0,XXX,XX,XX,  Dacope Union Total,1816,2.3,4.0,92.5,1.3,82.2,11.8,3.5,2.5,00111
47.0,17.0,52.0,XXX,XX,XX,  Kailasganj Union Total,3435,1.7,4.4,73.6,20.3,54.6,27.3,6.1,12.0,00111
47.0,17.0,63.0,XXX,XX,XX,  Kamarkhola Union Total,3540,2.4,2.8,94.7,0.1,36.0,11.6,15.0,37.4,00111
47.0,17.0,69.0,XXX,XX,XX,  Pankhali Union Total,3729,2.4,6.1,89.6,1.9,37.9,40.3,16.7,5.0,00111
47.0,17.0,73.0,XXX,XX,XX,  Sutarkhali Union Total,7439,1.2,1.0,95.4,2.4,5.3,16.2,53.6,25.0,00111
47.0,17.0,84.0,XXX,XX,XX,  Tildanga Union Total,4074,4.5,6.5,87.9,1.1,57.6,27.6,8.2,6.6,00111
47.0,17.0,97.0,XXX,XX,XX,  Khulna Range Union Total,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00111
47.0,21.0,XX.0,XXX,XX,XX,Daulatpur Thana Total,25839,27.9,36.5,34.1,1.5,43.1,43.9,11.9,1.1,00111
47.0,21.0,1.0,XXX,XX,XX,  Ward No-01 Total,4471,33.8,32.7,33.1,0.4,60.3,31.8,7.3,0.6,00111
47.0,21.0,2.0,XXX,XX,XX,  Ward No-02 (Part) Total,2225,20.0,35.1,44.7,0.3,64.8,29.8,5.4,0.0,00111
47.0,21.0,3.0,XXX,XX,XX,  Ward No-03 Total,4977,26.4,36.2,36.7,0.7,53.3,33.3,12.1,1.3,00111
47.0,21.0,4.0,XXX,XX,XX,  Ward No-04 Total,3668,28.8,33.6,33.5,4.1,19.7,59.5,18.4,2.4,00111
47.0,21.0,5.0,XXX,XX,XX,  Ward No-05 Total,3325,32.5,42.8,21.1,3.6,38.0,56.1,5.8,0.2,00111
47.0,21.0,6.0,XXX,XX,XX,  Ward No-06 Total,4274,27.8,39.8,31.3,1.0,24.3,59.1,16.5,0.1,00111
47.0,21.0,10.0,XXX,XX,XX,  Aranghata Union Total,2899,21.4,35.9,42.4,0.4,45.9,35.6,15.6,2.9,00111
47.0,30.0,XX.0,XXX,XX,XX,Dumuria Upazila Total,71682,11.1,20.0,67.6,1.4,50.4,31.4,13.6,4.7,00111
47.0,30.0,11.0,XXX,XX,XX,  Atlia Union Total,7571,18.6,25.2,55.7,0.5,50.3,25.1,21.4,3.2,00111
47.0,30.0,13.0,XXX,XX,XX,  Bhandar Para Union Total,4072,7.3,15.8,75.5,1.4,71.7,19.3,6.1,2.9,00111
47.0,30.0,20.0,XXX,XX,XX,  Dhamalia Union Total,5169,10.5,33.3,56.0,0.3,53.9,37.3,6.2,2.6,00111
47.0,30.0,27.0,XXX,XX,XX,Dumuria Union Total,6597,14.7,20.9,62.7,1.8,45.9,33.3,18.9,1.9,00111
47.0,30.0,33.0,XXX,XX,XX,  Gutudia Union Total,5952,8.5,15.5,71.6,4.4,58.3,30.7,8.2,2.8,00111
47.0,30.0,40.0,XXX,XX,XX,  Kharnia Union Total,4934,8.7,20.4,67.6,3.4,45.8,33.4,12.7,8.1,00111
47.0,30.0,47.0,XXX,XX,XX,  Magurkhali Union Total,3201,10.2,3.8,85.6,0.3,65.8,15.3,10.0,8.9,00111
47.0,30.0,54.0,XXX,XX,XX,  Maguraghona Union Total,5362,12.6,32.1,54.6,0.7,14.6,40.0,37.6,7.8,00111
47.0,30.0,61.0,XXX,XX,XX,  Raghunathpur Union Total,5925,13.9,27.8,57.2,1.1,52.3,31.5,11.3,4.9,00111
47.0,30.0,67.0,XXX,XX,XX,  Rangpur Union Total,4101,6.7,15.1,75.6,2.7,61.3,23.8,8.3,6.6,00111
47.0,30.0,74.0,XXX,XX,XX,  Rudaghara Union Total,5383,11.0,28.9,59.9,0.3,43.4,43.5,12.1,1.0,00111
47.0,30.0,81.0,XXX,XX,XX,  Sahas Union Total,4496,8.3,8.1,83.4,0.3,55.4,37.3,3.2,4.1,00111
47.0,30.0,88.0,XXX,XX,XX,  Sarappur Union Total,4118,6.8,7.5,85.2,0.5,64.2,19.8,10.0,6.0,00111
47.0,30.0,94.0,XXX,XX,XX,  Sovna Union Total,4801,9.2,9.0,80.9,1.0,38.8,39.2,13.2,8.9,00111
47.0,40.0,XX.0,XXX,XX,XX,Dighalia Upazila Total,26601,11.6,29.9,57.7,0.8,58.4,34.3,6.3,1.0,00111
47.0,40.0,17.0,XXX,XX,XX,  Barakpur Union Total,4804,7.5,15.2,76.9,0.5,65.0,28.3,5.3,1.4,00111
47.0,40.0,57.0,XXX,XX,XX,  Dighalia Union Total,6613,14.6,34.8,48.8,1.8,60.3,32.5,7.1,0.2,00111
47.0,40.0,66.0,XXX,XX,XX,  Gazir Hat Union Total,4369,3.4,19.7,76.5,0.4,68.5,26.1,3.9,1.4,00111
47.0,40.0,85.0,XXX,XX,XX,  Senhati Union Total,10815,15.0,37.5,47.0,0.6,50.3,41.3,7.2,1.2,00111
47.0,45.0,XX.0,XXX,XX,XX,Khalishpur Thana Total,37557,37.0,35.7,26.3,0.9,46.1,37.4,16.0,0.5,00111
47.0,45.0,7.0,XXX,XX,XX,  Ward No-07 Total,2496,23.2,42.2,32.9,1.6,42.5,44.5,12.7,0.4,00111
47.0,45.0,8.0,XXX,XX,XX,  Ward No-08 Total,1973,37.7,34.5,27.8,0.1,29.2,66.0,4.8,0.1,00111
47.0,45.0,9.0,XXX,XX,XX,  Ward No-09 Total,7310,29.5,26.2,43.5,0.8,58.2,28.7,11.6,1.6,00111
47.0,45.0,10.0,XXX,XX,XX,  Ward No-10 Total,6533,39.7,46.0,13.4,1.0,29.2,26.2,44.5,0.2,00111
47.0,45.0,11.0,XXX,XX,XX,  Ward No-11 Total,2590,40.9,46.9,12.2,0.0,47.8,42.4,9.8,0.1,00111
47.0,45.0,12.0,XXX,XX,XX,  Ward No-12 Total,5091,56.7,31.5,11.1,0.7,53.2,43.1,3.1,0.6,00111
47.0,45.0,13.0,XXX,XX,XX,  Ward No-13 Total,2274,27.7,35.1,37.1,0.0,19.9,71.2,8.8,0.1,00111
47.0,45.0,14.0,XXX,XX,XX,  Ward No-14 Total,5622,37.4,30.3,32.1,0.2,56.0,29.4,14.3,0.2,00111
47.0,45.0,15.0,XXX,XX,XX,  Ward No-15 Total,3668,31.6,39.5,25.3,3.6,53.3,34.6,11.6,0.6,00111
47.0,48.0,XX.0,XXX,XX,XX,Khan Jahan Ali Thana Total,18293,33.5,35.4,29.0,2.1,41.0,39.2,18.4,1.4,00111
47.0,48.0,2.0,XXX,XX,XX,  Ward No-02 (Part) Total,927,22.2,24.1,49.0,4.7,31.1,45.1,22.9,1.0,00111
47.0,48.0,19.0,XXX,XX,XX,  Atra Gilatala Union Total,11273,32.1,38.4,27.1,2.4,38.2,40.8,18.9,2.1,00111
47.0,48.0,75.0,XXX,XX,XX,  Jugipole Union Total,5932,36.1,32.5,30.1,1.2,46.1,36.4,17.3,0.2,00111
47.0,48.0,98.0,XXX,XX,XX,  Gilatala Cantt. Total,161,96.9,3.1,0.0,0.0,99.4,0.6,0.0,0.0,00111
47.0,51.0,XX.0,XXX,XX,XX,Khulna Sadar Thana Total,52334,43.5,28.9,26.0,1.6,53.4,37.7,8.5,0.4,00111
47.0,51.0,21.0,XXX,XX,XX,  Ward No-21 Total,4116,30.6,17.9,45.2,6.3,28.5,51.9,16.0,3.6,00111
47.0,51.0,22.0,XXX,XX,XX,  Ward No-22 Total,3855,38.9,34.9,24.9,1.3,43.4,49.9,6.4,0.3,00111
47.0,51.0,23.0,XXX,XX,XX,  Ward No-23 Total,3118,78.1,15.9,4.7,1.2,83.1,13.8,2.9,0.2,00111
47.0,51.0,24.0,XXX,XX,XX,  Ward No-24 Total,9442,55.9,27.6,14.5,2.0,63.3,31.9,4.7,0.1,00111
47.0,51.0,27.0,XXX,XX,XX,  Ward No-27 Total,7121,55.6,26.4,17.1,0.9,63.3,29.4,7.2,0.0,00111
47.0,51.0,28.0,XXX,XX,XX,  Ward No-28 Total,4802,43.6,30.8,24.9,0.7,59.7,33.4,6.9,0.0,00111
47.0,51.0,29.0,XXX,XX,XX,  Ward No-29 Total,4089,60.5,27.5,10.4,1.6,78.9,18.6,2.5,0.0,00111
47.0,51.0,30.0,XXX,XX,XX,  Ward No-30 Total,7821,31.8,37.6,29.3,1.3,40.7,49.7,9.3,0.2,00111
47.0,51.0,31.0,XXX,XX,XX,  Ward No-31 Total,7970,15.8,31.5,52.0,0.7,34.5,48.5,16.8,0.2,00111
47.0,53.0,XX.0,XXX,XX,XX,Koyra Upazila Total,45648,4.4,5.5,86.9,3.3,26.4,31.6,33.1,8.9,00111
47.0,53.0,10.0,XXX,XX,XX,  Amadi Union Total,7434,7.3,7.5,84.8,0.4,20.5,33.5,44.0,2.1,00111
47.0,53.0,11.0,XXX,XX,XX,  Bagali Union Total,8863,4.3,6.1,88.4,1.1,19.7,41.2,30.7,8.3,00111
47.0,53.0,22.0,XXX,XX,XX,  Dakshin Bedkashi Union Total,3875,1.3,3.6,84.1,11.0,24.1,14.7,41.5,19.7,00111
47.0,53.0,55.0,XXX,XX,XX,Koyra Union Total,7761,4.6,6.4,81.5,7.5,30.4,31.3,25.6,12.7,00111
47.0,53.0,72.0,XXX,XX,XX,  Maharajpur Union Total,7148,3.5,3.8,89.7,3.0,23.2,33.6,38.4,4.9,00111
47.0,53.0,78.0,XXX,XX,XX,  Maheshwaripur Union Total,6904,4.5,4.5,89.3,1.7,23.5,29.5,36.9,10.1,00111
47.0,53.0,94.0,XXX,XX,XX,  Uttar Bedkashi Union Total,3663,2.7,4.4,91.9,1.0,60.3,22.9,6.8,10.0,00111
47.0,64.0,XX.0,XXX,XX,XX,Paikgachha Upazila Total,59689,12.4,18.1,68.5,1.0,21.6,36.0,37.7,4.7,00111
47.0,64.0,XX.0,XXX,XX,XX,  Paikgachha Paurashava,3744,24.8,28.7,44.8,1.6,19.4,34.7,45.5,0.4,00111
47.0,64.0,1.0,XXX,XX,XX,  Ward No-01 Total,254,12.6,29.5,57.1,0.8,10.2,6.3,83.5,0.0,00111
47.0,64.0,2.0,XXX,XX,XX,  Ward No-02 Total,265,6.8,33.2,60.0,0.0,2.6,1.5,95.8,0.0,00111
47.0,64.0,3.0,XXX,XX,XX,  Ward No-03 Total,309,15.2,25.9,58.9,0.0,19.7,36.2,43.7,0.3,00111
47.0,64.0,4.0,XXX,XX,XX,  Ward No-04 Total,610,35.7,27.2,36.6,0.5,17.7,44.3,38.0,0.0,00111
47.0,64.0,5.0,XXX,XX,XX,  Ward No-05 Total,682,23.6,33.0,43.4,0.0,23.8,18.9,57.0,0.3,00111
47.0,64.0,6.0,XXX,XX,XX,  Ward No-06 Total,480,27.5,32.3,35.6,4.6,31.9,40.2,27.3,0.6,00111
47.0,64.0,7.0,XXX,XX,XX,  Ward No-07 Total,407,16.2,31.7,51.1,1.0,11.5,61.9,26.5,0.0,00111
47.0,64.0,8.0,XXX,XX,XX,  Ward No-08 Total,260,39.6,28.8,31.5,0.0,53.8,23.8,22.3,0.0,00111
47.0,64.0,9.0,XXX,XX,XX,  Ward No-09 Total,477,32.1,17.2,44.7,6.1,4.8,54.7,38.4,2.1,00111
47.0,64.0,16.0,XXX,XX,XX,  Chandkhali Union Total,8939,7.3,12.3,79.9,0.5,13.8,26.2,56.2,3.8,00111
47.0,64.0,27.0,XXX,XX,XX,  Deluti Union Total,3799,5.3,3.1,91.0,0.6,37.1,51.8,10.2,0.8,00111
47.0,64.0,33.0,XXX,XX,XX,  Gadaipur Union Total,4798,13.2,28.2,56.9,1.7,7.4,41.6,46.0,4.9,00111
47.0,64.0,39.0,XXX,XX,XX,  Garuikhali Union Total,5606,3.9,4.2,91.6,0.3,30.1,37.2,25.3,7.5,00111
47.0,64.0,44.0,XXX,XX,XX,  Haridhali Union Total,5852,19.4,24.5,54.8,1.4,30.4,40.9,20.9,7.8,00111
47.0,64.0,50.0,XXX,XX,XX,  Kapilmuni Union Total,8219,15.2,28.9,54.6,1.3,19.2,41.2,32.7,6.9,00111
47.0,64.0,61.0,XXX,XX,XX,  Laskar Union Total,4577,11.0,8.0,79.8,1.2,11.8,20.6,61.4,6.2,00111
47.0,64.0,67.0,XXX,XX,XX,  Lata Union Total,2617,8.4,8.6,82.5,0.5,50.5,41.7,6.0,1.8,00111
47.0,64.0,83.0,XXX,XX,XX,  Raruli Union Total,6492,17.7,33.0,48.5,0.7,25.2,28.2,42.9,3.7,00111
47.0,64.0,89.0,XXX,XX,XX,  Sholadana Union Total,5046,10.1,7.7,80.9,1.3,12.7,42.2,41.9,3.1,00111
47.0,69.0,XX.0,XXX,XX,XX,Phultala Upazila Total,19528,17.9,42.9,37.4,1.9,34.8,44.1,19.9,1.2,00111
47.0,69.0,38.0,XXX,XX,XX,Damodar Union Total,8484,22.1,45.6,29.6,2.7,41.7,39.8,17.4,1.1,00111
47.0,69.0,57.0,XXX,XX,XX,  Jamira Union Total,4415,11.7,34.5,52.7,1.0,26.0,57.3,14.9,1.8,00111
47.0,69.0,76.0,XXX,XX,XX,Phultala Union Total,6629,16.6,44.9,37.0,1.4,31.8,40.7,26.4,1.0,00111
47.0,75.0,XX.0,XXX,XX,XX,Rupsa Upazila Total,41763,12.5,29.1,53.9,4.5,31.8,44.6,21.9,1.7,00111
47.0,75.0,13.0,XXX,XX,XX,  Aijganti Union Total,10345,20.1,31.5,43.1,5.3,32.4,45.1,21.6,0.9,00111
47.0,75.0,27.0,XXX,XX,XX,  Ghatbhogh Union Total,7183,3.6,16.4,78.0,1.9,48.8,36.8,11.8,2.6,00111
47.0,75.0,54.0,XXX,XX,XX,  Naihati Union Total,14380,12.2,33.4,50.9,3.5,21.1,49.9,27.0,1.9,00111
47.0,75.0,67.0,XXX,XX,XX,  Sreefaltala Union Total,5793,11.9,29.1,52.4,6.6,26.2,46.9,25.0,1.9,00111
47.0,75.0,81.0,XXX,XX,XX,  T. S. Bahirdia Union Total,4062,11.1,30.0,51.7,7.2,45.6,35.4,18.2,0.8,00111
47.0,85.0,XX.0,XXX,XX,XX,Sonadanga Thana Total,38293,40.6,36.3,21.2,1.9,48.6,42.0,9.1,0.3,00111
47.0,85.0,16.0,XXX,XX,XX,  Ward No-16 Total,6681,42.3,31.5,24.9,1.2,49.3,41.6,8.5,0.6,00111
47.0,85.0,17.0,XXX,XX,XX,  Ward No-17 Total,7608,36.6,34.1,26.7,2.6,46.9,42.9,9.8,0.4,00111
47.0,85.0,18.0,XXX,XX,XX,  Ward No-18 Total,6000,30.3,42.3,24.5,3.0,34.9,53.3,11.5,0.4,00111
47.0,85.0,19.0,XXX,XX,XX,  Ward No-19 Total,4291,42.1,39.1,17.9,0.9,66.4,27.4,6.2,0.0,00111
47.0,85.0,20.0,XXX,XX,XX,  Ward No-20 Total,3648,49.0,37.3,10.0,3.7,49.8,47.2,2.9,0.1,00111
47.0,85.0,25.0,XXX,XX,XX,  Ward No-25 Total,4983,45.7,37.5,15.9,0.9,41.0,50.9,8.0,0.1,00111
47.0,85.0,26.0,XXX,XX,XX,  Ward No-26 Total,5082,44.1,35.0,20.3,0.6,58.1,27.9,13.9,0.1,00111
47.0,94.0,XX.0,XXX,XX,XX,Terokhada Upazila Total,26249,2.8,11.8,84.4,1.1,20.1,54.3,22.9,2.7,00111
47.0,94.0,13.0,XXX,XX,XX,  Ajugara Union Total,3407,5.1,10.3,82.2,2.4,28.7,49.5,17.9,3.9,00111
47.0,94.0,27.0,XXX,XX,XX,Barasat Union Total,4847,2.4,11.8,85.2,0.6,30.8,46.4,21.3,1.5,00111
47.0,94.0,40.0,XXX,XX,XX,  Madhupur Union Total,4116,1.3,13.1,84.4,1.1,0.4,69.4,27.6,2.6,00111
47.0,94.0,54.0,XXX,XX,XX,  Sachiadah Union Total,3991,1.5,8.7,89.2,0.7,18.2,59.2,20.5,2.1,00111
47.0,94.0,67.0,XXX,XX,XX,  Sagladah Union Total,4486,2.7,9.3,87.1,1.0,9.4,55.1,31.1,4.5,00111
47.0,94.0,81.0,XXX,XX,XX,Terokhada Union Total,5402,3.7,16.2,79.2,0.9,30.5,48.6,18.9,2.1,00111
18.0,XX.0,XX.0,XXX,XX,XX,Chuadanga Zila Total,276910,22.1,27.7,46.5,3.7,18.9,26.4,47.8,6.9,00111
18.0,7.0,XX.0,XXX,XX,XX,Alamdanga Upazila Total,86167,20.9,28.9,49.0,1.3,16.2,23.7,52.9,7.3,00111
18.0,7.0,XX.0,XXX,XX,XX,  Alamdanga Paurashava,8008,40.5,28.7,29.9,0.9,18.1,38.3,40.0,3.6,00111
18.0,7.0,1.0,XXX,XX,XX,  Ward No-01 Total,990,64.8,16.7,16.8,1.7,61.5,14.7,21.4,2.3,00111
18.0,7.0,2.0,XXX,XX,XX,  Ward No-02 Total,1021,42.7,34.7,21.5,1.1,4.6,52.3,41.9,1.2,00111
18.0,7.0,3.0,XXX,XX,XX,  Ward No-03 Total,735,53.2,30.7,15.5,0.5,3.5,68.3,25.3,2.9,00111
18.0,7.0,4.0,XXX,XX,XX,  Ward No-04 Total,1079,64.9,19.6,14.9,0.6,48.8,32.6,17.9,0.6,00111
18.0,7.0,5.0,XXX,XX,XX,  Ward No-05 Total,987,18.1,36.2,45.7,0.0,3.2,18.8,74.7,3.2,00111
18.0,7.0,6.0,XXX,XX,XX,  Ward No-06 Total,1027,27.3,26.5,46.3,0.0,7.4,54.1,37.5,1.0,00111
18.0,7.0,7.0,XXX,XX,XX,  Ward No-07 Total,810,37.9,32.2,27.0,2.8,12.6,43.1,34.6,9.8,00111
18.0,7.0,8.0,XXX,XX,XX,  Ward No-08 Total,662,26.1,32.3,40.5,1.1,3.5,24.2,68.9,3.5,00111
18.0,7.0,9.0,XXX,XX,XX,  Ward No-09 Total,697,19.4,34.0,46.3,0.3,1.0,40.2,46.9,11.9,00111
18.0,7.0,13.0,XXX,XX,XX,  Belgachhi Union Total,3781,10.2,28.0,61.1,0.6,9.1,26.2,58.6,6.1,00111
18.0,7.0,15.0,XXX,XX,XX,Baradi Union Total,4821,16.9,32.3,50.7,0.1,16.4,28.4,49.7,5.5,00111
18.0,7.0,23.0,XXX,XX,XX,Bhangabaria Union Total,7022,18.0,38.2,41.4,2.4,20.7,21.4,49.6,8.3,00111
18.0,7.0,27.0,XXX,XX,XX,Chithla Union Total,5706,29.0,24.2,45.3,1.5,16.3,17.3,64.0,2.5,00111
18.0,7.0,31.0,XXX,XX,XX,  Dauki Union Total,4917,6.4,31.0,60.5,2.0,0.1,23.0,67.4,9.4,00111
18.0,7.0,39.0,XXX,XX,XX,  Gangni Union Total,5775,28.7,30.7,37.9,2.6,13.9,16.4,63.4,6.3,00111
18.0,7.0,47.0,XXX,XX,XX,Hardi Union Total,7327,12.0,30.3,56.5,1.2,15.6,16.0,58.4,10.0,00111
18.0,7.0,51.0,XXX,XX,XX,  Kalidashpur Union Total,5909,12.5,27.0,59.7,0.7,20.0,27.9,47.2,5.0,00111
18.0,7.0,55.0,XXX,XX,XX,Jamjami Union Total,4636,5.0,41.2,52.3,1.6,9.2,24.2,53.6,13.0,00111
18.0,7.0,63.0,XXX,XX,XX,Jehala Union Total,5346,46.5,15.2,37.7,0.6,19.9,24.2,48.9,6.9,00111
18.0,7.0,71.0,XXX,XX,XX,  Khadimpur Union Total,4575,40.7,23.7,35.4,0.2,28.3,26.7,39.9,5.1,00111
18.0,7.0,79.0,XXX,XX,XX,Khaskara Union Total,5695,6.3,30.8,61.9,0.9,13.4,18.7,59.1,8.8,00111
18.0,7.0,87.0,XXX,XX,XX,Kumari Union Total,4589,10.4,39.3,47.8,2.5,21.7,31.2,40.8,6.3,00111
18.0,7.0,94.0,XXX,XX,XX,  Nagdaha Union Total,8060,20.1,17.9,61.1,0.8,15.9,18.0,54.8,11.3,00111
18.0,23.0,XX.0,XXX,XX,XX,Chuadanga Sadar Upazila Total,76902,24.8,28.9,42.2,4.0,25.8,19.9,48.1,6.2,00111
18.0,23.0,XX.0,XXX,XX,XX,  Chuadanga Paurashava,20311,43.9,29.9,24.1,2.1,45.8,25.8,26.5,2.0,00111
18.0,23.0,1.0,XXX,XX,XX,  Ward No-01 Total,2371,36.2,46.1,12.9,4.7,27.0,45.7,25.1,2.2,00111
18.0,23.0,2.0,XXX,XX,XX,  Ward No-02 Total,2574,40.8,39.0,18.5,1.8,46.0,23.7,29.0,1.3,00111
18.0,23.0,3.0,XXX,XX,XX,  Ward No-03 Total,1901,75.7,20.5,3.2,0.6,68.2,22.2,9.5,0.2,00111
18.0,23.0,4.0,XXX,XX,XX,  Ward No-04 Total,1598,64.0,23.5,11.8,0.7,50.9,35.4,12.3,1.4,00111
18.0,23.0,5.0,XXX,XX,XX,  Ward No-05 Total,2192,32.7,30.4,36.9,0.0,57.7,15.6,25.3,1.5,00111
18.0,23.0,6.0,XXX,XX,XX,  Ward No-06 Total,2570,37.0,26.3,36.3,0.4,41.9,17.8,37.4,2.9,00111
18.0,23.0,7.0,XXX,XX,XX,  Ward No-07 Total,2615,30.9,28.1,38.3,2.7,33.7,27.1,36.4,2.8,00111
18.0,23.0,8.0,XXX,XX,XX,  Ward No-08 Total,2286,26.7,32.5,34.7,6.1,30.9,26.9,38.1,4.1,00111
18.0,23.0,9.0,XXX,XX,XX,  Ward No-09 Total,2204,66.5,17.7,14.5,1.3,65.1,19.8,14.5,0.6,00111
18.0,23.0,11.0,XXX,XX,XX,Alokdia Union Total,6871,34.1,37.3,27.6,1.0,38.5,21.4,36.4,3.7,00111
18.0,23.0,23.0,XXX,XX,XX,  Begampur Union Total,10264,13.6,23.9,55.3,7.3,7.9,14.7,68.8,8.6,00111
18.0,23.0,47.0,XXX,XX,XX,Kutubpur Union Total,8396,14.2,30.5,52.4,2.9,19.5,17.4,57.9,5.3,00111
18.0,23.0,59.0,XXX,XX,XX,Mominpur Union Total,3857,23.6,25.8,49.8,0.8,31.0,18.7,41.8,8.5,00111
18.0,23.0,62.0,XXX,XX,XX,  Padmabila Union Total,5003,14.2,30.1,51.7,3.9,16.5,20.6,55.0,7.8,00111
18.0,23.0,71.0,XXX,XX,XX,Shankar Chandra Union Total,11765,20.6,28.5,44.6,6.3,17.0,18.8,56.9,7.3,00111
18.0,23.0,83.0,XXX,XX,XX,Titudaha Union Total,10435,11.7,26.3,56.2,5.8,13.9,15.5,58.6,11.9,00111
18.0,31.0,XX.0,XXX,XX,XX,Damurhuda Upazila Total,69737,23.9,25.6,47.0,3.6,14.1,36.1,42.8,7.0,00111
18.0,31.0,XX.0,XXX,XX,XX,  Damurhuda  Paurashava,7944,42.4,26.8,25.1,5.7,22.5,35.4,37.1,5.1,00111
18.0,31.0,1.0,XXX,XX,XX,  Ward No-01 Total,875,39.5,31.0,27.0,2.5,16.0,41.9,37.3,4.8,00111
18.0,31.0,2.0,XXX,XX,XX,  Ward No-02 Total,988,37.7,35.3,19.4,7.6,31.6,27.9,32.9,7.6,00111
18.0,31.0,3.0,XXX,XX,XX,  Ward No-03 Total,845,47.9,30.4,17.8,3.9,34.0,46.3,19.2,0.6,00111
18.0,31.0,4.0,XXX,XX,XX,  Ward No-04 Total,824,41.4,29.5,24.4,4.7,32.9,25.6,39.1,2.4,00111
18.0,31.0,5.0,XXX,XX,XX,  Ward No-05 Total,880,33.4,28.3,34.5,3.8,16.7,49.9,30.3,3.1,00111
18.0,31.0,6.0,XXX,XX,XX,  Ward No-06 Total,897,42.1,23.7,27.6,6.5,22.6,25.4,45.9,6.0,00111
18.0,31.0,7.0,XXX,XX,XX,  Ward No-07 Total,697,63.7,21.4,9.3,5.6,20.8,63.4,13.9,1.9,00111
18.0,31.0,8.0,XXX,XX,XX,  Ward No-08 Total,1048,46.5,17.7,24.0,11.7,15.6,17.3,58.8,8.3,00111
18.0,31.0,9.0,XXX,XX,XX,  Ward No-09 Total,890,34.3,23.5,38.5,3.7,13.3,30.9,46.9,9.0,00111
18.0,31.0,11.0,XXX,XX,XX,Damurhuda Union Total,9927,28.7,33.1,34.5,3.7,18.8,37.0,39.4,4.8,00111
