ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
76.0,72.0,86.0,XXX,XX,XX,  Nandanpur Union Total,7154,2.1,7.1,90.2,0.6,31.2,40.8,15.3,12.6,00111
76.0,83.0,XX.0,XXX,XX,XX,Sujanagar Upazila Total,63618,2.5,9.4,84.2,3.9,21.5,40.0,33.9,4.6,00111
76.0,83.0,1.0,XXX,XX,XX,  Ward No-01 Total,588,2.0,4.4,79.8,13.8,10.7,59.4,23.3,6.6,00111
76.0,83.0,2.0,XXX,XX,XX,  Ward No-02 Total,760,10.0,23.7,60.8,5.5,15.8,54.6,17.9,11.7,00111
76.0,83.0,3.0,XXX,XX,XX,  Ward No-03 Total,653,27.3,37.5,34.6,0.6,28.2,48.4,21.6,1.8,00111
76.0,83.0,4.0,XXX,XX,XX,  Ward No-04 Total,596,4.9,8.6,86.1,0.5,26.0,69.1,4.4,0.5,00111
76.0,83.0,5.0,XXX,XX,XX,  Ward No-05 Total,621,3.1,5.3,90.5,1.1,5.6,26.4,54.4,13.5,00111
76.0,83.0,6.0,XXX,XX,XX,  Ward No-06 Total,529,12.9,24.4,61.4,1.3,26.8,52.0,18.0,3.2,00111
76.0,83.0,7.0,XXX,XX,XX,  Ward No-07 Total,770,2.6,13.0,84.0,0.4,9.6,55.6,27.9,6.9,00111
76.0,83.0,8.0,XXX,XX,XX,  Ward No-08 Total,666,1.1,1.2,97.7,0.0,10.1,62.0,25.5,2.4,00111
76.0,83.0,9.0,XXX,XX,XX,  Ward No-09 Total,628,1.6,8.4,88.9,1.1,9.1,46.8,40.8,3.3,00111
76.0,83.0,17.0,XXX,XX,XX,  Ahammedpur Union Total,8823,4.0,23.9,66.7,5.4,22.7,51.0,22.6,3.7,00111
76.0,83.0,19.0,XXX,XX,XX,  Dulai Union Total,6239,2.5,9.7,81.0,6.8,72.4,22.8,3.8,1.0,00111
76.0,83.0,28.0,XXX,XX,XX,  Hatkhali Union Total,3948,1.6,6.1,87.8,4.6,16.0,34.6,46.8,2.6,00111
76.0,83.0,38.0,XXX,XX,XX,  Manikhat Union Total,6810,1.5,4.7,88.7,5.2,18.6,41.1,35.8,4.5,00111
76.0,83.0,47.0,XXX,XX,XX,  Nazirganj Union Total,5289,1.8,10.4,84.3,3.5,16.6,41.7,37.5,4.2,00111
76.0,83.0,57.0,XXX,XX,XX,  Raninagar Union Total,4086,1.2,4.4,94.1,0.3,13.4,44.2,40.0,2.3,00111
76.0,83.0,66.0,XXX,XX,XX,  Sagarkandi Union Total,7503,1.2,6.1,90.0,2.7,11.1,26.5,52.5,9.9,00111
76.0,83.0,76.0,XXX,XX,XX,  Satbaria Union Total,6163,1.7,4.4,90.2,3.7,10.7,21.2,63.7,4.3,00111
76.0,83.0,85.0,XXX,XX,XX,  Bhayna  (Sujanagar) Union Total,4239,2.0,5.0,88.5,4.5,20.8,50.7,25.1,3.4,00111
76.0,83.0,95.0,XXX,XX,XX,  Tantibanda Union Total,4707,1.6,4.2,92.5,1.8,12.6,60.4,20.4,6.6,00111
70.0,XX.0,XX.0,XXX,XX,XX,Chapai Nawabganj Zila Total,357246,13.1,37.5,42.3,7.1,16.1,18.2,52.9,12.7,00111
70.0,18.0,XX.0,XXX,XX,XX,Bholahat Upazila Total,24453,12.2,25.0,55.2,7.7,10.5,30.6,54.9,4.0,00111
70.0,18.0,18.0,XXX,XX,XX,Bholahat Union Total,6679,12.9,30.1,52.9,4.2,16.6,34.6,46.2,2.6,00111
70.0,18.0,37.0,XXX,XX,XX,  Daldali Union Total,7188,13.6,24.5,48.9,13.0,7.8,33.6,53.2,5.4,00111
70.0,18.0,56.0,XXX,XX,XX,  Gohalbari Union Total,6466,7.4,25.9,64.0,2.8,8.4,33.3,55.3,3.0,00111
70.0,18.0,75.0,XXX,XX,XX,  Jambaria Union Total,4120,16.0,16.2,55.8,11.9,8.5,14.4,71.7,5.4,00111
70.0,37.0,XX.0,XXX,XX,XX,Gomastapur Upazila Total,62839,7.7,19.4,68.6,4.3,11.7,10.7,58.4,19.2,00111
70.0,37.0,1.0,XXX,XX,XX,  Ward No-01 Total,798,25.2,27.4,46.6,0.8,44.5,23.2,29.8,2.5,00111
70.0,37.0,2.0,XXX,XX,XX,  Ward No-02 Total,574,20.4,32.9,17.6,29.1,18.6,23.5,55.4,2.4,00111
70.0,37.0,3.0,XXX,XX,XX,  Ward No-03 Total,802,33.4,40.8,23.7,2.1,52.9,22.6,20.3,4.2,00111
70.0,37.0,4.0,XXX,XX,XX,  Ward No-04 Total,668,18.7,58.4,20.1,2.8,35.3,16.5,44.0,4.2,00111
70.0,37.0,5.0,XXX,XX,XX,  Ward No-05 Total,984,38.5,32.3,25.5,3.7,48.5,17.3,31.3,2.9,00111
70.0,37.0,6.0,XXX,XX,XX,  Ward No-06 Total,1311,15.3,40.1,44.2,0.4,19.8,23.6,48.1,8.5,00111
70.0,37.0,7.0,XXX,XX,XX,  Ward No-07 Total,802,22.9,45.5,27.1,4.5,39.2,11.2,30.2,19.5,00111
70.0,37.0,8.0,XXX,XX,XX,  Ward No-08 Total,629,11.8,39.6,45.0,3.7,15.9,18.0,48.5,17.6,00111
70.0,37.0,9.0,XXX,XX,XX,  Ward No-09 Total,989,13.8,41.5,42.7,2.1,24.2,18.0,50.3,7.6,00111
70.0,37.0,10.0,XXX,XX,XX,  Alinagar Union Total,3595,7.5,20.6,71.8,0.1,7.9,12.2,71.9,8.0,00111
70.0,37.0,21.0,XXX,XX,XX,  Bhangabaria Union Total,6182,6.0,13.4,79.6,1.0,4.8,7.3,80.4,7.5,00111
70.0,37.0,31.0,XXX,XX,XX,  Boalia Union Total,6416,8.0,20.1,65.4,6.6,6.8,5.6,76.6,10.9,00111
70.0,37.0,42.0,XXX,XX,XX,Chowdala Union Total,8350,8.9,27.9,60.2,3.0,8.9,10.4,69.9,10.8,00111
70.0,37.0,52.0,XXX,XX,XX,Gomastapur Union Total,9321,10.5,29.8,51.9,7.8,10.9,12.1,56.2,20.9,00111
70.0,37.0,63.0,XXX,XX,XX,  Parbatipur Union Total,8325,1.0,3.2,92.4,3.4,11.4,9.0,40.1,39.5,00111
70.0,37.0,73.0,XXX,XX,XX,  Radhanagar Union Total,8764,0.9,3.0,93.1,3.0,8.9,9.7,50.8,30.6,00111
70.0,37.0,84.0,XXX,XX,XX,  Rohanpur Union Total,4329,2.8,16.1,72.4,8.6,8.2,9.3,54.9,27.6,00111
70.0,56.0,XX.0,XXX,XX,XX,Nachole Upazila Total,32887,4.2,12.0,79.7,4.1,6.6,24.7,52.2,16.4,00111
70.0,56.0,1.0,XXX,XX,XX,  Ward No-01 Total,293,5.8,7.2,85.3,1.7,1.4,29.0,54.9,14.7,00111
70.0,56.0,2.0,XXX,XX,XX,  Ward No-02 Total,218,0.9,10.1,89.0,0.0,0.0,24.8,66.5,8.7,00111
70.0,56.0,3.0,XXX,XX,XX,  Ward No-03 Total,382,8.6,9.7,81.7,0.0,6.3,27.5,64.7,1.6,00111
70.0,56.0,4.0,XXX,XX,XX,  Ward No-04 Total,146,11.0,19.9,69.2,0.0,2.1,15.8,80.1,2.1,00111
70.0,56.0,5.0,XXX,XX,XX,  Ward No-05 Total,471,7.0,12.5,79.4,1.1,5.5,29.7,54.4,10.4,00111
70.0,56.0,6.0,XXX,XX,XX,  Ward No-06 Total,376,14.1,22.6,63.3,0.0,7.2,36.2,45.5,11.2,00111
70.0,56.0,7.0,XXX,XX,XX,  Ward No-07 Total,1146,21.7,18.8,55.9,3.6,15.5,36.0,41.2,7.3,00111
70.0,56.0,8.0,XXX,XX,XX,  Ward No-08 Total,481,18.5,20.0,61.3,0.2,3.1,47.8,47.6,1.5,00111
70.0,56.0,9.0,XXX,XX,XX,  Ward No-09 Total,245,7.8,11.0,74.3,6.9,0.0,36.7,53.9,9.4,00111
70.0,56.0,19.0,XXX,XX,XX,  Fatehpur Union Total,7554,5.3,28.6,55.0,11.1,10.2,21.6,50.0,18.3,00111
70.0,56.0,38.0,XXX,XX,XX,  Kasba Union Total,7292,1.7,5.4,90.7,2.2,12.5,19.9,48.9,18.7,00111
70.0,56.0,57.0,XXX,XX,XX,  Nachole Union Total,7854,1.9,6.1,90.1,1.9,1.4,28.1,54.2,16.2,00111
70.0,56.0,76.0,XXX,XX,XX,  Nizampur Union Total,6429,3.0,5.0,89.9,2.1,1.6,24.4,56.7,17.3,00111
70.0,66.0,XX.0,XXX,XX,XX,Chapai Nawabganj Sadar Upazila Total,112251,18.6,50.5,24.9,5.9,24.5,23.3,40.1,12.1,00111
70.0,66.0,1.0,XXX,XX,XX,  Ward No-01 Total,3577,22.8,59.5,6.4,11.2,25.5,29.3,37.0,8.3,00111
70.0,66.0,2.0,XXX,XX,XX,  Ward No-02 Total,2472,72.0,26.3,0.8,0.9,79.5,13.1,6.9,0.5,00111
70.0,66.0,3.0,XXX,XX,XX,  Ward No-03 Total,3877,44.9,46.4,4.7,4.1,45.9,29.5,21.4,3.3,00111
70.0,66.0,4.0,XXX,XX,XX,  Ward No-04 Total,2298,30.1,50.0,19.1,0.7,21.7,20.8,51.2,6.4,00111
70.0,66.0,5.0,XXX,XX,XX,  Ward No-05 Total,2665,31.1,58.9,8.1,2.0,33.5,29.4,31.5,5.6,00111
70.0,66.0,6.0,XXX,XX,XX,  Ward No-06 Total,2910,35.4,57.5,5.7,1.3,40.1,26.7,30.4,2.8,00111
70.0,66.0,7.0,XXX,XX,XX,  Ward No-07 Total,1456,26.1,59.1,14.1,0.8,32.0,29.4,33.2,5.4,00111
70.0,66.0,8.0,XXX,XX,XX,  Ward No-08 Total,1666,41.5,55.2,2.2,1.2,48.9,22.4,25.9,2.7,00111
70.0,66.0,9.0,XXX,XX,XX,  Ward No-09 Total,2048,31.8,62.8,4.2,1.2,54.7,19.3,23.4,2.5,00111
70.0,66.0,10.0,XXX,XX,XX,  Ward No-10 Total,2485,31.0,65.6,2.6,0.7,6.5,71.7,20.2,1.6,00111
70.0,66.0,11.0,XXX,XX,XX,  Ward No-11 Total,2331,22.7,71.0,5.3,1.0,2.9,69.5,23.8,3.8,00111
70.0,66.0,12.0,XXX,XX,XX,  Ward No-12 Total,1721,15.7,63.5,15.5,5.3,6.4,19.7,62.2,11.7,00111
70.0,66.0,13.0,XXX,XX,XX,  Ward No-13 Total,3344,38.6,56.3,3.5,1.7,6.8,66.8,23.4,2.9,00111
70.0,66.0,14.0,XXX,XX,XX,  Ward No-14 Total,3312,31.7,64.9,2.4,1.0,9.5,68.0,19.1,3.4,00111
70.0,66.0,15.0,XXX,XX,XX,  Ward No-15 Total,2961,45.6,51.4,2.2,0.7,27.5,58.6,12.3,1.7,00111
70.0,66.0,17.0,XXX,XX,XX,  Alatuli Union Total,2971,0.8,8.4,75.7,15.0,1.2,16.1,55.9,26.9,00111
70.0,66.0,18.0,XXX,XX,XX,  Balidanga Union Total,8612,17.8,60.7,14.5,7.0,22.9,19.9,51.4,5.8,00111
70.0,66.0,19.0,XXX,XX,XX,  Baragharia Union Total,5370,21.6,70.4,6.9,1.1,41.9,26.3,29.0,2.8,00111
70.0,66.0,20.0,XXX,XX,XX,  Char Anupnagar Union Total,2649,12.0,44.2,21.0,22.8,43.9,12.4,35.0,8.7,00111
70.0,66.0,22.0,XXX,XX,XX,  Char Bagdanga Union Total,3830,0.4,33.0,66.5,0.1,40.5,10.4,22.9,26.1,00111
70.0,66.0,27.0,XXX,XX,XX,  Debinagar Union Total,5344,2.0,34.5,50.7,12.8,1.3,6.5,64.7,27.5,00111
70.0,66.0,33.0,XXX,XX,XX,  Gobratala Union Total,6580,12.6,46.5,24.0,16.9,16.8,10.9,59.5,12.7,00111
70.0,66.0,39.0,XXX,XX,XX,  Islampur Union Total,5340,2.6,40.8,43.2,13.4,6.2,5.6,59.2,29.0,00111
70.0,66.0,44.0,XXX,XX,XX,  Jhilim Union Total,5750,8.9,31.8,46.5,12.8,20.5,21.5,43.7,14.4,00111
70.0,66.0,55.0,XXX,XX,XX,  Maharajpur Union Total,6037,14.7,76.8,6.1,2.3,34.3,15.1,44.4,6.2,00111
70.0,66.0,67.0,XXX,XX,XX,  Narayanpur Union Total,3049,0.1,8.6,91.2,0.0,11.6,4.4,51.3,32.7,00111
70.0,66.0,83.0,XXX,XX,XX,  Ranihati Union Total,7169,15.6,72.8,5.8,5.8,30.3,16.3,47.1,6.3,00111
70.0,66.0,89.0,XXX,XX,XX,  Shahjahanpur Union Total,3999,0.3,26.6,68.8,4.3,11.9,5.1,52.5,30.6,00111
70.0,66.0,94.0,XXX,XX,XX,  Sundarpur Union Total,6428,5.7,46.0,48.3,0.1,22.7,16.1,35.8,25.4,00111
70.0,88.0,XX.0,XXX,XX,XX,Shibganj Upazila Total,124816,13.3,44.2,32.3,10.2,14.5,13.2,61.5,10.8,00111
70.0,88.0,1.0,XXX,XX,XX,  Ward No-01 Total,839,20.6,51.1,6.1,22.2,15.6,22.2,31.7,30.5,00111
70.0,88.0,2.0,XXX,XX,XX,  Ward No-02 Total,1005,28.4,57.9,6.9,6.9,46.5,28.2,22.6,2.8,00111
70.0,88.0,3.0,XXX,XX,XX,  Ward No-03 Total,1128,12.2,75.2,0.8,11.8,8.0,27.9,59.8,4.3,00111
70.0,88.0,4.0,XXX,XX,XX,  Ward No-04 Total,945,53.8,40.0,1.8,4.4,8.7,63.6,25.0,2.8,00111
70.0,88.0,5.0,XXX,XX,XX,  Ward No-05 Total,1401,41.0,46.9,5.0,7.1,25.2,42.8,28.8,3.2,00111
70.0,88.0,6.0,XXX,XX,XX,  Ward No-06 Total,1052,14.7,73.3,4.6,7.4,23.6,26.7,44.8,4.9,00111
70.0,88.0,7.0,XXX,XX,XX,  Ward No-07 Total,1007,26.1,59.7,7.8,6.4,48.9,12.0,30.5,8.6,00111
70.0,88.0,8.0,XXX,XX,XX,  Ward No-08 Total,746,22.0,59.8,12.1,6.2,22.1,26.9,37.4,13.5,00111
70.0,88.0,9.0,XXX,XX,XX,  Ward No-09 Total,882,13.9,59.6,6.6,19.8,16.8,6.2,52.3,24.7,00111
70.0,88.0,10.0,XXX,XX,XX,  Binodpur Union Total,8290,11.7,46.0,39.3,3.0,9.4,12.3,68.3,10.0,00111
70.0,88.0,11.0,XXX,XX,XX,  Chak Kirti Union Total,8378,12.6,32.2,17.9,37.4,14.1,9.0,62.2,14.7,00111
70.0,88.0,17.0,XXX,XX,XX,  Daipukuria Union Total,9045,7.9,28.7,61.2,2.2,10.0,11.4,64.2,14.4,00111
70.0,88.0,23.0,XXX,XX,XX,  Dhainagar Union Total,9100,11.9,35.7,31.8,20.5,10.8,9.8,67.7,11.7,00111
70.0,88.0,29.0,XXX,XX,XX,  Durlabhpur Union Total,11141,11.2,42.6,42.2,3.9,12.3,10.5,61.0,16.1,00111
70.0,88.0,35.0,XXX,XX,XX,  Ghorapakhia Union Total,3757,7.9,59.6,6.1,26.3,6.1,17.1,70.5,6.3,00111
70.0,88.0,41.0,XXX,XX,XX,Kansat Union Total,9053,20.4,53.7,4.4,21.6,27.8,14.6,50.4,7.1,00111
70.0,88.0,47.0,XXX,XX,XX,  Mobarakpur Union Total,7061,12.2,39.2,45.8,2.9,17.0,16.3,54.8,11.9,00111
70.0,88.0,53.0,XXX,XX,XX,  Manakosa Union Total,9813,15.7,34.2,42.3,7.8,14.0,9.0,64.3,12.6,00111
70.0,88.0,59.0,XXX,XX,XX,  Naya Naobhanga Union Total,9568,14.5,71.4,6.2,7.9,17.7,20.0,54.2,8.1,00111
70.0,88.0,65.0,XXX,XX,XX,  Panka Union Total,4722,0.3,5.1,94.6,0.0,2.0,6.1,87.1,4.9,00111
70.0,88.0,71.0,XXX,XX,XX,  Satrujitpur Union Total,4762,13.6,66.7,13.6,6.1,25.6,17.6,50.6,6.3,00111
70.0,88.0,77.0,XXX,XX,XX,  Shahbajpur Union Total,10843,12.4,47.5,35.1,5.0,13.6,10.2,62.0,14.2,00111
70.0,88.0,89.0,XXX,XX,XX,  Shyampur Union Total,8243,15.0,46.9,35.8,2.3,10.5,9.4,75.0,5.0,00111
70.0,88.0,95.0,XXX,XX,XX,  Uzirpur Union Total,2035,0.7,15.9,69.0,14.4,0.9,1.9,88.7,8.5,00111
69.0,XX.0,XX.0,XXX,XX,XX,Natore Zila Total,422921,5.2,27.4,64.5,2.9,26.9,42.7,24.6,5.8,00111
69.0,9.0,XX.0,XXX,XX,XX,Bagatipara Upazila Total,33308,3.4,34.4,60.7,1.6,22.1,44.8,23.6,9.5,00111
69.0,9.0,1.0,XXX,XX,XX,  Ward No-01 Total,268,7.1,51.9,41.0,0.0,4.9,89.2,4.1,1.9,00111
69.0,9.0,2.0,XXX,XX,XX,  Ward No-02 Total,245,0.4,46.1,53.5,0.0,14.7,62.0,15.1,8.2,00111
69.0,9.0,3.0,XXX,XX,XX,  Ward No-03 Total,228,0.4,48.7,50.9,0.0,6.6,50.0,37.7,5.7,00111
69.0,9.0,4.0,XXX,XX,XX,  Ward No-04 Total,319,3.1,58.6,38.2,0.0,22.6,34.5,34.2,8.8,00111
69.0,9.0,5.0,XXX,XX,XX,  Ward No-05 Total,257,6.6,63.0,30.0,0.4,54.5,26.1,14.8,4.7,00111
69.0,9.0,6.0,XXX,XX,XX,  Ward No-06 Total,269,8.2,40.1,51.7,0.0,60.6,35.7,2.2,1.5,00111
69.0,9.0,7.0,XXX,XX,XX,  Ward No-07 Total,360,8.9,42.5,48.6,0.0,7.8,67.5,23.6,1.1,00111
69.0,9.0,8.0,XXX,XX,XX,  Ward No-08 Total,382,3.4,73.3,23.3,0.0,26.7,54.2,16.5,2.6,00111
69.0,9.0,9.0,XXX,XX,XX,  Ward No-09 Total,212,4.7,43.4,51.9,0.0,14.6,27.8,44.3,13.2,00111
69.0,9.0,19.0,XXX,XX,XX,  Bagatipara Union Total,4797,2.5,33.8,56.6,7.1,32.1,45.1,16.3,6.5,00111
69.0,9.0,38.0,XXX,XX,XX,  Dayarampur Union Total,7525,5.9,35.5,58.4,0.2,24.4,44.0,26.1,5.5,00111
69.0,9.0,42.0,XXX,XX,XX,  Fhaguradiar Union Total,4059,1.0,26.3,71.8,0.9,20.4,56.9,16.2,6.5,00111
69.0,9.0,57.0,XXX,XX,XX,  Panka Union Total,7047,3.7,32.5,63.2,0.6,18.7,48.4,18.3,14.7,00111
69.0,9.0,76.0,XXX,XX,XX,  Jamnagar Union Total,7340,1.9,33.4,63.5,1.2,17.0,33.4,36.0,13.7,00111
69.0,15.0,XX.0,XXX,XX,XX,Baraigram Upazila Total,70009,3.6,24.6,70.7,1.2,25.4,47.5,21.7,5.3,00111
69.0,15.0,1.0,XXX,XX,XX,  Ward No-01 Total,719,1.5,52.0,44.9,1.5,23.1,51.2,22.5,3.2,00111
69.0,15.0,2.0,XXX,XX,XX,  Ward No-02 Total,862,14.2,66.5,19.4,0.0,28.4,61.0,9.7,0.8,00111
69.0,15.0,3.0,XXX,XX,XX,  Ward No-03 Total,558,20.6,56.3,23.1,0.0,38.7,50.2,10.2,0.9,00111
69.0,15.0,4.0,XXX,XX,XX,  Ward No-04 Total,294,1.4,34.7,63.9,0.0,18.4,49.0,24.8,7.8,00111
69.0,15.0,5.0,XXX,XX,XX,  Ward No-05 Total,331,2.1,46.2,51.7,0.0,21.5,74.6,1.5,2.4,00111
69.0,15.0,6.0,XXX,XX,XX,  Ward No-06 Total,582,5.8,55.8,38.3,0.0,24.9,62.5,11.7,0.9,00111
69.0,15.0,7.0,XXX,XX,XX,  Ward No-07 Total,751,2.7,49.7,47.5,0.1,21.7,61.4,13.0,3.9,00111
69.0,15.0,8.0,XXX,XX,XX,  Ward No-08 Total,722,2.2,56.9,40.9,0.0,32.0,37.7,26.3,4.0,00111
69.0,15.0,9.0,XXX,XX,XX,  Ward No-09 Total,716,6.4,56.4,37.0,0.1,54.3,25.7,17.0,2.9,00111
69.0,15.0,11.0,XXX,XX,XX,  Ward No-01 Total,509,0.8,36.5,61.3,1.4,28.1,27.5,25.0,19.4,00111
69.0,15.0,12.0,XXX,XX,XX,  Ward No-02 Total,539,4.5,23.7,69.2,2.6,8.7,77.7,10.2,3.3,00111
69.0,15.0,13.0,XXX,XX,XX,  Ward No-03 Total,495,0.8,13.7,85.1,0.4,5.9,59.6,22.0,12.5,00111
69.0,15.0,14.0,XXX,XX,XX,  Ward No-04 Total,372,4.8,21.5,73.1,0.5,12.4,62.1,8.1,17.5,00111
69.0,15.0,15.0,XXX,XX,XX,  Ward No-05 Total,444,2.9,30.0,66.7,0.5,20.5,27.3,48.6,3.6,00111
69.0,15.0,16.0,XXX,XX,XX,  Ward No-06 Total,567,0.4,16.4,83.2,0.0,26.6,51.1,14.3,7.9,00111
69.0,15.0,17.0,XXX,XX,XX,  Ward No-07 Total,404,2.2,32.4,65.3,0.0,33.7,65.1,1.0,0.2,00111
69.0,15.0,18.0,XXX,XX,XX,  Ward No-08 Total,699,3.3,47.1,46.4,3.3,23.0,68.8,8.2,0.0,00111
69.0,15.0,19.0,XXX,XX,XX,  Ward No-09 Total,439,1.6,25.1,67.2,6.2,4.1,81.5,12.5,1.8,00111
69.0,15.0,21.0,XXX,XX,XX,  Baraigram Union Total,9918,1.0,16.9,81.6,0.6,36.9,45.9,12.4,4.8,00111
69.0,15.0,23.0,XXX,XX,XX,  Chandi Union Total,5438,3.3,13.6,80.8,2.3,1.3,79.1,15.7,3.9,00111
69.0,15.0,35.0,XXX,XX,XX,  Gopalpur Union Total,6324,8.4,17.3,73.0,1.3,33.3,39.1,20.9,6.6,00111
69.0,15.0,47.0,XXX,XX,XX,  Joari Union Total,10116,4.2,32.8,60.9,2.1,23.8,36.0,31.9,8.3,00111
69.0,15.0,59.0,XXX,XX,XX,  Jonail Union Total,8444,3.1,16.6,79.2,1.1,11.3,39.4,46.5,2.8,00111
69.0,15.0,71.0,XXX,XX,XX,  Majgaon Union Total,9498,2.7,27.1,69.8,0.4,31.9,44.6,17.6,5.9,00111
69.0,15.0,83.0,XXX,XX,XX,  Nagar Union Total,10268,2.9,20.5,75.4,1.2,29.9,51.6,13.4,5.1,00111
69.0,41.0,XX.0,XXX,XX,XX,Gurudaspur Upazila Total,54847,2.9,24.1,71.8,1.3,16.9,50.2,28.8,4.1,00111
69.0,41.0,1.0,XXX,XX,XX,  Ward No-01 Total,1143,3.3,39.8,55.5,1.4,35.0,57.7,4.7,2.6,00111
69.0,41.0,2.0,XXX,XX,XX,  Ward No-02 Total,715,9.0,47.1,43.8,0.1,46.3,50.5,2.7,0.6,00111
69.0,41.0,3.0,XXX,XX,XX,  Ward No-03 Total,1052,9.4,60.4,22.7,7.5,37.2,51.7,10.9,0.2,00111
69.0,41.0,4.0,XXX,XX,XX,  Ward No-04 Total,1083,4.4,37.9,57.6,0.1,18.3,56.9,24.8,0.0,00111
69.0,41.0,5.0,XXX,XX,XX,  Ward No-05 Total,809,7.7,62.4,29.8,0.1,59.2,21.8,18.7,0.4,00111
69.0,41.0,6.0,XXX,XX,XX,  Ward No-06 Total,627,12.3,61.6,26.0,0.2,34.4,52.8,12.1,0.6,00111
69.0,41.0,7.0,XXX,XX,XX,  Ward No-07 Total,1063,2.4,52.5,44.9,0.2,17.4,61.4,19.8,1.4,00111
69.0,41.0,8.0,XXX,XX,XX,  Ward No-08 Total,952,4.0,40.8,55.3,0.0,27.7,52.8,18.7,0.7,00111
69.0,41.0,9.0,XXX,XX,XX,  Ward No-09 Total,766,3.9,12.3,83.8,0.0,19.3,68.1,11.4,1.2,00111
69.0,41.0,13.0,XXX,XX,XX,  Biaghat Union Total,5984,0.8,17.9,80.3,1.0,4.0,29.2,64.9,1.9,00111
69.0,41.0,27.0,XXX,XX,XX,  Chapila Union Total,8976,1.2,19.9,77.8,1.1,24.0,39.8,30.7,5.5,00111
69.0,41.0,40.0,XXX,XX,XX,  Dharabarisha Union Total,8116,3.2,23.3,70.8,2.6,3.8,47.8,43.3,5.1,00111
69.0,41.0,60.0,XXX,XX,XX,  Khubjipur Union Total,4499,8.6,12.7,78.4,0.2,16.7,64.2,14.6,4.4,00111
69.0,41.0,67.0,XXX,XX,XX,  Moshinda Union Total,8684,1.2,22.2,75.7,0.8,11.1,63.4,21.8,3.7,00111
69.0,41.0,81.0,XXX,XX,XX,  Nazirpur Union Total,10378,1.7,21.2,75.8,1.3,21.3,53.8,18.6,6.3,00111
69.0,44.0,XX.0,XXX,XX,XX,Lalpur Upazila Total,66353,4.5,39.9,53.8,1.8,30.7,31.8,31.2,6.3,00111
69.0,44.0,1.0,XXX,XX,XX,  Ward No-01 Total,580,34.0,39.8,26.2,0.0,50.7,38.6,9.3,1.4,00111
69.0,44.0,2.0,XXX,XX,XX,  Ward No-02 Total,535,6.5,38.1,55.3,0.0,55.9,14.0,25.8,4.3,00111
69.0,44.0,3.0,XXX,XX,XX,  Ward No-03 Total,607,5.6,24.1,70.3,0.0,57.8,30.3,7.7,4.1,00111
69.0,44.0,4.0,XXX,XX,XX,  Ward No-04 Total,654,6.6,37.8,55.7,0.0,24.5,47.9,26.6,1.1,00111
69.0,44.0,5.0,XXX,XX,XX,  Ward No-05 Total,722,4.6,46.8,48.6,0.0,32.5,66.2,1.1,0.1,00111
69.0,44.0,6.0,XXX,XX,XX,  Ward No-06 Total,543,26.0,38.7,35.4,0.0,59.9,30.6,8.3,1.3,00111
69.0,44.0,7.0,XXX,XX,XX,  Ward No-07 Total,480,16.0,64.8,12.5,6.7,73.1,21.9,2.5,2.5,00111
69.0,44.0,8.0,XXX,XX,XX,  Ward No-08 Total,714,24.5,33.3,42.2,0.0,49.6,28.0,21.7,0.7,00111
69.0,44.0,9.0,XXX,XX,XX,  Ward No-09 Total,445,15.7,49.2,35.1,0.0,36.0,43.4,19.3,1.3,00111
69.0,44.0,17.0,XXX,XX,XX,  Arbab Union Total,7092,1.9,37.2,60.9,0.0,43.1,22.3,21.0,13.6,00111
69.0,44.0,19.0,XXX,XX,XX,  Bilmaria Union Total,4695,2.1,46.0,39.1,12.8,9.4,32.0,48.0,10.6,00111
69.0,44.0,28.0,XXX,XX,XX,  Changdhupail Union Total,7772,3.9,38.0,57.5,0.6,37.0,27.0,29.5,6.5,00111
69.0,44.0,38.0,XXX,XX,XX,  Duaria Union Total,5915,2.3,24.4,70.4,2.8,44.2,34.2,15.8,5.8,00111
69.0,44.0,47.0,XXX,XX,XX,  Durduria Union Total,6876,2.2,43.3,53.4,1.2,24.8,32.6,35.5,7.0,00111
69.0,44.0,57.0,XXX,XX,XX,  Arjunpur Boromhati Union Total,3092,3.5,33.4,59.4,3.7,42.4,38.4,15.6,3.6,00111
69.0,44.0,66.0,XXX,XX,XX,  Ishwardi Union Total,6273,5.3,39.3,54.9,0.5,22.7,33.8,40.3,3.2,00111
69.0,44.0,76.0,XXX,XX,XX,  Kadam Chilan Union Total,4597,5.2,32.4,62.3,0.1,4.9,46.2,44.6,4.3,00111
69.0,44.0,85.0,XXX,XX,XX,  Lalpur Union Total,7477,5.0,52.2,41.6,1.2,35.0,30.5,28.5,6.0,00111
69.0,44.0,95.0,XXX,XX,XX,  Walia Union Total,7284,4.3,44.9,50.5,0.4,21.1,27.7,46.4,4.8,00111
69.0,63.0,XX.0,XXX,XX,XX,Natore Sadar Upazila Total,109767,7.8,32.2,52.4,7.5,40.9,37.9,16.5,4.7,00111
69.0,63.0,1.0,XXX,XX,XX,  Ward No-01 Total,2046,13.9,54.4,26.4,5.2,37.5,36.0,24.6,1.9,00111
