0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
7,00,161,253,33,30,Gazipur Paurashava,0,33,30,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,00,33,30,Tongi Paurashava,0,33,30,11,   ,  ,       ,Ward No-01 Total,00000
0,00,00,12,33,32,Kaliakair Paurashava,0,33,32,1,   ,  ,       ,Ward No-01 Total,00000
0,00,00,00,33,34,Kaliganj Paurashava,0,33,34,1,   ,  ,       ,Ward No-01 Total,00000
0,00,212,54,33,86,Sreepur Paurashava,0,33,86,1,   ,  ,       ,Ward No-01 Total,00000
