0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,check_var
75,07,49,XX,XX,03,  Narottampur Union,0,0,0,0,0,0,0,0,00010
75,07,52,XX,XX,03,  Hajipur Union,0,0,0,0,0,0,0,0,00010
75,07,70,XX,XX,01,  Mir Warishpur Union,0,0,0,0,0,0,0,0,00010
75,07,70,XX,XX,03,  Mir Warishpur Union,0,0,0,0,0,0,0,0,00010
75,36,47,XX,XX,01,  Harni Union,0,0,0,0,0,0,0,0,00010
75,36,47,XX,XX,03,  Harni Union,1,6,4,2,6,0,0,0,00010
75,36,76,XX,XX,01,  Sonadia Union,0,0,0,0,0,0,0,0,00010
75,36,76,XX,XX,03,  Sonadia Union,0,0,0,0,0,0,0,0,00010
75,80,13,XX,XX,01,  Arjuntala Union,0,0,0,0,0,0,0,0,00010
75,80,13,XX,XX,03,  Arjuntala Union,0,0,0,0,0,0,0,0,00010
75,80,57,XX,XX,01,  Kadra Union,0,0,0,0,0,0,0,0,00010
75,80,57,XX,XX,03,  Kadra Union,0,0,0,0,0,0,0,0,00010
75,85,36,XX,XX,01,  Char Jubille Union,1,2,2,0,2,0,0,0,00010
75,85,36,XX,XX,03,  Char Jubille Union,0,0,0,0,0,0,0,0,00010
75,87,23,XX,XX,01,  Ashwadia Union,0,0,0,0,0,0,0,0,00010
75,87,23,XX,XX,03,  Ashwadia Union,0,0,0,0,0,0,0,0,00010
75,87,25,XX,XX,01,  Binodpur Union,0,0,0,0,0,0,0,0,00010
75,87,25,XX,XX,03,  Binodpur Union,0,0,0,0,0,0,0,0,00010
75,87,40,XX,XX,01,  Char Matua Union,0,0,0,0,0,0,0,0,00010
75,87,40,XX,XX,03,  Char Matua Union,0,0,0,0,0,0,0,0,00010
75,87,60,XX,XX,01,  Kadir Hanif Union,0,0,0,0,0,0,0,0,00010
75,87,60,XX,XX,03,  Kadir Hanif Union,0,0,0,0,0,0,0,0,00010
75,87,80,XX,XX,01,  Noakhali Union,1,1,1,0,1,0,0,0,00010
75,87,80,XX,XX,03,  Noakhali Union,0,0,0,0,0,0,0,0,00010
