ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
06,51.0,XX.0,XXX,XX,01,  Barisal Sadar Upazila,39714,2.6,8.2,16.0,23.3,21.0,13.5,7.4,7.9,4.7,00110
06,51.0,34.0,XXX,XX,01,  Char Baria Union,3951,2.1,7.1,15.7,24.6,20.2,13.6,7.6,9.2,4.8,00110
06,51.0,43.0,XXX,XX,01,  Char Kowa Union,4957,3.3,8.5,16.5,24.5,21.6,13.0,6.1,6.4,4.6,00110
06,62.0,XX.0,XXX,XX,01,  Mehendiganj Upazila,58055,3.0,9.3,17.4,21.8,19.8,13.8,7.9,7.1,4.6,00110
06,62.0,87.0,XXX,XX,01,  Mehendiganj Union,2347,3.1,8.1,15.3,21.2,21.1,13.6,8.4,9.2,4.8,00110
06,69.0,XX.0,XXX,XX,01,  Muladi Upazila,33821,4.0,10.1,16.4,21.2,20.3,13.7,7.3,7.1,4.5,00110
06,94.0,XX.0,XXX,XX,01,  Wazirpur Upazila,50241,4.1,10.0,17.5,23.9,20.4,12.4,6.0,5.7,4.4,00110
06,94.0,31.0,XXX,XX,01,  Guthia Union,5045,4.5,9.2,17.8,24.8,19.8,11.5,5.6,6.9,4.5,00110
06,94.0,84.0,XXX,XX,01,  Shikarpur Union,4246,3.5,8.8,17.7,25.3,19.7,12.1,6.2,6.6,4.5,00110
79,XX.0,XX.0,XXX,XX,01, Pirojpur Zila,214398,3.9,10.8,18.7,24.9,19.8,11.4,5.5,5.0,4.3,00110
79,14.0,XX.0,XXX,XX,01,  Bhandaria Upazila,28492,4.3,11.8,19.0,23.6,19.3,11.6,5.5,5.0,4.3,00110
79,14.0,11.0,XXX,XX,01,  Bhandaria Union,1151,5.3,8.9,17.8,22.9,20.2,13.8,5.5,5.6,4.4,00110
79,14.0,71.0,XXX,XX,01,  Nudmulla Union,4133,4.5,11.7,19.5,23.4,20.2,10.7,5.0,5.0,4.2,00110
79,47.0,XX.0,XXX,XX,01,  Kawkhali Upazila,13848,4.1,10.7,18.1,24.5,19.7,11.8,5.9,5.2,4.3,00110
79,47.0,15.0,XXX,XX,01,  Amrajuri Union,1336,3.3,11.2,20.8,29.0,18.5,10.3,4.2,2.8,4.1,00110
79,47.0,47.0,XXX,XX,01,  Kawkhali Union,4588,5.0,11.6,20.3,25.0,19.3,10.1,4.7,4.0,4.1,00110
79,58.0,XX.0,XXX,XX,01,  Mathbaria Upazila,54181,3.3,11.2,19.6,25.2,19.6,10.9,5.2,5.2,4.3,00110
79,58.0,60.0,XXX,XX,01,  Mathbaria Union,2690,4.2,11.1,19.0,24.6,20.0,11.0,5.0,5.1,4.3,00110
79,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,39536,3.2,9.2,17.5,25.6,20.7,12.5,6.2,5.0,4.4,00110
79,76.0,52.0,XXX,XX,01,  Nazirpur Union,3125,2.6,7.7,14.8,24.2,22.0,14.8,7.3,6.5,4.7,00110
79,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,24310,5.2,11.9,18.7,24.0,19.0,11.1,5.4,4.7,4.2,00110
79,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,38266,4.2,10.6,19.0,25.9,20.1,10.9,4.8,4.3,4.2,00110
79,87.0,76.0,XXX,XX,01,  Sohagdal Union,3999,3.6,9.5,17.6,25.5,20.5,12.1,5.4,5.9,4.4,00110
79,87.0,85.0,XXX,XX,01,  Sutiakati Union,3589,4.2,10.0,18.4,25.4,20.6,11.6,5.4,4.4,4.3,00110
79,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,2479,4.0,11.0,20.0,26.1,18.1,10.9,5.2,4.6,4.3,00110
79,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,15765,3.8,10.7,17.8,23.3,19.4,11.8,6.7,6.4,4.4,00110
79,90.0,51.0,XXX,XX,01,  Pattashi Union,4995,4.3,10.8,17.6,22.6,19.6,11.6,7.1,6.3,4.4,00110
09,XX.0,XX.0,XXX,XX,01, Bhola Zila,322077,1.8,7.7,16.2,22.6,21.6,14.5,7.9,7.7,4.7,00110
09,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,70289,2.2,7.2,14.9,21.3,21.4,15.3,8.8,8.8,4.9,00110
09,18.0,12.0,XXX,XX,01,  Alinagar Union,3205,1.9,7.1,14.0,21.7,22.5,15.5,8.0,9.2,4.9,00110
09,18.0,14.0,XXX,XX,01,  Bapta Union,1200,2.4,7.2,16.9,23.8,21.6,14.7,6.2,7.3,4.7,00110
09,18.0,36.0,XXX,XX,01,  Dhania Union,4848,1.5,6.3,14.4,22.2,22.8,15.0,8.3,9.4,4.9,00110
09,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,40398,2.0,7.4,14.7,22.1,22.2,14.9,8.2,8.4,4.8,00110
09,21.0,16.0,XXX,XX,01,  Bara Manika Union,5681,2.1,8.4,14.2,23.2,21.8,14.6,7.6,8.0,4.8,00110
09,21.0,57.0,XXX,XX,01,  Kutba Union,1467,3.3,9.2,15.5,23.0,21.5,12.6,7.0,7.8,4.6,00110
09,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,85655,1.3,7.1,15.8,22.4,21.8,15.1,8.3,8.2,4.8,00110
09,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,31407,1.8,7.2,15.0,22.3,21.7,15.2,8.5,8.2,4.8,00110
09,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,53372,2.3,8.2,17.0,23.4,21.3,13.9,6.9,7.0,4.6,00110
09,65.0,XX.0,XXX,XX,01,  Manpura Upazila,16807,1.8,9.3,20.3,23.9,19.9,12.4,6.7,5.7,4.5,00110
09,65.0,23.0,XXX,XX,01,  Hajirhat Union,5299,1.5,8.5,18.9,23.6,20.1,13.9,7.6,6.0,4.6,00110
09,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,24149,1.3,9.7,20.2,25.4,21.7,11.8,5.6,4.3,4.4,00110
09,91.0,57.0,XXX,XX,01,  Chandpur Union,4720,1.7,6.3,17.5,26.3,21.8,13.4,6.7,6.3,4.6,00110
04,XX.0,XX.0,XXX,XX,01, Barguna Zila,190564,3.6,12.6,20.9,26.5,18.7,9.5,4.3,3.8,4.1,00110
04,9.0,XX.0,XXX,XX,01,  Amtali Upazila,58015,2.7,11.4,19.7,26.3,20.1,10.5,4.8,4.5,4.3,00110
04,9.0,13.0,XXX,XX,01,  Amtali Union,4541,1.9,11.1,18.6,27.1,21.2,10.8,4.6,4.6,4.3,00110
04,19.0,XX.0,XXX,XX,01,  Bamna Upazila,17735,2.7,13.9,22.2,26.2,19.4,9.4,3.6,2.6,4.0,00110
04,19.0,23.0,XXX,XX,01,  Bamna Union,2905,4.0,12.0,19.0,25.1,20.0,10.9,4.9,4.0,4.2,00110
04,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,54609,3.7,11.3,20.8,27.7,18.3,9.5,4.4,4.2,4.2,00110
04,47.0,XX.0,XXX,XX,01,  Betagi Upazila,24646,4.9,12.1,18.8,24.2,19.7,10.8,5.0,4.6,4.2,00110
04,47.0,11.0,XXX,XX,01,  Betagi Union,3142,5.1,12.4,18.7,24.5,19.1,10.5,5.3,4.4,4.2,00110
04,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,35559,4.6,16.1,24.1,26.9,16.1,7.2,2.9,2.0,3.8,00110
04,85.0,23.0,XXX,XX,01,  Kakchira Union,4656,6.7,19.1,24.8,25.2,13.7,6.1,2.3,1.9,3.6,00110
04,85.0,35.0,XXX,XX,01,  Kalmegha Union,5048,6.1,16.6,24.1,26.6,15.9,6.6,2.6,1.5,3.7,00110
04,85.0,71.0,XXX,XX,01,  Patharghata Union,7122,3.0,13.5,24.6,27.8,17.5,8.1,3.3,2.2,3.9,00110
52,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,261126,3.7,10.2,19.1,25.9,20.2,11.0,5.1,4.7,4.3,00110
52,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,47644,3.6,10.3,19.2,26.4,19.7,10.6,5.2,4.9,4.3,00110
52,2.0,10.0,XXX,XX,01,  Bhadai Union,1505,2.3,9.0,19.9,28.5,21.0,10.4,4.8,4.1,4.3,00110
52,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,53037,3.7,9.8,17.8,24.5,21.0,12.3,5.8,5.1,4.4,00110
52,33.0,76.0,XXX,XX,01,  Shingimari Union,5267,3.9,9.0,18.0,25.4,20.8,12.2,5.9,4.7,4.4,00110
52,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,53823,4.0,10.6,20.2,27.1,19.5,9.9,4.4,4.2,4.2,00110
52,39.0,95.0,XXX,XX,01,  Tushbhandar Union,6576,2.7,8.9,18.7,27.5,20.9,11.1,5.0,5.3,4.4,00110
52,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,65175,4.1,10.8,20.9,27.3,18.8,9.6,4.3,4.2,4.2,00110
52,70.0,XX.0,XXX,XX,01,  Patgram Upazila,41447,2.8,9.2,16.4,23.5,22.7,13.6,6.4,5.3,4.5,00110
77,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,206116,3.1,9.1,18.5,27.8,21.7,11.2,4.7,3.9,4.3,00110
77,4.0,XX.0,XXX,XX,01,  Atwari Upazila,29208,3.6,9.7,18.6,29.7,21.9,10.0,3.7,2.7,4.2,00110
77,4.0,67.0,XXX,XX,01,  Radhanagar Union,3101,3.3,9.2,19.3,29.2,22.4,9.7,4.3,2.6,4.2,00110
77,4.0,81.0,XXX,XX,01,  Taria Union,5037,4.1,10.2,18.3,30.3,21.4,9.8,3.3,2.6,4.1,00110
77,25.0,XX.0,XXX,XX,01,  Boda Upazila,51582,3.3,10.1,19.7,29.0,21.1,10.0,3.8,2.8,4.2,00110
77,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,4880,2.4,8.0,18.7,30.2,23.2,10.6,4.0,3.0,4.3,00110
77,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,48933,3.6,9.9,19.2,27.2,20.6,10.7,4.6,4.2,4.3,00110
77,34.0,47.0,XXX,XX,01,  Debiganj Union,3032,3.9,8.8,17.0,26.4,19.8,12.2,5.8,6.1,4.5,00110
77,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,49853,2.4,7.5,17.3,26.5,22.7,12.8,5.7,4.9,4.5,00110
77,73.0,36.0,XXX,XX,01,  Dhakkamara Union,5562,2.0,7.9,18.1,27.0,22.3,12.4,5.4,4.9,4.5,00110
77,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,26540,2.2,7.8,17.2,26.9,22.5,12.6,5.7,5.0,4.5,00110
77,90.0,81.0,XXX,XX,01,  Tentulia Union,3427,3.3,9.2,20.1,27.2,20.4,10.7,5.0,4.1,4.3,00110
85,XX.0,XX.0,XXX,XX,01, Rangpur Zila,619571,4.8,12.9,23.6,27.8,17.1,7.8,3.2,2.7,3.9,00110
85,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,65590,4.1,13.2,22.1,27.4,18.3,8.7,3.5,2.8,4.0,00110
85,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,70354,4.3,12.4,21.5,26.6,18.8,9.4,3.8,3.0,4.0,00110
85,27.0,31.0,XXX,XX,01,  Gangachara Union,6674,3.7,11.0,22.3,29.2,19.5,8.6,3.1,2.6,4.0,00110
85,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,41494,5.1,11.4,23.4,27.5,17.2,8.4,3.6,3.3,4.0,00110
85,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,99944,3.5,10.4,22.3,28.1,18.7,9.2,4.0,3.7,4.1,00110
85,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,133209,5.2,14.3,25.8,28.4,15.6,6.4,2.4,2.0,3.8,00110
85,58.0,49.0,XXX,XX,01,  Durgapur Union,11055,4.2,12.8,24.4,28.2,17.1,7.4,3.0,2.9,3.9,00110
85,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,78976,6.0,13.9,25.0,27.9,15.2,6.6,2.8,2.6,3.8,00110
85,73.0,76.0,XXX,XX,01,  Pirgachha Union,8226,6.4,13.3,24.9,27.9,15.3,6.4,2.8,3.1,3.8,00110
85,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,97817,5.5,14.4,24.5,28.1,16.1,6.8,2.7,1.9,3.8,00110
85,76.0,69.0,XXX,XX,01,  Pirganj Union,5898,5.5,13.9,25.3,26.7,16.1,7.5,3.0,2.1,3.8,00110
85,76.0,75.0,XXX,XX,01,  Roypur Union,5256,4.3,13.2,23.6,29.8,17.7,6.5,2.9,2.0,3.9,00110
85,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,32187,3.9,11.2,20.1,27.1,20.0,9.9,4.3,3.6,4.2,00110
85,92.0,71.0,XXX,XX,01,  Kursha Union,5168,4.2,10.3,19.3,27.3,20.0,9.8,4.6,4.4,4.2,00110
49,XX.0,XX.0,XXX,XX,01, Kurigram Zila,429920,5.3,12.5,22.0,26.1,17.3,8.7,4.0,4.1,4.0,00110
49,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,50335,5.0,12.3,22.7,27.2,17.2,8.2,3.7,3.6,4.0,00110
49,6.0,19.0,XXX,XX,01,  Bhurungamari Union,3987,2.7,8.6,20.1,28.4,19.0,10.0,5.9,5.3,4.4,00110
49,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,13691,4.3,11.2,19.5,24.7,18.9,10.7,5.3,5.4,4.3,00110
49,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,4748,3.9,11.5,20.8,26.9,18.6,9.5,4.6,4.3,4.2,00110
49,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,19738,5.3,13.9,23.0,24.9,17.6,8.6,4.0,2.8,3.9,00110
49,9.0,83.0,XXX,XX,01,  Thanahat Union,5665,5.8,13.6,23.3,25.5,18.1,7.5,3.3,2.8,3.9,00110
49,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,36411,5.6,12.5,21.5,26.8,17.2,8.4,3.9,4.2,4.0,00110
49,18.0,40.0,XXX,XX,01,  Phulbari Union,4674,4.7,11.5,22.0,27.8,17.7,8.4,4.0,3.9,4.1,00110
49,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,54521,5.0,11.0,20.0,25.3,18.5,9.8,4.8,5.5,4.2,00110
49,52.0,17.0,XXX,XX,01,  Belgachha Union,5473,4.6,9.9,23.2,28.9,17.5,8.5,3.3,4.0,4.1,00110
49,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,78766,4.9,11.8,20.4,25.0,17.8,9.7,5.0,5.4,4.2,00110
49,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,44212,5.3,12.8,24.1,27.4,16.5,7.5,3.2,3.2,3.9,00110
49,77.0,21.0,XXX,XX,01,  Chakirpashar Union,5881,4.7,12.1,25.3,27.6,16.8,7.1,3.2,3.1,3.9,00110
49,77.0,73.0,XXX,XX,01,  Rajarhat Union,7281,5.0,11.1,23.7,28.5,16.7,7.5,3.8,3.7,4.0,00110
49,79.0,XX.0,XXX,XX,01,  Raumari Upazila,40759,4.4,11.5,20.8,25.6,18.6,9.8,4.5,4.8,4.2,00110
49,79.0,71.0,XXX,XX,01,  Raumari Union,4881,4.2,11.1,21.6,24.4,17.2,10.6,5.3,5.5,4.3,00110
49,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,91487,6.2,14.3,24.1,26.4,15.9,7.3,3.1,2.7,3.8,00110
32,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,561124,5.3,14.1,23.4,27.0,17.1,7.8,3.1,2.3,3.9,00110
32,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,38816,4.6,13.1,21.2,24.8,17.9,9.8,4.6,3.9,4.1,00110
32,21.0,47.0,XXX,XX,01,  Gazaria Union,3243,4.7,15.0,21.4,24.0,18.5,8.8,4.3,3.3,4.0,00110
32,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,87961,5.6,13.5,23.1,26.4,17.5,8.2,3.3,2.5,3.9,00110
32,24.0,14.0,XXX,XX,01,  Ballamjhar Union,10291,6.2,13.1,23.2,27.1,17.1,7.7,3.2,2.3,3.8,00110
32,24.0,21.0,XXX,XX,01,  Boali Union,8732,4.5,12.4,23.3,26.6,18.2,8.6,3.6,2.8,4.0,00110
32,24.0,58.0,XXX,XX,01,  Kholahati Union,6387,4.7,11.5,21.7,26.6,19.0,9.3,3.9,3.3,4.1,00110
32,24.0,85.0,XXX,XX,01,  Mollar Char Union,1461,3.0,9.7,19.2,22.9,20.4,13.6,6.4,4.9,4.4,00110
32,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,122760,4.2,13.8,23.9,28.4,17.0,7.6,2.9,2.2,3.9,00110
32,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,57703,5.5,14.0,22.9,27.4,17.3,7.5,3.1,2.2,3.8,00110
32,67.0,85.0,XXX,XX,01,  Palashbari Union,3320,5.4,12.0,21.6,26.9,18.3,8.4,3.8,3.5,4.0,00110
32,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,72054,5.4,13.8,24.1,27.9,16.7,7.1,2.9,2.1,3.8,00110
32,82.0,13.0,XXX,XX,01,  Banagram Union,4950,6.0,14.4,23.2,27.1,16.5,7.3,2.9,2.5,3.8,00110
32,82.0,60.0,XXX,XX,01,  Jamalpur Union,7159,4.7,12.6,25.1,29.4,16.6,7.0,2.5,2.1,3.8,00110
32,88.0,XX.0,XXX,XX,01,  Saghata Upazila,64999,5.2,14.3,22.7,26.7,17.5,8.2,3.2,2.3,3.9,00110
32,88.0,19.0,XXX,XX,01,  Bonar Para Union,5694,4.9,12.5,22.6,27.1,18.2,8.9,3.0,2.8,4.0,00110
32,88.0,85.0,XXX,XX,01,  Saghata Union,4318,5.3,14.0,22.7,27.2,17.7,7.6,3.2,2.2,3.9,00110
32,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,116831,6.2,15.2,23.8,26.3,16.4,7.1,2.8,2.1,3.8,00110
32,91.0,31.0,XXX,XX,01,  Dahabanda Union,5659,7.5,19.1,27.1,24.1,13.3,5.2,1.7,2.0,3.5,00110
73,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,358647,3.6,10.7,18.4,25.7,20.8,11.4,5.0,4.4,4.3,00110
73,12.0,XX.0,XXX,XX,01,  Dimla Upazila,59055,3.0,9.5,17.3,24.9,21.4,12.6,5.9,5.5,4.5,00110
73,12.0,19.0,XXX,XX,01,  Dimla Union,5785,3.2,8.8,16.3,26.6,21.9,12.2,5.7,5.1,4.5,00110
73,15.0,XX.0,XXX,XX,01,  Domar Upazila,48719,3.9,10.9,18.0,25.6,21.1,11.4,5.0,4.2,4.3,00110
73,15.0,19.0,XXX,XX,01,  Bhogdabari Union,6474,4.8,11.2,17.3,23.4,21.6,11.9,5.2,4.6,4.3,00110
73,15.0,28.0,XXX,XX,01,  Boragari Union,4753,3.3,8.6,16.5,26.2,21.7,12.6,5.0,6.1,4.5,00110
73,15.0,38.0,XXX,XX,01,  Domar Union,2761,3.7,13.7,21.6,27.2,19.6,8.8,3.5,1.9,4.0,00110
73,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,68747,3.9,10.8,18.3,25.6,20.5,11.7,5.0,4.1,4.3,00110
73,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,63411,4.7,13.5,21.2,26.5,19.1,8.9,3.5,2.6,4.0,00110
73,45.0,51.0,XXX,XX,01,  Kishoreganj Union,7090,6.5,14.7,21.6,25.4,17.6,8.1,3.2,2.9,3.9,00110
73,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,87580,2.9,9.2,17.6,26.0,21.6,12.1,5.4,5.2,4.4,00110
73,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,31135,3.6,11.1,18.0,25.2,20.9,11.6,5.0,4.6,4.3,00110
73,85.0,23.0,XXX,XX,01,  Bangalipur Union,3844,2.8,10.8,17.9,26.6,19.2,11.3,5.8,5.7,4.4,00110
94,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,283721,3.0,9.5,17.7,28.7,21.6,10.8,4.6,4.1,4.3,00110
94,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,41729,3.0,9.6,16.7,29.8,22.2,10.6,4.5,3.6,4.3,00110
94,8.0,21.0,XXX,XX,01,  Barabari Union,3969,3.4,9.9,18.3,30.0,22.2,9.5,3.8,2.9,4.2,00110
94,8.0,73.0,XXX,XX,01,  Duosuo Union,4995,4.2,12.3,19.3,29.4,20.9,8.9,3.2,1.8,4.0,00110
94,51.0,XX.0,XXX,XX,01,  Haripur Upazila,30913,2.9,8.7,15.4,25.8,22.5,13.1,5.9,5.8,4.5,00110
94,51.0,81.0,XXX,XX,01,  Haripur Union,3759,2.4,7.8,15.7,27.6,23.9,12.5,5.1,4.9,4.5,00110
94,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,51720,3.6,10.5,19.0,29.8,20.4,9.5,3.8,3.2,4.2,00110
94,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,47138,3.2,9.8,17.2,27.9,22.0,10.8,4.7,4.3,4.3,00110
94,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,112221,2.7,9.1,18.3,28.8,21.6,10.7,4.6,4.2,4.3,00110
94,94.0,52.0,XXX,XX,01,  Jamalpur Union,4667,3.3,10.6,19.0,28.8,21.7,9.2,4.0,3.4,4.2,00110
94,94.0,58.0,XXX,XX,01,  Mohammadpur Union,3936,1.7,8.7,17.8,29.9,22.2,10.4,4.3,5.1,4.4,00110
94,94.0,68.0,XXX,XX,01,  Rahimanpur Union,6561,1.6,8.1,18.9,29.2,22.0,11.1,4.4,4.6,4.4,00110
27,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,609562,3.5,11.0,21.0,28.6,19.2,9.1,3.9,3.6,4.1,00110
27,10.0,XX.0,XXX,XX,01,  Birampur Upazila,30716,3.3,12.4,24.2,28.8,17.2,8.0,3.3,2.9,4.0,00110
27,10.0,71.0,XXX,XX,01,  Khanpur Union,4112,4.0,12.5,20.7,26.6,17.8,8.8,4.8,4.8,4.2,00110
27,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,1956,3.9,12.2,23.2,30.1,16.6,8.2,2.9,3.0,4.0,00110
27,12.0,XX.0,XXX,XX,01,  Birganj Upazila,69272,3.1,9.5,19.4,28.7,20.7,10.0,4.4,4.2,4.3,00110
27,17.0,XX.0,XXX,XX,01,  Biral Upazila,59200,3.2,10.4,19.9,29.3,20.2,9.4,4.0,3.7,4.2,00110
27,17.0,28.0,XXX,XX,01,  Biral Union,6111,3.6,10.8,19.2,29.0,20.0,10.0,3.7,3.5,4.2,00110
27,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,32082,3.3,11.2,20.0,30.1,19.6,8.9,3.7,3.2,4.1,00110
27,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,66438,3.3,10.1,19.5,27.8,20.1,10.5,4.6,4.2,4.3,00110
27,30.0,13.0,XXX,XX,01,  Abdulpur Union,7046,3.3,9.4,18.7,27.8,20.0,10.4,5.2,5.2,4.4,00110
27,38.0,XX.0,XXX,XX,01,  Fulbari Upazila,34915,4.1,12.0,22.5,28.9,17.9,8.0,3.5,3.1,4.0,00110
27,43.0,XX.0,XXX,XX,01,  Ghoraghat Upazila,24271,4.3,13.8,25.6,27.8,16.0,7.1,2.8,2.6,3.9,00110
27,43.0,38.0,XXX,XX,01,  Ghoraghat Union,2774,4.3,14.0,27.6,27.5,15.5,6.5,2.5,2.1,3.8,00110
27,47.0,XX.0,XXX,XX,01,  Hakimpur Upazila,16203,4.3,12.4,23.7,28.7,16.8,8.0,3.3,2.9,4.0,00110
27,56.0,XX.0,XXX,XX,01,  Kaharole Upazila,35005,3.5,10.8,20.0,29.3,19.3,9.1,3.9,4.0,4.2,00110
27,56.0,31.0,XXX,XX,01,  Mukundapur Union,5450,3.2,9.7,19.4,29.2,20.5,9.7,4.0,4.2,4.3,00110
27,60.0,XX.0,XXX,XX,01,  Khansama Upazila,37281,3.0,8.8,18.1,28.2,21.8,11.0,4.8,4.2,4.4,00110
27,60.0,15.0,XXX,XX,01,  Alokjhari Union,5638,2.6,8.4,18.9,27.8,22.7,10.6,4.4,4.6,4.4,00110
27,64.0,XX.0,XXX,XX,01,  Dinajpur Sadar Upazila,69519,3.2,10.7,20.6,29.3,19.4,9.0,3.9,3.8,4.2,00110
27,64.0,69.0,XXX,XX,01,  Shashara Union,5856,4.0,10.6,20.6,28.7,19.7,9.3,3.7,3.4,4.1,00110
27,64.0,77.0,XXX,XX,01,  Sekhpura Union,7373,3.0,10.9,21.7,30.8,18.8,8.0,3.4,3.4,4.1,00110
27,69.0,XX.0,XXX,XX,01,  Nawabganj Upazila,56003,4.3,13.1,23.8,27.8,16.8,7.8,3.4,3.1,4.0,00110
27,69.0,17.0,XXX,XX,01,  Binodnagar Union,7752,4.2,14.4,26.1,28.6,15.7,6.8,2.6,1.6,3.8,00110
27,69.0,43.0,XXX,XX,01,  Golapganj Union,6659,3.0,12.1,22.8,25.9,17.6,9.8,4.8,4.1,4.2,00110
27,77.0,XX.0,XXX,XX,01,  Parbatipur Upazila,78657,3.8,11.5,21.1,28.0,19.4,9.1,3.8,3.2,4.1,00110
27,77.0,86.0,XXX,XX,01,  Rampur Union,6438,5.3,12.9,20.7,26.0,19.2,8.5,3.9,1.3,2.9,00110
10,XX.0,XX.0,XXX,XX,01, Bogra Zila,707118,4.2,14.0,25.4,28.3,15.8,6.9,2.8,2.6,3.8,00110
10,6.0,XX.0,XXX,XX,01,  Adamdighi Upazila,39448,3.5,13.3,26.5,28.2,15.0,6.8,3.0,3.6,3.9,00110
10,6.0,13.0,XXX,XX,01,  Adam Dighi Union,5691,3.8,13.5,26.2,29.0,15.0,6.4,3.0,3.2,3.9,00110
10,20.0,XX.0,XXX,XX,01,  Bogra Sadar Upazila,50430,3.1,11.9,24.5,29.8,17.0,7.8,3.2,2.9,4.0,00110
10,27.0,XX.0,XXX,XX,01,  Dhunat Upazila,69240,4.7,13.7,23.3,28.4,16.7,7.2,3.1,2.7,3.9,00110
10,27.0,38.0,XXX,XX,01,  Dhunat Union,4911,4.2,12.5,24.7,29.1,15.8,6.9,3.5,3.2,3.9,00110
10,33.0,XX.0,XXX,XX,01,  Dhupchanchia Upazila,39931,3.9,14.9,27.4,27.2,13.9,6.6,2.9,3.3,3.8,00110
10,40.0,XX.0,XXX,XX,01,  Gabtali Upazila,77845,4.7,13.8,24.5,29.0,16.6,6.8,2.6,2.1,3.8,00110
10,54.0,XX.0,XXX,XX,01,  Kahaloo Upazila,54572,3.8,14.1,27.1,28.2,15.2,6.6,2.6,2.3,3.8,00110
10,67.0,XX.0,XXX,XX,01,  Nandigram Upazila,41288,3.1,13.3,27.6,27.7,15.0,6.9,3.0,3.4,3.9,00110
10,81.0,XX.0,XXX,XX,01,  Sariakandi Upazila,70462,7.1,18.2,25.1,24.8,14.8,6.3,2.3,1.3,3.6,00110
10,85.0,XX.0,XXX,XX,01,  Shajahanpur Upazila,59119,4.0,13.2,26.7,29.7,15.1,6.3,2.6,2.4,3.8,00110
10,88.0,XX.0,XXX,XX,01,  Sherpur Upazila,69208,3.1,12.4,24.5,28.7,16.4,7.8,3.3,3.7,4.0,00110
